term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 315.68619491763104 1.65526364110346 
example 	 1247.451002886336 1.2309205668103833 
hutchins 	 4230.642950445844 1.2309205668103833 
prevailing 	 2760.4777804781997 1.2309205668103833 
attitudes 	 1737.5060595422176 1.2309205668103833 
practices 	 761.8967415640267 1.5239255083582175 
exist 	 2078.1655869753836 1.2309205668103833 
colleges 	 441.8243351935621 1.8361136826702797 
junior 	 1208.6118773602686 1.5239255083582175 
enrollment 	 1083.5109457113604 1.65526364110346 
equality 	 1158.0257291332905 1.5239255083582175 
educational 	 244.14044760135738 1.8113753793187568 
opportunity 	 546.8349555440611 1.65526364110346 
graphs 	 1301.3576448495267 1.5239255083582175 
charts 	 1113.7805580990494 1.5239255083582175 
decades 	 2417.2237547205373 1.2309205668103833 
brief 	 1372.2057040868167 1.2309205668103833 
liberal 	 456.4991004026749 1.7298044521584772 
arts 	 537.2311480437926 1.7298044521584772 
industrial 	 1397.4583884864867 1.2309205668103833 
compares 	 513.1108567260758 1.65526364110346 
objectives 	 1677.7239862063768 1.2309205668103833 
direction 	 1983.7588923898463 1.2309205668103833 
eye 	 2148.9245921751703 1.2309205668103833 
historical 	 589.089427087836 1.5239255083582175 
school 	 437.58631340632127 1.65526364110346 
environment 	 645.1563052552779 1.5239255083582175 
advantages 	 879.306052244521 1.5239255083582175 
liberalized 	 3740.5878937899624 1.2309205668103833 
curriculum 	 2316.051458266581 1.2309205668103833 
validity 	 1301.3576448495267 1.5239255083582175 
student 	 414.7173838798222 1.7298044521584772 
evaluations 	 2115.321475222922 1.5239255083582175 
regarding 	 673.91198880225 1.5239255083582175 
effectiveness 	 1697.0950609573738 1.2309205668103833 
level 	 1049.2775135223462 1.2309205668103833 
instructions 	 2602.7152896990533 1.2309205668103833 
variables 	 2045.2759359215145 1.2309205668103833 
affecting 	 1983.7588923898463 1.2309205668103833 
detracting 	 4230.642950445844 1.2309205668103833 
value 	 1335.9413449548183 1.2309205668103833 
orientation 	 2270.4227238223184 1.2309205668103833 
seminar 	 3250.532837134081 1.2309205668103833 
study 	 285.92297364953953 1.65526364110346 
supervisors 	 4230.642950445844 1.2309205668103833 
unit 	 1849.9647986454067 1.2309205668103833 
designed 	 1335.9413449548183 1.2309205668103833 
provide 	 1197.2881255539312 1.2309205668103833 
understanding 	 868.7530297711088 1.5239255083582175 
program 	 92.6888968688257 1.870168689255551 
purposes 	 858.505935486414 1.5239255083582175 
goals 	 661.2529641299487 1.65526364110346 
knowledge 	 769.6662850891138 1.5239255083582175 
underlying 	 2078.1655869753836 1.2309205668103833 
rules 	 1640.5048666321836 1.2309205668103833 
regulations 	 1825.9964016106996 1.2309205668103833 
absence 	 2078.1655869753836 1.2309205668103833 
courses 	 824.6046496819092 1.65526364110346 
undergraduate 	 2963.869005701609 1.2309205668103833 
suggesting 	 2316.051458266581 1.2309205668103833 
mandatory 	 2316.051458266581 1.2309205668103833 
preparation 	 1267.6654962886978 1.5239255083582175 
life 	 875.9759356930258 1.2309205668103833 
bachelor 	 3740.5878937899624 1.2309205668103833 
market 	 1335.9413449548183 1.2309205668103833 
pitfalls 	 2963.869005701609 1.2309205668103833 
finding 	 2078.1655869753836 1.2309205668103833 
adequate 	 2417.2237547205373 1.2309205668103833 
placement 	 2963.869005701609 1.2309205668103833 
today's 	 2227.5611161980987 1.2309205668103833 
graduate 	 2677.2051742691365 1.2309205668103833 
adult 	 454.08454476446366 1.777840922357627 
continuing 	 1900.4862861807828 1.2309205668103833 
philadelphia 	 1208.6118773602686 1.5239255083582175 
describes 	 711.8232837822468 1.5239255083582175 
terms 	 1268.5570478331608 1.2309205668103833 
concludes 	 2112.660233043172 1.2309205668103833 
survey 	 1717.011870972828 1.2309205668103833 
veblen's 	 3453.92406235749 1.2309205668103833 
veysey's 	 4230.642950445844 1.2309205668103833 
emergence 	 2270.4227238223184 1.2309205668103833 
american 	 391.93922147131474 1.5239255083582175 
university 	 565.698353652458 1.65526364110346 
contrasts 	 912.9982008053498 1.5239255083582175 
essays 	 1158.0257291332905 1.5239255083582175 
admissions 	 1726.962031178745 1.5239255083582175 
studying 	 2602.7152896990533 1.2309205668103833 
person 	 1359.9097419895252 1.2309205668103833 
compensatory 	 3740.5878937899624 1.2309205668103833 
programs 	 230.08996199526044 1.777840922357627 
minority 	 608.6654672035665 1.65526364110346 
students 	 293.1020174148403 1.8113753793187568 
implications 	 1588.1105303195025 1.2309205668103833 
results 	 613.4784071584734 1.5239255083582175 
light 	 1423.6465675644936 1.2309205668103833 
current 	 498.16114432197594 1.5239255083582175 
geared 	 3092.7703463549346 1.2309205668103833 
increasing 	 1677.7239862063768 1.2309205668103833 
philetics 	 4230.642950445844 1.2309205668103833 
classroom 	 1236.9069745228637 1.5239255083582175 
reports 	 1802.813996874845 1.2309205668103833 
communications 	 378.6979731152274 1.5239255083582175 
project 	 1555.220879265633 1.2309205668103833 
developed 	 1410.4312295249017 1.2309205668103833 
importance 	 1677.7239862063768 1.2309205668103833 
verbal 	 1267.6654962886978 1.5239255083582175 
communication 	 1737.5060595422176 1.2309205668103833 
getting 	 1983.7588923898463 1.2309205668103833 
ideas 	 1437.1136414087746 1.2309205668103833 
awareness 	 2364.829418407856 1.2309205668103833 
usage 	 2148.9245921751703 1.2309205668103833 
evaluation 	 746.8519178669824 1.5239255083582175 
facilities 	 912.9982008053498 1.5239255083582175 
kean 	 4230.642950445844 1.2309205668103833 
research 	 405.6958211155743 1.5239255083582175 
design 	 662.1275642376563 1.5239255083582175 
including 	 310.3697501990666 1.5239255083582175 
method 	 761.8967415640267 1.5239255083582175 
procedures 	 1523.7934831280534 1.2309205668103833 
materials 	 1677.7239862063768 1.2309205668103833 
discussion 	 1049.2775135223462 1.2309205668103833 
afn 	 205.21902175729835 1.777840922357627 
rationale 	 2417.2237547205373 1.2309205668103833 
associate 	 2854.884475063737 1.2309205668103833 
degree 	 1874.7743617519745 1.2309205668103833 
examination 	 1081.4194119946137 1.2309205668103833 
literacy 	 2963.869005701609 1.2309205668103833 
career 	 1697.0950609573738 1.2309205668103833 
traditional 	 1493.7038357339648 1.2309205668103833 
night 	 1900.4862861807828 1.2309205668103833 
academic 	 963.584349032328 1.5239255083582175 
professional 	 711.8232837822468 1.5239255083582175 
conflict 	 1479.1259996816307 1.2309205668103833 
curricula 	 1427.4422375318686 1.5239255083582175 
advent 	 2227.5611161980987 1.2309205668103833 
integrating 	 2854.884475063737 1.2309205668103833 
persons 	 1717.011870972828 1.2309205668103833 
addition 	 1571.4744686504948 1.2309205668103833 
west 	 1257.9252685364306 1.2309205668103833 
harvard 	 3250.532837134081 1.2309205668103833 
athens 	 2963.869005701609 1.2309205668103833 
sparta 	 3740.5878937899624 1.2309205668103833 
looks 	 1226.9568143169467 1.2309205668103833 
emphasizing 	 2677.2051742691365 1.2309205668103833 
intellect 	 3250.532837134081 1.2309205668103833 
physical 	 1335.9413449548183 1.2309205668103833 
perfection 	 2963.869005701609 1.2309205668103833 
entrance 	 2677.2051742691365 1.2309205668103833 
exams 	 3740.5878937899624 1.2309205668103833 
valid 	 1074.4622960875852 1.5239255083582175 
practical 	 1717.011870972828 1.2309205668103833 
devices 	 2270.4227238223184 1.2309205668103833 
predicting 	 3092.7703463549346 1.2309205668103833 
success 	 868.7530297711088 1.5239255083582175 
observes 	 366.01849122120694 1.65526364110346 
pros 	 2112.660233043172 1.2309205668103833 
cons 	 2112.660233043172 1.2309205668103833 
sat 	 3092.7703463549346 1.2309205668103833 
tests 	 2112.660233043172 1.2309205668103833 
predictor 	 3740.5878937899624 1.2309205668103833 
questionnaire 	 1338.6025871345682 1.5239255083582175 
concerning 	 1384.719305096093 1.2309205668103833 
hand 	 1717.011870972828 1.2309205668103833 
textbooks 	 3740.5878937899624 1.2309205668103833 
staten 	 4230.642950445844 1.2309205668103833 
island 	 2078.1655869753836 1.2309205668103833 
essay 	 977.4488711320129 1.5239255083582175 
admission 	 1338.6025871345682 1.5239255083582175 
gain 	 2045.2759359215145 1.2309205668103833 
seattle 	 3453.92406235749 1.2309205668103833 
teaching 	 1927.168698064656 1.2309205668103833 
probability 	 1083.5109457113604 1.65526364110346 
statistics 	 742.5203720660329 1.65526364110346 
freshmen 	 3740.5878937899624 1.2309205668103833 
revelance 	 4230.642950445844 1.2309205668103833 
virtually 	 2473.8139490457274 1.2309205668103833 
activities 	 1268.5570478331608 1.2309205668103833 
contemporary 	 1479.1259996816307 1.2309205668103833 
society 	 1073.2459105570529 1.2309205668103833 
utilize 	 2602.7152896990533 1.2309205668103833 
notions 	 2602.7152896990533 1.2309205668103833 
tools 	 2227.5611161980987 1.2309205668103833 
respective 	 2187.150117613255 1.2309205668103833 
professions 	 2854.884475063737 1.2309205668103833 
ethical 	 1006.9242698919674 1.5239255083582175 
obligations 	 2535.3309925773956 1.2309205668103833 
responsibilities 	 2112.660233043172 1.2309205668103833 
providing 	 1450.8422281097453 1.2309205668103833 
socioeducational 	 4230.642950445844 1.2309205668103833 
whic 	 4230.642950445844 1.2309205668103833 
contributes 	 3092.7703463549346 1.2309205668103833 
acquisition 	 2473.8139490457274 1.2309205668103833 
culturally 	 2854.884475063737 1.2309205668103833 
appropriate 	 1697.0950609573738 1.2309205668103833 
loan 	 805.7412515735123 1.65526364110346 
overview 	 408.9856047723156 1.65526364110346 
includes 	 967.7527450390731 1.2309205668103833 
guaranteed 	 2535.3309925773956 1.2309205668103833 
mechanism 	 2473.8139490457274 1.2309205668103833 
gslp 	 4230.642950445844 1.2309205668103833 
crisis 	 711.8232837822468 1.5239255083582175 
unscrupulous 	 3740.5878937899624 1.2309205668103833 
institutions 	 1571.4744686504948 1.2309205668103833 
operators 	 3092.7703463549346 1.2309205668103833 
advantage 	 1825.9964016106996 1.2309205668103833 
entillements 	 4230.642950445844 1.2309205668103833 
multiculturalism 	 1870.2939468949812 1.5239255083582175 
controversy 	 1022.6379679607572 1.5239255083582175 
surrounding 	 1758.612104489042 1.2309205668103833 
campus 	 1208.6118773602686 1.5239255083582175 
represents 	 2078.1655869753836 1.2309205668103833 
public 	 762.6136820898739 1.2309205668103833 
debate 	 2045.2759359215145 1.2309205668103833 
issues 	 490.94660820034426 1.5239255083582175 
conduct 	 2013.8485397839347 1.2309205668103833 
issue 	 501.8243895390417 1.5239255083582175 
implicit 	 3453.92406235749 1.2309205668103833 
values 	 1588.1105303195025 1.2309205668103833 
side 	 1555.220879265633 1.2309205668103833 
tactics 	 2112.660233043172 1.2309205668103833 
achieve 	 1849.9647986454067 1.2309205668103833 
peer 	 1481.9345028508044 1.5239255083582175 
counseling 	 742.5203720660329 1.65526364110346 
assistance 	 1717.011870972828 1.2309205668103833 
times 	 1150.4498099763023 1.2309205668103833 
means 	 1268.5570478331608 1.2309205668103833 
supporting 	 1900.4862861807828 1.2309205668103833 
growth 	 1301.44669888703 1.2309205668103833 
serve 	 1802.813996874845 1.2309205668103833 
counselors 	 2677.2051742691365 1.2309205668103833 
peers 	 2854.884475063737 1.2309205668103833 
debates 	 2760.4777804781997 1.2309205668103833 
social 	 907.4033318306053 1.2309205668103833 
change 	 1132.5501197314093 1.2309205668103833 
approaches 	 1780.3676671664368 1.2309205668103833 
classical 	 1983.7588923898463 1.2309205668103833 
thinkers 	 2760.4777804781997 1.2309205668103833 
plato 	 2854.884475063737 1.2309205668103833 
women 	 1450.8422281097453 1.2309205668103833 
middle 	 1658.8695355192888 1.2309205668103833 
ages 	 2148.9245921751703 1.2309205668103833 
philosophers 	 2473.8139490457274 1.2309205668103833 
shaped 	 2270.4227238223184 1.2309205668103833 
informed 	 2364.829418407856 1.2309205668103833 
field 	 1479.1259996816307 1.2309205668103833 
top 	 660.3947533204209 1.2309205668103833 
experienced 	 857.7689209486186 1.2309205668103833 
microsoft 	 456.9299988549196 1.5239255083582175 
internet 	 731.8697079484787 1.2309205668103833 
explorer 	 947.0585847528932 1.2309205668103833 
msie30 	 947.0585847528932 1.2309205668103833 
http 	 310.20249719879297 1.2309205668103833 
www 	 307.4461584249233 1.2309205668103833 
com 	 113.75113186357386 1.65526364110346 
htm 	 463.83449911160983 1.2309205668103833 
start 	 762.6136820898739 1.2309205668103833 
send 	 747.0745950396998 1.2309205668103833 
comments 	 266.75251795155805 1.65526364110346 
mailto 	 513.5937224222021 1.2309205668103833 
updated 	 757.3959462304548 1.2309205668103833 
copyright 	 551.4102226825493 1.2309205668103833 
asm 	 947.0585847528932 1.2309205668103833 
rights 	 651.3882620957781 1.2309205668103833 
reserved 	 783.8784429426295 1.2309205668103833 
