term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 2821.7601813116817 0.9478012037452946 
elonyok 	 33231.44633789923 0.30530921877798156 
kozvetlenul 	 11261.96178527484 0.5297497034950002 
valasztas 	 10988.702555838907 0.5297497034950002 
minimumra 	 33231.44633789923 0.30530921877798156 
olvadnak 	 37585.10377899624 0.30530921877798156 
pedig 	 881.8000566599005 1.4848681010494835 
biztos 	 9231.22917382771 0.5297497034950002 
liebling 	 18792.55188949812 0.5297497034950002 
veresege 	 28877.788896802213 0.30530921877798156 
akkor 	 775.6539531449902 1.5478151229036152 
hirtelen 	 21474.65686478033 0.30530921877798156 
elkezdenek 	 37585.10377899624 0.30530921877798156 
arrol 	 2129.2754813825527 1.1154724576267427 
beszelni 	 24524.131455705196 0.30530921877798156 
tulsagosan 	 27476.22425099766 0.30530921877798156 
ketes 	 16615.723168949615 0.5297497034950002 
kimenetelu 	 33231.44633789923 0.30530921877798156 
bekovetkezett 	 27476.22425099766 0.30530921877798156 
verseg 	 37585.10377899624 0.30530921877798156 
eseten 	 9715.339383825216 0.5297497034950002 
szoktatjak 	 37585.10377899624 0.30530921877798156 
kozonseget 	 37585.10377899624 0.30530921877798156 
egyszerre 	 11261.96178527484 0.5297497034950002 
valljak 	 28877.788896802213 0.30530921877798156 
folyamatosan 	 6596.563588326382 0.7016940071804806 
uzott 	 37585.10377899624 0.30530921877798156 
hazugsagot 	 27476.22425099766 0.30530921877798156 
hanem 	 2059.3217039580873 1.1154724576267427 
aprankent 	 37585.10377899624 0.30530921877798156 
csopogtetik 	 37585.10377899624 0.30530921877798156 
kozvelemenybe 	 37585.10377899624 0.30530921877798156 
riportokkal 	 37585.10377899624 0.30530921877798156 
lenne 	 2402.5419879511014 1.0388948642082183 
megsem 	 19430.678767650432 0.30530921877798156 
gyozne 	 33231.44633789923 0.30530921877798156 
mindezt 	 19789.69076497915 0.30530921877798156 
musort 	 33231.44633789923 0.30530921877798156 
hamarosan 	 22523.92357054968 0.30530921877798156 
jelcin 	 10085.23700730409 0.5297497034950002 
eseteben 	 10085.23700730409 0.5297497034950002 
vegig 	 28877.788896802213 0.30530921877798156 
fogjuk 	 26331.06255277483 0.30530921877798156 
nezni 	 13738.11212549883 0.5297497034950002 
esetleg 	 20575.84046587326 0.30530921877798156 
avval 	 23122.566809900643 0.30530921877798156 
abban 	 3769.255331638354 0.8376318064401695 
esetben 	 5407.394341592081 0.7016940071804806 
csak 	 881.8000566599005 1.4848681010494835 
kozvelemenyt 	 26331.06255277483 0.30530921877798156 
hamisitjak 	 37585.10377899624 0.30530921877798156 
konnyen 	 22523.92357054968 0.30530921877798156 
lehet 	 881.8000566599005 1.4848681010494835 
magat 	 3813.490651195309 0.8376318064401695 
valasztast 	 25362.84213277982 0.30530921877798156 
tankhadosztalyos 	 37585.10377899624 0.30530921877798156 
demokraciajat 	 37585.10377899624 0.30530921877798156 
olyan 	 829.9294650916711 1.507711342428735 
regen 	 11561.283404950322 0.5297497034950002 
clinton 	 3524.74953411616 0.9478012037452946 
ossztuz 	 33231.44633789923 0.30530921877798156 
alatt 	 1801.9064909633262 1.1807476988933034 
lapok 	 21474.65686478033 0.30530921877798156 
beszamoloi 	 26331.06255277483 0.30530921877798156 
bill 	 14108.800906558408 0.30530921877798156 
amerikai 	 7718.0166619410675 0.5297497034950002 
elnok 	 7908.40828675558 0.5297497034950002 
szamara 	 7538.510663276708 0.5297497034950002 
veszelyes 	 12262.065727852598 0.5297497034950002 
fordulat 	 26331.06255277483 0.30530921877798156 
allt 	 19430.678767650432 0.30530921877798156 
whitewater 	 14438.894448401106 0.5297497034950002 
ugyben 	 6256.3031229345415 0.7016940071804806 
tanuvallomasa 	 37585.10377899624 0.30530921877798156 
ellenere 	 5338.743382541679 0.7016940071804806 
little 	 14574.273079655934 0.30530921877798156 
rock 	 21977.405111677814 0.30530921877798156 
birosag 	 6858.61348862442 0.7016940071804806 
eskudtszeke 	 37585.10377899624 0.30530921877798156 
bunosnek 	 33231.44633789923 0.30530921877798156 
talalta 	 23784.33620874745 0.30530921877798156 
felesege 	 14438.894448401106 0.5297497034950002 
korabbi 	 2775.9212084309643 1.0388948642082183 
befektetesi 	 26331.06255277483 0.30530921877798156 
tarsait 	 37585.10377899624 0.30530921877798156 
valamint 	 7452.464184838935 0.5297497034950002 
utodjat 	 37585.10377899624 0.30530921877798156 
arkansans 	 37585.10377899624 0.30530921877798156 
kormanyzoi 	 33231.44633789923 0.30530921877798156 
szekeben 	 37585.10377899624 0.30530921877798156 
ujravalasztasert 	 37585.10377899624 0.30530921877798156 
kuzdo 	 30684.719993871848 0.30530921877798156 
elnokot 	 22523.92357054968 0.30530921877798156 
tovabbra 	 3424.199884736663 0.9478012037452946 
sem 	 705.4400453279204 1.5655126515519868 
vadoljak 	 25362.84213277982 0.30530921877798156 
buncselekmennyel 	 37585.10377899624 0.30530921877798156 
republikanus 	 25362.84213277982 0.30530921877798156 
ellenzek 	 4615.614586913855 0.8376318064401695 
itelettel 	 37585.10377899624 0.30530921877798156 
eros 	 6723.491338202725 0.7016940071804806 
hatszelet 	 37585.10377899624 0.30530921877798156 
kapott 	 16883.95242362305 0.30530921877798156 
etikai 	 30684.719993871848 0.30530921877798156 
kerdesek 	 23784.33620874745 0.30530921877798156 
tovabbi 	 16222.183024776245 0.30530921877798156 
feszegetesere 	 37585.10377899624 0.30530921877798156 
erdekes 	 9545.541275425916 0.5297497034950002 
szolnak 	 27476.22425099766 0.30530921877798156 
bunugy 	 33231.44633789923 0.30530921877798156 
mellett 	 2572.672220647022 1.0388948642082183 
sok 	 3684.3562774387033 0.8376318064401695 
mas 	 2105.346444250688 1.1154724576267427 
bunper 	 33231.44633789923 0.30530921877798156 
iranyul 	 28877.788896802213 0.30530921877798156 
clintonek 	 33231.44633789923 0.30530921877798156 
ellen 	 1601.6946586340678 1.2370508520678936 
kezdve 	 5780.641702475161 0.8376318064401695 
attol 	 9231.22917382771 0.5297497034950002 
hirhedt 	 28877.788896802213 0.30530921877798156 
nougyei 	 37585.10377899624 0.30530921877798156 
miatt 	 1821.7841349569917 1.1807476988933034 
szemelyesen 	 25362.84213277982 0.30530921877798156 
folyik 	 2939.4057808390376 1.1154724576267427 
ellene 	 11261.96178527484 0.5297497034950002 
egyik 	 1339.7659190686195 1.3292460464820384 
elolepett 	 37585.10377899624 0.30530921877798156 
szeretoje 	 37585.10377899624 0.30530921877798156 
altal 	 3643.5682699139834 0.8376318064401695 
azt 	 664.8098024916656 1.5818770699734988 
hozzak 	 27476.22425099766 0.30530921877798156 
csodalatosan 	 37585.10377899624 0.30530921877798156 
elkent 	 37585.10377899624 0.30530921877798156 
dubrovniki 	 30684.719993871848 0.30530921877798156 
repulogeplezuhanas 	 37585.10377899624 0.30530921877798156 
ugyeben 	 6256.3031229345415 0.7016940071804806 
epp 	 5252.296172920701 0.8376318064401695 
kellett 	 2739.1864451418664 1.0388948642082183 
harom 	 15623.53978542528 0.30530921877798156 
fotisztnek 	 37585.10377899624 0.30530921877798156 
lemondania 	 37585.10377899624 0.30530921877798156 
feleseget 	 12528.367926332081 0.7016940071804806 
szuletett 	 19430.678767650432 0.30530921877798156 
hazudozonak 	 37585.10377899624 0.30530921877798156 
titulalta 	 33231.44633789923 0.30530921877798156 
nyilvanosan 	 26331.06255277483 0.30530921877798156 
vezercikkben 	 33231.44633789923 0.30530921877798156 
legkomolyabb 	 33231.44633789923 0.30530921877798156 
publicista 	 28877.788896802213 0.30530921877798156 
william 	 14737.425109754813 0.30530921877798156 
safire 	 37585.10377899624 0.30530921877798156 
ime 	 12262.065727852598 0.5297497034950002 
leleplezett 	 37585.10377899624 0.30530921877798156 
nagy 	 2037.1653754323554 1.1154724576267427 
hazugsag 	 10737.328432390164 0.5297497034950002 
bokros 	 9384.454684401813 0.5297497034950002 
fele 	 3163.363314702232 0.9478012037452946 
stabilizacio 	 11561.283404950322 0.5297497034950002 
bukasrol 	 37585.10377899624 0.30530921877798156 
tanuskodo 	 37585.10377899624 0.30530921877798156 
bizonyitvanya 	 37585.10377899624 0.30530921877798156 
gki 	 14438.894448401106 0.5297497034950002 
gazdasagkutato 	 28877.788896802213 0.30530921877798156 
latja 	 8945.532304372626 0.5297497034950002 
lassul 	 37585.10377899624 0.30530921877798156 
folyamata 	 28877.788896802213 0.30530921877798156 
gazdasagi 	 2456.237518292469 1.0388948642082183 
novekedes 	 19789.69076497915 0.30530921877798156 
elorejelzese 	 30684.719993871848 0.30530921877798156 
brutto 	 10504.592345841402 0.5297497034950002 
termek 	 23784.33620874745 0.30530921877798156 
gdp 	 9545.541275425916 0.5297497034950002 
egy 	 300.1872533310299 1.7887475549475722 
szazalekkal 	 17623.747670580797 0.30530921877798156 
iden 	 8560.499711841658 0.5297497034950002 
inflacio 	 19789.69076497915 0.30530921877798156 
egeszeben 	 10988.702555838907 0.5297497034950002 
szazalek 	 8945.532304372626 0.5297497034950002 
lesz 	 2821.7601813116817 0.9478012037452946 
allamhaztartas 	 25362.84213277982 0.30530921877798156 
hianya 	 20170.47401460818 0.30530921877798156 
eleri 	 30684.719993871848 0.30530921877798156 
szazalekat 	 21474.65686478033 0.30530921877798156 
berek 	 23784.33620874745 0.30530921877798156 
idei 	 20170.47401460818 0.30530921877798156 
emelkedeset 	 37585.10377899624 0.30530921877798156 
netto 	 22523.92357054968 0.30530921877798156 
szazalekra 	 11892.168104373724 0.5297497034950002 
taksalja 	 37585.10377899624 0.30530921877798156 
eves 	 5627.984141207683 0.7016940071804806 
inflaciot 	 23122.566809900643 0.30530921877798156 
figyelembeveve 	 33231.44633789923 0.30530921877798156 
szazalekos 	 8111.091512388122 0.5297497034950002 
realkeresetcsokkenest 	 37585.10377899624 0.30530921877798156 
magyarorszag 	 2947.485021950963 0.9478012037452946 
vilag 	 5706.999807894438 0.7016940071804806 
negyedik 	 24524.131455705196 0.30530921877798156 
legrosszabb 	 26331.06255277483 0.30530921877798156 
versenykepessegu 	 37585.10377899624 0.30530921877798156 
orszaga 	 26331.06255277483 0.30530921877798156 
mint 	 1007.7714933256007 1.4321711686406247 
tegnap 	 2411.993203374722 1.1154724576267427 
jeleztuk 	 26331.06255277483 0.30530921877798156 
genfi 	 37585.10377899624 0.30530921877798156 
szekhelyu 	 30684.719993871848 0.30530921877798156 
vilaggazdasagi 	 18792.55188949812 0.5297497034950002 
forum 	 7287.136539827967 0.5297497034950002 
versenykepessegi 	 18792.55188949812 0.5297497034950002 
szempontbol 	 22523.92357054968 0.30530921877798156 
vizsgalt 	 37585.10377899624 0.30530921877798156 
orszagbol 	 24524.131455705196 0.30530921877798156 
helyre 	 8174.710485235064 0.7016940071804806 
rangsorolta 	 37585.10377899624 0.30530921877798156 
magyarorszagot 	 20170.47401460818 0.30530921877798156 
beruhazok 	 33231.44633789923 0.30530921877798156 
figyelmebe 	 33231.44633789923 0.30530921877798156 
ajanlott 	 24524.131455705196 0.30530921877798156 
masik 	 3905.88494635632 0.8376318064401695 
tablazat 	 27476.22425099766 0.30530921877798156 
piaci 	 23784.33620874745 0.30530921877798156 
novekedesi 	 27476.22425099766 0.30530921877798156 
kilatasokrol 	 37585.10377899624 0.30530921877798156 
hajszallal 	 37585.10377899624 0.30530921877798156 
jobb 	 17891.06460874525 0.30530921877798156 
tette 	 19091.082550851832 0.30530921877798156 
hazankat 	 27476.22425099766 0.30530921877798156 
kedvezobben 	 37585.10377899624 0.30530921877798156 
ertekeli 	 26331.06255277483 0.30530921877798156 
sorolja 	 28877.788896802213 0.30530921877798156 
gazdasagot 	 23784.33620874745 0.30530921877798156 
laussanne 	 37585.10377899624 0.30530921877798156 
kozpontu 	 30684.719993871848 0.30530921877798156 
menedzsment 	 37585.10377899624 0.30530921877798156 
fejlesztesi 	 26331.06255277483 0.30530921877798156 
nemzetkozi 	 15253.962604781236 0.30530921877798156 
intezet 	 23122.566809900643 0.30530921877798156 
imd 	 18792.55188949812 0.5297497034950002 
amely 	 1426.0157628026486 1.286112784730635 
napokban 	 7003.061563894267 0.7016940071804806 
hozta 	 23122.566809900643 0.30530921877798156 
nyilvanossagra 	 22523.92357054968 0.30530921877798156 
osszefoglalojat 	 37585.10377899624 0.30530921877798156 
tanulmanya 	 27476.22425099766 0.30530921877798156 
egyesult 	 19789.69076497915 0.30530921877798156 
allamok 	 20575.84046587326 0.30530921877798156 
gazdasaga 	 33231.44633789923 0.30530921877798156 
legversenykepesebb 	 37585.10377899624 0.30530921877798156 
vilagon 	 11561.283404950322 0.5297497034950002 
szingapur 	 37585.10377899624 0.30530921877798156 
masodik 	 19091.082550851832 0.30530921877798156 
ugye 	 22523.92357054968 0.30530921877798156 
tetszenek 	 24524.131455705196 0.30530921877798156 
emlekezni 	 30684.719993871848 0.30530921877798156 
program 	 2470.349199008886 0.7016940071804806 
alapveto 	 18768.909368803626 0.30530921877798156 
egyetlen 	 3813.490651195309 0.8376318064401695 
celja 	 6858.61348862442 0.7016940071804806 
orszag 	 2429.045513275989 1.0388948642082183 
versenykepessegenek 	 37585.10377899624 0.30530921877798156 
javitasa 	 25362.84213277982 0.30530921877798156 
volt 	 783.8222725865783 1.5286146663746607 
celert 	 37585.10377899624 0.30530921877798156 
aldozatokat 	 33231.44633789923 0.30530921877798156 
beinditani 	 37585.10377899624 0.30530921877798156 
burundi 	 30684.719993871848 0.30530921877798156 
programot 	 23784.33620874745 0.30530921877798156 
teljes 	 5084.654201593745 0.7016940071804806 
tonkretetelet 	 37585.10377899624 0.30530921877798156 
hires 	 12681.42106638991 0.5297497034950002 
hazudozok 	 30684.719993871848 0.30530921877798156 
vegbizonyitvany 	 37585.10377899624 0.30530921877798156 
versenykepessege 	 37585.10377899624 0.30530921877798156 
illetve 	 5207.846595141759 0.7016940071804806 
bukik 	 18792.55188949812 0.5297497034950002 
minden 	 1175.7334088798673 1.3674640428587534 
europai 	 5207.846595141759 0.7016940071804806 
sot 	 7811.76989271264 0.5297497034950002 
keleteuropai 	 37585.10377899624 0.30530921877798156 
elottunk 	 13738.11212549883 0.5297497034950002 
van 	 544.27686790111 1.597053540559589 
tunik 	 20575.84046587326 0.30530921877798156 
aldozat 	 27476.22425099766 0.30530921877798156 
mintha 	 4542.566532363166 0.8376318064401695 
felesleges 	 25362.84213277982 0.30530921877798156 
lett 	 5084.654201593745 0.7016940071804806 
meg 	 470.2933635519469 1.6877287857197827 
rontotta 	 33231.44633789923 0.30530921877798156 
versenykepessegunket 	 37585.10377899624 0.30530921877798156 
hitelminositesunkkel 	 37585.10377899624 0.30530921877798156 
megjavult 	 37585.10377899624 0.30530921877798156 
elen 	 22523.92357054968 0.30530921877798156 
vagyunk 	 5706.999807894438 0.7016940071804806 
rablo 	 37585.10377899624 0.30530921877798156 
hazug 	 23122.566809900643 0.30530921877798156 
bunozo 	 25362.84213277982 0.30530921877798156 
banda 	 26331.06255277483 0.30530921877798156 
csalasainak 	 37585.10377899624 0.30530921877798156 
erdemenye 	 37585.10377899624 0.30530921877798156 
napnal 	 15342.359996935924 0.5297497034950002 
nyilvanvalobb 	 18792.55188949812 0.5297497034950002 
hitelminositesunk 	 37585.10377899624 0.30530921877798156 
katasztrofalissa 	 37585.10377899624 0.30530921877798156 
zuhant 	 27476.22425099766 0.30530921877798156 
szlovakia 	 20170.47401460818 0.30530921877798156 
politikai 	 1426.0157628026486 1.286112784730635 
legkorrel 	 37585.10377899624 0.30530921877798156 
demokratizalodott 	 37585.10377899624 0.30530921877798156 
nyugat 	 8327.763625292893 0.5297497034950002 
kompatibilisabb 	 37585.10377899624 0.30530921877798156 
fraszkarikat 	 33231.44633789923 0.30530921877798156 
reszben 	 3662.9008519463023 1.0388948642082183 
mongoliaval 	 33231.44633789923 0.30530921877798156 
azonos 	 5143.960116468315 0.8376318064401695 
minositesben 	 37585.10377899624 0.30530921877798156 
szenegal 	 33231.44633789923 0.30530921877798156 
mogott 	 6056.7553764842205 0.7016940071804806 
kormany 	 2037.1653754323554 1.1154724576267427 
nak 	 16655.527250585787 0.30530921877798156 
nevezett 	 21474.65686478033 0.30530921877798156 
inkompetens 	 28877.788896802213 0.30530921877798156 
tehetetlen 	 28877.788896802213 0.30530921877798156 
bunbandara 	 37585.10377899624 0.30530921877798156 
asztalt 	 37585.10377899624 0.30530921877798156 
kell 	 503.88574666280033 1.6691139203384928 
raboritani 	 37585.10377899624 0.30530921877798156 
kezdeskent 	 37585.10377899624 0.30530921877798156 
majd 	 2351.4668177597346 1.0388948642082183 
bortonbe 	 30684.719993871848 0.30530921877798156 
veluk 	 23784.33620874745 0.30530921877798156 
ahogy 	 4220.9881059057625 0.8376318064401695 
kierdemeltek 	 37585.10377899624 0.30530921877798156 
adopres 	 30684.719993871848 0.30530921877798156 
szoritasanak 	 37585.10377899624 0.30530921877798156 
legujabb 	 19091.082550851832 0.30530921877798156 
modszerei 	 33231.44633789923 0.30530921877798156 
valtoztatni 	 12262.065727852598 0.5297497034950002 
neveket 	 37585.10377899624 0.30530921877798156 
mechanizmust 	 33231.44633789923 0.30530921877798156 
kozvelemeny 	 19091.082550851832 0.30530921877798156 
ismerje 	 33231.44633789923 0.30530921877798156 
jovore 	 10737.328432390164 0.5297497034950002 
evi 	 5478.372890283733 0.7016940071804806 
milliard 	 5272.272191170387 0.7016940071804806 
forinttal 	 23784.33620874745 0.30530921877798156 
szamolnak 	 33231.44633789923 0.30530921877798156 
szemelyi 	 11561.283404950322 0.5297497034950002 
jovedelemado 	 16615.723168949615 0.5297497034950002 
bevetelkent 	 33231.44633789923 0.30530921877798156 
jelentette 	 5478.372890283733 0.7016940071804806 
vamosi 	 37585.10377899624 0.30530921877798156 
szabolcs 	 24524.131455705196 0.30530921877798156 
adougyekkel 	 37585.10377899624 0.30530921877798156 
megbizott 	 28877.788896802213 0.30530921877798156 
kormanybiztos 	 15342.359996935924 0.5297497034950002 
parlamenti 	 2572.672220647022 1.0388948642082183 
albizottsagi 	 37585.10377899624 0.30530921877798156 
ulesen 	 5706.999807894438 0.7016940071804806 
kocsis 	 30684.719993871848 0.30530921877798156 
imre 	 17120.999423683315 0.30530921877798156 
kozolte 	 3203.246029525008 0.9478012037452946 
jelen 	 19430.678767650432 0.30530921877798156 
pillanatban 	 23122.566809900643 0.30530921877798156 
tervezik 	 28877.788896802213 0.30530921877798156 
szja 	 28877.788896802213 0.30530921877798156 
felso 	 23784.33620874745 0.30530921877798156 
kulcsa 	 33231.44633789923 0.30530921877798156 
melyet 	 10504.592345841402 0.5297497034950002 
ezer 	 3244.436604955249 0.9478012037452946 
forint 	 8811.873835290398 0.5297497034950002 
jovedelem 	 13738.11212549883 0.5297497034950002 
folott 	 10988.702555838907 0.5297497034950002 
alkalmaznak 	 37585.10377899624 0.30530921877798156 
vallalkozoi 	 25362.84213277982 0.30530921877798156 
befizetesekbol 	 37585.10377899624 0.30530921877798156 
letrejovo 	 37585.10377899624 0.30530921877798156 
alapok 	 26331.06255277483 0.30530921877798156 
penzeinek 	 37585.10377899624 0.30530921877798156 
elosztasaban 	 37585.10377899624 0.30530921877798156 
jovoben 	 9231.22917382771 0.5297497034950002 
kozjogi 	 25362.84213277982 0.30530921877798156 
kamarak 	 37585.10377899624 0.30530921877798156 
vegyenek 	 28877.788896802213 0.30530921877798156 
reszt 	 5874.582556860266 0.7016940071804806 
javasoltak 	 27476.22425099766 0.30530921877798156 
medgyessy 	 10737.328432390164 0.5297497034950002 
peter 	 2168.9478803170095 1.0388948642082183 
penzugyminiszternek 	 30684.719993871848 0.30530921877798156 
kereskedelmi 	 21474.65686478033 0.30530921877798156 
iparkamaraban 	 37585.10377899624 0.30530921877798156 
penzugyi 	 15816.81657351116 0.30530921877798156 
tarca 	 5143.960116468315 0.8376318064401695 
vezetojevel 	 28877.788896802213 0.30530921877798156 
gazdasagpolitikai 	 26331.06255277483 0.30530921877798156 
kerdesekrol 	 26331.06255277483 0.30530921877798156 
kozjobi 	 37585.10377899624 0.30530921877798156 
kamarakrol 	 37585.10377899624 0.30530921877798156 
folytattak 	 33231.44633789923 0.30530921877798156 
eszmecseret 	 37585.10377899624 0.30530921877798156 
kamara 	 28877.788896802213 0.30530921877798156 
elnoke 	 2484.1547282796446 1.0388948642082183 
tolnay 	 37585.10377899624 0.30530921877798156 
lajos 	 19430.678767650432 0.30530921877798156 
megbeszelest 	 26331.06255277483 0.30530921877798156 
kovetoen 	 4857.669691912608 0.8376318064401695 
szoltak 	 28877.788896802213 0.30530921877798156 
megegyezesrol 	 37585.10377899624 0.30530921877798156 
adminisztracios 	 37585.10377899624 0.30530921877798156 
terhek 	 28877.788896802213 0.30530921877798156 
csokkentese 	 30684.719993871848 0.30530921877798156 
erdekeben 	 17120.999423683315 0.30530921877798156 
celszeru 	 26331.06255277483 0.30530921877798156 
kiterjeszteni 	 33231.44633789923 0.30530921877798156 
atalanyadozast 	 37585.10377899624 0.30530921877798156 
arra 	 2376.6929380044144 1.0388948642082183 
kerdesre 	 20575.84046587326 0.30530921877798156 
csokkenti 	 28877.788896802213 0.30530921877798156 
kormanyzat 	 9894.845382489575 0.5297497034950002 
csuszoleertekeles 	 37585.10377899624 0.30530921877798156 
utemet 	 28877.788896802213 0.30530921877798156 
penzugyminiszter 	 19430.678767650432 0.30530921877798156 
elmondta 	 5407.394341592081 0.7016940071804806 
ennek 	 2376.6929380044144 1.0388948642082183 
feltetelei 	 33231.44633789923 0.30530921877798156 
vannak 	 2542.3271007968724 1.0388948642082183 
merseklodnie 	 37585.10377899624 0.30530921877798156 
peldaul 	 3244.436604955249 0.9478012037452946 
inflacionak 	 33231.44633789923 0.30530921877798156 
egyertelmuve 	 28877.788896802213 0.30530921877798156 
valnia 	 37585.10377899624 0.30530921877798156 
annak 	 4702.933635519469 0.7016940071804806 
intezkedes 	 30684.719993871848 0.30530921877798156 
fogja 	 16655.527250585787 0.30530921877798156 
vissza 	 5272.272191170387 0.7016940071804806 
exportkedvet 	 37585.10377899624 0.30530921877798156 
botranyok 	 5494.351277919453 0.8376318064401695 
rovatai 	 5630.98089263742 0.8376318064401695 
pici 	 18792.55188949812 0.5297497034950002 
gazolaj 	 12528.367926332081 0.7016940071804806 
elkallodott 	 37585.10377899624 0.30530921877798156 
par 	 19091.082550851832 0.30530921877798156 
csopp 	 33231.44633789923 0.30530921877798156 
alig 	 19430.678767650432 0.30530921877798156 
tonna 	 15342.359996935924 0.5297497034950002 
valoban 	 4163.881812646447 0.8376318064401695 
