term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 140.20574993512895 1.8306677497439463 
cows 	 1878.955992135778 1.5655668004906882 
alcoholic 	 1373.5924876314702 1.5655668004906882 
beverage 	 1443.6595627441322 1.5655668004906882 
appeals 	 1028.6282289896837 1.5655668004906882 
usage 	 954.4021526775155 1.5655668004906882 
analysis 	 193.16433606418965 1.7563174531187995 
outlets 	 1373.5924876314702 1.5655668004906882 
available 	 491.44004128764607 1.5655668004906882 
campaigns 	 908.3686617812666 1.5655668004906882 
noting 	 620.6533719727819 1.5655668004906882 
types 	 620.6533719727819 1.5655668004906882 
strategy 	 728.5976352510688 1.5655668004906882 
employed 	 881.0470894065229 1.5655668004906882 
review 	 423.65108983167215 1.5655668004906882 
subliminal 	 766.9958667469957 1.7563174531187995 
seduction 	 1878.955992135778 1.5655668004906882 
wilson 	 989.3270021021259 1.5655668004906882 
bryan 	 1373.5924876314702 1.5655668004906882 
kay 	 1661.307777439955 1.5655668004906882 
symbolisms 	 1878.955992135778 1.5655668004906882 
suggestion 	 1443.6595627441322 1.5655668004906882 
techniques 	 626.4150015145956 1.5655668004906882 
advertisement 	 766.9958667469957 1.7563174531187995 
editorial 	 1189.027474852205 1.5655668004906882 
looks 	 544.9284861322791 1.5655668004906882 
infiniti 	 1661.307777439955 1.5655668004906882 
automibles 	 1661.307777439955 1.5655668004906882 
york 	 519.1057232858699 1.5655668004906882 
times 	 510.949420555246 1.5655668004906882 
opinion 	 844.0632162104184 1.5655668004906882 
article 	 683.6639703478974 1.5655668004906882 
lithuania 	 1267.9402053324095 1.5655668004906882 
emotional 	 790.7149186566636 1.5655668004906882 
appeal 	 832.6437759407638 1.5655668004906882 
strict 	 1028.6282289896837 1.5655668004906882 
logic 	 1226.0113480483094 1.5655668004906882 
persuade 	 1316.3435187981686 1.5655668004906882 
reader 	 1050.2919906365867 1.5655668004906882 
portrayal 	 1316.3435187981686 1.5655668004906882 
women 	 322.18137173016976 1.7563174531187995 
contemporary 	 656.9244185290411 1.5655668004906882 
television 	 197.6787296641659 1.8702545512073931 
commercials 	 830.6538887199775 1.7563174531187995 
examination 	 480.29094111217637 1.5655668004906882 
sex 	 454.1843308906333 1.7563174531187995 
stereotyping 	 1878.955992135778 1.5655668004906882 
concluding 	 908.3686617812666 1.5655668004906882 
influences 	 736.7539379816926 1.5655668004906882 
society's 	 1226.0113480483094 1.5655668004906882 
perception 	 855.9136791970325 1.5655668004906882 
appropriate 	 753.7310454605592 1.5655668004906882 
roles 	 753.7310454605592 1.5655668004906882 
perpetuates 	 1878.955992135778 1.5655668004906882 
simplistic 	 1661.307777439955 1.5655668004906882 
symbolic 	 1050.2919906365867 1.5655668004906882 
stereotype 	 1533.9917334939914 1.5655668004906882 
regarding 	 598.6092347493819 1.5655668004906882 
crisis 	 632.2843312804116 1.5655668004906882 
aimonson 	 1661.307777439955 1.5655668004906882 
observes 	 487.6795172989773 1.5655668004906882 
impact 	 588.141598785358 1.5655668004906882 
programs 	 510.949420555246 1.5655668004906882 
passive 	 1226.0113480483094 1.5655668004906882 
viewing 	 1028.6282289896837 1.5655668004906882 
audience 	 1126.0168764770895 1.5655668004906882 
children 	 593.3317995980382 1.5655668004906882 
specifically 	 712.8943631906252 1.5655668004906882 
dealing 	 632.2843312804116 1.5655668004906882 
steps 	 855.9136791970325 1.5655668004906882 
regulate 	 1098.6953041023457 1.5655668004906882 
children's 	 1008.3631333524864 1.5655668004906882 
programming 	 1028.6282289896837 1.5655668004906882 
sponsor 	 1226.0113480483094 1.5655668004906882 
commercial 	 720.6478435440017 1.5655668004906882 
selling 	 881.0470894065229 1.5655668004906882 
machine' 	 1533.9917334939914 1.5655668004906882 
dominated 	 1073.5618938928553 1.5655668004906882 
sponsors 	 1316.3435187981686 1.5655668004906882 
modern 	 527.4795528696685 1.5655668004906882 
ideas 	 638.2654645012096 1.5655668004906882 
top 	 293.30120585942313 1.5655668004906882 
experienced 	 380.961020053559 1.5655668004906882 
microsoft 	 202.93637855791334 1.7563174531187995 
internet 	 325.04538655703294 1.5655668004906882 
explorer 	 420.6172498053868 1.5655668004906882 
msie30 	 420.6172498053868 1.5655668004906882 
http 	 137.77027456919518 1.5655668004906882 
www 	 136.5461014786788 1.5655668004906882 
com 	 50.520304674911166 1.8306677497439463 
htm 	 206.00287513584934 1.5655668004906882 
start 	 338.6997117061109 1.5655668004906882 
send 	 331.7983349964155 1.5655668004906882 
comments 	 118.472829755006 1.8306677497439463 
mailto 	 228.1024453190544 1.5655668004906882 
updated 	 336.3823580146574 1.5655668004906882 
copyright 	 244.89789239366402 1.5655668004906882 
asm 	 420.6172498053868 1.5655668004906882 
communications 	 336.3823580146574 1.5655668004906882 
rights 	 289.30115176531024 1.5655668004906882 
reserved 	 348.1440326506162 1.5655668004906882 
