term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 491.16663990013325 1.5105330112811661 
advent 	 3465.7952302940716 1.0141433296084341 
units 	 3343.4470316728252 1.0141433296084341 
implications 	 2470.8933286442048 1.0141433296084341 
industry 	 1734.9387367652312 1.0141433296084341 
boxing 	 3291.164954377955 1.3458461907187154 
scandal 	 4441.828744795065 1.0141433296084341 
allegations 	 3848.9325939891096 1.0141433296084341 
favoritism 	 6582.32990875591 1.0141433296084341 
kickbacks 	 6582.32990875591 1.0141433296084341 
falsified 	 5373.856391220988 1.0141433296084341 
records 	 3343.4470316728252 1.0141433296084341 
ill 	 3532.48231429215 1.0141433296084341 
fated 	 5819.86801013997 1.0141433296084341 
alliance 	 2671.4470411175544 1.0141433296084341 
involving 	 2916.904947563185 1.0141433296084341 
don 	 3343.4470316728252 1.0141433296084341 
productions 	 5057.40611152403 1.0141433296084341 
corporate 	 2736.171591142781 1.0141433296084341 
teleconferencing 	 6582.32990875591 1.0141433296084341 
process 	 1721.6052401796517 1.0141433296084341 
information 	 913.7091548083524 1.0141433296084341 
transferred 	 3944.645108677702 1.0141433296084341 
organization 	 1608.362474001965 1.0141433296084341 
ideas 	 1117.9809091581699 1.3458461907187154 
kids 	 4441.828744795065 1.0141433296084341 
educational 	 2279.104602784949 1.0141433296084341 
dealing 	 1107.5044019242878 1.3458461907187154 
crafts 	 4811.948205078399 1.0141433296084341 
ethnic 	 2524.5625092305795 1.0141433296084341 
relations 	 1957.1680274258467 1.0141433296084341 
survival 	 3944.645108677702 1.0141433296084341 
skills 	 3041.5665014008887 1.0141433296084341 
children's 	 1766.241157146075 1.3458461907187154 
extent 	 2580.985133056885 1.0141433296084341 
influences 	 2580.985133056885 1.0141433296084341 
humorous 	 5057.40611152403 1.0141433296084341 
stereotyped 	 4811.948205078399 1.0141433296084341 
characterization 	 3760.885615548219 1.0141433296084341 
perceptions 	 4165.382873686069 1.0141433296084341 
blacks 	 3287.0244078465194 1.0141433296084341 
television's 	 3291.164954377955 1.3458461907187154 
contributions 	 2640.4590764541886 1.0141433296084341 
separatism 	 5819.86801013997 1.0141433296084341 
pride 	 4049.486306462459 1.0141433296084341 
growing 	 2301.32758083422 1.0141433296084341 
network 	 547.2343182285562 1.674450677451218 
shaped 	 3532.48231429215 1.0141433296084341 
treats 	 5819.86801013997 1.0141433296084341 
women 	 752.4405709197171 1.5105330112811661 
evolving 	 3760.885615548219 1.0141433296084341 
importance 	 1305.1601024236313 1.3458461907187154 
anchor 	 5057.40611152403 1.0141433296084341 
sensationalizes' 	 6582.32990875591 1.0141433296084341 
westmoreland 	 2909.934005069985 1.3458461907187154 
cbs 	 5819.86801013997 1.0141433296084341 
suit 	 3944.645108677702 1.0141433296084341 
shapes 	 5819.86801013997 1.0141433296084341 
interviews 	 4049.486306462459 1.0141433296084341 
ideological 	 3679.366846179125 1.0141433296084341 
military 	 1990.5039118707086 1.0141433296084341 
government 	 1297.9067595493273 1.0141433296084341 
clash 	 4611.394492605049 1.0141433296084341 
specifically 	 2497.400635381171 1.0141433296084341 
steps 	 2998.4237169322796 1.0141433296084341 
regulate 	 3848.9325939891096 1.0141433296084341 
advertising 	 3287.0244078465194 1.0141433296084341 
sponsor 	 4294.94421290809 1.0141433296084341 
commercial 	 1262.2812546152898 1.3458461907187154 
selling 	 3086.4706953731693 1.0141433296084341 
machine' 	 5373.856391220988 1.0141433296084341 
dominated 	 3760.885615548219 1.0141433296084341 
sponsors 	 4611.394492605049 1.0141433296084341 
modern 	 1847.8583062313228 1.0141433296084341 
daily 	 2497.400635381171 1.0141433296084341 
continue 	 2552.4120980132984 1.0141433296084341 
change 	 881.0503053073198 1.3458461907187154 
listing 	 4441.828744795065 1.0141433296084341 
habits 	 1226.4556153930419 1.5105330112811661 
affect 	 2470.8933286442048 1.0141433296084341 
research 	 1262.4198111092835 1.0141433296084341 
comparing 	 3760.885615548219 1.0141433296084341 
changed 	 3086.4706953731693 1.0141433296084341 
hypothesis 	 4049.486306462459 1.0141433296084341 
conclusions 	 3402.9209750701284 1.0141433296084341 
strategy 	 2552.4120980132984 1.0141433296084341 
election 	 2640.4590764541886 1.0141433296084341 
fundamentally 	 5057.40611152403 1.0141433296084341 
logical 	 4165.382873686069 1.0141433296084341 
culmination 	 6582.32990875591 1.0141433296084341 
tendencies 	 2305.6972463025245 1.3458461907187154 
artificiality 	 6582.32990875591 1.0141433296084341 
distortion 	 5819.86801013997 1.0141433296084341 
subliminal 	 5373.856391220988 1.0141433296084341 
reagan 	 1924.4662969945548 1.3458461907187154 
financial 	 1847.8583062313228 1.0141433296084341 
position 	 1596.470466287328 1.0141433296084341 
options 	 3287.0244078465194 1.0141433296084341 
surviving 	 3760.885615548219 1.0141433296084341 
budget 	 2998.4237169322796 1.0141433296084341 
cuts 	 3848.9325939891096 1.0141433296084341 
competing 	 2220.9143723975326 1.3458461907187154 
marketplace 	 4294.94421290809 1.0141433296084341 
retaining 	 4811.948205078399 1.0141433296084341 
standard 	 2347.167546874845 1.0141433296084341 
past 	 1893.3820440104626 1.0141433296084341 
advertisor 	 6582.32990875591 1.0141433296084341 
ratings 	 2305.6972463025245 1.3458461907187154 
pressure 	 2770.02041567621 1.0141433296084341 
advancement 	 4441.828744795065 1.0141433296084341 
technology 	 2060.368658165267 1.0141433296084341 
definition 	 2324.0087967572294 1.0141433296084341 
fiber 	 5819.86801013997 1.0141433296084341 
optics 	 5057.40611152403 1.0141433296084341 
ted 	 5819.86801013997 1.0141433296084341 
turner 	 2405.9741025391995 1.3458461907187154 
biography 	 3041.5665014008887 1.0141433296084341 
successes 	 3944.645108677702 1.0141433296084341 
flamboyant 	 6582.32990875591 1.0141433296084341 
individualistic 	 4811.948205078399 1.0141433296084341 
controversial 	 3182.183210061762 1.0141433296084341 
figure 	 3086.4706953731693 1.0141433296084341 
built 	 2916.904947563185 1.0141433296084341 
empire 	 3603.4746875434785 1.0141433296084341 
rivaling 	 6582.32990875591 1.0141433296084341 
major 	 736.7499598501998 1.3458461907187154 
cheers 	 6582.32990875591 1.0141433296084341 
comedy 	 4441.828744795065 1.0141433296084341 
characters 	 3679.366846179125 1.0141433296084341 
appeal 	 2916.904947563185 1.0141433296084341 
popular 	 2497.400635381171 1.0141433296084341 
comedies 	 5057.40611152403 1.0141433296084341 
cbs's 	 6582.32990875591 1.0141433296084341 
minutes 	 1801.7373437717392 1.3458461907187154 
reflecting 	 3343.4470316728252 1.0141433296084341 
promoting 	 3760.885615548219 1.0141433296084341 
nature 	 1862.8245234926792 1.0141433296084341 
documentary 	 4811.948205078399 1.0141433296084341 
sex 	 3182.183210061762 1.0141433296084341 
considerable 	 4165.382873686069 1.0141433296084341 
concern 	 2470.8933286442048 1.0141433296084341 
sexually 	 4441.828744795065 1.0141433296084341 
explicit 	 5373.856391220988 1.0141433296084341 
violent 	 3679.366846179125 1.0141433296084341 
material 	 2115.842597154848 1.0141433296084341 
sensational 	 5373.856391220988 1.0141433296084341 
national 	 1253.724113651459 1.0141433296084341 
evening 	 4165.382873686069 1.0141433296084341 
hostage 	 4165.382873686069 1.0141433296084341 
dramas 	 5373.856391220988 1.0141433296084341 
competition 	 2878.3044957707884 1.0141433296084341 
watching 	 5373.856391220988 1.0141433296084341 
gulf 	 2405.9741025391995 1.3458461907187154 
visuals 	 5819.86801013997 1.0141433296084341 
allowing 	 3233.355227260144 1.0141433296084341 
viewers 	 5373.856391220988 1.0141433296084341 
understand 	 2703.3333316781323 1.0141433296084341 
example 	 1940.871433062192 1.0141433296084341 
camcorder 	 3291.164954377955 1.3458461907187154 
increasing 	 2610.3202048472626 1.0141433296084341 
influx 	 5819.86801013997 1.0141433296084341 
captured 	 4294.94421290809 1.0141433296084341 
stray 	 6582.32990875591 1.0141433296084341 
cameras 	 4611.394492605049 1.0141433296084341 
hands 	 3233.355227260144 1.0141433296084341 
citizens 	 2770.02041567621 1.0141433296084341 
rodney 	 5819.86801013997 1.0141433296084341 
san 	 2703.3333316781323 1.0141433296084341 
francisco 	 3133.2862712338447 1.0141433296084341 
earthquake 	 5819.86801013997 1.0141433296084341 
verbal 	 1972.322554338851 1.3458461907187154 
deal 	 2445.009781492991 1.0141433296084341 
physical 	 2078.550890311599 1.0141433296084341 
intuitive 	 5373.856391220988 1.0141433296084341 
typical 	 3679.366846179125 1.0141433296084341 
broadcast 	 4049.486306462459 1.0141433296084341 
shrugging 	 6582.32990875591 1.0141433296084341 
shoulders 	 6582.32990875591 1.0141433296084341 
rolling 	 5819.86801013997 1.0141433296084341 
eyes 	 3233.355227260144 1.0141433296084341 
projections 	 3760.885615548219 1.0141433296084341 
personal 	 1573.0653279953144 1.0141433296084341 
top 	 1027.4883007814187 1.0141433296084341 
experienced 	 1334.5768218436783 1.0141433296084341 
microsoft 	 710.9236191519258 1.3458461907187154 
internet 	 1138.6940293399243 1.0141433296084341 
explorer 	 1473.4999197003997 1.0141433296084341 
msie30 	 1473.4999197003997 1.0141433296084341 
