term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 2100.0347026813333 1.0951683312706846 
vedelmebe 	 27971.910144072273 0.38978631947458714 
vette 	 15635.636656785746 0.38978631947458714 
azokat 	 2585.0550201451733 1.0951683312706846 
parlamenti 	 1914.6563119590044 1.1844813510587913 
kepviseloket 	 10224.296311199536 0.6524203713079831 
akik 	 2122.563503652597 1.0951683312706846 
koncepcio 	 9437.876576156605 0.6524203713079831 
modosito 	 6083.853552496626 0.8413947828079363 
csomagtervenek 	 27971.910144072273 0.38978631947458714 
mult 	 4077.1619289335 0.8413947828079363 
orszaggyulesi 	 13740.290008934131 0.38978631947458714 
szavazasan 	 27971.910144072273 0.38978631947458714 
tamogattak 	 20448.592622399072 0.38978631947458714 
dokumentumtervezetet 	 27971.910144072273 0.38978631947458714 
hangsulyozta 	 6761.4160979244125 0.6524203713079831 
bar 	 8991.369291273035 0.38978631947458714 
mint 	 807.705654877436 1.517714967053639 
harom 	 3875.82851599907 0.8413947828079363 
evet 	 15313.12947901999 0.38978631947458714 
vett 	 7230.433680893325 0.6524203713079831 
igenybe 	 15982.054372618317 0.38978631947458714 
felel 	 18251.560657489877 0.38978631947458714 
meg 	 350.00578378022226 1.757931826188337 
europai 	 3875.82851599907 0.8413947828079363 
kovetelmenyeknek 	 27971.910144072273 0.38978631947458714 
mivel 	 2773.168590354211 0.9838868353831204 
legtobb 	 16356.214009638266 0.38978631947458714 
allam 	 13315.042431711461 0.38978631947458714 
alapokmanyaval 	 27971.910144072273 0.38978631947458714 
szemben 	 3829.3126239180087 0.8413947828079363 
tartalmazza 	 17700.983857314113 0.38978631947458714 
szocialis 	 2623.21950282216 1.0951683312706846 
jogallam 	 18875.75315231321 0.38978631947458714 
ertek 	 17700.983857314113 0.38978631947458714 
ervenyesuleset 	 24731.793648544808 0.38978631947458714 
noha 	 8381.474345688144 0.6524203713079831 
mszp 	 3784.145210213336 0.8413947828079363 
legnagyobb 	 5813.742773998604 0.6524203713079831 
koalicios 	 3279.0243785277003 0.9838868353831204 
partkent 	 19596.33050516573 0.38978631947458714 
arra 	 964.8015925693622 1.453967097114129 
torekszik 	 18251.560657489877 0.38978631947458714 
megszilarduljon 	 27971.910144072273 0.38978631947458714 
demokracia 	 6036.506491746262 0.6524203713079831 
intezmenyrendszere 	 27971.910144072273 0.38978631947458714 
erositeni 	 17208.476126871607 0.38978631947458714 
kell 	 1750.0289189011114 1.1844813510587913 
nepszavazas 	 19596.33050516573 0.38978631947458714 
intezmenyet 	 27971.910144072273 0.38978631947458714 
ugy 	 807.705654877436 1.517714967053639 
veli 	 5211.878885595249 0.8413947828079363 
kozvetlenul 	 16762.94869137629 0.38978631947458714 
tarsadalomnak 	 19596.33050516573 0.38978631947458714 
megvalasztania 	 27971.910144072273 0.38978631947458714 
koztarsasagi 	 6984.179815672071 0.6524203713079831 
elnokot 	 5587.649563792097 0.8413947828079363 
sajnos 	 13968.359631344141 0.38978631947458714 
azonban 	 1549.5130327484628 1.2577467761742016 
torekves 	 21491.677153017343 0.38978631947458714 
sem 	 477.2806142457576 1.6838227536434296 
szerepel 	 15313.12947901999 0.38978631947458714 
alkotmanykoncepcioban 	 27971.910144072273 0.38978631947458714 
huzta 	 27971.910144072273 0.38978631947458714 
ala 	 3784.145210213336 0.8413947828079363 
ramutatott 	 8381.474345688144 0.6524203713079831 
valamennyi 	 7505.722080981207 0.6524203713079831 
erdekkepviseleti 	 27971.910144072273 0.38978631947458714 
szerv 	 20448.592622399072 0.38978631947458714 
egyetert 	 16762.94869137629 0.38978631947458714 
abban 	 11220.750866259184 0.38978631947458714 
alkotmanynak 	 27971.910144072273 0.38978631947458714 
tartalmaznia 	 27971.910144072273 0.38978631947458714 
gazdasagi 	 3656.004546810427 0.8413947828079363 
erdekegyeztetes 	 22836.44700069319 0.38978631947458714 
kovetelmenyeit 	 27971.910144072273 0.38978631947458714 
ennek 	 2653.2043795657464 0.9838868353831204 
ellenere 	 2383.9473913412908 1.0951683312706846 
ezek 	 2244.150173251837 1.0951683312706846 
kerultek 	 15011.444161962414 0.38978631947458714 
tervezetbe 	 27971.910144072273 0.38978631947458714 
nemzeti 	 1848.7790602361408 1.1844813510587913 
szethuzas 	 22836.44700069319 0.38978631947458714 
veszelyeire 	 24731.793648544808 0.38978631947458714 
figyelmeztetett 	 22836.44700069319 0.38978631947458714 
megoldast 	 15982.054372618317 0.38978631947458714 
szorgalmaz 	 24731.793648544808 0.38978631947458714 
koalicio 	 13740.290008934131 0.38978631947458714 
ellenzeki 	 3141.3801784837588 0.9838868353831204 
partok 	 3279.0243785277003 0.9838868353831204 
viszonyanak 	 27971.910144072273 0.38978631947458714 
rendezesere 	 20448.592622399072 0.38978631947458714 
fontosnak 	 17208.476126871607 0.38978631947458714 
tartja 	 3829.3126239180087 0.8413947828079363 
kovetkezo 	 6036.506491746262 0.6524203713079831 
evekben 	 7230.433680893325 0.6524203713079831 
partallastol 	 27971.910144072273 0.38978631947458714 
fuggetlenul 	 8381.474345688144 0.6524203713079831 
egyutt 	 3098.88004031457 0.9838868353831204 
tudjanak 	 20448.592622399072 0.38978631947458714 
dolgozni 	 21491.677153017343 0.38978631947458714 
halott 	 21491.677153017343 0.38978631947458714 
elnok 	 2354.26553328699 1.0951683312706846 
viktor 	 4372.0325047036 0.8413947828079363 
csernomirgyin 	 21491.677153017343 0.38978631947458714 
orosz 	 2979.9342391766136 0.9838868353831204 
szerint 	 807.705654877436 1.517714967053639 
borisz 	 9125.780328744939 0.6524203713079831 
jelcin 	 3752.8610404906035 0.9838868353831204 
elnoknek 	 10745.838576508671 0.6524203713079831 
nincsenek 	 15313.12947901999 0.38978631947458714 
kulonosebb 	 24731.793648544808 0.38978631947458714 
egeszsegugyi 	 2945.6108734562977 1.0951683312706846 
problemai 	 22836.44700069319 0.38978631947458714 
leszamitva 	 24731.793648544808 0.38978631947458714 
megfazasat 	 27971.910144072273 0.38978631947458714 
rekedtseget 	 27971.910144072273 0.38978631947458714 
tegnap 	 2094.253452322506 1.1844813510587913 
ketperces 	 24731.793648544808 0.38978631947458714 
televiziobeszedeben 	 27971.910144072273 0.38978631947458714 
hivta 	 17700.983857314113 0.38978631947458714 
fel 	 1516.1167883232838 1.2577467761742016 
figyelmet 	 2623.21950282216 1.0951683312706846 
polgarok 	 20448.592622399072 0.38978631947458714 
szerdan 	 8850.491928657057 0.6524203713079831 
csupan 	 2906.871386999302 0.9838868353831204 
ket 	 1516.1167883232838 1.2577467761742016 
szemelyre 	 27971.910144072273 0.38978631947458714 
hanem 	 1072.8243135816676 1.415326359094759 
sajat 	 3697.5581204722816 0.8413947828079363 
gyermekeik 	 21491.677153017343 0.38978631947458714 
jovojere 	 27971.910144072273 0.38978631947458714 
fognak 	 15313.12947901999 0.38978631947458714 
szavazni 	 19596.33050516573 0.38978631947458714 
kommunistak 	 8850.491928657057 0.6524203713079831 
jeloltje 	 22836.44700069319 0.38978631947458714 
gennagyij 	 21491.677153017343 0.38978631947458714 
zjuganov 	 21491.677153017343 0.38978631947458714 
hivatalos 	 2328.059938557357 1.1844813510587913 
orvosi 	 17208.476126871607 0.38978631947458714 
jelentest 	 27971.910144072273 0.38978631947458714 
kovetelt 	 20448.592622399072 0.38978631947458714 
egeszsegi 	 21491.677153017343 0.38978631947458714 
allapotarol 	 24731.793648544808 0.38978631947458714 
azt 	 742.1557288044796 1.5443149668633986 
kovetoen 	 14460.86736178665 0.38978631947458714 
lemondta 	 22836.44700069319 0.38978631947458714 
ukran 	 16762.94869137629 0.38978631947458714 
moldaviai 	 27971.910144072273 0.38978631947458714 
elnokkel 	 21491.677153017343 0.38978631947458714 
tervezett 	 4656.119877114714 0.8413947828079363 
talalkozot 	 20448.592622399072 0.38978631947458714 
legfrissebb 	 21491.677153017343 0.38978631947458714 
kozvelemeny 	 14208.130135958747 0.38978631947458714 
kutatasok 	 21491.677153017343 0.38978631947458714 
folenyesen 	 24731.793648544808 0.38978631947458714 
vezet 	 15635.636656785746 0.38978631947458714 
zjuganovval 	 27971.910144072273 0.38978631947458714 
elemzok 	 22836.44700069319 0.38978631947458714 
felhivjak 	 22836.44700069319 0.38978631947458714 
nagyon 	 1892.072605106668 1.1844813510587913 
sok 	 2742.0034101078204 0.9838868353831204 
mulik 	 19596.33050516573 0.38978631947458714 
reszveteli 	 24731.793648544808 0.38978631947458714 
aranyon 	 27971.910144072273 0.38978631947458714 
omri 	 4024.337661164175 0.8413947828079363 
nak 	 12395.52016125828 0.38978631947458714 
teljesen 	 4308.4250335752895 0.8413947828079363 
nyilvanvalo 	 15982.054372618317 0.38978631947458714 
nep 	 12231.4857868005 0.38978631947458714 
szemebe 	 19596.33050516573 0.38978631947458714 
hazudik 	 15635.636656785746 0.38978631947458714 
jelolt 	 20448.592622399072 0.38978631947458714 
megfazott 	 27971.910144072273 0.38978631947458714 
mondtak 	 7230.433680893325 0.6524203713079831 
volna 	 2711.6478073098097 0.9838868353831204 
rafazott 	 27971.910144072273 0.38978631947458714 
vagy 	 1500.024787629524 1.2577467761742016 
belul 	 6036.506491746262 0.6524203713079831 
harmadik 	 13968.359631344141 0.38978631947458714 
szivroham 	 27971.910144072273 0.38978631947458714 
kerulgeti 	 27971.910144072273 0.38978631947458714 
kozelebb 	 20448.592622399072 0.38978631947458714 
lenne 	 3576.0810452722253 0.8413947828079363 
igazsaghoz 	 22836.44700069319 0.38978631947458714 
kerdes 	 5610.375433129592 0.6524203713079831 
oroszok 	 19596.33050516573 0.38978631947458714 
hazug 	 17208.476126871607 0.38978631947458714 
haldoklo 	 27971.910144072273 0.38978631947458714 
akarnak 	 7104.065067979373 0.6524203713079831 
kommunistat 	 27971.910144072273 0.38978631947458714 
mongol 	 8243.931216181603 0.8413947828079363 
elftarsaknak 	 27971.910144072273 0.38978631947458714 
kanyec 	 27971.910144072273 0.38978631947458714 
hatalmas 	 7364.027183640745 0.6524203713079831 
gyozelmet 	 21491.677153017343 0.38978631947458714 
aratott 	 27971.910144072273 0.38978631947458714 
demokratikus 	 3279.0243785277003 0.9838868353831204 
ellenzek 	 6870.1450044670655 0.6524203713079831 
vasarnap 	 16356.214009638266 0.38978631947458714 
megtartott 	 10745.838576508671 0.6524203713079831 
altalanos 	 6558.0487570554005 0.6524203713079831 
valasztasokon 	 17700.983857314113 0.38978631947458714 
ezzel 	 11092.674361416844 0.38978631947458714 
veget 	 5211.878885595249 0.8413947828079363 
vetett 	 18251.560657489877 0.38978631947458714 
eve 	 11771.327666434949 0.38978631947458714 
tarto 	 15982.054372618317 0.38978631947458714 
hatalmanak 	 24731.793648544808 0.38978631947458714 
unio 	 15982.054372618317 0.38978631947458714 
eddig 	 6115.74289340025 0.6524203713079831 
helyet 	 14728.05436728149 0.38978631947458714 
szerzett 	 21491.677153017343 0.38978631947458714 
tagu 	 20448.592622399072 0.38978631947458714 
nagy 	 2122.563503652597 1.0951683312706846 
nepi 	 9125.780328744939 0.6524203713079831 
huralban 	 27971.910144072273 0.38978631947458714 
ota 	 6036.506491746262 0.6524203713079831 
uralmon 	 19596.33050516573 0.38978631947458714 
levo 	 12925.275100725867 0.38978631947458714 
forradalmi 	 18251.560657489877 0.38978631947458714 
partnak 	 18875.75315231321 0.38978631947458714 
mindossze 	 15011.444161962414 0.38978631947458714 
hely 	 9437.876576156605 0.6524203713079831 
jutott 	 4507.610731949609 0.8413947828079363 
tetenyi 	 12365.896824272404 0.6524203713079831 
labcsokra 	 27971.910144072273 0.38978631947458714 
ment 	 14728.05436728149 0.38978631947458714 
boldog 	 22836.44700069319 0.38978631947458714 
hazaarulas 	 21491.677153017343 0.38978631947458714 
uzlet 	 18875.75315231321 0.38978631947458714 
igaz 	 6036.506491746262 0.6524203713079831 
jobb 	 4438.347477237154 0.8413947828079363 
helyeken 	 20448.592622399072 0.38978631947458714 
halallal 	 27971.910144072273 0.38978631947458714 
buntetik 	 21491.677153017343 0.38978631947458714 
tervezettnel 	 24731.793648544808 0.38978631947458714 
magasabb 	 8381.474345688144 0.6524203713079831 
inflacio 	 7364.027183640745 0.6524203713079831 
tarsadalombiztositasi 	 20448.592622399072 0.38978631947458714 
alapok 	 19596.33050516573 0.38978631947458714 
vartnal 	 20448.592622399072 0.38978631947458714 
hianya 	 7505.722080981207 0.6524203713079831 
veszelyezteti 	 21491.677153017343 0.38978631947458714 
idei 	 15011.444161962414 0.38978631947458714 
evre 	 13968.359631344141 0.38978631947458714 
eloiranyzott 	 21491.677153017343 0.38978631947458714 
makrogazdasagi 	 21491.677153017343 0.38978631947458714 
folyamatokat 	 18875.75315231321 0.38978631947458714 
ezt 	 2122.563503652597 1.0951683312706846 
allapitotta 	 20448.592622399072 0.38978631947458714 
imf 	 2410.144560297775 1.1844813510587913 
delegacioja 	 24731.793648544808 0.38978631947458714 
tajekoztatta 	 18251.560657489877 0.38978631947458714 
sajtot 	 22836.44700069319 0.38978631947458714 
tamas 	 6462.637550362933 0.6524203713079831 
helyettes 	 15313.12947901999 0.38978631947458714 
allamtitkara 	 7230.433680893325 0.6524203713079831 
valutaalap 	 20448.592622399072 0.38978631947458714 
kuldottsege 	 21491.677153017343 0.38978631947458714 
fejezte 	 18875.75315231321 0.38978631947458714 
kethetes 	 27971.910144072273 0.38978631947458714 
felulvizsgalati 	 27971.910144072273 0.38978631947458714 
targyalasait 	 27971.910144072273 0.38978631947458714 
budapesten 	 7104.065067979373 0.6524203713079831 
elegedetten 	 24731.793648544808 0.38978631947458714 
tavozik 	 24731.793648544808 0.38978631947458714 
hazankbol 	 24731.793648544808 0.38978631947458714 
targyalasra 	 27971.910144072273 0.38978631947458714 
varhatoan 	 14728.05436728149 0.38978631947458714 
decemberben 	 11418.223500346596 0.6524203713079831 
kerul 	 2979.9342391766136 0.9838868353831204 
sor 	 13315.042431711461 0.38978631947458714 
igazgatotanacs 	 27971.910144072273 0.38978631947458714 
azutan 	 14728.05436728149 0.38978631947458714 
dont 	 15982.054372618317 0.38978631947458714 
tovabbra 	 12741.937877090855 0.38978631947458714 
lehivhato 	 27971.910144072273 0.38978631947458714 
lesz 	 1166.6859459340742 1.3708002064471418 
keszenleti 	 27971.910144072273 0.38978631947458714 
hitel 	 18251.560657489877 0.38978631947458714 
mihelyst 	 9125.780328744939 0.6524203713079831 
kormanynak 	 6870.1450044670655 0.6524203713079831 
nevezett 	 15982.054372618317 0.38978631947458714 
bunbanda 	 24731.793648544808 0.38978631947458714 
mandatuma 	 21491.677153017343 0.38978631947458714 
letelik 	 27971.910144072273 0.38978631947458714 
minden 	 1750.0289189011114 1.1844813510587913 
szep 	 6761.4160979244125 0.6524203713079831 
regebben 	 19596.33050516573 0.38978631947458714 
utanam 	 27971.910144072273 0.38978631947458714 
ozonviz 	 27971.910144072273 0.38978631947458714 
ban 	 1788.0405226361127 1.1844813510587913 
szekeres 	 5452.071336546089 0.8413947828079363 
imre 	 4247.312625696952 0.8413947828079363 
stabilizacio 	 17208.476126871607 0.38978631947458714 
szakasza 	 24731.793648544808 0.38978631947458714 
cimmel 	 14728.05436728149 0.38978631947458714 
kifejti 	 21491.677153017343 0.38978631947458714 
elkovetkezendo 	 27971.910144072273 0.38978631947458714 
feladata 	 7817.818328392873 0.6524203713079831 
penzugyi 	 2354.26553328699 1.0951683312706846 
restrikcioval 	 27971.910144072273 0.38978631947458714 
korlatozott 	 22836.44700069319 0.38978631947458714 
novekedes 	 7364.027183640745 0.6524203713079831 
allapotabol 	 24731.793648544808 0.38978631947458714 
katasztrofalis 	 9798.165252582865 0.6524203713079831 
valsagot 	 24731.793648544808 0.38978631947458714 
hivjak 	 21491.677153017343 0.38978631947458714 
ilyen 	 3656.004546810427 0.8413947828079363 
szepen 	 20448.592622399072 0.38978631947458714 
atterjunk 	 27971.910144072273 0.38978631947458714 
tartos 	 20448.592622399072 0.38978631947458714 
szerves 	 18875.75315231321 0.38978631947458714 
finanszirozhato 	 27971.910144072273 0.38978631947458714 
allapotaba 	 24731.793648544808 0.38978631947458714 
ebben 	 5546.337180708422 0.6524203713079831 
penzpolitika 	 24731.793648544808 0.38978631947458714 
szabalyoz 	 27971.910144072273 0.38978631947458714 
korlatoz 	 27971.910144072273 0.38978631947458714 
eroltetetten 	 27971.910144072273 0.38978631947458714 
rovid 	 7656.564739509995 0.6524203713079831 
tavu 	 20448.592622399072 0.38978631947458714 
celok 	 21491.677153017343 0.38978631947458714 
erdekeben 	 6370.968938545428 0.6524203713079831 
gazdasagpolitika 	 15635.636656785746 0.38978631947458714 
exportdinamika 	 27971.910144072273 0.38978631947458714 
fenntartasa 	 21491.677153017343 0.38978631947458714 
mellett 	 2871.9844679385064 0.9838868353831204 
profitlehetoseget 	 27971.910144072273 0.38978631947458714 
teremtsen 	 27971.910144072273 0.38978631947458714 
vallalkozasoknak 	 27971.910144072273 0.38978631947458714 
tovabba 	 15011.444161962414 0.38978631947458714 
beruhazasokat 	 27971.910144072273 0.38978631947458714 
preferalva 	 27971.910144072273 0.38978631947458714 
gatolja 	 27971.910144072273 0.38978631947458714 
fogyasztas 	 22836.44700069319 0.38978631947458714 
kezdetben 	 12365.896824272404 0.6524203713079831 
lassu 	 22836.44700069319 0.38978631947458714 
novekedeset 	 22836.44700069319 0.38978631947458714 
eroforrasok 	 24731.793648544808 0.38978631947458714 
realertekenek 	 27971.910144072273 0.38978631947458714 
megovasa 	 27971.910144072273 0.38978631947458714 
valositsa 	 24731.793648544808 0.38978631947458714 
kulturalis 	 15313.12947901999 0.38978631947458714 
rendszer 	 4024.337661164175 0.8413947828079363 
modernizacios 	 22836.44700069319 0.38978631947458714 
atalakitasat 	 21491.677153017343 0.38978631947458714 
ezekre 	 22836.44700069319 0.38978631947458714 
ocsmany 	 27971.910144072273 0.38978631947458714 
hazudozokra 	 27971.910144072273 0.38978631947458714 
szavaztak 	 22836.44700069319 0.38978631947458714 
oly 	 7230.433680893325 0.6524203713079831 
sokan 	 13522.832195848825 0.38978631947458714 
ben 	 10282.71570032136 0.38978631947458714 
ezeknel 	 27971.910144072273 0.38978631947458714 
kadarek 	 24731.793648544808 0.38978631947458714 
oszintebbek 	 27971.910144072273 0.38978631947458714 
voltak 	 6036.506491746262 0.6524203713079831 
kitartas 	 24731.793648544808 0.38978631947458714 
eljen 	 19596.33050516573 0.38978631947458714 
adossagszolgalat 	 22836.44700069319 0.38978631947458714 
hetfotol 	 24731.793648544808 0.38978631947458714 
szazalekkal 	 13116.097514110801 0.38978631947458714 
csokkent 	 15635.636656785746 0.38978631947458714 
vampotlek 	 10745.838576508671 0.6524203713079831 
oktoberben 	 19596.33050516573 0.38978631947458714 
egyszazalekos 	 24731.793648544808 0.38978631947458714 
mersekles 	 27971.910144072273 0.38978631947458714 
koveti 	 20448.592622399072 0.38978631947458714 
nyolcszazalekos 	 27971.910144072273 0.38978631947458714 
megszuntetesere 	 22836.44700069319 0.38978631947458714 
jovo 	 4372.0325047036 0.8413947828079363 
kozepeig 	 22836.44700069319 0.38978631947458714 
vallalt 	 15982.054372618317 0.38978631947458714 
kotelezettseget 	 9437.876576156605 0.6524203713079831 
kormany 	 1179.2019464736652 1.3708002064471418 
draskovics 	 24731.793648544808 0.38978631947458714 
tibor 	 15313.12947901999 0.38978631947458714 
allamtitkar 	 14208.130135958747 0.38978631947458714 
engednek 	 27971.910144072273 0.38978631947458714 
lobbyk 	 27971.910144072273 0.38978631947458714 
nyomasanak 	 27971.910144072273 0.38978631947458714 
igy 	 3500.057837802223 0.8413947828079363 
koltsegvetes 	 13315.042431711461 0.38978631947458714 
vampotlekbol 	 27971.910144072273 0.38978631947458714 
szarmazo 	 17208.476126871607 0.38978631947458714 
bevetelkieseset 	 27971.910144072273 0.38978631947458714 
potlando 	 27971.910144072273 0.38978631947458714 
iden 	 4247.312625696952 0.8413947828079363 
jovore 	 15982.054372618317 0.38978631947458714 
egyszeri 	 21491.677153017343 0.38978631947458714 
nagyobb 	 4077.1619289335 0.8413947828079363 
forintleertekeles 	 27971.910144072273 0.38978631947458714 
csak 	 875.0144594505557 1.4878169729773663 
lecsuszo 	 22836.44700069319 0.38978631947458714 
ertekeles 	 27971.910144072273 0.38978631947458714 
allandoan 	 18251.560657489877 0.38978631947458714 
oszinte 	 19596.33050516573 0.38978631947458714 
hang 	 18875.75315231321 0.38978631947458714 
szabadi 	 27971.910144072273 0.38978631947458714 
bela 	 12395.52016125828 0.38978631947458714 
felesleges 	 18875.75315231321 0.38978631947458714 
aldozatok 	 9798.165252582865 0.6524203713079831 
gyozelmi 	 27971.910144072273 0.38978631947458714 
odak 	 27971.910144072273 0.38978631947458714 
tanulmanyaban 	 22836.44700069319 0.38978631947458714 
tenyekkel 	 10224.296311199536 0.6524203713079831 
bizonyitja 	 15313.12947901999 0.38978631947458714 
elmult 	 3279.0243785277003 0.9838868353831204 
masfel 	 15635.636656785746 0.38978631947458714 
evben 	 6761.4160979244125 0.6524203713079831 
meghozott 	 22836.44700069319 0.38978631947458714 
foloslegesek 	 27971.910144072273 0.38978631947458714 
altal 	 2711.6478073098097 0.9838868353831204 
valasztott 	 8178.107004819133 0.6524203713079831 
tevut 	 27971.910144072273 0.38978631947458714 
mert 	 1166.6859459340742 1.3708002064471418 
valojaban 	 14728.05436728149 0.38978631947458714 
sehova 	 24731.793648544808 0.38978631947458714 
visz 	 22836.44700069319 0.38978631947458714 
vesztesegek 	 27971.910144072273 0.38978631947458714 
helybenjaras 	 27971.910144072273 0.38978631947458714 
nagyok 	 22836.44700069319 0.38978631947458714 
akarja 	 4507.610731949609 0.8413947828079363 
kenyeret 	 22836.44700069319 0.38978631947458714 
enni 	 27971.910144072273 0.38978631947458714 
vegere 	 15635.636656785746 0.38978631947458714 
latunk 	 24731.793648544808 0.38978631947458714 
majd 	 1166.6859459340742 1.3708002064471418 
ost 	 24731.793648544808 0.38978631947458714 
kaposvarott 	 27971.910144072273 0.38978631947458714 
kenyer 	 19596.33050516573 0.38978631947458714 
ara 	 7505.722080981207 0.6524203713079831 
elerte 	 20448.592622399072 0.38978631947458714 
lelektani 	 24731.793648544808 0.38978631947458714 
szaz 	 3380.7080489622062 0.9838868353831204 
forintot 	 12925.275100725867 0.38978631947458714 
kilonkent 	 24731.793648544808 0.38978631947458714 
lapjelentesek 	 22836.44700069319 0.38978631947458714 
aremelesi 	 24731.793648544808 0.38978631947458714 
lavinat 	 24731.793648544808 0.38978631947458714 
