term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 620.2095116557136 1.4192761606278268 
adherents 	 7348.906060076743 0.8978647156934952 
including 	 1219.5292306266012 0.8978647156934952 
sartre 	 3392.8575124572517 1.2393466276476954 
mann 	 5259.742555954499 0.8978647156934952 
proust 	 8311.687493874508 0.8978647156934952 
hesse 	 3392.8575124572517 1.2393466276476954 
human 	 305.83498551563684 1.7016089910209378 
freedom 	 534.3464304451063 1.605778988505435 
growth 	 639.2183397291672 1.5303661757836238 
context 	 682.714545036532 1.605778988505435 
historical 	 2314.696504172572 0.8978647156934952 
cultures 	 4221.861751812322 0.8978647156934952 
alan 	 5608.818296836677 0.8978647156934952 
watt's 	 4155.843746937254 1.2393466276476954 
book 	 373.7540711329691 1.6603235234058753 
psychological 	 1593.916966055125 1.2393466276476954 
inherent 	 4221.861751812322 0.8978647156934952 
blend 	 6386.12462627898 0.8978647156934952 
western 	 2450.791291384895 0.8978647156934952 
pragmatism 	 6076.178233503542 0.8978647156934952 
eastern 	 3120.064394078909 0.8978647156934952 
mysticism 	 6386.12462627898 0.8978647156934952 
afn 	 201.59067978846352 1.7813393373519175 
heavenly 	 6386.12462627898 0.8978647156934952 
city 	 2314.696504172572 0.8978647156934952 
century 	 1385.4943265983652 1.2393466276476954 
philosophers 	 1215.038039329744 1.5303661757836238 
carl 	 6785.715024914503 0.8978647156934952 
review 	 468.51223230588585 1.5303661757836238 
becker's 	 8311.687493874508 0.8978647156934952 
classical 	 3897.3707235212114 0.8978647156934952 
stressing 	 3956.4860279489185 0.8978647156934952 
enlightenment 	 5423.343192481216 0.8978647156934952 
sucheas 	 8311.687493874508 0.8978647156934952 
hume 	 1277.224925255796 1.605778988505435 
diderot 	 8311.687493874508 0.8978647156934952 
montesquieu 	 7348.906060076743 0.8978647156934952 
rousseau 	 6386.12462627898 0.8978647156934952 
rex 	 6386.12462627898 0.8978647156934952 
tragedy 	 4748.972836360433 0.8978647156934952 
study 	 842.6032752458495 1.2393466276476954 
sophocles' 	 6386.12462627898 0.8978647156934952 
play 	 3455.0384909975664 0.8978647156934952 
result 	 2492.2570571998026 0.8978647156934952 
fate 	 4860.152157318976 0.8978647156934952 
character 	 3733.7700869944942 0.8978647156934952 
flaw 	 7348.906060076743 0.8978647156934952 
utilitarianism 	 1357.1430049829007 1.605778988505435 
compares 	 3024.233295583533 0.8978647156934952 
ethical 	 1318.8286759829728 1.4192761606278268 
systems 	 2190.75445942446 0.8978647156934952 
humor 	 5822.933591116739 0.8978647156934952 
woody 	 7348.906060076743 0.8978647156934952 
allen 	 5113.396799705778 0.8978647156934952 
comedian's 	 8311.687493874508 0.8978647156934952 
theological 	 6076.178233503542 0.8978647156934952 
questions 	 560.6311066994537 1.5303661757836238 
raised 	 2110.930875906161 1.2393466276476954 
ferre 	 4155.843746937254 1.2393466276476954 
notions 	 5113.396799705778 0.8978647156934952 
affect 	 1560.0321970394546 1.2393466276476954 
reflected 	 4860.152157318976 0.8978647156934952 
writings 	 1360.9486092922243 1.4192761606278268 
utilitarian 	 969.3878607020719 1.7016089910209378 
positions 	 1180.6264222815464 1.4192761606278268 
suicide 	 5259.742555954499 0.8978647156934952 
abortion 	 1084.6686384962431 1.605778988505435 
lying 	 1940.9778637055797 1.4192761606278268 
intellectual 	 1978.2430139744592 1.2393466276476954 
pleasures 	 6785.715024914503 0.8978647156934952 
distinctions 	 6386.12462627898 0.8978647156934952 
truthfulness 	 2449.6353533589145 1.4192761606278268 
discussion 	 1030.7259308928847 1.2393466276476954 
arising 	 2430.076078659488 1.2393466276476954 
kantian 	 7348.906060076743 0.8978647156934952 
utiliarian 	 8311.687493874508 0.8978647156934952 
ethics 	 859.392224431347 1.605778988505435 
issues 	 482.2665055093905 1.5303661757836238 
kant 	 1012.6963722505903 1.6603235234058753 
mill's 	 6386.12462627898 0.8978647156934952 
doctrine 	 4082.845827876673 0.8978647156934952 
especially 	 2410.5276026679476 0.8978647156934952 
matters 	 4748.972836360433 0.8978647156934952 
boethus' 	 8311.687493874508 0.8978647156934952 
consolation 	 4155.843746937254 1.2393466276476954 
translations 	 6076.178233503542 0.8978647156934952 
comparison 	 1130.1094668013322 1.2393466276476954 
versions 	 5259.742555954499 0.8978647156934952 
king 	 3634.5135860232954 0.8978647156934952 
alfred 	 4646.036863038913 0.8978647156934952 
viscount 	 8311.687493874508 0.8978647156934952 
preston 	 8311.687493874508 0.8978647156934952 
james 	 3497.780324885687 0.8978647156934952 
introduction 	 2850.381690020419 0.8978647156934952 
themes 	 1948.6853617606057 1.2393466276476954 
descartes 	 3193.06231313949 1.2393466276476954 
nietzsche 	 5822.933591116739 0.8978647156934952 
dostoyevsky 	 6785.715024914503 0.8978647156934952 
dilemmas 	 2128.70820875966 1.4192761606278268 
concerning 	 680.1184988608462 1.5303661757836238 
war 	 328.04269774525625 1.7016089910209378 
defense 	 1438.9437696674063 1.2393466276476954 
pacificism 	 8311.687493874508 0.8978647156934952 
peculiar 	 6076.178233503542 0.8978647156934952 
delicate 	 6386.12462627898 0.8978647156934952 
balance 	 3497.780324885687 0.8978647156934952 
judeo 	 8311.687493874508 0.8978647156934952 
christian 	 3413.5727251826597 0.8978647156934952 
mix 	 6386.12462627898 0.8978647156934952 
traditionally 	 5423.343192481216 0.8978647156934952 
taught 	 4748.972836360433 0.8978647156934952 
mankind 	 5822.933591116739 0.8978647156934952 
peace 	 3223.000367400429 0.8978647156934952 
achieved 	 4981.010959957571 0.8978647156934952 
intentional 	 5822.933591116739 0.8978647156934952 
violence 	 3373.309036465712 0.8978647156934952 
required 	 2877.8875393348126 0.8978647156934952 
evil 	 2323.0184315194565 1.2393466276476954 
detective 	 3392.8575124572517 1.2393466276476954 
stories 	 2009.1147630799035 1.2393466276476954 
observes 	 215.72829602811447 1.7813393373519175 
examples 	 3373.309036465712 0.8978647156934952 
representing 	 3733.7700869944942 0.8978647156934952 
josephine 	 7348.906060076743 0.8978647156934952 
tey's 	 8311.687493874508 0.8978647156934952 
time 	 1324.4092210604147 0.8978647156934952 
eva 	 5608.818296836677 0.8978647156934952 
lis 	 8311.687493874508 0.8978647156934952 
wuorio's 	 8311.687493874508 0.8978647156934952 
zaborra 	 8311.687493874508 0.8978647156934952 
ralph 	 5608.818296836677 0.8978647156934952 
waldo 	 6785.715024914503 0.8978647156934952 
emerson 	 7348.906060076743 0.8978647156934952 
individual 	 583.335269853479 1.5303661757836238 
emerson's 	 8311.687493874508 0.8978647156934952 
reflecting 	 4221.861751812322 0.8978647156934952 
possessed 	 6386.12462627898 0.8978647156934952 
capacity 	 3840.668973132577 0.8978647156934952 
total 	 3187.83393211025 0.8978647156934952 
faith 	 2041.4229139383365 1.2393466276476954 
god 	 4221.861751812322 0.8978647156934952 
determined 	 4082.845827876673 0.8978647156934952 
oath 	 3392.8575124572517 1.2393466276476954 
witness 	 2556.698399852889 1.2393466276476954 
origin 	 2041.4229139383365 1.2393466276476954 
terms 	 2492.2570571998026 0.8978647156934952 
implicit 	 6785.715024914503 0.8978647156934952 
assumptions 	 5259.742555954499 0.8978647156934952 
marsilio 	 8311.687493874508 0.8978647156934952 
ficino 	 4155.843746937254 1.2393466276476954 
humanist 	 6386.12462627898 0.8978647156934952 
humanism 	 5608.818296836677 0.8978647156934952 
movement 	 2314.696504172572 0.8978647156934952 
marks 	 6076.178233503542 0.8978647156934952 
renaissance 	 2230.2808793417257 1.2393466276476954 
particular 	 2624.6428969480094 0.8978647156934952 
attention 	 2963.832475099236 0.8978647156934952 
metaphysics 	 3038.089116751771 1.2393466276476954 
distinction 	 2188.1770794902113 1.2393466276476954 
looks 	 1205.2638013339738 1.2393466276476954 
beneath 	 6076.178233503542 0.8978647156934952 
external 	 4296.961122156735 0.8978647156934952 
appearances 	 5608.818296836677 0.8978647156934952 
knowledge 	 604.8466591167067 1.605778988505435 
views 	 494.27388910809117 1.605778988505435 
difference 	 1866.8850434972471 1.2393466276476954 
experience 	 1246.1285285999013 1.2393466276476954 
absolutely 	 6386.12462627898 0.8978647156934952 
independent 	 2624.6428969480094 0.8978647156934952 
epictetus 	 8311.687493874508 0.8978647156934952 
spinoza 	 6785.715024914503 0.8978647156934952 
subjects 	 2230.2808793417257 1.2393466276476954 
siddhartha 	 6386.12462627898 0.8978647156934952 
herman 	 5822.933591116739 0.8978647156934952 
siddhartha's 	 8311.687493874508 0.8978647156934952 
metaphor 	 7348.906060076743 0.8978647156934952 
river 	 4376.354158980423 0.8978647156934952 
boethius' 	 8311.687493874508 0.8978647156934952 
served 	 4460.561758683451 0.8978647156934952 
bridge' 	 8311.687493874508 0.8978647156934952 
shape 	 4748.972836360433 0.8978647156934952 
compete 	 6076.178233503542 0.8978647156934952 
domination 	 5608.818296836677 0.8978647156934952 
confront 	 5423.343192481216 0.8978647156934952 
idealism 	 6076.178233503542 0.8978647156934952 
errand 	 8311.687493874508 0.8978647156934952 
wilderness 	 6386.12462627898 0.8978647156934952 
perry 	 5608.818296836677 0.8978647156934952 
miller 	 4646.036863038913 0.8978647156934952 
collection 	 4018.229526159807 0.8978647156934952 
articles 	 3296.1225132116797 0.8978647156934952 
tracing 	 5113.396799705778 0.8978647156934952 
american 	 513.346137316036 1.4192761606278268 
religious 	 3296.1225132116797 0.8978647156934952 
answered 	 6076.178233503542 0.8978647156934952 
immortality 	 6076.178233503542 0.8978647156934952 
soul 	 4646.036863038913 0.8978647156934952 
genesis 	 5822.933591116739 0.8978647156934952 
atheism 	 6785.715024914503 0.8978647156934952 
basic 	 2877.8875393348126 0.8978647156934952 
aquinas 	 3038.089116751771 1.2393466276476954 
summaries 	 5608.818296836677 0.8978647156934952 
anselm 	 8311.687493874508 0.8978647156934952 
happiness 	 1402.2045742091693 1.5303661757836238 
reality 	 3587.424330745773 0.8978647156934952 
cultural 	 2770.9886531967304 0.8978647156934952 
differences 	 1385.4943265983652 1.2393466276476954 
definition 	 1467.2946448617236 1.2393466276476954 
pleasure 	 2490.5054799787854 1.2393466276476954 
culture 	 2720.473995443385 0.8978647156934952 
civilization 	 4150.615365908014 0.8978647156934952 
promote 	 4082.845827876673 0.8978647156934952 
adventure 	 6386.12462627898 0.8978647156934952 
larry 	 4981.010959957571 0.8978647156934952 
azar's 	 8311.687493874508 0.8978647156934952 
guiding 	 6076.178233503542 0.8978647156934952 
principle 	 4150.615365908014 0.8978647156934952 
humanity 	 4981.010959957571 0.8978647156934952 
erasmus 	 4155.843746937254 1.2393466276476954 
modern 	 583.335269853479 1.5303661757836238 
scholarship 	 3038.089116751771 1.2393466276476954 
plausibility 	 7348.906060076743 0.8978647156934952 
materialists 	 8311.687493874508 0.8978647156934952 
overview 	 2410.5276026679476 0.8978647156934952 
philosophic 	 5259.742555954499 0.8978647156934952 
materialism 	 5822.933591116739 0.8978647156934952 
relates 	 4150.615365908014 0.8978647156934952 
psychophysical 	 8311.687493874508 0.8978647156934952 
japanese 	 1978.2430139744592 1.2393466276476954 
beauty 	 751.3917937077855 1.7016089910209378 
aesthetics 	 6785.715024914503 0.8978647156934952 
forces 	 1481.916237549618 1.2393466276476954 
shaped 	 2230.2808793417257 1.2393466276476954 
technology 	 2601.6836965377784 0.8978647156934952 
customs 	 4860.152157318976 0.8978647156934952 
positive 	 1793.7121653728866 1.2393466276476954 
rights 	 142.19366588889451 1.7599596735490215 
liberty 	 1314.9356389886248 1.5303661757836238 
outside 	 3296.1225132116797 0.8978647156934952 
natural 	 1040.0214646929696 1.4192761606278268 
subjected 	 6076.178233503542 0.8978647156934952 
authority 	 3024.233295583533 0.8978647156934952 
spiritual 	 2110.930875906161 1.2393466276476954 
viewpoint 	 2556.698399852889 1.2393466276476954 
account 	 2671.732152225531 0.8978647156934952 
john 	 2963.832475099236 0.8978647156934952 
inhumanity 	 7348.906060076743 0.8978647156934952 
profit 	 3840.668973132577 0.8978647156934952 
manipulation 	 5423.343192481216 0.8978647156934952 
ritual 	 6785.715024914503 0.8978647156934952 
inhumane 	 6386.12462627898 0.8978647156934952 
treatment 	 2278.1417629197404 0.8978647156934952 
purposes 	 3373.309036465712 0.8978647156934952 
rule 	 2905.9490997988473 0.8978647156934952 
punishment 	 1548.6789543463044 1.4192761606278268 
morality 	 2041.4229139383365 1.2393466276476954 
viewpoints 	 4150.615365908014 0.8978647156934952 
moral 	 746.7540173988989 1.605778988505435 
forms 	 2513.4635759894677 0.8978647156934952 
destruction 	 4376.354158980423 0.8978647156934952 
revolving 	 6386.12462627898 0.8978647156934952 
oneself 	 8311.687493874508 0.8978647156934952 
tocqueville's 	 8311.687493874508 0.8978647156934952 
madisons 	 8311.687493874508 0.8978647156934952 
compared 	 2934.589289723447 0.8978647156934952 
focuses 	 1385.4943265983652 1.2393466276476954 
view 	 2278.1417629197404 0.8978647156934952 
role 	 1821.1282428069198 0.8978647156934952 
democratic 	 2905.9490997988473 0.8978647156934952 
governments 	 3497.780324885687 0.8978647156934952 
tyrant 	 3674.4530300383717 1.2393466276476954 
benevolent 	 2261.9050083048346 1.4192761606278268 
leader 	 1543.6902665880746 1.2393466276476954 
strictly 	 6785.715024914503 0.8978647156934952 
situation 	 2695.889282852317 0.8978647156934952 
purpose 	 1312.3214484740047 1.2393466276476954 
seen 	 1312.3214484740047 1.2393466276476954 
democracies 	 5822.933591116739 0.8978647156934952 
theory 	 539.1778565704635 1.605778988505435 
evolving 	 4748.972836360433 0.8978647156934952 
organization 	 2030.9231603533904 0.8978647156934952 
armed 	 4376.354158980423 0.8978647156934952 
hostilities 	 6076.178233503542 0.8978647156934952 
concerned 	 3334.1796883589705 0.8978647156934952 
