term 	 tf-idf weight 	 BM25 ranking 
 law 	 113.51710195429294 1.7858173186134205 
mind 	 1843.8407622100083 1.0872237953483868 
memory 	 3406.738957494379 1.0872237953483868 
means 	 3409.134923455453 0.7465206517494369 
disability 	 6224.183551211462 0.7465206517494369 
prevents 	 4155.773449840436 1.0872237953483868 
understanding 	 4669.393936534955 0.7465206517494369 
full 	 1090.1290556423876 1.2822991546106308 
nature 	 3217.605995123719 0.7465206517494369 
writing 	 1013.5496225141376 1.4086750652628937 
signed 	 1034.2050506855135 1.4086750652628937 
witnessed 	 2557.4165500335225 1.2822991546106308 
special 	 3141.085586761633 0.7465206517494369 
manner 	 2334.6969682674776 1.0872237953483868 
provided 	 1453.535990163061 1.2822991546106308 
people 	 371.0547763496781 1.5626840750446418 
handwritten 	 11369.478933305663 0.7465206517494369 
holographic 	 11369.478933305663 0.7465206517494369 
individuals 	 1437.8973355224925 1.2822991546106308 
sign 	 2553.6944439487183 1.0872237953483868 
illiterate 	 11369.478933305663 0.7465206517494369 
incapacitated 	 2010.4998580483532 1.4972087520205302 
direct 	 4223.198713487893 0.7465206517494369 
presence 	 5584.886301631158 0.7465206517494369 
witnesses 	 6224.183551211462 0.7465206517494369 
revoked 	 2320.5288962090635 1.4086750652628937 
superseded 	 11369.478933305663 0.7465206517494369 
individual 	 1595.8776281088697 1.0872237953483868 
provision 	 3050.7801805250388 1.0872237953483868 
changed 	 666.3970819555707 1.6530470500029897 
codicil 	 3789.8263111018878 1.2822991546106308 
section 	 4844.903244783884 0.7465206517494369 
hire 	 7194.752236366845 0.7465206517494369 
attorney 	 444.2647213037138 1.7545019902165315 
create 	 1351.3994966855169 1.2822991546106308 
pay 	 1378.9400675806849 1.2822991546106308 
close 	 1114.5163074563823 1.4086750652628937 
attention 	 4054.1984900565503 0.7465206517494369 
details 	 2519.1451819863873 1.0872237953483868 
outlined 	 3597.3761181834225 1.0872237953483868 
estates 	 5026.249645120883 1.0872237953483868 
simply 	 1679.4301213242582 1.2822991546106308 
disperse 	 9282.115584836254 0.7465206517494369 
simplest 	 9282.115584836254 0.7465206517494369 
history 	 2092.1552803915574 0.7465206517494369 
declared 	 6224.183551211462 0.7465206517494369 
court 	 134.52011358314422 1.8786741170377377 
contained 	 6496.075154128742 0.7465206517494369 
words 	 5107.388887897437 0.7465206517494369 
wife 	 6101.5603610500775 0.7465206517494369 
lawyer's 	 9282.115584836254 0.7465206517494369 
guidance 	 6355.270007036671 0.7465206517494369 
helpful 	 6813.477914988758 0.7465206517494369 
complicated 	 1748.6418141542438 1.4086750652628937 
holdings 	 8311.546899680872 0.7465206517494369 
assets 	 498.86446496657095 1.7545019902165315 
especially 	 3297.33797341188 0.7465206517494369 
located 	 1679.4301213242582 1.2822991546106308 
attorney's 	 7194.752236366845 0.7465206517494369 
help 	 1090.1290556423876 1.2822991546106308 
ensure 	 2553.6944439487183 1.0872237953483868 
transfer 	 2422.451622391942 1.0872237953483868 
minimizes 	 10052.499290241765 0.7465206517494369 
survivor's 	 11369.478933305663 0.7465206517494369 
tax 	 204.94249542189252 1.8581790970691978 
liability 	 5584.886301631158 0.7465206517494369 
require 	 5179.0955110648465 0.7465206517494369 
documents 	 2363.0572832596745 1.0872237953483868 
addition 	 1407.7329044959645 1.2822991546106308 
agreements 	 5179.0955110648465 0.7465206517494369 
carried 	 5877.772593302949 0.7465206517494369 
typically 	 5986.3735795988505 0.7465206517494369 
appoints 	 3350.8330967472557 1.2822991546106308 
carry 	 5496.498271924862 0.7465206517494369 
died 	 2331.522418872325 1.2822991546106308 
decedent 	 598.3936280687191 1.8376045650706647 
trusted 	 8311.546899680872 0.7465206517494369 
friend 	 1469.4431483257372 1.4086750652628937 
family 	 360.42370079723963 1.6855360332849039 
fully 	 4907.203908147566 0.7465206517494369 
aware 	 5877.772593302949 0.7465206517494369 
duties 	 3050.7801805250388 1.0872237953483868 
dies 	 1137.8765631103367 1.613071345581201 
appointed 	 3050.7801805250388 1.0872237953483868 
resident 	 3982.5679708861785 1.0872237953483868 
united 	 2619.6555799282883 0.7465206517494369 
including 	 1668.1825328945588 0.7465206517494369 
collecting 	 3982.5679708861785 1.0872237953483868 
managing 	 7194.752236366845 0.7465206517494369 
decedent's 	 812.1056380932616 1.7858173186134205 
money 	 276.1710973141285 1.7712263185270893 
owed 	 2911.8398823926236 1.2822991546106308 
time 	 301.9411471100058 1.5626840750446418 
selling 	 2665.5883278222827 1.0872237953483868 
expenses 	 1832.1660906416207 1.2822991546106308 
filing 	 3324.078149354231 1.0872237953483868 
required 	 1968.317611496092 1.0872237953483868 
returns 	 6224.183551211462 0.7465206517494369 
allowed 	 933.8787873069911 1.4972087520205302 
charge 	 2626.80743302804 1.0872237953483868 
fee 	 6101.5603610500775 0.7465206517494369 
doing 	 1575.3715221731165 1.2822991546106308 
choosing 	 2331.522418872325 1.2822991546106308 
fill 	 6994.567256616975 0.7465206517494369 
role 	 1245.5520739140202 1.0872237953483868 
choice 	 4408.711805659334 0.7465206517494369 
amount 	 751.4558165469392 1.5626840750446418 
wise 	 7194.752236366845 0.7465206517494369 
contingent 	 9282.115584836254 0.7465206517494369 
representatives 	 4971.616856331361 0.7465206517494369 
responsibilities 	 1892.5292045176932 1.2822991546106308 
primary 	 778.232322755826 1.5626840750446418 
unable 	 930.814383605193 1.5626840750446418 
assume 	 3497.2836283084876 1.0872237953483868 
position 	 2757.5398963144753 0.7465206517494369 
establishes 	 8311.546899680872 0.7465206517494369 
relatives 	 1165.7612094361625 1.5626840750446418 
act 	 1733.8005374611428 1.0872237953483868 
agree 	 5584.886301631158 0.7465206517494369 
circuit 	 767.2249650100567 1.712461403575649 
appoint 	 8311.546899680872 0.7465206517494369 
professional 	 3825.924297556631 0.7465206517494369 
administrator 	 6648.156298708462 0.7465206517494369 
job 	 4726.114566519349 0.7465206517494369 
dependent 	 2838.7938067765394 1.0872237953483868 
fails 	 3112.091775605731 1.0872237953483868 
chosen 	 2074.727850403821 1.2822991546106308 
usually 	 1594.8602393287272 1.2822991546106308 
relative 	 4614.317616475776 0.7465206517494369 
selection 	 2887.5224364447126 1.0872237953483868 
potential 	 3899.0102311294427 0.7465206517494369 
understand 	 4669.393936534955 0.7465206517494369 
provisions 	 762.6950451312597 1.6530470500029897 
willing 	 7965.135941772357 0.7465206517494369 
accept 	 1679.4301213242582 1.2822991546106308 
alternate 	 11369.478933305663 0.7465206517494369 
responsibility 	 3438.143120503951 0.7465206517494369 
course 	 4508.734899281635 0.7465206517494369 
influence 	 3270.3871669271625 0.7465206517494369 
recipient 	 3597.3761181834225 1.0872237953483868 
accepts 	 8311.546899680872 0.7465206517494369 
financial 	 1063.9184187392466 1.2822991546106308 
drafting 	 4367.7598235889345 1.0872237953483868 
opportunity 	 4408.711805659334 0.7465206517494369 
possibility 	 5986.3735795988505 0.7465206517494369 
preparing 	 6496.075154128742 0.7465206517494369 
power 	 456.2031411654425 1.5626840750446418 
authority 	 4136.820202742054 0.7465206517494369 
behalf 	 6101.5603610500775 0.7465206517494369 
handle 	 1556.0458878028655 1.4086750652628937 
affairs 	 1127.1837248204088 1.4086750652628937 
essential 	 4669.393936534955 0.7465206517494369 
known 	 1733.8005374611428 1.0872237953483868 
kept 	 6496.075154128742 0.7465206517494369 
secret 	 5253.61486605608 0.7465206517494369 
locked 	 8735.519647177869 0.7465206517494369 
safe 	 5775.044872889425 0.7465206517494369 
deposit 	 8311.546899680872 0.7465206517494369 
box 	 4907.203908147566 0.7465206517494369 
late 	 4408.711805659334 0.7465206517494369 
useful 	 5775.044872889425 0.7465206517494369 
health 	 1014.542775808429 1.2822991546106308 
decisions 	 4669.393936534955 0.7465206517494369 
advance 	 5775.044872889425 0.7465206517494369 
subsequently 	 6224.183551211462 0.7465206517494369 
creating 	 1679.4301213242582 1.2822991546106308 
protect 	 2133.9533292836313 1.0872237953483868 
spouses 	 3982.5679708861785 1.0872237953483868 
entirely 	 3177.6350035183355 1.0872237953483868 
disinheriting 	 11369.478933305663 0.7465206517494369 
spouse 	 262.056842884183 1.8786741170377377 
consent 	 3050.7801805250388 1.0872237953483868 
disinherited 	 5684.739466652832 1.0872237953483868 
entitled 	 3050.7801805250388 1.0872237953483868 
plus 	 6101.5603610500775 0.7465206517494369 
dependant 	 11369.478933305663 0.7465206517494369 
intended 	 5877.772593302949 0.7465206517494369 
support 	 879.5837393499804 1.2822991546106308 
months 	 4136.820202742054 0.7465206517494369 
following 	 2798.8458709236465 0.7465206517494369 
receives 	 3050.7801805250388 1.0872237953483868 
spousal 	 4367.7598235889345 1.0872237953483868 
award 	 1925.0149576298086 1.2822991546106308 
considered 	 1968.317611496092 1.0872237953483868 
preferred 	 7418.540004113974 0.7465206517494369 
claim 	 4614.317616475776 0.7465206517494369 
debt 	 2993.1867897994252 1.0872237953483868 
overcome 	 7418.540004113974 0.7465206517494369 
specifically 	 4313.692006567478 0.7465206517494369 
meant 	 6994.567256616975 0.7465206517494369 
stand 	 5331.1766556445655 0.7465206517494369 
renounce 	 5684.739466652832 1.0872237953483868 
terms 	 1136.3783078184845 1.2822991546106308 
govern 	 7418.540004113974 0.7465206517494369 
distribution 	 912.1585900478105 1.4972087520205302 
elective 	 10052.499290241765 0.7465206517494369 
share 	 667.0562766478508 1.613071345581201 
governed 	 6813.477914988758 0.7465206517494369 
statute 	 6994.567256616975 0.7465206517494369 
note 	 2589.5477555324233 1.0872237953483868 
renunciation 	 10052.499290241765 0.7465206517494369 
available 	 991.2272594973753 1.2822991546106308 
agreement 	 1968.317611496092 1.0872237953483868 
agreed 	 5179.0955110648465 0.7465206517494369 
abide 	 8735.519647177869 0.7465206517494369 
occasionally 	 7194.752236366845 0.7465206517494369 
happens 	 8311.546899680872 0.7465206517494369 
prenuptial 	 10052.499290241765 0.7465206517494369 
example 	 838.1035733677647 1.4086750652628937 
agrees 	 6813.477914988758 0.7465206517494369 
entire 	 1276.8472219743592 1.4086750652628937 
marriage 	 6224.183551211462 0.7465206517494369 
legally 	 2271.159304996253 1.2822991546106308 
independent 	 718.0448530167341 1.4972087520205302 
specifying 	 10052.499290241765 0.7465206517494369 
owned 	 5877.772593302949 0.7465206517494369 
joint 	 956.9161435972362 1.4972087520205302 
tenancy 	 3350.8330967472557 1.2822991546106308 
tenant 	 4367.7598235889345 1.0872237953483868 
arrangements 	 6813.477914988758 0.7465206517494369 
inherit 	 5026.249645120883 1.0872237953483868 
jointly 	 8311.546899680872 0.7465206517494369 
held 	 598.3707108472785 1.5626840750446418 
significant 	 1351.3994966855169 1.2822991546106308 
consequences 	 2334.6969682674776 1.0872237953483868 
changes 	 785.2713966904082 1.4086750652628937 
consulting 	 7965.135941772357 0.7465206517494369 
promised 	 6496.075154128742 0.7465206517494369 
policy 	 503.33758990467135 1.5626840750446418 
designate 	 9282.115584836254 0.7465206517494369 
added 	 4669.393936534955 0.7465206517494369 
distributed 	 997.7289299331419 1.5626840750446418 
similarly 	 7194.752236366845 0.7465206517494369 
goes 	 839.7150606621291 1.5626840750446418 
persons 	 4614.317616475776 0.7465206517494369 
named 	 5775.044872889425 0.7465206517494369 
regardless 	 1959.2575311009832 1.2822991546106308 
beneficiaries 	 3836.1248250502836 1.0872237953483868 
laws 	 375.55458813639666 1.712461403575649 
designed 	 1795.112132541835 1.0872237953483868 
uphold 	 8311.546899680872 0.7465206517494369 
public 	 1024.7284271363228 1.0872237953483868 
limit 	 5584.886301631158 0.7465206517494369 
conditions 	 1795.112132541835 1.0872237953483868 
encouraging 	 6994.567256616975 0.7465206517494369 
illegal 	 5179.0955110648465 0.7465206517494369 
immoral 	 8735.519647177869 0.7465206517494369 
enforced 	 7965.135941772357 0.7465206517494369 
destroyed 	 8311.546899680872 0.7465206517494369 
invalidated 	 10052.499290241765 0.7465206517494369 
additions 	 10052.499290241765 0.7465206517494369 
included 	 2180.3039852445913 1.0872237953483868 
codicils 	 11369.478933305663 0.7465206517494369 
written 	 2092.1552803915574 0.7465206517494369 
crossing 	 7672.249650100567 0.7465206517494369 
existing 	 2453.601954073783 1.0872237953483868 
language 	 4095.060279976381 0.7465206517494369 
avoid 	 863.1825851774745 1.5626840750446418 
change 	 1521.8141637126434 1.0872237953483868 
separate 	 2453.601954073783 1.0872237953483868 
revise 	 10052.499290241765 0.7465206517494369 
observing 	 5986.3735795988505 0.7465206517494369 
formalities 	 10052.499290241765 0.7465206517494369 
date 	 4726.114566519349 0.7465206517494369 
adequately 	 3836.1248250502836 1.0872237953483868 
fallen 	 6813.477914988758 0.7465206517494369 
favor 	 2792.443150815579 1.0872237953483868 
author 	 2453.601954073783 1.0872237953483868 
favorite 	 2655.045313924119 1.2822991546106308 
charity 	 11369.478933305663 0.7465206517494369 
existence 	 5677.587613553079 0.7465206517494369 
dealt 	 6496.075154128742 0.7465206517494369 
proceed 	 6994.567256616975 0.7465206517494369 
unenforceable 	 11369.478933305663 0.7465206517494369 
circumstances 	 4095.060279976381 0.7465206517494369 
headaches 	 10052.499290241765 0.7465206517494369 
avoided 	 7418.540004113974 0.7465206517494369 
reviewed 	 5986.3735795988505 0.7465206517494369 
revised 	 8735.519647177869 0.7465206517494369 
major 	 2545.136224937054 0.7465206517494369 
events 	 3497.5229531617497 0.7465206517494369 
births 	 11369.478933305663 0.7465206517494369 
deaths 	 7194.752236366845 0.7465206517494369 
marriages 	 7965.135941772357 0.7465206517494369 
divorces 	 11369.478933305663 0.7465206517494369 
idea 	 5038.290363972775 0.7465206517494369 
review 	 2563.4938556693537 0.7465206517494369 
moves 	 6101.5603610500775 0.7465206517494369 
residency 	 8735.519647177869 0.7465206517494369 
inheritance 	 873.551964717787 1.712461403575649 
previously 	 2938.8862966514744 1.0872237953483868 
illinois' 	 7672.249650100567 0.7465206517494369 
code 	 4267.906658567263 0.7465206517494369 
protects 	 7194.752236366845 0.7465206517494369 
unsatisfied 	 10052.499290241765 0.7465206517494369 
portion 	 3324.078149354231 1.0872237953483868 
exercise 	 5775.044872889425 0.7465206517494369 
statutory 	 1798.6880590917112 1.4086750652628937 
left 	 827.3640405484109 1.4972087520205302 
descendants 	 5026.249645120883 1.0872237953483868 
spouse's 	 4641.057792418127 1.0872237953483868 
half 	 968.9806489567767 1.4972087520205302 
third 	 772.42317360019 1.4972087520205302 
minimum 	 5038.290363972775 0.7465206517494369 
elect 	 7418.540004113974 0.7465206517494369 
forego 	 10052.499290241765 0.7465206517494369 
statutorily 	 10052.499290241765 0.7465206517494369 
guaranteed 	 6813.477914988758 0.7465206517494369 
entered 	 7194.752236366845 0.7465206517494369 
contract 	 5331.1766556445655 0.7465206517494369 
descendent 	 11369.478933305663 0.7465206517494369 
planned 	 5775.044872889425 0.7465206517494369 
survivors 	 1059.7914291591392 1.613071345581201 
consuming 	 9282.115584836254 0.7465206517494369 
costly 	 7418.540004113974 0.7465206517494369 
process 	 594.7363556984251 1.4972087520205302 
wind 	 7418.540004113974 0.7465206517494369 
paid 	 2519.1451819863873 1.0872237953483868 
tool 	 2553.6944439487183 1.0872237953483868 
provide 	 3217.605995123719 0.7465206517494369 
friends 	 6813.477914988758 0.7465206517494369 
causes 	 4179.518628860966 0.7465206517494369 
charities 	 3094.0385282787515 1.2822991546106308 
fairly 	 7418.540004113974 0.7465206517494369 
little 	 4408.711805659334 0.7465206517494369 
burden 	 2165.3583847095806 1.2822991546106308 
leaves 	 1525.3900902625194 1.4086750652628937 
dispose 	 8311.546899680872 0.7465206517494369 
intestate 	 5026.249645120883 1.0872237953483868 
steps 	 5179.0955110648465 0.7465206517494369 
divide 	 6994.567256616975 0.7465206517494369 
decedents 	 3789.8263111018878 1.2822991546106308 
formula 	 7672.249650100567 0.7465206517494369 
set 	 939.9468532260529 1.2822991546106308 
applying 	 3177.6350035183355 1.0872237953483868 
deducts 	 11369.478933305663 0.7465206517494369 
funeral 	 7965.135941772357 0.7465206517494369 
administration 	 249.52410055193516 1.7712263185270893 
costs 	 2027.0992450282752 1.0872237953483868 
child's 	 6355.270007036671 0.7465206517494369 
federal 	 563.4271594104711 1.5626840750446418 
government 	 1120.9194741562371 1.0872237953483868 
due 	 1827.3186066337325 1.0872237953483868 
employees 	 4726.114566519349 0.7465206517494369 
unpaid 	 9282.115584836254 0.7465206517494369 
medical 	 724.431557976959 1.4972087520205302 
bills 	 6101.5603610500775 0.7465206517494369 
illness 	 5986.3735795988505 0.7465206517494369 
owing 	 8311.546899680872 0.7465206517494369 
local 	 2973.681778492126 0.7465206517494369 
preference 	 7965.135941772357 0.7465206517494369 
claims 	 2363.0572832596745 1.0872237953483868 
divided 	 3177.6350035183355 1.0872237953483868 
equally 	 3324.078149354231 1.0872237953483868 
remaining 	 3597.3761181834225 1.0872237953483868 
parents 	 5496.498271924862 0.7465206517494369 
brothers 	 7965.135941772357 0.7465206517494369 
sisters 	 8311.546899680872 0.7465206517494369 
nieces 	 11369.478933305663 0.7465206517494369 
nephews 	 11369.478933305663 0.7465206517494369 
grandparents 	 10052.499290241765 0.7465206517494369 
aunts 	 11369.478933305663 0.7465206517494369 
uncles 	 11369.478933305663 0.7465206517494369 
cousins 	 10052.499290241765 0.7465206517494369 
exist 	 5584.886301631158 0.7465206517494369 
investigation 	 3862.1158680009503 0.7465206517494369 
continues 	 6224.183551211462 0.7465206517494369 
line 	 3091.7321625954373 0.7465206517494369 
attempt 	 3936.635222992184 0.7465206517494369 
locate 	 10052.499290241765 0.7465206517494369 
nearest 	 8311.546899680872 0.7465206517494369 
kin 	 3789.8263111018878 1.2822991546106308 
distinguish 	 7672.249650100567 0.7465206517494369 
blood 	 5877.772593302949 0.7465206517494369 
county 	 4508.734899281635 0.7465206517494369 
lived 	 6101.5603610500775 0.7465206517494369 
relying 	 8735.519647177869 0.7465206517494369 
recognize 	 6355.270007036671 0.7465206517494369 
permit 	 7672.249650100567 0.7465206517494369 
lover 	 7965.135941772357 0.7465206517494369 
advisable 	 9282.115584836254 0.7465206517494369 
frequently 	 4907.203908147566 0.7465206517494369 
device 	 6224.183551211462 0.7465206517494369 
manages 	 2911.8398823926236 1.2822991546106308 
owner 	 3050.7801805250388 1.0872237953483868 
grantor 	 568.4739466652832 1.8450954419903687 
transfers 	 3597.3761181834225 1.0872237953483868 
institution 	 5331.1766556445655 0.7465206517494369 
trustee 	 2513.1248225604413 1.4086750652628937 
holds 	 6101.5603610500775 0.7465206517494369 
title 	 1097.8414162156448 1.0872237953483868 
benefit 	 1877.7729406819833 1.0872237953483868 
party 	 1733.8005374611428 1.0872237953483868 
testamentary 	 1136.9478933305663 1.712461403575649 
inter 	 6355.270007036671 0.7465206517494369 
vivos 	 11369.478933305663 0.7465206517494369 
created 	 1763.961800859994 1.0872237953483868 
continue 	 4408.711805659334 0.7465206517494369 
grantor's 	 2842.369733326416 1.4086750652628937 
terminate 	 8735.519647177869 0.7465206517494369 
drafted 	 3709.270002056987 1.0872237953483868 
draft 	 6101.5603610500775 0.7465206517494369 
aid 	 4267.906658567263 0.7465206517494369 
lawyer 	 7418.540004113974 0.7465206517494369 
complex 	 4313.692006567478 0.7465206517494369 
regulate 	 6648.156298708462 0.7465206517494369 
carefully 	 3406.738957494379 1.0872237953483868 
structured 	 8311.546899680872 0.7465206517494369 
advantage 	 981.4407816295133 1.4972087520205302 
beneficial 	 3982.5679708861785 1.0872237953483868 
treatment 	 1558.124315891831 1.0872237953483868 
experienced 	 1152.5890734104494 1.0872237953483868 
assist 	 5677.587613553079 0.7465206517494369 
meets 	 7418.540004113974 0.7465206517494369 
conflict 	 3975.0203668954714 0.7465206517494369 
allowing 	 5584.886301631158 0.7465206517494369 
determine 	 2204.355902829667 1.0872237953483868 
met 	 4136.820202742054 0.7465206517494369 
unwilling 	 9282.115584836254 0.7465206517494369 
manage 	 2271.159304996253 1.2822991546106308 
minors 	 3836.1248250502836 1.0872237953483868 
responsibly 	 10052.499290241765 0.7465206517494369 
disabled 	 6813.477914988758 0.7465206517494369 
passing 	 6355.270007036671 0.7465206517494369 
popular 	 4313.692006567478 0.7465206517494369 
providing 	 3899.0102311294427 0.7465206517494369 
beneficiaries' 	 11369.478933305663 0.7465206517494369 
future 	 2884.2535078619526 0.7465206517494369 
educational 	 3936.635222992184 0.7465206517494369 
particular 	 3590.22426508367 0.7465206517494369 
substantial 	 5877.772593302949 0.7465206517494369 
reveal 	 7194.752236366845 0.7465206517494369 
takes 	 2363.0572832596745 1.0872237953483868 
owns 	 7418.540004113974 0.7465206517494369 
establishing 	 6496.075154128742 0.7465206517494369 
allow 	 4614.317616475776 0.7465206517494369 
free 	 400.72184630749706 1.5626840750446418 
overseeing 	 7672.249650100567 0.7465206517494369 
importantly 	 7672.249650100567 0.7465206517494369 
allows 	 2838.7938067765394 1.0872237953483868 
creator 	 8735.519647177869 0.7465206517494369 
mentally 	 6648.156298708462 0.7465206517494369 
physically 	 6224.183551211462 0.7465206517494369 
oversee 	 7418.540004113974 0.7465206517494369 
contains 	 5496.498271924862 0.7465206517494369 
able 	 3899.0102311294427 0.7465206517494369 
placed 	 5253.61486605608 0.7465206517494369 
pour 	 9282.115584836254 0.7465206517494369 
pre 	 4313.692006567478 0.7465206517494369 
disadvantage 	 4641.057792418127 1.0872237953483868 
involves 	 5877.772593302949 0.7465206517494369 
loss 	 4508.734899281635 0.7465206517494369 
flexibility 	 7672.249650100567 0.7465206517494369 
control 	 892.5093580497448 1.2822991546106308 
effective 	 1325.0067889651573 1.2822991546106308 
immediately 	 5179.0955110648465 0.7465206517494369 
retain 	 3836.1248250502836 1.0872237953483868 
unrestricted 	 5026.249645120883 1.0872237953483868 
prior 	 2229.0326149127645 1.0872237953483868 
effect 	 2996.712363503581 0.7465206517494369 
enjoy 	 6355.270007036671 0.7465206517494369 
implied 	 8735.519647177869 0.7465206517494369 
names 	 5986.3735795988505 0.7465206517494369 
devised 	 7672.249650100567 0.7465206517494369 
supplement 	 7418.540004113974 0.7465206517494369 
income 	 760.1321583731755 1.5626840750446418 
authorities 	 4907.203908147566 0.7465206517494369 
consider 	 5412.039923040277 0.7465206517494369 
controls 	 5877.772593302949 0.7465206517494369 
reason 	 4458.065229825529 0.7465206517494369 
reported 	 3899.0102311294427 0.7465206517494369 
