term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 413.2109628521941 1.720331019409613 
akkor 	 474.7839469764188 1.6966066073920012 
hat 	 2457.1241307733508 1.0559002743876371 
mondjam 	 7137.274496071654 0.9123431253382724 
csak 	 363.62564730993074 1.749691078628094 
nagyballepes 	 24216.990127941062 0.4370177572816431 
gazdasag 	 2038.231385862113 1.1659804573753851 
elenkitesere 	 12108.495063970531 0.7172992580392389 
nem 	 98.81131720378553 1.9251599695815749 
forgatnak 	 12108.495063970531 0.7172992580392389 
vissza 	 2547.7892323276415 1.0559002743876371 
penzt 	 1921.2741726792983 1.2530709275299456 
adossagot 	 8851.797448160129 0.7172992580392389 
torlesztik 	 12108.495063970531 0.7172992580392389 
nyilatkozta 	 12996.323569036666 0.4370177572816431 
lapunknak 	 21411.823488214963 0.4370177572816431 
istvankozgazdasz 	 24216.990127941062 0.4370177572816431 
budapesti 	 10878.738331221539 0.4370177572816431 
kozgazdasagtudomanyi 	 21411.823488214963 0.4370177572816431 
egyetem 	 14160.572916249024 0.4370177572816431 
docense 	 24216.990127941062 0.4370177572816431 
lexikondr 	 24216.990127941062 0.4370177572816431 
istvan 	 9945.809084819455 0.4370177572816431 
feb 	 15801.490208762763 0.4370177572816431 
szuletett 	 12519.655623735282 0.4370177572816431 
budapesten 	 6150.422789627238 0.7172992580392389 
eltetrefort 	 24216.990127941062 0.4370177572816431 
gyak 	 24216.990127941062 0.4370177572816431 
gimn 	 24216.990127941062 0.4370177572816431 
erettsegi 	 24216.990127941062 0.4370177572816431 
ikozgazdasagtud 	 24216.990127941062 0.4370177572816431 
egy 	 336.6904141758618 1.7660637270201107 
okleveles 	 24216.990127941062 0.4370177572816431 
kozgazda 	 21411.823488214963 0.4370177572816431 
egyetemi 	 3075.211394813619 1.0559002743876371 
doktor 	 18606.656848488863 0.4370177572816431 
bke 	 10705.911744107481 0.7172992580392389 
tovabbkepzo 	 24216.990127941062 0.4370177572816431 
int 	 18606.656848488863 0.4370177572816431 
nemzetkozi 	 4914.2482615467015 0.7172992580392389 
gazdasagi 	 9495.678939528376 0.4370177572816431 
szakertoi 	 14898.428256594158 0.4370177572816431 
okl 	 24216.990127941062 0.4370177572816431 
mta 	 15324.822263461381 0.4370177572816431 
kozgazdasagtud 	 24216.990127941062 0.4370177572816431 
kandidatus 	 21411.823488214963 0.4370177572816431 
iiep 	 24216.990127941062 0.4370177572816431 
uniesco 	 24216.990127941062 0.4370177572816431 
osztondijas 	 24216.990127941062 0.4370177572816431 
tanar 	 7449.214128297079 0.7172992580392389 
parizsban 	 19770.90619570122 0.4370177572816431 
connecticut 	 16341.891754714208 0.4370177572816431 
willamette 	 24216.990127941062 0.4370177572816431 
vendegtanar 	 24216.990127941062 0.4370177572816431 
texas 	 13836.64007829422 0.4370177572816431 
vilaggazdasagtan 	 24216.990127941062 0.4370177572816431 
tanszek 	 21411.823488214963 0.4370177572816431 
docens 	 24216.990127941062 0.4370177572816431 
magyarvizilabdasport 	 24216.990127941062 0.4370177572816431 
orokos 	 19770.90619570122 0.4370177572816431 
bajnoka 	 19770.90619570122 0.4370177572816431 
olimpiai 	 15801.490208762763 0.4370177572816431 
ezustermes 	 19770.90619570122 0.4370177572816431 
europa 	 3577.18615842067 0.9123431253382724 
bajnok 	 18606.656848488863 0.4370177572816431 
nos 	 13536.725114988109 0.4370177572816431 
harom 	 3355.541342228738 0.9123431253382724 
gyermeke 	 21411.823488214963 0.4370177572816431 
van 	 453.8350642620361 1.652372584658588 
rendszervaltastol 	 24216.990127941062 0.4370177572816431 
egyfajta 	 5108.27408782046 0.9123431253382724 
uralja 	 17703.594896320257 0.4370177572816431 
magyarorszagot 	 12996.323569036666 0.4370177572816431 
ahazai 	 21411.823488214963 0.4370177572816431 
gazdasagot 	 3831.2055658653453 1.0559002743876371 
velemenye 	 4173.218541245094 0.9123431253382724 
errol 	 3529.8479679952666 0.9123431253382724 
hogyha 	 18606.656848488863 0.4370177572816431 
uralkodik 	 18606.656848488863 0.4370177572816431 
dolognak 	 8170.945877357104 0.7172992580392389 
technikaiertelmeben 	 24216.990127941062 0.4370177572816431 
mert 	 395.24526881514214 1.7308541983050603 
minden 	 1818.1282365496538 1.1659804573753851 
orszagban 	 3677.157812856041 0.9123431253382724 
elsodleges 	 18606.656848488863 0.4370177572816431 
abanknak 	 24216.990127941062 0.4370177572816431 
funkcioja 	 24216.990127941062 0.4370177572816431 
megtakaritasokbol 	 24216.990127941062 0.4370177572816431 
megtalalja 	 9885.45309785061 0.7172992580392389 
azokat 	 5595.099832349726 0.7172992580392389 
akik 	 2297.0409934971817 1.0559002743876371 
beruhazni 	 24216.990127941062 0.4370177572816431 
akarnak 	 12300.845579254476 0.4370177572816431 
masik 	 5033.312013343107 0.7172992580392389 
feladatuk 	 21411.823488214963 0.4370177572816431 
ertelembe 	 24216.990127941062 0.4370177572816431 
vettpenzugyi 	 24216.990127941062 0.4370177572816431 
rendfenntarto 	 21411.823488214963 0.4370177572816431 
szerepet 	 12750.975724545553 0.4370177572816431 
vegeznek 	 19770.90619570122 0.4370177572816431 
normalis 	 7662.411131730691 0.7172992580392389 
gazdasagban 	 7449.214128297079 0.7172992580392389 
magyarorszagon 	 1582.6131565880628 1.2530709275299456 
legalabbis 	 7662.411131730691 0.7172992580392389 
amiota 	 19770.90619570122 0.4370177572816431 
itthon 	 7662.411131730691 0.7172992580392389 
vagyok 	 4173.218541245094 0.9123431253382724 
valoban 	 2682.889618815502 1.0559002743876371 
nemtalaltam 	 24216.990127941062 0.4370177572816431 
meg 	 267.37179949259615 1.8096429609610014 
mindezt 	 12750.975724545553 0.4370177572816431 
azt 	 359.81653038916846 1.749691078628094 
latom 	 5655.246518658373 0.9123431253382724 
sok 	 1356.525562789768 1.323692680839582 
helyen 	 12300.845579254476 0.4370177572816431 
azok 	 1200.4506669337354 1.382113524106052 
dirigalnak 	 12108.495063970531 0.7172992580392389 
hirtelen 	 13836.64007829422 0.4370177572816431 
jutottak 	 16341.891754714208 0.4370177572816431 
hatalomhoz 	 19770.90619570122 0.4370177572816431 
penzhez 	 24216.990127941062 0.4370177572816431 
olyasmiketcsinalnak 	 24216.990127941062 0.4370177572816431 
amirol 	 15801.490208762763 0.4370177572816431 
hiszik 	 5655.246518658373 0.9123431253382724 
ertenek 	 8170.945877357104 0.7172992580392389 
hozza 	 3785.1354255076417 0.9123431253382724 
ezert 	 2347.6390365135953 1.0559002743876371 
enis 	 24216.990127941062 0.4370177572816431 
erzek 	 21411.823488214963 0.4370177572816431 
indokolt 	 16965.73955597512 0.4370177572816431 
hatalomatvetelt 	 21411.823488214963 0.4370177572816431 
bankok 	 1655.380917399351 1.4312438702812118 
reszerol 	 13536.725114988109 0.4370177572816431 
sokszor 	 7080.286458124512 0.7172992580392389 
kart 	 16965.73955597512 0.4370177572816431 
okoz 	 16965.73955597512 0.4370177572816431 
hajlamos 	 19770.90619570122 0.4370177572816431 
elfogadni 	 18606.656848488863 0.4370177572816431 
olyanertelemben 	 24216.990127941062 0.4370177572816431 
naluk 	 17703.594896320257 0.4370177572816431 
valami 	 5677.703138261462 0.7172992580392389 
nagyon 	 1228.5620653866754 1.382113524106052 
rosszulmegy 	 24216.990127941062 0.4370177572816431 
azonnal 	 6150.422789627238 0.7172992580392389 
kozbeszolnak 	 24216.990127941062 0.4370177572816431 
sajat 	 1600.6008892449806 1.2530709275299456 
erdekeikre 	 24216.990127941062 0.4370177572816431 
vigyaznak 	 19770.90619570122 0.4370177572816431 
alegjobban 	 21411.823488214963 0.4370177572816431 
lett 	 1638.0827538489004 1.2530709275299456 
volna 	 1341.5080208649115 1.323692680839582 
termeszetes 	 16341.891754714208 0.4370177572816431 
alapoktol 	 24216.990127941062 0.4370177572816431 
kezdik 	 21411.823488214963 0.4370177572816431 
gazdasagatalakitast 	 24216.990127941062 0.4370177572816431 
egyetertek 	 21411.823488214963 0.4370177572816431 
azzal 	 4914.2482615467015 0.7172992580392389 
mukodteto 	 21411.823488214963 0.4370177572816431 
kereteket 	 21411.823488214963 0.4370177572816431 
abankoknak 	 12108.495063970531 0.7172992580392389 
kell 	 534.7435989851923 1.652372584658588 
meghatarozni 	 19770.90619570122 0.4370177572816431 
igazsaghoz 	 19770.90619570122 0.4370177572816431 
tartozik 	 3075.211394813619 1.0559002743876371 
hogyegy 	 18606.656848488863 0.4370177572816431 
organikus 	 24216.990127941062 0.4370177572816431 
fejlodes 	 19770.90619570122 0.4370177572816431 
soran 	 11355.406276522925 0.4370177572816431 
kialakulnak 	 24216.990127941062 0.4370177572816431 
majd 	 3030.2137275827563 0.9123431253382724 
amelyek 	 1942.8977968018364 1.1659804573753851 
tisztessegesen 	 19770.90619570122 0.4370177572816431 
hosszu 	 5947.903911237183 0.7172992580392389 
tavon 	 16341.891754714208 0.4370177572816431 
ugyfeleiket 	 24216.990127941062 0.4370177572816431 
megtartvamukodnek 	 24216.990127941062 0.4370177572816431 
haracsolnak 	 24216.990127941062 0.4370177572816431 
kedvelt 	 12108.495063970531 0.7172992580392389 
mondas 	 17703.594896320257 0.4370177572816431 
bankot 	 18606.656848488863 0.4370177572816431 
nemkirabolni 	 24216.990127941062 0.4370177572816431 
hanem 	 663.4353555101399 1.5930385964627878 
tulajdonolni 	 24216.990127941062 0.4370177572816431 
igy 	 909.0641182748269 1.473136645122553 
lehet 	 606.0427455165512 1.614945952173902 
legjobbanpenzhez 	 24216.990127941062 0.4370177572816431 
jutni 	 17703.594896320257 0.4370177572816431 
feltetelezik 	 24216.990127941062 0.4370177572816431 
kelet 	 3785.1354255076417 0.9123431253382724 
kozep 	 3730.066554899817 0.9123431253382724 
europaban 	 13257.510964080415 0.4370177572816431 
kellett 	 3529.8479679952666 0.9123431253382724 
olyan 	 757.5534318956891 1.5407852523909173 
orszag 	 3130.185382018127 0.9123431253382724 
ahol 	 1600.6008892449806 1.2530709275299456 
azalapok 	 24216.990127941062 0.4370177572816431 
mar 	 635.883905676704 1.5930385964627878 
megvoltak 	 21411.823488214963 0.4370177572816431 
konnyen 	 7256.353979463028 0.7172992580392389 
kialakulhatott 	 24216.990127941062 0.4370177572816431 
bankszfera 	 24216.990127941062 0.4370177572816431 
tudatosan 	 5447.297251571403 0.9123431253382724 
epitettek 	 18606.656848488863 0.4370177572816431 
rablobankvilagot 	 24216.990127941062 0.4370177572816431 
ezt 	 459.4081986994363 1.6966066073920012 
tudom 	 6768.362557494054 0.7172992580392389 
megitelni 	 19770.90619570122 0.4370177572816431 
akarok 	 17703.594896320257 0.4370177572816431 
allast 	 4612.213359431406 0.9123431253382724 
foglalni 	 9303.328424244432 0.7172992580392389 
latokbele 	 24216.990127941062 0.4370177572816431 
mukodesebe 	 24216.990127941062 0.4370177572816431 
viszont 	 2373.919734882094 1.0559002743876371 
teny 	 4100.2818597514915 0.9123431253382724 
mindjart 	 17703.594896320257 0.4370177572816431 
azelejen 	 24216.990127941062 0.4370177572816431 
szukseg 	 10878.738331221539 0.4370177572816431 
atgondolt 	 24216.990127941062 0.4370177572816431 
szabalyokat 	 10705.911744107481 0.7172992580392389 
letevobankfelugyeletre 	 24216.990127941062 0.4370177572816431 
aminek 	 15801.490208762763 0.4370177572816431 
nemcsak 	 6259.827811867641 0.7172992580392389 
jogositvanyokat 	 24216.990127941062 0.4370177572816431 
valodifelugyeleti 	 24216.990127941062 0.4370177572816431 
erot 	 16965.73955597512 0.4370177572816431 
adnak 	 4966.142752198052 0.9123431253382724 
amivel 	 7449.214128297079 0.7172992580392389 
betartatja 	 24216.990127941062 0.4370177572816431 
rendezetlen 	 21411.823488214963 0.4370177572816431 
viszonyok 	 17703.594896320257 0.4370177572816431 
kozott 	 2297.0409934971817 1.0559002743876371 
bizonyos 	 1788.593079210335 1.2530709275299456 
tokeszint 	 24216.990127941062 0.4370177572816431 
felettonallosodnak 	 24216.990127941062 0.4370177572816431 
igen 	 1273.8946161638207 1.382113524106052 
allamnak 	 7900.745104381382 0.7172992580392389 
kulonosen 	 6498.161784518333 0.7172992580392389 
kulfoldi 	 2613.086081088579 1.0559002743876371 
tobbsegi 	 4966.142752198052 0.9123431253382724 
tulajdonbakerultek 	 24216.990127941062 0.4370177572816431 
megszunik 	 15801.490208762763 0.4370177572816431 
befolyasa 	 19770.90619570122 0.4370177572816431 
segitsektisztesseges 	 24216.990127941062 0.4370177572816431 
penz 	 1598.5999520999214 1.323692680839582 
kamatpolitikaval 	 24216.990127941062 0.4370177572816431 
igaz 	 2613.086081088579 1.0559002743876371 
feltetelezes 	 21411.823488214963 0.4370177572816431 
azert 	 1161.011872142745 1.382113524106052 
annyiban 	 16341.891754714208 0.4370177572816431 
lenne 	 1548.01582952366 1.2530709275299456 
beleszolasa 	 24216.990127941062 0.4370177572816431 
amennyiben 	 12750.975724545553 0.4370177572816431 
amukodes 	 24216.990127941062 0.4370177572816431 
kereteit 	 19770.90619570122 0.4370177572816431 
elorelatoan 	 24216.990127941062 0.4370177572816431 
jol 	 950.213120395847 1.5092814211685093 
szabja 	 19770.90619570122 0.4370177572816431 
hiszen 	 863.2435399571252 1.5092814211685093 
ezeket 	 5763.822518037895 0.7172992580392389 
akereteket 	 24216.990127941062 0.4370177572816431 
mindig 	 1323.692987998225 1.382113524106052 
kozponti 	 11707.541319199956 0.4370177572816431 
bank 	 2037.3046884489058 1.0559002743876371 
adja 	 13536.725114988109 0.4370177572816431 
mint 	 568.1650739217669 1.6346151768768522 
legvegso 	 24216.990127941062 0.4370177572816431 
hitelezo 	 21411.823488214963 0.4370177572816431 
apenzteremtes 	 24216.990127941062 0.4370177572816431 
szabalyait 	 21411.823488214963 0.4370177572816431 
ott 	 1420.8298692599221 1.323692680839582 
hatarozzak 	 21411.823488214963 0.4370177572816431 
tehat 	 3276.165507697801 0.9123431253382724 
mukodikelfogadhatoan 	 24216.990127941062 0.4370177572816431 
mindez 	 12093.261616868058 0.4370177572816431 
nemzeti 	 4801.802667734942 0.7172992580392389 
funkciojat 	 21411.823488214963 0.4370177572816431 
hatarozzakmeg 	 24216.990127941062 0.4370177572816431 
mondtam 	 16341.891754714208 0.4370177572816431 
eros 	 6498.161784518333 0.7172992580392389 
bankfelugyelet 	 24216.990127941062 0.4370177572816431 
amitmagyarorszagon 	 24216.990127941062 0.4370177572816431 
ugy 	 432.88767536896523 1.7089514785078812 
letesitettek 	 24216.990127941062 0.4370177572816431 
kello 	 16341.891754714208 0.4370177572816431 
erovelkikenyszeritse 	 24216.990127941062 0.4370177572816431 
szabalyok 	 17703.594896320257 0.4370177572816431 
betartasat 	 21411.823488214963 0.4370177572816431 
kovetkezeskeppen 	 21411.823488214963 0.4370177572816431 
mnb 	 4720.190972083008 0.9123431253382724 
sokak 	 19770.90619570122 0.4370177572816431 
szerint 	 1298.6630261068956 1.323692680839582 
olyanokiranyitanak 	 24216.990127941062 0.4370177572816431 
akiknek 	 4512.241704996036 0.9123431253382724 
erdeke 	 15324.822263461381 0.4370177572816431 
allam 	 2305.529007215158 1.1659804573753851 
vagy 	 606.0427455165512 1.614945952173902 
kormany 	 1837.6327947977452 1.1659804573753851 
apenzugyi 	 18606.656848488863 0.4370177572816431 
technikakkal 	 24216.990127941062 0.4370177572816431 
elenkitse 	 24216.990127941062 0.4370177572816431 
inkabb 	 3238.1629946697276 0.9123431253382724 
bankoknakkedveznek 	 24216.990127941062 0.4370177572816431 
picivel 	 24216.990127941062 0.4370177572816431 
ennel 	 4837.569319642018 0.9123431253382724 
bonyolultabb 	 24216.990127941062 0.4370177572816431 
bar 	 1946.0943160649254 1.0559002743876371 
mindenorszagban 	 24216.990127941062 0.4370177572816431 
egyetlen 	 9828.496523093403 0.4370177572816431 
amelyik 	 6259.827811867641 0.7172992580392389 
viszonylag 	 8482.86977798756 0.7172992580392389 
tud 	 10731.558475262009 0.4370177572816431 
kormanyszamara 	 24216.990127941062 0.4370177572816431 
teremteni 	 17703.594896320257 0.4370177572816431 
azonban 	 1565.0926910090634 1.2530709275299456 
nalunk 	 1727.6088024097226 1.323692680839582 
jelen 	 4173.218541245094 0.9123431253382724 
pillanatban 	 2483.071376099026 1.2530709275299456 
isossze 	 24216.990127941062 0.4370177572816431 
keveredve 	 24216.990127941062 0.4370177572816431 
allami 	 1989.161816963891 1.1659804573753851 
koltsegvetes 	 5763.822518037895 0.7172992580392389 
szamlai 	 24216.990127941062 0.4370177572816431 
azmnb 	 24216.990127941062 0.4370177572816431 
ben 	 1780.4749358947713 1.1659804573753851 
vannak 	 3276.165507697801 0.9123431253382724 
penzek 	 4085.472938678552 1.0559002743876371 
osszemosodnak 	 24216.990127941062 0.4370177572816431 
tisztapenzekkel 	 24216.990127941062 0.4370177572816431 
rendszerben 	 16965.73955597512 0.4370177572816431 
mukodnek 	 9303.328424244432 0.7172992580392389 
valamiolyasmirol 	 24216.990127941062 0.4370177572816431 
szo 	 2486.452271204864 1.0559002743876371 
adott 	 5033.312013343107 0.7172992580392389 
osszeg 	 14160.572916249024 0.4370177572816431 
amellyel 	 7256.353979463028 0.7172992580392389 
szabadonjatszik 	 24216.990127941062 0.4370177572816431 
koltsegvetesi 	 6259.827811867641 0.7172992580392389 
miutan 	 4512.241704996036 0.9123431253382724 
nemzetibanknak 	 24216.990127941062 0.4370177572816431 
vegul 	 11527.64503607579 0.4370177572816431 
maganak 	 15324.822263461381 0.4370177572816431 
osszessegeben 	 18606.656848488863 0.4370177572816431 
nemtartozik 	 24216.990127941062 0.4370177572816431 
abban 	 3238.1629946697276 0.9123431253382724 
manover 	 21411.823488214963 0.4370177572816431 
eltuntetodik 	 24216.990127941062 0.4370177572816431 
dolgok 	 4720.190972083008 0.9123431253382724 
letisztulnak 	 24216.990127941062 0.4370177572816431 
tenyleg 	 15801.490208762763 0.4370177572816431 
lathato 	 12996.323569036666 0.4370177572816431 
lesz 	 1298.6630261068956 1.323692680839582 
peldaul 	 5226.172162177158 0.7172992580392389 
akoltsegvetes 	 17703.594896320257 0.4370177572816431 
netto 	 14512.707958926056 0.4370177572816431 
adossaghelyzete 	 24216.990127941062 0.4370177572816431 
javult 	 7900.745104381382 0.7172992580392389 
romlott 	 8482.86977798756 0.7172992580392389 
jelenleg 	 10731.558475262009 0.4370177572816431 
lehetjatszadozni 	 24216.990127941062 0.4370177572816431 
ezzel 	 3201.2017784899613 0.9123431253382724 
attol 	 5947.903911237183 0.7172992580392389 
fuggoen 	 18606.656848488863 0.4370177572816431 
nel 	 14898.428256594158 0.4370177572816431 
vezetettkoltsegvetesi 	 24216.990127941062 0.4370177572816431 
szamlakat 	 21411.823488214963 0.4370177572816431 
hogyan 	 2341.5082638399913 1.1659804573753851 
tekintik 	 14898.428256594158 0.4370177572816431 
netansemleges 	 24216.990127941062 0.4370177572816431 
maradt 	 5515.736719284061 0.7172992580392389 
mikeppen 	 16965.73955597512 0.4370177572816431 
lehetne 	 5947.903911237183 0.7172992580392389 
talpara 	 24216.990127941062 0.4370177572816431 
allitani 	 5447.297251571403 0.9123431253382724 
piramist 	 24216.990127941062 0.4370177572816431 
agazdasag 	 24216.990127941062 0.4370177572816431 
kezdjen 	 21411.823488214963 0.4370177572816431 
mukodni 	 17703.594896320257 0.4370177572816431 
nezze 	 19770.90619570122 0.4370177572816431 
szerintem 	 2950.5991493867095 1.2530709275299456 
annyira 	 4332.107856345555 0.9123431253382724 
melyen 	 7449.214128297079 0.7172992580392389 
azallamnak 	 12108.495063970531 0.7172992580392389 
kivonulasat 	 21411.823488214963 0.4370177572816431 
kerni 	 7137.274496071654 0.9123431253382724 
surgetni 	 24216.990127941062 0.4370177572816431 
ongyilkossag 	 21411.823488214963 0.4370177572816431 
perszeazzal 	 24216.990127941062 0.4370177572816431 
egyet 	 5947.903911237183 0.7172992580392389 
erteni 	 17703.594896320257 0.4370177572816431 
altal 	 1341.5080208649115 1.323692680839582 
elkoltott 	 24216.990127941062 0.4370177572816431 
alegkevesbe 	 24216.990127941062 0.4370177572816431 
hatekonyak 	 21411.823488214963 0.4370177572816431 
dolog 	 2238.03993293989 1.1659804573753851 
nez 	 18606.656848488863 0.4370177572816431 
szoktammondani 	 24216.990127941062 0.4370177572816431 
beteg 	 7662.411131730691 0.7172992580392389 
korhazba 	 16965.73955597512 0.4370177572816431 
vinni 	 21411.823488214963 0.4370177572816431 
akorhaz 	 24216.990127941062 0.4370177572816431 
magankezeles 	 24216.990127941062 0.4370177572816431 
jobb 	 3842.5483453585966 0.9123431253382724 
sulyos 	 5763.822518037895 0.7172992580392389 
ahelyzet 	 10705.911744107481 0.7172992580392389 
korhaz 	 18606.656848488863 0.4370177572816431 
megoldas 	 14898.428256594158 0.4370177572816431 
ilyen 	 949.5678939528376 1.473136645122553 
helyzet 	 5763.822518037895 0.7172992580392389 
reszt 	 11355.406276522925 0.4370177572816431 
venni 	 6628.755482040207 0.7172992580392389 
ujra 	 11355.406276522925 0.4370177572816431 
eloszt 	 24216.990127941062 0.4370177572816431 
azaltal 	 16341.891754714208 0.4370177572816431 
penzeket 	 19770.90619570122 0.4370177572816431 
amiket 	 18606.656848488863 0.4370177572816431 
ado 	 12750.975724545553 0.4370177572816431 
formajabanbeszed 	 24216.990127941062 0.4370177572816431 
stabil 	 18606.656848488863 0.4370177572816431 
fizeto 	 21411.823488214963 0.4370177572816431 
beruhazasokra 	 18606.656848488863 0.4370177572816431 
kolti 	 21411.823488214963 0.4370177572816431 
elenkiti 	 24216.990127941062 0.4370177572816431 
agazdasagot 	 24216.990127941062 0.4370177572816431 
levezenyelni 	 24216.990127941062 0.4370177572816431 
tokesites 	 24216.990127941062 0.4370177572816431 
feljavitas 	 24216.990127941062 0.4370177572816431 
mondja 	 2838.851569130731 1.0559002743876371 
itt 	 872.2478396349691 1.473136645122553 
xmilliard 	 24216.990127941062 0.4370177572816431 
forint 	 11355.406276522925 0.4370177572816431 
tessek 	 16965.73955597512 0.4370177572816431 
kihelyezni 	 24216.990127941062 0.4370177572816431 
olyanoknak 	 24216.990127941062 0.4370177572816431 
jolhasznositjak 	 24216.990127941062 0.4370177572816431 
magyaran 	 8170.945877357104 0.7172992580392389 
hasznaljak 	 8851.797448160129 0.7172992580392389 
fel 	 1837.6327947977452 1.1659804573753851 
ahogykell 	 24216.990127941062 0.4370177572816431 
megnezik 	 24216.990127941062 0.4370177572816431 
kinek 	 6918.32003914711 0.7172992580392389 
felhasznalast 	 24216.990127941062 0.4370177572816431 
szigoruan 	 16341.891754714208 0.4370177572816431 
betartatjak 	 24216.990127941062 0.4370177572816431 
lenyeg 	 4241.43488899378 1.0559002743876371 
miert 	 2297.0409934971817 1.0559002743876371 
tortenik 	 6768.362557494054 0.7172992580392389 
egyszeru 	 6768.362557494054 0.7172992580392389 
arrol 	 2400.901333867471 1.0559002743876371 
nagy 	 2297.0409934971817 1.0559002743876371 
orszagokban 	 7662.411131730691 0.7172992580392389 
titkoljak 	 24216.990127941062 0.4370177572816431 
japantol 	 24216.990127941062 0.4370177572816431 
usa 	 1453.7463993916153 1.2530709275299456 
oriasi 	 6375.4878622727765 0.7172992580392389 
folynak 	 16341.891754714208 0.4370177572816431 
bankokon 	 24216.990127941062 0.4370177572816431 
kulonbseg 	 6768.362557494054 0.7172992580392389 
annyi 	 6918.32003914711 0.7172992580392389 
nyugaton 	 17703.594896320257 0.4370177572816431 
helyreteszik 	 24216.990127941062 0.4370177572816431 
toket 	 19770.90619570122 0.4370177572816431 
pedig 	 1136.3301478435337 1.382113524106052 
egyes 	 5294.7719519929 0.7172992580392389 
bankokonatfolyik 	 24216.990127941062 0.4370177572816431 
helyekre 	 24216.990127941062 0.4370177572816431 
hasznosul 	 24216.990127941062 0.4370177572816431 
mondjak 	 6375.4878622727765 0.7172992580392389 
maganositas 	 24216.990127941062 0.4370177572816431 
sem 	 699.2800909806361 1.5684880541569772 
javitja 	 24216.990127941062 0.4370177572816431 
gazdasageselyeit 	 24216.990127941062 0.4370177572816431 
kalandortoke 	 24216.990127941062 0.4370177572816431 
szerez 	 18606.656848488863 0.4370177572816431 
tulajdont 	 21411.823488214963 0.4370177572816431 
velekedik 	 24216.990127941062 0.4370177572816431 
bonyolult 	 16341.891754714208 0.4370177572816431 
nehez 	 4100.2818597514915 0.9123431253382724 
kerdes 	 2428.6222460022955 1.0559002743876371 
konkret 	 13257.510964080415 0.4370177572816431 
konkretelemzeseben 	 24216.990127941062 0.4370177572816431 
hiszek 	 12108.495063970531 0.7172992580392389 
pusztan 	 15801.490208762763 0.4370177572816431 
