term 	 tf-idf weight 	 BM25 ranking 
 law 	 97.82567097123302 1.8126503444757553 
personnel 	 1509.2897153080376 1.27513437583935 
records 	 1117.2323652589841 1.5096213692883809 
resources 	 2409.6947988451057 0.935924593516155 
workers 	 386.0171138475356 1.7511363219700526 
enjoy 	 4303.186770554041 0.935924593516155 
designed 	 2430.9597458053377 0.935924593516155 
safe 	 7820.62655681289 0.6109018019175759 
free 	 250.459265720451 1.702255973974094 
illegal 	 539.5065890676053 1.702255973974094 
chapter 	 3322.693593595707 0.935924593516155 
outlines 	 8606.373541108082 0.6109018019175759 
federal 	 352.15338003962967 1.702255973974094 
laws 	 423.81664705041607 1.6813965663486448 
governing 	 7443.415817717195 0.6109018019175759 
legal 	 732.1343543299718 1.4503528649578232 
relationships 	 6645.387187191414 0.6109018019175759 
employers 	 337.78375483131236 1.8269116473005467 
employees 	 177.78205818208022 1.881180039666714 
extent 	 6037.15886123215 0.6109018019175759 
worker's 	 3595.4903119614514 1.137689090403352 
depends 	 2199.2633383649018 1.27513437583935 
worker 	 328.1607065783126 1.8126503444757553 
employer 	 175.80419718904645 1.9077056633228813 
paid 	 1364.5811691054682 1.3747880345118528 
task 	 8428.854882772153 0.6109018019175759 
provide 	 1089.3289770333326 1.27513437583935 
service 	 781.1772921819794 1.3747880345118528 
person 	 329.94321227148026 1.7367293600935367 
distinction 	 8106.810115951496 0.6109018019175759 
business 	 584.5614559028761 1.27513437583935 
classification 	 8428.854882772153 0.6109018019175759 
determines 	 9472.116605934461 0.6109018019175759 
entitled 	 1180.3996096978833 1.5096213692883809 
covered 	 1001.9408082684097 1.5096213692883809 
protected 	 1894.4233211868925 1.3747880345118528 
wage 	 961.0811137942153 1.5573521321702217 
hour 	 1303.4377594688149 1.4503528649578232 
regulations 	 2215.129062397138 1.137689090403352 
substantially 	 11829.732659046662 0.6109018019175759 
protection 	 2590.553478319266 0.935924593516155 
contractors 	 11255.5843015152 0.6109018019175759 
based 	 452.24006978449495 1.5096213692883809 
performed 	 8606.373541108082 0.6109018019175759 
title 	 424.77382916133143 1.5096213692883809 
control 	 3625.9367025189367 0.6109018019175759 
hand 	 6248.757487995879 0.6109018019175759 
acts 	 1832.2603581556095 1.27513437583935 
enterprise 	 8606.373541108082 0.6109018019175759 
status 	 850.7382331302823 1.3747880345118528 
arrives 	 12569.938631465095 0.6109018019175759 
set 	 3818.657768448369 0.6109018019175759 
time 	 136.29729324807803 1.7756865376809157 
day 	 1191.141558603947 1.137689090403352 
trained 	 9226.883513297935 0.6109018019175759 
boss's 	 15396.668050208142 0.6109018019175759 
tools 	 8106.810115951496 0.6109018019175759 
equipment 	 3200.0770472774434 0.935924593516155 
week 	 1990.1079782388535 1.137689090403352 
month 	 6248.757487995879 0.6109018019175759 
company 	 1592.5170924957067 1.137689090403352 
sets 	 8606.373541108082 0.6109018019175759 
realizes 	 15396.668050208142 0.6109018019175759 
profit 	 7114.500552822261 0.6109018019175759 
risks 	 7959.7415171413095 0.6109018019175759 
loss 	 6105.776260974551 0.6109018019175759 
probably 	 3910.313278406445 0.935924593516155 
unsure 	 13613.200354627403 0.6109018019175759 
seek 	 3721.7079088585974 0.935924593516155 
advice 	 8106.810115951496 0.6109018019175759 
internal 	 2859.5500762643023 0.935924593516155 
revenue 	 1685.770976554431 1.3747880345118528 
department 	 235.67372305105735 1.8046005518152448 
labor 	 554.5573737041699 1.6294807501422346 
recognizes 	 9226.883513297935 0.6109018019175759 
traditional 	 5436.067849142138 0.6109018019175759 
rule 	 5383.0144231694985 0.6109018019175759 
means 	 1538.895466324716 1.137689090403352 
takes 	 3200.0770472774434 0.935924593516155 
action 	 1727.0356522128438 1.137689090403352 
create 	 2745.11913550408 0.935924593516155 
alter 	 10389.84123668882 0.6109018019175759 
enter 	 7688.648910353722 0.6109018019175759 
oral 	 8428.854882772153 0.6109018019175759 
written 	 2833.218703393409 0.6109018019175759 
contract 	 7219.535544722878 0.6109018019175759 
guaranteeing 	 11829.732659046662 0.6109018019175759 
employ 	 4871.604606361025 0.935924593516155 
specific 	 925.1320150953538 1.137689090403352 
period 	 824.8580306787006 1.4503528649578232 
promising 	 10786.470935884356 0.6109018019175759 
terminate 	 3943.244219682221 1.137689090403352 
specified 	 9472.116605934461 0.6109018019175759 
reasons 	 2829.9740610682275 0.935924593516155 
handbook 	 10786.470935884356 0.6109018019175759 
collective 	 7688.648910353722 0.6109018019175759 
bargaining 	 9226.883513297935 0.6109018019175759 
agreement 	 2665.5164286207605 0.935924593516155 
limit 	 2521.037272648591 1.137689090403352 
employer's 	 3595.4903119614514 1.137689090403352 
inadvertently 	 15396.668050208142 0.6109018019175759 
fire 	 1203.2559241204794 1.4503528649578232 
actions 	 1848.5245790138995 1.137689090403352 
reason 	 603.7158861232151 1.6294807501422346 
believe 	 3322.693593595707 0.935924593516155 
jobs 	 1652.5594535770367 1.3747880345118528 
continue 	 5970.323934716561 0.6109018019175759 
example 	 349.22113267615526 1.702255973974094 
promises 	 8797.053353459607 0.6109018019175759 
job 	 266.6730872731203 1.8269116473005467 
moves 	 8262.797267885184 0.6109018019175759 
specifically 	 5841.647122577958 0.6109018019175759 
changed 	 7219.535544722878 0.6109018019175759 
gone 	 10786.470935884356 0.6109018019175759 
trouble 	 9226.883513297935 0.6109018019175759 
expense 	 9472.116605934461 0.6109018019175759 
moving 	 7820.62655681289 0.6109018019175759 
reasonably 	 8606.373541108082 0.6109018019175759 
relying 	 11829.732659046662 0.6109018019175759 
promise 	 9226.883513297935 0.6109018019175759 
implications 	 5779.6441223650345 0.6109018019175759 
reaching 	 8106.810115951496 0.6109018019175759 
contrary 	 11255.5843015152 0.6109018019175759 
discharge 	 2696.617733971089 1.27513437583935 
fired 	 1721.2747082216163 1.3747880345118528 
racial 	 7959.7415171413095 0.6109018019175759 
gender 	 10389.84123668882 0.6109018019175759 
silly 	 15396.668050208142 0.6109018019175759 
resign 	 13613.200354627403 0.6109018019175759 
giving 	 2985.1619673582804 0.935924593516155 
notice 	 1303.4377594688149 1.4503528649578232 
doing 	 3200.0770472774434 0.935924593516155 
greatly 	 9472.116605934461 0.6109018019175759 
inconveniences 	 15396.668050208142 0.6109018019175759 
programs 	 1046.7140597839552 1.27513437583935 
governments 	 3239.664786152222 0.935924593516155 
particular 	 972.3838983221352 1.3747880345118528 
enjoys 	 11255.5843015152 0.6109018019175759 
terms 	 1538.895466324716 1.137689090403352 
conditions 	 810.3199152684459 1.4503528649578232 
provides 	 1525.9979801717284 1.137689090403352 
laid 	 10389.84123668882 0.6109018019175759 
forced 	 3721.7079088585974 0.935924593516155 
program 	 3035.9219021094714 0.6109018019175759 
funded 	 8262.797267885184 0.6109018019175759 
contributions 	 6176.27382156057 0.6109018019175759 
automatic 	 10046.264963465923 0.6109018019175759 
apply 	 1364.5811691054682 1.3747880345118528 
gathering 	 9226.883513297935 0.6109018019175759 
information 	 213.72487775653553 1.6294807501422346 
applicant 	 1406.9480376894 1.5573521321702217 
initial 	 7329.041432622438 0.6109018019175759 
determination 	 7959.7415171413095 0.6109018019175759 
eligible 	 1623.8682021203415 1.4503528649578232 
receive 	 834.5210175111367 1.5096213692883809 
department's 	 13613.200354627403 0.6109018019175759 
decision 	 4577.993940515185 0.6109018019175759 
informs 	 15396.668050208142 0.6109018019175759 
contributes 	 11255.5843015152 0.6109018019175759 
pay 	 800.303637718444 1.5096213692883809 
opportunity 	 1990.1079782388535 1.137689090403352 
length 	 8797.053353459607 0.6109018019175759 
amount 	 872.2537515677931 1.5096213692883809 
money 	 4861.919491610675 0.6109018019175759 
called 	 2251.1560069396965 0.935924593516155 
base 	 1753.396414469717 1.27513437583935 
calendar 	 10786.470935884356 0.6109018019175759 
quarter 	 5627.7921507576 0.935924593516155 
system 	 2775.396045286062 0.6109018019175759 
collect 	 2754.265755961728 1.137689090403352 
available 	 1342.3303887824982 1.137689090403352 
registered 	 7563.1118179457735 0.6109018019175759 
meet 	 5331.032857241521 0.6109018019175759 
provisions 	 4131.398633942592 0.935924593516155 
leaves 	 4131.398633942592 0.935924593516155 
commission 	 577.9644122365036 1.6294807501422346 
salesperson 	 15396.668050208142 0.6109018019175759 
student 	 6037.15886123215 0.6109018019175759 
hired 	 9743.20921272205 0.6109018019175759 
educational 	 5331.032857241521 0.6109018019175759 
institution 	 7219.535544722878 0.6109018019175759 
enrolled 	 10786.470935884356 0.6109018019175759 
misconduct 	 11829.732659046662 0.6109018019175759 
quits 	 15396.668050208142 0.6109018019175759 
intolerable 	 4537.733451542467 1.137689090403352 
environment 	 782.6436461206175 1.4503528649578232 
participates 	 5132.222683402713 1.137689090403352 
strike 	 8262.797267885184 0.6109018019175759 
refuses 	 9226.883513297935 0.6109018019175759 
offer 	 6248.757487995879 0.6109018019175759 
fails 	 8428.854882772153 0.6109018019175759 
accept 	 6822.905845527342 0.6109018019175759 
suitable 	 9743.20921272205 0.6109018019175759 
ideas 	 5230.117962298129 0.6109018019175759 
constitutes 	 4871.604606361025 0.935924593516155 
reasonable 	 530.6494344760873 1.7367293600935367 
issue 	 1826.300076780699 0.935924593516155 
disputed 	 10046.264963465923 0.6109018019175759 
claims 	 6400.154094554887 0.6109018019175759 
created 	 4777.55127748712 0.6109018019175759 
kinds 	 10389.84123668882 0.6109018019175759 
legitimate 	 4398.5266767298035 0.935924593516155 
quit 	 11829.732659046662 0.6109018019175759 
valid 	 2606.8755189376297 1.137689090403352 
include 	 1098.2015314949576 1.27513437583935 
inaction 	 13613.200354627403 0.6109018019175759 
informed 	 8606.373541108082 0.6109018019175759 
instances 	 9226.883513297935 0.6109018019175759 
substantial 	 7959.7415171413095 0.6109018019175759 
cut 	 8606.373541108082 0.6109018019175759 
drastic 	 10786.470935884356 0.6109018019175759 
changes 	 2126.8455828257056 0.935924593516155 
employee's 	 2696.617733971089 1.27513437583935 
consent 	 8262.797267885184 0.6109018019175759 
requiring 	 4214.427441386077 0.935924593516155 
break 	 7443.415817717195 0.6109018019175759 
obviously 	 10389.84123668882 0.6109018019175759 
unsafe 	 11829.732659046662 0.6109018019175759 
demotions 	 15396.668050208142 0.6109018019175759 
modest 	 11255.5843015152 0.6109018019175759 
decreases 	 15396.668050208142 0.6109018019175759 
disagreements 	 12569.938631465095 0.6109018019175759 
management 	 2143.885567039607 0.935924593516155 
policy 	 1022.4375938089889 1.27513437583935 
purposes 	 6248.757487995879 0.6109018019175759 
decides 	 9003.003240303617 0.6109018019175759 
receives 	 4131.398633942592 0.935924593516155 
weekly 	 2809.6182942573846 1.137689090403352 
benefit 	 1695.2665882016643 1.137689090403352 
percentage 	 8428.854882772153 0.6109018019175759 
previous 	 5841.647122577958 0.6109018019175759 
average 	 3910.313278406445 0.935924593516155 
salary 	 2251.1168603030405 1.3747880345118528 
exceed 	 9472.116605934461 0.6109018019175759 
maximum 	 2406.511848240959 1.137689090403352 
ceiling 	 12569.938631465095 0.6109018019175759 
determined 	 3781.5559089728868 0.935924593516155 
statewide 	 11829.732659046662 0.6109018019175759 
calculated 	 9743.20921272205 0.6109018019175759 
weeks 	 3506.792828939434 0.935924593516155 
received 	 5181.106956638532 0.6109018019175759 
allowed 	 1053.8904033951262 1.4503528649578232 
whichever 	 15396.668050208142 0.6109018019175759 
sooner 	 12569.938631465095 0.6109018019175759 
recipient 	 4871.604606361025 0.935924593516155 
continues 	 8428.854882772153 0.6109018019175759 
look 	 4121.713519192243 0.6109018019175759 
permanent 	 1346.5231759305889 1.3747880345118528 
temporary 	 3157.372201978154 1.137689090403352 
keeps 	 10389.84123668882 0.6109018019175759 
portion 	 9003.003240303617 0.6109018019175759 
income 	 3088.136910780285 0.935924593516155 
reduced 	 7820.62655681289 0.6109018019175759 
excess 	 10046.264963465923 0.6109018019175759 
designated 	 10786.470935884356 0.6109018019175759 
injured 	 9472.116605934461 0.6109018019175759 
regardless 	 3979.8707585706547 0.935924593516155 
injury 	 4214.427441386077 0.935924593516155 
happened 	 9743.20921272205 0.6109018019175759 
exceptions 	 3001.0010801012054 1.137689090403352 
industrial 	 2542.8998823024963 0.935924593516155 
death 	 4655.969604766667 0.6109018019175759 
total 	 5905.1812147729825 0.6109018019175759 
disability 	 1204.1221261103076 1.5096213692883809 
partial 	 10046.264963465923 0.6109018019175759 
related 	 1022.4375938089889 1.27513437583935 
expenses 	 7443.415817717195 0.6109018019175759 
amounts 	 8262.797267885184 0.6109018019175759 
guidelines 	 7219.535544722878 0.6109018019175759 
thirds 	 11829.732659046662 0.6109018019175759 
discussed 	 1271.4499411512481 1.27513437583935 
c26 	 15396.668050208142 0.6109018019175759 
html 	 202.21170987074132 1.3747880345118528 
retired 	 4501.501620151808 0.935924593516155 
gains 	 7959.7415171413095 0.6109018019175759 
coverage 	 6176.27382156057 0.6109018019175759 
performing 	 5023.132481732961 0.935924593516155 
includes 	 3521.96296037558 0.6109018019175759 
full 	 2214.3963632904183 0.935924593516155 
self 	 4655.969604766667 0.6109018019175759 
farm 	 3844.324455176861 0.935924593516155 
united 	 709.5130323321565 1.3747880345118528 
armed 	 8106.810115951496 0.6109018019175759 
services 	 1208.645567506312 1.137689090403352 
private 	 2474.5740920361022 0.935924593516155 
nonprofit 	 6037.15886123215 0.6109018019175759 
organizations 	 5545.573737041699 0.6109018019175759 
domestic 	 5602.125464029108 0.6109018019175759 
local 	 1342.3303887824982 1.137689090403352 
usual 	 10046.264963465923 0.6109018019175759 
receiving 	 4214.427441386077 0.935924593516155 
option 	 3458.2398969895007 0.935924593516155 
initiating 	 11829.732659046662 0.6109018019175759 
monthly 	 8106.810115951496 0.6109018019175759 
check 	 6822.905845527342 0.6109018019175759 
dollar 	 6176.27382156057 0.6109018019175759 
detail 	 7820.62655681289 0.6109018019175759 
c24 	 15396.668050208142 0.6109018019175759 
elder 	 10046.264963465923 0.6109018019175759 
c14 	 12569.938631465095 0.6109018019175759 
chapters 	 4871.604606361025 0.935924593516155 
major 	 1148.8834222391297 1.137689090403352 
act 	 180.61007218168098 1.839155353860473 
americans 	 1753.396414469717 1.27513437583935 
protect 	 5779.6441223650345 0.6109018019175759 
additional 	 6400.154094554887 0.6109018019175759 
human 	 208.72244038202933 1.7862306318263201 
applies 	 3979.8707585706547 0.935924593516155 
july 	 5970.323934716561 0.6109018019175759 
covers 	 3910.313278406445 0.935924593516155 
alleged 	 8428.854882772153 0.6109018019175759 
physical 	 972.3838983221352 1.3747880345118528 
mental 	 2305.493264659667 1.137689090403352 
perceived 	 8606.373541108082 0.6109018019175759 
handicap 	 12569.938631465095 0.6109018019175759 
addition 	 1429.7750381321512 1.27513437583935 
types 	 2542.8998823024963 0.935924593516155 
aware 	 7959.7415171413095 0.6109018019175759 
anti 	 4993.897138069843 0.6109018019175759 
applicable 	 9472.116605934461 0.6109018019175759 
situation 	 1664.6323793566144 1.137689090403352 
cook 	 3001.0010801012054 1.137689090403352 
county 	 2035.2587536581837 1.137689090403352 
city 	 4287.771134079214 0.6109018019175759 
chicago 	 492.3195457349913 1.702255973974094 
subject 	 1137.3558657082392 0.935924593516155 
outlawed 	 10786.470935884356 0.6109018019175759 
passed 	 2305.493264659667 1.137689090403352 
congress 	 5905.1812147729825 0.6109018019175759 
combination 	 8262.797267885184 0.6109018019175759 
ancestry 	 10046.264963465923 0.6109018019175759 
arrest 	 7688.648910353722 0.6109018019175759 
record 	 5841.647122577958 0.6109018019175759 
citizenship 	 9003.003240303617 0.6109018019175759 
color 	 7820.62655681289 0.6109018019175759 
creed 	 13613.200354627403 0.6109018019175759 
marital 	 5393.235467942178 0.935924593516155 
national 	 1466.2873383750928 0.935924593516155 
origin 	 7563.1118179457735 0.6109018019175759 
race 	 3280.5094865339297 0.935924593516155 
religion 	 3279.046842231505 0.6109018019175759 
sex 	 2481.1386059057313 1.137689090403352 
unfavorable 	 10786.470935884356 0.6109018019175759 
military 	 4655.969604766667 0.6109018019175759 
people 	 430.70252911927287 1.5096213692883809 
frequently 	 6645.387187191414 0.6109018019175759 
refer 	 9003.003240303617 0.6109018019175759 
vii 	 1731.6402061148033 1.4503528649578232 
talking 	 10389.84123668882 0.6109018019175759 
section 	 6561.018973067859 0.6109018019175759 
prohibits 	 2157.294187176871 1.3747880345118528 
wide 	 5490.23827100816 0.6109018019175759 
including 	 753.0234486206491 1.137689090403352 
advertisements 	 9743.20921272205 0.6109018019175759 
apprenticeship 	 15396.668050208142 0.6109018019175759 
firing 	 10786.470935884356 0.6109018019175759 
hiring 	 3348.7549878219743 1.137689090403352 
layoffs 	 13613.200354627403 0.6109018019175759 
promotions 	 3751.8614338384004 1.137689090403352 
recalls 	 11255.5843015152 0.6109018019175759 
recruitment 	 9743.20921272205 0.6109018019175759 
testing 	 1860.8539544292987 1.27513437583935 
training 	 2772.7868685208496 0.935924593516155 
transfers 	 4871.604606361025 0.935924593516155 
retaliation 	 5393.235467942178 0.935924593516155 
files 	 2606.8755189376297 1.137689090403352 
charge 	 2371.5001842740867 1.137689090403352 
investigation 	 5230.117962298129 0.6109018019175759 
opposes 	 13613.200354627403 0.6109018019175759 
unlawful 	 4736.058302967231 0.935924593516155 
practice 	 6323.342420370758 0.6109018019175759 
extremely 	 8262.797267885184 0.6109018019175759 
limited 	 5436.067849142138 0.6109018019175759 
circumstances 	 924.2622895069497 1.4503528649578232 
decisions 	 2107.7808067902524 1.137689090403352 
practices 	 5545.573737041699 0.6109018019175759 
person's 	 2809.6182942573846 1.137689090403352 
demonstrate 	 8106.810115951496 0.6109018019175759 
truly 	 4501.501620151808 0.935924593516155 
hire 	 1391.887030388864 1.5096213692883809 
women 	 1056.0161394416903 1.3747880345118528 
attendants 	 13613.200354627403 0.6109018019175759 
women's 	 1639.5234211157524 0.935924593516155 
locker 	 13613.200354627403 0.6109018019175759 
religious 	 2035.2587536581837 1.137689090403352 
institutions 	 5719.100152528605 0.6109018019175759 
refuse 	 1759.4106706919215 1.3747880345118528 
individuals 	 1947.2157075259856 1.137689090403352 
beliefs 	 7219.535544722878 0.6109018019175759 
positions 	 3280.5094865339297 0.935924593516155 
directly 	 6176.27382156057 0.6109018019175759 
performance 	 5779.6441223650345 0.6109018019175759 
duties 	 2065.699316971296 1.27513437583935 
discriminate 	 7698.334025104071 0.935924593516155 
secular 	 11829.732659046662 0.6109018019175759 
tasks 	 9472.116605934461 0.6109018019175759 
secretarial 	 15396.668050208142 0.6109018019175759 
janitorial 	 15396.668050208142 0.6109018019175759 
police 	 3161.671210185379 0.935924593516155 
departments 	 9003.003240303617 0.6109018019175759 
applicant's 	 5627.7921507576 0.935924593516155 
abilities 	 4501.501620151808 0.935924593516155 
criteria 	 9003.003240303617 0.6109018019175759 
measure 	 7219.535544722878 0.6109018019175759 
skills 	 2371.5001842740867 1.137689090403352 
essential 	 1264.6684840741516 1.3747880345118528 
perform 	 2562.8829701179075 1.137689090403352 
applied 	 6248.757487995879 0.6109018019175759 
selective 	 10786.470935884356 0.6109018019175759 
discriminatory 	 5393.235467942178 0.935924593516155 
require 	 1402.7171315757737 1.3747880345118528 
applicants 	 2597.460309172205 1.27513437583935 
administrative 	 3664.520716311219 0.935924593516155 
pass 	 4501.501620151808 0.935924593516155 
typing 	 15396.668050208142 0.6109018019175759 
computer 	 5970.323934716561 0.6109018019175759 
examinations 	 3595.4903119614514 1.137689090403352 
proving 	 4736.058302967231 0.935924593516155 
specifics 	 10389.84123668882 0.6109018019175759 
easier 	 9226.883513297935 0.6109018019175759 
prove 	 8428.854882772153 0.6109018019175759 
repeated 	 9003.003240303617 0.6109018019175759 
pattern 	 9472.116605934461 0.6109018019175759 
behavior 	 1400.531366007277 1.27513437583935 
isolated 	 10389.84123668882 0.6109018019175759 
incident 	 8428.854882772153 0.6109018019175759 
mexican 	 9472.116605934461 0.6109018019175759 
immigrants 	 4736.058302967231 0.935924593516155 
favor 	 7563.1118179457735 0.6109018019175759 
involved 	 4819.389597690211 0.6109018019175759 
qualifications 	 5393.235467942178 0.935924593516155 
documented 	 9472.116605934461 0.6109018019175759 
evidence 	 5841.647122577958 0.6109018019175759 
prejudiced 	 13613.200354627403 0.6109018019175759 
class 	 5230.117962298129 0.6109018019175759 
strengthen 	 9743.20921272205 0.6109018019175759 
statements 	 4214.427441386077 0.935924593516155 
blacks 	 7688.648910353722 0.6109018019175759 
capable 	 8106.810115951496 0.6109018019175759 
tough 	 12569.938631465095 0.6109018019175759 
increase 	 5383.0144231694985 0.6109018019175759 
chances 	 10786.470935884356 0.6109018019175759 
especially 	 2232.64489620757 0.935924593516155 
repeatedly 	 5627.7921507576 0.935924593516155 
presence 	 7563.1118179457735 0.6109018019175759 
witnesses 	 8428.854882772153 0.6109018019175759 
feels 	 10046.264963465923 0.6109018019175759 
unfairly 	 15396.668050208142 0.6109018019175759 
discriminated 	 12569.938631465095 0.6109018019175759 
harassed 	 11829.732659046662 0.6109018019175759 
file 	 2406.511848240959 1.137689090403352 
complaint 	 3595.4903119614514 1.137689090403352 
equal 	 3781.5559089728868 0.935924593516155 
eeoc 	 3142.4846578662737 1.27513437583935 
enforces 	 6806.600177313701 0.935924593516155 
agency 	 1087.2135698284276 1.3747880345118528 
cross 	 7013.585657878868 0.6109018019175759 
victim 	 2481.1386059057313 1.137689090403352 
days 	 5436.067849142138 0.6109018019175759 
attorney 	 7219.535544722878 0.6109018019175759 
pursue 	 9226.883513297935 0.6109018019175759 
claim 	 6248.757487995879 0.6109018019175759 
violation 	 4053.405057975748 0.935924593516155 
filed 	 8106.810115951496 0.6109018019175759 
termination 	 10046.264963465923 0.6109018019175759 
occurrence 	 9472.116605934461 0.6109018019175759 
adea 	 6806.600177313701 0.935924593516155 
expands 	 11829.732659046662 0.6109018019175759 
prohibitions 	 11829.732659046662 0.6109018019175759 
enforce 	 12569.938631465095 0.6109018019175759 
mandatory 	 4214.427441386077 0.935924593516155 
retirement 	 4501.501620151808 0.935924593516155 
policies 	 4819.389597690211 0.6109018019175759 
qualification 	 13613.200354627403 0.6109018019175759 
firefighting 	 15396.668050208142 0.6109018019175759 
flying 	 11255.5843015152 0.6109018019175759 
airplanes 	 15396.668050208142 0.6109018019175759 
contains 	 7443.415817717195 0.6109018019175759 
similar 	 5085.799764604993 0.6109018019175759 
prevent 	 3239.664786152222 0.935924593516155 
allowing 	 7563.1118179457735 0.6109018019175759 
force 	 2829.9740610682275 0.935924593516155 
retire 	 11829.732659046662 0.6109018019175759 
ada 	 1237.5636686024911 1.6573942258365781 
ability 	 5490.23827100816 0.6109018019175759 
lacks 	 15396.668050208142 0.6109018019175759 
change 	 4121.713519192243 0.6109018019175759 
daycare 	 15396.668050208142 0.6109018019175759 
provider 	 9472.116605934461 0.6109018019175759 
epilepsy 	 7698.334025104071 0.935924593516155 
simply 	 3411.452922763671 0.935924593516155 
potential 	 5280.08069720845 0.6109018019175759 
drive 	 7820.62655681289 0.6109018019175759 
hospital 	 6479.329572304444 0.6109018019175759 
emergency 	 7219.535544722878 0.6109018019175759 
driving 	 9003.003240303617 0.6109018019175759 
duty 	 3458.2398969895007 0.935924593516155 
unable 	 7563.1118179457735 0.6109018019175759 
driver's 	 11255.5843015152 0.6109018019175759 
license 	 9003.003240303617 0.6109018019175759 
requires 	 3280.5094865339297 0.935924593516155 
accommodations 	 11829.732659046662 0.6109018019175759 
accommodate 	 11829.732659046662 0.6109018019175759 
modifying 	 6806.600177313701 0.935924593516155 
schedules 	 11829.732659046662 0.6109018019175759 
providing 	 5280.08069720845 0.6109018019175759 
special 	 2126.8455828257056 0.935924593516155 
changing 	 5280.08069720845 0.6109018019175759 
buying 	 9003.003240303617 0.6109018019175759 
reassigning 	 15396.668050208142 0.6109018019175759 
position 	 1867.1447771624066 0.935924593516155 
able 	 5280.08069720845 0.6109018019175759 
accommodation 	 11255.5843015152 0.6109018019175759 
undue 	 13613.200354627403 0.6109018019175759 
burden 	 8797.053353459607 0.6109018019175759 
pre 	 5841.647122577958 0.6109018019175759 
tests 	 1922.1622275884306 1.27513437583935 
identify 	 7820.62655681289 0.6109018019175759 
exclude 	 12569.938631465095 0.6109018019175759 
permissible 	 11829.732659046662 0.6109018019175759 
unequivocally 	 7698.334025104071 0.935924593516155 
protects 	 4871.604606361025 0.935924593516155 
life 	 3187.9576839294987 0.6109018019175759 
activity 	 1727.0356522128438 1.137689090403352 
cover 	 6105.776260974551 0.6109018019175759 
sprained 	 15396.668050208142 0.6109018019175759 
ankle 	 15396.668050208142 0.6109018019175759 
expected 	 6479.329572304444 0.6109018019175759 
heal 	 13613.200354627403 0.6109018019175759 
fully 	 6645.387187191414 0.6109018019175759 
disabled 	 9226.883513297935 0.6109018019175759 
disabling 	 13613.200354627403 0.6109018019175759 
condition 	 1221.1552521949104 1.3747880345118528 
controlled 	 4053.405057975748 0.935924593516155 
drugs 	 1351.1350193252495 1.4503528649578232 
therapy 	 7443.415817717195 0.6109018019175759 
treatment 	 2110.028349889306 0.935924593516155 
epileptic 	 15396.668050208142 0.6109018019175759 
seizures 	 11829.732659046662 0.6109018019175759 
medication 	 11829.732659046662 0.6109018019175759 
discriminating 	 5627.7921507576 0.935924593516155 
aids 	 7563.1118179457735 0.6109018019175759 
hiv 	 9743.20921272205 0.6109018019175759 
completed 	 7563.1118179457735 0.6109018019175759 
participating 	 10046.264963465923 0.6109018019175759 
drug 	 2244.205293217648 1.137689090403352 
rehabilitation 	 7959.7415171413095 0.6109018019175759 
currently 	 5436.067849142138 0.6109018019175759 
prohibited 	 3157.372201978154 1.137689090403352 
punishable 	 13613.200354627403 0.6109018019175759 
form 	 3965.726367258557 0.6109018019175759 
