term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 559.9443619003306 1.6389474961132424 
bela 	 11898.320454287283 0.402794085275999 
magyarorszag 	 5264.036496375566 0.6705428280255347 
gazdasagi 	 2632.018248187783 1.004354352214303 
politikai 	 485.10115372100927 1.6823339889037785 
kulturalis 	 1633.2112043442007 1.3883193985861912 
kapcsolatainak 	 23739.77069227095 0.402794085275999 
epiteset 	 21920.448752189615 0.402794085275999 
tokebearamlas 	 26849.922091443426 0.402794085275999 
elosegiteset 	 23739.77069227095 0.402794085275999 
allampolgarok 	 4247.743853233952 1.004354352214303 
erdekvedelmenek 	 26849.922091443426 0.402794085275999 
ellatasat 	 26849.922091443426 0.402794085275999 
kerte 	 16090.566002397136 0.402794085275999 
miniszterelnok 	 3913.6219007647055 0.8614110000258866 
tegnap 	 12061.502073681999 0.402794085275999 
konferenciajanak 	 21920.448752189615 0.402794085275999 
resztvevoitol 	 26849.922091443426 0.402794085275999 
vilagban 	 15340.994324513507 0.402794085275999 
tevekenykedo 	 23739.77069227095 0.402794085275999 
elso 	 10411.5209852597 0.402794085275999 
alkalommal 	 16518.22277917914 0.402794085275999 
tartanak 	 15008.471853459758 0.402794085275999 
tanacskozast 	 23739.77069227095 0.402794085275999 
amelynek 	 11588.749439925332 0.402794085275999 
celja 	 14698.900839097807 0.402794085275999 
kozelebbrol 	 23739.77069227095 0.402794085275999 
megismerjek 	 26849.922091443426 0.402794085275999 
tarsadalmi 	 2897.187359981333 1.004354352214303 
helyzetet 	 6819.112195961803 0.6705428280255347 
valaszt 	 7068.646908331591 0.6705428280255347 
kapjanak 	 23739.77069227095 0.402794085275999 
tevekenyseguket 	 20629.619293098476 0.402794085275999 
erinto 	 8759.733946963 0.6705428280255347 
kerdesekre 	 16990.975412935808 0.402794085275999 
konferenciat 	 19628.374178351616 0.402794085275999 
megnyito 	 19628.374178351616 0.402794085275999 
eloadasaban 	 18810.29735301714 0.402794085275999 
osszefoglalta 	 26849.922091443426 0.402794085275999 
rendszervaltozas 	 19628.374178351616 0.402794085275999 
ota 	 5794.374719962666 0.6705428280255347 
eltelt 	 18810.29735301714 0.402794085275999 
evek 	 13408.071380006666 0.402794085275999 
eredmenyeit 	 21920.448752189615 0.402794085275999 
kormany 	 2037.424845628239 1.115409626196372 
torekveseit 	 19628.374178351616 0.402794085275999 
beszelt 	 14409.316494753524 0.402794085275999 
tarsadalmat 	 16090.566002397136 0.402794085275999 
foglalkoztato 	 26849.922091443426 0.402794085275999 
problemakrol 	 26849.922091443426 0.402794085275999 
kormanyfo 	 12230.842925341034 0.402794085275999 
ugy 	 5039.499257102975 0.6705428280255347 
velte 	 16518.22277917914 0.402794085275999 
szocialista 	 5949.160227143641 0.6705428280255347 
partszamara 	 26849.922091443426 0.402794085275999 
elfogadhatatlan 	 16518.22277917914 0.402794085275999 
kulfoldon 	 4803.105498251175 0.8614110000258866 
elo 	 2205.4284834981418 1.115409626196372 
szavazatijoggal 	 26849.922091443426 0.402794085275999 
rendelkezzenek 	 23739.77069227095 0.402794085275999 
gondoljuk 	 21920.448752189615 0.402794085275999 
szavazzanak 	 26849.922091443426 0.402794085275999 
akikmagyarorszagon 	 26849.922091443426 0.402794085275999 
adot 	 16990.975412935808 0.402794085275999 
fizetnek 	 18810.29735301714 0.402794085275999 
viselik 	 23739.77069227095 0.402794085275999 
dontesuk 	 26849.922091443426 0.402794085275999 
kovetkezmenyeit 	 23739.77069227095 0.402794085275999 
mondta 	 10897.075339540424 0.402794085275999 
kov 	 23739.77069227095 0.402794085275999 
acs 	 23739.77069227095 0.402794085275999 
laszlo 	 5580.546331571663 0.6705428280255347 
kulugyminiszter 	 2827.458763332636 1.115409626196372 
kulpolitika 	 9059.311626316117 0.6705428280255347 
harom 	 11161.092663143327 0.402794085275999 
alapveto 	 6704.035690003333 0.6705428280255347 
teruleterol 	 26849.922091443426 0.402794085275999 
euroatlanti 	 23739.77069227095 0.402794085275999 
integraciorol 	 26849.922091443426 0.402794085275999 
szomszedos 	 16518.22277917914 0.402794085275999 
orszagokkal 	 20629.619293098476 0.402794085275999 
fenntartott 	 23739.77069227095 0.402794085275999 
kapcsolatokrol 	 26849.922091443426 0.402794085275999 
hataron 	 15008.471853459758 0.402794085275999 
tuli 	 15700.145953844667 0.402794085275999 
magyarsagot 	 15340.994324513507 0.402794085275999 
kerdesekrol 	 18810.29735301714 0.402794085275999 
tartott 	 4260.319848189776 0.8614110000258866 
beszamolot 	 21920.448752189615 0.402794085275999 
hozzaszolasokban 	 26849.922091443426 0.402794085275999 
tobb 	 1679.833085700992 1.204176540899708 
konzul 	 6712.480522860857 1.004354352214303 
kifogasolta 	 11869.885346135476 0.6705428280255347 
tulzottan 	 23739.77069227095 0.402794085275999 
europa 	 5949.160227143641 0.6705428280255347 
centrikus 	 26849.922091443426 0.402794085275999 
fenyvesi 	 23739.77069227095 0.402794085275999 
janos 	 5870.432851147058 0.6705428280255347 
aki 	 1108.1574635918232 1.3883193985861912 
venezuelabol 	 26849.922091443426 0.402794085275999 
erkezett 	 15008.471853459758 0.402794085275999 
del 	 14409.316494753524 0.402794085275999 
amerikai 	 1102.7142417490709 1.4321193807931887 
nagykovetseget 	 26849.922091443426 0.402794085275999 
bezartak 	 23739.77069227095 0.402794085275999 
indiaban 	 26849.922091443426 0.402794085275999 
dzsibutiban 	 26849.922091443426 0.402794085275999 
egyiptomban 	 26849.922091443426 0.402794085275999 
dolgozo 	 16990.975412935808 0.402794085275999 
szinten 	 3813.8738349728574 0.8614110000258866 
kapcsolatok 	 5233.381984614889 0.8614110000258866 
intenzivebbe 	 26849.922091443426 0.402794085275999 
tetelet 	 26849.922091443426 0.402794085275999 
szorgalmazta 	 20629.619293098476 0.402794085275999 
kovacs 	 6294.997277336096 0.6705428280255347 
valaszaban 	 20629.619293098476 0.402794085275999 
elmondta 	 11588.749439925332 0.402794085275999 
tavalyi 	 15340.994324513507 0.402794085275999 
nagykoveti 	 26849.922091443426 0.402794085275999 
konferencian 	 20629.619293098476 0.402794085275999 
erositettek 	 26849.922091443426 0.402794085275999 
ugynevezett 	 13408.071380006666 0.402794085275999 
harmadik 	 4469.357126668889 0.8614110000258866 
vilag 	 4076.947641780345 0.8614110000258866 
orszagaival 	 26849.922091443426 0.402794085275999 
szorosabb 	 21920.448752189615 0.402794085275999 
kapcsolatokat 	 9059.311626316117 0.6705428280255347 
kell 	 671.9332342803967 1.5818349491988595 
kiepiteni 	 23739.77069227095 0.402794085275999 
azota 	 14698.900839097807 0.402794085275999 
munka 	 6270.09911767238 0.8614110000258866 
folyamatosan 	 14137.293816663181 0.402794085275999 
halad 	 18118.623252632235 0.402794085275999 
elore 	 13408.071380006666 0.402794085275999 
nagykovetsegek 	 26849.922091443426 0.402794085275999 
bezarasat 	 23739.77069227095 0.402794085275999 
koltsegvetesi 	 13880.824013763333 0.402794085275999 
okokkal 	 26849.922091443426 0.402794085275999 
magyarazta 	 26849.922091443426 0.402794085275999 
remenyet 	 19628.374178351616 0.402794085275999 
fejezte 	 18118.623252632235 0.402794085275999 
penzugyi 	 11299.16509558105 0.402794085275999 
lehetosegek 	 18118.623252632235 0.402794085275999 
fuggvenyeben 	 21920.448752189615 0.402794085275999 
azokat 	 12406.826265259808 0.402794085275999 
hamarosan 	 16090.566002397136 0.402794085275999 
ismet 	 11161.092663143327 0.402794085275999 
megnyithatjak 	 26849.922091443426 0.402794085275999 
koltsegvetes 	 12780.959544569329 0.402794085275999 
kidolgozasaval 	 26849.922091443426 0.402794085275999 
varhatoan 	 14137.293816663181 0.402794085275999 
ujra 	 12589.994554672192 0.402794085275999 
napirendre 	 20629.619293098476 0.402794085275999 
kerul 	 5720.810752459286 0.6705428280255347 
integralt 	 26849.922091443426 0.402794085275999 
kulkepviseletek 	 26849.922091443426 0.402794085275999 
letrehozasa 	 18810.29735301714 0.402794085275999 
felelte 	 21920.448752189615 0.402794085275999 
arra 	 1697.8540380235327 1.204176540899708 
kerdesre 	 7349.4504195489035 0.6705428280255347 
van 	 777.6374164216783 1.4700658305256282 
ertelme 	 15008.471853459758 0.402794085275999 
kereskedelmi 	 5113.664774837836 0.8614110000258866 
kepviseletek 	 13424.961045721713 0.6705428280255347 
fenntartasanak 	 23739.77069227095 0.402794085275999 
hiszen 	 1754.6788321251886 1.204176540899708 
egyre 	 3862.9164799751106 0.8614110000258866 
szaporodo 	 23739.77069227095 0.402794085275999 
magancegek 	 21920.448752189615 0.402794085275999 
kulkereskedelmuket 	 26849.922091443426 0.402794085275999 
maguk 	 13408.071380006666 0.402794085275999 
intezik 	 21920.448752189615 0.402794085275999 
utalt 	 16518.22277917914 0.402794085275999 
elsosorban 	 6390.479772284664 0.6705428280255347 
ipari 	 14137.293816663181 0.402794085275999 
miniszterium 	 15008.471853459758 0.402794085275999 
ellenzi 	 16990.975412935808 0.402794085275999 
diplomaciai 	 15340.994324513507 0.402794085275999 
osszevonasat 	 26849.922091443426 0.402794085275999 
konferencia 	 16990.975412935808 0.402794085275999 
resztvevoi 	 18810.29735301714 0.402794085275999 
szakmai 	 14698.900839097807 0.402794085275999 
kerdesekkel 	 21920.448752189615 0.402794085275999 
foglalkoznak 	 19628.374178351616 0.402794085275999 
tobbek 	 6940.4120068816665 0.6705428280255347 
kozott 	 1131.9026920156882 1.3883193985861912 
keresnek 	 19628.374178351616 0.402794085275999 
mikent 	 14698.900839097807 0.402794085275999 
lehetne 	 13189.149913378424 0.402794085275999 
rendkivuli 	 16090.566002397136 0.402794085275999 
esetekben 	 17519.467893926 0.402794085275999 
utiokmany 	 26849.922091443426 0.402794085275999 
kiallitasara 	 26849.922091443426 0.402794085275999 
jogositvanyt 	 26849.922091443426 0.402794085275999 
adni 	 13880.824013763333 0.402794085275999 
konzuloknak 	 13424.961045721713 0.6705428280255347 
sok 	 5264.036496375566 0.6705428280255347 
turistat 	 26849.922091443426 0.402794085275999 
vonzo 	 23739.77069227095 0.402794085275999 
helyeken 	 9814.187089175808 0.6705428280255347 
ugyanis 	 11161.092663143327 0.402794085275999 
nagyon 	 10897.075339540424 0.402794085275999 
gyakori 	 23739.77069227095 0.402794085275999 
ellopjak 	 26849.922091443426 0.402794085275999 
utlevelet 	 13424.961045721713 0.6705428280255347 
olykor 	 17519.467893926 0.402794085275999 
szaz 	 12980.41460322466 0.402794085275999 
kilometert 	 26849.922091443426 0.402794085275999 
utazni 	 26849.922091443426 0.402794085275999 
ahhoz 	 5794.374719962666 0.6705428280255347 
orszag 	 10411.5209852597 0.402794085275999 
fovarosaban 	 26849.922091443426 0.402794085275999 
mukodo 	 14137.293816663181 0.402794085275999 
nagykovetsegen 	 26849.922091443426 0.402794085275999 
ideiglenes 	 17519.467893926 0.402794085275999 
szerezzenek 	 26849.922091443426 0.402794085275999 
kep 	 21920.448752189615 0.402794085275999 
talalkozon 	 20629.619293098476 0.402794085275999 
reszt 	 4196.664851557398 0.8614110000258866 
vett 	 2776.1648027526667 1.115409626196372 
jurg 	 23739.77069227095 0.402794085275999 
marquard 	 23739.77069227095 0.402794085275999 
kozepen 	 16090.566002397136 0.402794085275999 
gilly 	 26849.922091443426 0.402794085275999 
jobbra 	 26849.922091443426 0.402794085275999 
svajci 	 19628.374178351616 0.402794085275999 
tulajdonosa 	 16990.975412935808 0.402794085275999 
illetve 	 930.0910552619439 1.5032586694634305 
elnokhelyettese 	 23739.77069227095 0.402794085275999 
foto 	 21920.448752189615 0.402794085275999 
muller 	 21920.448752189615 0.402794085275999 
judit 	 9814.187089175808 0.6705428280255347 
dolog 	 12406.826265259808 0.402794085275999 
felreerthetetlenul 	 26849.922091443426 0.402794085275999 
kivilaglik 	 23739.77069227095 0.402794085275999 
tudositasbol 	 26849.922091443426 0.402794085275999 
eloszor 	 6115.421462670517 0.6705428280255347 
keptelenseg 	 18810.29735301714 0.402794085275999 
tiszteletbelijei 	 26849.922091443426 0.402794085275999 
azon 	 3862.9164799751106 0.8614110000258866 
gyulaval 	 23739.77069227095 0.402794085275999 
egy 	 387.65378900792115 1.7353396052793937 
asztalnal 	 23739.77069227095 0.402794085275999 
megjelenjenek 	 26849.922091443426 0.402794085275999 
ban 	 3432.639993611397 0.8614110000258866 
forradalmat 	 19628.374178351616 0.402794085275999 
szabadsagharcot 	 23739.77069227095 0.402794085275999 
fegyverrel 	 10314.809646549238 0.6705428280255347 
levero 	 26849.922091443426 0.402794085275999 
munkasorseg 	 20629.619293098476 0.402794085275999 
tagja 	 12406.826265259808 0.402794085275999 
volt 	 839.916542850496 1.5032586694634305 
szabadsagharcosok 	 10960.224376094808 0.6705428280255347 
gyilkolasaban 	 26849.922091443426 0.402794085275999 
emigraco 	 26849.922091443426 0.402794085275999 
legtiszteletremeltobb 	 26849.922091443426 0.402794085275999 
vezetoinek 	 18810.29735301714 0.402794085275999 
elen 	 16090.566002397136 0.402794085275999 
valamicsket 	 23739.77069227095 0.402794085275999 
tud 	 5949.160227143641 0.6705428280255347 
emigraciorol 	 26849.922091443426 0.402794085275999 
tudja 	 3813.8738349728574 0.8614110000258866 
forradalom 	 8495.487706467904 0.6705428280255347 
szabadsagharc 	 18118.623252632235 0.402794085275999 
verbefojtoival 	 26849.922091443426 0.402794085275999 
kadarral 	 26849.922091443426 0.402794085275999 
hornnal 	 21920.448752189615 0.402794085275999 
gyekenyen 	 26849.922091443426 0.402794085275999 
legjobb 	 7670.497162256754 0.6705428280255347 
esetben 	 3862.9164799751106 0.8614110000258866 
karrieristak 	 26849.922091443426 0.402794085275999 
megvasarolhatoan 	 26849.922091443426 0.402794085275999 
korrupt 	 19628.374178351616 0.402794085275999 
gyenge 	 9814.187089175808 0.6705428280255347 
emberek 	 5870.432851147058 0.6705428280255347 
sajnos 	 13408.071380006666 0.402794085275999 
ritkan 	 21920.448752189615 0.402794085275999 
beepitett 	 21920.448752189615 0.402794085275999 
rendkivul 	 14698.900839097807 0.402794085275999 
veszelyes 	 17519.467893926 0.402794085275999 
arulnak 	 13424.961045721713 0.6705428280255347 
elkepzelheto 	 18118.623252632235 0.402794085275999 
persze 	 11740.865702294115 0.402794085275999 
ket 	 2037.424845628239 1.115409626196372 
felrevezetett 	 13424.961045721713 0.6705428280255347 
joravalo 	 26849.922091443426 0.402794085275999 
koztuk 	 15340.994324513507 0.402794085275999 
akiknek 	 15008.471853459758 0.402794085275999 
majd 	 1679.833085700992 1.204176540899708 
felnyilik 	 26849.922091443426 0.402794085275999 
szeme 	 20629.619293098476 0.402794085275999 
fentire 	 26849.922091443426 0.402794085275999 
barmi 	 19628.374178351616 0.402794085275999 
bizonyitek 	 6270.09911767238 0.8614110000258866 
legalabb 	 2756.785604372677 1.004354352214303 
ketto 	 18810.29735301714 0.402794085275999 
otthoni 	 6039.541084210745 0.8614110000258866 
laphir 	 26849.922091443426 0.402794085275999 
hajdani 	 9405.14867650857 0.6705428280255347 
munkasor 	 9405.14867650857 0.6705428280255347 
moszkvaban 	 17519.467893926 0.402794085275999 
vegzett 	 16090.566002397136 0.402794085275999 
diplomataja 	 23739.77069227095 0.402794085275999 
szemebe 	 18810.29735301714 0.402794085275999 
mondtak 	 13880.824013763333 0.402794085275999 
hajland 	 13424.961045721713 0.6705428280255347 
elismerni 	 21920.448752189615 0.402794085275999 
diszkriminacio 	 21920.448752189615 0.402794085275999 
nelkuli 	 7349.4504195489035 0.6705428280255347 
szavazati 	 10960.224376094808 0.6705428280255347 
jogat 	 9405.14867650857 0.6705428280255347 
felallt 	 21920.448752189615 0.402794085275999 
akar 	 3549.244472469596 0.8614110000258866 
egyetlen 	 2179.415067908085 1.115409626196372 
lemondasaval 	 26849.922091443426 0.402794085275999 
fejezze 	 26849.922091443426 0.402794085275999 
tiltakozasat 	 26849.922091443426 0.402794085275999 
ami 	 3359.666171401984 0.8614110000258866 
abszolut 	 17519.467893926 0.402794085275999 
minimum 	 11898.320454287283 0.402794085275999 
eles 	 15340.994324513507 0.402794085275999 
kategorikus 	 23739.77069227095 0.402794085275999 
ellenvetest 	 26849.922091443426 0.402794085275999 
jelentsen 	 23739.77069227095 0.402794085275999 
orszaggyules 	 12406.826265259808 0.402794085275999 
napirendjere 	 26849.922091443426 0.402794085275999 
politikailag 	 16990.975412935808 0.402794085275999 
erett 	 26849.922091443426 0.402794085275999 
csoportja 	 18118.623252632235 0.402794085275999 
fogadhatja 	 23739.77069227095 0.402794085275999 
letezes 	 26849.922091443426 0.402794085275999 
sine 	 23739.77069227095 0.402794085275999 
qua 	 26849.922091443426 0.402794085275999 
jat 	 21920.448752189615 0.402794085275999 
arki_ 	 26849.922091443426 0.402794085275999 
megtagadja 	 23739.77069227095 0.402794085275999 
nekik 	 6390.479772284664 0.6705428280255347 
labainal 	 26849.922091443426 0.402794085275999 
terdeplo 	 26849.922091443426 0.402794085275999 
egyike 	 16990.975412935808 0.402794085275999 
protestalt 	 26849.922091443426 0.402794085275999 
mondott 	 13189.149913378424 0.402794085275999 
egyszeruen 	 13638.224391923606 0.402794085275999 
elfogadtak 	 21920.448752189615 0.402794085275999 
liberalbolsevik 	 15340.994324513507 0.402794085275999 
ukazt 	 26849.922091443426 0.402794085275999 
semmik 	 23739.77069227095 0.402794085275999 
vagytok 	 19628.374178351616 0.402794085275999 
utan 	 5093.562114070598 0.6705428280255347 
tisztsegbe 	 26849.922091443426 0.402794085275999 
kerult 	 5649.582547790525 0.6705428280255347 
nehany 	 5513.571208745354 0.6705428280255347 
tisztesseges 	 16090.566002397136 0.402794085275999 
becsuletes 	 10314.809646549238 0.6705428280255347 
politikus 	 12980.41460322466 0.402794085275999 
lassuk 	 21920.448752189615 0.402794085275999 
mit 	 5148.9599904170955 0.6705428280255347 
tett 	 5323.866708704394 0.6705428280255347 
tar 	 11869.885346135476 0.6705428280255347 
pal 	 6490.20730161233 0.6705428280255347 
antall 	 2130.159924094888 1.204176540899708 
usa 	 3223.6027151322846 0.8614110000258866 
nagykovete 	 19628.374178351616 0.402794085275999 
amikor 	 3359.666171401984 0.8614110000258866 
avosgyerek 	 18118.623252632235 0.402794085275999 
hatalmat 	 14409.316494753524 0.402794085275999 
mostani 	 12061.502073681999 0.402794085275999 
jelcin 	 14409.316494753524 0.402794085275999 
valasztashoz 	 26849.922091443426 0.402794085275999 
rendkivulien 	 26849.922091443426 0.402794085275999 
hasonlito 	 26849.922091443426 0.402794085275999 
nemzetkozi 	 10897.075339540424 0.402794085275999 
manipulacio 	 26849.922091443426 0.402794085275999 
nyeregbe 	 26849.922091443426 0.402794085275999 
juttatta 	 19628.374178351616 0.402794085275999 
azt 	 1246.677146540801 1.3371982588858902 
varta 	 26849.922091443426 0.402794085275999 
mandatumanak 	 23739.77069227095 0.402794085275999 
napjai 	 23739.77069227095 0.402794085275999 
kiteljenek 	 26849.922091443426 0.402794085275999 
abban 	 2692.6681536477145 1.004354352214303 
pillanatban 	 8259.11138958957 0.6705428280255347 
lemondott 	 16518.22277917914 0.402794085275999 
eremenyek 	 26849.922091443426 0.402794085275999 
kivilaglottak 	 26849.922091443426 0.402794085275999 
miert 	 5093.562114070598 0.6705428280255347 
tettek 	 6030.751036840999 0.6705428280255347 
ugyanezt 	 19628.374178351616 0.402794085275999 
mindennek 	 18118.623252632235 0.402794085275999 
hattereben 	 20629.619293098476 0.402794085275999 
hogyan 	 12980.41460322466 0.402794085275999 
alakult 	 14409.316494753524 0.402794085275999 
fellazito 	 13424.961045721713 0.6705428280255347 
tan 	 17519.467893926 0.402794085275999 
sokan 	 12980.41460322466 0.402794085275999 
tudjak 	 12980.41460322466 0.402794085275999 
mdf 	 5513.571208745354 0.6705428280255347 
szdsz 	 1487.3601407513856 1.2767529667887345 
paktuma 	 26849.922091443426 0.402794085275999 
vonatkozott 	 26849.922091443426 0.402794085275999 
bar 	 4315.35715156082 0.6705428280255347 
valasztast 	 18118.623252632235 0.402794085275999 
nyerte 	 18810.29735301714 0.402794085275999 
megis 	 6115.421462670517 0.6705428280255347 
atengedte 	 26849.922091443426 0.402794085275999 
koztarsasagi 	 13408.071380006666 0.402794085275999 
elnok 	 11299.16509558105 0.402794085275999 
szeket 	 21920.448752189615 0.402794085275999 
nek 	 3862.9164799751106 0.8614110000258866 
megallapodas 	 15700.145953844667 0.402794085275999 
minden 	 592.8822655415265 1.621726076683681 
mas 	 1754.6788321251886 1.204176540899708 
mellett 	 1837.8570695817848 1.204176540899708 
kiterjedt 	 23739.77069227095 0.402794085275999 
bizonyos 	 3966.1068180957614 0.8614110000258866 
miniszteriumokat 	 26849.922091443426 0.402794085275999 
igy 	 1679.833085700992 1.204176540899708 
ulugyminiszteriumot 	 26849.922091443426 0.402794085275999 
kozosen 	 15700.145953844667 0.402794085275999 
visznek 	 23739.77069227095 0.402794085275999 
jobban 	 12980.41460322466 0.402794085275999 
mondva 	 19628.374178351616 0.402794085275999 
maradt 	 6115.421462670517 0.6705428280255347 
benn 	 21920.448752189615 0.402794085275999 
kulkepviseletekbe 	 26849.922091443426 0.402794085275999 
moszkovita 	 10960.224376094808 0.6705428280255347 
szovjet 	 14137.293816663181 0.402794085275999 
diplomataiskolakban 	 26849.922091443426 0.402794085275999 
kepzett 	 21920.448752189615 0.402794085275999 
vezeto 	 12406.826265259808 0.402794085275999 
garda 	 23739.77069227095 0.402794085275999 
melyet 	 7504.235926729879 0.6705428280255347 
szakertelemere 	 26849.922091443426 0.402794085275999 
valo 	 1041.15209852597 1.4321193807931887 
hivatkozassal 	 21920.448752189615 0.402794085275999 
