term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 335.33286051363643 1.6376955919693141 
destruction 	 2366.192925409862 1.2021509893935725 
natural 	 843.4731317326352 1.5016793316435555 
affluent 	 4493.93614679608 1.2021509893935725 
society 	 162.86273566949822 1.8267975346502818 
pragmatic 	 1726.414540797521 1.5016793316435555 
gilded 	 3973.3826141955615 1.2021509893935725 
age 	 728.8023223261664 1.5016793316435555 
depth 	 1845.639392809343 1.2021509893935725 
roots 	 1915.011756227735 1.2021509893935725 
includes 	 1027.980638648294 1.2021509893935725 
examination 	 574.3606636548478 1.5016793316435555 
social 	 192.77507841719506 1.765635065403135 
darwinism 	 4493.93614679608 1.2021509893935725 
thorstein 	 3973.3826141955615 1.2021509893935725 
veblen's 	 3668.8783180063297 1.2021509893935725 
economic 	 561.4851165636214 1.5016793316435555 
theories 	 1541.1350966201112 1.2021509893935725 
writings 	 1103.7498980328946 1.5016793316435555 
resulting 	 1845.639392809343 1.2021509893935725 
sociological 	 2047.105646741947 1.2021509893935725 
jurisprudence 	 3973.3826141955615 1.2021509893935725 
application 	 1292.6635591380523 1.2021509893935725 
holme 	 4493.93614679608 1.2021509893935725 
democracy 	 1669.2748599102147 1.2021509893935725 
liberty 	 2843.8204892165795 1.2021509893935725 
liberalism 	 3032.55762485554 1.2021509893935725 
dewey's 	 1324.4608713985206 1.6376955919693141 
relationship 	 1106.2806574019255 1.2021509893935725 
american 	 104.0828696340019 1.846789313530595 
theory 	 728.8023223261664 1.5016793316435555 
pedagogy 	 3452.829081595042 1.2021509893935725 
oppressed 	 1834.4391590031648 1.5016793316435555 
freire 	 4493.93614679608 1.2021509893935725 
light 	 504.08230657281223 1.6376955919693141 
governmental 	 2018.7626604268287 1.2021509893935725 
control 	 1058.3282019400394 1.2021509893935725 
politics 	 1586.664187604254 1.2021509893935725 
overrides 	 3973.3826141955615 1.2021509893935725 
individual 	 420.5277539332495 1.6376955919693141 
assertion 	 3668.8783180063297 1.2021509893935725 
choice 	 1742.6013505527155 1.2021509893935725 
cognitivism 	 4493.93614679608 1.2021509893935725 
nature 	 635.9005532468192 1.5016793316435555 
morality 	 1103.7498980328946 1.5016793316435555 
gilbert 	 3973.3826141955615 1.2021509893935725 
harman 	 3452.829081595042 1.2021509893935725 
reviews 	 1602.4752979118261 1.2021509893935725 
harman's 	 4493.93614679608 1.2021509893935725 
book 	 303.12020239833674 1.715381894707902 
cognitive 	 3285.248274558071 1.2021509893935725 
implications 	 1686.9462634652705 1.2021509893935725 
ethics 	 580.8167391540151 1.715381894707902 
perspectives 	 774.4223188720201 1.6376955919693141 
shed 	 3668.8783180063297 1.2021509893935725 
little 	 1742.6013505527155 1.2021509893935725 
known 	 1370.6149511929664 1.2021509893935725 
wright 	 2843.8204892165795 1.2021509893935725 
pierce 	 1324.4608713985206 1.6376955919693141 
singer 	 3285.248274558071 1.2021509893935725 
edwards 	 3148.3247854058104 1.2021509893935725 
introduction 	 1541.1350966201112 1.2021509893935725 
guy 	 3285.248274558071 1.2021509893935725 
stroh 	 4493.93614679608 1.2021509893935725 
review 	 337.7515588785412 1.6376955919693141 
analysis 	 307.9966377584001 1.6376955919693141 
school 	 697.2291118136081 1.5016793316435555 
respect 	 1782.1367944002675 1.2021509893935725 
historical 	 1251.5025735303109 1.2021509893935725 
cultural 	 749.104563913155 1.5016793316435555 
background 	 1586.664187604254 1.2021509893935725 
attitude 	 1823.8697526175304 1.2021509893935725 
intellectuals 	 3032.55762485554 1.2021509893935725 
observes 	 583.1963654323757 1.5016793316435555 
philosophies 	 1086.2816321619925 1.5016793316435555 
hegel 	 1574.1623927029052 1.5016793316435555 
marx 	 1230.09522288416 1.5016793316435555 
tocqueville 	 4493.93614679608 1.2021509893935725 
mill 	 2567.659179342466 1.2021509893935725 
schopenhauer 	 4493.93614679608 1.2021509893935725 
nietzsche 	 3148.3247854058104 1.2021509893935725 
empirical 	 3148.3247854058104 1.2021509893935725 
philosophers 	 2627.771252805292 1.2021509893935725 
distinct 	 2567.659179342466 1.2021509893935725 
schools 	 2018.7626604268287 1.2021509893935725 
america 	 1470.8970270539828 1.2021509893935725 
revolt 	 3148.3247854058104 1.2021509893935725 
formalism 	 4493.93614679608 1.2021509893935725 
morton 	 3452.829081595042 1.2021509893935725 
white 	 1586.664187604254 1.2021509893935725 
historian 	 3285.248274558071 1.2021509893935725 
philosopher's 	 1986.6913070977807 1.5016793316435555 
dialectic 	 1834.4391590031648 1.5016793316435555 
detailed 	 1586.664187604254 1.2021509893935725 
thinking 	 2460.19044576832 1.2021509893935725 
evolution 	 1723.5876767565137 1.2021509893935725 
solving 	 2567.659179342466 1.2021509893935725 
ideology 	 2323.2669566160603 1.2021509893935725 
systems 	 1184.489992100626 1.2021509893935725 
teachings 	 3032.55762485554 1.2021509893935725 
engels 	 3668.8783180063297 1.2021509893935725 
comparison 	 611.0239089760983 1.5016793316435555 
pragmatism 	 1642.6241372790355 1.5016793316435555 
charles 	 2411.722016394004 1.2021509893935725 
ludwig 	 3148.3247854058104 1.2021509893935725 
wittgenstein's 	 4493.93614679608 1.2021509893935725 
tractatus 	 4493.93614679608 1.2021509893935725 
logico 	 4493.93614679608 1.2021509893935725 
philosophicus 	 4493.93614679608 1.2021509893935725 
german 	 1802.7134240155415 1.2021509893935725 
regarded 	 2460.19044576832 1.2021509893935725 
founders 	 3452.829081595042 1.2021509893935725 
positivism 	 3973.3826141955615 1.2021509893935725 
abortion 	 977.4251829981745 1.6376955919693141 
debate 	 2172.563264323985 1.2021509893935725 
decides 	 2627.771252805292 1.2021509893935725 
questions 	 1212.480809593347 1.2021509893935725 
issues 	 1043.001139345003 1.2021509893935725 
jamesian 	 4493.93614679608 1.2021509893935725 
notion 	 2693.116796924504 1.2021509893935725 
agree 	 2207.4997960657893 1.2021509893935725 
perception 	 2047.105646741947 1.2021509893935725 
knowing 	 2512.004092255021 1.2021509893935725 
female 	 1991.4505596545018 1.2021509893935725 
nineteenth 	 2567.659179342466 1.2021509893935725 
twentieth 	 2366.192925409862 1.2021509893935725 
century 	 1498.20912782631 1.2021509893935725 
european 	 1419.0833805672823 1.2021509893935725 
existential 	 1574.1623927029052 1.5016793316435555 
depicts 	 2460.19044576832 1.2021509893935725 
women 	 770.5675483100556 1.5016793316435555 
comes 	 2172.563264323985 1.2021509893935725 
experiential 	 4493.93614679608 1.2021509893935725 
biography 	 2076.5604023200613 1.2021509893935725 
experiments 	 2932.2755489945234 1.2021509893935725 
looks 	 1303.3162200170113 1.2021509893935725 
outstanding 	 2693.116796924504 1.2021509893935725 
produce 	 2207.4997960657893 1.2021509893935725 
metaphysical 	 3452.829081595042 1.2021509893935725 
system 	 810.0747881888194 1.2021509893935725 
detailing 	 3148.3247854058104 1.2021509893935725 
categories 	 2512.004092255021 1.2021509893935725 
ultimate 	 2139.1799906332885 1.2021509893935725 
existence 	 2244.141209357033 1.2021509893935725 
explanation 	 1965.096978476238 1.2021509893935725 
categorial 	 4493.93614679608 1.2021509893935725 
obligations 	 2693.116796924504 1.2021509893935725 
christian 	 922.8196964046715 1.5016793316435555 
extended 	 2207.4997960657893 1.2021509893935725 
argument 	 2512.004092255021 1.2021509893935725 
christianity 	 2764.6947419575517 1.2021509893935725 
negative 	 995.7252798272509 1.5016793316435555 
effects 	 587.6934251704175 1.5016793316435555 
world 	 416.3314785360076 1.5016793316435555 
basic 	 389.00171742988556 1.715381894707902 
tenets 	 758.139406213885 1.715381894707902 
personalistic 	 1123.48403669902 1.715381894707902 
dignity 	 3285.248274558071 1.2021509893935725 
person 	 1444.5434458757193 1.2021509893935725 
andrew 	 2512.004092255021 1.2021509893935725 
woznicki 	 2246.96807339804 1.5016793316435555 
based 	 923.9899132752001 1.2021509893935725 
humanism 	 3032.55762485554 1.2021509893935725 
pope 	 3148.3247854058104 1.2021509893935725 
paul 	 2323.2669566160603 1.2021509893935725 
henri 	 3452.829081595042 1.2021509893935725 
bergson's 	 2246.96807339804 1.5016793316435555 
view 	 1231.7382749839633 1.2021509893935725 
individuals 	 1705.043524701145 1.2021509893935725 
idenity 	 3973.3826141955615 1.2021509893935725 
terms 	 1347.5054355342345 1.2021509893935725 
consciousness 	 2366.192925409862 1.2021509893935725 
definition 	 1586.664187604254 1.2021509893935725 
task 	 2460.19044576832 1.2021509893935725 
opinions 	 2366.192925409862 1.2021509893935725 
closed 	 2366.192925409862 1.2021509893935725 
paralogical 	 2246.96807339804 1.5016793316435555 
run 	 1723.5876767565137 1.2021509893935725 
counter 	 2460.19044576832 1.2021509893935725 
dream 	 2567.659179342466 1.2021509893935725 
manifest 	 3148.3247854058104 1.2021509893935725 
destiny 	 2567.659179342466 1.2021509893935725 
freedom 	 1444.5434458757193 1.2021509893935725 
speech 	 1868.0589681347533 1.2021509893935725 
press 	 1222.0478179521965 1.2021509893935725 
money 	 1419.0833805672823 1.2021509893935725 
means 	 1347.5054355342345 1.2021509893935725 
success 	 1845.639392809343 1.2021509893935725 
created 	 1394.4582236272163 1.2021509893935725 
positive 	 1939.6369131678011 1.2021509893935725 
considerations 	 2076.5604023200613 1.2021509893935725 
martin 	 2512.004092255021 1.2021509893935725 
luther 	 3148.3247854058104 1.2021509893935725 
king's 	 3452.829081595042 1.2021509893935725 
freud's 	 3973.3826141955615 1.2021509893935725 
karl 	 2764.6947419575517 1.2021509893935725 
marx's 	 3148.3247854058104 1.2021509893935725 
classes 	 2172.563264323985 1.2021509893935725 
melanie 	 4493.93614679608 1.2021509893935725 
klein's 	 4493.93614679608 1.2021509893935725 
techniques 	 1498.20912782631 1.2021509893935725 
analyzing 	 2323.2669566160603 1.2021509893935725 
activities 	 1347.5054355342345 1.2021509893935725 
children 	 1419.0833805672823 1.2021509893935725 
francis 	 3032.55762485554 1.2021509893935725 
acon's 	 4493.93614679608 1.2021509893935725 
concerns 	 2107.217720204773 1.2021509893935725 
character 	 2018.7626604268287 1.2021509893935725 
fatal 	 3148.3247854058104 1.2021509893935725 
strategies 	 1939.6369131678011 1.2021509893935725 
jean 	 2693.116796924504 1.2021509893935725 
baudrillard 	 4493.93614679608 1.2021509893935725 
french 	 1823.8697526175304 1.2021509893935725 
proliferation 	 3285.248274558071 1.2021509893935725 
communications 	 402.2661638041525 1.5016793316435555 
top 	 701.4942853516776 1.2021509893935725 
experienced 	 911.1519938223657 1.2021509893935725 
microsoft 	 485.3669436209966 1.5016793316435555 
internet 	 777.4174691220755 1.2021509893935725 
explorer 	 1005.9985815409092 1.2021509893935725 
msie30 	 1005.9985815409092 1.2021509893935725 
http 	 329.5078859919286 1.2021509893935725 
www 	 326.58000703976995 1.2021509893935725 
com 	 120.83041022566333 1.6376955919693141 
htm 	 492.7011440351046 1.2021509893935725 
start 	 810.0747881888194 1.2021509893935725 
send 	 793.5686292430192 1.2021509893935725 
comments 	 283.35380619748247 1.6376955919693141 
mailto 	 545.5571224032161 1.2021509893935725 
updated 	 804.532327608305 1.2021509893935725 
copyright 	 585.7271248014066 1.2021509893935725 
asm 	 1005.9985815409092 1.2021509893935725 
rights 	 691.927276992828 1.2021509893935725 
reserved 	 832.6629570720152 1.2021509893935725 
