term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1680.2364235856373 0.9485427405184611 
wom 	 5040.709270756913 0.46237509269785354 
home 	 1680.5633774351445 0.46237509269785354 
page 	 923.5810064677069 0.7511042392672372 
topic 	 2484.515456541095 0.7511042392672372 
search 	 2282.7329911808006 0.7511042392672372 
custom 	 2449.3462082787296 0.7511042392672372 
america 	 737.015381198953 1.5008826117221727 
specific 	 811.8006465924175 1.20113014199501 
paper 	 539.8279260459357 1.412742093707023 
click 	 2314.896167546324 0.7511042392672372 
catalog 	 4933.697320145745 0.46237509269785354 
button 	 4502.220796137058 0.46237509269785354 
title 	 2174.3038153786692 0.7511042392672372 
description 	 2298.7458537909706 0.7511042392672372 
written 	 4143.5685895333845 0.46237509269785354 
pgs 	 26.340523297805984 1.9655969581017028 
pages 	 4378.832692854144 0.46237509269785354 
footnotes 	 5004.699426583137 0.46237509269785354 
sources 	 4378.832692854144 0.46237509269785354 
price 	 1439.5411361224951 0.9485427405184611 
handling 	 4195.59316429456 0.9485427405184611 
peace 	 4365.784874920019 0.7511042392672372 
comparison 	 1224.6513818785927 1.20113014199501 
peacemaking 	 22517.5522242259 0.46237509269785354 
process 	 490.7879180906083 1.5660181873614585 
world 	 834.4369394039929 1.20113014199501 
wars 	 12327.159317478281 0.46237509269785354 
looks 	 593.6786025812872 1.5357238144207987 
circumstances 	 8110.374649237432 0.46237509269785354 
surrounding 	 4680.097135213766 0.7511042392672372 
talks 	 10404.922495246858 0.46237509269785354 
armistices 	 22517.5522242259 0.46237509269785354 
surrenders 	 19909.239383778826 0.46237509269785354 
mohawk 	 11258.77611211295 0.7511042392672372 
uprising 	 16461.23735973638 0.46237509269785354 
oka 	 11641.08329926263 0.46237509269785354 
quebec 	 19909.239383778826 0.46237509269785354 
blockade 	 16461.23735973638 0.46237509269785354 
occupation 	 12865.647792098134 0.46237509269785354 
disputed 	 14692.613702884675 0.46237509269785354 
tribal 	 11258.77611211295 0.7511042392672372 
land 	 8543.380537217588 0.46237509269785354 
canadian 	 11061.014291072655 0.46237509269785354 
mohawks 	 22517.5522242259 0.46237509269785354 
analyzed 	 5622.305839421115 0.7511042392672372 
briefly 	 15775.161341520727 0.46237509269785354 
summarized 	 15775.161341520727 0.46237509269785354 
events 	 989.5623212592228 1.3558675276020091 
seige 	 22517.5522242259 0.46237509269785354 
described 	 9247.857570095282 0.46237509269785354 
united 	 370.59262959662215 1.616115673756487 
social 	 241.48223038745178 1.714861968460977 
welfare 	 2964.042602635589 1.0920767429260267 
legislation 	 588.6210336783672 1.637063777936852 
examination 	 639.5381498248831 1.4603878900794494 
plans 	 2176.821542798053 0.9485427405184611 
bills 	 12084.3008624376 0.46237509269785354 
passed 	 10115.318097451607 0.46237509269785354 
administrations 	 7597.546166665377 0.7511042392672372 
kennedy 	 5622.305839421115 0.7511042392672372 
johnson 	 6042.1504312188 0.7511042392672372 
nixon 	 2097.79658214728 1.2867953073682394 
system's 	 18383.474181967802 0.46237509269785354 
failure 	 2069.41165794787 1.0920767429260267 
effectuate 	 22517.5522242259 0.46237509269785354 
majority 	 9360.194270427532 0.46237509269785354 
rule 	 2624.210814145203 0.9485427405184611 
explores 	 4516.385229407778 0.7511042392672372 
light 	 1262.8906255882105 1.2867953073682394 
designers 	 15775.161341520727 0.46237509269785354 
intentions 	 13852.924519289305 0.46237509269785354 
congress 	 1439.3831397325257 1.2867953073682394 
professional 	 3788.671876764632 0.7511042392672372 
contends 	 10885.959472238555 0.46237509269785354 
congressional 	 2249.045385447605 1.2867953073682394 
intervention 	 3519.511886875526 0.9485427405184611 
limited 	 3975.111410089752 0.7511042392672372 
due 	 3619.052587769861 0.7511042392672372 
power 	 235.70147645842928 1.7473557231100674 
organizations 	 8110.374649237432 0.46237509269785354 
discussion 	 797.8240621104444 1.3558675276020091 
bans 	 18383.474181967802 0.46237509269785354 
blackouts 	 19909.239383778826 0.46237509269785354 
relative 	 9138.777468841234 0.46237509269785354 
indian 	 11641.08329926263 0.46237509269785354 
tribes 	 17300.92654333175 0.46237509269785354 
historical 	 522.5703710823967 1.5660181873614585 
sociological 	 5128.66747582553 0.7511042392672372 
perspective 	 919.7385146434979 1.4603878900794494 
undesirability 	 19909.239383778826 0.46237509269785354 
seniority 	 17300.92654333175 0.46237509269785354 
system 	 270.6002155308058 1.637063777936852 
house 	 2250.6271433268194 0.9485427405184611 
representatives 	 3282.1393386622653 0.9485427405184611 
observes 	 417.4563292984648 1.616115673756487 
method 	 8110.374649237432 0.46237509269785354 
rewarding 	 17300.92654333175 0.46237509269785354 
responsibilities 	 11244.61167884223 0.46237509269785354 
disproportionate 	 22517.5522242259 0.46237509269785354 
abilities 	 13166.848501073653 0.46237509269785354 
simply 	 4989.233326218303 0.7511042392672372 
staying 	 17300.92654333175 0.46237509269785354 
office 	 3085.906210895242 0.7511042392672372 
agreeing 	 19909.239383778826 0.46237509269785354 
party 	 1144.612530257242 1.2867953073682394 
leaders 	 2598.8698849332613 0.9485427405184611 
pros 	 5622.305839421115 0.7511042392672372 
cons 	 5622.305839421115 0.7511042392672372 
nixon's 	 8650.463271665874 0.7511042392672372 
health 	 231.84561530569542 1.7732012508680997 
care 	 531.2826748711507 1.616115673756487 
proposal 	 913.8777468841234 1.5008826117221727 
analyzes 	 759.414994424062 1.412742093707023 
coverages 	 22517.5522242259 0.46237509269785354 
maintenance 	 3198.4861245827638 0.9485427405184611 
organization 	 1100.4123617580717 1.20113014199501 
act 	 763.0750201714947 1.4603878900794494 
hmo 	 16461.23735973638 0.46237509269785354 
prepaid 	 15775.161341520727 0.46237509269785354 
comprehensive 	 8452.701450625584 0.46237509269785354 
program 	 740.003505482442 1.2867953073682394 
geographic 	 16461.23735973638 0.46237509269785354 
population 	 2598.8698849332613 0.9485427405184611 
notes 	 1327.9089459296415 1.20113014199501 
opposition 	 4226.350725312792 0.7511042392672372 
plan 	 619.0302661462376 1.5357238144207987 
analysis 	 243.67328079434986 1.7020901099490582 
american 	 134.58660312967626 1.8062377395754006 
discusses 	 253.85335207588892 1.714861968460977 
candidate 	 2910.2708248156573 1.0920767429260267 
nomination 	 19909.239383778826 0.46237509269785354 
structure 	 1316.9218894852822 1.20113014199501 
differences 	 2502.3350856681773 0.9485427405184611 
public 	 115.97152094177393 1.8264605466667434 
reactions 	 11437.628345622583 0.46237509269785354 
government 	 113.84669315114495 1.8428610129620566 
balance 	 4737.994010995263 0.7511042392672372 
branches 	 7346.306851442338 0.7511042392672372 
increase 	 3936.316221217805 0.7511042392672372 
executive 	 903.2770458815555 1.5008826117221727 
powers 	 1406.6311451409708 1.3558675276020091 
presidential 	 512.0675797012615 1.655843957634033 
ones 	 12084.3008624376 0.46237509269785354 
democratic 	 1574.526488487122 1.20113014199501 
america's 	 2177.191894447711 1.20113014199501 
practices 	 2703.458216412477 0.9485427405184611 
equality 	 12327.159317478281 0.46237509269785354 
minority 	 9718.846477031206 0.46237509269785354 
poverty 	 2212.2028582145313 1.20113014199501 
society 	 714.0424967160874 1.412742093707023 
future 	 476.0283311440582 1.5660181873614585 
foreign 	 408.0242838377642 1.616115673756487 
policy 	 135.93727398167067 1.8594629518649337 
greek 	 11437.628345622583 0.46237509269785354 
relations 	 1115.8823162429487 1.2867953073682394 
growing 	 2624.210814145203 0.9485427405184611 
centralized 	 6926.4622596446525 0.7511042392672372 
century 	 7507.005257004533 0.46237509269785354 
investigates 	 12327.159317478281 0.46237509269785354 
reasons 	 2069.41165794787 1.0920767429260267 
directions 	 13166.848501073653 0.46237509269785354 
headed 	 13852.924519289305 0.46237509269785354 
governors 	 5766.975514443916 0.9485427405184611 
texas 	 6432.823896049067 0.7511042392672372 
election 	 1290.3957798307936 1.3558675276020091 
laws 	 2479.319149398703 0.9485427405184611 
constitution 	 1465.3335645215802 1.3558675276020091 
cultural 	 7507.005257004533 0.46237509269785354 
phenomena 	 6042.1504312188 0.7511042392672372 
summarize 	 18383.474181967802 0.46237509269785354 
views 	 1673.823474364423 1.0920767429260267 
unity 	 13494.27231268563 0.46237509269785354 
strom 	 11258.77611211295 0.7511042392672372 
thrumond 	 22517.5522242259 0.46237509269785354 
speaker 	 6583.424250536827 0.7511042392672372 
examiner 	 19909.239383778826 0.46237509269785354 
speeches 	 14692.613702884675 0.46237509269785354 
content 	 7796.609654799784 0.46237509269785354 
approach 	 2549.6740370679954 0.9485427405184611 
communist 	 8029.446798990947 0.46237509269785354 
scares 	 19909.239383778826 0.46237509269785354 
vietnam 	 3687.0047636908853 0.9485427405184611 
conflict 	 3936.316221217805 0.7511042392672372 
relation 	 2525.781251176421 0.9485427405184611 
southern 	 9247.857570095282 0.46237509269785354 
senators 	 17300.92654333175 0.46237509269785354 
image 	 6809.332927608615 0.46237509269785354 
impact 	 1409.6667746683454 1.20113014199501 
civil 	 1284.8915236736964 1.20113014199501 
rights 	 247.64336535324438 1.616115673756487 
movement 	 418.05629686591743 1.637063777936852 
south 	 6695.293897457692 0.46237509269785354 
key 	 6584.609447426411 0.46237509269785354 
mobility 	 16461.23735973638 0.46237509269785354 
role 	 259.6682800076708 1.7020901099490582 
desegregation 	 17300.92654333175 0.46237509269785354 
programs 	 471.0197622609972 1.5926012636385467 
equalizing 	 19909.239383778826 0.46237509269785354 
job 	 4680.097135213766 0.7511042392672372 
opportunities 	 9475.988021990526 0.46237509269785354 
white 	 2650.074273393168 0.9485427405184611 
hostility 	 16461.23735973638 0.46237509269785354 
ensued 	 19909.239383778826 0.46237509269785354 
veteran 	 16461.23735973638 0.46237509269785354 
readjustment 	 19909.239383778826 0.46237509269785354 
assistance 	 3046.2591562804114 0.9485427405184611 
examines 	 148.25615502226213 1.8218111919853677 
passing 	 6293.38974644184 0.7511042392672372 
bill 	 1056.587681328198 1.412742093707023 
play 	 9360.194270427532 0.46237509269785354 
legislative 	 1429.7035432028229 1.412742093707023 
ford's 	 19909.239383778826 0.46237509269785354 
veto 	 17300.92654333175 0.46237509269785354 
thurmond's 	 22517.5522242259 0.46237509269785354 
support 	 1306.529057042359 1.0920767429260267 
volunteer 	 7597.546166665377 0.7511042392672372 
army 	 5359.343744842254 0.7511042392672372 
evolution 	 4318.149419197577 0.7511042392672372 
reviewing 	 7887.580670760363 0.7511042392672372 
draft 	 12084.3008624376 0.46237509269785354 
evaluates 	 17300.92654333175 0.46237509269785354 
effectiveness 	 2258.192614703889 1.0920767429260267 
current 	 441.90956767647225 1.5660181873614585 
jfk 	 22517.5522242259 0.46237509269785354 
assassination 	 14692.613702884675 0.46237509269785354 
reopened 	 11258.77611211295 0.7511042392672372 
clamor 	 22517.5522242259 0.46237509269785354 
controversial 	 5442.979736119278 0.7511042392672372 
findings 	 3572.8958298948355 0.9485427405184611 
warren 	 6583.424250536827 0.7511042392672372 
commission 	 2817.5671502085274 0.9485427405184611 
report 	 1483.7669241926283 1.0920767429260267 
noted 	 4271.690268608794 0.7511042392672372 
discrepancies 	 18383.474181967802 0.46237509269785354 
result 	 6751.881429980458 0.46237509269785354 
responsibility 	 6809.332927608615 0.46237509269785354 
parties 	 4138.82331589574 0.7511042392672372 
people 	 629.9003564227843 1.3558675276020091 
politics 	 496.888926261219 1.655843957634033 
serve 	 4797.729186874146 0.7511042392672372 
fit 	 5820.541649631315 0.7511042392672372 
duty 	 10115.318097451607 0.46237509269785354 
roles 	 1806.554091763111 1.20113014199501 
president 	 637.2553347184502 1.5008826117221727 
branch 	 4195.59316429456 0.9485427405184611 
exemplified 	 14692.613702884675 0.46237509269785354 
weak' 	 22517.5522242259 0.46237509269785354 
strong' 	 22517.5522242259 0.46237509269785354 
presidencies' 	 22517.5522242259 0.46237509269785354 
elitism 	 19909.239383778826 0.46237509269785354 
war 	 888.7146663897763 1.3558675276020091 
decision 	 1673.823474364423 1.0920767429260267 
indicating 	 6293.38974644184 0.7511042392672372 
policies 	 414.6078749024545 1.6727761939479484 
reflect 	 12084.3008624376 0.46237509269785354 
economic 	 432.83181268645035 1.5926012636385467 
exclusion 	 15195.092333330755 0.46237509269785354 
masses 	 12865.647792098134 0.46237509269785354 
privilege 	 6127.8247273226 0.9485427405184611 
mysterious 	 22517.5522242259 0.46237509269785354 
nature 	 3186.276673592251 0.7511042392672372 
doctrine 	 11061.014291072655 0.46237509269785354 
supposedly 	 17300.92654333175 0.46237509269785354 
held 	 7110.533636584132 0.46237509269785354 
execution 	 13852.924519289305 0.46237509269785354 
precedent 	 8230.61867986819 0.7511042392672372 
interpretation 	 9978.466652436606 0.46237509269785354 
cia's 	 9191.737090983901 0.7511042392672372 
covert 	 4115.309339934095 1.0920767429260267 
actions 	 2027.593662309358 1.0920767429260267 
rockefeller 	 19909.239383778826 0.46237509269785354 
special 	 1555.2506661821085 1.0920767429260267 
senate 	 2517.355898576736 1.20113014199501 
committee 	 715.6938584032372 1.5357238144207987 
intelligence's 	 22517.5522242259 0.46237509269785354 
activities 	 843.9851787475573 1.412742093707023 
cia 	 2249.045385447605 1.2867953073682394 
defense 	 866.2899616444204 1.4603878900794494 
genuine 	 15775.161341520727 0.46237509269785354 
purposes 	 3046.2591562804114 0.9485427405184611 
created 	 1164.524255550203 1.2867953073682394 
extent 	 8829.315505175507 0.46237509269785354 
continues 	 6163.5796587391405 0.7511042392672372 
exist 	 11061.014291072655 0.46237509269785354 
remove 	 12586.77949288368 0.46237509269785354 
officers 	 10115.318097451607 0.46237509269785354 
appoint 	 16461.23735973638 0.46237509269785354 
dismiss 	 15775.161341520727 0.46237509269785354 
officials 	 4414.657752587754 0.7511042392672372 
court 	 2308.9787496048534 0.9485427405184611 
interpretations 	 12084.3008624376 0.46237509269785354 
constitutional 	 3282.1393386622653 0.9485427405184611 
guidelines 	 10558.53566062658 0.46237509269785354 
origins 	 4226.350725312792 0.7511042392672372 
focusing 	 1912.2555278009968 1.0920767429260267 
door 	 15195.092333330755 0.46237509269785354 
bomb 	 6432.823896049067 0.7511042392672372 
bullet 	 17300.92654333175 0.46237509269785354 
theory 	 2434.516767788162 0.9485427405184611 
killed 	 10885.959472238555 0.46237509269785354 
garrison 	 18383.474181967802 0.46237509269785354 
investigations 	 11437.628345622583 0.46237509269785354 
testimonies 	 19909.239383778826 0.46237509269785354 
pressure 	 9475.988021990526 0.46237509269785354 
uncover 	 17300.92654333175 0.46237509269785354 
related 	 1993.7466850645033 0.9485427405184611 
powerful 	 3748.2038929474097 0.9485427405184611 
atomic 	 15195.092333330755 0.46237509269785354 
food 	 2027.593662309358 1.0920767429260267 
importance 	 1488.2780198242801 1.2867953073682394 
position 	 780.1971902128851 1.3558675276020091 
production 	 2759.2155439304934 0.9485427405184611 
potential 	 3861.0461841421297 0.7511042392672372 
asset 	 14692.613702884675 0.46237509269785354 
potent 	 18383.474181967802 0.46237509269785354 
tool 	 10115.318097451607 0.46237509269785354 
available 	 5889.4550170873 0.46237509269785354 
presidency 	 3146.69487322092 1.0920767429260267 
plays 	 12327.159317478281 0.46237509269785354 
describes 	 7577.343753529264 0.46237509269785354 
diplomatic 	 12586.77949288368 0.46237509269785354 
assigned 	 13494.27231268563 0.46237509269785354 
heads 	 13494.27231268563 0.46237509269785354 
inside 	 13166.848501073653 0.46237509269785354 
company 	 6987.145533301218 0.46237509269785354 
agee 	 19909.239383778826 0.46237509269785354 
reviews 	 8029.446798990947 0.46237509269785354 
journal 	 12865.647792098134 0.46237509269785354 
agent 	 5128.66747582553 0.7511042392672372 
exposing 	 15775.161341520727 0.46237509269785354 
critical 	 1474.030762397906 1.20113014199501 
judiciary 	 17300.92654333175 0.46237509269785354 
attitudes 	 4623.928785047641 0.7511042392672372 
protest 	 11641.08329926263 0.46237509269785354 
pennsylvania 	 3748.2038929474097 0.9485427405184611 
legislature 	 7597.546166665377 0.7511042392672372 
limitations 	 12327.159317478281 0.46237509269785354 
legislature's 	 22517.5522242259 0.46237509269785354 
force 	 8277.64663179148 0.46237509269785354 
noting 	 1859.4893620490272 1.0920767429260267 
systems 	 1978.3558989235044 0.9485427405184611 
checks 	 14249.396139709705 0.46237509269785354 
balances 	 16461.23735973638 0.46237509269785354 
limit 	 11061.014291072655 0.46237509269785354 
curb 	 15775.161341520727 0.46237509269785354 
senator 	 4109.053105826093 0.9485427405184611 
robert 	 8029.446798990947 0.46237509269785354 
byrd 	 17300.92654333175 0.46237509269785354 
ambitions 	 15775.161341520727 0.46237509269785354 
achievements 	 15775.161341520727 0.46237509269785354 
influential 	 12586.77949288368 0.46237509269785354 
virginia 	 12586.77949288368 0.46237509269785354 
massachusetts 	 13852.924519289305 0.46237509269785354 
involved 	 1174.7223122236212 1.2867953073682394 
reforms 	 5442.979736119278 0.7511042392672372 
response 	 1024.135159402523 1.412742093707023 
crisis 	 841.9270837254737 1.4603878900794494 
meet 	 7796.609654799784 0.46237509269785354 
recipient 	 14249.396139709705 0.46237509269785354 
northeastern 	 9191.737090983901 0.7511042392672372 
sketch 	 12586.77949288368 0.46237509269785354 
temperament 	 18383.474181967802 0.46237509269785354 
budgeting 	 1266.2576944442294 1.5660181873614585 
fiscal 	 4498.09077089521 0.9485427405184611 
federal 	 230.8722033606101 1.7942495379807475 
traditional 	 7950.222820179504 0.46237509269785354 
budget 	 379.9012945055949 1.7806800658967943 
break 	 10885.959472238555 0.46237509269785354 
filibuster 	 22517.5522242259 0.46237509269785354 
study 	 1521.8219941205336 0.9485427405184611 
indigenously 	 22517.5522242259 0.46237509269785354 
phenomenon 	 11856.170410542356 0.46237509269785354 
essence 	 14692.613702884675 0.46237509269785354 
modern 	 6321.355278498607 0.46237509269785354 
obstructionism 	 22517.5522242259 0.46237509269785354 
regulation 	 1282.1668689563826 1.412742093707023 
airway 	 22517.5522242259 0.46237509269785354 
industry 	 741.8834620963141 1.412742093707023 
governmental 	 2528.829524362902 1.0920767429260267 
airlines 	 4617.641506429768 0.9485427405184611 
aeronautics 	 15775.161341520727 0.46237509269785354 
day 	 5226.116228169436 0.46237509269785354 
fishing 	 8650.463271665874 0.7511042392672372 
sea 	 4516.385229407778 0.7511042392672372 
conferences 	 3562.349034927426 1.0920767429260267 
territorial 	 6163.5796587391405 0.7511042392672372 
waters 	 9191.737090983901 0.7511042392672372 
constitutes 	 14249.396139709705 0.46237509269785354 
privileges 	 13494.27231268563 0.46237509269785354 
agreements 	 10257.33495165106 0.46237509269785354 
society's 	 14692.613702884675 0.46237509269785354 
administration's 	 7346.306851442338 0.7511042392672372 
tax 	 1488.2780198242801 1.2867953073682394 
campaign 	 929.3506876523358 1.4603878900794494 
contributions 	 2258.192614703889 1.0920767429260267 
liability 	 5530.507145536328 0.7511042392672372 
pertains 	 11258.77611211295 0.7511042392672372 
funds 	 2368.9970054976316 1.0920767429260267 
rules 	 4365.784874920019 0.7511042392672372 
administration 	 279.3242442768905 1.7473557231100674 
profile 	 5820.541649631315 0.7511042392672372 
august 	 8731.569749840039 0.46237509269785354 
body's 	 17300.92654333175 0.46237509269785354 
comings 	 22517.5522242259 0.46237509269785354 
goings 	 22517.5522242259 0.46237509269785354 
revenue 	 3081.7898293695703 1.0920767429260267 
sharing 	 4109.053105826093 0.9485427405184611 
final 	 8929.668118945681 0.46237509269785354 
congressionally 	 22517.5522242259 0.46237509269785354 
approved 	 10404.922495246858 0.46237509269785354 
distribution 	 9032.770458815556 0.46237509269785354 
proceeds 	 14249.396139709705 0.46237509269785354 
look 	 547.9987270861892 1.5357238144207987 
machine 	 3748.2038929474097 0.9485427405184611 
forms 	 6809.332927608615 0.46237509269785354 
various 	 383.12430896516173 1.5660181873614585 
cities 	 3748.2038929474097 0.9485427405184611 
country 	 3061.6284546964816 0.7511042392672372 
particularly 	 6695.293897457692 0.46237509269785354 
york 	 777.6253330910542 1.412742093707023 
chicago 	 4680.097135213766 0.7511042392672372 
major 	 720.1013243938446 1.3558675276020091 
changes 	 888.7146663897763 1.3558675276020091 
basically 	 14692.613702884675 0.46237509269785354 
detente 	 15775.161341520727 0.46237509269785354 
kissinger 	 16461.23735973638 0.46237509269785354 
resumption 	 22517.5522242259 0.46237509269785354 
china 	 9138.777468841234 0.46237509269785354 
administrative 	 2679.671872421127 1.0920767429260267 
definition 	 3975.111410089752 0.7511042392672372 
serves 	 5622.305839421115 0.7511042392672372 
cycle 	 2721.489868059639 1.0920767429260267 
projection 	 14692.613702884675 0.46237509269785354 
trend 	 5622.305839421115 0.7511042392672372 
operations 	 8193.081275220184 0.46237509269785354 
account 	 7238.105175539722 0.46237509269785354 
past 	 2159.029282306476 0.9485427405184611 
secret 	 10404.922495246858 0.46237509269785354 
recommendations 	 1995.6933304873212 1.20113014199501 
limiting 	 13852.924519289305 0.46237509269785354 
energy 	 2007.3616997477368 1.0920767429260267 
effect 	 456.5436689823472 1.5926012636385467 
view 	 2057.2708072634946 0.9485427405184611 
resulting 	 9247.857570095282 0.46237509269785354 
integration 	 10404.922495246858 0.46237509269785354 
military 	 851.1666159510769 1.412742093707023 
mainstream 	 14249.396139709705 0.46237509269785354 
domestic 	 1638.616255044037 1.20113014199501 
houses 	 14249.396139709705 0.46237509269785354 
drug 	 1641.0696693311327 1.2867953073682394 
regulatory 	 6042.1504312188 0.7511042392672372 
efforts 	 1422.1067273168264 1.20113014199501 
international 	 1015.4134083035557 1.20113014199501 
human 	 1449.9638865132092 1.0920767429260267 
viewpoints 	 2811.1529197105574 1.0920767429260267 
espoused 	 19909.239383778826 0.46237509269785354 
changing 	 3861.0461841421297 0.7511042392672372 
lack 	 2731.027091740061 0.9485427405184611 
distinct 	 6432.823896049067 0.7511042392672372 
marketing 	 4414.657752587754 0.7511042392672372 
candidates 	 2573.129558419627 1.20113014199501 
dealing 	 2525.781251176421 0.9485427405184611 
issue 	 534.190997973243 1.5008826117221727 
selling 	 5279.26783031329 0.7511042392672372 
packaging 	 5065.030777776918 0.9485427405184611 
abortion 	 3673.153425721169 1.0920767429260267 
multi 	 11244.61167884223 0.46237509269785354 
factorial 	 22517.5522242259 0.46237509269785354 
contributing 	 5820.541649631315 0.7511042392672372 
factors 	 1409.6667746683454 1.20113014199501 
fragmentation 	 22517.5522242259 0.46237509269785354 
blacks 	 11244.61167884223 0.46237509269785354 
national 	 268.0547636176386 1.655843957634033 
served 	 12084.3008624376 0.46237509269785354 
concessions 	 15775.161341520727 0.46237509269785354 
socioeconomic 	 7346.306851442338 0.7511042392672372 
demands 	 5820.541649631315 0.7511042392672372 
voters 	 13166.848501073653 0.46237509269785354 
effects 	 981.5758361812166 1.2867953073682394 
governing 	 5442.979736119278 0.7511042392672372 
climate 	 8929.668118945681 0.46237509269785354 
elections 	 1663.0777754061007 1.2867953073682394 
franchise 	 18383.474181967802 0.46237509269785354 
exercised 	 16461.23735973638 0.46237509269785354 
vote 	 9360.194270427532 0.46237509269785354 
outcome 	 3880.3610997542096 0.9485427405184611 
little 	 8731.569749840039 0.46237509269785354 
ruling 	 10885.959472238555 0.46237509269785354 
class 	 7649.022111203987 0.46237509269785354 
pluralistic 	 22517.5522242259 0.46237509269785354 
manipulative 	 22517.5522242259 0.46237509269785354 
tending 	 19909.239383778826 0.46237509269785354 
elite 	 4897.537900961558 0.9485427405184611 
concluding 	 5442.979736119278 0.7511042392672372 
noticeable 	 22517.5522242259 0.46237509269785354 
tendency 	 4749.798713236568 0.9485427405184611 
libertarian 	 22517.5522242259 0.46237509269785354 
egalitarian 	 18383.474181967802 0.46237509269785354 
ethics 	 11641.08329926263 0.46237509269785354 
countervailing 	 22517.5522242259 0.46237509269785354 
trends 	 4623.928785047641 0.7511042392672372 
respect 	 8929.668118945681 0.46237509269785354 
issues 	 435.5096856807863 1.5660181873614585 
federalism 	 22517.5522242259 0.46237509269785354 
individualism 	 15195.092333330755 0.46237509269785354 
department 	 1809.5262938849305 1.0920767429260267 
function 	 2007.3616997477368 1.0920767429260267 
duties 	 6042.1504312188 0.7511042392672372 
compared 	 7950.222820179504 0.46237509269785354 
installing 	 9191.737090983901 0.7511042392672372 
personnel 	 2207.328876293877 1.0920767429260267 
agency 	 1987.555705044876 1.0920767429260267 
master's 	 16461.23735973638 0.46237509269785354 
project 	 8277.64663179148 0.46237509269785354 
demonstrates 	 13166.848501073653 0.46237509269785354 
typical 	 12586.77949288368 0.46237509269785354 
encountered 	 12586.77949288368 0.46237509269785354 
staff 	 7649.022111203987 0.46237509269785354 
effectively 	 12327.159317478281 0.46237509269785354 
implemented 	 12327.159317478281 0.46237509269785354 
allocations 	 22517.5522242259 0.46237509269785354 
local 	 588.9455017087299 1.5008826117221727 
governments 	 9475.988021990526 0.46237509269785354 
efficiency 	 10404.922495246858 0.46237509269785354 
financing 	 10885.959472238555 0.46237509269785354 
activity 	 1894.335938382316 1.0920767429260267 
socialized 	 19909.239383778826 0.46237509269785354 
approaches 	 2368.9970054976316 1.0920767429260267 
insurance 	 2182.8924374600097 1.0920767429260267 
catastrophic 	 19909.239383778826 0.46237509269785354 
private 	 7238.105175539722 0.46237509269785354 
