term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 572.8789081744281 1.4514380673340006 
terms 	 1151.0316070508807 1.2763929249025614 
roles 	 1539.8677250412381 1.2763929249025614 
philosophies 	 1855.791390231473 1.2763929249025614 
activities 	 2302.0632141017613 0.9372812521842181 
culminating 	 5009.4667501464355 0.9372812521842181 
shah's 	 7677.3902481216655 0.9372812521842181 
overthrow 	 5009.4667501464355 0.9372812521842181 
afghanistan 	 935.4135677447858 1.682125582459183 
offers 	 2658.264732157354 0.9372812521842181 
recommendations 	 3402.1718615668788 0.9372812521842181 
solutions 	 1773.786282407882 1.2763929249025614 
iran's 	 3394.0412077316278 1.2763929249025614 
international 	 432.75823905576067 1.5582904177349495 
relations 	 1141.3848087215279 1.2763929249025614 
look 	 411.0500151670151 1.6303024386490876 
continuity' 	 7677.3902481216655 0.9372812521842181 
iranian 	 1566.9676704401202 1.5582904177349495 
mideast 	 1253.5741363520963 1.6303024386490876 
khomeini 	 7677.3902481216655 0.9372812521842181 
spite 	 6267.870681760481 0.9372812521842181 
changes 	 1060.5296862671514 1.2763929249025614 
syria 	 3133.9353408802403 1.2763929249025614 
iraq 	 421.34104162891754 1.8501593937902536 
activity 	 2583.505723034293 0.9372812521842181 
independence 	 3547.572564815764 0.9372812521842181 
times 	 2087.732823478919 0.9372812521842181 
conditions 	 2424.34617479071 0.9372812521842181 
leaders 	 886.0882440524514 1.4514380673340006 
legal 	 1095.2138087120331 1.2763929249025614 
freezing 	 3394.0412077316278 1.2763929249025614 
assets 	 2021.18876384877 1.2763929249025614 
fiscal 	 4600.890613121356 0.9372812521842181 
aspects 	 2424.34617479071 0.9372812521842181 
opinions 	 4042.37752769754 0.9372812521842181 
loans 	 4858.351115399296 0.9372812521842181 
initiative 	 2021.18876384877 1.2763929249025614 
prospects 	 545.2641107945371 1.682125582459183 
success 	 1576.5348475195651 1.2763929249025614 
climate 	 3044.5825661991253 0.9372812521842181 
books 	 3010.3672051927124 0.9372812521842181 
arabs 	 7677.3902481216655 0.9372812521842181 
bernard 	 5009.4667501464355 0.9372812521842181 
lewis 	 4202.9618401075295 0.9372812521842181 
comparative 	 3271.5846647672224 0.9372812521842181 
bruce 	 3599.947183785251 0.9372812521842181 
bothwick 	 7677.3902481216655 0.9372812521842181 
islam 	 5180.787526883699 0.9372812521842181 
alfred 	 4291.479694225289 0.9372812521842181 
guillaume 	 6267.870681760481 0.9372812521842181 
uncovered 	 6267.870681760481 0.9372812521842181 
gil 	 7677.3902481216655 0.9372812521842181 
alroy 	 6267.870681760481 0.9372812521842181 
basic 	 2658.264732157354 0.9372812521842181 
information 	 1065.7171323810148 0.9372812521842181 
greek 	 1949.8375189255612 1.2763929249025614 
turkish 	 4858.351115399296 0.9372812521842181 
communities 	 3547.572564815764 0.9372812521842181 
approach 	 2607.944557181694 0.9372812521842181 
self 	 2321.651380845563 0.9372812521842181 
rule 	 2684.1848056457316 0.9372812521842181 
creation 	 2977.040656137329 0.9372812521842181 
invasion 	 479.23321764398685 1.7517293248108605 
revolution 	 1472.2789542467424 1.2763929249025614 
sociological 	 3497.252389840104 0.9372812521842181 
perspective 	 1411.137473902268 1.2763929249025614 
traces 	 2944.557908493485 0.9372812521842181 
roots 	 3271.5846647672224 0.9372812521842181 
land 	 1456.4386432700194 1.2763929249025614 
reform 	 2607.944557181694 0.9372812521842181 
world 	 474.17069415152935 1.4514380673340006 
agreement 	 531.6529464314708 1.6303024386490876 
shadow 	 5378.562849102071 0.9372812521842181 
reactions 	 3899.6750378511224 0.9372812521842181 
nations 	 1701.0859307834394 1.2763929249025614 
gains 	 1984.5216413704431 1.2763929249025614 
losses 	 4202.9618401075295 0.9372812521842181 
implications 	 2881.960127864104 0.9372812521842181 
jordan 	 6788.0824154632555 0.9372812521842181 
mathematical 	 2429.175557699648 1.2763929249025614 
model 	 1342.0924028228658 1.2763929249025614 
game 	 4120.1589174880255 0.9372812521842181 
theory 	 2490.1554714899376 0.9372812521842181 
dealing 	 2583.505723034293 0.9372812521842181 
warfare 	 4723.173573810305 0.9372812521842181 
calculating 	 5180.787526883699 0.9372812521842181 
moves 	 4120.1589174880255 0.9372812521842181 
advantage 	 3313.6540074491195 0.9372812521842181 
opponent 	 6788.0824154632555 0.9372812521842181 
similar 	 2535.981771468405 0.9372812521842181 
looks 	 2226.5708525723376 0.9372812521842181 
similarities 	 3448.831549038111 0.9372812521842181 
union 	 1201.5695401936534 1.2763929249025614 
historical 	 712.6843328181931 1.4514380673340006 
account 	 2467.8418655906094 0.9372812521842181 
intensified 	 6267.870681760481 0.9372812521842181 
effort 	 3357.1496982490194 0.9372812521842181 
accompanied 	 4489.255016443662 0.9372812521842181 
strategy 	 992.3468853791097 1.4514380673340006 
aimed 	 3771.2679605225135 0.9372812521842181 
sovietization 	 7677.3902481216655 0.9372812521842181 
led 	 1472.2789542467424 1.2763929249025614 
withdrawal 	 5180.787526883699 0.9372812521842181 
resolution 	 1635.7923323836112 1.2763929249025614 
conflict 	 536.8369611291463 1.6303024386490876 
background 	 2710.6393511268416 0.9372812521842181 
centering 	 3833.865741151895 0.9372812521842181 
fate 	 4489.255016443662 0.9372812521842181 
people 	 751.6788600894267 1.2763929249025614 
bank 	 2583.505723034293 0.9372812521842181 
gaza 	 7677.3902481216655 0.9372812521842181 
strip 	 6788.0824154632555 0.9372812521842181 
kurds 	 7677.3902481216655 0.9372812521842181 
brief 	 830.0518238299792 1.4514380673340006 
summary 	 2632.8579613363554 0.9372812521842181 
gulf 	 431.7293389591319 1.8395578375771595 
war 	 141.40395816895352 1.8594467480550307 
kurdish 	 6267.870681760481 0.9372812521842181 
revolt 	 5378.562849102071 0.9372812521842181 
arabic 	 3394.0412077316278 1.2763929249025614 
indo 	 7677.3902481216655 0.9372812521842181 
european 	 2424.34617479071 0.9372812521842181 
race 	 3271.5846647672224 0.9372812521842181 
ethnic 	 2944.557908493485 0.9372812521842181 
identity 	 3771.2679605225135 0.9372812521842181 
saddam 	 1697.0206038658139 1.5582904177349495 
hussein 	 1697.0206038658139 1.5582904177349495 
reponse 	 7677.3902481216655 0.9372812521842181 
brutality 	 5378.562849102071 0.9372812521842181 
guns 	 5898.7745828048455 0.9372812521842181 
subjects 	 4120.1589174880255 0.9372812521842181 
explores 	 3079.7354500824763 0.9372812521842181 
tenets 	 5180.787526883699 0.9372812521842181 
promises 	 4386.560222498513 0.9372812521842181 
equality 	 4202.9618401075295 0.9372812521842181 
notes 	 1131.8809311903601 1.2763929249025614 
fall 	 2658.264732157354 0.9372812521842181 
example 	 2263.7618623807202 0.9372812521842181 
socioeconomic 	 5009.4667501464355 0.9372812521842181 
destruction 	 4042.37752769754 0.9372812521842181 
based 	 526.1780109773998 1.4514380673340006 
special 	 2121.059372534303 0.9372812521842181 
technology 	 480.62781607746143 1.6303024386490876 
transfer 	 1635.7923323836112 1.2763929249025614 
national 	 487.43273873176423 1.4514380673340006 
security 	 742.1902841907793 1.4514380673340006 
export 	 1323.0144275802954 1.4514380673340006 
controls 	 1984.5216413704431 1.2763929249025614 
focuses 	 2559.5237163797015 0.9372812521842181 
failure 	 2822.274947804536 0.9372812521842181 
existing 	 3313.6540074491195 0.9372812521842181 
laws 	 2535.981771468405 0.9372812521842181 
prevent 	 3230.851084829616 0.9372812521842181 
american 	 284.5024164909176 1.6303024386490876 
tech 	 4858.351115399296 0.9372812521842181 
weaponry 	 6267.870681760481 0.9372812521842181 
falling 	 5612.481406468714 0.9372812521842181 
hands 	 3771.2679605225135 0.9372812521842181 
iraqi 	 2559.130082707222 1.4514380673340006 
dictator 	 5612.481406468714 0.9372812521842181 
study 	 1556.6018749322175 0.9372812521842181 
basis 	 2535.981771468405 0.9372812521842181 
ancient 	 3357.1496982490194 0.9372812521842181 
move 	 3230.851084829616 0.9372812521842181 
modern 	 1077.6373667703579 1.2763929249025614 
argues 	 3833.865741151895 0.9372812521842181 
successful 	 3497.252389840104 0.9372812521842181 
lie 	 5378.562849102071 0.9372812521842181 
comparison 	 2087.732823478919 0.9372812521842181 
ideology 	 3969.0432827408863 0.9372812521842181 
governmental 	 1724.4157745190555 1.2763929249025614 
structures 	 3230.851084829616 0.9372812521842181 
economic 	 479.6174464388324 1.5582904177349495 
compares 	 2793.442273746345 0.9372812521842181 
contrasts 	 3313.6540074491195 0.9372812521842181 
respect 	 3044.5825661991253 0.9372812521842181 
dealt 	 4386.560222498513 0.9372812521842181 
uni 	 6788.0824154632555 0.9372812521842181 
status 	 2121.059372534303 0.9372812521842181 
assesses 	 4386.560222498513 0.9372812521842181 
stability 	 4202.9618401075295 0.9372812521842181 
ba'th 	 7677.3902481216655 0.9372812521842181 
pan 	 5378.562849102071 0.9372812521842181 
relationship 	 1889.9575012605467 0.9372812521842181 
attention 	 2737.65087512766 0.9372812521842181 
respective 	 3969.0432827408863 0.9372812521842181 
form 	 1977.4686860445895 0.9372812521842181 
objectives 	 3044.5825661991253 0.9372812521842181 
senator 	 4202.9618401075295 0.9372812521842181 
javits 	 5612.481406468714 0.9372812521842181 
stood 	 5612.481406468714 0.9372812521842181 
jamor 	 6788.0824154632555 0.9372812521842181 
issues 	 1781.8514803989865 0.9372812521842181 
concerning 	 628.2160072271172 1.5582904177349495 
career 	 3079.7354500824763 0.9372812521842181 
javit's 	 6788.0824154632555 0.9372812521842181 
record 	 1456.4386432700194 1.2763929249025614 
supporting 	 1724.4157745190555 1.2763929249025614 
election 	 3079.7354500824763 0.9372812521842181 
house 	 2302.0632141017613 0.9372812521842181 
representatives 	 3357.1496982490194 0.9372812521842181 
congress 	 2944.557908493485 0.9372812521842181 
congress' 	 6788.0824154632555 0.9372812521842181 
regard 	 1505.1836025963562 1.2763929249025614 
immediate 	 3771.2679605225135 0.9372812521842181 
aftermath 	 4489.255016443662 0.9372812521842181 
recognition 	 1237.1942601543155 1.4514380673340006 
alliance 	 3115.8786852307476 0.9372812521842181 
vital 	 4291.479694225289 0.9372812521842181 
strategic 	 2101.4809200537647 1.2763929249025614 
access 	 2765.243336426156 0.9372812521842181 
mediterranean 	 5898.7745828048455 0.9372812521842181 
oil 	 638.2742093520343 1.6303024386490876 
sent 	 3654.551169084566 0.9372812521842181 
friend 	 3969.0432827408863 0.9372812521842181 
hostage 	 4858.351115399296 0.9372812521842181 
asylum 	 5898.7745828048455 0.9372812521842181 
management 	 2138.0529984545788 0.9372812521842181 
ultimately 	 1949.8375189255612 1.2763929249025614 
failed 	 3357.1496982490194 0.9372812521842181 
looking 	 2881.960127864104 0.9372812521842181 
vice 	 3711.582780462946 0.9372812521842181 
versa 	 5898.7745828048455 0.9372812521842181 
managing 	 4858.351115399296 0.9372812521842181 
cuban 	 5612.481406468714 0.9372812521842181 
missile 	 5378.562849102071 0.9372812521842181 
vietnam 	 3771.2679605225135 0.9372812521842181 
obstacles 	 5180.787526883699 0.9372812521842181 
considerations 	 3547.572564815764 0.9372812521842181 
decision 	 760.923205814352 1.4514380673340006 
press 	 1043.8664117394594 1.2763929249025614 
key 	 2245.0316027233816 0.9372812521842181 
actors' 	 7677.3902481216655 0.9372812521842181 
process 	 2008.01774831863 0.9372812521842181 
outcome 	 3969.0432827408863 0.9372812521842181 
dependence 	 5898.7745828048455 0.9372812521842181 
geographical 	 5009.4667501464355 0.9372812521842181 
america 	 2512.8640289084688 0.9372812521842181 
dependent 	 3833.865741151895 0.9372812521842181 
affects 	 3402.1718615668788 0.9372812521842181 
sudan 	 2262.694138487752 1.4514380673340006 
diminishing 	 5898.7745828048455 0.9372812521842181 
influence 	 2208.3719658776577 0.9372812521842181 
third 	 2607.944557181694 0.9372812521842181 
importance 	 3044.5825661991253 0.9372812521842181 
overview 	 2226.5708525723376 0.9372812521842181 
post 	 2535.981771468405 0.9372812521842181 
wwii 	 5612.481406468714 0.9372812521842181 
structure 	 2245.0316027233816 0.9372812521842181 
ford 	 4600.890613121356 0.9372812521842181 
bush 	 2429.175557699648 1.2763929249025614 
formulations 	 6788.0824154632555 0.9372812521842181 
presidents 	 4858.351115399296 0.9372812521842181 
development 	 1492.9689994504029 0.9372812521842181 
afn 	 620.688366135346 1.4514380673340006 
analyzes 	 1035.6943267032384 1.2763929249025614 
processes 	 3313.6540074491195 0.9372812521842181 
involved 	 2403.139080387307 0.9372812521842181 
styles 	 3833.865741151895 0.9372812521842181 
george 	 1748.626194920052 1.2763929249025614 
activated 	 5898.7745828048455 0.9372812521842181 
public 	 1383.9227073851603 0.9372812521842181 
followings 	 7677.3902481216655 0.9372812521842181 
detailed 	 2710.6393511268416 0.9372812521842181 
agendas 	 7677.3902481216655 0.9372812521842181 
gained 	 4723.173573810305 0.9372812521842181 
support 	 890.9257401994932 1.2763929249025614 
domestically 	 6267.870681760481 0.9372812521842181 
abroad 	 3654.551169084566 0.9372812521842181 
congressional 	 4600.890613121356 0.9372812521842181 
letters 	 4386.560222498513 0.9372812521842181 
time 	 611.6691974875854 1.2763929249025614 
magazine's 	 6267.870681760481 0.9372812521842181 
coverage 	 1539.8677250412381 1.2763929249025614 
hostilities 	 5612.481406468714 0.9372812521842181 
completed 	 3771.2679605225135 0.9372812521842181 
speeches 	 5009.4667501464355 0.9372812521842181 
correspondence 	 5898.7745828048455 0.9372812521842181 
countries 	 2282.7696174430557 0.9372812521842181 
kuwait 	 1179.7549165609694 1.6303024386490876 
causal 	 5378.562849102071 0.9372812521842181 
factors 	 2403.139080387307 0.9372812521842181 
negotiating 	 5898.7745828048455 0.9372812521842181 
ploys 	 7677.3902481216655 0.9372812521842181 
battle 	 3771.2679605225135 0.9372812521842181 
tactics 	 3833.865741151895 0.9372812521842181 
summarized 	 5378.562849102071 0.9372812521842181 
presidency 	 4291.479694225289 0.9372812521842181 
president 	 2172.7307851282794 0.9372812521842181 
bush's 	 6267.870681760481 0.9372812521842181 
handling 	 4291.479694225289 0.9372812521842181 
diplomatic 	 4291.479694225289 0.9372812521842181 
conflicts 	 3497.252389840104 0.9372812521842181 
overwhelming 	 5612.481406468714 0.9372812521842181 
contrasted 	 4386.560222498513 0.9372812521842181 
helpless 	 5898.7745828048455 0.9372812521842181 
giant 	 5180.787526883699 0.9372812521842181 
attitude 	 3115.8786852307476 0.9372812521842181 
previous 	 2912.8772865400388 0.9372812521842181 
crisises 	 7677.3902481216655 0.9372812521842181 
persian 	 5898.7745828048455 0.9372812521842181 
decisive 	 6267.870681760481 0.9372812521842181 
seemingly 	 5612.481406468714 0.9372812521842181 
easy 	 3547.572564815764 0.9372812521842181 
victory 	 4042.37752769754 0.9372812521842181 
humilitating 	 7677.3902481216655 0.9372812521842181 
surrender 	 5378.562849102071 0.9372812521842181 
real 	 2559.5237163797015 0.9372812521842181 
significance 	 3079.7354500824763 0.9372812521842181 
threat 	 3654.551169084566 0.9372812521842181 
regional 	 3153.0696950391302 0.9372812521842181 
interpretation 	 1701.0859307834394 1.2763929249025614 
news 	 1170.7716260856032 1.2763929249025614 
report 	 2023.5694538816288 0.9372812521842181 
attracting 	 5898.7745828048455 0.9372812521842181 
newsworthy 	 6788.0824154632555 0.9372812521842181 
event 	 3711.582780462946 0.9372812521842181 
change 	 2055.250075835075 0.9372812521842181 
dynamics 	 3357.1496982490194 0.9372812521842181 
saudi 	 5009.4667501464355 0.9372812521842181 
arabia 	 4858.351115399296 0.9372812521842181 
dilemma 	 4600.890613121356 0.9372812521842181 
confronting 	 4723.173573810305 0.9372812521842181 
saudi's 	 7677.3902481216655 0.9372812521842181 
massive 	 4291.479694225289 0.9372812521842181 
revenues 	 5612.481406468714 0.9372812521842181 
preserve 	 4723.173573810305 0.9372812521842181 
unique 	 3191.371046760171 0.9372812521842181 
heritage 	 4858.351115399296 0.9372812521842181 
iraq's 	 7677.3902481216655 0.9372812521842181 
