term 	 tf-idf weight 	 BM25 ranking 
 law 	 86.81071007346719 1.8319732376394557 
consent 	 4666.088002424085 0.8756314134207087 
election 	 3487.80639826176 0.8756314134207087 
service 	 367.6158199055629 1.6474315151696661 
timely 	 6091.232907050124 0.8756314134207087 
manner 	 3570.857573571205 0.8756314134207087 
considered 	 3010.4899889513913 0.8756314134207087 
formed 	 4138.7863200934335 0.8756314134207087 
purpose 	 2745.576766929775 0.8756314134207087 
benefit 	 2872.004297695707 0.8756314134207087 
rewards 	 6356.14612907174 0.8756314134207087 
exempt 	 3045.616453525062 1.2180022924135483 
applications 	 3409.2467257560493 0.8756314134207087 
department 	 465.80595358575675 1.6474315151696661 
contributions 	 3487.80639826176 0.8756314134207087 
deductible 	 7098.375760403725 0.8756314134207087 
met 	 3163.578818202213 0.8756314134207087 
charitable 	 3549.1878802018623 1.2180022924135483 
division 	 926.2690019303925 1.513985611862357 
trust 	 4759.862473636977 0.8756314134207087 
solicitations 	 8694.659415838489 0.8756314134207087 
method 	 3131.6434667398325 0.8756314134207087 
selling 	 4076.9472003429228 0.8756314134207087 
distributing 	 7098.375760403725 0.8756314134207087 
services 	 511.90109101826806 1.513985611862357 
franchises 	 2366.125253467908 1.4005386247350653 
ventures 	 5210.5175844624555 0.8756314134207087 
arrangement 	 5210.5175844624555 0.8756314134207087 
particular 	 2745.576766929775 0.8756314134207087 
regulated 	 7098.375760403725 0.8756314134207087 
federal 	 861.7470132878046 1.4005386247350653 
trade 	 3100.3949505537726 0.8756314134207087 
commission 	 3263.825460472754 0.8756314134207087 
impact 	 2721.5596911946664 0.8756314134207087 
summarize 	 7098.375760403725 0.8756314134207087 
doing 	 3614.233929027692 0.8756314134207087 
full 	 2500.9855544974566 0.8756314134207087 
office 	 2383.110137885085 0.8756314134207087 
county 	 861.9989221916073 1.513985611862357 
clerk 	 3045.616453525062 1.2180022924135483 
conducts 	 7098.375760403725 0.8756314134207087 
submit 	 4494.9492516153605 0.8756314134207087 
proper 	 4203.374731108855 0.8756314134207087 
notice 	 4416.38957910965 0.8756314134207087 
published 	 3447.9956887664293 0.8756314134207087 
newspaper 	 4138.7863200934335 0.8756314134207087 
week 	 3371.5043440121112 0.8756314134207087 
consecutive 	 5502.092104968961 0.8756314134207087 
weeks 	 3960.6451460932744 0.8756314134207087 
submits 	 7687.516562484888 0.8756314134207087 
proof 	 5502.092104968961 0.8756314134207087 
publication 	 4666.088002424085 0.8756314134207087 
valid 	 4416.38957910965 0.8756314134207087 
indefinitely 	 8694.659415838489 0.8756314134207087 
renewal 	 7098.375760403725 0.8756314134207087 
operate 	 4416.38957910965 0.8756314134207087 
employer 	 4666.088002424085 0.8756314134207087 
equivalent 	 6356.14612907174 0.8756314134207087 
social 	 932.4307221710534 1.2180022924135483 
security 	 1260.7979145703846 1.2180022924135483 
individuals 	 3298.8392029171287 0.8756314134207087 
labor 	 1565.8217333699163 1.2180022924135483 
unemployment 	 2430.0545579537584 1.2180022924135483 
compensation 	 4270.968313826354 0.8756314134207087 
sells 	 3340.1868545656434 1.2180022924135483 
retail 	 5502.092104968961 0.8756314134207087 
retailer's 	 8694.659415838489 0.8756314134207087 
occupation 	 4967.787999446875 0.8756314134207087 
wholesale 	 6356.14612907174 0.8756314134207087 
resale 	 7687.516562484888 0.8756314134207087 
obtained 	 4494.9492516153605 0.8756314134207087 
sales 	 3960.6451460932744 0.8756314134207087 
local 	 2274.084012710031 0.8756314134207087 
businessperson 	 7098.375760403725 0.8756314134207087 
determine 	 3371.5043440121112 0.8756314134207087 
permits 	 6091.232907050124 0.8756314134207087 
center 	 752.2275357063843 1.4005386247350653 
springfield 	 749.1582086025601 1.6474315151696661 
comprehensive 	 3263.825460472754 0.8756314134207087 
referral 	 6680.373709131287 0.8756314134207087 
compiles 	 8694.659415838489 0.8756314134207087 
permitting 	 5673.230855777686 0.8756314134207087 
licensing 	 5349.00327571814 0.8756314134207087 
regulatory 	 4666.088002424085 0.8756314134207087 
applicable 	 5349.00327571814 0.8756314134207087 
contact 	 1172.9258431019528 1.2180022924135483 
adams 	 2751.0460524844807 1.2180022924135483 
street 	 516.732491758962 1.6474315151696661 
east 	 718.0010744239268 1.513985611862357 
phone 	 412.3549003646411 1.7233828240519953 
free 	 306.4467593077859 1.6474315151696661 
handbook 	 6091.232907050124 0.8756314134207087 
kit 	 4666.088002424085 0.8756314134207087 
starting 	 4270.968313826354 0.8756314134207087 
howlett 	 7098.375760403725 0.8756314134207087 
building 	 2872.004297695707 0.8756314134207087 
third 	 2953.502292739674 0.8756314134207087 
floor 	 2333.0440012120425 1.2180022924135483 
north 	 2563.7147202176043 0.8756314134207087 
chicago 	 602.3723215046152 1.6474315151696661 
booklets 	 6091.232907050124 0.8756314134207087 
organizing 	 2605.2587922312277 1.2180022924135483 
domestic 	 3163.578818202213 0.8756314134207087 
profit 	 4017.632842304992 0.8756314134207087 
west 	 517.0482079726828 1.5913263627124565 
jefferson 	 5502.092104968961 0.8756314134207087 
toll 	 1736.8391948208184 1.4005386247350653 
randolph 	 4578.000426924806 0.8756314134207087 
south 	 1292.620519931707 1.2180022924135483 
michigan 	 4578.000426924806 0.8756314134207087 
avenue 	 2247.4746258076802 1.2180022924135483 
call 	 2745.576766929775 0.8756314134207087 
packet 	 3843.758281242444 1.2180022924135483 
employer's 	 6091.232907050124 0.8756314134207087 
dearborn 	 6680.373709131287 0.8756314134207087 
corps 	 6356.14612907174 0.8756314134207087 
retired 	 5084.090053696524 0.8756314134207087 
executives 	 5210.5175844624555 0.8756314134207087 
score 	 6680.373709131287 0.8756314134207087 
madison 	 2674.50163785907 1.2180022924135483 
development 	 1690.7903010143689 0.8756314134207087 
assistancespringfield 	 8694.659415838489 0.8756314134207087 
capitol 	 5867.251969261118 0.8756314134207087 
assistancechicago 	 8694.659415838489 0.8756314134207087 
volunteer 	 2933.625984630559 1.2180022924135483 
lawyers 	 2333.0440012120425 1.2180022924135483 
arts 	 2208.194789554825 1.2180022924135483 
nolo 	 4347.329707919244 1.2180022924135483 
press 	 1182.1807453292554 1.2180022924135483 
sending 	 2430.0545579537584 1.2180022924135483 
plus 	 2333.0440012120425 1.2180022924135483 
shipping 	 2430.0545579537584 1.2180022924135483 
handling 	 2430.0545579537584 1.2180022924135483 
vla 	 4347.329707919244 1.2180022924135483 
publications 	 1348.9665771839848 1.2180022924135483 
york 	 1201.0519362012244 1.2180022924135483 
book 	 2345.8516862039055 0.8756314134207087 
write 	 2953.502292739674 0.8756314134207087 
logo 	 3614.233929027692 0.8756314134207087 
llalogo 	 4341.860422364539 0.8756314134207087 
home 	 648.9127258605541 0.8756314134207087 
page 	 713.2411386646708 0.8756314134207087 
index 	 631.8518644857334 0.8756314134207087 
html 	 285.47766657810644 1.2180022924135483 
contents 	 3570.857573571205 0.8756314134207087 
copyright 	 1133.2376995159038 0.8756314134207087 
weblocator 	 2170.9302111822694 1.2180022924135483 
http 	 637.5165890096835 0.8756314134207087 
www 	 631.8518644857334 0.8756314134207087 
com 	 701.3312359169993 0.8756314134207087 
american 	 1610.9977052272145 0.8756314134207087 
research 	 1667.5418050379901 0.8756314134207087 
credits 	 3852.9662625539163 0.8756314134207087 
reserved 	 1610.9977052272145 0.8756314134207087 
