term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 230.40180562588066 1.7361076222092542 
nurse 	 379.91544256993257 1.8328422416627974 
analyzes 	 416.5380144808036 1.6286598894963529 
defines 	 1406.5333072155056 1.373619821367963 
therapeutic 	 1953.9432389291012 1.373619821367963 
agent 	 1406.5333072155056 1.373619821367963 
helping 	 1541.913267680731 1.373619821367963 
patient 	 723.9176721875252 1.6286598894963529 
stress 	 758.3687714846519 1.6286598894963529 
situations 	 1447.8353443750505 1.373619821367963 
degrees 	 1447.8353443750505 1.373619821367963 
personal 	 737.9106447687111 1.373619821367963 
involvement 	 1224.4774779101704 1.373619821367963 
required 	 1069.1072500336668 1.373619821367963 
comparison 	 839.6493662627609 1.373619821367963 
nursing 	 770.9566338403655 1.6286598894963529 
practice 	 1268.109090132651 1.373619821367963 
care 	 339.97573241821175 1.7361076222092542 
settings 	 1850.3971600706311 1.373619821367963 
assesses 	 1764.1972523844372 1.373619821367963 
quality 	 1123.4732761131052 1.373619821367963 
metropolitan 	 2014.719285327795 1.373619821367963 
psychiatric 	 316.59620214161043 1.858734059895898 
clinics 	 2083.621483922049 1.373619821367963 
speech 	 641.7566095589432 1.6286598894963529 
disorders 	 1007.3596426638975 1.6286598894963529 
associated 	 1268.109090132651 1.373619821367963 
mentally 	 1805.4992895439823 1.373619821367963 
retarded 	 1007.3596426638975 1.6286598894963529 
discussion 	 255.26977698139117 1.7361076222092542 
retardation 	 2520.8271798818455 1.373619821367963 
nature 	 873.8340492020204 1.373619821367963 
people 	 302.31199673121137 1.6286598894963529 
including 	 226.52162815094536 1.6286598894963529 
methods 	 859.8872542498541 1.373619821367963 
assessment 	 1350.1864725615699 1.373619821367963 
treatment 	 211.57688078952233 1.795329338206349 
language 	 1112.1321602462172 1.373619821367963 
programs 	 839.6493662627609 1.373619821367963 
models 	 1299.3913949899313 1.373619821367963 
based 	 634.8585822237061 1.373619821367963 
social 	 662.2632520857035 1.373619821367963 
hospital 	 433.13046499664375 1.7361076222092542 
staffing 	 2372.383230496727 1.373619821367963 
funding 	 1492.7332149016993 1.373619821367963 
utilization 	 1764.1972523844372 1.373619821367963 
consumer 	 1238.6153485912375 1.373619821367963 
advocacy 	 1657.0553401588631 1.373619821367963 
residence 	 758.3687714846519 1.6286598894963529 
program 	 304.4181308761149 1.6286598894963529 
pilgrim 	 2730.0471756656584 1.373619821367963 
study 	 313.0189273051536 1.6286598894963529 
describes 	 1039.0404934416954 1.373619821367963 
verge 	 2372.383230496727 1.373619821367963 
release 	 1299.3913949899313 1.373619821367963 
tells 	 1764.1972523844372 1.373619821367963 
administration 	 880.9514034223058 1.373619821367963 
aspects 	 487.5146633639931 1.6286598894963529 
mao 	 1081.581617356457 1.6286598894963529 
inhibitors 	 1543.8555604172952 1.6286598894963529 
overview 	 895.487575937121 1.373619821367963 
monoamine 	 3087.7111208345905 1.373619821367963 
oxidase 	 3087.7111208345905 1.373619821367963 
antidepressant 	 3087.7111208345905 1.373619821367963 
drug 	 675.0932362807849 1.6286598894963529 
proper 	 1492.7332149016993 1.373619821367963 
effects 	 161.51787344230914 1.8328422416627974 
afn 	 149.77795647350203 1.8328422416627974 
chemical 	 812.8865176507913 1.6286598894963529 
regulation 	 1406.5333072155056 1.373619821367963 
pain 	 1568.380607584707 1.373619821367963 
exhaustive 	 2730.0471756656584 1.373619821367963 
various 	 630.429370478948 1.373619821367963 
forms 	 466.86364478422075 1.6286598894963529 
physical 	 325.00977557599543 1.7361076222092542 
maladies 	 2372.383230496727 1.373619821367963 
remedies 	 1899.5772128496628 1.373619821367963 
alleviate 	 1899.5772128496628 1.373619821367963 
psychological 	 1184.2493225117992 1.373619821367963 
premenstrual 	 3087.7111208345905 1.373619821367963 
syndrome 	 1953.9432389291012 1.373619821367963 
women 	 529.4445471744191 1.6286598894963529 
analysis 	 634.8585822237061 1.373619821367963 
pms 	 2730.0471756656584 1.373619821367963 
affects 	 1368.2935935841851 1.373619821367963 
especially 	 895.487575937121 1.373619821367963 
severe 	 1596.2792937601694 1.373619821367963 
leadership 	 1406.5333072155056 1.373619821367963 
service 	 783.302531608825 1.373619821367963 
deals 	 1123.4732761131052 1.373619821367963 
continuing 	 1387.0592979763564 1.373619821367963 
therapies 	 2083.621483922049 1.373619821367963 
treatments 	 1899.5772128496628 1.373619821367963 
considerations 	 1426.7711952025986 1.373619821367963 
psychosomatic 	 3087.7111208345905 1.373619821367963 
mind 	 1001.4966666319624 1.373619821367963 
instrumental 	 2257.2411580185944 1.373619821367963 
multiple 	 1541.913267680731 1.373619821367963 
sclerosis 	 2520.8271798818455 1.373619821367963 
aids 	 1516.7375429693038 1.373619821367963 
criminality 	 2372.383230496727 1.373619821367963 
hypnosis 	 2730.0471756656584 1.373619821367963 
child 	 1123.4732761131052 1.373619821367963 
abuse 	 1315.7737233202547 1.373619821367963 
obesity 	 630.2067949704614 1.795329338206349 
therapy 	 746.3666074508496 1.6286598894963529 
causes 	 283.76731743319186 1.795329338206349 
cures 	 1953.9432389291012 1.373619821367963 
contributing 	 1596.2792937601694 1.373619821367963 
factors 	 966.5002069211616 1.373619821367963 
dieting 	 2730.0471756656584 1.373619821367963 
involved 	 483.2501034605808 1.6286598894963529 
anorexia 	 682.5117939164146 1.795329338206349 
nervosa 	 682.5117939164146 1.795329338206349 
abstracts 	 2372.383230496727 1.373619821367963 
reviews 	 1101.0349583522 1.373619821367963 
selected 	 1350.1864725615699 1.373619821367963 
articles 	 1224.4774779101704 1.373619821367963 
look 	 826.5853773428673 1.373619821367963 
terms 	 925.8492739489546 1.373619821367963 
body 	 1101.0349583522 1.373619821367963 
energy 	 1101.0349583522 1.373619821367963 
components 	 1447.8353443750505 1.373619821367963 
behavioral 	 1899.5772128496628 1.373619821367963 
patterns 	 1224.4774779101704 1.373619821367963 
disease 	 337.54661814039247 1.795329338206349 
pica 	 1543.8555604172952 1.6286598894963529 
explanation 	 1350.1864725615699 1.373619821367963 
manifestations 	 2014.719285327795 1.373619821367963 
desire 	 1492.7332149016993 1.373619821367963 
tendency 	 1953.9432389291012 1.373619821367963 
ingest 	 3087.7111208345905 1.373619821367963 
inedible 	 3087.7111208345905 1.373619821367963 
substances 	 2014.719285327795 1.373619821367963 
report 	 813.8439892462357 1.373619821367963 
golden 	 1805.4992895439823 1.373619821367963 
cage 	 2372.383230496727 1.373619821367963 
hilde 	 2730.0471756656584 1.373619821367963 
bruch 	 2730.0471756656584 1.373619821367963 
review 	 696.1909629080982 1.373619821367963 
book 	 833.0760289616072 1.373619821367963 
dealing 	 1039.0404934416954 1.373619821367963 
enigma 	 2730.0471756656584 1.373619821367963 
pursuit 	 2083.621483922049 1.373619821367963 
thinness 	 2730.0471756656584 1.373619821367963 
dementia 	 390.0067393808083 1.8776806543856894 
examines 	 230.40180562588066 1.7361076222092542 
term 	 505.3148242076266 1.6286598894963529 
covers 	 1568.380607584707 1.373619821367963 
deterioration 	 1041.8107419610244 1.6286598894963529 
due 	 330.84084246421264 1.7361076222092542 
age 	 500.7483333159812 1.6286598894963529 
limited 	 1090.1713992061186 1.373619821367963 
alzheimer's 	 840.2757266272819 1.7361076222092542 
pick's 	 3087.7111208345905 1.373619821367963 
senile 	 3087.7111208345905 1.373619821367963 
includes 	 706.3089341445003 1.373619821367963 
definition 	 1090.1713992061186 1.373619821367963 
diagnosis 	 1690.35721706585 1.373619821367963 
community 	 397.6515362427935 1.6286598894963529 
centers 	 770.9566338403655 1.6286598894963529 
amendment 	 1447.8353443750505 1.373619821367963 
act 	 470.8637249104998 1.6286598894963529 
expanded 	 1625.7730353015827 1.373619821367963 
extending 	 2257.2411580185944 1.373619821367963 
authorization 	 1953.9432389291012 1.373619821367963 
funds 	 1299.3913949899313 1.373619821367963 
alcoholism 	 2520.8271798818455 1.373619821367963 
addictions 	 2730.0471756656584 1.373619821367963 
multi 	 770.9566338403655 1.6286598894963529 
infarct 	 1543.8555604172952 1.6286598894963529 
collective 	 1541.913267680731 1.373619821367963 
degenerative 	 2730.0471756656584 1.373619821367963 
processes 	 1332.693271896918 1.373619821367963 
progressively 	 2372.383230496727 1.373619821367963 
break 	 1492.7332149016993 1.373619821367963 
individual's 	 1805.4992895439823 1.373619821367963 
system 	 556.5893351603606 1.373619821367963 
focuses 	 1029.3953528074246 1.373619821367963 
burnout 	 2730.0471756656584 1.373619821367963 
observes 	 801.4096526314404 1.373619821367963 
steadily 	 2257.2411580185944 1.373619821367963 
increasing 	 1224.4774779101704 1.373619821367963 
registered 	 1516.7375429693038 1.373619821367963 
nurses 	 1850.3971600706311 1.373619821367963 
leaving 	 1625.7730353015827 1.373619821367963 
medical 	 983.7017997792391 1.373619821367963 
profession 	 1447.8353443750505 1.373619821367963 
low 	 1019.9271972546352 1.373619821367963 
pay 	 1123.4732761131052 1.373619821367963 
mounting 	 2520.8271798818455 1.373619821367963 
frustrations 	 2730.0471756656584 1.373619821367963 
jobs 	 1657.0553401588631 1.373619821367963 
particularly 	 918.0897292288518 1.373619821367963 
wards 	 2730.0471756656584 1.373619821367963 
hospitals 	 1568.380607584707 1.373619821367963 
psychopathological 	 2520.8271798818455 1.373619821367963 
representing 	 1387.0592979763564 1.373619821367963 
complex 	 1171.5079344151675 1.373619821367963 
disturbance 	 2520.8271798818455 1.373619821367963 
inappropriate 	 2163.163234712914 1.373619821367963 
bizarre 	 2257.2411580185944 1.373619821367963 
eating 	 2014.719285327795 1.373619821367963 
pattern 	 1899.5772128496628 1.373619821367963 
top 	 481.98542109382913 1.373619821367963 
experienced 	 626.0378546103072 1.373619821367963 
microsoft 	 333.48780680217607 1.6286598894963529 
internet 	 534.1510173994554 1.373619821367963 
explorer 	 691.2054168776419 1.373619821367963 
msie30 	 691.2054168776419 1.373619821367963 
http 	 226.39955948313602 1.373619821367963 
www 	 224.38786102865686 1.373619821367963 
com 	 83.0206280645037 1.7361076222092542 
htm 	 338.5270177391664 1.373619821367963 
start 	 556.5893351603606 1.373619821367963 
send 	 545.2482192934726 1.373619821367963 
comments 	 194.68783488402258 1.7361076222092542 
mailto 	 374.843508868255 1.373619821367963 
updated 	 552.7811997947874 1.373619821367963 
copyright 	 402.44367030296377 1.373619821367963 
asm 	 691.2054168776419 1.373619821367963 
communications 	 552.7811997947874 1.373619821367963 
rights 	 475.4120837926754 1.373619821367963 
reserved 	 572.109302062796 1.373619821367963 
