term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 936.7887368277086 1.2360749079609428 
rel 	 2790.289502251241 0.7007524942751783 
sci 	 2711.8504599649823 0.7007524942751783 
shakespeare 	 2810.366210483126 0.7007524942751783 
sha 	 1385.2015487173044 1.037862589423611 
sociology 	 2790.289502251241 0.7007524942751783 
soc 	 2790.289502251241 0.7007524942751783 
sports 	 2654.8876849046173 0.7007524942751783 
recreation 	 2711.8504599649823 0.7007524942751783 
spt 	 2731.1870023751126 0.7007524942751783 
urban 	 2673.7039545284483 0.7007524942751783 
urb 	 2810.366210483126 0.7007524942751783 
women's 	 1336.8519772642242 1.037862589423611 
wom 	 2810.366210483126 0.7007524942751783 
home 	 936.9710246768358 0.7007524942751783 
page 	 514.9277043766274 1.037862589423611 
topic 	 692.6007743586522 1.366569499274857 
search 	 1272.7009873763805 1.037862589423611 
custom 	 1365.5935011875563 1.037862589423611 
specific 	 2263.0318317179003 0.7007524942751783 
paper 	 601.9447190243811 1.366569499274857 
click 	 1290.6330479702863 1.037862589423611 
catalog 	 2750.7034221806466 0.7007524942751783 
button 	 2510.1406405249927 0.7007524942751783 
title 	 1212.2480480107488 1.037862589423611 
description 	 1281.6287008380166 1.037862589423611 
written 	 2310.1798832955196 0.7007524942751783 
pgs 	 22.685280506107656 1.9703001323130451 
pages 	 2441.347592242358 0.7007524942751783 
footnotes 	 2790.289502251241 0.7007524942751783 
sources 	 2441.347592242358 0.7007524942751783 
price 	 2407.7788760975245 0.7007524942751783 
nuclear 	 1043.72509058501 1.4589861308141197 
disarmament 	 8191.62996243743 0.7007524942751783 
examines 	 200.74044360593757 1.7661074797047962 
diplomacy 	 4235.8894120818395 1.037862589423611 
negotiations 	 3508.7780196744566 1.037862589423611 
comparison 	 1137.974399495654 1.2360749079609428 
war 	 315.31088808736394 1.711519531950826 
waltz 	 11100.075532066961 0.7007524942751783 
reviews 	 746.1147747490038 1.5278693393902876 
affairs 	 2489.296268077071 1.037862589423611 
multinationals 	 10249.409735256031 0.7007524942751783 
tugendhat 	 12554.298316881726 0.7007524942751783 
summary 	 1076.3320348565226 1.366569499274857 
based 	 645.3165239851431 1.366569499274857 
company 	 3895.5703770571236 0.7007524942751783 
france 	 5489.711665570104 0.7007524942751783 
england 	 1829.9038885233679 1.2360749079609428 
chief 	 2283.9602066717976 1.037862589423611 
executives 	 7523.514034550744 0.7007524942751783 
compares 	 4567.920413343595 0.7007524942751783 
france's 	 8471.778824163679 0.7007524942751783 
president 	 1184.3048031174671 1.2360749079609428 
england's 	 9645.852747252195 0.7007524942751783 
prime 	 4712.667457723219 0.7007524942751783 
minister 	 4763.224120936088 0.7007524942751783 
power 	 167.9147702044032 1.813229800586296 
assumption 	 8795.186950441266 0.7007524942751783 
legislature 	 8471.778824163679 0.7007524942751783 
image 	 3796.4338246406787 0.7007524942751783 
role 	 305.6337135756274 1.6583633717639301 
executive 	 1259.0188960002017 1.366569499274857 
afn 	 253.74204835384955 1.7323423204265782 
freedom 	 576.4984115364769 1.581192885207753 
totalitarian 	 3059.2325255316614 1.2360749079609428 
defines 	 5718.811780112656 0.7007524942751783 
system 	 205.7301665198091 1.711519531950826 
breaking 	 7944.521153630338 0.7007524942751783 
illusory 	 12554.298316881726 0.7007524942751783 
promise 	 7523.514034550744 0.7007524942751783 
semantical 	 12554.298316881726 0.7007524942751783 
difficulty 	 7340.964165626501 0.7007524942751783 
politician's 	 12554.298316881726 0.7007524942751783 
advantage 	 5418.5862101545235 0.7007524942751783 
individual 	 1762.1848756696888 1.037862589423611 
neurenburg 	 12554.298316881726 0.7007524942751783 
lai 	 9177.697576594983 0.7007524942751783 
moral 	 5639.6325720046425 0.7007524942751783 
implications 	 2356.3337288616094 1.037862589423611 
events 	 1287.3338869707634 1.2360749079609428 
international 	 217.74129996738074 1.750361462249674 
participation 	 1906.2705933708858 1.2360749079609428 
analyzes 	 564.5327870676525 1.5278693393902876 
lower 	 4712.667457723219 0.7007524942751783 
class 	 852.9177990595783 1.4589861308141197 
minority 	 2709.2931050772618 1.037862589423611 
involvement 	 4978.592536154142 0.7007524942751783 
politics 	 295.5012397331314 1.7799849855164651 
symptomatic 	 11100.075532066961 0.7007524942751783 
social 	 299.18783438324846 1.6583633717639301 
apathy 	 10249.409735256031 0.7007524942751783 
disillusionment 	 7723.474791780218 0.7007524942751783 
comments 	 593.6847057945921 1.366569499274857 
economy 	 1408.2086274164583 1.2360749079609428 
racism 	 1638.325992487486 1.4589861308141197 
discusses 	 188.70912663839667 1.7799849855164651 
racism's 	 12554.298316881726 0.7007524942751783 
link 	 5718.811780112656 0.7007524942751783 
national 	 1195.5969047458004 1.037862589423611 
world 	 116.30671664028549 1.8303222834801425 
nations 	 618.1481393926831 1.6583633717639301 
rustow 	 12554.298316881726 0.7007524942751783 
critique 	 1337.4482904679721 1.366569499274857 
examining 	 2023.0970832453265 1.2360749079609428 
basic 	 2173.4370257467376 1.037862589423611 
similarities 	 2819.8162860023212 1.037862589423611 
development 	 488.2695184484716 1.4589861308141197 
emerging 	 6872.8089949692885 0.7007524942751783 
established 	 5036.075584000807 0.7007524942751783 
nationalism 	 981.8298564241841 1.581192885207753 
discussed 	 4146.913294264001 0.7007524942751783 
military 	 271.1738446171913 1.7661074797047962 
factor 	 3083.445121268992 1.037862589423611 
historical 	 699.2416509365092 1.4589861308141197 
countries 	 933.2133003498697 1.366569499274857 
balance 	 2641.5921964039494 1.037862589423611 
nato 	 2434.0729916508635 1.037862589423611 
analysis 	 129.06330479702862 1.8303222834801425 
position 	 1014.9681934153982 1.2360749079609428 
relations 	 466.6066501749348 1.6236937922347476 
north 	 1850.8855757111266 1.037862589423611 
atlantic 	 7723.474791780218 0.7007524942751783 
treaty 	 5886.741380811736 0.7007524942751783 
organization 	 511.26431370547317 1.5278693393902876 
economic 	 285.19447392579053 1.711519531950826 
impact 	 982.4212374615296 1.366569499274857 
oil 	 2609.312726462525 1.037862589423611 
focusing 	 4264.588995297891 0.7007524942751783 
production 	 2307.5342324606067 1.037862589423611 
relationships 	 5418.5862101545235 0.7007524942751783 
strategic 	 3436.4044974846443 1.037862589423611 
aspects 	 1321.4544751132528 1.2360749079609428 
limited 	 1108.1296489992426 1.366569499274857 
warfare 	 2574.491597260073 1.2360749079609428 
characteristics 	 5036.075584000807 0.7007524942751783 
strategy 	 2434.0729916508635 1.037862589423611 
relation 	 2112.3129411246873 1.037862589423611 
objectives 	 4978.592536154142 0.7007524942751783 
capabilities 	 7523.514034550744 0.7007524942751783 
missions 	 7340.964165626501 0.7007524942751783 
forces 	 746.1147747490038 1.5278693393902876 
recommendations 	 5563.333254534147 0.7007524942751783 
revolutions 	 2574.491597260073 1.2360749079609428 
third 	 609.2269993282702 1.581192885207753 
short 	 4146.913294264001 0.7007524942751783 
discussion 	 1037.89920950961 1.2360749079609428 
occurrence 	 7723.474791780218 0.7007524942751783 
underdeveloped 	 8191.62996243743 0.7007524942751783 
aimed 	 6166.890242537984 0.7007524942751783 
transformation 	 3034.6456248679897 1.037862589423611 
intervention 	 5886.741380811736 0.7007524942751783 
whys 	 11100.075532066961 0.7007524942751783 
wherefore 	 11100.075532066961 0.7007524942751783 
takeover 	 9177.697576594983 0.7007524942751783 
desirability 	 8795.186950441266 0.7007524942751783 
close 	 4922.642553775768 0.7007524942751783 
hand 	 5095.1780838769355 0.7007524942751783 
legislative 	 2125.621779530178 1.2360749079609428 
branches 	 4095.814981218715 1.037862589423611 
government 	 495.09243300627065 1.4589861308141197 
mobilization 	 9645.852747252195 0.7007524942751783 
crisis 	 1408.2086274164583 1.2360749079609428 
democracy 	 466.33004741566316 1.6871835568426838 
questions 	 1129.065574135305 1.2360749079609428 
mobilizing 	 12554.298316881726 0.7007524942751783 
developing 	 4922.642553775768 0.7007524942751783 
resultant 	 6269.252006965453 0.7007524942751783 
crises 	 7944.521153630338 0.7007524942751783 
solved 	 8795.186950441266 0.7007524942751783 
depth 	 5155.99393623702 0.7007524942751783 
study 	 424.2336624587935 1.5278693393902876 
asset 	 8191.62996243743 0.7007524942751783 
noting 	 1382.304431421334 1.2360749079609428 
importance 	 2489.296268077071 1.037862589423611 
current 	 2956.554683981628 0.7007524942751783 
drawbacks 	 7723.474791780218 0.7007524942751783 
cultural 	 697.5682978649796 1.5278693393902876 
pluralism 	 9645.852747252195 0.7007524942751783 
potentially 	 8191.62996243743 0.7007524942751783 
hostile 	 8471.778824163679 0.7007524942751783 
relationship 	 618.1030144418748 1.4589861308141197 
modernization 	 8471.778824163679 0.7007524942751783 
traditionalist 	 10249.409735256031 0.7007524942751783 
iran 	 6376.865338590534 0.7007524942751783 
israel 	 7523.514034550744 0.7007524942751783 
proposes 	 6610.216721051784 0.7007524942751783 
viable 	 6490.298368815572 0.7007524942751783 
future 	 796.2057709861022 1.366569499274857 
creating 	 5563.333254534147 0.7007524942751783 
observing 	 6610.216721051784 0.7007524942751783 
equality 	 3436.4044974846443 1.037862589423611 
improvement 	 5976.031451862369 0.7007524942751783 
human 	 646.7231961530084 1.4589861308141197 
condition 	 2489.296268077071 1.037862589423611 
types 	 2073.4566471320004 1.037862589423611 
contrasts 	 5418.5862101545235 0.7007524942751783 
revolution 	 4815.029222150687 0.7007524942751783 
terrorism 	 1048.7091665180717 1.581192885207753 
belief 	 2900.54841815412 1.037862589423611 
violence 	 2547.5890419384677 1.037862589423611 
substitutes 	 12554.298316881726 0.7007524942751783 
orderly 	 11100.075532066961 0.7007524942751783 
processes 	 2709.2931050772618 1.037862589423611 
communism 	 1145.4681658282148 1.5278693393902876 
outside 	 2489.296268077071 1.037862589423611 
russia 	 2092.7048935949388 1.037862589423611 
ussr 	 7723.474791780218 0.7007524942751783 
looking 	 1570.8891525744066 1.2360749079609428 
eastern 	 4712.667457723219 0.7007524942751783 
europe 	 1435.1093798086968 1.2360749079609428 
asia 	 3508.7780196744566 1.037862589423611 
latin 	 6376.865338590534 0.7007524942751783 
america 	 410.9110469719382 1.6871835568426838 
mideast 	 10249.409735256031 0.7007524942751783 
africa 	 1906.2705933708858 1.2360749079609428 
successes 	 7523.514034550744 0.7007524942751783 
failures 	 3670.4820828132506 1.037862589423611 
culture 	 4109.110469719382 0.7007524942751783 
communications 	 749.1827888691628 1.2360749079609428 
research 	 2407.7788760975245 0.7007524942751783 
investigating 	 8471.778824163679 0.7007524942751783 
differences 	 4185.4097871898775 0.7007524942751783 
affect 	 4712.667457723219 0.7007524942751783 
particularly 	 1244.284400466493 1.2360749079609428 
translation 	 8795.186950441266 0.7007524942751783 
books 	 1230.660638443942 1.366569499274857 
compared 	 2216.259297998485 1.037862589423611 
review 	 123.07116954678042 1.8508031565231815 
book 	 260.5535940312242 1.750361462249674 
hinduism 	 9645.852747252195 0.7007524942751783 
hindrance 	 11100.075532066961 0.7007524942751783 
indian 	 3245.149184407786 1.037862589423611 
view 	 1720.4972709163483 1.037862589423611 
world's 	 7523.514034550744 0.7007524942751783 
articles 	 4978.592536154142 0.7007524942751783 
various 	 854.419133892011 1.2360749079609428 
topics 	 6269.252006965453 0.7007524942751783 
mores 	 10249.409735256031 0.7007524942751783 
societal 	 8191.62996243743 0.7007524942751783 
systems 	 827.2503340303307 1.366569499274857 
southeast 	 7523.514034550744 0.7007524942751783 
middle 	 4922.642553775768 0.7007524942751783 
east 	 4146.913294264001 0.7007524942751783 
colonialism 	 8471.778824163679 0.7007524942751783 
urbanization 	 8795.186950441266 0.7007524942751783 
facism 	 3215.2842490840653 1.2360749079609428 
totalitarianism 	 9645.852747252195 0.7007524942751783 
developed 	 2092.7048935949388 1.037862589423611 
emphasis 	 4476.688648494022 0.7007524942751783 
italy 	 5418.5862101545235 0.7007524942751783 
nazism 	 11100.075532066961 0.7007524942751783 
germany 	 4763.224120936088 0.7007524942751783 
reaction 	 5283.184392807899 0.7007524942751783 
liberalism 	 8471.778824163679 0.7007524942751783 
circum 	 12554.298316881726 0.7007524942751783 
acts 	 2988.0157259311845 1.037862589423611 
distinguishing 	 10249.409735256031 0.7007524942751783 
features 	 5718.811780112656 0.7007524942751783 
led 	 4815.029222150687 0.7007524942751783 
classification 	 6872.8089949692885 0.7007524942751783 
mccarthy 	 5124.704867628016 1.037862589423611 
campaign 	 2331.6502370783155 1.037862589423611 
eugene 	 8471.778824163679 0.7007524942751783 
peace 	 2434.0729916508635 1.037862589423611 
candidate 	 6490.298368815572 0.7007524942751783 
presidential 	 1522.6401377811983 1.2360749079609428 
effect 	 1654.5006680606614 1.037862589423611 
kennedy 	 6269.252006965453 0.7007524942751783 
humphrey 	 5124.704867628016 1.037862589423611 
johnson 	 3368.7035888113323 1.037862589423611 
chances 	 8795.186950441266 0.7007524942751783 
ultimate 	 5976.031451862369 0.7007524942751783 
failure 	 2307.5342324606067 1.037862589423611 
strategies 	 5418.5862101545235 0.7007524942751783 
apartheid 	 4095.814981218715 1.037862589423611 
colonization 	 4588.848788297491 1.037862589423611 
slavery 	 2648.1737178767794 1.2360749079609428 
concerning 	 1027.2776174298456 1.366569499274857 
fundamental 	 1541.722560634496 1.366569499274857 
races 	 8471.778824163679 0.7007524942751783 
inferior 	 9645.852747252195 0.7007524942751783 
white 	 1108.1296489992426 1.366569499274857 
race 	 5349.7931618718885 0.7007524942751783 
subjugated 	 12554.298316881726 0.7007524942751783 
imagined 	 9177.697576594983 0.7007524942751783 
communities 	 1933.6989454360803 1.2360749079609428 
reflections 	 4588.848788297491 1.037862589423611 
origin 	 6166.890242537984 0.7007524942751783 
spread 	 6872.8089949692885 0.7007524942751783 
benedict 	 10249.409735256031 0.7007524942751783 
anderson 	 8191.62996243743 0.7007524942751783 
offers 	 4346.874051493475 0.7007524942751783 
refreshing 	 11100.075532066961 0.7007524942751783 
intelligent 	 9645.852747252195 0.7007524942751783 
bombing 	 8471.778824163679 0.7007524942751783 
rainbow 	 5550.037766033481 1.037862589423611 
warrior 	 4822.926373626097 1.037862589423611 
explains 	 6269.252006965453 0.7007524942751783 
french 	 5095.1780838769355 0.7007524942751783 
tried 	 3245.149184407786 1.037862589423611 
sinking 	 9177.697576594983 0.7007524942751783 
greenpeace 	 11100.075532066961 0.7007524942751783 
ship 	 8795.186950441266 0.7007524942751783 
results 	 3640.95529906217 0.7007524942751783 
observes 	 325.84446729084533 1.6871835568426838 
act 	 3828.961607993134 0.7007524942751783 
pure 	 8471.778824163679 0.7007524942751783 
efforts 	 1982.181712669879 1.037862589423611 
origins 	 2356.3337288616094 1.037862589423611 
value 	 1982.181712669879 1.037862589423611 
studying 	 7723.474791780218 0.7007524942751783 
process 	 547.2617869540773 1.5278693393902876 
effort 	 1829.9038885233679 1.2360749079609428 
required 	 4346.874051493475 0.7007524942751783 
fully 	 5418.5862101545235 0.7007524942751783 
appreciate 	 8795.186950441266 0.7007524942751783 
separate 	 5418.5862101545235 0.7007524942751783 
geographic 	 9177.697576594983 0.7007524942751783 
regions 	 5489.711665570104 0.7007524942751783 
subcontinen 	 12554.298316881726 0.7007524942751783 
earth 	 5801.09683630824 0.7007524942751783 
summit 	 7173.034564927421 0.7007524942751783 
agreements 	 5718.811780112656 0.7007524942751783 
south 	 933.2133003498697 1.366569499274857 
conference 	 2356.3337288616094 1.037862589423611 
sponsered 	 12554.298316881726 0.7007524942751783 
united 	 964.2170888929033 1.2360749079609428 
june 	 4389.259331445631 0.7007524942751783 
delegates 	 8471.778824163679 0.7007524942751783 
dealt 	 3586.5172824637107 1.037862589423611 
global 	 1678.6918613336022 1.2360749079609428 
issues 	 1456.8684356496778 1.037862589423611 
environment 	 3828.961607993134 0.7007524942751783 
wealthier 	 12554.298316881726 0.7007524942751783 
industrial 	 1382.304431421334 1.2360749079609428 
ethnic 	 802.5048703584479 1.5278693393902876 
conflict 	 627.0370473493758 1.581192885207753 
donald 	 8795.186950441266 0.7007524942751783 
horowitz 	 12554.298316881726 0.7007524942751783 
summarizes 	 7173.034564927421 0.7007524942751783 
horowitz's 	 12554.298316881726 0.7007524942751783 
central 	 1835.5714351183376 1.037862589423611 
theses 	 11100.075532066961 0.7007524942751783 
arguments 	 2988.0157259311845 1.037862589423611 
critical 	 587.0157813884832 1.581192885207753 
perspective 	 2307.5342324606067 1.037862589423611 
somewhat 	 6490.298368815572 0.7007524942751783 
overlooked 	 8795.186950441266 0.7007524942751783 
phenomenon 	 3305.108360525892 1.037862589423611 
enormous 	 3761.757017275372 1.037862589423611 
signifance 	 11100.075532066961 0.7007524942751783 
shaping 	 7173.034564927421 0.7007524942751783 
orderin 	 12554.298316881726 0.7007524942751783 
obligation 	 7523.514034550744 0.7007524942751783 
spoils 	 11100.075532066961 0.7007524942751783 
favors 	 9177.697576594983 0.7007524942751783 
politician 	 4588.848788297491 1.037862589423611 
amateur 	 12554.298316881726 0.7007524942751783 
betterment 	 10249.409735256031 0.7007524942751783 
society 	 265.40192366203405 1.7323423204265782 
professional 	 2112.3129411246873 1.037862589423611 
gratified 	 12554.298316881726 0.7007524942751783 
income 	 5036.075584000807 0.7007524942751783 
status 	 3468.4197689610032 0.7007524942751783 
approaches 	 2641.5921964039494 1.037862589423611 
methods 	 1748.1041273412732 1.037862589423611 
getting 	 5886.741380811736 0.7007524942751783 
votes 	 7173.034564927421 0.7007524942751783 
constitutional 	 5489.711665570104 0.7007524942751783 
design 	 1964.8424749230592 1.037862589423611 
criteria 	 7340.964165626501 0.7007524942751783 
illustration 	 9645.852747252195 0.7007524942751783 
facing 	 6069.291249735979 0.7007524942751783 
designers 	 8795.186950441266 0.7007524942751783 
constitution 	 5718.811780112656 0.7007524942751783 
separation 	 7523.514034550744 0.7007524942751783 
powers 	 1372.427916392526 1.366569499274857 
concerned 	 5036.075584000807 0.7007524942751783 
community 	 808.4039951912605 1.366569499274857 
structure 	 1223.714290078892 1.2360749079609428 
argues 	 6269.252006965453 0.7007524942751783 
style 	 5155.99393623702 0.7007524942751783 
manner 	 5155.99393623702 0.7007524942751783 
morals 	 9645.852747252195 0.7007524942751783 
center 	 3258.4446729084534 0.7007524942751783 
elite 	 2047.9074906093574 1.366569499274857 
powerful 	 6269.252006965453 0.7007524942751783 
ruling 	 6069.291249735979 0.7007524942751783 
dealing 	 1056.1564705623437 1.366569499274857 
complex 	 4763.224120936088 0.7007524942751783 
concluding 	 6069.291249735979 0.7007524942751783 
permanent 	 5489.711665570104 0.7007524942751783 
highly 	 5283.184392807899 0.7007524942751783 
influential 	 7017.556039348913 0.7007524942751783 
segment 	 7723.474791780218 0.7007524942751783 
enourmous 	 12554.298316881726 0.7007524942751783 
sums 	 10249.409735256031 0.7007524942751783 
money 	 1982.181712669879 1.037862589423611 
spent 	 6490.298368815572 0.7007524942751783 
rapidly 	 8191.62996243743 0.7007524942751783 
obsolete 	 9177.697576594983 0.7007524942751783 
mills 	 3972.260576815169 1.037862589423611 
sovereign 	 9645.852747252195 0.7007524942751783 
itt 	 4521.808667047604 0.7007524942751783 
sampson 	 10249.409735256031 0.7007524942751783 
sovereignty 	 7340.964165626501 0.7007524942751783 
bay 	 6069.291249735979 0.7007524942751783 
vernon 	 9645.852747252195 0.7007524942751783 
infiltrators 	 12554.298316881726 0.7007524942751783 
faith 	 6166.890242537984 0.7007524942751783 
european 	 3964.363425339758 0.7007524942751783 
investment 	 5095.1780838769355 0.7007524942751783 
american 	 387.6890554676183 1.5278693393902876 
mumford 	 12554.298316881726 0.7007524942751783 
movement 	 1748.1041273412732 1.037862589423611 
norman 	 8191.62996243743 0.7007524942751783 
mailer's 	 11100.075532066961 0.7007524942751783 
changes 	 1156.1399229870012 1.2360749079609428 
hands 	 6166.890242537984 0.7007524942751783 
campaigns 	 6069.291249735979 0.7007524942751783 
rockerfeller 	 12554.298316881726 0.7007524942751783 
nixon 	 7017.556039348913 0.7007524942751783 
rise 	 4815.029222150687 0.7007524942751783 
fall 	 4346.874051493475 0.7007524942751783 
party 	 957.2404019982835 1.366569499274857 
press 	 3413.923198486962 0.7007524942751783 
traces 	 4815.029222150687 0.7007524942751783 
newspapers 	 6376.865338590534 0.7007524942751783 
colonial 	 7017.556039348913 0.7007524942751783 
times 	 3413.923198486962 0.7007524942751783 
day 	 971.245623766452 1.2360749079609428 
focus 	 5036.075584000807 0.7007524942751783 
individuals 	 4763.224120936088 0.7007524942751783 
parties 	 2307.5342324606067 1.037862589423611 
struggle 	 5418.5862101545235 0.7007524942751783 
cook 	 7340.964165626501 0.7007524942751783 
theoretical 	 7017.556039348913 0.7007524942751783 
causes 	 1538.356154973738 1.2360749079609428 
labor 	 1507.2695556825347 1.2360749079609428 
organizations 	 4521.808667047604 0.7007524942751783 
management 	 1165.4027515608489 1.2360749079609428 
formed 	 5976.031451862369 0.7007524942751783 
demands 	 3245.149184407786 1.037862589423611 
organized 	 5801.09683630824 0.7007524942751783 
preserve 	 7723.474791780218 0.7007524942751783 
protect 	 4712.667457723219 0.7007524942751783 
drury 	 6277.149158440863 1.037862589423611 
pulitzer 	 12554.298316881726 0.7007524942751783 
prize 	 7723.474791780218 0.7007524942751783 
winner 	 9645.852747252195 0.7007524942751783 
bargaining 	 2507.838011516915 1.2360749079609428 
washington 	 4432.51859599697 0.7007524942751783 
rule 	 4389.259331445631 0.7007524942751783 
country 	 1137.974399495654 1.2360749079609428 
imperial 	 4397.593475220633 1.037862589423611 
presidency 	 2339.185346449638 1.2360749079609428 
schlesinger 	 5550.037766033481 1.037862589423611 
theory 	 1357.3255856549465 1.2360749079609428 
effective 	 2194.6296657228154 1.037862589423611 
degree 	 5563.333254534147 0.7007524942751783 
staving 	 12554.298316881726 0.7007524942751783 
arbitrary 	 8795.186950441266 0.7007524942751783 
misuse 	 11100.075532066961 0.7007524942751783 
efficient 	 6737.407177622665 0.7007524942751783 
contains 	 6069.291249735979 0.7007524942751783 
tendency 	 7944.521153630338 0.7007524942751783 
inertia 	 11100.075532066961 0.7007524942751783 
advise 	 8795.186950441266 0.7007524942751783 
consent 	 6737.407177622665 0.7007524942751783 
careers 	 8471.778824163679 0.7007524942751783 
figures 	 5489.711665570104 0.7007524942751783 
popular 	 4763.224120936088 0.7007524942751783 
updated 	 1123.7741833037442 1.037862589423611 
coincide 	 9645.852747252195 0.7007524942751783 
significant 	 4476.688648494022 0.7007524942751783 
abdication 	 11100.075532066961 0.7007524942751783 
chicago 	 5218.62545292505 0.7007524942751783 
riots 	 10249.409735256031 0.7007524942751783 
rules 	 4868.145983301727 0.7007524942751783 
dionhoff 	 12554.298316881726 0.7007524942751783 
governing 	 6069.291249735979 0.7007524942751783 
century 	 4185.4097871898775 0.7007524942751783 
decision 	 1866.4266006997393 1.037862589423611 
industry 	 3309.0013361213228 0.7007524942751783 
academic 	 5718.811780112656 0.7007524942751783 
professionalism 	 9177.697576594983 0.7007524942751783 
bureaucracy 	 4095.814981218715 1.037862589423611 
distinction 	 6610.216721051784 0.7007524942751783 
fields 	 6872.8089949692885 0.7007524942751783 
function 	 2238.344324247011 1.037862589423611 
client 	 6610.216721051784 0.7007524942751783 
knowledgeable 	 10249.409735256031 0.7007524942751783 
field 	 4389.259331445631 0.7007524942751783 
discipline 	 6610.216721051784 0.7007524942751783 
phenomena 	 6737.407177622665 0.7007524942751783 
congressional 	 2507.838011516915 1.2360749079609428 
bureaucratic 	 8191.62996243743 0.7007524942751783 
policy 	 370.52711004210545 1.6583633717639301 
controversial 	 6069.291249735979 0.7007524942751783 
cooperative 	 7523.514034550744 0.7007524942751783 
details 	 5563.333254534147 0.7007524942751783 
congress 	 4815.029222150687 0.7007524942751783 
promoting 	 7173.034564927421 0.7007524942751783 
impeding 	 11100.075532066961 0.7007524942751783 
progress 	 1320.7960982019747 1.366569499274857 
prisoners 	 7523.514034550744 0.7007524942751783 
establishes 	 9177.697576594983 0.7007524942751783 
crime 	 5095.1780838769355 0.7007524942751783 
crimes 	 5283.184392807899 0.7007524942751783 
related 	 3334.743990378949 0.7007524942751783 
including 	 614.0082375461026 1.2360749079609428 
watergate 	 9177.697576594983 0.7007524942751783 
dilemma 	 7523.514034550744 0.7007524942751783 
cia 	 3761.757017275372 1.037862589423611 
cult 	 11100.075532066961 0.7007524942751783 
intelligence 	 6610.216721051784 0.7007524942751783 
marchetti 	 12554.298316881726 0.7007524942751783 
marks 	 9177.697576594983 0.7007524942751783 
practices 	 4521.808667047604 0.7007524942751783 
investigations 	 6376.865338590534 0.7007524942751783 
rural 	 8191.62996243743 0.7007524942751783 
southern 	 2577.99696811851 1.037862589423611 
poverty 	 1541.722560634496 1.366569499274857 
geographical 	 4095.814981218715 1.037862589423611 
distribution 	 2518.0377920004034 1.037862589423611 
electoral 	 6166.890242537984 0.7007524942751783 
representative 	 5349.7931618718885 0.7007524942751783 
participatory 	 3416.469911752011 1.2360749079609428 
factors 	 1309.8949832820397 1.2360749079609428 
define 	 6490.298368815572 0.7007524942751783 
term 	 1369.7034899064608 1.2360749079609428 
walter 	 8191.62996243743 0.7007524942751783 
lippman 	 5550.037766033481 1.037862589423611 
philosophies 	 6069.291249735979 0.7007524942751783 
game 	 6737.407177622665 0.7007524942751783 
copeland 	 12554.298316881726 0.7007524942751783 
crytodiplomacy 	 12554.298316881726 0.7007524942751783 
assumes 	 8471.778824163679 0.7007524942751783 
nation 	 2819.8162860023212 1.037862589423611 
enemies 	 8795.186950441266 0.7007524942751783 
doing 	 5218.62545292505 0.7007524942751783 
tactics 	 6269.252006965453 0.7007524942751783 
ethical 	 5976.031451862369 0.7007524942751783 
dealings 	 9177.697576594983 0.7007524942751783 
