term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 506.79466935150106 1.498861415181687 
pgs 	 28.481560021720227 1.9628525149748852 
pages 	 1320.7481016182442 0.9984830383685717 
footnotes 	 1509.522681151172 0.9984830383685717 
sources 	 660.3740508091221 1.331984240820426 
price 	 1302.5877141900335 0.9984830383685717 
framework 	 3644.8794788378095 0.9984830383685717 
india 	 585.1992888946356 1.7135419067220814 
discusses 	 382.8375692348311 1.5990282601006 
hindu 	 6005.045628644423 0.9984830383685717 
social 	 485.57415446852286 1.498861415181687 
british 	 929.7828277135393 1.498861415181687 
impact 	 531.4814606858132 1.5990282601006 
colonialism 	 4583.15965940218 0.9984830383685717 
future 	 344.5923927814017 1.665823057055821 
appendices 	 6005.045628644423 0.9984830383685717 
japanese 	 646.5963487000752 1.665823057055821 
governments 	 2858.1574289022715 0.9984830383685717 
comparison 	 461.7257900718186 1.5990282601006 
governmental 	 3050.9928356650476 0.9984830383685717 
systems 	 1790.141332935034 0.9984830383685717 
cambodian 	 6005.045628644423 0.9984830383685717 
bombing 	 4583.15965940218 0.9984830383685717 
issue 	 1611.232481263967 0.9984830383685717 
notes 	 2002.6264332050798 0.9984830383685717 
role 	 372.0267378664244 1.5990282601006 
nixon 	 1898.2188047333213 1.331984240820426 
kissinger 	 2482.527823983629 1.331984240820426 
congress 	 2604.889498160643 0.9984830383685717 
house 	 2036.5095463799682 0.9984830383685717 
attempts 	 2374.5516402243998 0.9984830383685717 
deceive 	 6791.767678579961 0.9984830383685717 
public 	 1224.2808050523436 0.9984830383685717 
threats 	 3718.1307003289526 0.9984830383685717 
communist 	 269.0944611821161 1.7994532302697241 
takeover 	 4965.055647967258 0.9984830383685717 
implications 	 2549.5126618283384 0.9984830383685717 
military 	 228.20423636093477 1.7994532302697241 
moves 	 3644.8794788378095 0.9984830383685717 
sino 	 827.5092746612095 1.7135419067220814 
soviet 	 186.06353558290309 1.866288614746844 
dispute 	 1788.0352665380778 1.331984240820426 
policy 	 164.00617163879483 1.832869230590908 
era 	 2724.473683432276 0.9984830383685717 
analysis 	 174.55535145927965 1.7771777763766756 
positions 	 2894.19220148932 0.9984830383685717 
reference 	 908.1578944774253 1.498861415181687 
foreign 	 215.37024548837607 1.7771777763766756 
objectives 	 673.3439619321916 1.5990282601006 
position's 	 6005.045628644423 0.9984830383685717 
effect 	 447.5353332337585 1.5990282601006 
relations 	 403.8883111142429 1.665823057055821 
china 	 131.259410894737 1.9088272711867407 
growing 	 2374.5516402243998 0.9984830383685717 
rift 	 2609.1617893544426 1.331984240820426 
influence 	 488.40650453451707 1.5990282601006 
discussion 	 561.4945675850367 1.498861415181687 
colonization 	 4965.055647967258 0.9984830383685717 
including 	 498.2597828514011 1.331984240820426 
establishment 	 1641.7172470091364 1.331984240820426 
code 	 2549.5126618283384 0.9984830383685717 
religious 	 2693.3758477287665 0.9984830383685717 
yenan 	 6791.767678579961 0.9984830383685717 
revolutionary 	 3336.234711763876 0.9984830383685717 
seldan 	 6791.767678579961 0.9984830383685717 
critical 	 740.9978365318556 1.498861415181687 
review 	 382.8375692348311 1.5990282601006 
politics 	 2397.9545311995053 0.9984830383685717 
chinese 	 678.3223096192363 1.665823057055821 
communism 	 1859.0653501644763 1.331984240820426 
kiangsi 	 6791.767678579961 0.9984830383685717 
soviets 	 4965.055647967258 0.9984830383685717 
kim 	 4583.15965940218 0.9984830383685717 
partition 	 5544.842730941657 0.9984830383685717 
vietnam 	 196.2491006919927 1.888570084346161 
analyzes 	 610.8147886766305 1.498861415181687 
division 	 2894.19220148932 0.9984830383685717 
northern 	 3391.611548096181 0.9984830383685717 
southern 	 2789.348483140618 0.9984830383685717 
sectors 	 4070.156543953811 0.9984830383685717 
french 	 2756.4476287894768 0.9984830383685717 
defeat 	 4070.156543953811 0.9984830383685717 
encountered 	 3796.4376094666427 0.9984830383685717 
geo 	 4758.1206810061185 0.9984830383685717 
differences 	 2264.2707857295095 0.9984830383685717 
north 	 667.5421444016932 1.498861415181687 
south 	 403.8883111142429 1.665823057055821 
discussed 	 2243.4445133411064 0.9984830383685717 
analyzed 	 3391.611548096181 0.9984830383685717 
light 	 2285.486356698303 0.9984830383685717 
reflection 	 3576.0705330761557 0.9984830383685717 
incidents 	 3880.550157861117 0.9984830383685717 
developments 	 1504.8577797655523 1.331984240820426 
past 	 976.8130090690341 1.331984240820426 
indonesia 	 4583.15965940218 0.9984830383685717 
examines 	 116.95261600419255 1.8567398739544891 
internal 	 2522.805547267768 0.9984830383685717 
conflict 	 593.6379100560999 1.5990282601006 
intervention 	 1592.3382905675214 1.331984240820426 
emphasizing 	 2148.9588916516764 1.331984240820426 
domestic 	 823.7352508968827 1.498861415181687 
harmony 	 4431.601528773347 0.9984830383685717 
gandhi 	 1108.9685461883314 1.665823057055821 
indian 	 1170.3985777892713 1.498861415181687 
nationalist 	 4431.601528773347 0.9984830383685717 
movement 	 378.28373394324973 1.665823057055821 
investigation 	 2307.1060579900413 0.9984830383685717 
historical 	 472.8546674290622 1.5990282601006 
mahatma 	 3395.8838392899806 1.331984240820426 
ghandi 	 6791.767678579961 0.9984830383685717 
charismatic 	 5544.842730941657 0.9984830383685717 
rule 	 1187.2758201121999 1.331984240820426 
advocacy 	 3644.8794788378095 0.9984830383685717 
violent 	 3796.4376094666427 0.9984830383685717 
revolution 	 868.2964993868811 1.498861415181687 
shaping 	 3880.550157861117 0.9984830383685717 
india's 	 5544.842730941657 0.9984830383685717 
nationalistic 	 4431.601528773347 0.9984830383685717 
goals 	 1592.3382905675214 1.331984240820426 
international 	 1531.3502769393244 0.9984830383685717 
development 	 660.3740508091221 1.331984240820426 
direction 	 3184.676581135043 0.9984830383685717 
parties 	 1248.3562220413673 1.331984240820426 
considers 	 3093.8281079255794 0.9984830383685717 
border 	 3644.8794788378095 0.9984830383685717 
clash 	 4758.1206810061185 0.9984830383685717 
radical 	 3644.8794788378095 0.9984830383685717 
left 	 1235.6028763453241 1.331984240820426 
split 	 3796.4376094666427 0.9984830383685717 
question 	 2222.9935095955666 0.9984830383685717 
current 	 799.7353589893107 1.331984240820426 
policies 	 531.4814606858132 1.5990282601006 
national 	 646.80766772473 1.331984240820426 
simply 	 3009.7155595311046 0.9984830383685717 
magnification 	 6791.767678579961 0.9984830383685717 
ideology 	 1170.3985777892713 1.498861415181687 
unify 	 6005.045628644423 0.9984830383685717 
world 	 419.472905582218 1.498861415181687 
effects 	 1776.3835887308226 0.9984830383685717 
leap 	 2263.922559526654 1.498861415181687 
forward 	 1112.0782372546253 1.498861415181687 
economic 	 154.28776353945295 1.832869230590908 
arising 	 3971.398631070581 0.9984830383685717 
mao's 	 2001.6818762148077 1.498861415181687 
plan 	 2053.838127248413 0.9984830383685717 
urbanization 	 2379.0603405030593 1.331984240820426 
western 	 1001.3132166025399 1.331984240820426 
europe 	 2329.1455854378514 0.9984830383685717 
africa 	 3093.8281079255794 0.9984830383685717 
observes 	 352.55812237856003 1.665823057055821 
rate 	 2446.259693564838 0.9984830383685717 
developed 	 2264.2707857295095 0.9984830383685717 
countries 	 403.8883111142429 1.665823057055821 
faster 	 4070.156543953811 0.9984830383685717 
european 	 1072.3433002289385 1.331984240820426 
heyday 	 6005.045628644423 0.9984830383685717 
growth 	 1044.6548820627859 1.331984240820426 
taiwan 	 1044.58339950793 1.5990282601006 
independence 	 1046.1145391181844 1.498861415181687 
support 	 525.4355495590671 1.498861415181687 
advisable 	 5544.842730941657 0.9984830383685717 
rise 	 1302.4447490803216 1.331984240820426 
red 	 2894.19220148932 0.9984830383685717 
star 	 3880.550157861117 0.9984830383685717 
overthrow 	 4431.601528773347 0.9984830383685717 
kuomintang 	 6791.767678579961 0.9984830383685717 
march 	 2471.2057526906483 0.9984830383685717 
ultimate 	 3232.981743500376 0.9984830383685717 
success 	 2789.348483140618 0.9984830383685717 
troops 	 3283.4344940182727 0.9984830383685717 
afn 	 205.90840673137694 1.7771777763766756 
nationalists 	 4965.055647967258 0.9984830383685717 
mainland 	 5544.842730941657 0.9984830383685717 
communists 	 3644.8794788378095 0.9984830383685717 
intellectual 	 1616.490871750188 1.331984240820426 
leadership 	 1546.9140539627897 1.331984240820426 
people's 	 1239.3769001096507 1.498861415181687 
republic 	 747.8148377803687 1.498861415181687 
examination 	 347.21669946644596 1.665823057055821 
ambiguous 	 6005.045628644423 0.9984830383685717 
intellectually 	 6791.767678579961 0.9984830383685717 
revolutionaries 	 6005.045628644423 0.9984830383685717 
regime 	 3796.4376094666427 0.9984830383685717 
frequently 	 2931.4086503934145 0.9984830383685717 
demanding 	 4583.15965940218 0.9984830383685717 
liberalization 	 6005.045628644423 0.9984830383685717 
control 	 1599.4707179786215 0.9984830383685717 
overview 	 984.8627894269694 1.331984240820426 
vietnamese 	 1304.5808946772213 1.5990282601006 
conflicts 	 1031.276035975193 1.498861415181687 
especially 	 984.8627894269694 1.331984240820426 
account 	 2183.1648616097755 0.9984830383685717 
paris 	 3971.398631070581 0.9984830383685717 
peace 	 2633.6252102228123 0.9984830383685717 
talks 	 1569.1718086772767 1.331984240820426 
outcome 	 3511.1957333678142 0.9984830383685717 
indochina 	 5544.842730941657 0.9984830383685717 
fourth 	 1616.490871750188 1.331984240820426 
modern 	 953.3268988966142 1.331984240820426 
book 	 916.2221830149459 1.331984240820426 
chow 	 6791.767678579961 0.9984830383685717 
tse 	 5218.323578708885 0.9984830383685717 
tung 	 4965.055647967258 0.9984830383685717 
provide 	 1922.0962128765373 0.9984830383685717 
significant 	 2421.850150639045 0.9984830383685717 
range 	 1288.431691435286 1.331984240820426 
concepts 	 2789.348483140618 0.9984830383685717 
idealogies 	 6005.045628644423 0.9984830383685717 
published 	 2693.3758477287665 0.9984830383685717 
culminating 	 2215.8007643866736 1.331984240820426 
contemporary 	 1187.2758201121999 1.331984240820426 
japan 	 321.5769112765911 1.7994532302697241 
contrast 	 1447.09610074466 1.331984240820426 
wwii 	 2482.527823983629 1.331984240820426 
southeast 	 2035.0782719769054 1.331984240820426 
asian 	 3880.550157861117 0.9984830383685717 
economy 	 761.828785566101 1.498861415181687 
prospects 	 723.54805037233 1.5990282601006 
relation 	 1142.7431783491515 1.331984240820426 
asean 	 2772.4213654708283 1.331984240820426 
background 	 799.3181770665017 1.498861415181687 
nations 	 3009.7155595311046 0.9984830383685717 
look 	 363.6334896450211 1.665823057055821 
japan's 	 1043.6647157417772 1.665823057055821 
limited 	 1198.9772655997526 1.331984240820426 
defense 	 1175.8107837095076 1.331984240820426 
posture 	 6005.045628644423 0.9984830383685717 
realisticness 	 6791.767678579961 0.9984830383685717 
democracy 	 2522.805547267768 0.9984830383685717 
modernization 	 4583.15965940218 0.9984830383685717 
stability 	 3718.1307003289526 0.9984830383685717 
structure 	 993.0283979310359 1.331984240820426 
evolution 	 2604.889498160643 0.9984830383685717 
style 	 1394.674241570309 1.331984240820426 
indira 	 2263.922559526654 1.498861415181687 
gandhi's 	 6791.767678579961 0.9984830383685717 
ideological 	 3796.4376094666427 0.9984830383685717 
emergency 	 3184.676581135043 0.9984830383685717 
elections 	 3009.7155595311046 0.9984830383685717 
comeback 	 5544.842730941657 0.9984830383685717 
china's 	 1145.789914850545 1.5990282601006 
mao 	 2379.0603405030593 1.331984240820426 
carried 	 3511.1957333678142 0.9984830383685717 
reign 	 4758.1206810061185 0.9984830383685717 
detailed 	 2397.9545311995053 0.9984830383685717 
army 	 3232.981743500376 0.9984830383685717 
madame 	 4758.1206810061185 0.9984830383685717 
biography 	 3138.3436173545533 0.9984830383685717 
grooming 	 6791.767678579961 0.9984830383685717 
career 	 2724.473683432276 0.9984830383685717 
handling 	 3796.4376094666427 0.9984830383685717 
transition 	 3391.611548096181 0.9984830383685717 
marcos 	 3395.8838392899806 1.331984240820426 
aquino 	 3395.8838392899806 1.331984240820426 
events 	 1044.6548820627859 1.331984240820426 
surrounding 	 2823.231596315506 0.9984830383685717 
transfer 	 2894.19220148932 0.9984830383685717 
philippine 	 2772.4213654708283 1.331984240820426 
presidency 	 3796.4376094666427 0.9984830383685717 
ferdinand 	 5544.842730941657 0.9984830383685717 
corazon 	 6791.767678579961 0.9984830383685717 
focuses 	 2264.2707857295095 0.9984830383685717 
november 	 2724.473683432276 0.9984830383685717 
february 	 3391.611548096181 0.9984830383685717 
aquino's 	 6791.767678579961 0.9984830383685717 
effectiveness 	 2724.473683432276 0.9984830383685717 
security 	 984.8627894269694 1.331984240820426 
preparedness 	 6791.767678579961 0.9984830383685717 
korea 	 1356.7188479846036 1.498861415181687 
pacifistic 	 6791.767678579961 0.9984830383685717 
beliefs 	 3184.676581135043 0.9984830383685717 
resistance 	 4297.917783303353 0.9984830383685717 
buildup 	 5544.842730941657 0.9984830383685717 
contrasts 	 2931.4086503934145 0.9984830383685717 
threatened 	 3511.1957333678142 0.9984830383685717 
union 	 1062.9629213716264 1.331984240820426 
modernizing 	 3002.5228143222116 1.331984240820426 
giant 	 4583.15965940218 0.9984830383685717 
tensions 	 5218.323578708885 0.9984830383685717 
strains 	 5544.842730941657 0.9984830383685717 
involved 	 1062.9629213716264 1.331984240820426 
politically 	 4431.601528773347 0.9984830383685717 
economically 	 4758.1206810061185 0.9984830383685717 
culturally 	 4583.15965940218 0.9984830383685717 
evolves 	 6005.045628644423 0.9984830383685717 
cultural 	 2264.2707857295095 0.9984830383685717 
reform 	 2307.1060579900413 0.9984830383685717 
shift 	 3796.4376094666427 0.9984830383685717 
centralized 	 4178.33359803172 0.9984830383685717 
planning 	 2693.3758477287665 0.9984830383685717 
micronesia 	 6005.045628644423 0.9984830383685717 
movements 	 2969.8869115453135 0.9984830383685717 
war 	 268.0550481935679 1.7493355733539533 
legislation 	 2663.107387290513 0.9984830383685717 
principles 	 3138.3436173545533 0.9984830383685717 
chain 	 3971.398631070581 0.9984830383685717 
islands 	 1940.2750789305585 1.331984240820426 
pacific 	 3449.829437226051 0.9984830383685717 
largest 	 2858.1574289022715 0.9984830383685717 
palau 	 6791.767678579961 0.9984830383685717 
marianas 	 6791.767678579961 0.9984830383685717 
marshall 	 4070.156543953811 0.9984830383685717 
phillipine 	 6791.767678579961 0.9984830383685717 
brain 	 4070.156543953811 0.9984830383685717 
drain 	 5544.842730941657 0.9984830383685717 
looks 	 1969.7255788539387 0.9984830383685717 
consistent 	 4178.33359803172 0.9984830383685717 
exodus 	 5544.842730941657 0.9984830383685717 
professionals 	 3283.4344940182727 0.9984830383685717 
leaving 	 3576.0705330761557 0.9984830383685717 
philipines 	 6791.767678579961 0.9984830383685717 
causes 	 2496.7124440827347 0.9984830383685717 
society 	 861.4809819535043 1.331984240820426 
party 	 1035.7176894833667 1.331984240820426 
tsetung 	 6791.767678579961 0.9984830383685717 
proclaiming 	 6005.045628644423 0.9984830383685717 
curent 	 6791.767678579961 0.9984830383685717 
dissension 	 6005.045628644423 0.9984830383685717 
massacre 	 1527.7198864673935 1.498861415181687 
tienanmen 	 6791.767678579961 0.9984830383685717 
square 	 3576.0705330761557 0.9984830383685717 
mexican 	 4178.33359803172 0.9984830383685717 
socio 	 4297.917783303353 0.9984830383685717 
landscape 	 4070.156543953811 0.9984830383685717 
environmental 	 1274.7563309141692 1.331984240820426 
approach 	 2307.1060579900413 0.9984830383685717 
civilization 	 3391.611548096181 0.9984830383685717 
mexico 	 3232.981743500376 0.9984830383685717 
adoption 	 4178.33359803172 0.9984830383685717 
agricultural 	 3336.234711763876 0.9984830383685717 
methods 	 1891.4186697162488 0.9984830383685717 
significantly 	 4431.601528773347 0.9984830383685717 
increase 	 2374.5516402243998 0.9984830383685717 
food 	 2446.259693564838 0.9984830383685717 
production 	 2496.7124440827347 0.9984830383685717 
provided 	 2604.889498160643 0.9984830383685717 
means 	 2036.5095463799682 0.9984830383685717 
supporting 	 3050.9928356650476 0.9984830383685717 
populations 	 4758.1206810061185 0.9984830383685717 
detente 	 2379.0603405030593 1.331984240820426 
facilitating 	 4758.1206810061185 0.9984830383685717 
ability 	 1210.9250753195224 1.331984240820426 
maneuver 	 5218.323578708885 0.9984830383685717 
united 	 312.9799034966955 1.665823057055821 
concerned 	 2724.473683432276 0.9984830383685717 
heavily 	 4178.33359803172 0.9984830383685717 
dependent 	 3391.611548096181 0.9984830383685717 
aid 	 2549.5126618283384 0.9984830383685717 
undercut 	 6005.045628644423 0.9984830383685717 
resulted 	 1724.9147186130256 1.331984240820426 
improvement 	 3232.981743500376 0.9984830383685717 
nationalism 	 3718.1307003289526 0.9984830383685717 
tended 	 5218.323578708885 0.9984830383685717 
guide 	 3232.981743500376 0.9984830383685717 
respective 	 3511.1957333678142 0.9984830383685717 
usually 	 2858.1574289022715 0.9984830383685717 
directed 	 3391.611548096181 0.9984830383685717 
country 	 1846.9031602872744 0.9984830383685717 
study 	 1377.0406298114317 0.9984830383685717 
physical 	 2144.686600457877 0.9984830383685717 
terrain 	 4758.1206810061185 0.9984830383685717 
dialects 	 6791.767678579961 0.9984830383685717 
spoken 	 4431.601528773347 0.9984830383685717 
culture 	 1111.4967547977833 1.331984240820426 
customs 	 3971.398631070581 0.9984830383685717 
etiquette 	 6791.767678579961 0.9984830383685717 
fast 	 3796.4376094666427 0.9984830383685717 
moving 	 3449.829437226051 0.9984830383685717 
describes 	 2285.486356698303 0.9984830383685717 
situation 	 1101.4522447938734 1.331984240820426 
short 	 2243.4445133411064 0.9984830383685717 
term 	 2222.9935095955666 0.9984830383685717 
global 	 2724.473683432276 0.9984830383685717 
infrastructure 	 3796.4376094666427 0.9984830383685717 
changes 	 1876.3853373549755 0.9984830383685717 
indonesia's 	 2609.1617893544426 1.331984240820426 
profile 	 3511.1957333678142 0.9984830383685717 
changing 	 2329.1455854378514 0.9984830383685717 
base 	 3093.8281079255794 0.9984830383685717 
ionterface 	 6791.767678579961 0.9984830383685717 
financial 	 1906.6537977932285 0.9984830383685717 
sector 	 3511.1957333678142 0.9984830383685717 
government 	 669.6018964038574 1.331984240820426 
led 	 1302.4447490803216 1.331984240820426 
devel 	 6791.767678579961 0.9984830383685717 
self 	 1026.9190636242065 1.331984240820426 
defense' 	 6791.767678579961 0.9984830383685717 
forces 	 2421.850150639045 0.9984830383685717 
spirit 	 3511.1957333678142 0.9984830383685717 
constitution 	 3093.8281079255794 0.9984830383685717 
severe 	 3511.1957333678142 0.9984830383685717 
restriction 	 4583.15965940218 0.9984830383685717 
scope 	 3796.4376094666427 0.9984830383685717 
activities 	 2036.5095463799682 0.9984830383685717 
outlawing 	 6005.045628644423 0.9984830383685717 
nuclear 	 2823.231596315506 0.9984830383685717 
weapons 	 3796.4376094666427 0.9984830383685717 
decision 	 1009.7207777856073 1.331984240820426 
drop 	 3644.8794788378095 0.9984830383685717 
atomic 	 2291.57982970109 1.331984240820426 
bomb 	 1940.2750789305585 1.331984240820426 
crisis 	 1142.7431783491515 1.331984240820426 
american 	 251.68374334933083 1.665823057055821 
dropping 	 4965.055647967258 0.9984830383685717 
hiroshima 	 5218.323578708885 0.9984830383685717 
mutually 	 6005.045628644423 0.9984830383685717 
beneficial 	 2379.0603405030593 1.331984240820426 
relationship 	 835.9710693416681 1.331984240820426 
due 	 2183.1648616097755 0.9984830383685717 
similar 	 2243.4445133411064 0.9984830383685717 
prosperity 	 4758.1206810061185 0.9984830383685717 
sufficiency 	 5218.323578708885 0.9984830383685717 
cambodia 	 3002.5228143222116 1.331984240820426 
invasion 	 1695.8057740480906 1.331984240820426 
management 	 1891.4186697162488 0.9984830383685717 
strategy 	 2633.6252102228123 0.9984830383685717 
america 	 1111.4967547977833 1.331984240820426 
reviews 	 2421.850150639045 0.9984830383685717 
accounts 	 3449.829437226051 0.9984830383685717 
failed 	 2969.8869115453135 0.9984830383685717 
coverage 	 681.118420858069 1.5990282601006 
tet 	 3395.8838392899806 1.331984240820426 
offensive 	 2379.0603405030593 1.331984240820426 
lai 	 2482.527823983629 1.331984240820426 
occurances 	 3395.8838392899806 1.331984240820426 
brought 	 1484.9434557726568 1.331984240820426 
americans 	 1031.276035975193 1.498861415181687 
unprecedented 	 2609.1617893544426 1.331984240820426 
manner 	 1394.674241570309 1.331984240820426 
heightened 	 2609.1617893544426 1.331984240820426 
controversy 	 1641.7172470091364 1.331984240820426 
reporting 	 1592.3382905675214 1.331984240820426 
fall 	 587.9053918547538 1.5990282601006 
saigon 	 1697.9419196449903 1.5990282601006 
tracing 	 4178.33359803172 0.9984830383685717 
glimpse 	 6791.767678579961 0.9984830383685717 
provides 	 2019.4415555712146 0.9984830383685717 
eventual 	 2035.0782719769054 1.331984240820426 
collapse 	 3796.4376094666427 0.9984830383685717 
create 	 2421.850150639045 0.9984830383685717 
trading 	 3644.8794788378095 0.9984830383685717 
trade 	 2421.850150639045 0.9984830383685717 
surpluses 	 6791.767678579961 0.9984830383685717 
huge 	 3880.550157861117 0.9984830383685717 
budget 	 3093.8281079255794 0.9984830383685717 
deficits 	 4583.15965940218 0.9984830383685717 
call 	 2144.686600457877 0.9984830383685717 
numerous 	 2823.231596315506 0.9984830383685717 
commercially 	 5218.323578708885 0.9984830383685717 
associated 	 2789.348483140618 0.9984830383685717 
force 	 2496.7124440827347 0.9984830383685717 
markets 	 3391.611548096181 0.9984830383685717 
immigrants 	 4178.33359803172 0.9984830383685717 
canada 	 2969.8869115453135 0.9984830383685717 
comparative 	 2894.19220148932 0.9984830383685717 
type 	 2789.348483140618 0.9984830383685717 
immigrant 	 4431.601528773347 0.9984830383685717 
coming 	 3449.829437226051 0.9984830383685717 
seeking 	 2969.8869115453135 0.9984830383685717 
opportunities 	 2858.1574289022715 0.9984830383685717 
property 	 2576.863382870572 0.9984830383685717 
bosnia 	 1985.6993155352905 1.331984240820426 
compares 	 2471.2057526906483 0.9984830383685717 
bosnian 	 3644.8794788378095 0.9984830383685717 
situations 	 3184.676581135043 0.9984830383685717 
regarding 	 2163.7626797469698 0.9984830383685717 
favoring 	 4431.601528773347 0.9984830383685717 
opposed 	 3050.9928356650476 0.9984830383685717 
caution 	 5218.323578708885 0.9984830383685717 
expressed 	 3009.7155595311046 0.9984830383685717 
quagmired 	 6005.045628644423 0.9984830383685717 
immigration 	 3971.398631070581 0.9984830383685717 
following 	 835.9710693416681 1.331984240820426 
massive 	 3796.4376094666427 0.9984830383685717 
relocations 	 6791.767678579961 0.9984830383685717 
resentment 	 5218.323578708885 0.9984830383685717 
relocation 	 4965.055647967258 0.9984830383685717 
intermarriage 	 6791.767678579961 0.9984830383685717 
dating 	 4965.055647967258 0.9984830383685717 
emerge 	 4965.055647967258 0.9984830383685717 
conventions 	 4431.601528773347 0.9984830383685717 
top 	 1060.1811103517366 0.9984830383685717 
experienced 	 1377.0406298114317 0.9984830383685717 
microsoft 	 733.5439161249416 1.331984240820426 
internet 	 1174.92520300074 0.9984830383685717 
explorer 	 1520.3840080545033 0.9984830383685717 
msie30 	 1520.3840080545033 0.9984830383685717 
http 	 497.9912790956577 0.9984830383685717 
www 	 493.5663222238867 0.9984830383685717 
com 	 182.61320320389862 1.498861415181687 
htm 	 744.6282270037866 0.9984830383685717 
start 	 1224.2808050523436 0.9984830383685717 
send 	 1199.3347459265337 0.9984830383685717 
comments 	 428.2377763437318 1.498861415181687 
mailto 	 824.5104313284291 0.9984830383685717 
updated 	 1215.904383269542 0.9984830383685717 
copyright 	 885.2200887477983 0.9984830383685717 
asm 	 1520.3840080545033 0.9984830383685717 
communications 	 1215.904383269542 0.9984830383685717 
rights 	 1045.7223160943538 0.9984830383685717 
reserved 	 1258.4187167466541 0.9984830383685717 
