term 	 tf-idf weight 	 BM25 ranking 
 law 	 38.89454388012879 1.921056767242439 
road 	 431.5693456508258 1.748514985401634 
side 	 1432.035067046573 1.2695905052728855 
impact 	 1219.3636331505354 1.2695905052728855 
relation 	 1310.8824830049298 1.2695905052728855 
center 	 505.5403913401819 1.553210413628753 
conditions 	 410.0414029069245 1.6781756475319352 
traffic 	 1167.256348067811 1.553210413628753 
weather 	 1913.5584117694125 1.2695905052728855 
fresh 	 2541.826075093788 1.2695905052728855 
memory 	 2334.512696135622 1.2695905052728855 
write 	 1323.2828579308518 1.2695905052728855 
date 	 1619.3160962126822 1.2695905052728855 
time 	 310.3637159504428 1.553210413628753 
speed 	 2051.120631746764 1.2695905052728855 
direction 	 1826.6294751708485 1.2695905052728855 
signal 	 2277.868289715373 1.2695905052728855 
occurred 	 1703.4329334061665 1.2695905052728855 
night 	 1749.9527189585426 1.2695905052728855 
lights 	 1722.1518520914183 1.553210413628753 
pertinent 	 2628.755011692352 1.2695905052728855 
recreational 	 2465.149318881482 1.2695905052728855 
boaters 	 3895.5425187273613 1.2695905052728855 
cruise 	 2993.0648896383123 1.2695905052728855 
ship 	 2729.107104259897 1.2695905052728855 
sailors 	 2729.107104259897 1.2695905052728855 
commercial 	 747.0409970495942 1.553210413628753 
ships 	 2628.755011692352 1.2695905052728855 
longshore 	 3895.5425187273613 1.2695905052728855 
harbor 	 3180.3459188044217 1.2695905052728855 
workers 	 1562.6716897924334 1.2695905052728855 
shore 	 2541.826075093788 1.2695905052728855 
oil 	 1619.3160962126822 1.2695905052728855 
employees 	 269.886016035447 1.8250087090408478 
require 	 1774.5216724753764 1.2695905052728855 
services 	 917.4056717216587 1.2695905052728855 
attorney 	 608.8764917236161 1.6781756475319352 
choosing 	 1198.2798115941187 1.553210413628753 
experienced 	 789.8268282002132 1.2695905052728855 
governing 	 1883.2738815910975 1.2695905052728855 
jumble 	 3895.5425187273613 1.2695905052728855 
federal 	 231.6575247007684 1.7936218880722128 
statutes 	 2729.107104259897 1.2695905052728855 
united 	 448.78836382455677 1.553210413628753 
supreme 	 1774.5216724753764 1.2695905052728855 
court 	 1198.361811846473 1.2695905052728855 
decisions 	 1599.88181720224 1.2695905052728855 
centuries 	 2225.7604870199007 1.2695905052728855 
common 	 584.0386408340789 1.553210413628753 
practitioner 	 2628.755011692352 1.2695905052728855 
unfamiliar 	 3444.3037041828366 1.2695905052728855 
dips 	 3444.3037041828366 1.2695905052728855 
difficulty 	 2277.868289715373 1.2695905052728855 
properly 	 2090.587260549263 1.2695905052728855 
representing 	 1749.9527189585426 1.2695905052728855 
client 	 2051.120631746764 1.2695905052728855 
october 	 1403.09696961296 1.2695905052728855 
deaths 	 2465.149318881482 1.2695905052728855 
school 	 604.3890170315032 1.553210413628753 
students 	 1619.3160962126822 1.2695905052728855 
fox 	 2729.107104259897 1.2695905052728855 
river 	 2051.120631746764 1.2695905052728855 
bus 	 829.6383576730314 1.2695905052728855 
hit 	 2396.5596231882373 1.2695905052728855 
commuter 	 3895.5425187273613 1.2695905052728855 
train 	 2465.149318881482 1.2695905052728855 
crossing 	 1314.377505846176 1.553210413628753 
reminder 	 3180.3459188044217 1.2695905052728855 
remain 	 819.6742230023694 1.553210413628753 
frequent 	 2465.149318881482 1.2695905052728855 
occurrence 	 2396.5596231882373 1.2695905052728855 
carriers 	 1167.256348067811 1.553210413628753 
duty 	 583.3175729861808 1.6781756475319352 
maintain 	 1639.348446004739 1.2695905052728855 
reasonable 	 2013.9105043369577 1.2695905052728855 
tracks 	 997.6882965461041 1.6781756475319352 
crossings 	 3180.3459188044217 1.2695905052728855 
held 	 1230.1242087207734 1.2695905052728855 
liable 	 2465.149318881482 1.2695905052728855 
occurs 	 2334.512696135622 1.2695905052728855 
defective 	 2993.0648896383123 1.2695905052728855 
insufficient 	 3180.3459188044217 1.2695905052728855 
warning 	 2465.149318881482 1.2695905052728855 
signs 	 2277.868289715373 1.2695905052728855 
additionally 	 2993.0648896383123 1.2695905052728855 
engineers 	 2729.107104259897 1.2695905052728855 
crews 	 3444.3037041828366 1.2695905052728855 
keep 	 1527.4739287454838 1.2695905052728855 
lookout 	 3444.3037041828366 1.2695905052728855 
potential 	 1335.9240318238249 1.2695905052728855 
sound 	 1726.2773826033033 1.2695905052728855 
train's 	 3444.3037041828366 1.2695905052728855 
horn 	 1478.0071033028566 1.2695905052728855 
approaching 	 3180.3459188044217 1.2695905052728855 
potentially 	 2541.826075093788 1.2695905052728855 
dangerous 	 2013.9105043369577 1.2695905052728855 
persons 	 1581.0109306977527 1.2695905052728855 
near 	 1581.0109306977527 1.2695905052728855 
act 	 594.0548157301073 1.553210413628753 
reasonably 	 2177.516197147828 1.2695905052728855 
remember 	 2465.149318881482 1.2695905052728855 
recognizes 	 2334.512696135622 1.2695905052728855 
doctrine 	 1913.5584117694125 1.2695905052728855 
comparative 	 1660.0168486075306 1.2695905052728855 
negligence 	 657.188752923088 1.748514985401634 
partially 	 3180.3459188044217 1.2695905052728855 
responsible 	 723.5006217054259 1.553210413628753 
receives 	 2090.587260549263 1.2695905052728855 
extent 	 1527.4739287454838 1.2695905052728855 
hurt 	 2541.826075093788 1.2695905052728855 
job 	 809.6580481063411 1.553210413628753 
entitled 	 2090.587260549263 1.2695905052728855 
recover 	 1232.574659440741 1.553210413628753 
employer 	 2090.587260549263 1.2695905052728855 
employer's 	 2729.107104259897 1.2695905052728855 
fela 	 973.8856296818403 1.748514985401634 
workers' 	 2465.149318881482 1.2695905052728855 
compensation 	 1913.5584117694125 1.2695905052728855 
program 	 768.1248186060109 1.2695905052728855 
enables 	 2334.512696135622 1.2695905052728855 
officers 	 874.9763594792713 1.553210413628753 
agents 	 1978.7127432900083 1.2695905052728855 
reason 	 1527.4739287454838 1.2695905052728855 
defect 	 2628.755011692352 1.2695905052728855 
insufficiency 	 3895.5425187273613 1.2695905052728855 
due 	 1252.194118861642 1.2695905052728855 
cars 	 2277.868289715373 1.2695905052728855 
engines 	 2465.149318881482 1.2695905052728855 
appliances 	 2993.0648896383123 1.2695905052728855 
machinery 	 2847.7984377327616 1.2695905052728855 
roadbeds 	 3895.5425187273613 1.2695905052728855 
boats 	 2993.0648896383123 1.2695905052728855 
wharves 	 3895.5425187273613 1.2695905052728855 
equipment 	 1619.3160962126822 1.2695905052728855 
exclusive 	 2541.826075093788 1.2695905052728855 
remedy 	 2541.826075093788 1.2695905052728855 
aircraft 	 759.2894299051243 1.6781756475319352 
safest 	 3895.5425187273613 1.2695905052728855 
means 	 1168.0772816681579 1.2695905052728855 
distance 	 2334.512696135622 1.2695905052728855 
travel 	 1978.7127432900083 1.2695905052728855 
happen 	 2090.587260549263 1.2695905052728855 
follows 	 2013.9105043369577 1.2695905052728855 
airline 	 682.2767760649742 1.748514985401634 
crash 	 1232.574659440741 1.553210413628753 
notoriously 	 3444.3037041828366 1.2695905052728855 
lawyers 	 2090.587260549263 1.2695905052728855 
variety 	 1361.9675046573432 1.2695905052728855 
difficult 	 1619.3160962126822 1.2695905052728855 
example 	 1148.6430026577154 1.2695905052728855 
forum 	 1510.5638870969613 1.2695905052728855 
trial 	 1639.348446004739 1.2695905052728855 
lawsuits 	 2628.755011692352 1.2695905052728855 
brought 	 1703.4329334061665 1.2695905052728855 
individually 	 2847.7984377327616 1.2695905052728855 
class 	 1323.2828579308518 1.2695905052728855 
action 	 1310.8824830049298 1.2695905052728855 
sued 	 2541.826075093788 1.2695905052728855 
defendant 	 2541.826075093788 1.2695905052728855 
manufacturer 	 1167.256348067811 1.553210413628753 
operator 	 1232.574659440741 1.553210413628753 
owner 	 2090.587260549263 1.2695905052728855 
airport 	 2729.107104259897 1.2695905052728855 
corporate 	 1619.3160962126822 1.2695905052728855 
component 	 2013.9105043369577 1.2695905052728855 
manufacturers 	 2334.512696135622 1.2695905052728855 
theory 	 1263.5161433670687 1.2695905052728855 
strict 	 2132.601837809822 1.2695905052728855 
breach 	 2628.755011692352 1.2695905052728855 
warranty 	 2993.0648896383123 1.2695905052728855 
statutory 	 2465.149318881482 1.2695905052728855 
method 	 1403.09696961296 1.2695905052728855 
evidence 	 1478.0071033028566 1.2695905052728855 
preserved 	 3895.5425187273613 1.2695905052728855 
obvious 	 2396.5596231882373 1.2695905052728855 
represent 	 1854.3357841574843 1.2695905052728855 
records 	 1978.7127432900083 1.2695905052728855 
section 	 1660.0168486075306 1.2695905052728855 
executive 	 1562.6716897924334 1.2695905052728855 
park 	 2225.7604870199007 1.2695905052728855 
drive 	 1978.7127432900083 1.2695905052728855 
springfield 	 671.3035014456526 1.6781756475319352 
phone 	 211.1438719004081 1.8481089208908343 
bar 	 626.097059430821 1.553210413628753 
association 	 1263.5161433670687 1.2695905052728855 
south 	 1158.287623503842 1.2695905052728855 
street 	 347.2741075035282 1.748514985401634 
free 	 823.7997535142545 1.2695905052728855 
pamphlets 	 2729.107104259897 1.2695905052728855 
office 	 1067.7251891006126 1.2695905052728855 
secretary 	 1599.88181720224 1.2695905052728855 
division 	 1660.0168486075306 1.2695905052728855 
howlett 	 3180.3459188044217 1.2695905052728855 
building 	 1286.7686151410223 1.2695905052728855 
administration 	 277.8582188119773 1.748514985401634 
independence 	 1800.0543567381624 1.2695905052728855 
avenue 	 2013.9105043369577 1.2695905052728855 
washington 	 343.847665156581 1.748514985401634 
seventh 	 821.7164396271608 1.6781756475319352 
national 	 741.9767254428181 1.2695905052728855 
highway 	 2628.755011692352 1.2695905052728855 
logo 	 1619.3160962126822 1.2695905052728855 
llalogo 	 1945.3208086437128 1.2695905052728855 
home 	 290.73791089829365 1.2695905052728855 
page 	 319.5595191126639 1.2695905052728855 
index 	 283.0939874605729 1.2695905052728855 
html 	 127.9049972073966 1.553210413628753 
contents 	 1599.88181720224 1.2695905052728855 
copyright 	 507.7341654403671 1.2695905052728855 
weblocator 	 972.6604043218564 1.553210413628753 
http 	 285.6320023711658 1.2695905052728855 
www 	 283.0939874605729 1.2695905052728855 
com 	 314.22342366274364 1.2695905052728855 
american 	 721.7890613234114 1.2695905052728855 
research 	 747.1229973019488 1.2695905052728855 
corporation 	 1447.0012434108519 1.2695905052728855 
credits 	 1726.2773826033033 1.2695905052728855 
rights 	 599.7931522268055 1.2695905052728855 
reserved 	 721.7890613234114 1.2695905052728855 
