term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 3550.786026594842 0.8343891356490636 
felejtette 	 33453.65948010457 0.30358906571162786 
kozolni 	 25532.43923030836 0.30358906571162786 
vilaggal 	 33453.65948010457 0.30358906571162786 
legfobb 	 9780.304238803828 0.5271583725248196 
diktatorikus 	 27659.95318246429 0.30358906571162786 
veszelyt 	 23943.37810028819 0.30358906571162786 
eppen 	 1395.9966645443221 1.3262717363050156 
liberalbolsevikok 	 30889.903601536647 0.30358906571162786 
fasizmusa 	 33453.65948010457 0.30358906571162786 
jelenti 	 5745.161564291758 0.6986612737793231 
integracio 	 25532.43923030836 0.30358906571162786 
tendenciaja 	 33453.65948010457 0.30358906571162786 
mellett 	 5179.750501879039 0.6986612737793231 
erzekelheto 	 33453.65948010457 0.30358906571162786 
kulonbsegek 	 30889.903601536647 0.30358906571162786 
melyulese 	 37836.42910278511 0.30358906571162786 
modern 	 10621.82551845514 0.30358906571162786 
tortenelemben 	 26507.133978856113 0.30358906571162786 
eloszor 	 2872.580782145879 1.0355671985478745 
europa 	 5588.966661649097 0.6986612737793231 
nincs 	 1578.127122931041 1.2339033412321514 
novekedes 	 19922.02112831765 0.30358906571162786 
centrumaban 	 37836.42910278511 0.30358906571162786 
talan 	 2219.893072233874 1.112183348744907 
azert 	 2902.3288628845366 0.944478585714643 
ezt 	 2871.1025850027536 0.944478585714643 
elfelejtette 	 30889.903601536647 0.30358906571162786 
elmeselni 	 37836.42910278511 0.30358906571162786 
mert 	 835.4790650811393 1.5052338387729114 
europanak 	 37836.42910278511 0.30358906571162786 
orvosolni 	 33453.65948010457 0.30358906571162786 
kellene 	 1897.2298568658903 1.1775223453331392 
eves 	 16996.852599039732 0.30358906571162786 
kommunizmus 	 22124.36435617558 0.30358906571162786 
horngyulak 	 37836.42910278511 0.30358906571162786 
altal 	 1630.1920904785945 1.2339033412321514 
okozott 	 24688.120234743503 0.30358906571162786 
merhetetlen 	 37836.42910278511 0.30358906571162786 
karat 	 33453.65948010457 0.30358906571162786 
antall 	 9005.349587732546 0.5271583725248196 
paktumok 	 37836.42910278511 0.30358906571162786 
ervenyessegenek 	 30889.903601536647 0.30358906571162786 
felulvizsgalasa 	 33453.65948010457 0.30358906571162786 
mikor 	 9005.349587732546 0.5271583725248196 
kerul 	 5374.4426696085075 0.6986612737793231 
sorra 	 14535.444928712019 0.5271583725248196 
rozsadombi 	 29070.889857424037 0.30358906571162786 
paktum 	 26507.133978856113 0.30358906571162786 
ervenytelenitese 	 33453.65948010457 0.30358906571162786 
alkotmanybirosag 	 21618.25431555581 0.30358906571162786 
jovo 	 2956.9324555825074 1.0355671985478745 
heten 	 20305.350612062968 0.30358906571162786 
kezdi 	 23277.183559783756 0.30358906571162786 
targyalast 	 27659.95318246429 0.30358906571162786 
arrol 	 2143.513591590811 1.112183348744907 
ervenyes 	 11971.689050144096 0.5271583725248196 
ugynevezett 	 18894.41393710322 0.30358906571162786 
megallapodas 	 11062.18217808779 0.5271583725248196 
amelyet 	 8383.449992473645 0.5271583725248196 
koztarsasag 	 10574.834803813912 0.5271583725248196 
neveben 	 20713.42768121583 0.30358906571162786 
jozsef 	 2143.513591590811 1.112183348744907 
egykori 	 10152.675306031484 0.5271583725248196 
miniszterelnok 	 4136.2543924451575 0.8343891356490636 
irt 	 5287.417401906956 0.8343891356490636 
ala 	 2559.327218331257 1.0355671985478745 
brusszelben 	 27659.95318246429 0.30358906571162786 
december 	 15355.963309987543 0.30358906571162786 
berke 	 37836.42910278511 0.30358906571162786 
barna 	 33453.65948010457 0.30358906571162786 
egyetemi 	 19218.741437515702 0.30358906571162786 
oktato 	 33453.65948010457 0.30358906571162786 
maganjog 	 37836.42910278511 0.30358906571162786 
tanara 	 33453.65948010457 0.30358906571162786 
elejen 	 20305.350612062968 0.30358906571162786 
fordult 	 24688.120234743503 0.30358906571162786 
hez 	 20305.350612062968 0.30358906571162786 
kerve 	 27659.95318246429 0.30358906571162786 
allapitsa 	 37836.42910278511 0.30358906571162786 
alkotmanyserto 	 30889.903601536647 0.30358906571162786 
tarsulasi 	 33453.65948010457 0.30358906571162786 
szerzodesnek 	 14535.444928712019 0.5271583725248196 
passzusa 	 37836.42910278511 0.30358906571162786 
amely 	 1595.0569916681964 1.2339033412321514 
versennyel 	 37836.42910278511 0.30358906571162786 
kartellekkel 	 37836.42910278511 0.30358906571162786 
kapcsolatos 	 6195.3045763533 0.6986612737793231 
kozossegi 	 24688.120234743503 0.30358906571162786 
jogszabalyok 	 16726.829740052286 0.5271583725248196 
kozvetlenul 	 22674.53729288101 0.30358906571162786 
alkalmazandok 	 37836.42910278511 0.30358906571162786 
magyarorszag 	 2472.6619691391943 1.0355671985478745 
teruleten 	 9292.95686452995 0.5271583725248196 
hatarontul 	 19560.608477607657 0.30358906571162786 
megbomlott 	 33453.65948010457 0.30358906571162786 
lantos 	 4937.6240469487 0.944478585714643 
funar 	 4609.992197077381 1.0355671985478745 
fasiszta 	 11971.689050144096 0.5271583725248196 
kebelbaratsag 	 37836.42910278511 0.30358906571162786 
szamos 	 9961.010564158825 0.5271583725248196 
bukaresti 	 25532.43923030836 0.30358906571162786 
lap 	 5665.617533013244 0.6986612737793231 
beszamolt 	 27659.95318246429 0.30358906571162786 
tom 	 9961.010564158825 0.5271583725248196 
magyarorszagi 	 5307.526996460811 0.6986612737793231 
szarmazasu 	 23943.37810028819 0.30358906571162786 
usa 	 6813.9647763922785 0.5271583725248196 
kongresszusi 	 25532.43923030836 0.30358906571162786 
kepviselo 	 5307.526996460811 0.6986612737793231 
budapesti 	 5665.617533013244 0.6986612737793231 
nyilatkozatairol 	 37836.42910278511 0.30358906571162786 
melyek 	 5819.295889945939 0.8343891356490636 
soran 	 17741.594733495047 0.30358906571162786 
udvozolte 	 29070.889857424037 0.30358906571162786 
hamarosan 	 11337.268646440505 0.5271583725248196 
megkotendo 	 37836.42910278511 0.30358906571162786 
roman 	 827.2508784890315 1.5632417736285118 
alapszerzodest 	 9219.984394154762 0.6986612737793231 
cronica 	 37836.42910278511 0.30358906571162786 
romana 	 37836.42910278511 0.30358906571162786 
kiemeli 	 26507.133978856113 0.30358906571162786 
alapszerzodesben 	 37836.42910278511 0.30358906571162786 
annak 	 1775.393013297421 1.1775223453331392 
becsuletes 	 29070.889857424037 0.30358906571162786 
helyes 	 22124.36435617558 0.30358906571162786 
alkalmazasa 	 29070.889857424037 0.30358906571162786 
legfontosabb 	 9609.370718757851 0.5271583725248196 
akkor 	 1854.496476854396 1.1775223453331392 
miert 	 7177.7564625068835 0.5271583725248196 
kellett 	 5515.005856593543 0.6986612737793231 
lantosnak 	 33453.65948010457 0.30358906571162786 
kicsavarni 	 37836.42910278511 0.30358906571162786 
erdelyi 	 21149.669607627824 0.30358906571162786 
magyarsag 	 16996.852599039732 0.30358906571162786 
kezebol 	 25532.43923030836 0.30358906571162786 
utolso 	 17235.484692875274 0.30358906571162786 
fegyvert 	 26507.133978856113 0.30358906571162786 
betartast 	 37836.42910278511 0.30358906571162786 
biztosito 	 26507.133978856113 0.30358906571162786 
legnagyobb 	 7864.0058958162745 0.5271583725248196 
kedvezmenyek 	 33453.65948010457 0.30358906571162786 
elve 	 24688.120234743503 0.30358906571162786 
evi 	 5515.005856593543 0.6986612737793231 
felulvizsgalatat 	 30889.903601536647 0.30358906571162786 
adevarulban 	 37836.42910278511 0.30358906571162786 
idezik 	 29070.889857424037 0.30358906571162786 
ama 	 29070.889857424037 0.30358906571162786 
sulyosan 	 20713.42768121583 0.30358906571162786 
provokativ 	 37836.42910278511 0.30358906571162786 
nyilvanvaloan 	 22674.53729288101 0.30358906571162786 
rosszindulatu 	 30889.903601536647 0.30358906571162786 
kijelenteset 	 14535.444928712019 0.5271583725248196 
szelsosegesek 	 37836.42910278511 0.30358906571162786 
hasonlitanak 	 37836.42910278511 0.30358906571162786 
gheorghe 	 6383.10980757709 0.8343891356490636 
fele 	 3184.5161978764863 0.944478585714643 
vonalhoz 	 37836.42910278511 0.30358906571162786 
mindketten 	 29070.889857424037 0.30358906571162786 
karokat 	 26507.133978856113 0.30358906571162786 
okoznak 	 30889.903601536647 0.30358906571162786 
nepnek 	 22674.53729288101 0.30358906571162786 
igyekszik 	 25532.43923030836 0.30358906571162786 
elfeledtetni 	 37836.42910278511 0.30358906571162786 
alapszerzodes 	 2586.3537288648618 1.2339033412321514 
kidolgozasaban 	 37836.42910278511 0.30358906571162786 
koalicios 	 3548.318946699009 0.944478585714643 
tag 	 11062.18217808779 0.5271583725248196 
vett 	 9780.304238803828 0.5271583725248196 
reszt 	 1364.7380564226958 1.3987629788481046 
erdekeket 	 22124.36435617558 0.30358906571162786 
immar 	 9447.20696855161 0.5271583725248196 
nyiltan 	 23277.183559783756 0.30358906571162786 
elarulo 	 37836.42910278511 0.30358906571162786 
funarral 	 37836.42910278511 0.30358906571162786 
mukodott 	 24688.120234743503 0.30358906571162786 
egyutt 	 5588.966661649097 0.6986612737793231 
grosz 	 37836.42910278511 0.30358906571162786 
karoly 	 22674.53729288101 0.30358906571162786 
aradon 	 16726.829740052286 0.5271583725248196 
akasztatta 	 37836.42910278511 0.30358906571162786 
fel 	 1305.0466295467063 1.3262717363050156 
magat 	 7677.981654993771 0.5271583725248196 
politikailag 	 23943.37810028819 0.30358906571162786 
temesvaron 	 11151.219826701523 0.6986612737793231 
szdsz 	 2445.2881357178917 1.0355671985478745 
gazemberei 	 37836.42910278511 0.30358906571162786 
rohognek 	 37836.42910278511 0.30358906571162786 
markukba 	 37836.42910278511 0.30358906571162786 
pufajkassal 	 33453.65948010457 0.30358906571162786 
alairatjak 	 37836.42910278511 0.30358906571162786 
balhet 	 30889.903601536647 0.30358906571162786 
verik 	 33453.65948010457 0.30358906571162786 
teljes 	 5118.654436662514 0.6986612737793231 
odiumat 	 37836.42910278511 0.30358906571162786 
hivatasos 	 22124.36435617558 0.30358906571162786 
hazaarulora 	 37836.42910278511 0.30358906571162786 
reprezentativ 	 30889.903601536647 0.30358906571162786 
kormanykuldottseg 	 37836.42910278511 0.30358906571162786 
elen 	 7558.179097627002 0.6986612737793231 
utazik 	 29070.889857424037 0.30358906571162786 
szeptember 	 11638.591779891878 0.5271583725248196 
temesvarra 	 37836.42910278511 0.30358906571162786 
alairasara 	 30889.903601536647 0.30358906571162786 
miniszterek 	 11638.591779891878 0.5271583725248196 
lesznek 	 10152.675306031484 0.5271583725248196 
ott 	 5179.750501879039 0.6986612737793231 
eorsi 	 27659.95318246429 0.30358906571162786 
matyas 	 23943.37810028819 0.30358906571162786 
parlament 	 8061.664004412763 0.5271583725248196 
kulugyi 	 6904.47589373861 0.6986612737793231 
bizottsaganak 	 19922.02112831765 0.30358906571162786 
elnoke 	 2143.513591590811 1.112183348744907 
elmondta 	 8165.3290292676475 0.5271583725248196 
partja 	 7558.179097627002 0.6986612737793231 
tamogatja 	 9961.010564158825 0.5271583725248196 
azzal 	 5118.654436662514 0.6986612737793231 
viszont 	 2472.6619691391943 1.0355671985478745 
ert 	 4370.869315535868 0.8343891356490636 
egyet 	 9292.95686452995 0.5271583725248196 
irjak 	 11971.689050144096 0.5271583725248196 
ujra 	 4435.398683373762 0.8343891356490636 
leggyalazatosabb 	 37836.42910278511 0.30358906571162786 
modszeret 	 37836.42910278511 0.30358906571162786 
hasznalja 	 25532.43923030836 0.30358906571162786 
kulfoldrol 	 23943.37810028819 0.30358906571162786 
kanyarit 	 37836.42910278511 0.30358906571162786 
parlamentben 	 10152.675306031484 0.5271583725248196 
megtartott 	 29070.889857424037 0.30358906571162786 
szavazassal 	 29070.889857424037 0.30358906571162786 
tuljutott 	 37836.42910278511 0.30358906571162786 
alairas 	 17483.47726214347 0.30358906571162786 
elotti 	 20305.350612062968 0.30358906571162786 
akadalyon 	 37836.42910278511 0.30358906571162786 
allapitotta 	 27659.95318246429 0.30358906571162786 
suddeutsche 	 30889.903601536647 0.30358906571162786 
zeitung 	 29070.889857424037 0.30358906571162786 
cimu 	 4435.398683373762 0.8343891356490636 
szombati 	 24688.120234743503 0.30358906571162786 
szamaban 	 9609.370718757851 0.5271583725248196 
magyarellenes 	 25532.43923030836 0.30358906571162786 
munkatarsai 	 29070.889857424037 0.30358906571162786 
cikkeinek 	 37836.42910278511 0.30358906571162786 
korabban 	 8498.426299519866 0.5271583725248196 
tobbszor 	 19922.02112831765 0.30358906571162786 
helyt 	 37836.42910278511 0.30358906571162786 
ado 	 19922.02112831765 0.30358906571162786 
liberalis 	 8383.449992473645 0.5271583725248196 
nemet 	 5745.161564291758 0.6986612737793231 
politikai 	 957.034195000918 1.4571699467199701 
napilap 	 11337.268646440505 0.5271583725248196 
korul 	 20713.42768121583 0.30358906571162786 
mindket 	 3984.40422566353 0.944478585714643 
orszagban 	 8617.742346437637 0.5271583725248196 
kialakult 	 10356.713840607916 0.5271583725248196 
vitat 	 23277.183559783756 0.30358906571162786 
ismertetve 	 18918.214551392553 0.5271583725248196 
ramutatott 	 11337.268646440505 0.5271583725248196 
hazaarulasrol 	 37836.42910278511 0.30358906571162786 
beszeltek 	 33453.65948010457 0.30358906571162786 
elnokot 	 22674.53729288101 0.30358906571162786 
arulonak 	 37836.42910278511 0.30358906571162786 
minositettek 	 33453.65948010457 0.30358906571162786 
egyezseg 	 30889.903601536647 0.30358906571162786 
romaniai 	 7759.061186594585 0.6986612737793231 
ellenzoi 	 16726.829740052286 0.5271583725248196 
hivei 	 25532.43923030836 0.30358906571162786 
kozott 	 897.2195578133604 1.4823151088930389 
mely 	 2757.5029282967716 1.0355671985478745 
szakadek 	 18918.214551392553 0.5271583725248196 
huzodik 	 37836.42910278511 0.30358906571162786 
mig 	 1553.9251505637117 1.2830503713585844 
elobbiek 	 37836.42910278511 0.30358906571162786 
tortenelmi 	 5515.005856593543 0.6986612737793231 
kiegyezesrol 	 37836.42910278511 0.30358906571162786 
van 	 547.916356589511 1.5949048561838821 
szo 	 5179.750501879039 0.6986612737793231 
egyuttal 	 23277.183559783756 0.30358906571162786 
lehetove 	 10356.713840607916 0.5271583725248196 
teszi 	 5745.161564291758 0.6986612737793231 
uniohoz 	 29070.889857424037 0.30358906571162786 
torteno 	 20305.350612062968 0.30358906571162786 
csatlakozast 	 33453.65948010457 0.30358906571162786 
addig 	 8498.426299519866 0.5271583725248196 
ellenzok 	 33453.65948010457 0.30358906571162786 
nemzeti 	 3751.1487852839186 0.8343891356490636 
erdekek 	 22124.36435617558 0.30358906571162786 
feladasat 	 16726.829740052286 0.5271583725248196 
latjak 	 26507.133978856113 0.30358906571162786 
megallapodasban 	 26507.133978856113 0.30358906571162786 
romanok 	 13253.566989428056 0.5271583725248196 
celja 	 20713.42768121583 0.30358906571162786 
romania 	 1397.2416654122742 1.364578190254868 
egyuttes 	 25532.43923030836 0.30358906571162786 
nato 	 396.533211197496 1.737584676689905 
tagsaga 	 13253.566989428056 0.5271583725248196 
ezzel 	 1667.1772379039637 1.2339033412321514 
vegervenyesen 	 30889.903601536647 0.30358906571162786 
bebetonozzak 	 37836.42910278511 0.30358906571162786 
trianont 	 29070.889857424037 0.30358906571162786 
kulpolitikanak 	 33453.65948010457 0.30358906571162786 
ellenkezojet 	 29070.889857424037 0.30358906571162786 
tenni 	 9005.349587732546 0.5271583725248196 
tagsagat 	 37836.42910278511 0.30358906571162786 
erdely 	 10574.834803813912 0.5271583725248196 
elszakitaskor 	 37836.42910278511 0.30358906571162786 
etnikusan 	 37836.42910278511 0.30358906571162786 
tobbsegu 	 30889.903601536647 0.30358906571162786 
teruleteinek 	 37836.42910278511 0.30358906571162786 
visszaadasahoz 	 37836.42910278511 0.30358906571162786 
kotnie 	 37836.42910278511 0.30358906571162786 
alapfeltetelkent 	 37836.42910278511 0.30358906571162786 
romanianak 	 24688.120234743503 0.30358906571162786 
fontos 	 5443.552686178431 0.6986612737793231 
nelkul 	 1833.9661017884189 1.1775223453331392 
soha 	 5827.8257540478235 0.6986612737793231 
moldavia 	 33453.65948010457 0.30358906571162786 
visszakapasat 	 37836.42910278511 0.30358906571162786 
garanciajat 	 37836.42910278511 0.30358906571162786 
legalabbis 	 11971.689050144096 0.5271583725248196 
eszak 	 5985.844525072048 0.8343891356490636 
visszaszolgaltatasahoz 	 37836.42910278511 0.30358906571162786 
kotni 	 11971.689050144096 0.5271583725248196 
romanoknak 	 30889.903601536647 0.30358906571162786 
megerne 	 37836.42910278511 0.30358906571162786 
hirugynoksegek 	 37836.42910278511 0.30358906571162786 
beszamoltak 	 33453.65948010457 0.30358906571162786 
penteken 	 23943.37810028819 0.30358906571162786 
keleti 	 2267.453729288101 1.2830503713585844 
gyorgy 	 1706.2181455541713 1.2339033412321514 
tinca 	 7267.722464356009 0.8343891356490636 
vedelmi 	 11971.689050144096 0.5271583725248196 
miniszter 	 1888.5391776710812 1.2339033412321514 
ket 	 844.4419367655157 1.5052338387729114 
orszag 	 1467.172881430735 1.2830503713585844 
kozotti 	 4502.674793866273 0.8343891356490636 
katonai 	 2745.534491073672 1.112183348744907 
egyuttmukodesrol 	 30889.903601536647 0.30358906571162786 
illetve 	 5242.670597210849 0.6986612737793231 
kolcsonos 	 25532.43923030836 0.30358906571162786 
bizalomerositesrol 	 37836.42910278511 0.30358906571162786 
szolo 	 5374.4426696085075 0.6986612737793231 
egyezmenyt 	 29070.889857424037 0.30358906571162786 
reuter 	 27659.95318246429 0.30358906571162786 
kapcsolatban 	 6195.3045763533 0.6986612737793231 
kiemelte 	 29070.889857424037 0.30358906571162786 
egyezmeny 	 7722.475900384162 0.8343891356490636 
erettebbe 	 37836.42910278511 0.30358906571162786 
valo 	 1047.9806295933822 1.4294573604648744 
kapcsolatanak 	 37836.42910278511 0.30358906571162786 
tagsagra 	 27659.95318246429 0.30358906571162786 
alkalmassaganak 	 37836.42910278511 0.30358906571162786 
jele 	 27659.95318246429 0.30358906571162786 
lapok 	 21618.25431555581 0.30358906571162786 
szinte 	 8383.449992473645 0.5271583725248196 
kivetel 	 25532.43923030836 0.30358906571162786 
foglalkoznak 	 27659.95318246429 0.30358906571162786 
honvedelmi 	 4114.686705790584 1.0355671985478745 
aradi 	 14535.444928712019 0.5271583725248196 
talalkozojaval 	 37836.42910278511 0.30358906571162786 
alairt 	 11337.268646440505 0.5271583725248196 
bizalomerosito 	 33453.65948010457 0.30358906571162786 
fontossagaval 	 37836.42910278511 0.30358906571162786 
ellenzeki 	 5665.617533013244 0.6986612737793231 
ziua 	 29070.889857424037 0.30358906571162786 
emeli 	 30889.903601536647 0.30358906571162786 
mind 	 2045.3693227112071 1.0355671985478745 
egy 	 289.8600838036606 1.7952712082670523 
lepessel 	 37836.42910278511 0.30358906571162786 
kozelebb 	 27659.95318246429 0.30358906571162786 
kerult 	 5307.526996460811 0.6986612737793231 
tagsaghoz 	 18918.214551392553 0.5271583725248196 
jurnalul 	 37836.42910278511 0.30358906571162786 
national 	 1441.3268310214862 0.944478585714643 
reszletesen 	 12344.060117371751 0.5271583725248196 
ismerteti 	 24688.120234743503 0.30358906571162786 
szoban 	 25532.43923030836 0.30358906571162786 
forgo 	 24688.120234743503 0.30358906571162786 
dokumentum 	 10809.127157777904 0.5271583725248196 
tartalmi 	 27659.95318246429 0.30358906571162786 
jegyeit 	 37836.42910278511 0.30358906571162786 
nagy 	 3588.8782312534418 0.8343891356490636 
peldanyszamu 	 29070.889857424037 0.30358906571162786 
adevarul 	 37836.42910278511 0.30358906571162786 
alairasa 	 7267.722464356009 0.8343891356490636 
amolyan 	 29070.889857424037 0.30358906571162786 
elozetesnek 	 37836.42910278511 0.30358906571162786 
tekintheto 	 25532.43923030836 0.30358906571162786 
kozelgo 	 29070.889857424037 0.30358906571162786 
elfogadasahoz 	 37836.42910278511 0.30358906571162786 
hangsulyozva 	 24688.120234743503 0.30358906571162786 
