term 	 tf-idf weight 	 BM25 ranking 
 law 	 86.73258089398448 1.8321117665383664 
adopted 	 2254.448413022482 1.2534179306034532 
programs 	 731.1675359962543 1.4315456495114312 
administered 	 5263.258908181914 0.9127110706572422 
advent 	 4247.174518578553 0.9127110706572422 
relieved 	 7131.983706971527 0.9127110706572422 
sue 	 2552.2436880585547 1.2534179306034532 
collect 	 2164.4482543935537 1.2534179306034532 
sort 	 6585.416741241721 0.9127110706572422 
damages 	 5104.487376117109 0.9127110706572422 
prove 	 4415.894435280554 0.9127110706572422 
negligently 	 7131.983706971527 0.9127110706572422 
failed 	 3527.231327544566 0.9127110706572422 
provide 	 456.56135593966036 1.6151764674580935 
safe 	 2048.6211812249853 1.2534179306034532 
environment 	 2460.171709997495 0.9127110706572422 
difficult 	 3353.0539135095173 0.9127110706572422 
resulted 	 4097.242362449971 0.9127110706572422 
usually 	 1131.5113697974336 1.4315456495114312 
responsible 	 998.7494501371368 1.4315456495114312 
circumstances 	 968.4458346330108 1.4315456495114312 
occurred 	 1175.7437758481885 1.4315456495114312 
main 	 2418.691514114711 0.9127110706572422 
restriction 	 5443.2592254397705 0.9127110706572422 
form 	 1038.8261063086932 1.2534179306034532 
remedy 	 5263.258908181914 0.9127110706572422 
receiving 	 1471.9648117601844 1.4315456495114312 
tiered 	 8066.3461063663335 0.9127110706572422 
providing 	 2766.2451534539414 0.9127110706572422 
required 	 465.4898491748653 1.6686890348846135 
includes 	 615.0545498881049 1.4315456495114312 
government 	 1590.5257380659027 0.9127110706572422 
school 	 2502.9689553255494 0.9127110706572422 
agencies 	 2996.2483504114102 0.9127110706572422 
employ 	 5104.487376117109 0.9127110706572422 
domestic 	 1467.4825350779709 1.2534179306034532 
homes 	 2123.5872592892765 1.2534179306034532 
hours 	 1763.615663772283 1.2534179306034532 
week 	 3127.8650073835693 0.9127110706572422 
weeks 	 3674.431973113375 0.9127110706572422 
businesses 	 974.9052198098308 1.541047547335507 
declared 	 2207.947217640277 1.2534179306034532 
extrahazardous 	 4033.1730531831668 1.2534179306034532 
following 	 661.9024971938729 1.4315456495114312 
manufacturing 	 4097.242362449971 0.9127110706572422 
construction 	 3235.7625773274963 0.9127110706572422 
development 	 1568.6065559307428 0.9127110706572422 
companies 	 2934.9650701559417 0.9127110706572422 
food 	 2905.3375038990325 0.9127110706572422 
beverage 	 6197.62130757672 0.9127110706572422 
providers 	 2358.345971226054 1.2534179306034532 
beauty 	 5104.487376117109 0.9127110706572422 
shops 	 5896.8238004051655 0.9127110706572422 
mining 	 5443.2592254397705 0.9127110706572422 
industries 	 4328.896508787107 0.9127110706572422 
elect 	 1754.419636060638 1.4315456495114312 
fall 	 2792.9390950491916 0.9127110706572422 
statutory 	 5104.487376117109 0.9127110706572422 
categories 	 4508.896826044964 0.9127110706572422 
automatically 	 4508.896826044964 0.9127110706572422 
voluntarily 	 5896.8238004051655 0.9127110706572422 
passed 	 3623.5580109924967 0.9127110706572422 
legislation 	 3162.879963055165 0.9127110706572422 
encourages 	 6197.62130757672 0.9127110706572422 
apply 	 3574.534426650158 0.9127110706572422 
insurer 	 8066.3461063663335 0.9127110706572422 
status 	 1114.2587818301793 1.2534179306034532 
selection 	 2048.6211812249853 1.2534179306034532 
option 	 724.7116021984995 1.6151764674580935 
preclude 	 7131.983706971527 0.9127110706572422 
changing 	 2766.2451534539414 0.9127110706572422 
date 	 558.8423189182529 1.6686890348846135 
selected 	 1175.7437758481885 1.4315456495114312 
post 	 2664.460972672962 0.9127110706572422 
notices 	 6197.62130757672 0.9127110706572422 
name 	 1320.0860136276758 1.2534179306034532 
address 	 1438.1735696305868 1.2534179306034532 
telephone 	 1676.5269567547587 1.2534179306034532 
person 	 864.2896427165865 1.4315456495114312 
service 	 2046.3019624199537 0.9127110706572422 
contact 	 2176.330401240788 0.9127110706572422 
regarding 	 2569.825631981423 0.9127110706572422 
eligible 	 2552.2436880585547 1.2534179306034532 
broadly 	 6197.62130757672 0.9127110706572422 
defined 	 3674.431973113375 0.9127110706572422 
oral 	 4415.894435280554 0.9127110706572422 
written 	 494.7763715733016 1.4315456495114312 
appointment 	 5104.487376117109 0.9127110706572422 
contract 	 1891.164771528651 1.2534179306034532 
hire 	 1276.1218440292773 1.541047547335507 
full 	 2320.2536321146395 0.9127110706572422 
time 	 321.32894708233243 1.541047547335507 
basis 	 2664.460972672962 0.9127110706572422 
definition 	 1423.983571831248 1.2534179306034532 
encompasses 	 6197.62130757672 0.9127110706572422 
aliens 	 5263.258908181914 0.9127110706572422 
unlawfully 	 6197.62130757672 0.9127110706572422 
employed 	 3782.329543057302 0.9127110706572422 
minors 	 5443.2592254397705 0.9127110706572422 
prisoners 	 4833.983278634129 0.9127110706572422 
release 	 3394.534109392301 0.9127110706572422 
included 	 3093.7366022207466 0.9127110706572422 
private 	 2592.8689281497595 0.9127110706572422 
indicated 	 5104.487376117109 0.9127110706572422 
volunteers 	 6197.62130757672 0.9127110706572422 
governmental 	 3623.5580109924967 0.9127110706572422 
entities 	 4716.691942452108 0.9127110706572422 
professional 	 2714.3926068980727 0.9127110706572422 
athletes 	 6585.416741241721 0.9127110706572422 
casual 	 6585.416741241721 0.9127110706572422 
laborers 	 6197.62130757672 0.9127110706572422 
real 	 2689.195611597691 0.9127110706572422 
estate 	 4097.242362449971 0.9127110706572422 
brokers 	 6197.62130757672 0.9127110706572422 
sales 	 3674.431973113375 0.9127110706572422 
representatives 	 3527.231327544566 0.9127110706572422 
exclusively 	 4833.983278634129 0.9127110706572422 
independent 	 2547.169636490941 0.9127110706572422 
contractors 	 5896.8238004051655 0.9127110706572422 
control 	 1899.6357073437725 0.9127110706572422 
direction 	 1891.164771528651 1.2534179306034532 
employee's 	 1130.210868369383 1.6151764674580935 
arise 	 5104.487376117109 0.9127110706572422 
course 	 3198.828760121918 0.9127110706572422 
basically 	 5263.258908181914 0.9127110706572422 
means 	 2418.691514114711 0.9127110706572422 
occur 	 3899.620879239323 0.9127110706572422 
involved 	 2524.888137460709 0.9127110706572422 
activity 	 2714.3926068980727 0.9127110706572422 
directly 	 3235.7625773274963 0.9127110706572422 
example 	 2378.4497197889405 0.9127110706572422 
site 	 2689.195611597691 0.9127110706572422 
performing 	 5263.258908181914 0.9127110706572422 
tasks 	 4962.46140101036 0.9127110706572422 
trip 	 4608.794372508181 0.9127110706572422 
engaged 	 5443.2592254397705 0.9127110706572422 
duties 	 4328.896508787107 0.9127110706572422 
extends 	 6197.62130757672 0.9127110706572422 
emergency 	 1891.164771528651 1.2534179306034532 
situation 	 2616.312997325359 0.9127110706572422 
leaves 	 4328.896508787107 0.9127110706572422 
intending 	 7131.983706971527 0.9127110706572422 
save 	 4508.896826044964 0.9127110706572422 
life 	 1670.1775973326717 0.9127110706572422 
property 	 3060.450960448926 0.9127110706572422 
volunteer 	 5443.2592254397705 0.9127110706572422 
sponsored 	 5263.258908181914 0.9127110706572422 
recreational 	 5104.487376117109 0.9127110706572422 
events 	 1240.7002475952734 1.2534179306034532 
sporting 	 6585.416741241721 0.9127110706572422 
picnics 	 8066.3461063663335 0.9127110706572422 
parties 	 988.4194932815055 1.4315456495114312 
assigned 	 4833.983278634129 0.9127110706572422 
supervisor 	 3098.81065378836 1.2534179306034532 
participate 	 3962.3298603151584 0.9127110706572422 
traveling 	 5263.258908181914 0.9127110706572422 
perform 	 4028.099001615553 0.9127110706572422 
special 	 2228.5175636603585 0.9127110706572422 
duty 	 3623.5580109924967 0.9127110706572422 
breaks 	 5443.2592254397705 0.9127110706572422 
performed 	 4508.896826044964 0.9127110706572422 
depending 	 3899.620879239323 0.9127110706572422 
primarily 	 3481.532035885747 0.9127110706572422 
happen 	 4328.896508787107 0.9127110706572422 
unexpectedly 	 7131.983706971527 0.9127110706572422 
design 	 2524.888137460709 0.9127110706572422 
plan 	 2439.2720665470138 0.9127110706572422 
repetitive 	 6585.416741241721 0.9127110706572422 
stress 	 3962.3298603151584 0.9127110706572422 
carpal 	 8066.3461063663335 0.9127110706572422 
tunnel 	 8066.3461063663335 0.9127110706572422 
syndrome 	 5104.487376117109 0.9127110706572422 
heart 	 3899.620879239323 0.9127110706572422 
attacks 	 4508.896826044964 0.9127110706572422 
strokes 	 6585.416741241721 0.9127110706572422 
physical 	 849.0565454969802 1.4315456495114312 
caused 	 1863.6507472219992 1.2534179306034532 
addition 	 2996.2483504114102 0.9127110706572422 
recover 	 5104.487376117109 0.9127110706572422 
pre 	 3060.450960448926 0.9127110706572422 
existing 	 1740.7660179428735 1.2534179306034532 
condition 	 799.7071900304795 1.541047547335507 
worse 	 2721.6296127198852 1.2534179306034532 
intentional 	 5651.054341846914 0.9127110706572422 
acts 	 3839.699903293839 0.9127110706572422 
assault 	 4415.894435280554 0.9127110706572422 
aggression 	 6197.62130757672 0.9127110706572422 
fellow 	 2825.527170923457 1.2534179306034532 
types 	 2664.460972672962 0.9127110706572422 
seek 	 3899.620879239323 0.9127110706572422 
civil 	 2301.4001779326904 0.9127110706572422 
courts 	 3899.620879239323 0.9127110706572422 
entitles 	 8066.3461063663335 0.9127110706572422 
reasonable 	 2085.0624883611513 1.2534179306034532 
payments 	 532.4716420634284 1.7091358526601963 
rehabilitation 	 1390.041658907434 1.4315456495114312 
training 	 2905.3375038990325 0.9127110706572422 
services 	 474.90892683594313 1.541047547335507 
expenses 	 974.9052198098308 1.541047547335507 
treatment 	 245.65515530084073 1.7662168709015238 
include 	 575.3500444831726 1.541047547335507 
aid 	 1513.9837304601763 1.2534179306034532 
visits 	 5104.487376117109 0.9127110706572422 
approved 	 1242.4338314813326 1.4315456495114312 
health 	 2159.3742028259403 0.9127110706572422 
provider 	 4962.46140101036 0.9127110706572422 
surgery 	 2358.345971226054 1.2534179306034532 
hospital 	 1697.2670546961506 1.2534179306034532 
dental 	 5443.2592254397705 0.9127110706572422 
orthodontic 	 8066.3461063663335 0.9127110706572422 
prescription 	 5104.487376117109 0.9127110706572422 
drugs 	 4247.174518578553 0.9127110706572422 
supplies 	 2721.6296127198852 1.2534179306034532 
physician 	 2416.9916393170647 1.2534179306034532 
temporary 	 1240.61535025259 1.541047547335507 
total 	 773.4341505551866 1.541047547335507 
disability 	 735.9824058800922 1.6686890348846135 
thirds 	 3098.81065378836 1.2534179306034532 
weekly 	 4415.894435280554 0.9127110706572422 
wage 	 4028.099001615553 0.9127110706572422 
unable 	 1320.7766201050526 1.4315456495114312 
payable 	 6585.416741241721 0.9127110706572422 
loss 	 1066.2762533739726 1.4315456495114312 
days 	 406.8524490946423 1.7091358526601963 
permanent 	 1763.615663772283 1.2534179306034532 
disfigurement 	 6585.416741241721 0.9127110706572422 
worker's 	 5651.054341846914 0.9127110706572422 
salary 	 5896.8238004051655 0.9127110706572422 
totally 	 4962.46140101036 0.9127110706572422 
disabled 	 4833.983278634129 0.9127110706572422 
scarred 	 7131.983706971527 0.9127110706572422 
disfigured 	 8066.3461063663335 0.9127110706572422 
death 	 609.8180166367534 1.541047547335507 
burial 	 6585.416741241721 0.9127110706572422 
dependents 	 5651.054341846914 0.9127110706572422 
deceased 	 5896.8238004051655 0.9127110706572422 
fatal 	 5651.054341846914 0.9127110706572422 
pay 	 586.9930140311884 1.6151764674580935 
emotional 	 3394.534109392301 0.9127110706572422 
distress 	 7131.983706971527 0.9127110706572422 
pain 	 4097.242362449971 0.9127110706572422 
companionship 	 7131.983706971527 0.9127110706572422 
affection 	 8066.3461063663335 0.9127110706572422 
sexual 	 3727.3014944439983 0.9127110706572422 
relations 	 2398.4204554273106 0.9127110706572422 
benefit 	 1332.230486336481 1.2534179306034532 
considered 	 2792.9390950491916 0.9127110706572422 
income 	 3235.7625773274963 0.9127110706572422 
federal 	 2398.4204554273106 0.9127110706572422 
tax 	 3198.828760121918 0.9127110706572422 
exceptions 	 4716.691942452108 0.9127110706572422 
described 	 3312.812119183747 0.9127110706572422 
cost 	 2740.069573718569 0.9127110706572422 
premiums 	 6585.416741241721 0.9127110706572422 
determined 	 3962.3298603151584 0.9127110706572422 
factors 	 2524.888137460709 0.9127110706572422 
record 	 3060.450960448926 0.9127110706572422 
proves 	 5896.8238004051655 0.9127110706572422 
paid 	 1191.5114755500526 1.4315456495114312 
trade 	 2876.3471392611737 0.9127110706572422 
relatively 	 4170.124976722303 0.9127110706572422 
simple 	 3527.231327544566 0.9127110706572422 
route 	 4962.46140101036 0.9127110706572422 
limit 	 1981.1649301575792 1.2534179306034532 
amount 	 3198.828760121918 0.9127110706572422 
money 	 2547.169636490941 0.9127110706572422 
awarded 	 4716.691942452108 0.9127110706572422 
maintain 	 3394.534109392301 0.9127110706572422 
immune 	 5896.8238004051655 0.9127110706572422 
liability 	 1320.7766201050526 1.4315456495114312 
intentionally 	 5651.054341846914 0.9127110706572422 
cause 	 3394.534109392301 0.9127110706572422 
seeking 	 1763.615663772283 1.2534179306034532 
third 	 2740.069573718569 0.9127110706572422 
party 	 1230.0858549987474 1.2534179306034532 
negligence 	 5443.2592254397705 0.9127110706572422 
contributed 	 4833.983278634129 0.9127110706572422 
prohibited 	 4962.46140101036 0.9127110706572422 
harassing 	 7131.983706971527 0.9127110706572422 
discharging 	 8066.3461063663335 0.9127110706572422 
threatening 	 5104.487376117109 0.9127110706572422 
asserting 	 5896.8238004051655 0.9127110706572422 
valid 	 4097.242362449971 0.9127110706572422 
claim 	 1091.2456398262009 1.4315456495114312 
illegal 	 3674.431973113375 0.9127110706572422 
refuse 	 1152.1985931270453 1.541047547335507 
rehire 	 4033.1730531831668 1.2534179306034532 
individual 	 2264.466360727112 0.9127110706572422 
exercised 	 5896.8238004051655 0.9127110706572422 
rights 	 620.9840009229907 1.2534179306034532 
unlawful 	 4962.46140101036 0.9127110706572422 
disabling 	 7131.983706971527 0.9127110706572422 
prior 	 1581.4399815275824 1.2534179306034532 
suffers 	 3098.81065378836 1.2534179306034532 
hiring 	 5263.258908181914 0.9127110706572422 
protected 	 4962.46140101036 0.9127110706572422 
purpose 	 2547.169636490941 0.9127110706572422 
encourage 	 4415.894435280554 0.9127110706572422 
people 	 1579.5215953243137 0.9127110706572422 
previous 	 3060.450960448926 0.9127110706572422 
notify 	 885.3744725109601 1.7091358526601963 
soon 	 1763.615663772283 1.2534179306034532 
effects 	 2109.7489670565187 0.9127110706572422 
apparent 	 4608.794372508181 0.9127110706572422 
expert 	 4833.983278634129 0.9127110706572422 
discovers 	 5651.054341846914 0.9127110706572422 
exposure 	 5263.258908181914 0.9127110706572422 
radiological 	 8066.3461063663335 0.9127110706572422 
material 	 2592.8689281497595 0.9127110706572422 
equipment 	 3353.0539135095173 0.9127110706572422 
notice 	 512.1552953062463 1.7407815362378651 
learning 	 3574.534426650158 0.9127110706572422 
suspecting 	 8066.3461063663335 0.9127110706572422 
received 	 2714.3926068980727 0.9127110706572422 
excessive 	 4833.983278634129 0.9127110706572422 
dose 	 8066.3461063663335 0.9127110706572422 
occupational 	 2481.23070050518 1.2534179306034532 
disease 	 1763.615663772283 1.2534179306034532 
practicable 	 8066.3461063663335 0.9127110706572422 
aware 	 4170.124976722303 0.9127110706572422 
failure 	 2965.258479844517 0.9127110706572422 
meet 	 2792.9390950491916 0.9127110706572422 
requirements 	 2965.258479844517 0.9127110706572422 
threaten 	 5896.8238004051655 0.9127110706572422 
verbal 	 4833.983278634129 0.9127110706572422 
approximate 	 7131.983706971527 0.9127110706572422 
accident 	 2254.448413022482 1.2534179306034532 
known 	 820.0572366658316 1.4315456495114312 
recommended 	 4508.896826044964 0.9127110706572422 
avoid 	 3674.431973113375 0.9127110706572422 
delay 	 4608.794372508181 0.9127110706572422 
processing 	 3839.699903293839 0.9127110706572422 
brief 	 2616.312997325359 0.9127110706572422 
description 	 1646.9356422589574 0.9127110706572422 
illness 	 1415.7248395261843 1.4315456495114312 
informing 	 6585.416741241721 0.9127110706572422 
management 	 2246.372129319386 0.9127110706572422 
sufficient 	 4508.896826044964 0.9127110706572422 
constructive 	 2825.527170923457 1.2534179306034532 
potential 	 2766.2451534539414 0.9127110706572422 
overreaching 	 8066.3461063663335 0.9127110706572422 
agreement 	 2792.9390950491916 0.9127110706572422 
presumed 	 5443.2592254397705 0.9127110706572422 
fraudulent 	 6585.416741241721 0.9127110706572422 
actual 	 3394.534109392301 0.9127110706572422 
promptly 	 8066.3461063663335 0.9127110706572422 
administrator 	 4716.691942452108 0.9127110706572422 
keeps 	 5443.2592254397705 0.9127110706572422 
start 	 1454.0357050313296 0.9127110706572422 
writing 	 1438.1735696305868 1.2534179306034532 
additional 	 1117.6846378365058 1.4315456495114312 
explanation 	 3527.231327544566 0.9127110706572422 
denied 	 3839.699903293839 0.9127110706572422 
file 	 1891.164771528651 1.2534179306034532 
report 	 2126.0885610541195 0.9127110706572422 
resulting 	 3312.812119183747 0.9127110706572422 
reports 	 3437.331354720355 0.9127110706572422 
filed 	 4247.174518578553 0.9127110706572422 
month 	 3273.736919478603 0.9127110706572422 
locations 	 4716.691942452108 0.9127110706572422 
public 	 1454.0357050313296 0.9127110706572422 
centers 	 4028.099001615553 0.9127110706572422 
obligated 	 5651.054341846914 0.9127110706572422 
medically 	 5896.8238004051655 0.9127110706572422 
assists 	 5263.258908181914 0.9127110706572422 
recovering 	 7131.983706971527 0.9127110706572422 
helps 	 4833.983278634129 0.9127110706572422 
improve 	 3437.331354720355 0.9127110706572422 
ranges 	 6585.416741241721 0.9127110706572422 
diagnostic 	 4833.983278634129 0.9127110706572422 
therapy 	 3899.620879239323 0.9127110706572422 
psychiatric 	 4962.46140101036 0.9127110706572422 
counseling 	 4247.174518578553 0.9127110706572422 
chiropractic 	 6585.416741241721 0.9127110706572422 
plastic 	 5896.8238004051655 0.9127110706572422 
medicine 	 1658.5065287549533 0.9127110706572422 
prostheses 	 8066.3461063663335 0.9127110706572422 
travel 	 2048.6211812249853 1.2534179306034532 
attendant 	 7131.983706971527 0.9127110706572422 
custodial 	 5651.054341846914 0.9127110706572422 
select 	 5104.487376117109 0.9127110706572422 
treating 	 2552.2436880585547 1.2534179306034532 
doctor 	 4328.896508787107 0.9127110706572422 
costs 	 2876.3471392611737 0.9127110706572422 
physicians 	 2481.23070050518 1.2534179306034532 
surgeons 	 6197.62130757672 0.9127110706572422 
hospitals 	 2048.6211812249853 1.2534179306034532 
choice 	 3127.8650073835693 0.9127110706572422 
provided 	 3093.7366022207466 0.9127110706572422 
referrals 	 7131.983706971527 0.9127110706572422 
initial 	 3839.699903293839 0.9127110706572422 
phase 	 4328.896508787107 0.9127110706572422 
approval 	 4415.894435280554 0.9127110706572422 
treated 	 4962.46140101036 0.9127110706572422 
require 	 3674.431973113375 0.9127110706572422 
submit 	 1042.5312441805756 1.541047547335507 
examination 	 1030.9429755083022 1.2534179306034532 
exam 	 5896.8238004051655 0.9127110706572422 
determine 	 3127.8650073835693 0.9127110706572422 
extent 	 3162.879963055165 0.9127110706572422 
duration 	 5104.487376117109 0.9127110706572422 
amounts 	 4328.896508787107 0.9127110706572422 
experts 	 4247.174518578553 0.9127110706572422 
refusal 	 4508.896826044964 0.9127110706572422 
examinations 	 5651.054341846914 0.9127110706572422 
attempts 	 2820.172344513208 0.9127110706572422 
unnecessarily 	 8066.3461063663335 0.9127110706572422 
obstruct 	 7131.983706971527 0.9127110706572422 
exams 	 7131.983706971527 0.9127110706572422 
result 	 2418.691514114711 0.9127110706572422 
suspension 	 5651.054341846914 0.9127110706572422 
suspended 	 5651.054341846914 0.9127110706572422 
recovered 	 6585.416741241721 0.9127110706572422 
believes 	 4328.896508787107 0.9127110706572422 
demanded 	 4716.691942452108 0.9127110706572422 
exceed 	 4962.46140101036 0.9127110706572422 
justified 	 5651.054341846914 0.9127110706572422 
jeopardized 	 7131.983706971527 0.9127110706572422 
fails 	 4415.894435280554 0.9127110706572422 
follow 	 3527.231327544566 0.9127110706572422 
safety 	 3060.450960448926 0.9127110706572422 
rules 	 3127.8650073835693 0.9127110706572422 
consequently 	 5443.2592254397705 0.9127110706572422 
dispute 	 2123.5872592892765 1.2534179306034532 
arises 	 6197.62130757672 0.9127110706572422 
options 	 4028.099001615553 0.9127110706572422 
exist 	 3962.3298603151584 0.9127110706572422 
settle 	 6585.416741241721 0.9127110706572422 
appoint 	 5896.8238004051655 0.9127110706572422 
arbitrator 	 4033.1730531831668 1.2534179306034532 
conduct 	 3839.699903293839 0.9127110706572422 
hearing 	 3899.620879239323 0.9127110706572422 
issue 	 1913.6047442676895 0.9127110706572422 
decision 	 799.4734851424367 1.4315456495114312 
appeal 	 1787.267213325079 1.2534179306034532 
review 	 454.6828575581959 1.541047547335507 
hear 	 5443.2592254397705 0.9127110706572422 
arguments 	 3839.699903293839 0.9127110706572422 
decisions 	 1656.4060595918736 1.2534179306034532 
final 	 1599.414380060959 1.2534179306034532 
circuit 	 2721.6296127198852 1.2534179306034532 
court 	 620.3501237976367 1.541047547335507 
appeals 	 4415.894435280554 0.9127110706572422 
division 	 3437.331354720355 0.9127110706572422 
appellate 	 7131.983706971527 0.9127110706572422 
supreme 	 3674.431973113375 0.9127110706572422 
resolving 	 5896.8238004051655 0.9127110706572422 
disputes 	 4608.794372508181 0.9127110706572422 
voluntary 	 4962.46140101036 0.9127110706572422 
arbitration 	 5443.2592254397705 0.9127110706572422 
disputed 	 5263.258908181914 0.9127110706572422 
involve 	 4962.46140101036 0.9127110706572422 
partial 	 5263.258908181914 0.9127110706572422 
waive 	 6197.62130757672 0.9127110706572422 
arbitrator's 	 8066.3461063663335 0.9127110706572422 
factual 	 5651.054341846914 0.9127110706572422 
appealed 	 5443.2592254397705 0.9127110706572422 
oversees 	 6585.416741241721 0.9127110706572422 
administration 	 2301.4001779326904 0.9127110706572422 
located 	 3574.534426650158 0.9127110706572422 
james 	 3394.534109392301 0.9127110706572422 
thompson 	 5443.2592254397705 0.9127110706572422 
center 	 2093.605061525546 0.9127110706572422 
randolph 	 4247.174518578553 0.9127110706572422 
street 	 2876.3471392611737 0.9127110706572422 
west 	 2398.4204554273106 0.9127110706572422 
