term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 232.18786613460844 1.7343336786497912 
pages 	 605.1004518427198 1.3702929827504688 
footnotes 	 691.5874838754269 1.3702929827504688 
sources 	 605.1004518427198 1.3702929827504688 
price 	 596.7802743425705 1.3702929827504688 
life 	 64.42821592084489 1.9121296347531465 
edgar 	 676.7790880946081 1.7343336786497912 
allen 	 638.1008725334784 1.7343336786497912 
poe 	 597.693449543749 1.7939062375209647 
biographical 	 434.83426363935115 1.7939062375209647 
sketch 	 434.83426363935115 1.7939062375209647 
analysis 	 106.62999443033824 1.8577168811297737 
poetry 	 2030.3372642838244 1.3702929827504688 
fiction 	 1914.3026176004353 1.3702929827504688 
invariably 	 1270.184237924961 1.6263191239026158 
horror 	 2274.739151491607 1.3702929827504688 
melancholy 	 2540.368475849922 1.3702929827504688 
gloom 	 2751.2103320661677 1.3702929827504688 
depression 	 1703.4607613841897 1.3702929827504688 
lighthouse 	 2390.773798174996 1.3702929827504688 
virginia 	 1739.3370545574046 1.3702929827504688 
woolf 	 2274.739151491607 1.3702929827504688 
examination 	 795.3862719055151 1.3702929827504688 
time 	 495.8191468332726 1.3702929827504688 
including 	 228.2776097645186 1.6263191239026158 
listing 	 2099.773588448576 1.3702929827504688 
published 	 1233.9695513823424 1.3702929827504688 
author 	 671.512113746509 1.6263191239026158 
novels 	 1914.3026176004353 1.3702929827504688 
short 	 205.5667219272908 1.8316555151900642 
stories 	 376.0761975527537 1.7939062375209647 
essays 	 1703.4607613841897 1.3702929827504688 
biographies 	 2540.368475849922 1.3702929827504688 
diaries 	 2540.368475849922 1.3702929827504688 
letters 	 888.9366000386699 1.6263191239026158 
autobiographical 	 284.3423939364509 1.891355373814561 
elements 	 1143.868256319843 1.3702929827504688 
hemingway 	 1089.9659709793752 1.6263191239026158 
examines 	 116.09393306730422 1.8577168811297737 
creative 	 1739.3370545574046 1.3702929827504688 
stages 	 1864.7413241021864 1.3702929827504688 
hemingway's 	 2274.739151491607 1.3702929827504688 
relationship 	 382.9999612842885 1.6263191239026158 
actual 	 1309.4641965014812 1.3702929827504688 
events 	 957.216808233742 1.3702929827504688 
writings 	 764.2475991705795 1.6263191239026158 
salinger 	 2751.2103320661677 1.3702929827504688 
discusses 	 350.7938960389642 1.6263191239026158 
author's 	 592.62440002578 1.7343336786497912 
reclusive 	 3111.6468659573393 1.3702929827504688 
lifestyle 	 1969.090085742505 1.3702929827504688 
famous 	 1703.4607613841897 1.3702929827504688 
common 	 933.0264001035978 1.3702929827504688 
theses 	 2751.2103320661677 1.3702929827504688 
character 	 1397.8116956350877 1.3702929827504688 
comparisons 	 1703.4607613841897 1.3702929827504688 
irvin 	 3111.6468659573393 1.3702929827504688 
shaw 	 2390.773798174996 1.3702929827504688 
looks 	 451.21467004583616 1.6263191239026158 
novelist 	 2540.368475849922 1.3702929827504688 
story 	 397.8098499393641 1.7343336786497912 
writer 	 869.6685272787023 1.6263191239026158 
playwright 	 1137.3695757458036 1.6263191239026158 
seen 	 982.5876936018466 1.3702929827504688 
selection 	 1580.53859679079 1.3702929827504688 
fitzgerald 	 1049.886794224288 1.6263191239026158 
myth 	 1580.53859679079 1.3702929827504688 
affair 	 2274.739151491607 1.3702929827504688 
wealth 	 851.7303806920949 1.6263191239026158 
reasons 	 1143.868256319843 1.3702929827504688 
fitzgerald's 	 3111.6468659573393 1.3702929827504688 
fascination 	 2390.773798174996 1.3702929827504688 
power 	 749.1335791769371 1.3702929827504688 
relating 	 1638.3759270481066 1.3702929827504688 
materialism 	 2179.9319419587505 1.3702929827504688 
jazz 	 2030.3372642838244 1.3702929827504688 
age 	 1009.260206683373 1.3702929827504688 
fire 	 1459.0588741764075 1.3702929827504688 
lake 	 1481.1898736741812 1.3702929827504688 
critical 	 339.48799559168714 1.7343336786497912 
review 	 701.5877920779284 1.3702929827504688 
origins 	 1168.0586644499876 1.3702929827504688 
outcomes 	 2030.3372642838244 1.3702929827504688 
war 	 859.6655290084469 1.3702929827504688 
vietnam 	 1528.495198341159 1.3702929827504688 
stressing 	 1481.1898736741812 1.3702929827504688 
intent 	 1819.495408067579 1.3702929827504688 
writing 	 1109.5701130681086 1.3702929827504688 
book 	 839.5339826744879 1.3702929827504688 
highly 	 1309.4641965014812 1.3702929827504688 
policy 	 826.5333055276708 1.3702929827504688 
southeast 	 1864.7413241021864 1.3702929827504688 
asia 	 1739.3370545574046 1.3702929827504688 
ernest 	 2390.773798174996 1.3702929827504688 
brief 	 1009.260206683373 1.3702929827504688 
discussion 	 385.8729186928006 1.6263191239026158 
politics 	 1098.6223402852359 1.3702929827504688 
william 	 1220.1020628996184 1.3702929827504688 
concluding 	 752.1523951055074 1.6263191239026158 
literature's 	 3111.6468659573393 1.3702929827504688 
poet 	 2179.9319419587505 1.3702929827504688 
psychological 	 1193.429549818092 1.3702929827504688 
side 	 1143.868256319843 1.3702929827504688 
disadvantages 	 1703.4607613841897 1.3702929827504688 
hard 	 1417.4366661861684 1.3702929827504688 
luck 	 2274.739151491607 1.3702929827504688 
followed 	 1481.1898736741812 1.3702929827504688 
profound 	 1864.7413241021864 1.3702929827504688 
influence 	 895.0533298958551 1.3702929827504688 
maya 	 2390.773798174996 1.3702929827504688 
angelou 	 2540.368475849922 1.3702929827504688 
study 	 315.4454306175967 1.6263191239026158 
sensitive 	 1608.6535518513333 1.3702929827504688 
lawrence 	 1669.9007303926528 1.3702929827504688 
literary 	 819.1879635240533 1.6263191239026158 
reputation 	 1969.090085742505 1.3702929827504688 
influences 	 610.0510314498092 1.6263191239026158 
shakespeare's 	 2179.9319419587505 1.3702929827504688 
restoration 	 1914.3026176004353 1.3702929827504688 
theater 	 1914.3026176004353 1.3702929827504688 
george 	 1417.4366661861684 1.3702929827504688 
orwell 	 2390.773798174996 1.3702929827504688 
observes 	 807.6221305588159 1.3702929827504688 
orwell's 	 2540.368475849922 1.3702929827504688 
childhood 	 1608.6535518513333 1.3702929827504688 
various 	 317.6582099312529 1.6263191239026158 
books 	 1220.1020628996184 1.3702929827504688 
paris 	 1819.495408067579 1.3702929827504688 
london 	 1669.9007303926528 1.3702929827504688 
burmese 	 2540.368475849922 1.3702929827504688 
days 	 1098.6223402852359 1.3702929827504688 
road 	 1378.900520666233 1.3702929827504688 
wigan 	 3111.6468659573393 1.3702929827504688 
animal 	 1669.9007303926528 1.3702929827504688 
farm 	 1553.8660837092636 1.3702929827504688 
reflect 	 834.9503651963264 1.6263191239026158 
pessimistic 	 2751.2103320661677 1.3702929827504688 
view 	 852.8680465934233 1.3702929827504688 
society 	 789.3746442569554 1.3702929827504688 
tonio 	 2751.2103320661677 1.3702929827504688 
kroger 	 2751.2103320661677 1.3702929827504688 
thomas 	 1504.3047902110147 1.3702929827504688 
mann 	 1969.090085742505 1.3702929827504688 
portrait 	 1819.495408067579 1.3702929827504688 
artist 	 1777.8732000773398 1.3702929827504688 
james 	 1309.4641965014812 1.3702929827504688 
joyce 	 2274.739151491607 1.3702929827504688 
comparison 	 846.1582760787513 1.3702929827504688 
compares 	 1132.1823712767728 1.3702929827504688 
reflecting 	 1580.53859679079 1.3702929827504688 
formative 	 1137.3695757458036 1.6263191239026158 
lives 	 1262.8658739828438 1.3702929827504688 
artists 	 1777.8732000773398 1.3702929827504688 
writers 	 752.1523951055074 1.6263191239026158 
insights 	 1864.7413241021864 1.3702929827504688 
keats' 	 2540.368475849922 1.3702929827504688 
materials 	 1233.9695513823424 1.3702929827504688 
related 	 826.5333055276708 1.3702929827504688 
expressions 	 2540.368475849922 1.3702929827504688 
value 	 982.5876936018466 1.3702929827504688 
personal 	 743.6308823250578 1.3702929827504688 
philosophies 	 1504.3047902110147 1.3702929827504688 
david 	 1309.4641965014812 1.3702929827504688 
copperfield 	 2751.2103320661677 1.3702929827504688 
charles 	 834.9503651963264 1.6263191239026158 
dickens 	 2274.739151491607 1.3702929827504688 
social 	 333.6985378726413 1.6263191239026158 
theme 	 1580.53859679079 1.3702929827504688 
style 	 1277.9393931569352 1.3702929827504688 
novel 	 776.9330418546318 1.6263191239026158 
form 	 801.4682125823745 1.3702929827504688 
autobiography 	 1195.386899087498 1.6263191239026158 
dicken's 	 2751.2103320661677 1.3702929827504688 
setting 	 1206.5948099699228 1.3702929827504688 
victorian 	 2030.3372642838244 1.3702929827504688 
manners 	 2274.739151491607 1.3702929827504688 
formalness 	 2751.2103320661677 1.3702929827504688 
period 	 500.1082502366005 1.6263191239026158 
themes 	 729.5294370882037 1.6263191239026158 
propriety 	 2751.2103320661677 1.3702929827504688 
definition 	 1098.6223402852359 1.3702929827504688 
existing 	 1343.024227493018 1.3702929827504688 
characters 	 1739.3370545574046 1.3702929827504688 
malcolm 	 2179.9319419587505 1.3702929827504688 
john 	 1109.5701130681086 1.3702929827504688 
updike 	 2751.2103320661677 1.3702929827504688 
updike's 	 3111.6468659573393 1.3702929827504688 
contribution 	 1553.8660837092636 1.3702929827504688 
american 	 288.2721289463701 1.6263191239026158 
maple 	 2390.773798174996 1.3702929827504688 
series 	 1180.589391271099 1.3702929827504688 
times 	 846.1582760787513 1.3702929827504688 
parallels 	 2274.739151491607 1.3702929827504688 
walt 	 2274.739151491607 1.3702929827504688 
whitman 	 2390.773798174996 1.3702929827504688 
whitman's 	 2540.368475849922 1.3702929827504688 
publication 	 1669.9007303926528 1.3702929827504688 
leaves 	 1669.9007303926528 1.3702929827504688 
grass 	 1914.3026176004353 1.3702929827504688 
experiences 	 1309.4641965014812 1.3702929827504688 
noted 	 1180.589391271099 1.3702929827504688 
scott 	 1397.8116956350877 1.3702929827504688 
bridal 	 3111.6468659573393 1.3702929827504688 
party 	 949.0276626103097 1.3702929827504688 
babylon 	 2540.368475849922 1.3702929827504688 
revisited 	 2751.2103320661677 1.3702929827504688 
crazy 	 3111.6468659573393 1.3702929827504688 
sunday 	 2390.773798174996 1.3702929827504688 
swimmers 	 3111.6468659573393 1.3702929827504688 
freeze 	 2390.773798174996 1.3702929827504688 
transition 	 1553.8660837092636 1.3702929827504688 
past 	 895.0533298958551 1.3702929827504688 
tones 	 2751.2103320661677 1.3702929827504688 
historical 	 866.5530469184575 1.3702929827504688 
processes 	 1343.024227493018 1.3702929827504688 
hollywood 	 2179.9319419587505 1.3702929827504688 
dream 	 1777.8732000773398 1.3702929827504688 
wastefulness 	 3111.6468659573393 1.3702929827504688 
horacio 	 1195.386899087498 1.6263191239026158 
quiroga 	 1270.184237924961 1.6263191239026158 
considered 	 1077.394903134703 1.3702929827504688 
latin 	 1580.53859679079 1.3702929827504688 
america's 	 1504.3047902110147 1.3702929827504688 
top 	 485.7217421875797 1.3702929827504688 
experienced 	 630.8908612351934 1.3702929827504688 
microsoft 	 336.0729835990922 1.6263191239026158 
internet 	 538.2917229606915 1.3702929827504688 
explorer 	 696.5635984038253 1.3702929827504688 
msie30 	 696.5635984038253 1.3702929827504688 
http 	 228.15459482796655 1.3702929827504688 
www 	 226.12730181182474 1.3702929827504688 
com 	 83.66419882469364 1.7343336786497912 
htm 	 341.1512581867569 1.3702929827504688 
start 	 560.9039811693557 1.3702929827504688 
send 	 549.4749496755926 1.3702929827504688 
comments 	 196.19704290637935 1.7343336786497912 
mailto 	 377.7492725028926 1.3702929827504688 
updated 	 557.066325374592 1.3702929827504688 
copyright 	 405.5633886774054 1.3702929827504688 
asm 	 696.5635984038253 1.3702929827504688 
communications 	 557.066325374592 1.3702929827504688 
rights 	 479.0974487833163 1.3702929827504688 
reserved 	 576.5442578927402 1.3702929827504688 
