term 	 tf-idf weight 	 BM25 ranking 
 law 	 96.63362957694237 1.8147217801734616 
calculating 	 3965.3416612625033 1.0707628795210014 
obligations 	 7042.984539493643 0.7310865153490248 
checking 	 9594.776320325474 0.7310865153490248 
accuracy 	 7042.984539493643 0.7310865153490248 
information 	 81.5693081838002 1.8402942635566188 
provides 	 1747.2172753928924 1.0707628795210014 
employers 	 6188.0198475432335 0.7310865153490248 
provide 	 831.4971282135505 1.3947841908106253 
employees 	 2442.6550022747374 1.0707628795210014 
earn 	 8591.51479524907 0.7310865153490248 
financial 	 1099.7556707388842 1.266984363057594 
institutions 	 4365.453828047485 0.7310865153490248 
report 	 516.2757089404415 1.5512585580566591 
investors 	 6714.890317215184 0.7310865153490248 
depositors 	 10391.10979264991 0.7310865153490248 
receive 	 2229.4976581311907 1.0707628795210014 
tension 	 3834.213833705222 1.0707628795210014 
built 	 5208.001197285542 0.7310865153490248 
little 	 4557.215782271016 0.7310865153490248 
legally 	 3521.4922697468214 1.0707628795210014 
obligated 	 2058.3588144264354 1.3947841908106253 
terms 	 1761.9844709648712 1.0707628795210014 
frequently 	 5072.499197685169 0.7310865153490248 
interchangeably 	 11752.450855269642 0.7310865153490248 
meanings 	 7930.683322525007 0.7310865153490248 
avoid 	 1070.7098509190903 1.4846367542693675 
legal 	 1117.692865840703 1.266984363057594 
means 	 1174.6563139765806 1.266984363057594 
limit 	 1443.2521968952096 1.3947841908106253 
liability 	 5773.0087875808385 0.7310865153490248 
acceptable 	 6307.086604790711 0.7310865153490248 
try 	 1810.192911742832 1.266984363057594 
codes 	 7042.984539493643 0.7310865153490248 
lower 	 4411.667724961107 0.7310865153490248 
burden 	 2238.296772405061 1.266984363057594 
structure 	 3436.6656802406246 0.7310865153490248 
minimum 	 2604.000598642771 1.0707628795210014 
illegal 	 1784.5164181984837 1.266984363057594 
advantage 	 5072.499197685169 0.7310865153490248 
loopholes 	 11752.450855269642 0.7310865153490248 
shelters 	 9594.776320325474 0.7310865153490248 
paying 	 1119.1483862025304 1.5512585580566591 
evade 	 10391.10979264991 0.7310865153490248 
legitimately 	 10391.10979264991 0.7310865153490248 
owed 	 3009.922910010059 1.266984363057594 
avoiders 	 11752.450855269642 0.7310865153490248 
job 	 2442.6550022747374 1.0707628795210014 
evaders 	 11752.450855269642 0.7310865153490248 
internal 	 1091.3634570118713 1.3947841908106253 
revenue 	 714.871140033878 1.6766560683489888 
service 	 993.8024367440131 1.266984363057594 
arm 	 8591.51479524907 0.7310865153490248 
charged 	 5681.64347687391 0.7310865153490248 
collecting 	 8233.435257705742 0.7310865153490248 
largest 	 4945.745542170979 0.7310865153490248 
paid 	 1736.0003990951805 1.266984363057594 
collects 	 9594.776320325474 0.7310865153490248 
variety 	 4108.915789780372 0.7310865153490248 
items 	 3216.9201301524504 1.0707628795210014 
including 	 1724.3739445289018 0.7310865153490248 
telephone 	 1628.4366681831582 1.266984363057594 
calls 	 5773.0087875808385 0.7310865153490248 
airplane 	 10391.10979264991 0.7310865153490248 
tickets 	 8591.51479524907 0.7310865153490248 
cigarettes 	 9029.768730030177 0.7310865153490248 
imported 	 9029.768730030177 0.7310865153490248 
challenge 	 5681.64347687391 0.7310865153490248 
reason 	 2304.1158187835103 1.0707628795210014 
section 	 5008.099985660814 0.7310865153490248 
focuses 	 3918.086187817407 0.7310865153490248 
pity 	 9594.776320325474 0.7310865153490248 
poor 	 4411.667724961107 0.7310865153490248 
agent 	 2676.774627297726 1.0707628795210014 
safe 	 5969.572700186753 0.7310865153490248 
bet 	 11752.450855269642 0.7310865153490248 
looks 	 3408.406199884701 0.7310865153490248 
forward 	 5773.0087875808385 0.7310865153490248 
wrong 	 3216.9201301524504 1.0707628795210014 
called 	 859.1664200601562 1.3947841908106253 
examination 	 1502.0563827138765 1.0707628795210014 
confusing 	 8591.51479524907 0.7310865153490248 
frustrating 	 10391.10979264991 0.7310865153490248 
disruptive 	 8591.51479524907 0.7310865153490248 
consuming 	 4797.388160162737 1.0707628795210014 
popular 	 2229.4976581311907 1.0707628795210014 
aggravate 	 11752.450855269642 0.7310865153490248 
purpose 	 3711.158135065436 0.7310865153490248 
struggle 	 5072.499197685169 0.7310865153490248 
huge 	 6714.890317215184 0.7310865153490248 
bureaucracy 	 7668.427667410444 0.7310865153490248 
outdated 	 9029.768730030177 0.7310865153490248 
computers 	 5969.572700186753 0.7310865153490248 
complex 	 4458.9953162623815 0.7310865153490248 
code 	 1102.9169312402767 1.3947841908106253 
gray 	 7930.683322525007 0.7310865153490248 
audits 	 2078.221958529982 1.4846367542693675 
approximately 	 5430.578735228496 0.7310865153490248 
returns 	 494.9107892542231 1.764427924053333 
annually 	 8591.51479524907 0.7310865153490248 
getting 	 5510.753132466277 0.7310865153490248 
letter 	 603.3976372476106 1.6766560683489888 
indication 	 8233.435257705742 0.7310865153490248 
believes 	 3153.5433023953556 1.0707628795210014 
cheater 	 11752.450855269642 0.7310865153490248 
usually 	 1648.5818473903262 1.266984363057594 
irregularity 	 11752.450855269642 0.7310865153490248 
selected 	 1027.8163690352415 1.4846367542693675 
random 	 1646.6870515411483 1.4846367542693675 
winds 	 9029.768730030177 0.7310865153490248 
uncle 	 7930.683322525007 0.7310865153490248 
sam 	 8233.435257705742 0.7310865153490248 
money 	 742.2316270130873 1.4846367542693675 
primary 	 4826.678784923502 0.7310865153490248 
methods 	 3272.9042002843285 0.7310865153490248 
selecting 	 2643.5611075083357 1.266984363057594 
method 	 1058.2497881412648 1.3947841908106253 
selection 	 5969.572700186753 0.7310865153490248 
choosing 	 7230.173732629337 0.7310865153490248 
promotes 	 8233.435257705742 0.7310865153490248 
voluntary 	 7230.173732629337 0.7310865153490248 
compliance 	 3284.6711299526373 1.0707628795210014 
chance 	 2934.416335004802 1.0707628795210014 
relatively 	 3037.8803613807872 1.0707628795210014 
contain 	 3615.0868663146684 1.0707628795210014 
significant 	 4190.760965511087 0.7310865153490248 
errors 	 3436.047097543005 1.0707628795210014 
results 	 1704.2030999423505 1.0707628795210014 
measure 	 5510.753132466277 0.7310865153490248 
update 	 6188.0198475432335 0.7310865153490248 
improve 	 5008.099985660814 0.7310865153490248 
computerized 	 7437.101785381307 0.7310865153490248 
separates 	 11752.450855269642 0.7310865153490248 
fraudulent 	 4797.388160162737 1.0707628795210014 
computer 	 911.4431564542033 1.4846367542693675 
program 	 2317.353523413526 0.7310865153490248 
fine 	 1989.8575667289176 1.266984363057594 
tuned 	 10391.10979264991 0.7310865153490248 
based 	 805.4665733122473 1.266984363057594 
experience 	 3523.9689419297424 0.7310865153490248 
gains 	 6075.7607227615745 0.7310865153490248 
applying 	 6569.342259905275 0.7310865153490248 
unusual 	 3615.0868663146684 1.0707628795210014 
characteristic 	 8591.51479524907 0.7310865153490248 
raises 	 4797.388160162737 1.0707628795210014 
red 	 2504.049992830407 1.0707628795210014 
flag 	 3718.5508926906537 1.0707628795210014 
auditors 	 3463.7032642166364 1.266984363057594 
example 	 693.0675444607537 1.4846367542693675 
determines 	 1807.5434331573342 1.3947841908106253 
claiming 	 7042.984539493643 0.7310865153490248 
deductions 	 5876.225427634821 1.0707628795210014 
entertainment 	 3436.047097543005 1.0707628795210014 
expenses 	 1136.328695374782 1.4846367542693675 
trying 	 5681.64347687391 0.7310865153490248 
defraud 	 10391.10979264991 0.7310865153490248 
programmed 	 4514.884365015088 1.0707628795210014 
separate 	 2536.2495988425844 1.0707628795210014 
unusually 	 5195.554896324955 1.0707628795210014 
learns 	 10391.10979264991 0.7310865153490248 
misunderstand 	 11752.450855269642 0.7310865153490248 
application 	 1690.2737883802492 1.0707628795210014 
relying 	 4514.884365015088 1.0707628795210014 
impersonal 	 11752.450855269642 0.7310865153490248 
raising 	 7930.683322525007 0.7310865153490248 
tagged 	 11752.450855269642 0.7310865153490248 
circumstance 	 8233.435257705742 0.7310865153490248 
legitimate 	 6714.890317215184 0.7310865153490248 
deduction 	 2863.838265083023 1.266984363057594 
select 	 7437.101785381307 0.7310865153490248 
repeat 	 7668.427667410444 0.7310865153490248 
examinations 	 8233.435257705742 0.7310865153490248 
issue 	 1394.0355036134058 1.0707628795210014 
examined 	 4945.745542170979 0.7310865153490248 
taxpayer's 	 1469.0563569087053 1.643443721207587 
previous 	 2229.4976581311907 1.0707628795210014 
found 	 3678.6945860332585 0.7310865153490248 
favor 	 5773.0087875808385 0.7310865153490248 
call 	 1855.579067532718 1.0707628795210014 
attention 	 4190.760965511087 0.7310865153490248 
terminated 	 8233.435257705742 0.7310865153490248 
investigation 	 3992.208191975719 0.7310865153490248 
third 	 1996.1040959878594 1.0707628795210014 
compares 	 4276.165725360734 0.7310865153490248 
provided 	 2253.7458036949356 1.0707628795210014 
sources 	 2285.4178604213494 0.7310865153490248 
reports 	 5008.099985660814 0.7310865153490248 
reported 	 1343.448437533022 1.266984363057594 
form 	 504.5139645871101 1.5512585580566591 
employer 	 6307.086604790711 0.7310865153490248 
seek 	 1893.8811589579698 1.266984363057594 
clarify 	 7930.683322525007 0.7310865153490248 
discrepancy 	 11752.450855269642 0.7310865153490248 
begins 	 6307.086604790711 0.7310865153490248 
soon 	 5139.081845176207 0.7310865153490248 
receives 	 6307.086604790711 0.7310865153490248 
stating 	 3284.6711299526373 1.0707628795210014 
entirely 	 3284.6711299526373 1.0707628795210014 
mail 	 1155.1125741012559 1.266984363057594 
questions 	 634.1710546048824 1.4846367542693675 
office 	 1073.7390022496688 1.266984363057594 
home 	 292.3754516150787 1.266984363057594 
business 	 594.9364940501354 1.266984363057594 
substantial 	 6075.7607227615745 0.7310865153490248 
request 	 1784.5164181984837 1.266984363057594 
interview 	 905.096455871416 1.5512585580566591 
transferred 	 7042.984539493643 0.7310865153490248 
location 	 6075.7607227615745 0.7310865153490248 
convenient 	 9594.776320325474 0.7310865153490248 
normal 	 5681.64347687391 0.7310865153490248 
circumstances 	 1410.9997175216863 1.266984363057594 
ago 	 5773.0087875808385 0.7310865153490248 
deadline 	 8233.435257705742 0.7310865153490248 
april 	 1369.6385965934571 1.266984363057594 
extended 	 5773.0087875808385 0.7310865153490248 
demand 	 4714.419660141842 0.7310865153490248 
reveals 	 6433.840260304901 0.7310865153490248 
amount 	 388.3840062363654 1.7472775160652319 
failed 	 2569.5409225881035 1.0707628795210014 
exceeds 	 9029.768730030177 0.7310865153490248 
percent 	 1357.644683807124 1.3947841908106253 
fails 	 6433.840260304901 0.7310865153490248 
file 	 551.0753132466277 1.7042083395928078 
deliberately 	 8233.435257705742 0.7310865153490248 
false 	 6872.09419508601 0.7310865153490248 
relate 	 7230.173732629337 0.7310865153490248 
examining 	 5681.64347687391 0.7310865153490248 
commonly 	 7230.173732629337 0.7310865153490248 
question 	 1923.3300673329043 1.0707628795210014 
keep 	 1536.07721252234 1.266984363057594 
relating 	 3094.0099237716167 1.0707628795210014 
filings 	 10391.10979264991 0.7310865153490248 
answer 	 3037.8803613807872 1.0707628795210014 
half 	 2504.049992830407 1.0707628795210014 
typically 	 6188.0198475432335 0.7310865153490248 
documents 	 814.2183340915791 1.5512585580566591 
future 	 1490.7036551160197 1.0707628795210014 
person 	 472.21759781955933 1.643443721207587 
stocks 	 7668.427667410444 0.7310865153490248 
purchased 	 7437.101785381307 0.7310865153490248 
sold 	 6188.0198475432335 0.7310865153490248 
profit 	 5430.578735228496 0.7310865153490248 
loss 	 4660.608074836385 0.7310865153490248 
determined 	 5773.0087875808385 0.7310865153490248 
claim 	 681.3924660720619 1.6026275138762964 
feel 	 6307.086604790711 0.7310865153490248 
criminals 	 7042.984539493643 0.7310865153490248 
procedure 	 535.3549254595451 1.7042083395928078 
differs 	 8591.51479524907 0.7310865153490248 
significantly 	 7668.427667410444 0.7310865153490248 
criminal 	 2413.339392461751 1.0707628795210014 
proceeding 	 2744.478419235247 1.266984363057594 
fewer 	 3834.213833705222 1.0707628795210014 
procedural 	 8233.435257705742 0.7310865153490248 
safeguards 	 9029.768730030177 0.7310865153490248 
trial 	 1648.5818473903262 1.266984363057594 
defendant 	 7668.427667410444 0.7310865153490248 
presumed 	 7930.683322525007 0.7310865153490248 
innocent 	 8591.51479524907 0.7310865153490248 
proven 	 7230.173732629337 0.7310865153490248 
guilty 	 6433.840260304901 0.7310865153490248 
prove 	 6433.840260304901 0.7310865153490248 
irs's 	 2350.4901710539284 1.4846367542693675 
satisfaction 	 6714.890317215184 0.7310865153490248 
correct 	 5430.578735228496 0.7310865153490248 
related 	 3121.752715492972 0.7310865153490248 
travel 	 1989.8575667289176 1.266984363057594 
pleasure 	 7042.984539493643 0.7310865153490248 
traveled 	 8591.51479524907 0.7310865153490248 
incur 	 9029.768730030177 0.7310865153490248 
claimed 	 5969.572700186753 0.7310865153490248 
document 	 1736.0003990951805 1.266984363057594 
disallow 	 11752.450855269642 0.7310865153490248 
offering 	 5594.340215184792 0.7310865153490248 
evidence 	 4458.9953162623815 0.7310865153490248 
cancel 	 3198.258773441825 1.266984363057594 
penalty 	 1760.7461348734107 1.3947841908106253 
actions 	 4232.999152565059 0.7310865153490248 
bad 	 2144.6134201016334 1.266984363057594 
advice 	 773.5024809429042 1.643443721207587 
discovers 	 4116.717628852871 1.0707628795210014 
penalizes 	 10391.10979264991 0.7310865153490248 
canceled 	 9029.768730030177 0.7310865153490248 
reasonably 	 6569.342259905275 0.7310865153490248 
followed 	 2797.170107592396 1.0707628795210014 
step 	 2357.209830070921 1.0707628795210014 
proving 	 3615.0868663146684 1.0707628795210014 
caused 	 5430.578735228496 0.7310865153490248 
mistake 	 8591.51479524907 0.7310865153490248 
employee 	 2755.3765662331384 1.0707628795210014 
write 	 1996.1040959878594 1.0707628795210014 
received 	 3954.797537053275 0.7310865153490248 
note 	 2676.774627297726 1.0707628795210014 
date 	 1628.4366681831582 1.266984363057594 
name 	 3846.6601346658085 0.7310865153490248 
giving 	 4557.215782271016 0.7310865153490248 
reliance 	 3965.3416612625033 1.0707628795210014 
reasonable 	 2025.253574253858 1.266984363057594 
hear 	 2643.5611075083357 1.266984363057594 
sufficient 	 6569.342259905275 0.7310865153490248 
rely 	 7230.173732629337 0.7310865153490248 
determining 	 5594.340215184792 0.7310865153490248 
reasonableness 	 11752.450855269642 0.7310865153490248 
tricky 	 11752.450855269642 0.7310865153490248 
aware 	 3037.8803613807872 1.0707628795210014 
piece 	 6714.890317215184 0.7310865153490248 
true 	 2604.000598642771 1.0707628795210014 
opinion 	 2639.7136252185696 1.0707628795210014 
accumulated 	 8591.51479524907 0.7310865153490248 
additional 	 1221.3275011373687 1.3947841908106253 
owe 	 11752.450855269642 0.7310865153490248 
auditor 	 2078.221958529982 1.4846367542693675 
commit 	 7230.173732629337 0.7310865153490248 
perjury 	 10391.10979264991 0.7310865153490248 
auditor's 	 3917.483618423214 1.266984363057594 
easier 	 7042.984539493643 0.7310865153490248 
volunteering 	 11752.450855269642 0.7310865153490248 
damaging 	 7668.427667410444 0.7310865153490248 
instructed 	 9029.768730030177 0.7310865153490248 
available 	 768.461975389281 1.3947841908106253 
inspection 	 7668.427667410444 0.7310865153490248 
organized 	 5430.578735228496 0.7310865153490248 
logical 	 7437.101785381307 0.7310865153490248 
manner 	 4826.678784923502 0.7310865153490248 
conducted 	 5430.578735228496 0.7310865153490248 
field 	 4108.915789780372 0.7310865153490248 
access 	 4232.999152565059 0.7310865153490248 
copying 	 5876.225427634821 1.0707628795210014 
machine 	 5868.832670009604 0.7310865153490248 
allow 	 4769.747262504434 0.7310865153490248 
original 	 4826.678784923502 0.7310865153490248 
offices 	 4608.231637567021 0.7310865153490248 
copies 	 2290.69806502867 1.266984363057594 
specifically 	 2229.4976581311907 1.0707628795210014 
requests 	 7437.101785381307 0.7310865153490248 
send 	 1037.662308810446 1.0707628795210014 
requested 	 3521.4922697468214 1.0707628795210014 
documentation 	 7042.984539493643 0.7310865153490248 
sent 	 5594.340215184792 0.7310865153490248 
certified 	 4116.717628852871 1.0707628795210014 
receipt 	 7930.683322525007 0.7310865153490248 
concerned 	 4714.419660141842 0.7310865153490248 
privacy 	 3216.9201301524504 1.0707628795210014 
respect 	 2330.3040374181924 1.0707628795210014 
confidentiality 	 7930.683322525007 0.7310865153490248 
prepares 	 8233.435257705742 0.7310865153490248 
represents 	 5773.0087875808385 0.7310865153490248 
client's 	 8591.51479524907 0.7310865153490248 
limited 	 4149.412069846544 0.7310865153490248 
allowed 	 4826.678784923502 0.7310865153490248 
agencies 	 2182.7269140237427 1.0707628795210014 
department 	 377.77407825564745 1.7042083395928078 
justice 	 4190.760965511087 0.7310865153490248 
agency 	 4149.412069846544 0.7310865153490248 
happen 	 3153.5433023953556 1.0707628795210014 
chooses 	 4295.757397624535 1.0707628795210014 
attorney 	 918.4588554110461 1.5512585580566591 
public 	 2118.4911904165665 0.7310865153490248 
accountant 	 4514.884365015088 1.0707628795210014 
filled 	 8591.51479524907 0.7310865153490248 
forms 	 3553.954257194611 0.7310865153490248 
enrolled 	 8233.435257705742 0.7310865153490248 
represent 	 1864.780071728264 1.266984363057594 
absence 	 5773.0087875808385 0.7310865153490248 
files 	 5969.572700186753 0.7310865153490248 
power 	 2829.4199028913545 0.7310865153490248 
tape 	 1646.6870515411483 1.4846367542693675 
record 	 1486.3317720874604 1.266984363057594 
inform 	 3615.0868663146684 1.0707628795210014 
intention 	 7668.427667410444 0.7310865153490248 
days 	 592.7731528352206 1.6026275138762964 
advance 	 2984.7863500933763 1.0707628795210014 
supply 	 4826.678784923502 0.7310865153490248 
recorder 	 9594.776320325474 0.7310865153490248 
decides 	 3436.047097543005 1.0707628795210014 
copy 	 3153.5433023953556 1.0707628795210014 
feels 	 7668.427667410444 0.7310865153490248 
options 	 5868.832670009604 0.7310865153490248 
agree 	 5773.0087875808385 0.7310865153490248 
vow 	 11752.450855269642 0.7310865153490248 
careful 	 8233.435257705742 0.7310865153490248 
filing 	 1718.0235487715024 1.3947841908106253 
notice 	 1989.8575667289176 1.266984363057594 
deficiency 	 3463.7032642166364 1.266984363057594 
disputed 	 1278.0712779017406 1.5512585580566591 
refund 	 1305.827872807738 1.6766560683489888 
minority 	 5072.499197685169 0.7310865153490248 
change 	 1573.0752723850694 1.0707628795210014 
accepts 	 8591.51479524907 0.7310865153490248 
changes 	 1623.445287473644 1.0707628795210014 
rarer 	 11752.450855269642 0.7310865153490248 
owes 	 3463.7032642166364 1.266984363057594 
sends 	 1917.106916852611 1.3947841908106253 
day 	 681.9088674013268 1.3947841908106253 
outlining 	 9594.776320325474 0.7310865153490248 
agrees 	 7042.984539493643 0.7310865153490248 
detailed 	 4149.412069846544 0.7310865153490248 
sign 	 5279.427250437139 0.7310865153490248 
enclosed 	 9594.776320325474 0.7310865153490248 
check 	 2604.000598642771 1.0707628795210014 
signed 	 4276.165725360734 0.7310865153490248 
extra 	 6569.342259905275 0.7310865153490248 
calculated 	 7437.101785381307 0.7310865153490248 
due 	 3777.7407825564746 0.7310865153490248 
billing 	 8233.435257705742 0.7310865153490248 
option 	 2639.7136252185696 1.0707628795210014 
outlined 	 7437.101785381307 0.7310865153490248 
appeals 	 494.9107892542231 1.764427924053333 
initiated 	 6569.342259905275 0.7310865153490248 
submitting 	 11752.450855269642 0.7310865153490248 
protest 	 3037.8803613807872 1.0707628795210014 
requesting 	 5195.554896324955 1.0707628795210014 
conference 	 882.3335449922214 1.4846367542693675 
officer 	 5969.572700186753 0.7310865153490248 
ignores 	 9594.776320325474 0.7310865153490248 
notifies 	 9594.776320325474 0.7310865153490248 
settle 	 9594.776320325474 0.7310865153490248 
matter 	 1648.5818473903262 1.266984363057594 
suit 	 704.2984539493643 1.7042083395928078 
appeal 	 1302.0002993213855 1.3947841908106253 
decision 	 698.886910157157 1.4846367542693675 
regional 	 2413.339392461751 1.0707628795210014 
directly 	 4714.419660141842 0.7310865153490248 
straightforward 	 9594.776320325474 0.7310865153490248 
expensive 	 6569.342259905275 0.7310865153490248 
win 	 1956.2775566698679 1.266984363057594 
recover 	 3718.5508926906537 1.0707628795210014 
administrative 	 2797.170107592396 1.0707628795210014 
litigation 	 7437.101785381307 0.7310865153490248 
costs 	 4190.760965511087 0.7310865153490248 
start 	 2118.4911904165665 0.7310865153490248 
local 	 3073.847901557124 0.7310865153490248 
director 	 2330.3040374181924 1.0707628795210014 
arranges 	 9594.776320325474 0.7310865153490248 
meeting 	 4507.491607389871 0.7310865153490248 
officers 	 2639.7136252185696 1.0707628795210014 
located 	 5208.001197285542 0.7310865153490248 
major 	 2630.867129355986 0.7310865153490248 
cities 	 5868.832670009604 0.7310865153490248 
exact 	 7437.101785381307 0.7310865153490248 
elements 	 2160.1512071270886 1.0707628795210014 
disagrees 	 9029.768730030177 0.7310865153490248 
support 	 909.2118232017691 1.266984363057594 
position 	 2850.4254507166474 0.7310865153490248 
dealings 	 8591.51479524907 0.7310865153490248 
represented 	 2062.673282514411 1.266984363057594 
advised 	 9029.768730030177 0.7310865153490248 
bring 	 1571.4732200472806 1.266984363057594 
witnesses 	 6433.840260304901 0.7310865153490248 
statements 	 6433.840260304901 0.7310865153490248 
conferences 	 7437.101785381307 0.7310865153490248 
informal 	 3718.5508926906537 1.0707628795210014 
resolve 	 6714.890317215184 0.7310865153490248 
dispute 	 1547.0049618858084 1.3947841908106253 
guarantee 	 6569.342259905275 0.7310865153490248 
concessions 	 8233.435257705742 0.7310865153490248 
unfair 	 7668.427667410444 0.7310865153490248 
unjust 	 10391.10979264991 0.7310865153490248 
unreasonable 	 8591.51479524907 0.7310865153490248 
operate 	 5969.572700186753 0.7310865153490248 
independently 	 7930.683322525007 0.7310865153490248 
deciding 	 7437.101785381307 0.7310865153490248 
depends 	 6714.890317215184 0.7310865153490248 
personal 	 2808.63664016618 0.7310865153490248 
factors 	 3678.6945860332585 0.7310865153490248 
guided 	 7930.683322525007 0.7310865153490248 
decided 	 5510.753132466277 0.7310865153490248 
odds 	 8591.51479524907 0.7310865153490248 
success 	 2413.339392461751 1.0707628795210014 
hears 	 3198.258773441825 1.266984363057594 
ultimately 	 5969.572700186753 0.7310865153490248 
appealed 	 7930.683322525007 0.7310865153490248 
supreme 	 5353.549254595452 0.7310865153490248 
exception 	 6714.890317215184 0.7310865153490248 
rule 	 4108.915789780372 0.7310865153490248 
heard 	 3436.047097543005 1.0707628795210014 
judge 	 1338.387313648863 1.3947841908106253 
considered 	 4069.237672608763 0.7310865153490248 
settlement 	 6872.09419508601 0.7310865153490248 
goes 	 5208.001197285542 0.7310865153490248 
loses 	 3965.3416612625033 1.0707628795210014 
lawsuit 	 3834.213833705222 1.0707628795210014 
