term 	 tf-idf weight 	 BM25 ranking 
 law 	 90.33571481836364 1.8257448598472688 
programs 	 1230.1839552221845 1.1989665875771656 
available 	 591.606164352644 1.4991923857325928 
little 	 3508.4064474510064 0.8560887437184014 
cost 	 1536.715576951957 1.1989665875771656 
consider 	 4306.844401914157 0.8560887437184014 
advantage 	 3905.1012153258525 0.8560887437184014 
seeking 	 1978.1801807297418 1.1989665875771656 
provide 	 853.5123271275548 1.383697972334049 
advice 	 1587.9643600620109 1.383697972334049 
help 	 650.6349205781407 1.4991923857325928 
people 	 885.8444555379682 1.1989665875771656 
decide 	 4518.164458785398 0.8560887437184014 
pursue 	 5422.094003927896 0.8560887437184014 
actions 	 3258.80586490752 0.8560887437184014 
type 	 3715.854543179396 0.8560887437184014 
contact 	 2441.1065034688954 0.8560887437184014 
list 	 3470.12592177876 0.8560887437184014 
appear 	 4306.844401914157 0.8560887437184014 
following 	 1113.6460412727772 1.1989665875771656 
prepared 	 4374.055466921259 0.8560887437184014 
published 	 3588.0037724809645 0.8560887437184014 
service 	 286.90732262416265 1.7137581709943293 
purpose 	 2857.0626783192156 0.8560887437184014 
inform 	 5566.202995792035 0.8560887437184014 
citizens 	 423.05766348509394 1.7414512934025423 
rights 	 174.13349580778225 1.7137581709943293 
obligations 	 5422.094003927896 0.8560887437184014 
consult 	 6951.634582385757 0.8560887437184014 
questions 	 2441.1065034688954 0.8560887437184014 
application 	 2602.539682312563 0.8560887437184014 
particular 	 2857.0626783192156 0.8560887437184014 
single 	 3258.80586490752 0.8560887437184014 
copies 	 2645.266400959788 1.1989665875771656 
free 	 112.5494919412264 1.8542548694491583 
individuals 	 1716.3953457710593 1.1989665875771656 
language 	 3258.80586490752 0.8560887437184014 
translations 	 6614.241532798673 0.8560887437184014 
obtaining 	 5566.202995792035 0.8560887437184014 
quantity 	 6951.634582385757 0.8560887437184014 
write 	 3073.431153903914 0.8560887437184014 
call 	 714.2656695798039 1.4991923857325928 
south 	 149.45646754888284 1.8617922905727158 
street 	 107.54294942044744 1.914718049743542 
springfield 	 779.5782597433385 1.6357227904470264 
phone 	 56.27525723839539 1.9571290434618156 
fax 	 85.42866124954678 1.9383330241067307 
adoption 	 5566.202995792035 0.8560887437184014 
newly 	 4518.164458785398 0.8560887437184014 
marrieds 	 7999.673119392395 0.8560887437184014 
auto 	 5169.508227917188 0.8560887437184014 
accidents 	 6105.495511027399 0.8560887437184014 
bankruptcy 	 5725.508095466668 0.8560887437184014 
buying 	 2645.266400959788 1.1989665875771656 
home 	 337.63112233350233 1.1989665875771656 
time 	 1441.6895192536697 0.8560887437184014 
careers 	 6105.495511027399 0.8560887437184014 
domestic 	 3292.0379718663085 0.8560887437184014 
relations 	 2690.2164158798914 0.8560887437184014 
estate 	 4595.719919899374 0.8560887437184014 
planning 	 3588.0037724809645 0.8560887437184014 
practitioner 	 6105.495511027399 0.8560887437184014 
computes 	 7999.673119392395 0.8560887437184014 
fees 	 5057.456974020761 0.8560887437184014 
know 	 3760.992223461714 0.8560887437184014 
landlord 	 7386.60987593285 0.8560887437184014 
tenant 	 6951.634582385757 0.8560887437184014 
prepaid 	 6338.571338926213 0.8560887437184014 
starting 	 4444.393730561216 0.8560887437184014 
business 	 687.0244238827429 1.1989665875771656 
arrested 	 4677.469558460031 0.8560887437184014 
jim 	 1651.04658411083 1.383697972334049 
ryan 	 2317.211527461919 1.383697972334049 
serves 	 4518.164458785398 0.8560887437184014 
state's 	 1431.377023866667 1.4991923857325928 
chief 	 1646.0189859331542 1.1989665875771656 
officer 	 4595.719919899374 0.8560887437184014 
top 	 706.1646867188659 1.1989665875771656 
official 	 1144.263563847373 1.383697972334049 
charged 	 2187.0277334606294 1.1989665875771656 
responsibilities 	 4518.164458785398 0.8560887437184014 
directs 	 6338.571338926213 0.8560887437184014 
broad 	 1952.5506076629263 1.1989665875771656 
range 	 1716.3953457710593 1.1989665875771656 
dedicated 	 5903.59604537912 0.8560887437184014 
protecting 	 4953.13975233249 0.8560887437184014 
assisting 	 5903.59604537912 0.8560887437184014 
illinois' 	 3052.7477555136993 1.1989665875771656 
enforcement 	 2121.247132456469 1.1989665875771656 
leads 	 5566.202995792035 0.8560887437184014 
statewide 	 2317.211527461919 1.383697972334049 
fight 	 2528.7284870103804 1.1989665875771656 
crime 	 918.0063468567596 1.4991923857325928 
violence 	 3672.0253874270384 0.8560887437184014 
assists 	 5903.59604537912 0.8560887437184014 
prosecution 	 2783.1014978960175 1.1989665875771656 
major 	 1012.6963084486383 1.1989665875771656 
crimes 	 1903.7594856829226 1.1989665875771656 
heads 	 5422.094003927896 0.8560887437184014 
grand 	 2528.7284870103804 1.1989665875771656 
jury 	 2476.569876166245 1.1989665875771656 
indicts 	 9047.711656399033 0.8560887437184014 
convicts 	 7999.673119392395 0.8560887437184014 
drug 	 1978.1801807297418 1.1989665875771656 
dealers 	 7999.673119392395 0.8560887437184014 
gun 	 2783.1014978960175 1.1989665875771656 
runners 	 9047.711656399033 0.8560887437184014 
operations 	 1646.0189859331542 1.1989665875771656 
cross 	 4121.469690910551 0.8560887437184014 
county 	 170.85732249909356 1.880355117263203 
lines 	 3672.0253874270384 0.8560887437184014 
prosecutes 	 9047.711656399033 0.8560887437184014 
perpetrators 	 7386.60987593285 0.8560887437184014 
consumer 	 1209.8103404844644 1.383697972334049 
fraud 	 1651.04658411083 1.383697972334049 
enforces 	 3999.8365596961976 1.1989665875771656 
environmental 	 1132.1183978515264 1.383697972334049 
laws 	 1494.3119401637678 1.1989665875771656 
regulations 	 1952.5506076629263 1.1989665875771656 
advocates 	 2645.266400959788 1.1989665875771656 
behalf 	 4855.5575083724825 0.8560887437184014 
unheard 	 9047.711656399033 0.8560887437184014 
provides 	 122.28256435817688 1.885482123799665 
cover 	 3588.0037724809645 0.8560887437184014 
issues 	 1049.945221497766 1.1989665875771656 
reaching 	 4763.893080186033 0.8560887437184014 
corner 	 6338.571338926213 0.8560887437184014 
criminal 	 1857.927271589698 1.1989665875771656 
justice 	 3226.288482613423 0.8560887437184014 
division 	 642.5871672029151 1.6357227904470264 
helps 	 5422.094003927896 0.8560887437184014 
attorney's 	 5725.508095466668 0.8560887437184014 
prosecute 	 6338.571338926213 0.8560887437184014 
death 	 2736.0381043168286 0.8560887437184014 
penalty 	 5422.094003927896 0.8560887437184014 
sophisticated 	 5169.508227917188 0.8560887437184014 
prosecuting 	 7999.673119392395 0.8560887437184014 
multi 	 4518.164458785398 0.8560887437184014 
trafficking 	 6338.571338926213 0.8560887437184014 
running 	 4953.13975233249 0.8560887437184014 
victim 	 2187.0277334606294 1.1989665875771656 
compensation 	 2222.196865280608 1.1989665875771656 
grants 	 2783.1014978960175 1.1989665875771656 
bureau 	 2381.9465400930167 1.1989665875771656 
takes 	 3760.992223461714 0.8560887437184014 
court 	 927.7639833650115 1.383697972334049 
costs 	 3226.288482613423 0.8560887437184014 
imposed 	 4677.469558460031 0.8560887437184014 
convicted 	 5290.532801919576 0.8560887437184014 
defendants 	 6614.241532798673 0.8560887437184014 
money 	 2857.0626783192156 0.8560887437184014 
distributes 	 7386.60987593285 0.8560887437184014 
millions 	 4677.469558460031 0.8560887437184014 
dollars 	 5290.532801919576 0.8560887437184014 
fighting 	 2381.9465400930167 1.1989665875771656 
organizations 	 1629.40293245376 1.1989665875771656 
bureau's 	 9047.711656399033 0.8560887437184014 
program 	 356.8063673524695 1.5782314167932001 
financial 	 1269.9826177371638 1.1989665875771656 
directly 	 3629.4310214533934 0.8560887437184014 
victims 	 4306.844401914157 0.8560887437184014 
protection 	 1522.315141554112 1.1989665875771656 
protects 	 1431.377023866667 1.4991923857325928 
consumers 	 1618.5191694574942 1.383697972334049 
businesses 	 4374.055466921259 0.8560887437184014 
victimized 	 6614.241532798673 0.8560887437184014 
deception 	 6338.571338926213 0.8560887437184014 
unfair 	 5903.59604537912 0.8560887437184014 
competition 	 3956.3603614594836 0.8560887437184014 
leader 	 3360.7770814703654 0.8560887437184014 
emerging 	 4953.13975233249 0.8560887437184014 
menace 	 7999.673119392395 0.8560887437184014 
telecommunications 	 4855.5575083724825 0.8560887437184014 
network 	 3760.992223461714 0.8560887437184014 
offices 	 3547.6813828927366 0.8560887437184014 
immediate 	 4444.393730561216 0.8560887437184014 
access 	 3258.80586490752 0.8560887437184014 
health 	 2422.087384772123 0.8560887437184014 
safety 	 1716.3953457710593 1.1989665875771656 
welfare 	 4763.893080186033 0.8560887437184014 
voices 	 7386.60987593285 0.8560887437184014 
heard 	 5290.532801919576 0.8560887437184014 
advocacy 	 2427.7787541862413 1.1989665875771656 
seniors 	 7386.60987593285 0.8560887437184014 
veterans 	 3999.8365596961976 1.1989665875771656 
children 	 2857.0626783192156 0.8560887437184014 
disabled 	 1807.3646679759654 1.383697972334049 
agricultural 	 2222.196865280608 1.1989665875771656 
involving 	 2004.709218507062 1.1989665875771656 
civil 	 215.11604037056304 1.7996122198809419 
nursing 	 4518.164458785398 0.8560887437184014 
homes 	 4763.893080186033 0.8560887437184014 
utilities 	 5903.59604537912 0.8560887437184014 
charities 	 7386.60987593285 0.8560887437184014 
antitrust 	 9047.711656399033 0.8560887437184014 
violations 	 2297.859959949687 1.1989665875771656 
government 	 892.015918381174 1.1989665875771656 
appeals 	 4953.13975233249 0.8560887437184014 
opinions 	 4763.893080186033 0.8560887437184014 
representation 	 550.3488613702767 1.7414512934025423 
act 	 1379.740217179604 1.1989665875771656 
agencies 	 3360.7770814703654 0.8560887437184014 
officers 	 4064.4063150004863 0.8560887437184014 
tdd 	 1967.8653484597066 1.383697972334049 
west 	 179.34776105865942 1.836411665586096 
randolph 	 1190.9732700465083 1.4991923857325928 
chicago 	 94.02480558654284 1.9353493455707715 
east 	 332.06932003639287 1.7414512934025423 
main 	 1356.4768432275382 1.1989665875771656 
carbondale 	 4523.8558281995165 1.1989665875771656 
toll 	 2711.047001963948 1.1989665875771656 
senior 	 2032.2031575002432 1.1989665875771656 
lawyers 	 2427.7787541862413 1.1989665875771656 
grown 	 6338.571338926213 0.8560887437184014 
increasingly 	 4306.844401914157 0.8560887437184014 
concerned 	 3629.4310214533934 0.8560887437184014 
image 	 2736.0381043168286 0.8560887437184014 
expanded 	 4763.893080186033 0.8560887437184014 
efforts 	 2857.0626783192156 0.8560887437184014 
reach 	 4064.4063150004863 0.8560887437184014 
helpful 	 5422.094003927896 0.8560887437184014 
educational 	 1566.3664360958376 1.1989665875771656 
wise 	 5725.508095466668 0.8560887437184014 
steps 	 4121.469690910551 0.8560887437184014 
pursuing 	 6105.495511027399 0.8560887437184014 
matter 	 3807.518971365845 0.8560887437184014 
american 	 239.4876148169844 1.6794209898650798 
north 	 333.4770007715948 1.7137581709943293 
shore 	 5903.59604537912 0.8560887437184014 
drive 	 1531.906639966458 1.383697972334049 
plymouth 	 3307.1207663993364 1.1989665875771656 
maintains 	 1855.400998597345 1.383697972334049 
administers 	 4523.8558281995165 1.1989665875771656 
citizen 	 4855.5575083724825 0.8560887437184014 
community 	 582.6057391464184 1.4991923857325928 
project 	 554.3361549857702 1.6357227904470264 
clinics 	 6105.495511027399 0.8560887437184014 
low 	 426.9462686182194 1.6794209898650798 
income 	 518.4901459219134 1.6794209898650798 
center 	 469.6633313095883 1.5782314167932001 
special 	 2499.6428458860996 0.8560887437184014 
residents 	 4518.164458785398 0.8560887437184014 
fee 	 1213.8893770931206 1.4991923857325928 
private 	 415.47454635040657 1.6794209898650798 
intake 	 7386.60987593285 0.8560887437184014 
staff 	 3073.431153903914 0.8560887437184014 
english 	 1680.3885407351827 1.1989665875771656 
farm 	 1129.5411146963495 1.4991923857325928 
road 	 801.8836874028246 1.5782314167932001 
wheaton 	 3999.8365596961976 1.1989665875771656 
winnebago 	 3999.8365596961976 1.1989665875771656 
peoria 	 2462.2032919776166 1.383697972334049 
half 	 1285.1743344058302 1.383697972334049 
hour 	 1148.9299799748435 1.4991923857325928 
consultation 	 1158.6057637309596 1.6357227904470264 
box 	 433.9001350362058 1.7414512934025423 
geneva 	 5903.59604537912 0.8560887437184014 
suburban 	 3693.304937966425 1.1989665875771656 
buffalo 	 6951.634582385757 0.8560887437184014 
grove 	 6951.634582385757 0.8560887437184014 
northwest 	 5903.59604537912 0.8560887437184014 
golf 	 6338.571338926213 0.8560887437184014 
arlington 	 7386.60987593285 0.8560887437184014 
heights 	 5903.59604537912 0.8560887437184014 
initial 	 2153.4222009570785 1.1989665875771656 
plaza 	 6338.571338926213 0.8560887437184014 
jefferson 	 5725.508095466668 0.8560887437184014 
joliet 	 3999.8365596961976 1.1989665875771656 
voice 	 4242.494264912938 0.8560887437184014 
rockford 	 3999.8365596961976 1.1989665875771656 
women's 	 481.72549800369563 1.4991923857325928 
greenbay 	 9047.711656399033 0.8560887437184014 
suite 	 6105.495511027399 0.8560887437184014 
wilmette 	 9047.711656399033 0.8560887437184014 
adams 	 2862.754047733334 1.1989665875771656 
ninth 	 7386.60987593285 0.8560887437184014 
floor 	 4855.5575083724825 0.8560887437184014 
defender 	 7386.60987593285 0.8560887437184014 
mclean 	 7386.60987593285 0.8560887437184014 
front 	 3672.0253874270384 0.8560887437184014 
bloomington 	 7999.673119392395 0.8560887437184014 
route 	 5566.202995792035 0.8560887437184014 
charles 	 4855.5575083724825 0.8560887437184014 
lee 	 5725.508095466668 0.8560887437184014 
courthouse 	 3693.304937966425 1.1989665875771656 
dixon 	 7999.673119392395 0.8560887437184014 
williamson 	 6338.571338926213 0.8560887437184014 
marion 	 6951.634582385757 0.8560887437184014 
note 	 4121.469690910551 0.8560887437184014 
listed 	 5422.094003927896 0.8560887437184014 
sub 	 5725.508095466668 0.8560887437184014 
headings 	 9047.711656399033 0.8560887437184014 
liberties 	 1855.400998597345 1.383697972334049 
union 	 944.0234579229951 1.383697972334049 
aclu 	 6951.634582385757 0.8560887437184014 
lasalle 	 2666.5577064641316 1.383697972334049 
significant 	 3226.288482613423 0.8560887437184014 
affect 	 1132.1183978515264 1.383697972334049 
land 	 1144.263563847373 1.383697972334049 
lincoln 	 1855.400998597345 1.383697972334049 
assistance 	 333.82048976609445 1.783368346062665 
foundation 	 428.3914448019434 1.7414512934025423 
bloomer 	 4523.8558281995165 1.1989665875771656 
alton 	 3999.8365596961976 1.1989665875771656 
counseling 	 1190.9732700465083 1.4991923857325928 
regions 	 3956.3603614594836 0.8560887437184014 
farmers 	 7999.673119392395 0.8560887437184014 
action 	 1522.315141554112 1.1989665875771656 
fourth 	 4306.844401914157 0.8560887437184014 
paul 	 4677.469558460031 0.8560887437184014 
nationwide 	 5422.094003927896 0.8560887437184014 
concerning 	 2961.379900007486 0.8560887437184014 
farming 	 6951.634582385757 0.8560887437184014 
movement 	 2519.6696287321306 0.8560887437184014 
danville 	 9047.711656399033 0.8560887437184014 
preserve 	 5566.202995792035 0.8560887437184014 
family 	 1290.6962422233782 1.1989665875771656 
institute 	 1551.3956498599257 1.1989665875771656 
carlinville 	 9047.711656399033 0.8560887437184014 
council 	 1754.2032237255032 1.1989665875771656 
related 	 2403.3045345343044 0.8560887437184014 
matters 	 1033.9016455834376 1.5782314167932001 
affected 	 3807.518971365845 0.8560887437184014 
clinic 	 5725.508095466668 0.8560887437184014 
ontario 	 6614.241532798673 0.8560887437184014 
especially 	 2623.986850420401 0.8560887437184014 
disability 	 1651.04658411083 1.383697972334049 
dearborn 	 1158.6057637309596 1.6357227904470264 
mentally 	 5290.532801919576 0.8560887437184014 
physically 	 4953.13975233249 0.8560887437184014 
horizons 	 7999.673119392395 0.8560887437184014 
montana 	 7999.673119392395 0.8560887437184014 
aid 	 1132.1183978515264 1.383697972334049 
mothers 	 2951.79802268956 1.1989665875771656 
claim 	 3672.0253874270384 0.8560887437184014 
imprisoned 	 2862.754047733334 1.1989665875771656 
yale 	 6338.571338926213 0.8560887437184014 
avenue 	 1559.156519486677 1.383697972334049 
prison 	 2153.4222009570785 1.1989665875771656 
system 	 815.4680957000633 1.1989665875771656 
correctional 	 6951.634582385757 0.8560887437184014 
confined 	 6614.241532798673 0.8560887437184014 
jail 	 4763.893080186033 0.8560887437184014 
workers 	 3629.4310214533934 0.8560887437184014 
department 	 2908.321824452846 0.8560887437184014 
labor 	 3258.80586490752 0.8560887437184014 
wage 	 4518.164458785398 0.8560887437184014 
chinese 	 4518.164458785398 0.8560887437184014 
americans 	 4121.469690910551 0.8560887437184014 
league 	 5725.508095466668 0.8560887437184014 
latin 	 4595.719919899374 0.8560887437184014 
mexican 	 5566.202995792035 0.8560887437184014 
defense 	 3132.732872191675 0.8560887437184014 
fund 	 4180.7714091983125 0.8560887437184014 
initiates 	 6951.634582385757 0.8560887437184014 
class 	 3073.431153903914 0.8560887437184014 
suits 	 6105.495511027399 0.8560887437184014 
hispanic 	 6951.634582385757 0.8560887437184014 
mujeres 	 7999.673119392395 0.8560887437184014 
latinas 	 7999.673119392395 0.8560887437184014 
accion 	 7999.673119392395 0.8560887437184014 
agenda 	 5422.094003927896 0.8560887437184014 
michigan 	 4763.893080186033 0.8560887437184014 
potential 	 3102.7912997198514 0.8560887437184014 
poor 	 3396.3551935545793 0.8560887437184014 
fall 	 3132.732872191675 0.8560887437184014 
specific 	 1630.9361914001265 0.8560887437184014 
guidelines 	 4242.494264912938 0.8560887437184014 
meet 	 3132.732872191675 0.8560887437184014 
requirements 	 3326.016929914621 0.8560887437184014 
university 	 604.9051702422322 1.6357227904470264 
life 	 1873.3742783137977 0.8560887437184014 
span 	 6951.634582385757 0.8560887437184014 
des 	 7999.673119392395 0.8560887437184014 
plaines 	 9047.711656399033 0.8560887437184014 
incorporated 	 1145.1016190933335 1.5782314167932001 
westgate 	 9047.711656399033 0.8560887437184014 
oak 	 6105.495511027399 0.8560887437184014 
park 	 5169.508227917188 0.8560887437184014 
van 	 2882.475041213584 0.8560887437184014 
buren 	 9047.711656399033 0.8560887437184014 
prairie 	 7386.60987593285 0.8560887437184014 
student 	 886.9203457231841 1.4991923857325928 
northern 	 4518.164458785398 0.8560887437184014 
lower 	 3396.3551935545793 0.8560887437184014 
level 	 2243.9994348596715 0.8560887437184014 
dekalb 	 7999.673119392395 0.8560887437184014 
knox 	 7386.60987593285 0.8560887437184014 
galesburg 	 9047.711656399033 0.8560887437184014 
support 	 2099.890442995532 0.8560887437184014 
monroe 	 6338.571338926213 0.8560887437184014 
vine 	 6951.634582385757 0.8560887437184014 
illini 	 9047.711656399033 0.8560887437184014 
green 	 4064.4063150004863 0.8560887437184014 
urbana 	 6951.634582385757 0.8560887437184014 
clinical 	 4855.5575083724825 0.8560887437184014 
school 	 2807.4844662108535 0.8560887437184014 
lesar 	 9047.711656399033 0.8560887437184014 
building 	 2988.6238803275355 0.8560887437184014 
edwardsville 	 9047.711656399033 0.8560887437184014 
logo 	 3760.992223461714 0.8560887437184014 
llalogo 	 4518.164458785398 0.8560887437184014 
page 	 742.2027540681227 0.8560887437184014 
index 	 657.5086160374597 0.8560887437184014 
html 	 297.06967093330826 1.1989665875771656 
contents 	 3715.854543179396 0.8560887437184014 
copyright 	 1179.2535455389173 0.8560887437184014 
weblocator 	 2259.082229392699 1.1989665875771656 
http 	 663.4033603459335 0.8560887437184014 
www 	 657.5086160374597 0.8560887437184014 
com 	 729.8092420554045 0.8560887437184014 
research 	 1735.253413088397 0.8560887437184014 
corporation 	 3360.7770814703654 0.8560887437184014 
common 	 2712.9536864550764 0.8560887437184014 
credits 	 4009.418437014124 0.8560887437184014 
reserved 	 1676.4133037188908 0.8560887437184014 
