term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 721.121930398832 1.355248900743899 
sociology 	 2147.9111278054124 0.8239841890708326 
soc 	 2147.9111278054124 0.8239841890708326 
sports 	 2043.6814161682348 0.8239841890708326 
recreation 	 1043.7651317548728 1.1671229495685609 
spt 	 2102.415161504198 0.8239841890708326 
urban 	 2058.1658181903927 0.8239841890708326 
urb 	 2163.3657911964956 0.8239841890708326 
women's 	 2058.1658181903927 0.8239841890708326 
wom 	 2163.3657911964956 0.8239841890708326 
home 	 721.262252074876 0.8239841890708326 
page 	 396.3814311574134 1.1671229495685609 
topic 	 1066.3014781594122 1.1671229495685609 
search 	 979.7007123988819 1.1671229495685609 
custom 	 1051.207580752099 1.1671229495685609 
disabilities 	 755.7937169328204 1.6612811413281066 
special 	 296.65808319415424 1.7262492728252805 
specific 	 435.5095815329372 1.474048173251438 
paper 	 463.36545339579385 1.474048173251438 
click 	 993.5044673365169 1.1671229495685609 
catalog 	 2117.438525653834 0.8239841890708326 
button 	 1932.257928716808 0.8239841890708326 
title 	 933.165203783298 1.1671229495685609 
description 	 657.7153962038121 1.355248900743899 
written 	 1778.3319883328238 0.8239841890708326 
pgs 	 24.975710788435027 1.9673504233679828 
pages 	 1879.3023648576777 0.8239841890708326 
footnotes 	 2147.9111278054124 0.8239841890708326 
sources 	 1879.3023648576777 0.8239841890708326 
price 	 1853.4618135831754 0.8239841890708326 
guidance 	 5401.97950598117 0.8239841890708326 
counseling 	 1696.1391808863411 1.355248900743899 
schizophrenic 	 7889.798247110815 0.8239841890708326 
pre 	 1833.3191027911778 1.1671229495685609 
psychotic 	 8544.624396705502 0.8239841890708326 
boy 	 5791.456227740445 0.8239841890708326 
pregnant 	 5945.382168124429 0.8239841890708326 
woman 	 4465.572636147668 0.8239841890708326 
paranoiac 	 8544.624396705502 0.8239841890708326 
marriage 	 5290.556018529743 0.8239841890708326 
consummated 	 8544.624396705502 0.8239841890708326 
language 	 204.75301399881906 1.8450954419903687 
training 	 696.1602475959847 1.5558799641880576 
mentally 	 513.7211685365629 1.77030586536765 
retarded 	 420.38393356645855 1.8262359570735833 
discusses 	 167.61305979376544 1.8021476143490078 
teachers 	 1665.3689014358356 1.355248900743899 
role 	 529.3596314134585 1.474048173251438 
helping 	 2412.9747357600586 1.1671229495685609 
student 	 947.3388613379249 1.474048173251438 
cope 	 6521.412202585482 0.8239841890708326 
forgetting 	 9664.057093309813 0.8239841890708326 
poor 	 3627.7206597821732 0.8239841890708326 
motor 	 2412.9747357600586 1.1671229495685609 
skills 	 744.2621060246115 1.6156761430645863 
hearing 	 1557.3411770453777 1.355248900743899 
impairment 	 7064.814864728741 0.8239841890708326 
frequently 	 4171.123321925431 0.8239841890708326 
cause 	 1016.7234025720635 1.474048173251438 
speech 	 1339.065793847149 1.355248900743899 
teaching 	 220.11155922025597 1.8667834367278204 
reading 	 306.6822623056157 1.8262359570735833 
deaf 	 776.7840360641364 1.77030586536765 
children 	 101.72302084403734 1.9091723328744648 
child's 	 5401.97950598117 0.8239841890708326 
learning 	 203.93080044651703 1.8727233837072712 
read 	 1100.5577961012798 1.474048173251438 
due 	 1553.2208156386728 1.1671229495685609 
little 	 3747.405034810434 0.8239841890708326 
understanding 	 3968.9848460547123 0.8239841890708326 
link 	 4402.231184405119 0.8239841890708326 
words 	 4341.280554712821 0.8239841890708326 
communication 	 1322.994948684904 1.355248900743899 
various 	 493.28654715285904 1.474048173251438 
levels 	 741.3033549831611 1.5558799641880576 
deafness 	 9664.057093309813 0.8239841890708326 
methods 	 336.4142237435839 1.697210976636336 
employed 	 2265.7500786489404 1.1671229495685609 
afn 	 111.61471008891924 1.8727233837072712 
strategies 	 834.2246643850863 1.5558799641880576 
emotionally 	 1086.902033764247 1.6156761430645863 
disturbed 	 1856.2979250252974 1.474048173251438 
appropriate 	 1938.3370038515975 1.1671229495685609 
classroom 	 403.63806099301377 1.8149724942733978 
control 	 1137.9494315134245 1.1671229495685609 
motivational 	 6521.412202585482 0.8239841890708326 
techniques 	 805.4619645271273 1.474048173251438 
slow 	 432.19385890771383 1.7874124552484576 
learner 	 1708.9248793411002 1.5558799641880576 
kephard 	 9664.057093309813 0.8239841890708326 
integrated 	 5521.663881009431 0.8239841890708326 
nature 	 2734.965095855161 0.8239841890708326 
perceptual 	 3944.8991235554076 1.1671229495685609 
suggesting 	 5290.556018529743 0.8239841890708326 
improvement 	 2300.116967292118 1.1671229495685609 
single 	 3480.801237979924 0.8239841890708326 
system 	 580.6794420439163 1.355248900743899 
proves 	 7064.814864728741 0.8239841890708326 
academic 	 2201.1155922025596 1.1671229495685609 
achievement 	 1840.5546270031437 1.355248900743899 
disabled 	 723.9320284675556 1.697210976636336 
physical 	 1525.84531266056 1.1671229495685609 
teacher 	 740.9037581275094 1.6612811413281066 
school 	 299.87350614619896 1.750205271108834 
play 	 2008.5986907707234 1.1671229495685609 
creating 	 4282.546809376859 0.8239841890708326 
positive 	 4171.123321925431 0.8239841890708326 
atmosphere 	 4996.106704307506 0.8239841890708326 
effects 	 421.2715852863845 1.6156761430645863 
parental 	 1380.4159702523577 1.474048173251438 
pressure 	 2033.446805144127 1.1671229495685609 
impaired 	 1577.959649422163 1.5558799641880576 
child 	 206.84101013710273 1.8450954419903687 
entailed 	 7889.798247110815 0.8239841890708326 
result 	 2897.7646849371354 0.8239841890708326 
rejection 	 2354.9382882429136 1.355248900743899 
genetic 	 6521.412202585482 0.8239841890708326 
biologic 	 7889.798247110815 0.8239841890708326 
study 	 391.8802849595528 1.5558799641880576 
reader 	 1800.6598353270567 1.355248900743899 
profile 	 4996.106704307506 0.8239841890708326 
includes 	 368.4395764351964 1.6156761430645863 
program 	 381.11262121312063 1.5558799641880576 
implemented 	 1763.5186728432477 1.355248900743899 
improve 	 4118.167758066301 0.8239841890708326 
results 	 560.5474554800195 1.5558799641880576 
disorders 	 3152.879501748439 1.1671229495685609 
notes 	 1424.7760747252 1.1671229495685609 
audio 	 6305.759003496878 0.8239841890708326 
visual 	 2825.4664269510963 1.1671229495685609 
quotes 	 6305.759003496878 0.8239841890708326 
books 	 1894.6777226758497 1.1671229495685609 
educational 	 836.5349848858392 1.474048173251438 
outlines 	 5401.97950598117 0.8239841890708326 
lesson 	 3152.879501748439 1.1671229495685609 
plans 	 1401.368638700049 1.1671229495685609 
comparison 	 2627.9723382061215 0.8239841890708326 
students 	 286.94267011010334 1.8149724942733978 
low 	 3192.2139991593717 0.8239841890708326 
income 	 3876.674007703195 0.8239841890708326 
families 	 4825.949471520117 0.8239841890708326 
reviews 	 1723.034358274034 1.1671229495685609 
previous 	 3666.6382055823556 0.8239841890708326 
research 	 264.7802590833108 1.6612811413281066 
draws 	 5650.932853902193 0.8239841890708326 
conclusion 	 1916.212332194695 1.1671229495685609 
handicapped 	 297.26910840622145 1.8667834367278204 
overview 	 2802.737277400098 0.8239841890708326 
congenital 	 9664.057093309813 0.8239841890708326 
acquired 	 4747.153356386484 0.8239841890708326 
traumatic 	 7425.19170010119 0.8239841890708326 
populations 	 2256.7885168355015 1.355248900743899 
job 	 4017.1973815414467 0.8239841890708326 
opportunities 	 4066.893610288254 0.8239841890708326 
rehabilitation 	 4996.106704307506 0.8239841890708326 
programs 	 437.9953897010203 1.6156761430645863 
arts 	 2454.394070978006 1.1671229495685609 
outlined 	 6115.539400911818 0.8239841890708326 
curriculum 	 755.7937169328204 1.6612811413281066 
sounds 	 5945.382168124429 0.8239841890708326 
sensory 	 9664.057093309813 0.8239841890708326 
recall 	 7064.814864728741 0.8239841890708326 
vocabulary 	 7064.814864728741 0.8239841890708326 
mental 	 394.6618686102564 1.77030586536765 
retardation 	 876.6442496789796 1.7262492728252805 
dilemma 	 5791.456227740445 0.8239841890708326 
family 	 2757.241311098883 0.8239841890708326 
securing 	 7425.19170010119 0.8239841890708326 
adequate 	 2760.8319405047155 1.1671229495685609 
community 	 2489.1753140779515 0.8239841890708326 
acceptance 	 5401.97950598117 0.8239841890708326 
dibs 	 9664.057093309813 0.8239841890708326 
axline 	 7889.798247110815 0.8239841890708326 
summary 	 3314.1586964600265 0.8239841890708326 
autistic 	 8544.624396705502 0.8239841890708326 
therapy 	 1168.0058827840332 1.474048173251438 
goals 	 4531.500157297881 0.8239841890708326 
help 	 2779.8290918880884 0.8239841890708326 
capacity 	 4465.572636147668 0.8239841890708326 
abuse 	 2059.0838790331504 1.1671229495685609 
effect 	 1273.602754489022 1.1671229495685609 
analyzes 	 521.4797623151146 1.5558799641880576 
article 	 3516.297172330746 0.8239841890708326 
journal 	 5521.663881009431 0.8239841890708326 
deficiency 	 8544.624396705502 0.8239841890708326 
causes 	 1776.2954172659104 1.1671229495685609 
examines 	 240.37397679961066 1.7262492728252805 
variety 	 1126.2557706203836 1.355248900743899 
deficiencies 	 3532.4074323643704 1.1671229495685609 
severity 	 6305.759003496878 0.8239841890708326 
sections 	 5521.663881009431 0.8239841890708326 
heredity 	 8544.624396705502 0.8239841890708326 
prenatal 	 7425.19170010119 0.8239841890708326 
post 	 3192.2139991593717 0.8239841890708326 
natal 	 9664.057093309813 0.8239841890708326 
focuses 	 805.4619645271273 1.474048173251438 
fallacy 	 8544.624396705502 0.8239841890708326 
mute 	 9664.057093309813 0.8239841890708326 
deaf's 	 9664.057093309813 0.8239841890708326 
ability 	 1723.034358274034 1.1671229495685609 
speak 	 5791.456227740445 0.8239841890708326 
ideas 	 3282.7984878008074 0.8239841890708326 
progress 	 4066.893610288254 0.8239841890708326 
expected 	 4066.893610288254 0.8239841890708326 
identification 	 2454.394070978006 1.1671229495685609 
potential 	 3314.1586964600265 0.8239841890708326 
kindergarten 	 6770.3655505065035 0.8239841890708326 
significance 	 3876.674007703195 0.8239841890708326 
development 	 313.217060809613 1.6156761430645863 
crucial 	 5945.382168124429 0.8239841890708326 
proficiency 	 8544.624396705502 0.8239841890708326 
explore 	 5945.382168124429 0.8239841890708326 
reduce 	 4066.893610288254 0.8239841890708326 
incidence 	 2760.8319405047155 1.1671229495685609 
investigates 	 5290.556018529743 0.8239841890708326 
transference 	 8544.624396705502 0.8239841890708326 
spheres 	 6770.3655505065035 0.8239841890708326 
based 	 1987.0089346730338 0.8239841890708326 
creative 	 5401.97950598117 0.8239841890708326 
independence 	 4465.572636147668 0.8239841890708326 
ought 	 7425.19170010119 0.8239841890708326 
education's 	 9664.057093309813 0.8239841890708326 
goal 	 4341.280554712821 0.8239841890708326 
maturation 	 8544.624396705502 0.8239841890708326 
remediation 	 4272.312198352751 1.1671229495685609 
importance 	 3832.42466438939 0.8239841890708326 
motivation 	 1728.7754356308553 1.355248900743899 
relation 	 3252.0356529231362 0.8239841890708326 
maturational 	 9664.057093309813 0.8239841890708326 
lag 	 7889.798247110815 0.8239841890708326 
caused 	 4465.572636147668 0.8239841890708326 
uneven 	 9664.057093309813 0.8239841890708326 
remedial 	 1766.2037161821852 1.474048173251438 
defines 	 4402.231184405119 0.8239841890708326 
activities 	 579.5529369874271 1.5558799641880576 
trainable 	 8544.624396705502 0.8239841890708326 
educable 	 9664.057093309813 0.8239841890708326 
multiple 	 4825.949471520117 0.8239841890708326 
perceptually 	 9664.057093309813 0.8239841890708326 
issues 	 747.6461784474833 1.355248900743899 
treatment 	 529.7622674032226 1.5558799641880576 
minimally 	 7889.798247110815 0.8239841890708326 
brain 	 1447.8640569351112 1.474048173251438 
dysfuctioned 	 9664.057093309813 0.8239841890708326 
token 	 7064.814864728741 0.8239841890708326 
reinforcement 	 7064.814864728741 0.8239841890708326 
means 	 1448.8823424685677 1.1671229495685609 
improving 	 4996.106704307506 0.8239841890708326 
statement 	 1222.2127351941187 1.355248900743899 
hypothesis 	 5945.382168124429 0.8239841890708326 
review 	 242.107753035439 1.7262492728252805 
related 	 1283.510854256912 1.1671229495685609 
preparation 	 1930.485409246815 1.355248900743899 
proposed 	 3922.1699740044096 0.8239841890708326 
design 	 756.2489506674788 1.474048173251438 
arithmetic 	 9664.057093309813 0.8239841890708326 
kramer's 	 9664.057093309813 0.8239841890708326 
method 	 1740.400618989962 1.1671229495685609 
allowing 	 4747.153356386484 0.8239841890708326 
tactile 	 7889.798247110815 0.8239841890708326 
confirmation 	 8544.624396705502 0.8239841890708326 
simple 	 4225.874327881657 0.8239841890708326 
math 	 5791.456227740445 0.8239841890708326 
concepts 	 3968.9848460547123 0.8239841890708326 
social 	 296.1116146507229 1.6612811413281066 
teacher's 	 7064.814864728741 0.8239841890708326 
relate 	 5945.382168124429 0.8239841890708326 
life 	 2000.9917060031637 0.8239841890708326 
create 	 3446.068716548068 0.8239841890708326 
desire 	 4672.023531136133 0.8239841890708326 
useful 	 4908.788141956012 0.8239841890708326 
citizen 	 5186.326306892566 0.8239841890708326 
emphasis 	 1723.034358274034 1.1671229495685609 
projects 	 4341.280554712821 0.8239841890708326 
experimentation 	 7064.814864728741 0.8239841890708326 
opposed 	 4341.280554712821 0.8239841890708326 
trying 	 4672.023531136133 0.8239841890708326 
convey 	 8544.624396705502 0.8239841890708326 
theory 	 3134.529295757014 0.8239841890708326 
abstractions 	 8544.624396705502 0.8239841890708326 
sra 	 9664.057093309813 0.8239841890708326 
materials 	 1916.212332194695 1.1671229495685609 
disadvantaged 	 1692.5913876266259 1.474048173251438 
learners 	 1220.660628100786 1.6612811413281066 
determines 	 5945.382168124429 0.8239841890708326 
suitability 	 7889.798247110815 0.8239841890708326 
effectiveness 	 1938.3370038515975 1.1671229495685609 
self 	 2922.4216524283584 0.8239841890708326 
inappropriate 	 6770.3655505065035 0.8239841890708326 
approaches 	 2033.446805144127 1.1671229495685609 
perception 	 4402.231184405119 0.8239841890708326 
responsiveness 	 8544.624396705502 0.8239841890708326 
oriented 	 2825.4664269510963 1.1671229495685609 
perceptions 	 3057.769700455909 1.1671229495685609 
effective 	 1689.3836559305753 1.1671229495685609 
coping 	 7064.814864728741 0.8239841890708326 
behavioral 	 5945.382168124429 0.8239841890708326 
montessori 	 2848.2081322351673 1.355248900743899 
injured 	 1981.7940560414766 1.355248900743899 
philosophies 	 4672.023531136133 0.8239841890708326 
modified 	 4825.949471520117 0.8239841890708326 
meet 	 3346.139939543357 0.8239841890708326 
environmental 	 3627.7206597821732 0.8239841890708326 
individualization 	 9664.057093309813 0.8239841890708326 
normal 	 2336.0117655680665 1.1671229495685609 
circle 	 3152.879501748439 1.1671229495685609 
series 	 3666.6382055823556 0.8239841890708326 
dealing 	 1626.0178264615681 1.1671229495685609 
concept 	 3252.0356529231362 0.8239841890708326 
applicability 	 7425.19170010119 0.8239841890708326 
examination 	 2470.286209860398 0.8239841890708326 
styles 	 4825.949471520117 0.8239841890708326 
basal 	 8544.624396705502 0.8239841890708326 
approach 	 3282.7984878008074 0.8239841890708326 
experience 	 1448.8823424685677 1.1671229495685609 
individualized 	 7889.798247110815 0.8239841890708326 
instruction 	 1380.4159702523577 1.474048173251438 
upwardly 	 9664.057093309813 0.8239841890708326 
motivated 	 7889.798247110815 0.8239841890708326 
attempt 	 3346.139939543357 0.8239841890708326 
analyze 	 5791.456227740445 0.8239841890708326 
escape 	 6521.412202585482 0.8239841890708326 
poverty 	 4747.153356386484 0.8239841890708326 
economically 	 6770.3655505065035 0.8239841890708326 
academically 	 9664.057093309813 0.8239841890708326 
youth 	 2544.208771329512 1.1671229495685609 
traditional 	 1706.0337303467845 1.1671229495685609 
analysis 	 331.168155778839 1.6156761430645863 
deal 	 3589.718906464709 0.8239841890708326 
growing 	 1689.3836559305753 1.1671229495685609 
national 	 1840.6949486791875 0.8239841890708326 
noting 	 3192.2139991593717 0.8239841890708326 
trends 	 3968.9848460547123 0.8239841890708326 
procedure 	 4402.231184405119 0.8239841890708326 
designs 	 7425.19170010119 0.8239841890708326 
evaluation 	 1706.0337303467845 1.1671229495685609 
project 	 1184.1969448439404 1.355248900743899 
head 	 3589.718906464709 0.8239841890708326 
start 	 871.0191630658744 1.1671229495685609 
depth 	 1984.4924230273562 1.1671229495685609 
historic 	 5650.932853902193 0.8239841890708326 
standing 	 5290.556018529743 0.8239841890708326 
nyc 	 6770.3655505065035 0.8239841890708326 
basic 	 3346.139939543357 0.8239841890708326 
theories 	 3314.1586964600265 0.8239841890708326 
leading 	 2489.1753140779515 0.8239841890708326 
relationship 	 475.80379805701995 1.5558799641880576 
sequence 	 7064.814864728741 0.8239841890708326 
abilities 	 1883.6442846340642 1.355248900743899 
ratio 	 6521.412202585482 0.8239841890708326 
content 	 3346.139939543357 0.8239841890708326 
aptitude 	 7889.798247110815 0.8239841890708326 
elementary 	 5088.417542659024 0.8239841890708326 
level 	 2396.8644757264346 0.8239841890708326 
meeting 	 1853.2583874579027 1.1671229495685609 
requisites 	 9664.057093309813 0.8239841890708326 
hyperactive 	 1708.9248793411002 1.5558799641880576 
handicaps 	 9664.057093309813 0.8239841890708326 
efforts 	 3051.69062532112 0.8239841890708326 
ameliorate 	 9664.057093309813 0.8239841890708326 
instructional 	 6305.759003496878 0.8239841890708326 
describes 	 1626.0178264615681 1.1671229495685609 
assist 	 1608.649823840039 1.355248900743899 
alleviating 	 7889.798247110815 0.8239841890708326 
comparative 	 4118.167758066301 0.8239841890708326 
disruptive 	 2354.9382882429136 1.355248900743899 
behavior 	 351.6297172330746 1.750205271108834 
findings 	 4600.233934584236 0.8239841890708326 
experiment 	 1930.485409246815 1.355248900743899 
utilizing 	 5650.932853902193 0.8239841890708326 
tokens 	 8544.624396705502 0.8239841890708326 
incentives 	 7064.814864728741 0.8239841890708326 
acceptable 	 5186.326306892566 0.8239841890708326 
youngsters 	 3712.595850050595 1.1671229495685609 
concludes 	 1206.4873678800293 1.474048173251438 
mainstreaming 	 563.5570176507725 1.8149724942733978 
provides 	 1436.7392564967013 1.1671229495685609 
background 	 3412.067460693569 0.8239841890708326 
information 	 1341.4911681958993 0.8239841890708326 
viable 	 4996.106704307506 0.8239841890708326 
exceptional 	 6305.759003496878 0.8239841890708326 
tradition 	 4118.167758066301 0.8239841890708326 
innovation 	 6770.3655505065035 0.8239841890708326 
exploration 	 5088.417542659024 0.8239841890708326 
factored 	 9664.057093309813 0.8239841890708326 
contains 	 4672.023531136133 0.8239841890708326 
hypotheses 	 6521.412202585482 0.8239841890708326 
conclusions 	 1249.0266760768766 1.474048173251438 
accomplishment 	 7425.19170010119 0.8239841890708326 
contributions 	 3876.674007703195 0.8239841890708326 
feingold's 	 9664.057093309813 0.8239841890708326 
diet 	 2173.804067528494 1.355248900743899 
realm 	 6521.412202585482 0.8239841890708326 
hyperkinetic 	 4832.028546654907 1.1671229495685609 
proper 	 4672.023531136133 0.8239841890708326 
developing 	 1263.1184817838998 1.355248900743899 
guidelines 	 4531.500157297881 0.8239841890708326 
survey 	 3922.1699740044096 0.8239841890708326 
policies 	 3024.995802669915 0.8239841890708326 
regarding 	 3078.8341214020757 0.8239841890708326 
federal 	 2873.4785129934025 0.8239841890708326 
local 	 2527.6295117183067 0.8239841890708326 
agencies 	 3589.718906464709 0.8239841890708326 
diversity 	 5791.456227740445 0.8239841890708326 
services 	 758.632954342283 1.355248900743899 
offered 	 4118.167758066301 0.8239841890708326 
organizing 	 5791.456227740445 0.8239841890708326 
pupils 	 7064.814864728741 0.8239841890708326 
varying 	 6521.412202585482 0.8239841890708326 
including 	 472.6517176534584 1.355248900743899 
responses 	 5521.663881009431 0.8239841890708326 
adults 	 5088.417542659024 0.8239841890708326 
modification 	 2825.4664269510963 1.1671229495685609 
influences 	 3789.3554453516995 0.8239841890708326 
remedies 	 5945.382168124429 0.8239841890708326 
management 	 2691.313789948671 0.8239841890708326 
mandate 	 7425.19170010119 0.8239841890708326 
administrative 	 4600.233934584236 0.8239841890708326 
procedures 	 1740.400618989962 1.1671229495685609 
impact 	 3024.995802669915 0.8239841890708326 
systems 	 2547.205508978044 0.8239841890708326 
progressive 	 5521.663881009431 0.8239841890708326 
norm 	 8544.624396705502 0.8239841890708326 
differing 	 5945.382168124429 0.8239841890708326 
rates 	 4225.874327881657 0.8239841890708326 
gifted 	 7889.798247110815 0.8239841890708326 
equality 	 5290.556018529743 0.8239841890708326 
opportunity 	 3747.405034810434 0.8239841890708326 
intervention 	 2265.7500786489404 1.1671229495685609 
outreach 	 7064.814864728741 0.8239841890708326 
average 	 4908.788141956012 0.8239841890708326 
listening 	 7064.814864728741 0.8239841890708326 
assessments 	 7064.814864728741 0.8239841890708326 
recommendations 	 2141.2734046884293 1.1671229495685609 
psychological 	 3706.5167749158054 0.8239841890708326 
implications 	 3627.7206597821732 0.8239841890708326 
food 	 1160.2670793266414 1.355248900743899 
socialization 	 7064.814864728741 0.8239841890708326 
model 	 3378.7673118611506 0.8239841890708326 
interview 	 4465.572636147668 0.8239841890708326 
discussions 	 5088.417542659024 0.8239841890708326 
curricula 	 3260.706101292741 1.1671229495685609 
roles 	 1938.3370038515975 1.1671229495685609 
attitudes 	 793.7969692109424 1.5558799641880576 
inner 	 5290.556018529743 0.8239841890708326 
city 	 2691.313789948671 0.8239841890708326 
intermediate 	 6770.3655505065035 0.8239841890708326 
junior 	 1840.5546270031437 1.355248900743899 
thesis 	 2760.8319405047155 1.1671229495685609 
introduction 	 828.5396741150066 1.474048173251438 
methodology 	 2593.163153446283 1.1671229495685609 
evolution 	 3706.5167749158054 0.8239841890708326 
conceptual 	 3944.8991235554076 1.1671229495685609 
practical 	 3922.1699740044096 0.8239841890708326 
ranging 	 5186.326306892566 0.8239841890708326 
concerns 	 4531.500157297881 0.8239841890708326 
methodological 	 8544.624396705502 0.8239841890708326 
ones 	 5186.326306892566 0.8239841890708326 
pertaining 	 6115.539400911818 0.8239841890708326 
advisability 	 7889.798247110815 0.8239841890708326 
mainstreamed 	 1972.4495617777038 1.474048173251438 
handicap 	 7889.798247110815 0.8239841890708326 
mini 	 3057.769700455909 1.1671229495685609 
data 	 2712.9919677850785 0.8239841890708326 
anticipated 	 5791.456227740445 0.8239841890708326 
outcome 	 4996.106704307506 0.8239841890708326 
assessment 	 2112.9371639408287 1.1671229495685609 
differences 	 3221.847858108509 0.8239841890708326 
regular 	 490.87881419560114 1.750205271108834 
third 	 3282.7984878008074 0.8239841890708326 
grade 	 5186.326306892566 0.8239841890708326 
recounts 	 9664.057093309813 0.8239841890708326 
writers 	 4672.023531136133 0.8239841890708326 
motivate 	 7425.19170010119 0.8239841890708326 
class 	 1641.3992439004037 1.1671229495685609 
setting 	 1249.135011603478 1.355248900743899 
learn 	 2201.1155922025596 1.1671229495685609 
basis 	 3192.2139991593717 0.8239841890708326 
legislative 	 2454.394070978006 1.1671229495685609 
reforms 	 2336.0117655680665 1.1671229495685609 
legal 	 2757.241311098883 0.8239841890708326 
activity 	 3252.0356529231362 0.8239841890708326 
behalf 	 5186.326306892566 0.8239841890708326 
patterns 	 3832.42466438939 0.8239841890708326 
observes 	 836.0959877259537 1.355248900743899 
severe 	 1665.3689014358356 1.355248900743899 
suffering 	 4600.233934584236 0.8239841890708326 
difficulty 	 5650.932853902193 0.8239841890708326 
classes 	 4672.023531136133 0.8239841890708326 
pros 	 4825.949471520117 0.8239841890708326 
cons 	 4825.949471520117 0.8239841890708326 
labeling 	 9664.057093309813 0.8239841890708326 
thorough 	 5650.932853902193 0.8239841890708326 
diagnostic 	 2895.7281138702224 1.1671229495685609 
label 	 7889.798247110815 0.8239841890708326 
professional 	 3252.0356529231362 0.8239841890708326 
personnel 	 3789.3554453516995 0.8239841890708326 
children's 	 5186.326306892566 0.8239841890708326 
labeled 	 7425.19170010119 0.8239841890708326 
peers 	 1630.3530506463705 1.474048173251438 
educating 	 6305.759003496878 0.8239841890708326 
definition 	 3412.067460693569 0.8239841890708326 
adequacy 	 7425.19170010119 0.8239841890708326 
aid 	 3627.7206597821732 0.8239841890708326 
parent 	 2412.9747357600586 1.1671229495685609 
employment 	 4118.167758066301 0.8239841890708326 
workshops 	 6770.3655505065035 0.8239841890708326 
housing 	 4825.949471520117 0.8239841890708326 
health 	 2587.0840783114936 0.8239841890708326 
hospital 	 4066.893610288254 0.8239841890708326 
care 	 3192.2139991593717 0.8239841890708326 
comparisons 	 5290.556018529743 0.8239841890708326 
issue 	 2292.634764089257 0.8239841890708326 
easily 	 4908.788141956012 0.8239841890708326 
situation 	 3134.529295757014 0.8239841890708326 
supplemental 	 7425.19170010119 0.8239841890708326 
emerged 	 5791.456227740445 0.8239841890708326 
past 	 2779.8290918880884 0.8239841890708326 
describing 	 5791.456227740445 0.8239841890708326 
responsibilities 	 4825.949471520117 0.8239841890708326 
structural 	 4600.233934584236 0.8239841890708326 
developmental 	 3532.4074323643704 1.1671229495685609 
deals 	 3516.297172330746 0.8239841890708326 
readers 	 6305.759003496878 0.8239841890708326 
discussing 	 5088.417542659024 0.8239841890708326 
age 	 3134.529295757014 0.8239841890708326 
sign 	 723.5467591188035 1.6156761430645863 
investigation 	 1641.3992439004037 1.1671229495685609 
implementation 	 1339.065793847149 1.355248900743899 
addresses 	 4600.233934584236 0.8239841890708326 
profound 	 2895.7281138702224 1.1671229495685609 
skill 	 6770.3655505065035 0.8239841890708326 
looks 	 1401.368638700049 1.1671229495685609 
cirriculum 	 8544.624396705502 0.8239841890708326 
therapuetic 	 9664.057093309813 0.8239841890708326 
consulting 	 2256.7885168355015 1.355248900743899 
