term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 418.1602728906484 1.7174544665412217 
whichhas 	 21165.182624790592 0.48475816855228093 
argued 	 11830.836849941423 0.48475816855228093 
infringes 	 21165.182624790592 0.48475816855228093 
minority 	 4567.573742925774 0.7803707816519148 
rights 	 1629.3919964871054 0.7803707816519148 
lodge 	 16261.85946950954 0.48475816855228093 
thecomplaint 	 21165.182624790592 0.48475816855228093 
addressed 	 11586.809063492075 0.48475816855228093 
quickly 	 10941.937717111858 0.48475816855228093 
slovak 	 3410.721822420743 0.9794689374060415 
party 	 6455.213158947433 0.48475816855228093 
vote 	 8798.035379883651 0.48475816855228093 
favor 	 10396.706762562844 0.48475816855228093 
chairman 	 8589.916531302537 0.48475816855228093 
bela 	 9379.175272300896 0.48475816855228093 
bugar 	 21165.182624790592 0.48475816855228093 
announced 	 9924.40622684991 0.48475816855228093 
intends 	 13810.197891869013 0.48475816855228093 
prime 	 1589.0090369844638 1.230652824299332 
ministervladimir 	 21165.182624790592 0.48475816855228093 
meciar 	 11586.809063492075 0.48475816855228093 
meeting 	 2705.8719985298667 0.9794689374060415 
discuss 	 9924.40622684991 0.48475816855228093 
usage 	 10750.701955478893 0.48475816855228093 
thenew 	 21165.182624790592 0.48475816855228093 
territorial 	 11586.809063492075 0.48475816855228093 
administration 	 3019.3072809154028 0.7803707816519148 
bill 	 7945.04518492232 0.48475816855228093 
sharon 	 5198.353381281422 0.7803707816519148 
fisherhungary 	 16261.85946950954 0.48475816855228093 
ready 	 10074.93958304919 0.48475816855228093 
oecd 	 1768.0096863557767 1.3826111024030736 
membership 	 4294.958265651268 0.7803707816519148 
obstacle 	 16261.85946950954 0.48475816855228093 
hungarianmembership 	 21165.182624790592 0.48475816855228093 
removed 	 12683.827044902757 0.48475816855228093 
committeeon 	 21165.182624790592 0.48475816855228093 
foreign 	 5369.2656091093295 0.48475816855228093 
investment 	 8589.916531302537 0.48475816855228093 
approval 	 5793.404531746038 0.7803707816519148 
reuters 	 2599.176690640711 1.1226859191611407 
mediareported 	 14827.729382130961 0.48475816855228093 
day 	 1637.414571621516 0.9794689374060415 
earlier 	 8589.916531302537 0.48475816855228093 
committee 	 7399.814230373307 0.48475816855228093 
met 	 3850.508699236486 0.7803707816519148 
paris 	 12376.067804490436 0.48475816855228093 
adelegation 	 21165.182624790592 0.48475816855228093 
led 	 8117.615995589599 0.48475816855228093 
finance 	 9379.175272300896 0.48475816855228093 
minister 	 2007.5695562143642 1.1226859191611407 
lajos 	 3647.3125723706194 0.9794689374060415 
bokros 	 813.0213517869329 1.6123262553285884 
jointhe 	 21165.182624790592 0.48475816855228093 
organization 	 5171.616427768136 0.48475816855228093 
march 	 7701.017398472972 0.48475816855228093 
post 	 6991.245148623342 0.48475816855228093 
communist 	 3773.605278771058 0.7803707816519148 
country 	 5755.503504789506 0.48475816855228093 
czech 	 4399.017689941826 0.7803707816519148 
republic 	 6991.245148623342 0.48475816855228093 
isconditional 	 21165.182624790592 0.48475816855228093 
parliamentary 	 9507.80762973328 0.48475816855228093 
amendments 	 13393.599294752385 0.48475816855228093 
bank 	 1187.043354426123 1.3149577431188497 
secrecyact 	 21165.182624790592 0.48475816855228093 
fishermladic 	 21165.182624790592 0.48475816855228093 
threatens 	 14827.729382130961 0.48475816855228093 
break 	 10232.16546726223 0.48475816855228093 
contact 	 5710.445570614738 0.48475816855228093 
nato 	 1367.8608470716722 1.3149577431188497 
bosnian 	 3786.1787714094953 0.9794689374060415 
serb 	 6341.913522451378 0.7803707816519148 
civilianauthorities 	 21165.182624790592 0.48475816855228093 
threat 	 10074.93958304919 0.48475816855228093 
contacts 	 13020.939150870654 0.48475816855228093 
theinternational 	 21165.182624790592 0.48475816855228093 
community 	 5451.525130584344 0.48475816855228093 
sarajevo 	 17279.39095977149 0.48475816855228093 
thearrest 	 21165.182624790592 0.48475816855228093 
suspected 	 12683.827044902757 0.48475816855228093 
serbian 	 12683.827044902757 0.48475816855228093 
war 	 1461.84470004946 1.1226859191611407 
criminals 	 12683.827044902757 0.48475816855228093 
international 	 1590.7153978074568 0.9794689374060415 
heraldtribune 	 21165.182624790592 0.48475816855228093 
indicted 	 7413.864691065481 0.7803707816519148 
criminal 	 8692.44544922323 0.48475816855228093 
ratkomladic 	 21165.182624790592 0.48475816855228093 
broken 	 12092.956747449136 0.48475816855228093 
months 	 7701.017398472972 0.48475816855228093 
silence 	 15472.600728511181 0.48475816855228093 
threatened 	 10941.937717111858 0.48475816855228093 
contactswith 	 21165.182624790592 0.48475816855228093 
ifor 	 4464.533098250795 0.9794689374060415 
commander 	 11830.836849941423 0.48475816855228093 
admiral 	 21165.182624790592 0.48475816855228093 
leighton 	 18713.521047150065 0.48475816855228093 
smith 	 10232.16546726223 0.48475816855228093 
spoke 	 14827.729382130961 0.48475816855228093 
pale'slegislative 	 21165.182624790592 0.48475816855228093 
speaker 	 12376.067804490436 0.48475816855228093 
momcilo 	 21165.182624790592 0.48475816855228093 
krajisnik 	 21165.182624790592 0.48475816855228093 
urge 	 13020.939150870654 0.48475816855228093 
calm 	 16261.85946950954 0.48475816855228093 
restraint 	 16261.85946950954 0.48475816855228093 
metwith 	 21165.182624790592 0.48475816855228093 
commanders 	 15472.600728511181 0.48475816855228093 
told 	 8589.916531302537 0.48475816855228093 
force 	 3890.2519448108515 0.7803707816519148 
thegovernment 	 16261.85946950954 0.48475816855228093 
release 	 2968.95824552932 0.9794689374060415 
detained 	 13810.197891869013 0.48475816855228093 
officers 	 9507.80762973328 0.48475816855228093 
businessof 	 21165.182624790592 0.48475816855228093 
crimes 	 8906.874736587959 0.48475816855228093 
tribunal 	 15472.600728511181 0.48475816855228093 
hague 	 14282.49842758195 0.48475816855228093 
afpreported 	 21165.182624790592 0.48475816855228093 
news 	 1613.8032897368582 1.1226859191611407 
agency 	 7472.744649209382 0.48475816855228093 
quoted 	 11830.836849941423 0.48475816855228093 
spokesman 	 10941.937717111858 0.48475816855228093 
assaying 	 21165.182624790592 0.48475816855228093 
peacekeepers 	 18713.521047150065 0.48475816855228093 
avoiding 	 13020.939150870654 0.48475816855228093 
arresting 	 16261.85946950954 0.48475816855228093 
warcriminals 	 18713.521047150065 0.48475816855228093 
cause 	 8906.874736587959 0.48475816855228093 
patrick 	 12092.956747449136 0.48475816855228093 
mooreukrainian 	 21165.182624790592 0.48475816855228093 
roundup 	 16261.85946950954 0.48475816855228093 
ukraine 	 5679.268157114243 0.7803707816519148 
formally 	 13810.197891869013 0.48475816855228093 
possession 	 12683.827044902757 0.48475816855228093 
ofbritain's 	 21165.182624790592 0.48475816855228093 
faraday 	 21165.182624790592 0.48475816855228093 
research 	 4059.2535199032145 0.48475816855228093 
station 	 4890.009416115883 0.7803707816519148 
antarctic 	 18713.521047150065 0.48475816855228093 
agreement 	 2442.785751530413 0.9794689374060415 
transfer 	 9019.16988252663 0.48475816855228093 
reached 	 9507.80762973328 0.48475816855228093 
julyafter 	 21165.182624790592 0.48475816855228093 
russia 	 1411.2292104185508 1.230652824299332 
refused 	 11358.536314228486 0.48475816855228093 
hand 	 8589.916531302537 0.48475816855228093 
stations 	 13393.599294752385 0.48475816855228093 
kiev 	 10582.591312395296 0.7803707816519148 
itar 	 2410.3237924521527 1.1226859191611407 
tassreported 	 8639.695479885744 0.7803707816519148 
ukrainian 	 5915.418424970711 0.7803707816519148 
deputy 	 9135.147485851548 0.48475816855228093 
ivan 	 4346.222724611615 0.7803707816519148 
kuras 	 21165.182624790592 0.48475816855228093 
withisraeli 	 21165.182624790592 0.48475816855228093 
leader 	 7861.817815582462 0.48475816855228093 
rabin 	 21165.182624790592 0.48475816855228093 
adin 	 21165.182624790592 0.48475816855228093 
visit 	 4509.584941263315 0.7803707816519148 
sametime 	 21165.182624790592 0.48475816855228093 
israeli 	 14282.49842758195 0.48475816855228093 
relations 	 6293.184830004746 0.48475816855228093 
strained 	 18713.521047150065 0.48475816855228093 
offormer 	 21165.182624790592 0.48475816855228093 
acting 	 11586.809063492075 0.48475816855228093 
yukhim 	 21165.182624790592 0.48475816855228093 
zvyahilsky 	 10582.591312395296 0.7803707816519148 
accused 	 9255.057274128434 0.48475816855228093 
ofembezzling 	 21165.182624790592 0.48475816855228093 
sought 	 13810.197891869013 0.48475816855228093 
refuge 	 16261.85946950954 0.48475816855228093 
israel 	 12683.827044902757 0.48475816855228093 
wasgranted 	 21165.182624790592 0.48475816855228093 
permanent 	 9255.057274128434 0.48475816855228093 
residency 	 16261.85946950954 0.48475816855228093 
granting 	 14282.49842758195 0.48475816855228093 
jewsthat 	 21165.182624790592 0.48475816855228093 
intelnews 	 21165.182624790592 0.48475816855228093 
ukraine's 	 14827.729382130961 0.48475816855228093 
foreignministry 	 21165.182624790592 0.48475816855228093 
denied 	 5037.469791524595 0.7803707816519148 
chinese 	 10569.277573230127 0.48475816855228093 
deported 	 18713.521047150065 0.48475816855228093 
beijing 	 14827.729382130961 0.48475816855228093 
weekwere 	 21165.182624790592 0.48475816855228093 
spies 	 18713.521047150065 0.48475816855228093 
ustina 	 12683.827044902757 0.48475816855228093 
markusu 	 21165.182624790592 0.48475816855228093 
envoy 	 17279.39095977149 0.48475816855228093 
poland 	 5284.6387866150635 0.7803707816519148 
richard 	 9924.40622684991 0.48475816855228093 
holbrooke 	 18713.521047150065 0.48475816855228093 
assistant 	 12376.067804490436 0.48475816855228093 
secretary 	 8692.44544922323 0.48475816855228093 
ofstate 	 21165.182624790592 0.48475816855228093 
european 	 6683.485908211022 0.48475816855228093 
canadian 	 10396.706762562844 0.48475816855228093 
affairs 	 8393.36596776797 0.48475816855228093 
visited 	 12092.956747449136 0.48475816855228093 
februaryfor 	 21165.182624790592 0.48475816855228093 
talks 	 9780.018832231766 0.48475816855228093 
president 	 2994.9137907243667 0.7803707816519148 
aleksander 	 15472.600728511181 0.48475816855228093 
kwasniewski 	 14282.49842758195 0.48475816855228093 
ministerwlodzimierz 	 21165.182624790592 0.48475816855228093 
cimoszewicz 	 17279.39095977149 0.48475816855228093 
lech 	 17279.39095977149 0.48475816855228093 
walesa 	 17279.39095977149 0.48475816855228093 
holbrookesaid 	 21165.182624790592 0.48475816855228093 
assured 	 14827.729382130961 0.48475816855228093 
polish 	 5793.404531746038 0.7803707816519148 
hosts 	 18713.521047150065 0.48475816855228093 
clinton 	 1984.8812453699818 1.230652824299332 
isfully 	 21165.182624790592 0.48475816855228093 
aware 	 10941.937717111858 0.48475816855228093 
poland's 	 14827.729382130961 0.48475816855228093 
wishes 	 12376.067804490436 0.48475816855228093 
join 	 9255.057274128434 0.48475816855228093 
added 	 8692.44544922323 0.48475816855228093 
poland'sparticipation 	 21165.182624790592 0.48475816855228093 
mission 	 9255.057274128434 0.48475816855228093 
bosnia 	 12376.067804490436 0.48475816855228093 
veryfavorable 	 21165.182624790592 0.48475816855228093 
impression 	 14282.49842758195 0.48475816855228093 
united 	 4876.695676950714 0.48475816855228093 
allies 	 15472.600728511181 0.48475816855228093 
agencies 	 3930.908907791231 0.7803707816519148 
jakub 	 13810.197891869013 0.48475816855228093 
karpinskislovak 	 18713.521047150065 0.48475816855228093 
parliament 	 2932.678459961217 0.9794689374060415 
approves 	 7413.864691065481 0.7803707816519148 
privatization 	 13020.939150870654 0.48475816855228093 
amendment 	 3308.13540894997 0.9794689374060415 
slovakparliament 	 21165.182624790592 0.48475816855228093 
passed 	 9507.80762973328 0.48475816855228093 
scaleprivatization 	 21165.182624790592 0.48475816855228093 
company 	 3283.7541524430517 0.7803707816519148 
owners 	 10941.937717111858 0.48475816855228093 
freed 	 15472.600728511181 0.48475816855228093 
theobligation 	 21165.182624790592 0.48475816855228093 
provide 	 5989.827581448733 0.48475816855228093 
employee 	 9924.40622684991 0.48475816855228093 
participation 	 9641.29516980861 0.48475816855228093 
privatizationprocess 	 21165.182624790592 0.48475816855228093 
sme 	 16261.85946950954 0.48475816855228093 
writes 	 15472.600728511181 0.48475816855228093 
legislative 	 10750.701955478893 0.48475816855228093 
initiative 	 11144.107026863756 0.48475816855228093 
strengthens 	 17279.39095977149 0.48475816855228093 
influence 	 6088.08389969546 0.48475816855228093 
today's 	 11144.107026863756 0.48475816855228093 
buyers 	 16261.85946950954 0.48475816855228093 
direct 	 7861.817815582462 0.48475816855228093 
sale 	 10750.701955478893 0.48475816855228093 
propertiesto 	 21165.182624790592 0.48475816855228093 
detriment 	 18713.521047150065 0.48475816855228093 
employees 	 8798.035379883651 0.48475816855228093 
approved 	 3260.006277410589 0.9794689374060415 
onthe 	 15472.600728511181 0.48475816855228093 
protection 	 7122.260126556738 0.48475816855228093 
secrets 	 12376.067804490436 0.48475816855228093 
replaces 	 17279.39095977149 0.48475816855228093 
eralegislation 	 21165.182624790592 0.48475816855228093 
proposal 	 8589.916531302537 0.48475816855228093 
communistsecret 	 21165.182624790592 0.48475816855228093 
police 	 4346.222724611615 0.7803707816519148 
access 	 3811.6390027043312 0.7803707816519148 
classified 	 15472.600728511181 0.48475816855228093 
rejected 	 11358.536314228486 0.48475816855228093 
border 	 11358.536314228486 0.48475816855228093 
providing 	 7258.315361844652 0.48475816855228093 
aswap 	 21165.182624790592 0.48475816855228093 
hectares 	 21165.182624790592 0.48475816855228093 
territory 	 13393.599294752385 0.48475816855228093 
media 	 3062.8385102725297 0.48475816855228093 
sharonfisheryeltsin 	 21165.182624790592 0.48475816855228093 
instructs 	 21165.182624790592 0.48475816855228093 
chernomyrdin 	 2418.5913494898273 1.230652824299332 
chechnya 	 5572.053513431878 0.7803707816519148 
solution 	 9780.018832231766 0.48475816855228093 
presidentboris 	 21165.182624790592 0.48475816855228093 
yeltsin 	 4689.587636150448 0.7803707816519148 
viktor 	 4962.203113424955 0.7803707816519148 
choose 	 10750.701955478893 0.48475816855228093 
oneof 	 21165.182624790592 0.48475816855228093 
options 	 10569.277573230127 0.48475816855228093 
discussed 	 6991.245148623342 0.48475816855228093 
recentsecurity 	 21165.182624790592 0.48475816855228093 
council 	 8207.165082430032 0.48475816855228093 
russian 	 2419.4384539482176 0.9794689374060415 
western 	 3120.3919357913514 0.7803707816519148 
associated 	 8692.44544922323 0.48475816855228093 
seek 	 10232.16546726223 0.48475816855228093 
anegotiated 	 21165.182624790592 0.48475816855228093 
conflict 	 7399.814230373307 0.48475816855228093 
admitted 	 11144.107026863756 0.48475816855228093 
interview 	 9780.018832231766 0.48475816855228093 
withitar 	 21165.182624790592 0.48475816855228093 
tass 	 3308.13540894997 0.9794689374060415 
compromise 	 12683.827044902757 0.48475816855228093 
withdrawing 	 17279.39095977149 0.48475816855228093 
troops 	 10232.16546726223 0.48475816855228093 
leadto 	 21165.182624790592 0.48475816855228093 
carnage 	 21165.182624790592 0.48475816855228093 
win 	 10569.277573230127 0.48475816855228093 
reelection 	 17279.39095977149 0.48475816855228093 
june 	 7399.814230373307 0.48475816855228093 
chechenwar 	 21165.182624790592 0.48475816855228093 
brought 	 9255.057274128434 0.48475816855228093 
yelstin 	 21165.182624790592 0.48475816855228093 
expected 	 8906.874736587959 0.48475816855228093 
officially 	 14282.49842758195 0.48475816855228093 
announce 	 15472.600728511181 0.48475816855228093 
hiscandidacy 	 21165.182624790592 0.48475816855228093 
presidency 	 11830.836849941423 0.48475816855228093 
hometown 	 21165.182624790592 0.48475816855228093 
yekaterinburg 	 18713.521047150065 0.48475816855228093 
laura 	 10750.701955478893 0.48475816855228093 
belinpolice 	 21165.182624790592 0.48475816855228093 
cordon 	 21165.182624790592 0.48475816855228093 
demonstrators 	 4678.380261787516 1.1226859191611407 
grozny 	 14282.49842758195 0.48475816855228093 
situation 	 6864.9102904597885 0.48475816855228093 
groznyremained 	 21165.182624790592 0.48475816855228093 
tense 	 21165.182624790592 0.48475816855228093 
mass 	 4003.5515813069064 0.48475816855228093 
demonstration 	 13393.599294752385 0.48475816855228093 
town's 	 18713.521047150065 0.48475816855228093 
central 	 6189.147918030086 0.48475816855228093 
squareentered 	 21165.182624790592 0.48475816855228093 
fifth 	 12376.067804490436 0.48475816855228093 
afternoon 	 14827.729382130961 0.48475816855228093 
andchechen 	 21165.182624790592 0.48475816855228093 
interior 	 11586.809063492075 0.48475816855228093 
ministry 	 10232.16546726223 0.48475816855228093 
forces 	 7547.210557542116 0.48475816855228093 
cordoned 	 21165.182624790592 0.48475816855228093 
square 	 11144.107026863756 0.48475816855228093 
occupied 	 17279.39095977149 0.48475816855228093 
bysome 	 21165.182624790592 0.48475816855228093 
pro 	 9135.147485851548 0.48475816855228093 
dudaev 	 21165.182624790592 0.48475816855228093 
attempts 	 7399.814230373307 0.48475816855228093 
chechen 	 5572.053513431878 0.7803707816519148 
deputies 	 12376.067804490436 0.48475816855228093 
persuade 	 14827.729382130961 0.48475816855228093 
todisperse 	 21165.182624790592 0.48475816855228093 
proved 	 14282.49842758195 0.48475816855228093 
unsuccessful 	 16261.85946950954 0.48475816855228093 
despite 	 9135.147485851548 0.48475816855228093 
assurances 	 15472.600728511181 0.48475816855228093 
officialsthat 	 21165.182624790592 0.48475816855228093 
violence 	 8589.916531302537 0.48475816855228093 
fire 	 9924.40622684991 0.48475816855228093 
allegedly 	 13020.939150870654 0.48475816855228093 
attacked 	 13810.197891869013 0.48475816855228093 
securityofficial 	 21165.182624790592 0.48475816855228093 
liz 	 14282.49842758195 0.48475816855228093 
fullerpaper 	 21165.182624790592 0.48475816855228093 
offers 	 7328.35725459124 0.48475816855228093 
migs 	 18713.521047150065 0.48475816855228093 
germany 	 2007.5695562143642 1.1226859191611407 
offered 	 9019.16988252663 0.48475816855228093 
mig 	 1738.489089844646 1.230652824299332 
jet 	 10396.706762562844 0.48475816855228093 
fighters 	 16261.85946950954 0.48475816855228093 
offset 	 15472.600728511181 0.48475816855228093 
worth 	 5572.053513431878 0.7803707816519148 
debt 	 11144.107026863756 0.48475816855228093 
ntv 	 11144.107026863756 0.48475816855228093 
reportedon 	 16261.85946950954 0.48475816855228093 
quoting 	 17279.39095977149 0.48475816855228093 
argumenty 	 21165.182624790592 0.48475816855228093 
fakty 	 21165.182624790592 0.48475816855228093 
german 	 2122.5690348678327 1.1226859191611407 
air 	 8589.916531302537 0.48475816855228093 
inheriteda 	 21165.182624790592 0.48475816855228093 
squadron 	 21165.182624790592 0.48475816855228093 
east 	 6991.245148623342 0.48475816855228093 
following 	 5210.272550240494 0.48475816855228093 
unification 	 16261.85946950954 0.48475816855228093 
elected 	 10396.706762562844 0.48475816855228093 
keep 	 8299.040377838366 0.48475816855228093 
service 	 5369.2656091093295 0.48475816855228093 
doug 	 15472.600728511181 0.48475816855228093 
clarkeimf 	 18713.521047150065 0.48475816855228093 
loan 	 6046.478373724568 0.7803707816519148 
monetary 	 12683.827044902757 0.48475816855228093 
fund 	 9780.018832231766 0.48475816855228093 
saidon 	 21165.182624790592 0.48475816855228093 
loanto 	 21165.182624790592 0.48475816855228093 
final 	 8393.36596776797 0.48475816855228093 
tranche 	 18713.521047150065 0.48475816855228093 
dollar 	 4245.138069735665 0.7803707816519148 
stand 	 9924.40622684991 0.48475816855228093 
facilitysigned 	 21165.182624790592 0.48475816855228093 
moscow 	 4627.528637064217 0.7803707816519148 
april 	 7399.814230373307 0.48475816855228093 
afp 	 10941.937717111858 0.48475816855228093 
imfspokesman 	 21165.182624790592 0.48475816855228093 
imf 	 2188.3875434223714 1.230652824299332 
board 	 7780.503889621703 0.48475816855228093 
expressed 	 9379.175272300896 0.48475816855228093 
satisfaction 	 12092.956747449136 0.48475816855228093 
russia'strack 	 21165.182624790592 0.48475816855228093 
record 	 8030.278224857457 0.48475816855228093 
full 	 6088.08389969546 0.48475816855228093 
implementation 	 8798.035379883651 0.48475816855228093 
economicstabilization 	 21165.182624790592 0.48475816855228093 
reform 	 7189.633592168085 0.48475816855228093 
program 	 4173.360189569064 0.48475816855228093 
head 	 7861.817815582462 0.48475816855228093 
