term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 297.8255898303535 1.6715648912953824 
duesenberry 	 3528.9563297848727 1.2582962316656605 
friedman 	 2693.363429798462 1.2582962316656605 
consumption 	 1115.5171301824894 1.5447290758120074 
function 	 1423.237048877747 1.2582962316656605 
comparative 	 1700.8160338267633 1.2582962316656605 
analysis 	 117.2344059643444 1.8446657470546948 
analyzing 	 2063.4075367016144 1.2582962316656605 
tobacco 	 2604.2979909179053 1.2582962316656605 
prices 	 461.0738310078165 1.7431279432357174 
examines 	 127.63953849872293 1.8446657470546948 
rising 	 2455.4612421913275 1.2582962316656605 
various 	 271.6384949027509 1.6715648912953824 
causal 	 2796.1819332432433 1.2582962316656605 
factors 	 416.44421060491914 1.6715648912953824 
cotton 	 2455.4612421913275 1.2582962316656605 
growth 	 409.2715455717346 1.6715648912953824 
impact 	 1249.3326318147574 1.2582962316656605 
american 	 246.509628214396 1.6715648912953824 
economy 	 447.70026429303033 1.6715648912953824 
covers 	 2027.3447001143402 1.2582962316656605 
periods 	 1993.132072757844 1.2582962316656605 
measures 	 839.8198260254692 1.5447290758120074 
milk 	 1302.1489954589526 1.5447290758120074 
industry 	 95.63670557209993 1.898278038133971 
importance 	 1582.8032514846584 1.2582962316656605 
financial 	 280.11852051279374 1.7431279432357174 
intermediaries 	 3991.285499218356 1.2582962316656605 
marketing 	 521.6718435602855 1.6715648912953824 
redistribution 	 3528.9563297848727 1.2582962316656605 
securities 	 2333.85276380976 1.2582962316656605 
legal 	 1138.7491978346472 1.2582962316656605 
attacks 	 2231.0342603649788 1.2582962316656605 
sexism 	 2796.1819332432433 1.2582962316656605 
bell 	 1227.7306210956638 1.5447290758120074 
discusses 	 224.98031601729724 1.7431279432357174 
suit 	 2391.889352261843 1.2582962316656605 
filed 	 2101.53219873286 1.2582962316656605 
equal 	 1960.5890332568329 1.2582962316656605 
opportunity 	 1547.6898812498819 1.2582962316656605 
commission 	 749.1299319116747 1.5447290758120074 
telephone 	 1659.1149557202136 1.2582962316656605 
discriminatory 	 2796.1819332432433 1.2582962316656605 
hiring 	 2604.2979909179053 1.2582962316656605 
practices 	 479.1938959200432 1.6715648912953824 
operations 	 1452.2416185415527 1.2582962316656605 
commercial 	 1530.8029033243604 1.2582962316656605 
airlines 	 613.8653105478319 1.7431279432357174 
customer 	 2280.464277791511 1.2582962316656605 
services 	 469.9766382782998 1.5447290758120074 
operational 	 2185.0160150831816 1.2582962316656605 
employed 	 1871.5235943762764 1.2582962316656605 
attract 	 2917.790411624811 1.2582962316656605 
diminishing 	 3066.627160351389 1.2582962316656605 
passengers 	 2796.1819332432433 1.2582962316656605 
semi 	 2917.790411624811 1.2582962316656605 
strong 	 809.9341711024585 1.5447290758120074 
forms 	 1206.969190197966 1.2582962316656605 
efficient 	 2141.968821484422 1.2582962316656605 
market 	 630.1788381081074 1.5447290758120074 
hypothesis 	 2455.4612421913275 1.2582962316656605 
prevalent 	 2455.4612421913275 1.2582962316656605 
theory 	 647.2851517863555 1.5447290758120074 
stock 	 896.4811547967342 1.5447290758120074 
attempts 	 1395.441360378568 1.2582962316656605 
ensure 	 1792.9623095934685 1.2582962316656605 
rate 	 479.1938959200432 1.6715648912953824 
return 	 1012.5247840757486 1.2582962316656605 
current 	 313.31775885219986 1.6715648912953824 
privileged 	 3258.5111026767268 1.2582962316656605 
information 	 554.0400056883374 1.2582962316656605 
corporate 	 331.82299114404276 1.7890845254125034 
liquidation 	 3258.5111026767268 1.2582962316656605 
internal 	 1482.5650220507498 1.2582962316656605 
revenue 	 2185.0160150831816 1.2582962316656605 
code 	 1498.2598638233494 1.2582962316656605 
dealing 	 671.5503964395455 1.5447290758120074 
bankruptcy 	 2525.736706135098 1.2582962316656605 
disposition 	 3066.627160351389 1.2582962316656605 
assets 	 2101.53219873286 1.2582962316656605 
industrial 	 439.46475488943264 1.6715648912953824 
design 	 624.6663159073787 1.5447290758120074 
toll 	 2391.889352261843 1.2582962316656605 
advanced 	 1679.6396520509384 1.2582962316656605 
ray 	 3066.627160351389 1.2582962316656605 
loewy 	 3991.285499218356 1.2582962316656605 
aesthetic 	 2693.363429798462 1.2582962316656605 
creations 	 3258.5111026767268 1.2582962316656605 
functional 	 2693.363429798462 1.2582962316656605 
planning 	 791.4016257423292 1.5447290758120074 
strategy 	 1547.6898812498819 1.2582962316656605 
inquiry 	 2141.968821484422 1.2582962316656605 
economic 	 124.67063007587733 1.8627500525444334 
objectives 	 1582.8032514846584 1.2582962316656605 
planned 	 2027.3447001143402 1.2582962316656605 
movement 	 1111.520927489637 1.2582962316656605 
particular 	 1260.3576762162147 1.2582962316656605 
emphasis 	 711.6185244388735 1.5447290758120074 
anheuser 	 3258.5111026767268 1.2582962316656605 
busch 	 3258.5111026767268 1.2582962316656605 
firm 	 1818.1351083580275 1.2582962316656605 
beer 	 3528.9563297848727 1.2582962316656605 
public 	 719.4672219999235 1.2582962316656605 
purpose 	 1260.3576762162147 1.2582962316656605 
set 	 989.9124491080693 1.2582962316656605 
structure 	 1167.136460651984 1.2582962316656605 
efforts 	 1260.3576762162147 1.2582962316656605 
include 	 1138.7491978346472 1.2582962316656605 
employee 	 1871.5235943762764 1.2582962316656605 
pride 	 2455.4612421913275 1.2582962316656605 
convenience 	 3066.627160351389 1.2582962316656605 
practicality 	 3528.9563297848727 1.2582962316656605 
closed 	 1050.76609936643 1.5447290758120074 
investment 	 323.97366844098343 1.7890845254125034 
companies 	 363.0604046353882 1.7431279432357174 
dow 	 1398.0909666216216 1.5447290758120074 
positive 	 1722.6868456496982 1.2582962316656605 
negative 	 1768.705090931495 1.2582962316656605 
aspects 	 630.1788381081074 1.5447290758120074 
management 	 370.50697582987897 1.6715648912953824 
mutual 	 1993.132072757844 1.2582962316656605 
funds 	 1679.6396520509384 1.2582962316656605 
study 	 404.6194273498788 1.5447290758120074 
concludes 	 1993.132072757844 1.2582962316656605 
investments 	 2391.889352261843 1.2582962316656605 
yield 	 2604.2979909179053 1.2582962316656605 
jones 	 2101.53219873286 1.2582962316656605 
efficiency 	 922.147662015633 1.5447290758120074 
analyzes 	 269.21594540571317 1.7431279432357174 
organization 	 975.252518326646 1.2582962316656605 
discussed 	 1318.3942646682979 1.2582962316656605 
framework 	 2141.968821484422 1.2582962316656605 
behavioral 	 2455.4612421913275 1.2582962316656605 
sciences 	 2391.889352261843 1.2582962316656605 
particularly 	 1186.7555220845816 1.2582962316656605 
concerns 	 935.7617971881382 1.5447290758120074 
behavior 	 1452.2416185415527 1.2582962316656605 
effects 	 260.9797034545063 1.7431279432357174 
technology 	 624.6663159073787 1.5447290758120074 
depth 	 1639.2030292993766 1.2582962316656605 
look 	 1068.473733890877 1.2582962316656605 
progressive 	 2280.464277791511 1.2582962316656605 
country's 	 1929.5601828283593 1.2582962316656605 
major 	 893.4767694910605 1.2582962316656605 
institutions 	 1482.5650220507498 1.2582962316656605 
consumer 	 800.5391836340654 1.5447290758120074 
purchases 	 1398.0909666216216 1.5447290758120074 
nondurable 	 3991.285499218356 1.2582962316656605 
statistical 	 1031.7037683508072 1.5447290758120074 
breakdown 	 2333.85276380976 1.2582962316656605 
nondurables 	 3991.285499218356 1.2582962316656605 
food 	 1437.5816877601296 1.2582962316656605 
gasoline 	 2796.1819332432433 1.2582962316656605 
energy 	 711.6185244388735 1.5447290758120074 
crisis 	 447.70026429303033 1.6715648912953824 
air 	 539.9561140683057 1.6715648912953824 
cargo 	 1346.681714899231 1.5447290758120074 
transport 	 1092.5080075415908 1.5447290758120074 
assessment 	 1745.299180617378 1.2582962316656605 
affected 	 1679.6396520509384 1.2582962316656605 
fuel 	 1115.5171301824894 1.5447290758120074 
cut 	 2231.0342603649788 1.2582962316656605 
prospects 	 850.4080169133816 1.5447290758120074 
future 	 506.2623920378743 1.5447290758120074 
pan 	 2796.1819332432433 1.2582962316656605 
looking 	 1498.2598638233494 1.2582962316656605 
surprisingly 	 2917.790411624811 1.2582962316656605 
unsound 	 3991.285499218356 1.2582962316656605 
shape 	 2280.464277791511 1.2582962316656605 
world's 	 2391.889352261843 1.2582962316656605 
leading 	 514.0185555696575 1.5447290758120074 
carrier 	 2604.2979909179053 1.2582962316656605 
labor 	 718.7908438800648 1.5447290758120074 
value 	 630.1788381081074 1.5447290758120074 
relative 	 1619.868342204917 1.2582962316656605 
surplus 	 2917.790411624811 1.2582962316656605 
increased 	 1619.868342204917 1.2582962316656605 
exploited 	 2693.363429798462 1.2582962316656605 
merger 	 2917.790411624811 1.2582962316656605 
wave 	 2391.889352261843 1.2582962316656605 
wall 	 2231.0342603649788 1.2582962316656605 
street 	 711.6185244388735 1.5447290758120074 
comprehensive 	 1498.2598638233494 1.2582962316656605 
brokerage 	 3258.5111026767268 1.2582962316656605 
firms 	 1960.5890332568329 1.2582962316656605 
mergers 	 1533.3135801756946 1.5447290758120074 
venture 	 2455.4612421913275 1.2582962316656605 
capital 	 1565.0155306808567 1.2582962316656605 
entrepreneurs 	 3258.5111026767268 1.2582962316656605 
risk 	 791.4016257423292 1.5447290758120074 
rates 	 872.649590308689 1.5447290758120074 
slow 	 2141.968821484422 1.2582962316656605 
due 	 1282.9700111838945 1.2582962316656605 
classical 	 1871.5235943762764 1.2582962316656605 
uniform 	 2455.4612421913275 1.2582962316656605 
profit 	 922.147662015633 1.5447290758120074 
neoclassical 	 3066.627160351389 1.2582962316656605 
adam 	 2333.85276380976 1.2582962316656605 
smith's 	 2917.790411624811 1.2582962316656605 
transmuted 	 3991.285499218356 1.2582962316656605 
adjusted 	 3258.5111026767268 1.2582962316656605 
twentieth 	 2101.53219873286 1.2582962316656605 
century 	 1330.633140159985 1.2582962316656605 
capitalism 	 2280.464277791511 1.2582962316656605 
communications 	 178.63617260810233 1.7431279432357174 
overview 	 578.7695863857168 1.5447290758120074 
united 	 459.8184925821496 1.5447290758120074 
fits 	 2917.790411624811 1.2582962316656605 
total 	 1530.8029033243604 1.2582962316656605 
picture 	 1993.132072757844 1.2582962316656605 
includes 	 913.0001144852358 1.2582962316656605 
phases 	 2917.790411624811 1.2582962316656605 
sales 	 1818.1351083580275 1.2582962316656605 
involvement 	 1582.8032514846584 1.2582962316656605 
federal 	 1186.7555220845816 1.2582962316656605 
alcohol 	 1115.5171301824894 1.5447290758120074 
gasohol 	 3991.285499218356 1.2582962316656605 
contributions 	 800.5391836340654 1.5447290758120074 
alternative 	 1482.5650220507498 1.2582962316656605 
national 	 760.2127125504757 1.2582962316656605 
production 	 1467.2310133948758 1.2582962316656605 
boeing 	 3258.5111026767268 1.2582962316656605 
lockheed 	 3991.285499218356 1.2582962316656605 
mcdonnell 	 3991.285499218356 1.2582962316656605 
douglas 	 2333.85276380976 1.2582962316656605 
recommended 	 2231.0342603649788 1.2582962316656605 
sell 	 1899.910857193613 1.2582962316656605 
hold 	 1700.8160338267633 1.2582962316656605 
actions 	 1437.5816877601296 1.2582962316656605 
projections 	 2280.464277791511 1.2582962316656605 
depression 	 1092.5080075415908 1.5447290758120074 
experiences 	 1679.6396520509384 1.2582962316656605 
habits 	 2231.0342603649788 1.2582962316656605 
opportunities 	 1679.6396520509384 1.2582962316656605 
buying 	 2333.85276380976 1.2582962316656605 
financing 	 964.7800914141797 1.5447290758120074 
family 	 1138.7491978346472 1.2582962316656605 
cigarette 	 3991.285499218356 1.2582962316656605 
collusion 	 3528.9563297848727 1.2582962316656605 
oligopolistic 	 3991.285499218356 1.2582962316656605 
tendencies 	 1398.0909666216216 1.5447290758120074 
patterns 	 1582.8032514846584 1.2582962316656605 
conglomerates 	 3258.5111026767268 1.2582962316656605 
deep 	 2455.4612421913275 1.2582962316656605 
pockets 	 3991.285499218356 1.2582962316656605 
strength 	 2141.968821484422 1.2582962316656605 
acquiring 	 2917.790411624811 1.2582962316656605 
concentrations 	 3991.285499218356 1.2582962316656605 
power 	 960.9078794442635 1.2582962316656605 
south 	 1186.7555220845816 1.2582962316656605 
seaport 	 3991.285499218356 1.2582962316656605 
cost 	 677.902969462272 1.5447290758120074 
benefit 	 659.1971323341489 1.5447290758120074 
famous 	 2185.0160150831816 1.2582962316656605 
york 	 1102.6863612473733 1.2582962316656605 
port 	 2604.2979909179053 1.2582962316656605 
including 	 292.8099340633344 1.5447290758120074 
introduction 	 1368.7578021912307 1.2582962316656605 
identification 	 2027.3447001143402 1.2582962316656605 
data 	 1120.474082051175 1.2582962316656605 
life 	 413.2078848000341 1.5447290758120074 
insurance 	 773.8449406249409 1.5447290758120074 
relates 	 1993.132072757844 1.2582962316656605 
plans 	 1157.5391727714336 1.2582962316656605 
offered 	 1700.8160338267633 1.2582962316656605 
advantages 	 1659.1149557202136 1.2582962316656605 
disadvantages 	 2185.0160150831816 1.2582962316656605 
enforcement 	 1871.5235943762764 1.2582962316656605 
pension 	 2693.363429798462 1.2582962316656605 
plan 	 172.42417002828088 1.8446657470546948 
proposed 	 1619.868342204917 1.2582962316656605 
hypothetical 	 2141.968821484422 1.2582962316656605 
indicating 	 2231.0342603649788 1.2582962316656605 
considered 	 1381.9661545977826 1.2582962316656605 
implementation 	 1659.1149557202136 1.2582962316656605 
name 	 1306.3759214980114 1.2582962316656605 
employer 	 2141.968821484422 1.2582962316656605 
administrator 	 2333.85276380976 1.2582962316656605 
trustees 	 3066.627160351389 1.2582962316656605 
address 	 1423.237048877747 1.2582962316656605 
type 	 1639.2030292993766 1.2582962316656605 
eligibility 	 2604.2979909179053 1.2582962316656605 
requirements 	 1467.2310133948758 1.2582962316656605 
microeconomics 	 1995.642749609178 1.5447290758120074 
defines 	 1818.1351083580275 1.2582962316656605 
units 	 2027.3447001143402 1.2582962316656605 
components 	 1871.5235943762764 1.2582962316656605 
determine 	 1547.6898812498819 1.2582962316656605 
incomes 	 2796.1819332432433 1.2582962316656605 
distribution 	 1601.0783672681307 1.2582962316656605 
credit 	 800.5391836340654 1.5447290758120074 
crunch 	 3991.285499218356 1.2582962316656605 
affect 	 1498.2598638233494 1.2582962316656605 
debt 	 2101.53219873286 1.2582962316656605 
acquisitions 	 3066.627160351389 1.2582962316656605 
banking 	 2063.4075367016144 1.2582962316656605 
conservative 	 2280.464277791511 1.2582962316656605 
lending 	 3066.627160351389 1.2582962316656605 
afn 	 968.0416372851342 1.2582962316656605 
top 	 623.0315423829147 1.2582962316656605 
experienced 	 809.2388546997576 1.2582962316656605 
microsoft 	 431.0782308857586 1.5447290758120074 
internet 	 690.4626523361177 1.2582962316656605 
explorer 	 893.4767694910605 1.2582962316656605 
msie30 	 893.4767694910605 1.2582962316656605 
http 	 292.6521437504878 1.2582962316656605 
www 	 290.05175059324444 1.2582962316656605 
com 	 107.31542426167435 1.6715648912953824 
htm 	 437.59209463570545 1.2582962316656605 
start 	 719.4672219999235 1.2582962316656605 
send 	 704.8072912185005 1.2582962316656605 
comments 	 251.66043772799046 1.6715648912953824 
mailto 	 484.5360860758257 1.2582962316656605 
updated 	 714.5446904324093 1.2582962316656605 
copyright 	 520.2130389381334 1.2582962316656605 
asm 	 893.4767694910605 1.2582962316656605 
rights 	 614.5346121893691 1.2582962316656605 
reserved 	 739.5288846431879 1.2582962316656605 
