term 	 tf-idf weight 	 BM25 ranking 
 law 	 79.2689463363419 1.8454426494534604 
keeping 	 8241.78173544124 0.6294213829252128 
rightful 	 14744.418995613238 0.6294213829252128 
owner 	 7912.760384014417 0.6294213829252128 
misusing 	 13036.504342713533 0.6294213829252128 
trade 	 5257.655304999653 0.6294213829252128 
secrets 	 8621.609010535605 0.6294213829252128 
unlawfully 	 2265.7179379627655 1.3932385919925765 
tapping 	 12037.438316335016 0.6294213829252128 
cable 	 9070.849326475909 0.6294213829252128 
television 	 2068.28191037157 1.1588556333940698 
services 	 694.4662289161804 1.3932385919925765 
interfering 	 5389.381989687808 0.9575055364081447 
public 	 379.6888487915638 1.5254663193961024 
utilities 	 9620.675036914121 0.6294213829252128 
sums 	 12037.438316335016 0.6294213829252128 
money 	 423.2685449361801 1.6695096978954136 
deception 	 2582.3809158588274 1.2950177433257133 
additionally 	 11328.589689813827 0.6294213829252128 
firearm 	 14744.418995613238 0.6294213829252128 
convicted 	 4310.804505267803 0.9575055364081447 
previously 	 7622.542984157088 0.6294213829252128 
burglary 	 3259.1260856783833 1.2950177433257133 
involves 	 2540.847661385696 1.1588556333940698 
entering 	 7362.934673576204 0.6294213829252128 
remaining 	 9330.457637056794 0.6294213829252128 
building 	 1623.4500090668096 1.1588556333940698 
dwelling 	 6018.719158167508 0.9575055364081447 
authority 	 2682.4013104095848 0.9575055364081447 
enter 	 3681.467336788102 0.9575055364081447 
steal 	 12037.438316335016 0.6294213829252128 
arson 	 6018.719158167508 0.9575055364081447 
similarly 	 4665.228818528397 0.9575055364081447 
felonious 	 14744.418995613238 0.6294213829252128 
presence 	 7242.715709062722 0.6294213829252128 
fixed 	 7622.542984157088 0.6294213829252128 
nonviolent 	 13036.504342713533 0.6294213829252128 
frequently 	 3181.934323598843 0.9575055364081447 
term 	 2412.9762148209147 0.9575055364081447 
describe 	 2496.4404503157093 1.1588556333940698 
cheating 	 13036.504342713533 0.6294213829252128 
dishonesty 	 14744.418995613238 0.6294213829252128 
common 	 1105.2774278150312 1.2950177433257133 
basis 	 4870.3500272004285 0.6294213829252128 
typically 	 3881.69065792936 0.9575055364081447 
professionals 	 7128.0903905383475 0.6294213829252128 
entrepreneurs 	 12037.438316335016 0.6294213829252128 
cover 	 5847.117258857868 0.6294213829252128 
legitimate 	 2106.0959447070027 1.2950177433257133 
business 	 447.8381429754176 1.3932385919925765 
difficult 	 6129.02436415983 0.6294213829252128 
prosecute 	 3443.1745544784367 1.1588556333940698 
complexity 	 8621.609010535605 0.6294213829252128 
carry 	 2376.0301301794493 1.1588556333940698 
lesser 	 11328.589689813827 0.6294213829252128 
associated 	 3027.733331479508 0.9575055364081447 
defendants 	 3592.9213264585383 1.1588556333940698 
enormous 	 8836.005043438052 0.6294213829252128 
pay 	 1788.2675402730565 1.1588556333940698 
restitution 	 2832.147422453457 1.2950177433257133 
spend 	 8241.78173544124 0.6294213829252128 
jail 	 7763.38131585872 0.6294213829252128 
trend 	 7362.934673576204 0.6294213829252128 
stricter 	 9949.696388340946 0.6294213829252128 
recognize 	 4120.89086772062 0.9575055364081447 
financial 	 591.3146579940233 1.5254663193961024 
damage 	 2587.793771952907 1.1588556333940698 
criminals 	 4418.002521719026 0.9575055364081447 
inflict 	 13036.504342713533 0.6294213829252128 
society 	 3740.421391248343 0.6294213829252128 
practical 	 5984.041372103322 0.6294213829252128 
matter 	 6204.84573111471 0.6294213829252128 
impossible 	 8241.78173544124 0.6294213829252128 
fits 	 10778.763979375615 0.6294213829252128 
specific 	 265.78219415409467 1.6423703246572348 
narrowly 	 11328.589689813827 0.6294213829252128 
drawn 	 8241.78173544124 0.6294213829252128 
outlaw 	 13036.504342713533 0.6294213829252128 
catch 	 5389.381989687808 0.9575055364081447 
criminalizing 	 13036.504342713533 0.6294213829252128 
dishonest 	 14744.418995613238 0.6294213829252128 
behavior 	 2682.4013104095848 0.9575055364081447 
prohibit 	 3110.152545685598 1.1588556333940698 
purpose 	 1551.9846647659938 1.1588556333940698 
prevent 	 1551.2114327786776 1.2950177433257133 
seeking 	 6447.402070526566 0.6294213829252128 
preferential 	 12037.438316335016 0.6294213829252128 
treatment 	 4041.28243616576 0.6294213829252128 
officials 	 5781.406698047423 0.6294213829252128 
officers 	 2207.825652592857 1.1588556333940698 
offices 	 5781.406698047423 0.6294213829252128 
gain 	 7128.0903905383475 0.6294213829252128 
specifically 	 1864.7258077512745 1.1588556333940698 
official 	 1118.8354846507646 1.3932385919925765 
offered 	 6283.074523761837 0.6294213829252128 
seeks 	 8424.38377882801 0.6294213829252128 
exchange 	 1949.039086285956 1.1588556333940698 
performing 	 9620.675036914121 0.6294213829252128 
fraudulous 	 14744.418995613238 0.6294213829252128 
duty 	 6623.47695777857 0.6294213829252128 
met 	 2682.4013104095848 0.9575055364081447 
appears 	 4120.89086772062 0.9575055364081447 
playing 	 9330.457637056794 0.6294213829252128 
growth 	 4535.7350297845005 0.6294213829252128 
technologies 	 8424.38377882801 0.6294213829252128 
variations 	 9070.849326475909 0.6294213829252128 
address 	 5257.655304999653 0.6294213829252128 
existence 	 7362.934673576204 0.6294213829252128 
adequate 	 8424.38377882801 0.6294213829252128 
proscribing 	 14744.418995613238 0.6294213829252128 
illicit 	 12037.438316335016 0.6294213829252128 
outlawed 	 10329.52366343531 0.6294213829252128 
accessing 	 2265.7179379627655 1.3932385919925765 
authorization 	 933.0457637056793 1.6423703246572348 
exceeding 	 3776.196563271276 1.1588556333940698 
confidential 	 9330.457637056794 0.6294213829252128 
security 	 4276.126719203617 0.6294213829252128 
institution 	 2304.5647858786333 1.1588556333940698 
credit 	 2957.314165628691 0.9575055364081447 
card 	 1978.1900960036041 1.2950177433257133 
issuer 	 14744.418995613238 0.6294213829252128 
department 	 2369.74370881343 0.9575055364081447 
agency 	 2602.8898523680973 0.9575055364081447 
exclusively 	 8836.005043438052 0.6294213829252128 
affecting 	 6913.6943576359 0.6294213829252128 
government's 	 6813.108963137991 0.6294213829252128 
thereof 	 10778.763979375615 0.6294213829252128 
defraud 	 1629.5630428391917 1.5720919815365018 
obtain 	 3311.738478889285 0.9575055364081447 
alter 	 4974.848194170473 0.9575055364081447 
destroy 	 5664.294844906914 0.9575055364081447 
loss 	 2923.558629428934 0.9575055364081447 
medical 	 1565.788911276515 1.1588556333940698 
affected 	 6204.84573111471 0.6294213829252128 
amount 	 1949.039086285956 1.1588556333940698 
trafficking 	 10329.52366343531 0.6294213829252128 
password 	 12037.438316335016 0.6294213829252128 
accessed 	 10778.763979375615 0.6294213829252128 
affects 	 3266.9335412707674 0.9575055364081447 
interstate 	 3443.1745544784367 1.1588556333940698 
foreign 	 1870.2106956241714 0.9575055364081447 
commerce 	 4212.191889414005 0.9575055364081447 
recognizes 	 8836.005043438052 0.6294213829252128 
tampering 	 2407.487663267003 1.3932385919925765 
accesses 	 4914.806331871079 1.1588556333940698 
program 	 484.5518568984155 1.4674372847472281 
data 	 689.8671009930272 1.4674372847472281 
obtains 	 7372.209497806619 0.9575055364081447 
damages 	 4665.228818528397 0.9575055364081447 
destroys 	 6518.252171356767 0.9575055364081447 
inserts 	 12037.438316335016 0.6294213829252128 
contains 	 3564.0451952691737 0.9575055364081447 
commands 	 9070.849326475909 0.6294213829252128 
computers 	 7489.321350947128 0.6294213829252128 
delete 	 13036.504342713533 0.6294213829252128 
remove 	 8241.78173544124 0.6294213829252128 
disrupts 	 14744.418995613238 0.6294213829252128 
connection 	 7242.715709062722 0.6294213829252128 
scheme 	 1796.4606632292691 1.4674372847472281 
damaged 	 9330.457637056794 0.6294213829252128 
stolen 	 5389.381989687808 0.9575055364081447 
increases 	 7489.321350947128 0.6294213829252128 
embezzle 	 14744.418995613238 0.6294213829252128 
another's 	 6518.252171356767 0.9575055364081447 
job 	 6129.02436415983 0.6294213829252128 
position 	 1788.0469222418074 0.9575055364081447 
trust 	 8071.7833000973915 0.6294213829252128 
accountant 	 11328.589689813827 0.6294213829252128 
sophisticated 	 8424.38377882801 0.6294213829252128 
methods 	 4106.128283859768 0.6294213829252128 
falsify 	 13036.504342713533 0.6294213829252128 
records 	 7489.321350947128 0.6294213829252128 
skim 	 14744.418995613238 0.6294213829252128 
profits 	 4035.8916500486957 0.9575055364081447 
bank 	 1653.8732402069365 1.1588556333940698 
teller 	 5664.294844906914 0.9575055364081447 
