term 	 tf-idf weight 	 BM25 ranking 
 shared 	 379.43242253886416 1.7675656831861901 
dressing 	 492.04338631183384 1.8481089208908341 
included 	 1707.522278970501 1.206637675631683 
goes 	 1972.888437260918 1.206637675631683 
particularly 	 1323.7572840043908 1.206637675631683 
green 	 999.9729822620244 1.505174949825268 
composed 	 2668.014509869282 1.206637675631683 
greens 	 1710.3227940790355 1.505174949825268 
mustard 	 2226.024296415635 1.505174949825268 
kale 	 3936.3470904946707 1.206637675631683 
dutch 	 3254.6267859802992 1.206637675631683 
endive 	 4452.04859283127 1.206637675631683 
french 	 1806.869635083146 1.206637675631683 
sorrel 	 4452.04859283127 1.206637675631683 
watercress 	 4452.04859283127 1.206637675631683 
sliced 	 984.0867726236677 1.717660283861495 
match 	 3420.645588158071 1.206637675631683 
stick 	 3634.681050062196 1.206637675631683 
thin 	 1001.4304806447055 1.640465522215284 
basic 	 1541.503476792729 1.206637675631683 
vinegar 	 445.204859283127 1.8766129982279471 
recipe 	 519.2401500088852 1.82827332035263 
nutty 	 4452.04859283127 1.206637675631683 
add 	 452.27719846628764 1.7675656831861901 
little 	 1726.3587281108128 1.206637675631683 
mayonnaise 	 4452.04859283127 1.206637675631683 
dip 	 4452.04859283127 1.206637675631683 
cup 	 162.88788515038436 1.9392821484360787 
tbsp 	 562.3352986420958 1.82827332035263 
lemon 	 1211.5603500207321 1.640465522215284 
juice 	 984.0867726236677 1.717660283861495 
rice 	 187.7682151208823 1.9210567672424392 
cider 	 4452.04859283127 1.206637675631683 
water 	 345.2717456221626 1.7675656831861901 
medium 	 575.4030012391308 1.717660283861495 
cloves 	 4452.04859283127 1.206637675631683 
garlic 	 2226.024296415635 1.505174949825268 
tsp 	 328.0289242078892 1.8961092680291403 
sweetener 	 3634.681050062196 1.206637675631683 
maple 	 1710.3227940790355 1.505174949825268 
syrup 	 1817.340525031098 1.505174949825268 
honey 	 4452.04859283127 1.206637675631683 
dijon 	 4452.04859283127 1.206637675631683 
optional 	 2389.2425834848723 1.206637675631683 
miso 	 4452.04859283127 1.206637675631683 
tamari 	 4452.04859283127 1.206637675631683 
soy 	 562.3352986420958 1.82827332035263 
sauce 	 2226.024296415635 1.505174949825268 
ground 	 1111.6118906535503 1.505174949825268 
cumin 	 4452.04859283127 1.206637675631683 
curry 	 4452.04859283127 1.206637675631683 
powder 	 3420.645588158071 1.206637675631683 
ingredients 	 1710.3227940790355 1.505174949825268 
blender 	 3936.3470904946707 1.206637675631683 
puree 	 4452.04859283127 1.206637675631683 
smooth 	 2738.9252836437 1.206637675631683 
cover 	 588.5085552746556 1.640465522215284 
week 	 1726.3587281108128 1.206637675631683 
substituted 	 4452.04859283127 1.206637675631683 
herb 	 3936.3470904946707 1.206637675631683 
chopped 	 1113.0121482078175 1.717660283861495 
fresh 	 726.2360214553679 1.717660283861495 
dried 	 1211.5603500207321 1.640465522215284 
herbs 	 3634.681050062196 1.206637675631683 
tanya 	 4452.04859283127 1.206637675631683 
kitchen 	 1817.340525031098 1.505174949825268 
zingy 	 2226.024296415635 1.505174949825268 
cran 	 2226.024296415635 1.505174949825268 
orange 	 650.8195113472494 1.717660283861495 
salad 	 427.58069851975887 1.8481089208908341 
cranberries 	 2226.024296415635 1.505174949825268 
try 	 2057.2049791293284 1.206637675631683 
ones 	 2389.2425834848723 1.206637675631683 
thinly 	 984.0867726236677 1.717660283861495 
head 	 1653.7157067552591 1.206637675631683 
red 	 948.5810563471604 1.505174949825268 
leaf 	 3936.3470904946707 1.206637675631683 
lettuce 	 1113.0121482078175 1.717660283861495 
torn 	 4452.04859283127 1.206637675631683 
cups 	 1211.5603500207321 1.640465522215284 
broccoli 	 3936.3470904946707 1.206637675631683 
florets 	 4452.04859283127 1.206637675631683 
cut 	 2488.5899395975175 1.206637675631683 
onion 	 984.0867726236677 1.717660283861495 
fine 	 1130.692996165719 1.505174949825268 
raisins 	 1968.1735452473354 1.505174949825268 
preferably 	 1968.1735452473354 1.505174949825268 
unsulphured 	 4452.04859283127 1.206637675631683 
pecans 	 4452.04859283127 1.206637675631683 
peeled 	 787.2694180989341 1.7675656831861901 
sections 	 2543.726270879886 1.206637675631683 
drained 	 2226.024296415635 1.505174949825268 
canned 	 3936.3470904946707 1.206637675631683 
mandarins 	 4452.04859283127 1.206637675631683 
peel 	 3936.3470904946707 1.206637675631683 
peeler 	 3936.3470904946707 1.206637675631683 
shave 	 4452.04859283127 1.206637675631683 
pieces 	 2904.9440858214716 1.206637675631683 
slice 	 1968.1735452473354 1.505174949825268 
piece 	 2543.726270879886 1.206637675631683 
toothpick 	 4452.04859283127 1.206637675631683 
strips 	 3936.3470904946707 1.206637675631683 
sunflower 	 4452.04859283127 1.206637675631683 
sprouts 	 1312.1156968315568 1.640465522215284 
balsamic 	 4452.04859283127 1.206637675631683 
clove 	 4452.04859283127 1.206637675631683 
sea 	 892.9552513099619 1.505174949825268 
salt 	 1502.1457209670584 1.505174949825268 
pepper 	 1968.1735452473354 1.505174949825268 
paprika 	 4452.04859283127 1.206637675631683 
serves 	 555.8059453267751 1.717660283861495 
serving 	 597.3106458712181 1.717660283861495 
calories 	 726.9362100124392 1.7675656831861901 
fat 	 650.9253571960598 1.7675656831861901 
carbohydrates 	 1484.0161976104232 1.640465522215284 
fibre 	 1312.1156968315568 1.640465522215284 
sweet 	 3936.3470904946707 1.206637675631683 
sour 	 4452.04859283127 1.206637675631683 
cole 	 2226.024296415635 1.505174949825268 
slaw 	 2226.024296415635 1.505174949825268 
ginger 	 787.2694180989341 1.7675656831861901 
favourite 	 1968.1735452473354 1.505174949825268 
taste 	 1627.3133929901496 1.505174949825268 
sensation 	 3634.681050062196 1.206637675631683 
sized 	 1710.3227940790355 1.505174949825268 
cabbage 	 1484.0161976104232 1.640465522215284 
shredded 	 2226.024296415635 1.505174949825268 
carrot 	 3936.3470904946707 1.206637675631683 
grated 	 4452.04859283127 1.206637675631683 
diced 	 1484.0161976104232 1.640465522215284 
stalk 	 4452.04859283127 1.206637675631683 
celery 	 4452.04859283127 1.206637675631683 
organic 	 3254.6267859802992 1.206637675631683 
pepitas 	 4452.04859283127 1.206637675631683 
roasted 	 3936.3470904946707 1.206637675631683 
salted 	 4452.04859283127 1.206637675631683 
pumpkin 	 3634.681050062196 1.206637675631683 
minced 	 4452.04859283127 1.206637675631683 
pinch 	 2226.024296415635 1.505174949825268 
spike 	 1968.1735452473354 1.505174949825268 
dash 	 3634.681050062196 1.206637675631683 
note 	 2028.024768543287 1.206637675631683 
tastes 	 3420.645588158071 1.206637675631683 
kept 	 2543.726270879886 1.206637675631683 
fridge 	 4452.04859283127 1.206637675631683 
allow 	 602.2898783610486 1.640465522215284 
distinct 	 2543.726270879886 1.206637675631683 
cliff 	 3936.3470904946707 1.206637675631683 
california 	 1921.557740874626 1.206637675631683 
sushi 	 1968.1735452473354 1.505174949825268 
novel 	 2223.2237813071006 1.206637675631683 
fun 	 3004.291441934117 1.206637675631683 
appetizer 	 4452.04859283127 1.206637675631683 
seaweeds 	 4452.04859283127 1.206637675631683 
supply 	 1828.4363625168457 1.206637675631683 
minerals 	 3634.681050062196 1.206637675631683 
iron 	 3254.6267859802992 1.206637675631683 
calcium 	 1312.1156968315568 1.640465522215284 
magnesium 	 4452.04859283127 1.206637675631683 
pickle 	 3936.3470904946707 1.206637675631683 
seasoned 	 1312.1156968315568 1.640465522215284 
hours 	 973.3902476606665 1.505174949825268 
cool 	 1408.6567536465614 1.505174949825268 
delicate 	 3420.645588158071 1.206637675631683 
pink 	 3634.681050062196 1.206637675631683 
colour 	 3420.645588158071 1.206637675631683 
short 	 1470.592703018311 1.206637675631683 
grain 	 3254.6267859802992 1.206637675631683 
white 	 1571.8750407157988 1.206637675631683 
finely 	 1968.1735452473354 1.505174949825268 
carrots 	 1968.1735452473354 1.505174949825268 
sugar 	 3420.645588158071 1.206637675631683 
cucumber 	 2226.024296415635 1.505174949825268 
butter 	 4452.04859283127 1.206637675631683 
leaves 	 2389.2425834848723 1.206637675631683 
rinsed 	 4452.04859283127 1.206637675631683 
crisped 	 4452.04859283127 1.206637675631683 
dozen 	 3118.9795477255966 1.206637675631683 
toasted 	 1484.0161976104232 1.640465522215284 
nori 	 2226.024296415635 1.505174949825268 
seaweed 	 3936.3470904946707 1.206637675631683 
squares 	 3936.3470904946707 1.206637675631683 
inch 	 2226.024296415635 1.505174949825268 
size 	 2057.2049791293284 1.206637675631683 
quart 	 4452.04859283127 1.206637675631683 
pan 	 1559.4897738627983 1.505174949825268 
rinse 	 4452.04859283127 1.206637675631683 
runs 	 2817.3135072931227 1.206637675631683 
drain 	 1817.340525031098 1.505174949825268 
bring 	 1785.9105026199238 1.206637675631683 
boil 	 3634.681050062196 1.206637675631683 
reduce 	 1873.541081148273 1.206637675631683 
low 	 1470.592703018311 1.206637675631683 
cook 	 1301.6390226944989 1.505174949825268 
minutes 	 1218.6296216056126 1.505174949825268 
sprinkle 	 4452.04859283127 1.206637675631683 
covered 	 2028.024768543287 1.206637675631683 
tender 	 3420.645588158071 1.206637675631683 
bite 	 1968.1735452473354 1.505174949825268 
stir 	 1817.340525031098 1.505174949825268 
spread 	 2437.259243211225 1.206637675631683 
wide 	 1587.538777158986 1.206637675631683 
spatula 	 4452.04859283127 1.206637675631683 
mix 	 1140.2151960526903 1.640465522215284 
ahead 	 2817.3135072931227 1.206637675631683 
divide 	 2738.9252836437 1.206637675631683 
lined 	 3936.3470904946707 1.206637675631683 
plates 	 4452.04859283127 1.206637675631683 
spoon 	 3936.3470904946707 1.206637675631683 
condiments 	 1484.0161976104232 1.640465522215284 
wrap 	 3634.681050062196 1.206637675631683 
avocado 	 4452.04859283127 1.206637675631683 
pitted 	 3634.681050062196 1.206637675631683 
dipped 	 4452.04859283127 1.206637675631683 
flavoured 	 4452.04859283127 1.206637675631683 
asparagus 	 4452.04859283127 1.206637675631683 
steamed 	 2226.024296415635 1.505174949825268 
cooled 	 4452.04859283127 1.206637675631683 
pickled 	 4452.04859283127 1.206637675631683 
slices 	 3936.3470904946707 1.206637675631683 
spinach 	 3936.3470904946707 1.206637675631683 
squeezed 	 3420.645588158071 1.206637675631683 
sprinkled 	 4452.04859283127 1.206637675631683 
garnish 	 4452.04859283127 1.206637675631683 
condiment 	 4452.04859283127 1.206637675631683 
platter 	 4452.04859283127 1.206637675631683 
bowl 	 1312.1156968315568 1.640465522215284 
dabs 	 4452.04859283127 1.206637675631683 
wasabi 	 4452.04859283127 1.206637675631683 
percentage 	 2437.259243211225 1.206637675631683 
following 	 1095.9691199827332 1.206637675631683 
valerie 	 3936.3470904946707 1.206637675631683 
mcintyre 	 3634.681050062196 1.206637675631683 
judged 	 3420.645588158071 1.206637675631683 
entree 	 4452.04859283127 1.206637675631683 
soups 	 3936.3470904946707 1.206637675631683 
appetizers 	 4452.04859283127 1.206637675631683 
category 	 2186.9238991650427 1.206637675631683 
november 	 1785.9105026199238 1.206637675631683 
potluck 	 4452.04859283127 1.206637675631683 
dinner 	 3420.645588158071 1.206637675631683 
oriental 	 1627.3133929901496 1.505174949825268 
crunchy 	 4452.04859283127 1.206637675631683 
sui 	 1968.1735452473354 1.505174949825268 
choy 	 2226.024296415635 1.505174949825268 
powerhouse 	 4452.04859283127 1.206637675631683 
supplying 	 4452.04859283127 1.206637675631683 
milk 	 580.9888171642943 1.7675656831861901 
prepare 	 2668.014509869282 1.206637675631683 
savoy 	 4452.04859283127 1.206637675631683 
almond 	 3936.3470904946707 1.206637675631683 
slivers 	 4452.04859283127 1.206637675631683 
bean 	 4452.04859283127 1.206637675631683 
sesame 	 1968.1735452473354 1.505174949825268 
break 	 2152.3130075326826 1.206637675631683 
apart 	 2543.726270879886 1.206637675631683 
crumble 	 4452.04859283127 1.206637675631683 
sieve 	 4452.04859283127 1.206637675631683 
packages 	 1452.4720429107358 1.505174949825268 
noodles 	 2226.024296415635 1.505174949825268 
soup 	 1710.3227940790355 1.505174949825268 
reserve 	 2817.3135072931227 1.206637675631683 
packets 	 2226.024296415635 1.505174949825268 
step 	 1785.9105026199238 1.206637675631683 
pour 	 1817.340525031098 1.505174949825268 
kettle 	 3634.681050062196 1.206637675631683 
boiling 	 4452.04859283127 1.206637675631683 
soften 	 3936.3470904946707 1.206637675631683 
slightly 	 2488.5899395975175 1.206637675631683 
combine 	 2738.9252836437 1.206637675631683 
flavouring 	 4452.04859283127 1.206637675631683 
noodle 	 4452.04859283127 1.206637675631683 
alternative 	 1653.7157067552591 1.206637675631683 
packaged 	 3936.3470904946707 1.206637675631683 
seasoning 	 4452.04859283127 1.206637675631683 
carbohydrate 	 3936.3470904946707 1.206637675631683 
news 	 1357.8395788116738 1.206637675631683 
views 	 1323.7572840043908 1.206637675631683 
dairy 	 3936.3470904946707 1.206637675631683 
industry 	 586.7247364333327 1.505174949825268 
bought 	 3004.291441934117 1.206637675631683 
company 	 1381.4606103577216 1.206637675631683 
pacific 	 2261.385992331438 1.206637675631683 
currently 	 1571.8750407157988 1.206637675631683 
producing 	 2543.726270879886 1.206637675631683 
industries 	 2389.2425834848723 1.206637675631683 
canadian 	 2186.9238991650427 1.206637675631683 
government 	 877.8569355497267 1.206637675631683 
fortified 	 2226.024296415635 1.505174949825268 
b12 	 3936.3470904946707 1.206637675631683 
zinc 	 3936.3470904946707 1.206637675631683 
supporting 	 1999.9459645240488 1.206637675631683 
request 	 2028.024768543287 1.206637675631683 
products 	 1671.2223968284438 1.206637675631683 
market 	 1405.8562385380267 1.206637675631683 
autumn 	 3004.291441934117 1.206637675631683 
manoeuvre 	 4452.04859283127 1.206637675631683 
provide 	 1259.9467686168666 1.206637675631683 
opportunity 	 1726.3587281108128 1.206637675631683 
choose 	 2261.385992331438 1.206637675631683 
cow 	 3936.3470904946707 1.206637675631683 
conveniently 	 3936.3470904946707 1.206637675631683 
obtain 	 1999.9459645240488 1.206637675631683 
adequate 	 2543.726270879886 1.206637675631683 
amounts 	 2389.2425834848723 1.206637675631683 
nutrients 	 3634.681050062196 1.206637675631683 
info 	 1541.503476792729 1.206637675631683 
canada 	 1946.780495321333 1.206637675631683 
resource 	 2057.2049791293284 1.206637675631683 
centre 	 2668.014509869282 1.206637675631683 
potlucks 	 4452.04859283127 1.206637675631683 
events 	 1369.5563563959693 1.206637675631683 
telephone 	 1850.6469671002083 1.206637675631683 
june96 	 1968.1735452473354 1.505174949825268 
issue 	 1056.1735383791995 1.206637675631683 
htm 	 244.0543616259107 1.505174949825268 
vision's 	 1244.2949697987588 1.505174949825268 
library 	 973.3902476606665 1.505174949825268 
http 	 163.2182870692376 1.505174949825268 
www 	 161.7679928346131 1.505174949825268 
com 	 179.55624209299637 1.505174949825268 
village 	 1850.6469671002083 1.206637675631683 
index 	 323.5359856692262 1.206637675631683 
html 	 292.35427933119223 1.206637675631683 
