term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 673.5804964994928 1.581024561258616 
interfax 	 20680.193354213716 0.4020070373379819 
ertesulese 	 19676.4936604024 0.4020070373379819 
lovesek 	 26915.745390530985 0.4020070373379819 
dordultek 	 26915.745390530985 0.4020070373379819 
tegnap 	 2015.1785278739183 1.2030030220352834 
delutanborisz 	 26915.745390530985 0.4020070373379819 
orosz 	 546.1748068931807 1.6816791710459327 
elnok 	 11326.865299737812 0.4020070373379819 
moszkvai 	 17032.62924167267 0.4020070373379819 
lakasa 	 23797.96937237235 0.4020070373379819 
korzeteben 	 26915.745390530985 0.4020070373379819 
ismeretlenelkoveto 	 26915.745390530985 0.4020070373379819 
parkolo 	 23797.96937237235 0.4020070373379819 
teherautobol 	 26915.745390530985 0.4020070373379819 
harom 	 2797.1135947636885 1.0031301062405062 
lovest 	 26915.745390530985 0.4020070373379819 
adott 	 2797.1135947636885 1.0031301062405062 
ahatemeletes 	 26915.745390530985 0.4020070373379819 
sorhaz 	 26915.745390530985 0.4020070373379819 
iranyaba 	 18856.411297943192 0.4020070373379819 
majd 	 3367.902482497464 0.8602104553653607 
gepkocsin 	 26915.745390530985 0.4020070373379819 
elmenekult 	 23797.96937237235 0.4020070373379819 
helyszinrol 	 26915.745390530985 0.4020070373379819 
taszsz 	 26915.745390530985 0.4020070373379819 
ezzel 	 1524.8338027796087 1.2756220899431192 
szemben 	 5527.087875403745 0.6694518893391839 
ugy 	 1683.951241248732 1.2030030220352834 
tudja 	 11469.670944756794 0.4020070373379819 
tamado 	 23797.96937237235 0.4020070373379819 
szomszedos 	 8279.358821121883 0.6694518893391839 
hazralott 	 26915.745390530985 0.4020070373379819 
hatarontul 	 13914.853223514034 0.4020070373379819 
erdely 	 15045.26552192155 0.4020070373379819 
tokes 	 7689.301590334495 0.6694518893391839 
laszlot 	 19676.4936604024 0.4020070373379819 
nagykanizsan 	 23797.96937237235 0.4020070373379819 
fel 	 1021.2098234495007 1.4311231942116651 
akartak 	 16558.717642243766 0.4020070373379819 
robbantani 	 26915.745390530985 0.4020070373379819 
megkeresessel 	 26915.745390530985 0.4020070373379819 
fordult 	 8781.20866802754 0.6694518893391839 
kuncze 	 13440.941624085131 0.4020070373379819 
gabor 	 5963.744751881458 0.6694518893391839 
belugyminiszterhez 	 23797.96937237235 0.4020070373379819 
akiralyhagomelleki 	 26915.745390530985 0.4020070373379819 
reformatus 	 16130.012453483912 0.4020070373379819 
egyhazkerulet 	 26915.745390530985 0.4020070373379819 
puspoki 	 18856.411297943192 0.4020070373379819 
hivatala 	 26915.745390530985 0.4020070373379819 
erre 	 1820.6316349919332 1.2030030220352834 
alepesre 	 26915.745390530985 0.4020070373379819 
azert 	 3441.0552019754987 0.8602104553653607 
volt 	 631.4817154682745 1.6019995127814628 
szukseg 	 12091.07116724351 0.4020070373379819 
mert 	 1443.386778213199 1.2756220899431192 
laszlo 	 1398.5567973818443 1.33611275003504 
puspok 	 16130.012453483912 0.4020070373379819 
tavalyszeptember 	 26915.745390530985 0.4020070373379819 
nagykanizsai 	 23797.96937237235 0.4020070373379819 
istentiszteleti 	 26915.745390530985 0.4020070373379819 
szolgalata 	 23797.96937237235 0.4020070373379819 
alkalmaval 	 23797.96937237235 0.4020070373379819 
ahelybeli 	 26915.745390530985 0.4020070373379819 
templom 	 17562.41733605508 0.4020070373379819 
mellett 	 3684.725250269163 0.8602104553653607 
kibiztositott 	 26915.745390530985 0.4020070373379819 
robbanoszerkezetet 	 26915.745390530985 0.4020070373379819 
eztkesobb 	 26915.745390530985 0.4020070373379819 
rendorseg 	 13671.658862240334 0.4020070373379819 
hivatasos 	 15738.635279784557 0.4020070373379819 
budapesti 	 6045.535583621755 0.6694518893391839 
tuzszereszektavolitottak 	 26915.745390530985 0.4020070373379819 
hatastalanitottak 	 26915.745390530985 0.4020070373379819 
illetve 	 2237.6908758109507 1.114201499259894 
robbantottak 	 23797.96937237235 0.4020070373379819 
anagykanizsai 	 26915.745390530985 0.4020070373379819 
lelkeszi 	 26915.745390530985 0.4020070373379819 
hivataltol 	 23797.96937237235 0.4020070373379819 
kapott 	 4030.3570557478365 0.8602104553653607 
utolagos 	 21974.187316101827 0.4020070373379819 
ertesulesekbolmegallapithato 	 26915.745390530985 0.4020070373379819 
illetekes 	 17562.41733605508 0.4020070373379819 
hatosagok 	 16130.012453483912 0.4020070373379819 
sem 	 2020.7414894984786 1.114201499259894 
erdekelt 	 17562.41733605508 0.4020070373379819 
lelkeszihivatalt 	 26915.745390530985 0.4020070373379819 
nyilvanossagot 	 20680.193354213716 0.4020070373379819 
nem 	 214.97249888281686 1.8440398478290982 
tajekoztattak 	 20680.193354213716 0.4020070373379819 
gyanus 	 9428.205648971596 0.6694518893391839 
esetrol 	 23797.96937237235 0.4020070373379819 
kapcsolatos 	 13221.483465651025 0.4020070373379819 
vizsgalat 	 15378.60318066899 0.4020070373379819 
eredmenyet 	 18163.041540080183 0.4020070373379819 
elhallgattak 	 26915.745390530985 0.4020070373379819 
puspokihivatal 	 26915.745390530985 0.4020070373379819 
belugyminisztert 	 23797.96937237235 0.4020070373379819 
eset 	 16558.717642243766 0.4020070373379819 
tisztazasara 	 26915.745390530985 0.4020070373379819 
keri 	 16558.717642243766 0.4020070373379819 
felvidek 	 15738.635279784557 0.4020070373379819 
aljas 	 9081.520770040092 0.6694518893391839 
csalasai 	 23797.96937237235 0.4020070373379819 
megbizasabol 	 10340.096677106858 0.6694518893391839 
teledirect 	 26915.745390530985 0.4020070373379819 
felmerest 	 23797.96937237235 0.4020070373379819 
vegzett 	 16130.012453483912 0.4020070373379819 
telefon 	 20680.193354213716 0.4020070373379819 
elofizetokkoreben 	 26915.745390530985 0.4020070373379819 
szlovak 	 3542.9879422415306 1.0031301062405062 
alapszerzodeshez 	 23797.96937237235 0.4020070373379819 
fuzott 	 19676.4936604024 0.4020070373379819 
kiegeszitesrol 	 26915.745390530985 0.4020070373379819 
megkerdezettnek 	 26915.745390530985 0.4020070373379819 
csak 	 673.5804964994928 1.581024561258616 
szazaleka 	 4337.412145108426 0.8602104553653607 
ertesult 	 18856.411297943192 0.4020070373379819 
pozsonyi 	 18163.041540080183 0.4020070373379819 
parlamentdonteserol 	 26915.745390530985 0.4020070373379819 
melyik 	 15378.60318066899 0.4020070373379819 
dontesrol 	 26915.745390530985 0.4020070373379819 
kerdeztek 	 9838.2468302012 0.6694518893391839 
oket 	 10923.7898099516 0.4020070373379819 
kerdezettek 	 9428.205648971596 0.6694518893391839 
hazanknak 	 10340.096677106858 0.6694518893391839 
nemzetkozi 	 10923.7898099516 0.4020070373379819 
forumokhoz 	 23797.96937237235 0.4020070373379819 
kell 	 1010.3707447492393 1.4311231942116651 
fordulni 	 23797.96937237235 0.4020070373379819 
azugyben 	 23797.96937237235 0.4020070373379819 
szazalek 	 4270.764135760555 0.8602104553653607 
veli 	 5015.088507307183 0.8602104553653607 
mondani 	 14734.93558597324 0.4020070373379819 
alap 	 2759.786273707294 1.2030030220352834 
szerzodest 	 14444.641317896447 0.4020070373379819 
miert 	 2042.4196468990015 1.114201499259894 
lehetne 	 4407.161155217008 0.8602104553653607 
mindkettot 	 21974.187316101827 0.4020070373379819 
megtenni 	 23797.96937237235 0.4020070373379819 
allitjak 	 17562.41733605508 0.4020070373379819 
beugy 	 26915.745390530985 0.4020070373379819 
kerdes 	 10797.0772053554 0.4020070373379819 
arra 	 2553.0245586237515 1.0031301062405062 
kerdesre 	 14734.93558597324 0.4020070373379819 
legyen 	 5808.579783907303 0.6694518893391839 
alegfontosabb 	 23797.96937237235 0.4020070373379819 
szomszedainkkal 	 23797.96937237235 0.4020070373379819 
kialakitott 	 21974.187316101827 0.4020070373379819 
viszonyban 	 19676.4936604024 0.4020070373379819 
valaszolta 	 21974.187316101827 0.4020070373379819 
bekes 	 17562.41733605508 0.4020070373379819 
egymas 	 7367.46779298662 0.6694518893391839 
eles 	 15378.60318066899 0.4020070373379819 
kisebbseg 	 15378.60318066899 0.4020070373379819 
erdekei 	 18856.411297943192 0.4020070373379819 
megint 	 14171.951768966122 0.4020070373379819 
ezta 	 21974.187316101827 0.4020070373379819 
megkerdezettek 	 19676.4936604024 0.4020070373379819 
kent 	 8781.20866802754 0.6694518893391839 
ertelmezik 	 26915.745390530985 0.4020070373379819 
akkor 	 3517.960948027233 0.8602104553653607 
kerdesben 	 18856.411297943192 0.4020070373379819 
vana 	 26915.745390530985 0.4020070373379819 
hiba 	 16130.012453483912 0.4020070373379819 
pedig 	 2020.7414894984786 1.114201499259894 
gondoljak 	 17562.41733605508 0.4020070373379819 
mindketto 	 19676.4936604024 0.4020070373379819 
fontos 	 11617.159567814606 0.4020070373379819 
magyarhirlap 	 19676.4936604024 0.4020070373379819 
csal 	 23797.96937237235 0.4020070373379819 
avval 	 16558.717642243766 0.4020070373379819 
allitja 	 7522.632760960775 0.6694518893391839 
delvidek 	 26915.745390530985 0.4020070373379819 
lakossagcsere 	 26915.745390530985 0.4020070373379819 
ellen 	 2064.6331211852994 1.114201499259894 
foglal 	 21974.187316101827 0.4020070373379819 
allast 	 15378.60318066899 0.4020070373379819 
megkezdodott 	 17562.41733605508 0.4020070373379819 
kelet 	 12620.859261625925 0.4020070373379819 
szlavoniai 	 23797.96937237235 0.4020070373379819 
baranyai 	 23797.96937237235 0.4020070373379819 
szerbekkikoltozese 	 26915.745390530985 0.4020070373379819 
tersegbol 	 26915.745390530985 0.4020070373379819 
amelyet 	 2981.872375940729 1.0031301062405062 
fokozatosan 	 17562.41733605508 0.4020070373379819 
visszahelyeznek 	 26915.745390530985 0.4020070373379819 
horvat 	 19676.4936604024 0.4020070373379819 
orszag 	 1739.5075177066387 1.2030030220352834 
fennhatosaga 	 26915.745390530985 0.4020070373379819 
ala 	 2184.75796199032 1.114201499259894 
szerbek 	 17032.62924167267 0.4020070373379819 
tobbsege 	 14171.951768966122 0.4020070373379819 
ismet 	 11188.454379054754 0.4020070373379819 
vajdasag 	 11898.984686186175 0.6694518893391839 
fele 	 5663.432649868906 0.6694518893391839 
vesziaz 	 26915.745390530985 0.4020070373379819 
iranyt 	 23797.96937237235 0.4020070373379819 
felo 	 19676.4936604024 0.4020070373379819 
tartomany 	 26915.745390530985 0.4020070373379819 
etnikai 	 7522.632760960775 0.6694518893391839 
osszetetele 	 23797.96937237235 0.4020070373379819 
tovabb 	 12437.241930273816 0.4020070373379819 
modosul 	 21974.187316101827 0.4020070373379819 
vajon 	 12260.827162510357 0.4020070373379819 
kozolte 	 3823.2236482522644 0.8602104553653607 
katona 	 16558.717642243766 0.4020070373379819 
jeno 	 16558.717642243766 0.4020070373379819 
teruletrendezest 	 21974.187316101827 0.4020070373379819 
felhivasat 	 26915.745390530985 0.4020070373379819 
delvideken 	 23797.96937237235 0.4020070373379819 
lakossagnak 	 21974.187316101827 0.4020070373379819 
megfelelo 	 3065.2067906275893 1.0031301062405062 
terulet 	 17562.41733605508 0.4020070373379819 
visszacsatolasavalbekesen 	 26915.745390530985 0.4020070373379819 
megoldhato 	 23797.96937237235 0.4020070373379819 
lenne 	 3441.0552019754987 0.8602104553653607 
magyaruldozes 	 26915.745390530985 0.4020070373379819 
problemaja 	 23797.96937237235 0.4020070373379819 
bekeslakossagcserevel 	 26915.745390530985 0.4020070373379819 
gazdasag 	 5663.432649868906 0.6694518893391839 
elso 	 2087.409021247967 1.114201499259894 
honapjaban 	 11898.984686186175 0.6694518893391839 
zuhant 	 19676.4936604024 0.4020070373379819 
realber 	 10340.096677106858 0.6694518893391839 
teljesevre 	 26915.745390530985 0.4020070373379819 
szamitva 	 20680.193354213716 0.4020070373379819 
tobb 	 5051.853723746196 0.6694518893391839 
mint 	 631.4817154682745 1.6019995127814628 
harminc 	 16130.012453483912 0.4020070373379819 
szazalekos 	 3872.386522604869 0.8602104553653607 
eletszinvonalcsokkeneslesz 	 26915.745390530985 0.4020070373379819 
ksh 	 17032.62924167267 0.4020070373379819 
jelentese 	 18163.041540080183 0.4020070373379819 
bruttoatlagkereset 	 26915.745390530985 0.4020070373379819 
forint 	 4206.953087208641 0.8602104553653607 
szazalekkal 	 2524.171852325185 1.114201499259894 
haladta 	 21974.187316101827 0.4020070373379819 
azelozo 	 13457.872695265492 0.6694518893391839 
azonos 	 14734.93558597324 0.4020070373379819 
idoszakat 	 26915.745390530985 0.4020070373379819 
versenyszferaban 	 23797.96937237235 0.4020070373379819 
atlagkeresetekelertek 	 26915.745390530985 0.4020070373379819 
forintot 	 4145.747310091272 0.8602104553653607 
januari 	 21974.187316101827 0.4020070373379819 
februari 	 21974.187316101827 0.4020070373379819 
netto 	 16130.012453483912 0.4020070373379819 
atlagkereset 	 21974.187316101827 0.4020070373379819 
amegfigyelt 	 26915.745390530985 0.4020070373379819 
korben 	 17562.41733605508 0.4020070373379819 
ami 	 1683.951241248732 1.2030030220352834 
emelkedestjelent 	 26915.745390530985 0.4020070373379819 
fogyasztoi 	 8516.314620836334 0.6694518893391839 
index 	 1956.001160672284 0.4020070373379819 
ugyanezen 	 19676.4936604024 0.4020070373379819 
ido 	 6310.429630812962 0.6694518893391839 
szazalekkalnovekedett 	 26915.745390530985 0.4020070373379819 
csokkent 	 15045.26552192155 0.4020070373379819 
csodben 	 17032.62924167267 0.4020070373379819 
falu 	 20680.193354213716 0.4020070373379819 
neves 	 10987.093658050913 0.6694518893391839 
szakemberek 	 19676.4936604024 0.4020070373379819 
kuratoriumi 	 21974.187316101827 0.4020070373379819 
tagsagaval 	 23797.96937237235 0.4020070373379819 
tizmillio 	 19676.4936604024 0.4020070373379819 
forintostorzstokevel 	 26915.745390530985 0.4020070373379819 
megalakult 	 19676.4936604024 0.4020070373379819 
faluert 	 26915.745390530985 0.4020070373379819 
amelykatalizator 	 26915.745390530985 0.4020070373379819 
szerepet 	 7085.975884483061 0.6694518893391839 
akar 	 3557.9455398190867 0.8602104553653607 
betolteni 	 20680.193354213716 0.4020070373379819 
falusi 	 23797.96937237235 0.4020070373379819 
kezdemenyezesekfinanszirozasaban 	 26915.745390530985 0.4020070373379819 
varjak 	 18856.411297943192 0.4020070373379819 
ehhez 	 6045.535583621755 0.6694518893391839 
tamogatok 	 23797.96937237235 0.4020070373379819 
jelentkezeset 	 23797.96937237235 0.4020070373379819 
papocsi 	 26915.745390530985 0.4020070373379819 
kuratorium 	 18856.411297943192 0.4020070373379819 
elnoke 	 1778.9727699095433 1.2030030220352834 
babolna 	 26915.745390530985 0.4020070373379819 
vezerigazgatojaelmondta 	 26915.745390530985 0.4020070373379819 
celja 	 2455.8225976622066 1.2030030220352834 
elosegiteni 	 26915.745390530985 0.4020070373379819 
falufennmaradasat 	 26915.745390530985 0.4020070373379819 
hiszen 	 5276.94142204085 0.6694518893391839 
kozelmult 	 13457.872695265492 0.6694518893391839 
valtozasai 	 26915.745390530985 0.4020070373379819 
ezt 	 1458.8711763564295 1.2756220899431192 
retegeterintettek 	 26915.745390530985 0.4020070373379819 
legkedvezotlenebbul 	 26915.745390530985 0.4020070373379819 
eljen 	 9428.205648971596 0.6694518893391839 
majus 	 7367.46779298662 0.6694518893391839 
elseje 	 26915.745390530985 0.4020070373379819 
dolgozok 	 17032.62924167267 0.4020070373379819 
nagy 	 2553.0245586237515 1.0031301062405062 
unnepe 	 20680.193354213716 0.4020070373379819 
gyogyszer 	 23797.96937237235 0.4020070373379819 
aremeles 	 18856.411297943192 0.4020070373379819 
szabo 	 10923.7898099516 0.4020070373379819 
gyorgy 	 3641.2632699838664 0.8602104553653607 
nepjoleti 	 14444.641317896447 0.4020070373379819 
alairta 	 21974.187316101827 0.4020070373379819 
annak 	 2525.926861873098 1.0031301062405062 
rendeletnek 	 26915.745390530985 0.4020070373379819 
atervezetet 	 13457.872695265492 0.6694518893391839 
gyogyszerek 	 11898.984686186175 0.6694518893391839 
gyogyaszati 	 26915.745390530985 0.4020070373379819 
segedeszkozokartamogatasarol 	 26915.745390530985 0.4020070373379819 
szol 	 13440.941624085131 0.4020070373379819 
tervek 	 15378.60318066899 0.4020070373379819 
iden 	 12260.827162510357 0.4020070373379819 
egyszer 	 11469.670944756794 0.4020070373379819 
elvilegmajusban 	 26915.745390530985 0.4020070373379819 
atlagosan 	 8279.358821121883 0.6694518893391839 
emelkedik 	 19676.4936604024 0.4020070373379819 
dija 	 23797.96937237235 0.4020070373379819 
asegedeszkozoke 	 26915.745390530985 0.4020070373379819 
lesz 	 5051.853723746196 0.6694518893391839 
magyarorszag 	 1507.6975491545284 1.2756220899431192 
hitelminositese 	 23797.96937237235 0.4020070373379819 
befektetoknek 	 20680.193354213716 0.4020070373379819 
javallott 	 26915.745390530985 0.4020070373379819 
hitelkepessegenek 	 26915.745390530985 0.4020070373379819 
megitelese 	 9428.205648971596 0.6694518893391839 
londoni 	 17032.62924167267 0.4020070373379819 
economistintelligence 	 26915.745390530985 0.4020070373379819 
unit 	 11769.648747251824 0.4020070373379819 
pont 	 14734.93558597324 0.4020070373379819 
szazas 	 23797.96937237235 0.4020070373379819 
skalan 	 26915.745390530985 0.4020070373379819 
spekulativ 	 11898.984686186175 0.6694518893391839 
kategoriaba 	 10340.096677106858 0.6694518893391839 
esik 	 17562.41733605508 0.4020070373379819 
vagyis 	 11469.670944756794 0.4020070373379819 
azok 	 5336.91830972863 0.6694518893391839 
szamarajavallott 	 26915.745390530985 0.4020070373379819 
befektetes 	 23797.96937237235 0.4020070373379819 
akik 	 5106.049117247503 0.6694518893391839 
minden 	 1443.386778213199 1.2756220899431192 
esszeru 	 20680.193354213716 0.4020070373379819 
megfontolas 	 26915.745390530985 0.4020070373379819 
ellenere 	 5734.835472378397 0.6694518893391839 
uzletekbe 	 26915.745390530985 0.4020070373379819 
invesztalnak 	 26915.745390530985 0.4020070373379819 
akkorkerulhet 	 26915.745390530985 0.4020070373379819 
normalis 	 8516.314620836334 0.6694518893391839 
befektetoi 	 21974.187316101827 0.4020070373379819 
minositest 	 23797.96937237235 0.4020070373379819 
jelzo 	 10340.096677106858 0.6694518893391839 
hamegmutatkoznak 	 26915.745390530985 0.4020070373379819 
allamhaztartasi 	 17032.62924167267 0.4020070373379819 
reform 	 9143.051144351723 0.4020070373379819 
eredmenyei 	 9081.520770040092 0.6694518893391839 
nyugati 	 6130.4135812551785 0.6694518893391839 
cegek 	 3075.720636133798 1.114201499259894 
exodusa 	 26915.745390530985 0.4020070373379819 
