term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 458.2383991303798 1.6945105598074754 
voltwashingtonban 	 29297.352030244485 0.37546250598635483 
haiti 	 14648.676015122242 0.6322347838202613 
diktator 	 29297.352030244485 0.37546250598635483 
duvalier 	 29297.352030244485 0.37546250598635483 
egy 	 392.77577068318266 1.7323107484345293 
kliense 	 29297.352030244485 0.37546250598635483 
majdted 	 29297.352030244485 0.37546250598635483 
kennedy 	 4876.748939641381 0.8189154652029742 
ugyvedje 	 23918.54626492542 0.37546250598635483 
kesobb 	 15146.091903584862 0.37546250598635483 
demokrata 	 2163.813124737781 1.1620291212159621 
elnokekent 	 25903.703434222993 0.37546250598635483 
keze 	 25903.703434222993 0.37546250598635483 
isvan 	 23918.54626492542 0.37546250598635483 
megvalaszttatasaban 	 29297.352030244485 0.37546250598635483 
jutalmul 	 25903.703434222993 0.37546250598635483 
kapta 	 18539.740499606356 0.37546250598635483 
erte 	 15146.091903584862 0.37546250598635483 
kereskedelmiminiszter 	 23918.54626492542 0.37546250598635483 
kinevezest 	 29297.352030244485 0.37546250598635483 
persze 	 3202.767911657677 0.9607574335032155 
clintonnak 	 25903.703434222993 0.37546250598635483 
jol 	 2107.5149416044283 1.1620291212159621 
jott 	 4648.657449685123 0.8189154652029742 
hogy 	 99.97928708299195 1.9243088243208417 
egyfeketet 	 29297.352030244485 0.37546250598635483 
tudott 	 17131.249072882438 0.37546250598635483 
erre 	 1981.727986865386 1.1620291212159621 
fontos 	 6322.544824813285 0.6322347838202613 
posztra 	 25903.703434222993 0.37546250598635483 
kinevezni 	 29297.352030244485 0.37546250598635483 
aki 	 1088.2516263808802 1.3959886961056007 
raadasul 	 7712.969748872625 0.6322347838202613 
kozelibaratja 	 29297.352030244485 0.37546250598635483 
nak 	 6491.439374213343 0.6322347838202613 
kulcsszerepe 	 25903.703434222993 0.37546250598635483 
sor 	 6972.986174527683 0.6322347838202613 
sotet 	 10262.448834451963 0.6322347838202613 
korrupcios 	 20524.897668903926 0.37546250598635483 
ugyben 	 4876.748939641381 0.8189154652029742 
fokeppen 	 25903.703434222993 0.37546250598635483 
jelenlegihez 	 29297.352030244485 0.37546250598635483 
hasonlo 	 3540.9020446505424 0.9607574335032155 
business 	 4449.301030859669 0.37546250598635483 
kirandulasok 	 29297.352030244485 0.37546250598635483 
szervezesemiatt 	 29297.352030244485 0.37546250598635483 
hiszen 	 2297.54603844482 1.0721832843181949 
nemreg 	 19116.406242180008 0.37546250598635483 
vele 	 3540.9020446505424 0.9607574335032155 
kinaba 	 29297.352030244485 0.37546250598635483 
utazo 	 25903.703434222993 0.37546250598635483 
fejeseknek 	 29297.352030244485 0.37546250598635483 
egyenkentminimum 	 29297.352030244485 0.37546250598635483 
negyedmillio 	 29297.352030244485 0.37546250598635483 
dollart 	 15425.93949774525 0.37546250598635483 
kellett 	 4270.3572155435695 0.8189154652029742 
kasszababefizetniok 	 29297.352030244485 0.37546250598635483 
reszvetelert 	 29297.352030244485 0.37546250598635483 
igaz 	 6322.544824813285 0.6322347838202613 
busasan 	 25903.703434222993 0.37546250598635483 
megerte 	 25903.703434222993 0.37546250598635483 
nekik 	 6972.986174527683 0.6322347838202613 
beugro 	 29297.352030244485 0.37546250598635483 
merta 	 25903.703434222993 0.37546250598635483 
kirandulason 	 29297.352030244485 0.37546250598635483 
hat 	 3963.455973730772 0.8189154652029742 
milliard 	 4109.703016712341 0.8189154652029742 
dollarnyi 	 20524.897668903926 0.37546250598635483 
uzletet 	 22510.0548382015 0.37546250598635483 
kothettek 	 29297.352030244485 0.37546250598635483 
volta 	 22510.0548382015 0.37546250598635483 
vezerelt 	 25903.703434222993 0.37546250598635483 
csapatok 	 9885.087970234836 0.6322347838202613 
otlete 	 25903.703434222993 0.37546250598635483 
mogott 	 4721.202726200723 0.8189154652029742 
talan 	 2005.3818169539597 1.1620291212159621 
foleg 	 15722.757646158516 0.37546250598635483 
eszmeletlen 	 29297.352030244485 0.37546250598635483 
penzeket 	 11959.27313246271 0.6322347838202613 
akasztottak 	 29297.352030244485 0.37546250598635483 
vietnam 	 14391.370175150605 0.37546250598635483 
tol 	 4512.578663896591 0.8189154652029742 
kezdve 	 18023.895414945637 0.37546250598635483 
kinan 	 29297.352030244485 0.37546250598635483 
egysor 	 29297.352030244485 0.37546250598635483 
orszaggal 	 23918.54626492542 0.37546250598635483 
valo 	 2840.138552698434 0.9607574335032155 
kereskedelmi 	 8369.6799880564 0.6322347838202613 
egyezmenybol 	 29297.352030244485 0.37546250598635483 
ellen 	 2809.149555725663 0.9607574335032155 
ezertsokszoros 	 29297.352030244485 0.37546250598635483 
buntetoeljaras 	 29297.352030244485 0.37546250598635483 
vizsgalat 	 16739.3599761128 0.37546250598635483 
folyt 	 19116.406242180008 0.37546250598635483 
melyet 	 8188.2636722240895 0.6322347838202613 
konzervativrepublikanusok 	 29297.352030244485 0.37546250598635483 
valasztasnal 	 29297.352030244485 0.37546250598635483 
alaposan 	 20524.897668903926 0.37546250598635483 
akartak 	 9011.947707472818 0.6322347838202613 
hasznalni 	 19116.406242180008 0.37546250598635483 
awhitewater 	 29297.352030244485 0.37546250598635483 
mellett 	 4010.7636339079195 0.8189154652029742 
vonal 	 10708.772005483564 0.6322347838202613 
elaztatasara 	 29297.352030244485 0.37546250598635483 
tobbek 	 5048.697301194954 0.8189154652029742 
kozottoriasi 	 29297.352030244485 0.37546250598635483 
kampanymozgalom 	 29297.352030244485 0.37546250598635483 
maris 	 3786.5229758962155 0.9607574335032155 
vezette 	 17131.249072882438 0.37546250598635483 
kereskedelmiminiszterium 	 29297.352030244485 0.37546250598635483 
teljes 	 2972.591980298079 0.9607574335032155 
megszuntetesere 	 23918.54626492542 0.37546250598635483 
mivel 	 2904.57448248459 0.9607574335032155 
politika 	 14630.246818924144 0.37546250598635483 
magan 	 22510.0548382015 0.37546250598635483 
uzlet 	 19770.17594046967 0.37546250598635483 
alatt 	 2809.149555725663 0.9607574335032155 
szegyenteljesen 	 25903.703434222993 0.37546250598635483 
keveredett 	 29297.352030244485 0.37546250598635483 
ennek 	 2223.140638332039 1.0721832843181949 
megfeleloen 	 3336.427845022827 0.9607574335032155 
clintoneknak 	 25903.703434222993 0.37546250598635483 
problema 	 19770.17594046967 0.37546250598635483 
hirtelen 	 8369.6799880564 0.6322347838202613 
megoldodott 	 29297.352030244485 0.37546250598635483 
mint 	 578.8274515331112 1.6290301001557197 
ahogy 	 3290.233683571822 0.9607574335032155 
foster 	 6007.965138315212 0.8189154652029742 
epp 	 16376.527344448179 0.37546250598635483 
akkor 	 1276.4144658026778 1.350665516132039 
ongyilkoltatta 	 29297.352030244485 0.37546250598635483 
meg 	 289.4137257665556 1.795554244739738 
magat 	 5945.183960596158 0.6322347838202613 
clintonistakra 	 29297.352030244485 0.37546250598635483 
kompromittalodolgokat 	 29297.352030244485 0.37546250598635483 
lehetett 	 15722.757646158516 0.37546250598635483 
volna 	 1032.7776555267033 1.4353976229157959 
feltarni 	 25903.703434222993 0.37546250598635483 
altala 	 8188.2636722240895 0.6322347838202613 
mindez 	 7315.123409462072 0.6322347838202613 
csupan 	 2029.7418348840995 1.1620291212159621 
belugy 	 29297.352030244485 0.37546250598635483 
vetulete 	 29297.352030244485 0.37546250598635483 
dolognak 	 19770.17594046967 0.37546250598635483 
boszniai 	 19770.17594046967 0.37546250598635483 
haboru 	 17557.256774623664 0.37546250598635483 
duhong 	 25903.703434222993 0.37546250598635483 
smaris 	 29297.352030244485 0.37546250598635483 
boing 	 29297.352030244485 0.37546250598635483 
katonai 	 3720.344697061398 0.9607574335032155 
verzioja 	 29297.352030244485 0.37546250598635483 
teli 	 23918.54626492542 0.37546250598635483 
egycsapat 	 29297.352030244485 0.37546250598635483 
corporacios 	 29297.352030244485 0.37546250598635483 
executive 	 5876.221653781685 0.6322347838202613 
val 	 18023.895414945637 0.37546250598635483 
akik 	 1852.6171986100323 1.1620291212159621 
nagy 	 1852.6171986100323 1.1620291212159621 
erovel 	 6007.965138315212 0.8189154652029742 
ravetettekmagukat 	 29297.352030244485 0.37546250598635483 
terseg 	 18539.740499606356 0.37546250598635483 
ujja 	 25903.703434222993 0.37546250598635483 
epitesere 	 25903.703434222993 0.37546250598635483 
milliardosv 	 29297.352030244485 0.37546250598635483 
penzbol 	 22510.0548382015 0.37546250598635483 
gazdasagi 	 1914.6216987040166 1.1620291212159621 
behatolas 	 29297.352030244485 0.37546250598635483 
kulonosen 	 7861.378823079258 0.6322347838202613 
imfleple 	 29297.352030244485 0.37546250598635483 
sebtiben 	 29297.352030244485 0.37546250598635483 
felvettek 	 29297.352030244485 0.37546250598635483 
boszniat 	 25903.703434222993 0.37546250598635483 
tulsagosan 	 21417.54401096713 0.37546250598635483 
kedveza 	 29297.352030244485 0.37546250598635483 
nemeteknek 	 29297.352030244485 0.37546250598635483 
horvatorszag 	 29297.352030244485 0.37546250598635483 
fuggetlenseget 	 22510.0548382015 0.37546250598635483 
elsok 	 23918.54626492542 0.37546250598635483 
kozottismertek 	 29297.352030244485 0.37546250598635483 
azota 	 8019.369122824031 0.6322347838202613 
vonjak 	 22510.0548382015 0.37546250598635483 
szloveniat 	 25903.703434222993 0.37546250598635483 
eshorvatorszagot 	 29297.352030244485 0.37546250598635483 
ovezetukbe 	 29297.352030244485 0.37546250598635483 
tetszik 	 10262.448834451963 0.6322347838202613 
ugyanaz 	 18539.740499606356 0.37546250598635483 
amerika 	 10262.448834451963 0.6322347838202613 
amelyvonakodott 	 29297.352030244485 0.37546250598635483 
ezeket 	 4648.657449685123 0.8189154652029742 
elismerni 	 23918.54626492542 0.37546250598635483 
oriasikatonai 	 29297.352030244485 0.37546250598635483 
behatol 	 29297.352030244485 0.37546250598635483 
horvatorszagban 	 29297.352030244485 0.37546250598635483 
van 	 666.6949074915773 1.5278202224918171 
nemet 	 6672.855690045654 0.6322347838202613 
katonaiero 	 29297.352030244485 0.37546250598635483 
bar 	 4708.711525304608 0.6322347838202613 
hoz 	 7573.045951792431 0.6322347838202613 
kepest 	 13160.934734287288 0.37546250598635483 
jelenlevok 	 29297.352030244485 0.37546250598635483 
katonaihirszerzo 	 29297.352030244485 0.37546250598635483 
tevekenysege 	 21417.54401096713 0.37546250598635483 
termeszetesen 	 6972.986174527683 0.6322347838202613 
szigoruan 	 19770.17594046967 0.37546250598635483 
titkos 	 15722.757646158516 0.37546250598635483 
erdekes 	 4960.459596081864 0.8189154652029742 
szerencsetlenul 	 29297.352030244485 0.37546250598635483 
jart 	 18023.895414945637 0.37546250598635483 
repulogepet 	 29297.352030244485 0.37546250598635483 
nemetorszagi 	 23918.54626492542 0.37546250598635483 
telepenallomasoztatjak 	 29297.352030244485 0.37546250598635483 
amerikai 	 4010.7636339079195 0.8189154652029742 
fenti 	 7861.378823079258 0.6322347838202613 
reszleteket 	 21417.54401096713 0.37546250598635483 
csak 	 733.1814386086076 1.5522516165904299 
fel 	 2223.140638332039 1.0721832843181949 
soroljak 	 29297.352030244485 0.37546250598635483 
kovetkezo 	 12645.08964962657 0.37546250598635483 
story 	 11236.598222902652 0.37546250598635483 
talaljak 	 22510.0548382015 0.37546250598635483 
jack 	 19770.17594046967 0.37546250598635483 
sem 	 999.7928708299194 1.4353976229157959 
egyszeru 	 8188.2636722240895 0.6322347838202613 
osszeeskuves 	 11255.02741910075 0.6322347838202613 
gyilkoltatta 	 29297.352030244485 0.37546250598635483 
hanemtobbszoros 	 29297.352030244485 0.37546250598635483 
reszben 	 8565.624536441219 0.6322347838202613 
osszefonodo 	 29297.352030244485 0.37546250598635483 
ellenkezo 	 18539.740499606356 0.37546250598635483 
erdekcsoportokkozos 	 29297.352030244485 0.37546250598635483 
erdeke 	 9269.870249803178 0.6322347838202613 
eltunjon 	 29297.352030244485 0.37546250598635483 
maffia 	 19770.17594046967 0.37546250598635483 
kubaiak 	 29297.352030244485 0.37546250598635483 
hoover 	 22510.0548382015 0.37546250598635483 
fbi 	 19770.17594046967 0.37546250598635483 
katolikusokat 	 29297.352030244485 0.37546250598635483 
ireket 	 29297.352030244485 0.37546250598635483 
utalo 	 25903.703434222993 0.37546250598635483 
korok 	 9269.870249803178 0.6322347838202613 
stb 	 7573.045951792431 0.6322347838202613 
horvat 	 7139.181336989043 0.8189154652029742 
fegyveresekjatsszak 	 29297.352030244485 0.37546250598635483 
lee 	 18539.740499606356 0.37546250598635483 
oswald 	 29297.352030244485 0.37546250598635483 
szerepet 	 5141.97983258175 0.8189154652029742 
egyenileg 	 23918.54626492542 0.37546250598635483 
kivannakusa 	 29297.352030244485 0.37546250598635483 
behatolast 	 29297.352030244485 0.37546250598635483 
horvatorszagba 	 29297.352030244485 0.37546250598635483 
elvegre 	 21417.54401096713 0.37546250598635483 
boszniaban 	 29297.352030244485 0.37546250598635483 
vannakaz 	 29297.352030244485 0.37546250598635483 
dolog 	 6768.8679958448865 0.6322347838202613 
dubrovnikba 	 29297.352030244485 0.37546250598635483 
pofatlankodnak 	 29297.352030244485 0.37546250598635483 
azketto 	 29297.352030244485 0.37546250598635483 
kiagyaltak 	 29297.352030244485 0.37546250598635483 
tehat 	 1486.2959901490394 1.2979887141466122 
akciot 	 19770.17594046967 0.37546250598635483 
ami 	 3665.907193043038 0.8189154652029742 
igen 	 12329.109050137022 0.37546250598635483 
mertaz 	 25903.703434222993 0.37546250598635483 
gep 	 10262.448834451963 0.6322347838202613 
instrument 	 15425.93949774525 0.37546250598635483 
landing 	 23918.54626492542 0.37546250598635483 
vakrepules 	 29297.352030244485 0.37546250598635483 
sel 	 29297.352030244485 0.37546250598635483 
szallt 	 21417.54401096713 0.37546250598635483 
esaz 	 10262.448834451963 0.6322347838202613 
elektronikus 	 17557.256774623664 0.37546250598635483 
kommunikacioval 	 29297.352030244485 0.37546250598635483 
tul 	 4579.200158953648 0.8189154652029742 
nehez 	 14881.378788245593 0.37546250598635483 
jatszani 	 25903.703434222993 0.37546250598635483 
jon 	 7195.6850875753025 0.6322347838202613 
alenyeg 	 23918.54626492542 0.37546250598635483 
lehetseges 	 14391.370175150605 0.37546250598635483 
ilyesmi 	 25903.703434222993 0.37546250598635483 
jelen 	 7573.045951792431 0.6322347838202613 
levo 	 6768.8679958448865 0.6322347838202613 
esamerikai 	 29297.352030244485 0.37546250598635483 
titkosszolgalatok 	 29297.352030244485 0.37546250598635483 
esetleg 	 16038.738245648063 0.37546250598635483 
egyetertenek 	 20524.897668903926 0.37546250598635483 
jatsszanak 	 29297.352030244485 0.37546250598635483 
gyerekek 	 4779.101560545002 0.9607574335032155 
repulogepnek 	 29297.352030244485 0.37546250598635483 
mindossze 	 15722.757646158516 0.37546250598635483 
ketezermetert 	 29297.352030244485 0.37546250598635483 
oldaliranyban 	 29297.352030244485 0.37546250598635483 
tevesztenie 	 29297.352030244485 0.37546250598635483 
ahhoz 	 12645.08964962657 0.37546250598635483 
leszallasrendes 	 29297.352030244485 0.37546250598635483 
magassagaban 	 29297.352030244485 0.37546250598635483 
igy 	 2199.544315825823 1.0721832843181949 
hegynek 	 29297.352030244485 0.37546250598635483 
utkozzon 	 29297.352030244485 0.37546250598635483 
balesetbol 	 29297.352030244485 0.37546250598635483 
sokderul 	 29297.352030244485 0.37546250598635483 
mert 	 1099.7721579129116 1.3959886961056007 
gepekben 	 29297.352030244485 0.37546250598635483 
nincs 	 1571.1030827327306 1.2360106141081482 
rendszeresitve 	 29297.352030244485 0.37546250598635483 
fedelzetimagno 	 29297.352030244485 0.37546250598635483 
fekete 	 9011.947707472818 0.6322347838202613 
doboz 	 29297.352030244485 0.37546250598635483 
viszont 	 11487.7301922241 0.37546250598635483 
megoldodik 	 9765.784010081496 0.8189154652029742 
nemetek 	 20524.897668903926 0.37546250598635483 
problemajais 	 29297.352030244485 0.37546250598635483 
elbatortalanodik 	 29297.352030244485 0.37546250598635483 
szuper 	 29297.352030244485 0.37546250598635483 
eros 	 15722.757646158516 0.37546250598635483 
gazdasagibenyomulastol 	 29297.352030244485 0.37546250598635483 
horvatok 	 25903.703434222993 0.37546250598635483 
problemaja 	 25903.703434222993 0.37546250598635483 
akiknek 	 16376.527344448179 0.37546250598635483 
fokent 	 17557.256774623664 0.37546250598635483 
nemtetszik 	 25903.703434222993 0.37546250598635483 
altal 	 1262.283801199304 1.350665516132039 
felpumpalt 	 29297.352030244485 0.37546250598635483 
bosznia 	 23918.54626492542 0.37546250598635483 
sot 	 1353.1612232560663 1.350665516132039 
clintonproblemaja 	 29297.352030244485 0.37546250598635483 
joval 	 17131.249072882438 0.37546250598635483 
valasztasok 	 4797.123391716868 0.8189154652029742 
elott 	 5557.851595830097 0.6322347838202613 
eltunik 	 29297.352030244485 0.37546250598635483 
balfenekenbrown 	 29297.352030244485 0.37546250598635483 
mar 	 1076.9959582580677 1.3959886961056007 
kirobbanoban 	 29297.352030244485 0.37546250598635483 
botrany 	 18023.895414945637 0.37546250598635483 
elul 	 29297.352030244485 0.37546250598635483 
helyett 	 12032.290901723758 0.37546250598635483 
hogya 	 6372.135414060002 0.8189154652029742 
republikanusok 	 25903.703434222993 0.37546250598635483 
leleplezhetnek 	 29297.352030244485 0.37546250598635483 
korrupcioit 	 29297.352030244485 0.37546250598635483 
nemzeti 	 1659.7568471340517 1.2360106141081482 
host 	 19770.17594046967 0.37546250598635483 
lehetbelole 	 29297.352030244485 0.37546250598635483 
csinalni 	 19116.406242180008 0.37546250598635483 
hoscsinalas 	 29297.352030244485 0.37546250598635483 
kezdodott 	 16376.527344448179 0.37546250598635483 
cnnprogramban 	 29297.352030244485 0.37546250598635483 
larry 	 17557.256774623664 0.37546250598635483 
king 	 12811.071646630708 0.37546250598635483 
musoraban 	 23918.54626492542 0.37546250598635483 
ahol 	 11618.29792993836 0.37546250598635483 
harom 	 6089.225504652299 0.6322347838202613 
miniszter 	 4386.978244762429 0.8189154652029742 
zengettdicshimnuszt 	 29297.352030244485 0.37546250598635483 
rol 	 16376.527344448179 0.37546250598635483 
egyik 	 2871.932548056025 0.9607574335032155 
azt 	 725.5010842539201 1.5522516165904299 
elkottyantotta 	 29297.352030244485 0.37546250598635483 
usavezeto 	 29297.352030244485 0.37546250598635483 
vallalkozoinak 	 29297.352030244485 0.37546250598635483 
szervezett 	 17131.249072882438 0.37546250598635483 
turnejaban 	 29297.352030244485 0.37546250598635483 
alapvetoszerepet 	 29297.352030244485 0.37546250598635483 
jatszott 	 25903.703434222993 0.37546250598635483 
megtudta 	 25903.703434222993 0.37546250598635483 
europai 	 6089.225504652299 0.6322347838202613 
gazdasagihatalom 	 29297.352030244485 0.37546250598635483 
aggressziv 	 29297.352030244485 0.37546250598635483 
konjunkturara 	 29297.352030244485 0.37546250598635483 
keszulhorvatorszagban 	 29297.352030244485 0.37546250598635483 
nal 	 18539.740499606356 0.37546250598635483 
konkret 	 16038.738245648063 0.37546250598635483 
gyanu 	 22510.0548382015 0.37546250598635483 
ugrott 	 25903.703434222993 0.37546250598635483 
sok 	 5743.86509611205 0.6322347838202613 
riporternel 	 29297.352030244485 0.37546250598635483 
vezer 	 21417.54401096713 0.37546250598635483 
ferje 	 23918.54626492542 0.37546250598635483 
percekkel 	 25903.703434222993 0.37546250598635483 
esemeny 	 10708.772005483564 0.6322347838202613 
utan 	 1587.9575988085992 1.2360106141081482 
helyszinen 	 21417.54401096713 0.37546250598635483 
teremtek 	 29297.352030244485 0.37546250598635483 
whitewater 	 22510.0548382015 0.37546250598635483 
kivizsgalasfirtatja 	 29297.352030244485 0.37546250598635483 
hillary 	 23918.54626492542 0.37546250598635483 
nyomban 	 29297.352030244485 0.37546250598635483 
papirjait 	 29297.352030244485 0.37546250598635483 
kezdte 	 10262.448834451963 0.6322347838202613 
daralni 	 29297.352030244485 0.37546250598635483 
amikorszegeny 	 29297.352030244485 0.37546250598635483 
hult 	 29297.352030244485 0.37546250598635483 
pedig 	 1832.953596521519 1.1620291212159621 
mindketten 	 22510.0548382015 0.37546250598635483 
azonnyomban 	 29297.352030244485 0.37546250598635483 
brownfelesegenek 	 29297.352030244485 0.37546250598635483 
hazaba 	 23918.54626492542 0.37546250598635483 
rohantak 	 29297.352030244485 0.37546250598635483 
kondolealni 	 29297.352030244485 0.37546250598635483 
gyanus 	 10262.448834451963 0.6322347838202613 
ebben 	 11618.29792993836 0.37546250598635483 
oly 	 15146.091903584862 0.37546250598635483 
sokaig 	 19116.406242180008 0.37546250598635483 
szemelyes 	 17557.256774623664 0.37546250598635483 
jobaratjuk 	 29297.352030244485 0.37546250598635483 
orakkal 	 29297.352030244485 0.37546250598635483 
azelott 	 23918.54626492542 0.37546250598635483 
kondolealtak 	 29297.352030244485 0.37546250598635483 
mielott 	 19770.17594046967 0.37546250598635483 
barki 	 7861.378823079258 0.6322347838202613 
tudta 	 16376.527344448179 0.37546250598635483 
hogysenki 	 29297.352030244485 0.37546250598635483 
elte 	 10262.448834451963 0.6322347838202613 
tragediat 	 25903.703434222993 0.37546250598635483 
kiderult 	 15146.091903584862 0.37546250598635483 
egyvalaki 	 29297.352030244485 0.37546250598635483 
holgy 	 8634.567811407664 0.8189154652029742 
igenis 	 11255.02741910075 0.6322347838202613 
tulelte 	 29297.352030244485 0.37546250598635483 
masok 	 7315.123409462072 0.6322347838202613 
pont 	 16038.738245648063 0.37546250598635483 
ugy 	 2199.544315825823 1.0721832843181949 
tulelhettek 	 29297.352030244485 0.37546250598635483 
hiszenbrown 	 29297.352030244485 0.37546250598635483 
holttestet 	 12951.851717111496 0.6322347838202613 
szerdan 	 6179.913499868785 0.8189154652029742 
talalta 	 18539.740499606356 0.37546250598635483 
senki 	 13737.600476860944 0.37546250598635483 
ejszaka 	 25903.703434222993 0.37546250598635483 
esozesek 	 29297.352030244485 0.37546250598635483 
miatt 	 2272.1108421587473 1.0721832843181949 
fejezodhetett 	 29297.352030244485 0.37546250598635483 
terulet 	 19116.406242180008 0.37546250598635483 
atvizsgalasa 	 29297.352030244485 0.37546250598635483 
erdekestovabba 	 29297.352030244485 0.37546250598635483 
repulosok 	 29297.352030244485 0.37546250598635483 
segelyosztagot 	 29297.352030244485 0.37546250598635483 
eloszor 	 13345.711380091308 0.37546250598635483 
haromoran 	 29297.352030244485 0.37546250598635483 
tengerre 	 29297.352030244485 0.37546250598635483 
iranyitottak 	 29297.352030244485 0.37546250598635483 
avval 	 18023.895414945637 0.37546250598635483 
vizbe 	 29297.352030244485 0.37546250598635483 
zuhant 	 21417.54401096713 0.37546250598635483 
csakmire 	 29297.352030244485 0.37546250598635483 
lett 	 11890.367921192315 0.37546250598635483 
kezdtek 	 19770.17594046967 0.37546250598635483 
esoben 	 23918.54626492542 0.37546250598635483 
hegyet 	 29297.352030244485 0.37546250598635483 
kutatni 	 29297.352030244485 0.37546250598635483 
iselgondolkodtato 	 29297.352030244485 0.37546250598635483 
zuhanast 	 29297.352030244485 0.37546250598635483 
tulelo 	 6475.925858555748 0.9607574335032155 
meghalt 	 11255.02741910075 0.6322347838202613 
korhazbaszallitas 	 29297.352030244485 0.37546250598635483 
kozepette 	 21417.54401096713 0.37546250598635483 
akar 	 1936.3829883230603 1.1620291212159621 
ket 	 1235.0781324066882 1.350665516132039 
