term 	 tf-idf weight 	 BM25 ranking 
 law 	 93.90960252582416 1.8194731973139782 
transfer 	 3149.1871091095245 0.9562917431680902 
passes 	 10354.676724304065 0.6283728021709025 
heirs 	 11356.175541331231 0.6283728021709025 
owning 	 10805.010969585133 0.6283728021709025 
drawbacks 	 9092.937433602068 0.6283728021709025 
agree 	 1210.0586986867509 1.4664863967877866 
court 	 413.34362173729767 1.6688381863251673 
resolve 	 4222.448850183682 0.9562917431680902 
matter 	 6219.954933382035 0.6283728021709025 
partition 	 6033.375130143565 0.9562917431680902 
split 	 8261.851009147671 0.6283728021709025 
fair 	 3465.2648261689674 0.9562917431680902 
manner 	 3035.106058747721 0.9562917431680902 
difficult 	 1535.9872341187884 1.2939071326475873 
divide 	 9092.937433602068 0.6283728021709025 
partial 	 9644.102005348166 0.6283728021709025 
proceeds 	 9353.177907276899 0.6283728021709025 
distributed 	 7782.285653478506 0.6283728021709025 
relation 	 4973.701586823619 0.6283728021709025 
consumer 	 1185.8061670621537 1.392210094398681 
transaction 	 10354.676724304065 0.6283728021709025 
past 	 2125.7516585026556 0.9562917431680902 
variety 	 5167.526476964113 0.6283728021709025 
options 	 1845.2159744047506 1.2939071326475873 
deciding 	 9353.177907276899 0.6283728021709025 
type 	 1517.5530293738605 1.2939071326475873 
dwelling 	 3016.6875650717825 1.2939071326475873 
single 	 2661.7891819846477 0.9562917431680902 
family 	 2108.478649663852 0.9562917431680902 
houses 	 9353.177907276899 0.6283728021709025 
selections 	 14780.322613297361 0.6283728021709025 
buyers 	 2839.043885332808 1.2939071326475873 
homes 	 7782.285653478506 0.6283728021709025 
provide 	 1394.2959312202781 1.1576700396859483 
maximum 	 6930.529652337935 0.6283728021709025 
freedom 	 4751.028377247705 0.6283728021709025 
expensive 	 8261.851009147671 0.6283728021709025 
option 	 3319.8027771333336 0.9562917431680902 
require 	 2244.2747214614337 1.1576700396859483 
upkeep 	 6534.124538657148 0.9562917431680902 
condominiums 	 13068.249077314296 0.6283728021709025 
townhouses 	 14780.322613297361 0.6283728021709025 
purchasers 	 12066.75026028713 0.6283728021709025 
deductibility 	 14780.322613297361 0.6283728021709025 
people 	 321.580806169721 1.6096113192373687 
consider 	 7035.6518999523605 0.6283728021709025 
lawn 	 14780.322613297361 0.6283728021709025 
care 	 2441.1048228865784 0.9562917431680902 
exterior 	 13068.249077314296 0.6283728021709025 
residents 	 3690.431948809501 0.9562917431680902 
association 	 2396.9929908730105 0.9562917431680902 
fees 	 4130.9255045738355 0.9562917431680902 
cover 	 2930.677684533063 0.9562917431680902 
maintenance 	 2099.458072739683 1.1576700396859483 
homestead 	 5402.505484792567 0.9562917431680902 
classification 	 8091.438616574901 0.6283728021709025 
dramatically 	 10354.676724304065 0.6283728021709025 
lower 	 2774.1393280687207 0.9562917431680902 
homeowner 	 4926.774204432454 1.1576700396859483 
pays 	 4676.588953638449 0.9562917431680902 
live 	 6298.374218219049 0.6283728021709025 
taxed 	 13068.249077314296 0.6283728021709025 
buys 	 12066.75026028713 0.6283728021709025 
currently 	 5218.45611635487 0.6283728021709025 
rental 	 811.1553958093735 1.7302295383235597 
fill 	 9092.937433602068 0.6283728021709025 
application 	 4251.503317005311 0.6283728021709025 
change 	 3956.716825652873 0.6283728021709025 
status 	 2041.7056313950613 0.9562917431680902 
paying 	 1206.4139571953376 1.5245854746436536 
refer 	 8642.603188321 0.6283728021709025 
documentary 	 10805.010969585133 0.6283728021709025 
evidence 	 2803.8998042688604 0.9562917431680902 
matters 	 8444.897700367364 0.6283728021709025 
cleared 	 11356.175541331231 0.6283728021709025 
accomplished 	 9973.924545130736 0.6283728021709025 
search 	 749.1828977167921 1.2939071326475873 
diligent 	 12066.75026028713 0.6283728021709025 
records 	 3753.779167378126 0.9562917431680902 
relating 	 7782.285653478506 0.6283728021709025 
determine 	 5731.325347357134 0.6283728021709025 
authorized 	 9973.924545130736 0.6283728021709025 
claims 	 6143.9489364751535 0.6283728021709025 
defects 	 2070.935344860813 1.392210094398681 
discovered 	 8261.851009147671 0.6283728021709025 
time 	 181.16468826600345 1.712461403575649 
cure 	 9644.102005348166 0.6283728021709025 
defect 	 4986.962272565368 0.9562917431680902 
insurance 	 1910.441782452378 1.1576700396859483 
protect 	 5548.278656137441 0.6283728021709025 
hidden 	 8857.521289485385 0.6283728021709025 
types 	 1627.403215257719 1.1576700396859483 
protects 	 4676.588953638449 0.9562917431680902 
lender's 	 7390.161306648681 0.9562917431680902 
owner's 	 13068.249077314296 0.6283728021709025 
written 	 339.9752330636281 1.5712733608340275 
instrument 	 7782.285653478506 0.6283728021709025 
transfers 	 9353.177907276899 0.6283728021709025 
transferred 	 4428.760644742692 0.9562917431680902 
warranty 	 1032.3795946664754 1.6688381863251673 
protection 	 1243.4253967059049 1.2939071326475873 
purchaser 	 11356.175541331231 0.6283728021709025 
pledges 	 10805.010969585133 0.6283728021709025 
warrants 	 10805.010969585133 0.6283728021709025 
legally 	 4428.760644742692 0.9562917431680902 
outstanding 	 8857.521289485385 0.6283728021709025 
mortgages 	 13068.249077314296 0.6283728021709025 
encumbrances 	 14780.322613297361 0.6283728021709025 
guarantee 	 2753.9503363825575 1.1576700396859483 
means 	 1107.9688501230223 1.2939071326475873 
liable 	 9353.177907276899 0.6283728021709025 
damages 	 719.4752236366845 1.712461403575649 
discovers 	 10354.676724304065 0.6283728021709025 
defective 	 5678.087770665616 0.9562917431680902 
substitute 	 12066.75026028713 0.6283728021709025 
bankrupt 	 12066.75026028713 0.6283728021709025 
little 	 5731.325347357134 0.6283728021709025 
quitclaim 	 2463.387102216227 1.4664863967877866 
relinquishes 	 14780.322613297361 0.6283728021709025 
sole 	 9353.177907276899 0.6283728021709025 
risk 	 5861.355369066126 0.6283728021709025 
accepting 	 10354.676724304065 0.6283728021709025 
offers 	 5117.625789889839 0.6283728021709025 
valid 	 7507.558334756252 0.6283728021709025 
customarily 	 13068.249077314296 0.6283728021709025 
settlement 	 8642.603188321 0.6283728021709025 
phase 	 7932.028469365101 0.6283728021709025 
marriage 	 8091.438616574901 0.6283728021709025 
dissolution 	 9973.924545130736 0.6283728021709025 
documents 	 6143.9489364751535 0.6283728021709025 
affecting 	 6930.529652337935 0.6283728021709025 
titles 	 13068.249077314296 0.6283728021709025 
abstract 	 2753.9503363825575 1.1576700396859483 
system 	 1332.1469552772196 0.9562917431680902 
hundreds 	 7260.352192120506 0.6283728021709025 
record 	 5607.799608537721 0.6283728021709025 
entries 	 10805.010969585133 0.6283728021709025 
programs 	 4019.2518113740684 0.6283728021709025 
help 	 1417.1677723351038 1.1576700396859483 
possibility 	 2594.0952178261687 1.1576700396859483 
income 	 5929.030835310768 0.6283728021709025 
levels 	 5668.790361635937 0.6283728021709025 
rewarding 	 11356.175541331231 0.6283728021709025 
stressful 	 12066.75026028713 0.6283728021709025 
purchase 	 3753.779167378126 0.9562917431680902 
complex 	 5607.799608537721 0.6283728021709025 
issues 	 3430.3765834649234 0.6283728021709025 
terminology 	 13068.249077314296 0.6283728021709025 
lots 	 11356.175541331231 0.6283728021709025 
paperwork 	 10805.010969585133 0.6283728021709025 
knowing 	 8261.851009147671 0.6283728021709025 
reduce 	 6219.954933382035 0.6283728021709025 
headache 	 13068.249077314296 0.6283728021709025 
decisions 	 6070.212117495442 0.6283728021709025 
services 	 3480.7864963940046 0.6283728021709025 
agent 	 841.6030205480375 1.5712733608340275 
hired 	 9353.177907276899 0.6283728021709025 
sellers 	 3601.6703231950446 1.1576700396859483 
meet 	 5117.625789889839 0.6283728021709025 
complete 	 2745.0791637671305 0.9562917431680902 
choose 	 7507.558334756252 0.6283728021709025 
exclusively 	 4428.760644742692 0.9562917431680902 
decides 	 4321.3015941605 0.9562917431680902 
sign 	 6639.605554266667 0.6283728021709025 
contracts 	 1251.2597224593756 1.4664863967877866 
clarify 	 9973.924545130736 0.6283728021709025 
relationship 	 3638.4996322007405 0.6283728021709025 
include 	 1405.6524331092348 1.1576700396859483 
provisions 	 7932.028469365101 0.6283728021709025 
dual 	 4676.588953638449 0.9562917431680902 
agency 	 2609.228058177435 0.9562917431680902 
term 	 806.2839895302569 1.4664863967877866 
refers 	 10354.676724304065 0.6283728021709025 
arrangement 	 4428.760644742692 0.9562917431680902 
represents 	 7260.352192120506 0.6283728021709025 
represent 	 7035.6518999523605 0.6283728021709025 
fairly 	 9644.102005348166 0.6283728021709025 
listed 	 2952.5070964951287 1.1576700396859483 
agent's 	 13068.249077314296 0.6283728021709025 
loyalties 	 12066.75026028713 0.6283728021709025 
apparent 	 4222.448850183682 0.9562917431680902 
price 	 944.9021010424032 1.1576700396859483 
lowest 	 10354.676724304065 0.6283728021709025 
party 	 643.9830567712816 1.5245854746436536 
information 	 410.3384749775692 1.392210094398681 
remain 	 2073.318311127345 1.1576700396859483 
confidential 	 9353.177907276899 0.6283728021709025 
disclosure 	 5177.3383621520325 0.9562917431680902 
act 	 643.9830567712816 1.5245854746436536 
requires 	 2099.458072739683 1.1576700396859483 
signs 	 8642.603188321 0.6283728021709025 
standard 	 5270.458037073516 0.6283728021709025 
agreement 	 1279.4064474724598 1.2939071326475873 
attach 	 3785.3918471104103 1.1576700396859483 
document 	 2183.2591577215358 1.1576700396859483 
disclose 	 10805.010969585133 0.6283728021709025 
material 	 4751.028377247705 0.6283728021709025 
hazards 	 9644.102005348166 0.6283728021709025 
structure 	 4322.07954694213 0.6283728021709025 
heating 	 10354.676724304065 0.6283728021709025 
plumbing 	 4926.774204432454 1.1576700396859483 
mechanical 	 9973.924545130736 0.6283728021709025 
statement 	 2803.8998042688604 0.9562917431680902 
mean 	 7641.1043712938335 0.6283728021709025 
repair 	 1728.5206376642 1.392210094398681 
request 	 2244.2747214614337 1.1576700396859483 
break 	 7145.447753502321 0.6283728021709025 
communities 	 6829.699325872904 0.6283728021709025 
inspection 	 9644.102005348166 0.6283728021709025 
report 	 973.9315181386638 1.2939071326475873 
checks 	 9353.177907276899 0.6283728021709025 
builder 	 6033.375130143565 0.9562917431680902 
sells 	 11356.175541331231 0.6283728021709025 
comes 	 3572.7238767511603 0.9562917431680902 
implied 	 3785.3918471104103 1.1576700396859483 
habitability 	 3695.0806533243403 1.2939071326475873 
guarantees 	 9353.177907276899 0.6283728021709025 
major 	 1654.338546209085 0.9562917431680902 
reasonable 	 1091.586338756262 1.5245854746436536 
discover 	 4676.588953638449 0.9562917431680902 
covered 	 2244.2747214614337 1.1576700396859483 
rains 	 13068.249077314296 0.6283728021709025 
day 	 1143.4588611549746 1.1576700396859483 
month 	 1999.5376338061697 1.1576700396859483 
roof 	 2271.2351082662462 1.392210094398681 
leak 	 14780.322613297361 0.6283728021709025 
assume 	 9092.937433602068 0.6283728021709025 
sound 	 6549.777473164607 0.6283728021709025 
begins 	 3966.0142346825505 0.9562917431680902 
leaking 	 4022.2500867623767 1.1576700396859483 
rainy 	 14780.322613297361 0.6283728021709025 
period 	 527.8920419164117 1.6096113192373687 
probably 	 7507.558334756252 0.6283728021709025 
late 	 5731.325347357134 0.6283728021709025 
claim 	 1199.7225802837017 1.392210094398681 
leaky 	 14780.322613297361 0.6283728021709025 
unit 	 497.16168563313613 1.712461403575649 
installment 	 13068.249077314296 0.6283728021709025 
contract 	 990.075664619705 1.5245854746436536 
voidable 	 13068.249077314296 0.6283728021709025 
code 	 1109.6557312274883 1.392210094398681 
compliance 	 4130.9255045738355 0.9562917431680902 
express 	 8444.897700367364 0.6283728021709025 
subject 	 727.8841788571967 1.1576700396859483 
violations 	 3753.779167378126 0.9562917431680902 
copy 	 3966.0142346825505 0.9562917431680902 
violation 	 1297.0476089130843 1.4664863967877866 
aware 	 7641.1043712938335 0.6283728021709025 
laws 	 976.4419291546313 1.392210094398681 
dealing 	 4973.701586823619 0.6283728021709025 
removal 	 8642.603188321 0.6283728021709025 
lead 	 758.7765146869302 1.5712733608340275 
based 	 759.7387103161599 1.2939071326475873 
poisoning 	 7390.161306648681 0.9562917431680902 
prevention 	 3966.0142346825505 0.9562917431680902 
remove 	 4130.9255045738355 0.9562917431680902 
replace 	 8261.851009147671 0.6283728021709025 
secure 	 7641.1043712938335 0.6283728021709025 
permanently 	 10354.676724304065 0.6283728021709025 
walls 	 14780.322613297361 0.6283728021709025 
receiving 	 8091.438616574901 0.6283728021709025 
department 	 950.205675449541 1.392210094398681 
health 	 791.3433651305746 1.392210094398681 
failure 	 1086.674843503851 1.392210094398681 
comply 	 4986.962272565368 0.9562917431680902 
misdemeanor 	 10805.010969585133 0.6283728021709025 
charges 	 6298.374218219049 0.6283728021709025 
falling 	 10805.010969585133 0.6283728021709025 
payments 	 2276.566441957635 1.1576700396859483 
extent 	 5795.484798773187 0.6283728021709025 
bank 	 4973.701586823619 0.6283728021709025 
company 	 4586.300682235984 0.6283728021709025 
foreclose 	 14780.322613297361 0.6283728021709025 
loan 	 8444.897700367364 0.6283728021709025 
wise 	 9353.177907276899 0.6283728021709025 
understand 	 6070.212117495442 0.6283728021709025 
lender 	 1633.531134664287 1.5712733608340275 
forecloses 	 14780.322613297361 0.6283728021709025 
minimize 	 10805.010969585133 0.6283728021709025 
losing 	 7932.028469365101 0.6283728021709025 
falls 	 10354.676724304065 0.6283728021709025 
hassle 	 13068.249077314296 0.6283728021709025 
expense 	 9092.937433602068 0.6283728021709025 
foreclosing 	 4926.774204432454 1.1576700396859483 
homeowners 	 14780.322613297361 0.6283728021709025 
communicate 	 8857.521289485385 0.6283728021709025 
lenders 	 6534.124538657148 0.9562917431680902 
financial 	 4149.281833083061 0.6283728021709025 
difficulties 	 6930.529652337935 0.6283728021709025 
months 	 1792.6220878548902 1.1576700396859483 
completed 	 7260.352192120506 0.6283728021709025 
money 	 2333.645772304386 0.9562917431680902 
assure 	 10805.010969585133 0.6283728021709025 
default 	 9973.924545130736 0.6283728021709025 
redemption 	 10805.010969585133 0.6283728021709025 
delinquent 	 12066.75026028713 0.6283728021709025 
plus 	 3966.0142346825505 0.9562917431680902 
costs 	 1756.819345691172 1.1576700396859483 
attorney 	 1155.088275389656 1.4664863967877866 
accept 	 3274.8887365823034 0.9562917431680902 
loses 	 9973.924545130736 0.6283728021709025 
truly 	 8642.603188321 0.6283728021709025 
offering 	 7035.6518999523605 0.6283728021709025 
satisfy 	 5678.087770665616 0.9562917431680902 
prevent 	 6219.954933382035 0.6283728021709025 
credit 	 5929.030835310768 0.6283728021709025 
rating 	 10354.676724304065 0.6283728021709025 
severely 	 11356.175541331231 0.6283728021709025 
damaged 	 3117.7259690922997 1.1576700396859483 
cash 	 8091.438616574901 0.6283728021709025 
offered 	 6298.374218219049 0.6283728021709025 
lieu 	 13068.249077314296 0.6283728021709025 
name 	 2418.851968590771 0.9562917431680902 
holds 	 7932.028469365101 0.6283728021709025 
description 	 3017.7529943469026 0.6283728021709025 
identification 	 7507.558334756252 0.6283728021709025 
signed 	 5377.866263564671 0.6283728021709025 
party's 	 9973.924545130736 0.6283728021709025 
apartment 	 4676.588953638449 0.9562917431680902 
living 	 2716.687108759628 0.9562917431680902 
space 	 2583.7632384820563 0.9562917431680902 
agrees 	 8857.521289485385 0.6283728021709025 
fee 	 7932.028469365101 0.6283728021709025 
enter 	 1845.2159744047506 1.2939071326475873 
binding 	 11356.175541331231 0.6283728021709025 
principles 	 6829.699325872904 0.6283728021709025 
discussed 	 4882.209645773157 0.6283728021709025 
c06 	 14780.322613297361 0.6283728021709025 
html 	 323.5282571451814 1.1576700396859483 
class 	 5020.750628401235 0.6283728021709025 
governed 	 8857.521289485385 0.6283728021709025 
unique 	 6143.9489364751535 0.6283728021709025 
rules 	 2865.662673678567 0.9562917431680902 
section 	 6298.374218219049 0.6283728021709025 
discusses 	 3332.54201237016 0.6283728021709025 
applicable 	 9092.937433602068 0.6283728021709025 
stated 	 8857.521289485385 0.6283728021709025 
lease 	 372.586585158108 1.859998315279699 
oral 	 8091.438616574901 0.6283728021709025 
periodic 	 1725.7794540506775 1.4664863967877866 
definite 	 6534.124538657148 0.9562917431680902 
continues 	 4045.7193082874505 0.9562917431680902 
specific 	 1332.1469552772196 0.9562917431680902 
renewed 	 9092.937433602068 0.6283728021709025 
indefinite 	 10354.676724304065 0.6283728021709025 
date 	 3071.9744682375767 0.9562917431680902 
specifying 	 6534.124538657148 0.9562917431680902 
renter 	 1055.73732952124 1.7302295383235597 
stay 	 3753.779167378126 0.9562917431680902 
terminates 	 13068.249077314296 0.6283728021709025 
termination 	 2411.0255013370415 1.2939071326475873 
form 	 3806.974009766279 0.6283728021709025 
specify 	 10354.676724304065 0.6283728021709025 
follow 	 6463.10191323077 0.6283728021709025 
days' 	 3016.6875650717825 1.2939071326475873 
week 	 1910.441782452378 1.1576700396859483 
notices 	 11356.175541331231 0.6283728021709025 
insist 	 13068.249077314296 0.6283728021709025 
