term 	 tf-idf weight 	 BM25 ranking 
 law 	 101.69738265431525 1.8059548913288364 
programs 	 339.1606936260709 1.6889103243888757 
aim 	 4880.178389613949 0.8736033634983804 
promote 	 4288.604796884137 0.8736033634983804 
means 	 2617.856764906056 0.8736033634983804 
seeks 	 4988.301920986229 0.8736033634983804 
help 	 837.1043643064439 1.398807315120091 
available 	 285.4343233434218 1.7223991106772174 
various 	 356.51025253053695 1.589984755995049 
forms 	 1320.0660033724382 1.2160388933215038 
grow 	 4779.517790114486 0.8736033634983804 
offers 	 755.7303671507365 1.5124678943986114 
primarily 	 3768.216053677526 0.8736033634983804 
organization 	 711.0911665360203 1.398807315120091 
called 	 1276.5008216576048 1.2160388933215038 
administration 	 415.15119431303106 1.6462331464302695 
sba 	 514.61741980571 1.841692024226827 
congress 	 478.35541571005393 1.6889103243888757 
provides 	 865.3055006103971 1.398807315120091 
financial 	 490.18641250754547 1.589984755995049 
procurement 	 2182.6407583806526 1.5124678943986114 
advocacy 	 4685.35608777477 0.8736033634983804 
guarantees 	 2762.4061875945335 1.2160388933215038 
bank 	 2937.9071316500654 0.8736033634983804 
loans 	 1381.2030937972668 1.5124678943986114 
totaling 	 6707.959560648691 0.8736033634983804 
dollars 	 5105.084231481919 0.8736033634983804 
qualify 	 2552.5421157409596 1.2160388933215038 
usually 	 734.810870267562 1.589984755995049 
receive 	 1656.230694100513 1.2160388933215038 
favorable 	 2945.7400630254547 1.2160388933215038 
terms 	 2617.856764906056 0.8736033634983804 
able 	 2994.0294353778195 0.8736033634983804 
lengthy 	 7127.687704355839 0.8736033634983804 
period 	 1403.1883405676926 1.2160388933215038 
time 	 1391.1541062110475 0.8736033634983804 
relatively 	 4513.510638752106 0.8736033634983804 
low 	 2883.8639162684353 0.8736033634983804 
rate 	 3144.575236045021 0.8736033634983804 
despite 	 1256.0720178925085 1.398807315120091 
advantages 	 3629.158501343016 0.8736033634983804 
loan 	 831.3836534977047 1.6462331464302695 
takes 	 1814.579250671508 1.2160388933215038 
conventional 	 4685.35608777477 0.8736033634983804 
require 	 1325.6667281830896 1.398807315120091 
personal 	 1043.2283243387108 1.2160388933215038 
collateral 	 8730.56303352261 0.8736033634983804 
restricts 	 8730.56303352261 0.8736033634983804 
business' 	 6382.393119281259 0.8736033634983804 
ability 	 1556.5988413138177 1.2160388933215038 
additional 	 3629.158501343016 0.8736033634983804 
pre 	 3312.461388201026 0.8736033634983804 
condition 	 3462.2337989746875 0.8736033634983804 
direction 	 4093.7824950449585 0.8736033634983804 
department 	 1403.1883405676926 1.2160388933215038 
commerce 	 2494.1509604931143 1.2160388933215038 
community 	 562.1837125758099 1.5124678943986114 
affairs 	 1731.1168994873437 1.2160388933215038 
dcca 	 2910.1876778408705 1.398807315120091 
state's 	 5524.812375189067 0.8736033634983804 
lead 	 3585.6030281076314 0.8736033634983804 
economic 	 727.2141900278061 1.398807315120091 
development 	 242.53888990069453 1.6889103243888757 
agency 	 70.0563808774545 1.9430608763882724 
committed 	 4596.904764544592 0.8736033634983804 
helping 	 4359.789646407338 0.8736033634983804 
maintain 	 1837.0271756689049 1.2160388933215038 
climate 	 3462.2337989746875 0.8736033634983804 
operate 	 4434.626562918775 0.8736033634983804 
center 	 755.333774670072 1.398807315120091 
designed 	 1378.4571586202828 1.2160388933215038 
answer 	 4513.510638752106 0.8736033634983804 
questions 	 2355.5386167732267 0.8736033634983804 
starting 	 2144.3023984420684 1.2160388933215038 
expanding 	 4988.301920986229 0.8736033634983804 
include 	 2490.9071658781863 0.8736033634983804 
certified 	 6116.385967918878 0.8736033634983804 
lender 	 7719.261297085651 0.8736033634983804 
program 	 215.18704115709866 1.7223991106772174 
expert 	 5232.0338305097885 0.8736033634983804 
finance 	 3868.8766531769884 0.8736033634983804 
partnership 	 4880.178389613949 0.8736033634983804 
surety 	 7719.261297085651 0.8736033634983804 
bond 	 6116.385967918878 0.8736033634983804 
guaranty 	 8730.56303352261 0.8736033634983804 
infrastructure 	 4880.178389613949 0.8736033634983804 
enterprise 	 4880.178389613949 0.8736033634983804 
zone 	 4779.517790114486 0.8736033634983804 
expansion 	 3462.2337989746875 0.8736033634983804 
detention 	 6382.393119281259 0.8736033634983804 
location 	 4513.510638752106 0.8736033634983804 
network 	 3629.158501343016 0.8736033634983804 
minority 	 1256.0720178925085 1.398807315120091 
union 	 2732.79806569375 0.8736033634983804 
disability 	 4779.517790114486 0.8736033634983804 
standards 	 3144.575236045021 0.8736033634983804 
determining 	 4155.876972481981 0.8736033634983804 
qualifies 	 6707.959560648691 0.8736033634983804 
money 	 2756.9143172405657 0.8736033634983804 
ventures 	 5232.0338305097885 0.8736033634983804 
units 	 4434.626562918775 0.8736033634983804 
provide 	 823.5942362957027 1.398807315120091 
offer 	 885.827552952389 1.5124678943986114 
services 	 342.6766193143625 1.6462331464302695 
tax 	 3462.2337989746875 0.8736033634983804 
credits 	 1934.4383265884942 1.2160388933215038 
packaging 	 5891.480126050909 0.8736033634983804 
assisting 	 5696.65782421173 0.8736033634983804 
support 	 2026.283172176244 0.8736033634983804 
unit 	 1908.8392087861728 1.2160388933215038 
businessperson 	 7127.687704355839 0.8736033634983804 
offered 	 3720.3757021787824 0.8736033634983804 
planning 	 1731.1168994873437 1.2160388933215038 
county 	 3462.2337989746875 0.8736033634983804 
city 	 2431.347875873134 0.8736033634983804 
located 	 3868.8766531769884 0.8736033634983804 
corporations 	 1532.3015881815304 1.398807315120091 
united 	 670.5399107219952 1.398807315120091 
single 	 3144.575236045021 0.8736033634983804 
largest 	 1837.0271756689049 1.2160388933215038 
likewise 	 6707.959560648691 0.8736033634983804 
figures 	 3817.6784175723456 0.8736033634983804 
entities 	 5105.084231481919 0.8736033634983804 
overlooked 	 6116.385967918878 0.8736033634983804 
managers 	 2440.0891948069743 1.2160388933215038 
source 	 1792.8015140538157 1.2160388933215038 
secure 	 4513.510638752106 0.8736033634983804 
levels 	 3348.4879099703776 0.8736033634983804 
level 	 541.3351811276885 1.5124678943986114 
individual 	 2450.9320625377272 0.8736033634983804 
receives 	 4685.35608777477 0.8736033634983804 
requests 	 1104.9624750378134 1.589984755995049 
bids 	 3563.8438521779194 1.2160388933215038 
copies 	 5105.084231481919 0.8736033634983804 
agencies' 	 8730.56303352261 0.8736033634983804 
files 	 1108.6566407296937 1.5124678943986114 
application 	 2511.3130929193317 0.8736033634983804 
special 	 2412.023090044854 0.8736033634983804 
specifically 	 1656.230694100513 1.2160388933215038 
assist 	 2179.894823203669 1.2160388933215038 
owned 	 2256.755319376053 1.2160388933215038 
regulations 	 1256.0720178925085 1.398807315120091 
percentage 	 4779.517790114486 0.8736033634983804 
reserved 	 808.8250694860653 1.2160388933215038 
regard 	 3423.324826481814 0.8736033634983804 
publishing 	 4779.517790114486 0.8736033634983804 
list 	 1674.2439549851888 1.2160388933215038 
subcontracting 	 4365.281516761305 1.2160388933215038 
directory 	 1841.6041250630221 1.398807315120091 
major 	 977.1983558376741 1.2160388933215038 
contractors 	 6382.393119281259 0.8736033634983804 
missions 	 5105.084231481919 0.8736033634983804 
seriously 	 5105.084231481919 0.8736033634983804 
goal 	 3921.9370460222945 0.8736033634983804 
advice 	 1532.3015881815304 1.398807315120091 
marketing 	 3423.324826481814 0.8736033634983804 
buying 	 5105.084231481919 0.8736033634983804 
service 	 2214.803088405573 0.8736033634983804 
corps 	 6382.393119281259 0.8736033634983804 
retired 	 2552.5421157409596 1.2160388933215038 
executives 	 5232.0338305097885 0.8736033634983804 
score 	 6707.959560648691 0.8736033634983804 
touch 	 4988.301920986229 0.8736033634983804 
executive 	 875.5522255787865 1.5124678943986114 
volunteers 	 6707.959560648691 0.8736033634983804 
counseling 	 4596.904764544592 0.8736033634983804 
sba's 	 8730.56303352261 0.8736033634983804 
office 	 478.5901846076172 1.589984755995049 
helps 	 2616.0169152548942 1.2160388933215038 
develop 	 3277.303060447177 0.8736033634983804 
strategies 	 3768.216053677526 0.8736033634983804 
concerning 	 2857.574916740028 0.8736033634983804 
selling 	 4093.7824950449585 0.8736033634983804 
lobbies 	 8730.56303352261 0.8736033634983804 
organizations 	 1572.2876180225105 1.2160388933215038 
behalf 	 1561.78536259159 1.398807315120091 
aware 	 4513.510638752106 0.8736033634983804 
example 	 1287.1506458353354 1.2160388933215038 
armed 	 4596.904764544592 0.8736033634983804 
securing 	 6707.959560648691 0.8736033634983804 
defense 	 1511.460734301473 1.2160388933215038 
related 	 2319.0617168555227 0.8736033634983804 
army 	 4155.876972481981 0.8736033634983804 
maintains 	 5371.091382844298 0.8736033634983804 
known 	 1331.3763074504247 1.2160388933215038 
logistics 	 7127.687704355839 0.8736033634983804 
gsa 	 7719.261297085651 0.8736033634983804 
sell 	 4155.876972481981 0.8736033634983804 
products 	 1638.6515302235885 1.2160388933215038 
directly 	 1751.104451157573 1.2160388933215038 
providing 	 2994.0294353778195 0.8736033634983804 
wish 	 4513.510638752106 0.8736033634983804 
purchase 	 4434.626562918775 0.8736033634983804 
persuading 	 7127.687704355839 0.8736033634983804 
pass 	 5105.084231481919 0.8736033634983804 
laws 	 320.42932402982615 1.7493785011032403 
particular 	 551.3828634481132 1.589984755995049 
person 	 1403.1883405676926 1.2160388933215038 
defeat 	 5232.0338305097885 0.8736033634983804 
potential 	 2994.0294353778195 0.8736033634983804 
unfavorable 	 6116.385967918878 0.8736033634983804 
lobbyists 	 771.9261297085651 1.771578281317072 
clients 	 1960.9685230111472 1.2160388933215038 
negative 	 3868.8766531769884 0.8736033634983804 
image 	 2640.1320067448764 0.8736033634983804 
respected 	 5696.65782421173 0.8736033634983804 
tradition 	 3720.3757021787824 0.8736033634983804 
country 	 2374.124855382496 0.8736033634983804 
departments 	 2552.5421157409596 1.2160388933215038 
rely 	 2685.545691422149 1.2160388933215038 
decisions 	 512.229004015376 1.6889103243888757 
set 	 1082.670362255377 1.2160388933215038 
policy 	 1159.5308584277614 1.2160388933215038 
faceless 	 7719.261297085651 0.8736033634983804 
machine 	 4359.789646407338 0.8736033634983804 
appears 	 4880.178389613949 0.8736033634983804 
decision 	 865.3055006103971 1.398807315120091 
regulation 	 3977.000184549269 0.8736033634983804 
sincerely 	 6707.959560648691 0.8736033634983804 
concerned 	 3502.208902315146 0.8736033634983804 
staying 	 6707.959560648691 0.8736033634983804 
abreast 	 7127.687704355839 0.8736033634983804 
changes 	 2412.023090044854 0.8736033634983804 
industry 	 767.0532172546885 1.398807315120091 
promoting 	 4988.301920986229 0.8736033634983804 
vitality 	 7127.687704355839 0.8736033634983804 
oversee 	 2848.328912105865 1.2160388933215038 
governing 	 4220.732094072828 0.8736033634983804 
including 	 640.4942935508319 1.2160388933215038 
requirements 	 3209.430357635868 0.8736033634983804 
identify 	 4434.626562918775 0.8736033634983804 
lobby 	 1532.3015881815304 1.398807315120091 
governed 	 5232.0338305097885 0.8736033634983804 
lobbyist 	 4365.281516761305 1.2160388933215038 
registration 	 5371.091382844298 0.8736033634983804 
statutes 	 3058.192983959439 1.2160388933215038 
periodically 	 6382.393119281259 0.8736033634983804 
file 	 4093.7824950449585 0.8736033634983804 
clerk 	 3058.192983959439 1.2160388933215038 
house 	 872.618921635352 1.398807315120091 
representatives 	 1908.8392087861728 1.2160388933215038 
detailed 	 1541.2403793039991 1.2160388933215038 
records 	 2217.3132814593873 1.2160388933215038 
contributors 	 6707.959560648691 0.8736033634983804 
expenditures 	 2179.894823203669 1.2160388933215038 
required 	 431.8459240861351 1.6889103243888757 
register 	 1626.726129871316 1.398807315120091 
secretary 	 896.4007570269079 1.5124678943986114 
senate 	 2440.0891948069743 1.2160388933215038 
assembly 	 1744.0112768365962 1.398807315120091 
inform 	 5371.091382844298 0.8736033634983804 
party 	 887.5842049669499 1.398807315120091 
intend 	 5696.65782421173 0.8736033634983804 
represent 	 4155.876972481981 0.8736033634983804 
report 	 2301.1596517640655 0.8736033634983804 
biannually 	 8730.56303352261 0.8736033634983804 
supervision 	 5371.091382844298 0.8736033634983804 
enforcement 	 2046.8912475224793 1.2160388933215038 
tighter 	 7719.261297085651 0.8736033634983804 
firms 	 2144.3023984420684 1.2160388933215038 
specialize 	 7127.687704355839 0.8736033634983804 
addition 	 3242.972064725703 0.8736033634983804 
legal 	 1245.4535829390932 1.2160388933215038 
political 	 1381.6491866011258 0.8736033634983804 
consulting 	 6116.385967918878 0.8736033634983804 
perform 	 4359.789646407338 0.8736033634983804 
experts 	 4596.904764544592 0.8736033634983804 
influencing 	 5524.812375189067 0.8736033634983804 
average 	 2217.3132814593873 1.2160388933215038 
imagines 	 8730.56303352261 0.8736033634983804 
envisions 	 7719.261297085651 0.8736033634983804 
deliberating 	 8730.56303352261 0.8736033634983804 
session 	 4513.510638752106 0.8736033634983804 
chief 	 3176.6424609477144 0.8736033634983804 
sitting 	 5696.65782421173 0.8736033634983804 
poring 	 8730.56303352261 0.8736033634983804 
papers 	 4359.789646407338 0.8736033634983804 
nice 	 5891.480126050909 0.8736033634983804 
direct 	 1080.990688241901 1.398807315120091 
input 	 1308.0084576274471 1.5124678943986114 
testify 	 5696.65782421173 0.8736033634983804 
personally 	 5696.65782421173 0.8736033634983804 
advise 	 6116.385967918878 0.8736033634983804 
president 	 1235.391354443554 1.2160388933215038 
affect 	 1638.6515302235885 1.2160388933215038 
formulate 	 6707.959560648691 0.8736033634983804 
rules 	 483.63237025992237 1.6889103243888757 
implementation 	 3629.158501343016 0.8736033634983804 
wide 	 3113.1976826276355 0.8736033634983804 
substantive 	 6382.393119281259 0.8736033634983804 
impossible 	 2440.0891948069743 1.2160388933215038 
summarize 	 7127.687704355839 0.8736033634983804 
guide 	 1385.2923241606604 1.398807315120091 
procedures 	 628.9150472090042 1.589984755995049 
similar 	 2883.8639162684353 0.8736033634983804 
manager 	 2217.3132814593873 1.2160388933215038 
basic 	 3022.921468602946 0.8736033634983804 
grasp 	 5891.480126050909 0.8736033634983804 
play 	 3629.158501343016 0.8736033634983804 
easier 	 2616.0169152548942 1.2160388933215038 
understand 	 3585.6030281076314 0.8736033634983804 
understands 	 3563.8438521779194 1.2160388933215038 
constitutional 	 3817.6784175723456 0.8736033634983804 
limitations 	 4779.517790114486 0.8736033634983804 
theoretically 	 7719.261297085651 0.8736033634983804 
realistically 	 8730.56303352261 0.8736033634983804 
legislative 	 2217.3132814593873 1.2160388933215038 
bodies 	 4596.904764544592 0.8736033634983804 
handle 	 4779.517790114486 0.8736033634983804 
detail 	 4434.626562918775 0.8736033634983804 
create 	 3113.1976826276355 0.8736033634983804 
legislatures 	 6707.959560648691 0.8736033634983804 
forced 	 4220.732094072828 0.8736033634983804 
heavily 	 5371.091382844298 0.8736033634983804 
numerous 	 3629.158501343016 0.8736033634983804 
suggesting 	 4779.517790114486 0.8736033634983804 
implementing 	 4988.301920986229 0.8736033634983804 
existing 	 3768.216053677526 0.8736033634983804 
legislature 	 2945.7400630254547 1.2160388933215038 
establishes 	 6382.393119281259 0.8736033634983804 
broad 	 753.6432107355052 1.589984755995049 
outlines 	 4880.178389613949 0.8736033634983804 
follow 	 763.5356835144692 1.589984755995049 
regulating 	 4880.178389613949 0.8736033634983804 
delegates 	 5891.480126050909 0.8736033634983804 
power 	 525.4739865476688 1.5124678943986114 
limits 	 4513.510638752106 0.8736033634983804 
authority 	 1588.3212304738572 1.2160388933215038 
delegate 	 8730.56303352261 0.8736033634983804 
procedure 	 568.1428835070384 1.6889103243888757 
creating 	 3868.8766531769884 0.8736033634983804 
attacked 	 2848.328912105865 1.2160388933215038 
overly 	 6382.393119281259 0.8736033634983804 
delegation 	 4988.301920986229 0.8736033634983804 
action 	 195.8604754433377 1.841692024226827 
overstepping 	 8730.56303352261 0.8736033634983804 
proper 	 4220.732094072828 0.8736033634983804 
bounds 	 7127.687704355839 0.8736033634983804 
agency's 	 2573.0870990285503 1.398807315120091 
step 	 1167.4029674383821 1.398807315120091 
challenging 	 3058.192983959439 1.2160388933215038 
properly 	 2342.678043887385 1.2160388933215038 
delegated 	 8730.56303352261 0.8736033634983804 
exercised 	 6382.393119281259 0.8736033634983804 
followed 	 4155.876972481981 0.8736033634983804 
understanding 	 3585.6030281076314 0.8736033634983804 
actions 	 1572.2876180225105 1.2160388933215038 
fit 	 2256.755319376053 1.2160388933215038 
categories 	 2440.0891948069743 1.2160388933215038 
rulemaking 	 1929.8153242714127 1.5124678943986114 
adjudication 	 1425.5375408711677 1.589984755995049 
informal 	 1381.2030937972668 1.5124678943986114 
unique 	 3629.158501343016 0.8736033634983804 
apply 	 3868.8766531769884 0.8736033634983804 
affected 	 1837.0271756689049 1.2160388933215038 
parties 	 1069.810119211956 1.398807315120091 
degree 	 3868.8766531769884 0.8736033634983804 
determine 	 3385.426591819457 0.8736033634983804 
category 	 1072.1511992210342 1.5124678943986114 
fits 	 3191.1965596406294 1.2160388933215038 
determination 	 4513.510638752106 0.8736033634983804 
call 	 2756.9143172405657 0.8736033634983804 
rarely 	 7127.687704355839 0.8736033634983804 
simple 	 3817.6784175723456 0.8736033634983804 
determines 	 5371.091382844298 0.8736033634983804 
procedural 	 3058.192983959439 1.2160388933215038 
safeguards 	 6707.959560648691 0.8736033634983804 
observe 	 7127.687704355839 0.8736033634983804 
try 	 2017.111602519953 1.2160388933215038 
avoid 	 3977.000184549269 0.8736033634983804 
cumbersome 	 7719.261297085651 0.8736033634983804 
type 	 3585.6030281076314 0.8736033634983804 
trying 	 4220.732094072828 0.8736033634983804 
requires 	 3720.3757021787824 0.8736033634983804 
formal 	 2256.755319376053 1.2160388933215038 
disputes 	 4988.301920986229 0.8736033634983804 
centered 	 4988.301920986229 0.8736033634983804 
characterize 	 6116.385967918878 0.8736033634983804 
doing 	 1209.7195004476719 1.398807315120091 
informally 	 7719.261297085651 0.8736033634983804 
notice 	 1478.208854306258 1.398807315120091 
comment 	 2685.545691422149 1.2160388933215038 
considering 	 4359.789646407338 0.8736033634983804 
adopting 	 7127.687704355839 0.8736033634983804 
proposed 	 1771.655105904778 1.2160388933215038 
rule 	 610.4794437158414 1.589984755995049 
considers 	 3977.000184549269 0.8736033634983804 
comments 	 412.8627196159723 1.5124678943986114 
promulgate 	 7719.261297085651 0.8736033634983804 
final 	 1731.1168994873437 1.2160388933215038 
commenting 	 6116.385967918878 0.8736033634983804 
voice 	 4093.7824950449585 0.8736033634983804 
formulating 	 7719.261297085651 0.8736033634983804 
unfortunately 	 5232.0338305097885 0.8736033634983804 
heed 	 7719.261297085651 0.8736033634983804 
received 	 1468.9535658250327 1.2160388933215038 
argue 	 5371.091382844298 0.8736033634983804 
instances 	 5232.0338305097885 0.8736033634983804 
follows 	 4513.510638752106 0.8736033634983804 
civil 	 2490.9071658781863 0.8736033634983804 
court 	 671.4323669293411 1.5124678943986114 
trial 	 3674.0543513378097 0.8736033634983804 
identical 	 6707.959560648691 0.8736033634983804 
allows 	 4359.789646407338 0.8736033634983804 
examination 	 2231.670328288743 0.8736033634983804 
witnesses 	 4779.517790114486 0.8736033634983804 
testimony 	 4988.301920986229 0.8736033634983804 
oath 	 7127.687704355839 0.8736033634983804 
judge 	 3977.000184549269 0.8736033634983804 
substantial 	 4513.510638752106 0.8736033634983804 
written 	 803.277514234548 1.2160388933215038 
record 	 3312.461388201026 0.8736033634983804 
based 	 1795.0749446984248 0.8736033634983804 
vary 	 5371.091382844298 0.8736033634983804 
considerably 	 7719.261297085651 0.8736033634983804 
minimal 	 5371.091382844298 0.8736033634983804 
protection 	 2937.9071316500654 0.8736033634983804 
merely 	 4779.517790114486 0.8736033634983804 
reason 	 3423.324826481814 0.8736033634983804 
allow 	 3543.310211809556 0.8736033634983804 
subject 	 644.9289576635526 1.2160388933215038 
judicial 	 4288.604796884137 0.8736033634983804 
review 	 984.2467198477862 1.2160388933215038 
overturned 	 6707.959560648691 0.8736033634983804 
supreme 	 3977.000184549269 0.8736033634983804 
sent 	 4155.876972481981 0.8736033634983804 
strong 	 1771.655105904778 1.2160388933215038 
signals 	 5524.812375189067 0.8736033634983804 
lower 	 3277.303060447177 0.8736033634983804 
overturn 	 3563.8438521779194 1.2160388933215038 
absent 	 7127.687704355839 0.8736033634983804 
evidence 	 3312.461388201026 0.8736033634983804 
acted 	 6707.959560648691 0.8736033634983804 
erroneously 	 7719.261297085651 0.8736033634983804 
foolish 	 7127.687704355839 0.8736033634983804 
treat 	 5524.812375189067 0.8736033634983804 
lightly 	 7719.261297085651 0.8736033634983804 
assumes 	 5891.480126050909 0.8736033634983804 
reviewing 	 3058.192983959439 1.2160388933215038 
correct 	 4034.223205039906 0.8736033634983804 
mistakes 	 5524.812375189067 0.8736033634983804 
sensible 	 6116.385967918878 0.8736033634983804 
strategy 	 3385.426591819457 0.8736033634983804 
assume 	 5371.091382844298 0.8736033634983804 
won 	 4513.510638752106 0.8736033634983804 
individuals 	 3312.461388201026 0.8736033634983804 
powerful 	 4359.789646407338 0.8736033634983804 
tool 	 3921.9370460222945 0.8736033634983804 
obtaining 	 5371.091382844298 0.8736033634983804 
foia 	 1247.2232905032301 1.6889103243888757 
unprecedented 	 6707.959560648691 0.8736033634983804 
access 	 3144.575236045021 0.8736033634983804 
opinions 	 2298.452382272296 1.2160388933215038 
concurring 	 7719.261297085651 0.8736033634983804 
dissenting 	 6707.959560648691 0.8736033634983804 
statements 	 4779.517790114486 0.8736033634983804 
interpretation 	 3868.8766531769884 0.8736033634983804 
adopted 	 4880.178389613949 0.8736033634983804 
published 	 3462.2337989746875 0.8736033634983804 
staff 	 1482.8492240561543 1.2160388933215038 
manuals 	 7719.261297085651 0.8736033634983804 
instructions 	 5371.091382844298 0.8736033634983804 
specific 	 1573.7671317809422 0.8736033634983804 
exceptions 	 5105.084231481919 0.8736033634983804 
disclose 	 6382.393119281259 0.8736033634983804 
national 	 1662.894074379526 0.8736033634983804 
security 	 2532.008475372596 0.8736033634983804 
internal 	 3242.972064725703 0.8736033634983804 
personnel 	 1711.662413240907 1.2160388933215038 
exempted 	 7127.687704355839 0.8736033634983804 
statute 	 5371.091382844298 0.8736033634983804 
trade 	 3113.1976826276355 0.8736033634983804 
secrets 	 5105.084231481919 0.8736033634983804 
inter 	 4880.178389613949 0.8736033634983804 
intra 	 7127.687704355839 0.8736033634983804 
memoranda 	 8730.56303352261 0.8736033634983804 
medical 	 2781.435902864166 0.8736033634983804 
disclosure 	 6116.385967918878 0.8736033634983804 
violate 	 5524.812375189067 0.8736033634983804 
privacy 	 4779.517790114486 0.8736033634983804 
investigation 	 1482.8492240561543 1.2160388933215038 
data 	 2450.9320625377272 0.8736033634983804 
institutions 	 3242.972064725703 0.8736033634983804 
geological 	 7127.687704355839 0.8736033634983804 
geophysical 	 7127.687704355839 0.8736033634983804 
oil 	 3629.158501343016 0.8736033634983804 
gas 	 4513.510638752106 0.8736033634983804 
definition 	 3082.4807586079983 0.8736033634983804 
includes 	 1997.1021994512132 0.8736033634983804 
independent 	 2756.9143172405657 0.8736033634983804 
regulatory 	 4685.35608777477 0.8736033634983804 
commissions 	 6382.393119281259 0.8736033634983804 
central 	 2553.0016433152095 0.8736033634983804 
intelligence 	 4596.904764544592 0.8736033634983804 
bureau 	 4596.904764544592 0.8736033634983804 
writing 	 3113.1976826276355 0.8736033634983804 
designated 	 6116.385967918878 0.8736033634983804 
officer 	 4434.626562918775 0.8736033634983804 
code 	 3277.303060447177 0.8736033634983804 
