term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 435.3522490023908 1.5537435906304313 
plan 	 1764.3102855217644 1.0743209714159307 
histories 	 3692.043910767197 1.0743209714159307 
notes 	 1720.3178611233066 1.0743209714159307 
slow 	 1565.531934743112 1.3977993597996166 
learner 	 5158.519372624064 1.0743209714159307 
intelligent 	 4482.700871578118 1.0743209714159307 
student 	 457.5382735873569 1.7060068926886234 
culture 	 954.80998760162 1.3977993597996166 
free 	 616.9007370786468 1.3977993597996166 
discusses 	 438.49237004870525 1.5537435906304313 
devised 	 3937.0754783410803 1.0743209714159307 
measure 	 2735.735389080764 1.0743209714159307 
intelligence 	 1023.9849544050666 1.5537435906304313 
innate 	 5158.519372624064 1.0743209714159307 
ability 	 693.4813206675678 1.5537435906304313 
eliminating 	 3589.317408000816 1.0743209714159307 
cultural 	 1945.078428269843 1.0743209714159307 
variables 	 1410.2857408228265 1.3977993597996166 
discussion 	 723.5117225490012 1.3977993597996166 
remedial 	 4265.135909046763 1.0743209714159307 
reading 	 462.8718355231816 1.74885278130581 
readers 	 3806.8823705321706 1.0743209714159307 
entering 	 2913.4989069548697 1.0743209714159307 
fourth 	 2777.2310131390896 1.0743209714159307 
grade 	 626.2127738972448 1.7060068926886234 
supports 	 3261.2569772951338 1.0743209714159307 
modifies 	 4763.190892218604 1.0743209714159307 
results 	 423.0137531679714 1.6455349027813708 
attained 	 4763.190892218604 1.0743209714159307 
implementation 	 2425.2430012401924 1.0743209714159307 
procedures 	 2101.412512093143 1.0743209714159307 
theory 	 378.4725775062648 1.7060068926886234 
technique 	 2620.8969293157897 1.0743209714159307 
method 	 525.3531280232858 1.6455349027813708 
various 	 595.6091436210992 1.3977993597996166 
methods 	 541.595654324036 1.5537435906304313 
measuring 	 1666.7561250725062 1.3977993597996166 
achievement 	 555.5853750241687 1.74885278130581 
play 	 606.3107503100481 1.6455349027813708 
therapy 	 1410.2857408228265 1.3977993597996166 
little 	 2262.3652686936052 1.0743209714159307 
axline 	 4763.190892218604 1.0743209714159307 
examines 	 261.21134940143446 1.7060068926886234 
directive 	 4482.700871578118 1.0743209714159307 
successful 	 2657.693749099066 1.0743209714159307 
application 	 839.1124967773641 1.3977993597996166 
emotionally 	 984.2688695852701 1.6455349027813708 
disturbed 	 1494.2336238593725 1.5537435906304313 
learning 	 646.3596190622967 1.6455349027813708 
disabilities 	 1596.9944637976778 1.3977993597996166 
conclusions 	 1508.1127048606252 1.3977993597996166 
brief 	 1892.3628875313243 1.0743209714159307 
discussing 	 3071.9548632151996 1.0743209714159307 
binet's 	 5158.519372624064 1.0743209714159307 
relationship 	 718.1249274080409 1.3977993597996166 
motor 	 2913.4989069548697 1.0743209714159307 
program 	 191.73622584251424 1.74885278130581 
proposes 	 3071.9548632151996 1.0743209714159307 
aptitude 	 4763.190892218604 1.0743209714159307 
including 	 285.34701220564824 1.5537435906304313 
instruction 	 3333.5122501450123 1.0743209714159307 
administration 	 1664.5884076293569 1.0743209714159307 
research 	 159.8518591989028 1.7807986839143355 
language 	 2101.412512093143 1.0743209714159307 
elementary 	 614.39097264304 1.7060068926886234 
based 	 1199.587437341305 1.0743209714159307 
hew 	 5158.519372624064 1.0743209714159307 
indicating 	 1630.6284886475669 1.3977993597996166 
radical 	 3131.063869486224 1.0743209714159307 
decrease 	 3496.3899826915995 1.0743209714159307 
scores 	 4763.190892218604 1.0743209714159307 
suggestions 	 2777.2310131390896 1.0743209714159307 
upgrading 	 4265.135909046763 1.0743209714159307 
teaching 	 531.5387498198132 1.7060068926886234 
process 	 1525.9682810683278 1.0743209714159307 
role 	 213.0549600116087 1.74885278130581 
counselor 	 4763.190892218604 1.0743209714159307 
perceived 	 3261.2569772951338 1.0743209714159307 
administrators 	 3937.0754783410803 1.0743209714159307 
teachers 	 1508.1127048606252 1.3977993597996166 
students 	 242.52430012401922 1.8413423850390676 
parents 	 1410.2857408228265 1.3977993597996166 
offer 	 2367.8735137178323 1.0743209714159307 
professional 	 1963.303257956692 1.0743209714159307 
vocationally 	 5834.337873670011 1.0743209714159307 
college 	 818.4151228134257 1.5537435906304313 
minded 	 4763.190892218604 1.0743209714159307 
special 	 805.936433445419 1.3977993597996166 
educating 	 3806.8823705321706 1.0743209714159307 
gifted 	 4763.190892218604 1.0743209714159307 
characteristics 	 2340.4069086753034 1.0743209714159307 
identification 	 987.8366229942437 1.5537435906304313 
subjective 	 3589.317408000816 1.0743209714159307 
classification 	 3193.9889275953556 1.0743209714159307 
guidelines 	 2735.735389080764 1.0743209714159307 
gates 	 4087.372391172657 1.0743209714159307 
mac 	 4087.372391172657 1.0743209714159307 
ginite 	 5158.519372624064 1.0743209714159307 
survey 	 2367.8735137178323 1.0743209714159307 
essay 	 2695.933944423515 1.0743209714159307 
validity 	 3589.317408000816 1.0743209714159307 
intervening 	 5158.519372624064 1.0743209714159307 
test 	 295.98418921472904 1.8055346572333244 
practical 	 2367.8735137178323 1.0743209714159307 
bilingual 	 5158.519372624064 1.0743209714159307 
concept 	 981.651628978346 1.3977993597996166 
focuses 	 1945.078428269843 1.0743209714159307 
hypothesis 	 1196.4391360002721 1.5537435906304313 
data 	 545.9581359319817 1.5537435906304313 
related 	 516.5833159547943 1.5537435906304313 
spanish 	 2735.735389080764 1.0743209714159307 
speaking 	 2865.928496889673 1.0743209714159307 
population 	 2020.1154433775682 1.0743209714159307 
tables 	 1596.9944637976778 1.3977993597996166 
comparative 	 1243.1001746484965 1.3977993597996166 
discriminating 	 4265.135909046763 1.0743209714159307 
powers 	 2551.2244394331988 1.0743209714159307 
true 	 1292.7192381245934 1.3977993597996166 
false 	 1705.7769450633552 1.3977993597996166 
multiple 	 1456.7494534774348 1.3977993597996166 
choice 	 1131.1826343468026 1.3977993597996166 
items 	 3193.9889275953556 1.0743209714159307 
equal 	 2865.928496889673 1.0743209714159307 
content 	 2020.1154433775682 1.0743209714159307 
contends 	 2820.571481645653 1.0743209714159307 
discriminatory 	 4087.372391172657 1.0743209714159307 
value 	 1842.3519255034623 1.0743209714159307 
correlation 	 1137.184630042237 1.5537435906304313 
physical 	 614.1173085011542 1.5537435906304313 
boys 	 2132.5679545233816 1.3977993597996166 
girls 	 2241.350435789059 1.3977993597996166 
minorities 	 2963.5098689827314 1.0743209714159307 
tested 	 3333.5122501450123 1.0743209714159307 
suggests 	 3131.063869486224 1.0743209714159307 
prejudicial 	 4763.190892218604 1.0743209714159307 
unnecessary 	 4482.700871578118 1.0743209714159307 
effectiveness 	 1170.2034543376517 1.3977993597996166 
programs 	 528.8489225492195 1.5537435906304313 
junior 	 833.3780625362531 1.6455349027813708 
level 	 723.5117225490012 1.3977993597996166 
depth 	 2396.1363621692535 1.0743209714159307 
analysis 	 239.91748746826104 1.7060068926886234 
expectations 	 738.4087821534393 1.7060068926886234 
jhs 	 4763.190892218604 1.0743209714159307 
vocational 	 1268.9607901773902 1.5537435906304313 
choices 	 3589.317408000816 1.0743209714159307 
potentialities 	 5158.519372624064 1.0743209714159307 
extant 	 4482.700871578118 1.0743209714159307 
questionnaires 	 5158.519372624064 1.0743209714159307 
critique 	 2486.200349296993 1.0743209714159307 
current 	 686.9973348146061 1.3977993597996166 
past 	 839.1124967773641 1.3977993597996166 
successes 	 3496.3899826915995 1.0743209714159307 
questionability 	 5834.337873670011 1.0743209714159307 
prospects 	 2486.200349296993 1.0743209714159307 
adjustment 	 1794.658704000408 1.3977993597996166 
rehabilitation 	 3016.2254097212503 1.0743209714159307 
penn 	 4265.135909046763 1.0743209714159307 
assessment 	 637.8061098582997 1.6455349027813708 
effects 	 1525.9682810683278 1.0743209714159307 
social 	 417.1231723408016 1.5537435906304313 
climate 	 1156.846454420946 1.3977993597996166 
aspects 	 614.1173085011542 1.5537435906304313 
school's 	 4763.190892218604 1.0743209714159307 
centering 	 1456.7494534774348 1.3977993597996166 
relationships 	 2518.170426549409 1.0743209714159307 
methodology 	 1043.687956495408 1.5537435906304313 
pertinent 	 3937.0754783410803 1.0743209714159307 
psychological 	 2237.6804059089227 1.0743209714159307 
material 	 1875.405938387252 1.0743209714159307 
regents 	 2579.259686312032 1.3977993597996166 
examination 	 745.6746299114203 1.3977993597996166 
york 	 1611.872866890838 1.0743209714159307 
exam 	 4265.135909046763 1.0743209714159307 
curriculum 	 3193.9889275953556 1.0743209714159307 
van 	 1858.7388658619343 1.0743209714159307 
kindergarten 	 4087.372391172657 1.0743209714159307 
evaluation 	 2059.916888034817 1.0743209714159307 
analyze 	 3496.3899826915995 1.0743209714159307 
intellectual 	 2777.2310131390896 1.0743209714159307 
potential 	 2000.807881763793 1.0743209714159307 
behavior 	 265.3552432679936 1.8055346572333244 
children 	 184.23519255034626 1.8413423850390676 
metropolitan 	 3806.8823705321706 1.0743209714159307 
analyzes 	 1574.1262175146649 1.0743209714159307 
mat 	 4482.700871578118 1.0743209714159307 
terms 	 1749.4245001942459 1.0743209714159307 
time 	 929.6609003123862 1.0743209714159307 
standardization 	 5158.519372624064 1.0743209714159307 
reliability 	 4265.135909046763 1.0743209714159307 
scoring 	 5158.519372624064 1.0743209714159307 
study 	 394.30678827199586 1.5537435906304313 
disruptive 	 710.8559848411271 1.74885278130581 
findings 	 1388.6155065695448 1.3977993597996166 
experiment 	 3496.3899826915995 1.0743209714159307 
utilizing 	 3411.5538901267105 1.0743209714159307 
tokens 	 5158.519372624064 1.0743209714159307 
incentives 	 4265.135909046763 1.0743209714159307 
acceptable 	 3131.063869486224 1.0743209714159307 
youngsters 	 2241.350435789059 1.3977993597996166 
concludes 	 2913.4989069548697 1.0743209714159307 
parental 	 3333.5122501450123 1.0743209714159307 
involvement 	 2313.692908841892 1.0743209714159307 
techniques 	 486.26960706746075 1.6455349027813708 
positive 	 503.6340853098818 1.7060068926886234 
roles 	 2340.4069086753034 1.0743209714159307 
exceptional 	 1903.4411852660853 1.3977993597996166 
teach 	 1846.0219553835984 1.3977993597996166 
memory 	 3496.3899826915995 1.0743209714159307 
discrimination 	 2657.693749099066 1.0743209714159307 
spatial 	 4265.135909046763 1.0743209714159307 
tactile 	 4763.190892218604 1.0743209714159307 
stimuli 	 4265.135909046763 1.0743209714159307 
mental 	 2620.8969293157897 1.0743209714159307 
health 	 1561.8619048629762 1.0743209714159307 
services 	 686.9973348146061 1.3977993597996166 
manpower 	 4265.135909046763 1.0743209714159307 
abused 	 4482.700871578118 1.0743209714159307 
modification 	 1705.7769450633552 1.3977993597996166 
mini 	 3692.043910767197 1.0743209714159307 
thesis 	 1666.7561250725062 1.3977993597996166 
statement 	 737.8683695444369 1.5537435906304313 
anticipated 	 3496.3899826915995 1.0743209714159307 
outcome 	 3016.2254097212503 1.0743209714159307 
diagnosis 	 3193.9889275953556 1.0743209714159307 
childhood 	 3016.2254097212503 1.0743209714159307 
critical 	 1909.61997520324 1.0743209714159307 
instruments 	 3261.2569772951338 1.0743209714159307 
introduction 	 1000.4039408818965 1.3977993597996166 
normal 	 1410.2857408228265 1.3977993597996166 
troubled 	 1190.797723054651 1.6455349027813708 
modifying 	 5158.519372624064 1.0743209714159307 
humanistic 	 4482.700871578118 1.0743209714159307 
approaches 	 2455.245368440277 1.0743209714159307 
management 	 1624.7869629721079 1.0743209714159307 
articles 	 1156.846454420946 1.3977993597996166 
involves 	 3016.2254097212503 1.0743209714159307 
deal 	 2167.1677608687874 1.0743209714159307 
patience 	 4763.190892218604 1.0743209714159307 
repetition 	 4763.190892218604 1.0743209714159307 
approach 	 1981.875248053119 1.0743209714159307 
major 	 1306.0567470071724 1.0743209714159307 
traditional 	 2059.916888034817 1.0743209714159307 
views 	 1734.7625697638186 1.0743209714159307 
rationale 	 3333.5122501450123 1.0743209714159307 
model 	 2039.8130830121497 1.0743209714159307 
support 	 1354.0960197887855 1.0743209714159307 
curricula 	 3937.0754783410803 1.0743209714159307 
effect 	 1537.786607587364 1.0743209714159307 
design 	 456.55896402525804 1.6455349027813708 
definitions 	 2963.5098689827314 1.0743209714159307 
measurement 	 3937.0754783410803 1.0743209714159307 
seeks 	 3333.5122501450123 1.0743209714159307 
evaluate 	 3333.5122501450123 1.0743209714159307 
supervisor 	 4482.700871578118 1.0743209714159307 
deals 	 2122.841946143949 1.0743209714159307 
historical 	 1624.7869629721079 1.0743209714159307 
overview 	 564.0183375572952 1.5537435906304313 
scope 	 3261.2569772951338 1.0743209714159307 
supervisor's 	 5834.337873670011 1.0743209714159307 
projections 	 3333.5122501450123 1.0743209714159307 
concerning 	 1909.61997520324 1.0743209714159307 
direction 	 2735.735389080764 1.0743209714159307 
supervision 	 3589.317408000816 1.0743209714159307 
heading 	 5158.519372624064 1.0743209714159307 
student's 	 4482.700871578118 1.0743209714159307 
explores 	 2340.4069086753034 1.0743209714159307 
hypotheses 	 3937.0754783410803 1.0743209714159307 
childrens 	 4265.135909046763 1.0743209714159307 
experiences 	 2455.245368440277 1.0743209714159307 
counselors 	 1230.6813035890657 1.5537435906304313 
consist 	 4087.372391172657 1.0743209714159307 
observes 	 757.1457473988899 1.3977993597996166 
treatment 	 799.5637936813343 1.3977993597996166 
addresses 	 2777.2310131390896 1.0743209714159307 
focusing 	 1981.875248053119 1.0743209714159307 
opposed 	 2620.8969293157897 1.0743209714159307 
class 	 1981.875248053119 1.0743209714159307 
handicapped 	 3589.317408000816 1.0743209714159307 
token 	 4265.135909046763 1.0743209714159307 
reinforcement 	 4265.135909046763 1.0743209714159307 
efficiency 	 2695.933944423515 1.0743209714159307 
provides 	 1734.7625697638186 1.0743209714159307 
viable 	 3016.2254097212503 1.0743209714159307 
package 	 3193.9889275953556 1.0743209714159307 
control 	 1373.9946696292122 1.0743209714159307 
reinforce 	 4763.190892218604 1.0743209714159307 
leadership 	 1328.846874549533 1.3977993597996166 
journal 	 3333.5122501450123 1.0743209714159307 
dealing 	 1963.303257956692 1.0743209714159307 
topics 	 2913.4989069548697 1.0743209714159307 
risk 	 2313.692908841892 1.0743209714159307 
preventing 	 3692.043910767197 1.0743209714159307 
dropouts 	 5158.519372624064 1.0743209714159307 
help 	 1678.2249935547281 1.0743209714159307 
overcome 	 3806.8823705321706 1.0743209714159307 
abusive 	 4265.135909046763 1.0743209714159307 
bringing 	 3131.063869486224 1.0743209714159307 
tracking 	 3937.0754783410803 1.0743209714159307 
alternatives 	 2620.8969293157897 1.0743209714159307 
steering 	 4763.190892218604 1.0743209714159307 
particular 	 1842.3519255034623 1.0743209714159307 
disciplines 	 4482.700871578118 1.0743209714159307 
result 	 1749.4245001942459 1.0743209714159307 
strengths 	 3261.2569772951338 1.0743209714159307 
weaknesses 	 3071.9548632151996 1.0743209714159307 
issues 	 1354.0960197887855 1.0743209714159307 
campus 	 3333.5122501450123 1.0743209714159307 
describes 	 1963.303257956692 1.0743209714159307 
assistance 	 2367.8735137178323 1.0743209714159307 
times 	 1586.5467676476587 1.0743209714159307 
crisis 	 1963.303257956692 1.0743209714159307 
means 	 1749.4245001942459 1.0743209714159307 
supporting 	 2620.8969293157897 1.0743209714159307 
growth 	 1794.7815154382663 1.0743209714159307 
personal 	 1394.3079043594832 1.0743209714159307 
development 	 1134.5633472050997 1.0743209714159307 
serve 	 2486.200349296993 1.0743209714159307 
peers 	 3937.0754783410803 1.0743209714159307 
idea 	 2585.438476249187 1.0743209714159307 
dress 	 1968.5377391705401 1.3977993597996166 
code 	 1095.0549979218633 1.3977993597996166 
linked 	 3193.9889275953556 1.0743209714159307 
gains 	 3016.2254097212503 1.0743209714159307 
improvements 	 3589.317408000816 1.0743209714159307 
levels 	 2237.6804059089227 1.0743209714159307 
mof 	 5158.519372624064 1.0743209714159307 
top 	 910.728266601712 1.0743209714159307 
experienced 	 1182.9203648159876 1.0743209714159307 
microsoft 	 630.1368442482978 1.3977993597996166 
internet 	 1009.2969805512965 1.0743209714159307 
explorer 	 1306.0567470071724 1.0743209714159307 
msie30 	 1306.0567470071724 1.0743209714159307 
http 	 427.78986530243725 1.0743209714159307 
www 	 423.9886908971714 1.0743209714159307 
com 	 156.8703727963006 1.5537435906304313 
htm 	 639.6586091001691 1.0743209714159307 
start 	 1051.6949646925418 1.0743209714159307 
send 	 1030.265530641736 1.0743209714159307 
comments 	 367.86945544946127 1.5537435906304313 
mailto 	 708.2798859429237 1.0743209714159307 
updated 	 1044.4993600773598 1.0743209714159307 
copyright 	 760.431353770135 1.0743209714159307 
asm 	 1306.0567470071724 1.0743209714159307 
communications 	 1044.4993600773598 1.0743209714159307 
rights 	 898.307716468718 1.0743209714159307 
reserved 	 1081.020483548888 1.0743209714159307 
