term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 166.1036273116814 1.802478844757231 
medical 	 709.1803672827073 1.505174949825268 
system 	 401.26207883653905 1.505174949825268 
difference 	 999.9729822620244 1.505174949825268 
newspaper 	 176.6034080149985 1.8961092680291403 
reporting 	 1043.7882715261992 1.505174949825268 
analyzes 	 300.2948476489514 1.717660283861495 
coverage 	 127.56503590142313 1.91028504744716 
news 	 339.45989470291846 1.717660283861495 
events 	 342.3890890989923 1.717660283861495 
stressing 	 1059.6204480899912 1.505174949825268 
time 	 354.70138965764886 1.505174949825268 
space 	 778.2671455184817 1.505174949825268 
priority 	 1244.2949697987588 1.505174949825268 
depth 	 914.2181812584229 1.505174949825268 
live 	 948.5810563471604 1.505174949825268 
reliable 	 1218.6296216056126 1.505174949825268 
factual 	 1559.4897738627983 1.505174949825268 
times 	 201.77620429570223 1.802478844757231 
regulation 	 1014.0123842716436 1.505174949825268 
commentaries 	 1710.3227940790355 1.505174949825268 
articles 	 882.7628329119833 1.505174949825268 
various 	 454.49559267086954 1.505174949825268 
subjects 	 1194.6212917424361 1.505174949825268 
role 	 487.73196999580574 1.505174949825268 
civil 	 158.77612503541556 1.8481089208908341 
rights 	 68.54778882592065 1.8766129982279471 
movement 	 123.98374363602548 1.8766129982279471 
examines 	 124.57772048376106 1.8481089208908341 
newspapers 	 565.3464980828595 1.717660283861495 
magazines 	 1559.4897738627983 1.505174949825268 
professional 	 749.0757045742456 1.505174949825268 
journals 	 1369.46264182185 1.505174949825268 
radio 	 809.945850221076 1.505174949825268 
television 	 936.7705405741365 1.505174949825268 
movies 	 1559.4897738627983 1.505174949825268 
influencial 	 1817.340525031098 1.505174949825268 
agents 	 1130.692996165719 1.505174949825268 
socialization 	 1627.3133929901496 1.505174949825268 
bulletin's 	 2226.024296415635 1.505174949825268 
social 	 477.445600340856 1.505174949825268 
issue 	 528.0867691895997 1.505174949825268 
women 	 763.3851610421856 1.505174949825268 
priests 	 1817.340525031098 1.505174949825268 
episcopal 	 2226.024296415635 1.505174949825268 
church 	 986.444218630459 1.505174949825268 
colonial 	 622.1474848993794 1.717660283861495 
journalism 	 650.8195113472494 1.717660283861495 
genesis 	 1559.4897738627983 1.505174949825268 
industry 	 586.7247364333327 1.505174949825268 
dealt 	 1271.863135439943 1.505174949825268 
growing 	 778.2671455184817 1.505174949825268 
divergences 	 2226.024296415635 1.505174949825268 
citizenry 	 1968.1735452473354 1.505174949825268 
rules 	 863.1793640554064 1.505174949825268 
inadequate 	 1559.4897738627983 1.505174949825268 
methods 	 619.9187181801274 1.505174949825268 
information 	 308.999823262461 1.505174949825268 
spreading 	 1559.4897738627983 1.505174949825268 
american 	 412.4508921848065 1.505174949825268 
comparison 	 605.3286128871067 1.505174949825268 
northern 	 1111.6118906535503 1.505174949825268 
southern 	 914.2181812584229 1.505174949825268 
relationship 	 547.9845599913666 1.505174949825268 
nation's 	 1408.6567536465614 1.505174949825268 
noting 	 735.2963515091556 1.505174949825268 
differences 	 742.1222310937247 1.505174949825268 
afforded 	 1710.3227940790355 1.505174949825268 
based 	 228.8443726620336 1.717660283861495 
south 	 661.8786420021954 1.505174949825268 
opposed 	 999.9729822620244 1.505174949825268 
north 	 656.3674300901231 1.505174949825268 
afn 	 269.9486424813118 1.717660283861495 
relative 	 903.434817541573 1.505174949825268 
concentration 	 1369.46264182185 1.505174949825268 
public 	 200.63103941826952 1.717660283861495 
private 	 357.76974824618344 1.717660283861495 
sectors 	 1334.007254934641 1.505174949825268 
investigates 	 1218.6296216056126 1.505174949825268 
question 	 728.5934674621593 1.505174949825268 
concentrates 	 1710.3227940790355 1.505174949825268 
sector 	 1150.8060024782617 1.505174949825268 
socioeconomic 	 1452.4720429107358 1.505174949825268 
activities 	 667.4727323818046 1.505174949825268 
single 	 400.8848484608457 1.717660283861495 
parenthood 	 984.0867726236677 1.717660283861495 
york 	 307.49574691455985 1.717660283861495 
study 	 451.32961611440754 1.505174949825268 
influential 	 1244.2949697987588 1.505174949825268 
provide 	 629.9733843084333 1.505174949825268 
informative 	 1817.340525031098 1.505174949825268 
source 	 914.2181812584229 1.505174949825268 
data 	 624.9120817436838 1.505174949825268 
concerning 	 728.5934674621593 1.505174949825268 
change 	 595.910388316951 1.505174949825268 
increasingly 	 1059.6204480899912 1.505174949825268 
frequent 	 1408.6567536465614 1.505174949825268 
occurence 	 1817.340525031098 1.505174949825268 
united 	 512.9009872280649 1.505174949825268 
top 	 347.47786171880705 1.505174949825268 
experienced 	 451.32961611440754 1.505174949825268 
microsoft 	 240.42144211319672 1.717660283861495 
internet 	 385.0856171949562 1.505174949825268 
explorer 	 498.3108819350442 1.505174949825268 
msie30 	 498.3108819350442 1.505174949825268 
http 	 163.2182870692376 1.505174949825268 
www 	 161.7679928346131 1.505174949825268 
com 	 59.85208069766546 1.802478844757231 
htm 	 244.0543616259107 1.505174949825268 
start 	 401.26207883653905 1.505174949825268 
send 	 393.08592553715465 1.505174949825268 
comments 	 140.35634607917908 1.802478844757231 
mailto 	 270.23601802130014 1.505174949825268 
updated 	 398.5166789218235 1.505174949825268 
copyright 	 290.13380882306694 1.505174949825268 
asm 	 498.3108819350442 1.505174949825268 
communications 	 398.5166789218235 1.505174949825268 
reserved 	 412.4508921848065 1.505174949825268 
