term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 1842.387916503615 1.1595285483863056 
kerdes 	 3281.370506829887 0.9057704734915503 
ismet 	 3400.3150591747108 0.9057704734915503 
zsakutcaba 	 21697.526099621835 0.4325077371063871 
jutott 	 11863.757585875715 0.4325077371063871 
vilag 	 1242.074309408008 1.4258335189212379 
kozvelemenye 	 24540.12268709817 0.4325077371063871 
sehol 	 18854.929512145496 0.4325077371063871 
sem 	 1151.4924478147593 1.376439432340911 
talalhatok 	 18854.929512145496 0.4325077371063871 
elesen 	 17192.117103793913 0.4325077371063871 
lato 	 24540.12268709817 0.4325077371063871 
politikusok 	 13717.348578345993 0.4325077371063871 
birok 	 21697.526099621835 0.4325077371063871 
ujsagirok 	 13434.408812378004 0.4325077371063871 
mindnyajunk 	 21697.526099621835 0.4325077371063871 
szeme 	 18854.929512145496 0.4325077371063871 
elott 	 4655.381820771901 0.7112129273157106 
jatszodott 	 12270.061343549085 0.7112129273157106 
utolso 	 11178.66878467207 0.4325077371063871 
negy 	 3576.9474961078795 0.9057704734915503 
tragediaja 	 24540.12268709817 0.4325077371063871 
ideig 	 16012.332924669161 0.4325077371063871 
olbetett 	 24540.12268709817 0.4325077371063871 
kezzel 	 18854.929512145496 0.4325077371063871 
szemlelte 	 24540.12268709817 0.4325077371063871 
szerbek 	 15529.304695442333 0.4325077371063871 
gyilkolasat 	 24540.12268709817 0.4325077371063871 
rombolo 	 20034.71369127025 0.4325077371063871 
duhet 	 24540.12268709817 0.4325077371063871 
haborut 	 15529.304695442333 0.4325077371063871 
milosevic 	 2865.352850632319 1.2468575639467956 
kommunista 	 5931.878792937858 0.7112129273157106 
szemlelet 	 21697.526099621835 0.4325077371063871 
hatalmat 	 13169.736337192824 0.4325077371063871 
gyakorlo 	 21697.526099621835 0.4325077371063871 
dinoszaurusza 	 24540.12268709817 0.4325077371063871 
inditotta 	 17939.817808205924 0.4325077371063871 
termeszetesen 	 11681.460907572724 0.4325077371063871 
voltak 	 2647.953056225417 1.0492911422045494 
buzgo 	 24540.12268709817 0.4325077371063871 
hivei 	 16559.94516582233 0.4325077371063871 
akik 	 2327.6909103859507 1.0492911422045494 
tisztsegek 	 24540.12268709817 0.4325077371063871 
hatalmi 	 7353.177086676025 0.7112129273157106 
eszkozeivel 	 18854.929512145496 0.4325077371063871 
hajtottak 	 20034.71369127025 0.4325077371063871 
vegre 	 6584.868168596412 0.7112129273157106 
pokoli 	 24540.12268709817 0.4325077371063871 
muveleteiket 	 24540.12268709817 0.4325077371063871 
divide 	 5032.407073576529 0.9057704734915503 
impera 	 12270.061343549085 0.7112129273157106 
evszazadokon 	 24540.12268709817 0.4325077371063871 
keresztul 	 3171.677026991499 1.0492911422045494 
bevalt 	 18854.929512145496 0.4325077371063871 
modszerevel 	 24540.12268709817 0.4325077371063871 
miert 	 4655.381820771901 0.7112129273157106 
nem 	 279.14968431872956 1.8020874037170949 
fejjel 	 21697.526099621835 0.4325077371063871 
kezdodik 	 14021.265372148406 0.4325077371063871 
leszamolas 	 21697.526099621835 0.4325077371063871 
azt 	 1302.2058589484097 1.3177469306202958 
akarja 	 11863.757585875715 0.4325077371063871 
allamok 	 13434.408812378004 0.4325077371063871 
elhivatott 	 24540.12268709817 0.4325077371063871 
vezetoi 	 12686.708107965997 0.4325077371063871 
europai 	 5100.472588762066 0.7112129273157106 
szellemmel 	 24540.12268709817 0.4325077371063871 
szoges 	 21697.526099621835 0.4325077371063871 
ellentetben 	 7353.177086676025 0.7112129273157106 
allo 	 5753.461964420622 0.7112129273157106 
prepotens 	 24540.12268709817 0.4325077371063871 
gyilkos 	 16559.94516582233 0.4325077371063871 
rendszer 	 10591.812224901669 0.4325077371063871 
fennmaradjon 	 24540.12268709817 0.4325077371063871 
megerosodjon 	 24540.12268709817 0.4325077371063871 
elmult 	 11506.923928841245 0.4325077371063871 
tomeggyilkossagainak 	 24540.12268709817 0.4325077371063871 
sorozata 	 18854.929512145496 0.4325077371063871 
elso 	 3171.9521254401625 0.9057704734915503 
kiserlet 	 16559.94516582233 0.4325077371063871 
egy 	 484.8389253956882 1.6796177918420947 
fantazia 	 24540.12268709817 0.4325077371063871 
szulte 	 24540.12268709817 0.4325077371063871 
politikai 	 2327.6909103859507 1.0492911422045494 
nagysag 	 24540.12268709817 0.4325077371063871 
problemainak 	 20034.71369127025 0.4325077371063871 
megoldasahoz 	 24540.12268709817 0.4325077371063871 
kereszteny 	 12921.114763123625 0.4325077371063871 
vilagnezet 	 24540.12268709817 0.4325077371063871 
visszautasitja 	 24540.12268709817 0.4325077371063871 
balkanon 	 24540.12268709817 0.4325077371063871 
sulyos 	 5840.730453786362 0.7112129273157106 
evszazadok 	 18854.929512145496 0.4325077371063871 
ota 	 2647.953056225417 1.0492911422045494 
uralkodo 	 17939.817808205924 0.4325077371063871 
cel 	 14021.265372148406 0.4325077371063871 
szentesiti 	 21697.526099621835 0.4325077371063871 
eszkozt 	 18854.929512145496 0.4325077371063871 
elvet 	 14706.35417335205 0.4325077371063871 
hazugsagon 	 24540.12268709817 0.4325077371063871 
alapulo 	 16012.332924669161 0.4325077371063871 
oruletet 	 24540.12268709817 0.4325077371063871 
etnikai 	 13717.348578345993 0.4325077371063871 
tenyek 	 14706.35417335205 0.4325077371063871 
megvaltoztatasa 	 17939.817808205924 0.4325077371063871 
barmilyen 	 14349.52051631758 0.4325077371063871 
eszkozzel 	 18854.929512145496 0.4325077371063871 
alapja 	 15097.221220729587 0.4325077371063871 
annak 	 1535.3232637530125 1.2468575639467956 
szandekosan 	 17939.817808205924 0.4325077371063871 
vagy 	 1023.5488425020084 1.4258335189212379 
mulasztas 	 20034.71369127025 0.4325077371063871 
miatt 	 3171.9521254401625 0.9057704734915503 
tudomasul 	 14706.35417335205 0.4325077371063871 
vett 	 6343.354053982998 0.7112129273157106 
borzalmas 	 21697.526099621835 0.4325077371063871 
genocidiumnak 	 24540.12268709817 0.4325077371063871 
amelyet 	 3624.9173302898857 0.9057704734915503 
l944 	 4908.024537419634 1.1595285483863056 
oktober 	 7548.6106103647935 0.7112129273157106 
vegetol 	 24540.12268709817 0.4325077371063871 
december 	 4979.820143465041 0.7112129273157106 
vegeig 	 12921.114763123625 0.4325077371063871 
magyarorszagtol 	 21697.526099621835 0.4325077371063871 
elszakitott 	 17192.117103793913 0.4325077371063871 
vajdasag 	 21697.526099621835 0.4325077371063871 
teruleten 	 12054.53616999441 0.4325077371063871 
vallalkozas 	 18854.929512145496 0.4325077371063871 
sikere 	 21697.526099621835 0.4325077371063871 
agyonhallhatas 	 24540.12268709817 0.4325077371063871 
buntetlenseg 	 24540.12268709817 0.4325077371063871 
adta 	 13434.408812378004 0.4325077371063871 
meg 	 657.9956844655768 1.5887250693637756 
alapot 	 20034.71369127025 0.4325077371063871 
utobbi 	 11339.512929313676 0.4325077371063871 
evek 	 3063.6561583133125 1.0492911422045494 
borzalmainak 	 24540.12268709817 0.4325077371063871 
keresztulvitelehez 	 24540.12268709817 0.4325077371063871 
egesz 	 9844.111520489661 0.4325077371063871 
vilagon 	 15097.221220729587 0.4325077371063871 
elismert 	 15529.304695442333 0.4325077371063871 
hos 	 20034.71369127025 0.4325077371063871 
egyes 	 5365.421244161819 0.7112129273157106 
korlatolt 	 24540.12268709817 0.4325077371063871 
szocialistak 	 7174.76025815879 0.7112129273157106 
szemeben 	 18854.929512145496 0.4325077371063871 
harmadik 	 12254.62463325325 0.4325077371063871 
utat 	 15097.221220729587 0.4325077371063871 
jaro 	 15529.304695442333 0.4325077371063871 
tito 	 3339.118948545042 1.2468575639467956 
marshall 	 7353.177086676025 0.7112129273157106 
fenti 	 13169.736337192824 0.4325077371063871 
szellemu 	 20034.71369127025 0.4325077371063871 
irasos 	 16012.332924669161 0.4325077371063871 
nyomok 	 24540.12268709817 0.4325077371063871 
hagyasat 	 24540.12268709817 0.4325077371063871 
gondosan 	 10017.356845635126 0.7112129273157106 
elkerulo 	 24540.12268709817 0.4325077371063871 
rendelkezese 	 21697.526099621835 0.4325077371063871 
alapjan 	 10200.945177524132 0.4325077371063871 
tobb 	 1535.3232637530125 1.2468575639467956 
mint 	 767.6616318765062 1.5360791650264423 
magyart 	 16012.332924669161 0.4325077371063871 
gyermektol 	 24540.12268709817 0.4325077371063871 
aggastyanig 	 24540.12268709817 0.4325077371063871 
vegeztek 	 18854.929512145496 0.4325077371063871 
moralban 	 24540.12268709817 0.4325077371063871 
kondicionalt 	 24540.12268709817 0.4325077371063871 
hazafiak 	 24540.12268709817 0.4325077371063871 
barmifele 	 20034.71369127025 0.4325077371063871 
bun 	 8596.058551896956 0.7112129273157106 
va'd 	 24540.12268709817 0.4325077371063871 
akar 	 9731.748327344203 0.4325077371063871 
letartoztatasi 	 24540.12268709817 0.4325077371063871 
parancs 	 24540.12268709817 0.4325077371063871 
nelkul 	 2378.964094080122 1.0492911422045494 
aldozatokat 	 21697.526099621835 0.4325077371063871 
kozmunkara 	 24540.12268709817 0.4325077371063871 
hivtak 	 17939.817808205924 0.4325077371063871 
nagyreszt 	 20034.71369127025 0.4325077371063871 
rendelkezesukre 	 24540.12268709817 0.4325077371063871 
alllo 	 24540.12268709817 0.4325077371063871 
egyetlen 	 4979.820143465041 0.7112129273157106 
fogattal 	 24540.12268709817 0.4325077371063871 
aso 	 24540.12268709817 0.4325077371063871 
lapattal 	 24540.12268709817 0.4325077371063871 
felszerelve 	 21697.526099621835 0.4325077371063871 
gyulekezes 	 24540.12268709817 0.4325077371063871 
helyen 	 12464.978433536597 0.4325077371063871 
eloszor 	 11178.66878467207 0.4325077371063871 
kocsijaikat 	 24540.12268709817 0.4325077371063871 
allataikat 	 24540.12268709817 0.4325077371063871 
koboztak 	 24540.12268709817 0.4325077371063871 
azutan 	 6460.557381561813 0.7112129273157106 
megalaztak 	 24540.12268709817 0.4325077371063871 
megkinoztak 	 24540.12268709817 0.4325077371063871 
oket 	 1991.9280573860167 1.1595285483863056 
mindezt 	 12921.114763123625 0.4325077371063871 
kibirtak 	 24540.12268709817 0.4325077371063871 
azokat 	 11339.512929313676 0.4325077371063871 
csoportokban 	 24540.12268709817 0.4325077371063871 
kihajtottak 	 24540.12268709817 0.4325077371063871 
temetokbe 	 24540.12268709817 0.4325077371063871 
elhagyott 	 21697.526099621835 0.4325077371063871 
utak 	 17939.817808205924 0.4325077371063871 
erdok 	 24540.12268709817 0.4325077371063871 
szelere 	 21697.526099621835 0.4325077371063871 
itt 	 2209.716080024097 1.0492911422045494 
megasattak 	 24540.12268709817 0.4325077371063871 
veluk 	 15529.304695442333 0.4325077371063871 
kozos 	 5365.421244161819 0.7112129273157106 
sirjukat 	 24540.12268709817 0.4325077371063871 
hidegben 	 24540.12268709817 0.4325077371063871 
meztelenre 	 24540.12268709817 0.4325077371063871 
kellett 	 5365.421244161819 0.7112129273157106 
vetkozniok 	 24540.12268709817 0.4325077371063871 
oltozetukre 	 24540.12268709817 0.4325077371063871 
ugyanis 	 3400.3150591747108 0.9057704734915503 
kivegzok 	 10848.763049810917 0.7112129273157106 
tartottak 	 13717.348578345993 0.4325077371063871 
igenyt 	 16012.332924669161 0.4325077371063871 
egymassal 	 14706.35417335205 0.4325077371063871 
osszedrotozva 	 24540.12268709817 0.4325077371063871 
golyo 	 21697.526099621835 0.4325077371063871 
talalva 	 24540.12268709817 0.4325077371063871 
belehulljanak 	 24540.12268709817 0.4325077371063871 
megasatott 	 24540.12268709817 0.4325077371063871 
tomegsirba 	 24540.12268709817 0.4325077371063871 
parancsara 	 20034.71369127025 0.4325077371063871 
himnuszt 	 21697.526099621835 0.4325077371063871 
vidam 	 20034.71369127025 0.4325077371063871 
dalokat 	 24540.12268709817 0.4325077371063871 
enekelniok 	 24540.12268709817 0.4325077371063871 
mig 	 10078.51817564729 0.4325077371063871 
halal 	 17192.117103793913 0.4325077371063871 
orokre 	 17939.817808205924 0.4325077371063871 
zarta 	 17192.117103793913 0.4325077371063871 
ajkukat 	 24540.12268709817 0.4325077371063871 
kegyetlenseg 	 21697.526099621835 0.4325077371063871 
ert 	 5669.756464656838 0.7112129273157106 
veget 	 13717.348578345993 0.4325077371063871 
szamban 	 17939.817808205924 0.4325077371063871 
olyanok 	 17939.817808205924 0.4325077371063871 
akiket 	 7010.632686074203 0.7112129273157106 
karoba 	 24540.12268709817 0.4325077371063871 
huztak 	 21697.526099621835 0.4325077371063871 
ennek 	 9310.763641543803 0.4325077371063871 
reszletes 	 18854.929512145496 0.4325077371063871 
leirasa 	 24540.12268709817 0.4325077371063871 
olvasasa 	 24540.12268709817 0.4325077371063871 
utan 	 1330.1090916491146 1.3177469306202958 
psychiatriai 	 24540.12268709817 0.4325077371063871 
terapia 	 21697.526099621835 0.4325077371063871 
lenne 	 4706.0140228884575 0.7112129273157106 
szukseges 	 10730.842488323638 0.4325077371063871 
ezeket 	 5840.730453786362 0.7112129273157106 
helyeket 	 24540.12268709817 0.4325077371063871 
senki 	 11506.923928841245 0.4325077371063871 
latogathatta 	 24540.12268709817 0.4325077371063871 
mostani 	 5511.947849807207 0.7112129273157106 
tragedia 	 18854.929512145496 0.4325077371063871 
tomegsirjaival 	 24540.12268709817 0.4325077371063871 
melyek 	 15097.221220729587 0.4325077371063871 
folott 	 14349.52051631758 0.4325077371063871 
joggal 	 15529.304695442333 0.4325077371063871 
gyaszban 	 24540.12268709817 0.4325077371063871 
azok 	 3243.9161091147344 0.9057704734915503 
holt 	 18854.929512145496 0.4325077371063871 
viragokkal 	 24540.12268709817 0.4325077371063871 
ugyan 	 3893.8203025242415 0.9057704734915503 
megis 	 11178.66878467207 0.4325077371063871 
kiviragoztak 	 24540.12268709817 0.4325077371063871 
ozvegyek 	 24540.12268709817 0.4325077371063871 
arvak 	 24540.12268709817 0.4325077371063871 
remeny 	 17192.117103793913 0.4325077371063871 
maradt 	 5589.334392336035 0.7112129273157106 
szulok 	 16559.94516582233 0.4325077371063871 
eszrevetlenul 	 20034.71369127025 0.4325077371063871 
suhantak 	 24540.12268709817 0.4325077371063871 
tomegsirok 	 24540.12268709817 0.4325077371063871 
mellett 	 5039.259087823645 0.7112129273157106 
szal 	 20034.71369127025 0.4325077371063871 
viragot 	 21697.526099621835 0.4325077371063871 
ejtve 	 24540.12268709817 0.4325077371063871 
fajdalomtol 	 24540.12268709817 0.4325077371063871 
sajgo 	 24540.12268709817 0.4325077371063871 
foldre 	 18854.929512145496 0.4325077371063871 
ahol 	 4865.8741636721015 0.7112129273157106 
legkedvesebbjeiket 	 24540.12268709817 0.4325077371063871 
sejtettek 	 24540.12268709817 0.4325077371063871 
marschall 	 12270.061343549085 0.7112129273157106 
tomeggyilkos 	 21697.526099621835 0.4325077371063871 
pedig 	 1535.3232637530125 1.2468575639467956 
gyozott 	 17192.117103793913 0.4325077371063871 
eleget 	 16012.332924669161 0.4325077371063871 
tenni 	 11681.460907572724 0.4325077371063871 
nagyvilag 	 21697.526099621835 0.4325077371063871 
megtisztelo 	 21697.526099621835 0.4325077371063871 
meghivasainak 	 24540.12268709817 0.4325077371063871 
buckingham 	 24540.12268709817 0.4325077371063871 
elisee 	 24540.12268709817 0.4325077371063871 
mas 	 9622.38184606026 0.4325077371063871 
palotak 	 24540.12268709817 0.4325077371063871 
szalonjaiba 	 24540.12268709817 0.4325077371063871 
ismert 	 12464.978433536597 0.4325077371063871 
politikusai 	 20034.71369127025 0.4325077371063871 
lakajokkent 	 24540.12268709817 0.4325077371063871 
tolongtak 	 24540.12268709817 0.4325077371063871 
korulotte 	 21697.526099621835 0.4325077371063871 
egyesek 	 8596.058551896956 0.7112129273157106 
expose 	 16559.94516582233 0.4325077371063871 
jukban 	 24540.12268709817 0.4325077371063871 
peldakepnek 	 20034.71369127025 0.4325077371063871 
allitottak 	 8969.908904102962 0.7112129273157106 
allamferfit 	 24540.12268709817 0.4325077371063871 
ele 	 11506.923928841245 0.4325077371063871 
tartja 	 5039.259087823645 0.7112129273157106 
vissza 	 5163.5698748582445 0.7112129273157106 
jogaszait 	 24540.12268709817 0.4325077371063871 
szervezeteit 	 21697.526099621835 0.4325077371063871 
genocidiumok 	 24540.12268709817 0.4325077371063871 
atfogo 	 8596.058551896956 0.7112129273157106 
gyokeres 	 24540.12268709817 0.4325077371063871 
kivizsgalastol 	 24540.12268709817 0.4325077371063871 
peldamutato 	 24540.12268709817 0.4325077371063871 
korszakba 	 24540.12268709817 0.4325077371063871 
vezeto 	 11339.512929313676 0.4325077371063871 
biroi 	 17192.117103793913 0.4325077371063871 
itelettol 	 24540.12268709817 0.4325077371063871 
amig 	 3835.641309613748 0.9057704734915503 
grand 	 4572.449526115331 0.9057704734915503 
seigneur 	 8180.04089569939 0.9057704734915503 
fogadhatja 	 21697.526099621835 0.4325077371063871 
uno 	 12270.061343549085 0.7112129273157106 
nato 	 3171.9521254401625 0.9057704734915503 
egyeb 	 11506.923928841245 0.4325077371063871 
szervek 	 17939.817808205924 0.4325077371063871 
kepviseloit 	 17192.117103793913 0.4325077371063871 
manipulacioival 	 24540.12268709817 0.4325077371063871 
akadalyozva 	 24540.12268709817 0.4325077371063871 
igazsag 	 15097.221220729587 0.4325077371063871 
kirajzolodasat 	 24540.12268709817 0.4325077371063871 
beszelhetunk 	 18854.929512145496 0.4325077371063871 
igazsagszolgaltatasrol 	 24540.12268709817 0.4325077371063871 
bekerol 	 24540.12268709817 0.4325077371063871 
csak 	 3070.646527506025 0.9057704734915503 
intezmenyezett 	 24540.12268709817 0.4325077371063871 
bunreszessegrol 	 24540.12268709817 0.4325077371063871 
katharina 	 12270.061343549085 0.7112129273157106 
kajdi 	 7232.508699873944 0.9057704734915503 
avar 	 8180.04089569939 0.9057704734915503 
irodalom 	 18854.929512145496 0.4325077371063871 
homonnai 	 12270.061343549085 0.7112129273157106 
elemer 	 6584.868168596412 0.7112129273157106 
atrocities 	 4713.732378036374 1.0492911422045494 
committed 	 6460.557381561813 0.7112129273157106 
tito's 	 10017.356845635126 0.7112129273157106 
partsans 	 24540.12268709817 0.4325077371063871 
cleveland 	 8596.058551896956 0.7112129273157106 
l957 	 12270.061343549085 0.7112129273157106 
matuska 	 12270.061343549085 0.7112129273157106 
marton 	 8006.1664623345805 0.7112129273157106 
megtorlas 	 12270.061343549085 0.7112129273157106 
napjai 	 10848.763049810917 0.7112129273157106 
ahogy 	 3674.6318998714714 0.9057704734915503 
emlekezet 	 21697.526099621835 0.4325077371063871 
megorizte 	 21697.526099621835 0.4325077371063871 
ujvideki 	 24540.12268709817 0.4325077371063871 
forum 	 1585.9760627200812 1.2468575639467956 
l99l 	 12270.061343549085 0.7112129273157106 
ill 	 13169.736337192824 0.4325077371063871 
map 	 10874.751990869656 0.4325077371063871 
isbn 	 4090.020447849695 1.2468575639467956 
cseres 	 12270.061343549085 0.7112129273157106 
tibor 	 4478.136270792668 0.9057704734915503 
verbosszu 	 21697.526099621835 0.4325077371063871 
bacskaban 	 12270.061343549085 0.7112129273157106 
titoist 	 12270.061343549085 0.7112129273157106 
vojvodina 	 6678.237897090084 0.9057704734915503 
l945 	 12270.061343549085 0.7112129273157106 
vendetta 	 12270.061343549085 0.7112129273157106 
bacska 	 12270.061343549085 0.7112129273157106 
magveto 	 12270.061343549085 0.7112129273157106 
budapest 	 1161.9267957227314 1.4258335189212379 
l66 	 24540.12268709817 0.4325077371063871 
illes 	 10848.763049810917 0.7112129273157106 
sandor 	 5365.421244161819 0.7112129273157106 
akikert 	 10848.763049810917 0.7112129273157106 
szolt 	 6127.312316626625 0.7112129273157106 
harang 	 12270.061343549085 0.7112129273157106 
denen 	 12270.061343549085 0.7112129273157106 
die 	 309.4319050723414 1.83756817328009 
glocke 	 24540.12268709817 0.4325077371063871 
nicht 	 3505.7318124425956 1.3177469306202958 
gelautet 	 24540.12268709817 0.4325077371063871 
hat 	 2489.9100717325205 1.0492911422045494 
dokumentacios 	 24540.12268709817 0.4325077371063871 
regeny 	 24540.12268709817 0.4325077371063871 
tevan 	 12270.061343549085 0.7112129273157106 
l992 	 12270.061343549085 0.7112129273157106 
michel 	 8596.058551896956 0.7112129273157106 
bernard 	 8006.1664623345805 0.7112129273157106 
nation 	 11023.895699614413 0.4325077371063871 
nationalismes 	 12270.061343549085 0.7112129273157106 
europe 	 4207.852883647854 0.7112129273157106 
centrale 	 12270.061343549085 0.7112129273157106 
xix 	 20034.71369127025 0.4325077371063871 
siecle 	 24540.12268709817 0.4325077371063871 
aubier 	 12270.061343549085 0.7112129273157106 
paris 	 7174.76025815879 0.7112129273157106 
l995 	 12270.061343549085 0.7112129273157106 
blank 	 9427.464756072748 0.7112129273157106 
check 	 5437.375995434828 0.7112129273157106 
criminals 	 4902.118057784017 0.9057704734915503 
balkan 	 5008.678422817563 1.0492911422045494 
world 	 649.562637807178 1.3177469306202958 
press 	 1668.3149472110379 1.0492911422045494 
fills 	 21697.526099621835 0.4325077371063871 
columns 	 21697.526099621835 0.4325077371063871 
newspapers 	 12464.978433536597 0.4325077371063871 
day 	 1139.107236339243 1.1595285483863056 
yugoslavia 	 12686.708107965997 0.4325077371063871 
heads 	 7353.177086676025 0.7112129273157106 
zealous 	 12270.061343549085 0.7112129273157106 
war 	 1129.9642097639874 1.2468575639467956 
roll 	 16559.94516582233 0.4325077371063871 
claim 	 4979.820143465041 0.7112129273157106 
justice 	 4375.333686242609 0.7112129273157106 
means 	 3679.1742950238986 0.7112129273157106 
international 	 1383.2747765921079 1.0492911422045494 
court 	 7549.127174166492 0.4325077371063871 
human 	 3160.40494211569 0.7112129273157106 
rights 	 1889.2102283272886 0.7112129273157106 
netherlands 	 18854.929512145496 0.4325077371063871 
politicians 	 2804.2530744296814 1.1595285483863056 
lawyers 	 6584.868168596412 0.7112129273157106 
capable 	 12921.114763123625 0.4325077371063871 
understanding 	 5039.259087823645 0.7112129273157106 
situation 	 2653.1898125695593 0.9057704734915503 
entirety 	 24540.12268709817 0.4325077371063871 
tragedy 	 14021.265372148406 0.4325077371063871 
balkans 	 8596.058551896956 0.7112129273157106 
past 	 2352.9575037839113 0.9057704734915503 
occurred 	 10730.842488323638 0.4325077371063871 
front 	 9959.640286930082 0.4325077371063871 
eyes 	 12054.53616999441 0.4325077371063871 
witnessed 	 16559.94516582233 0.4325077371063871 
distance 	 7353.177086676025 0.7112129273157106 
countless 	 20034.71369127025 0.4325077371063871 
murders 	 8006.1664623345805 0.7112129273157106 
craze 	 24540.12268709817 0.4325077371063871 
destruction 	 12921.114763123625 0.4325077371063871 
serbs 	 6858.674289172996 0.7112129273157106 
caused 	 11339.512929313676 0.4325077371063871 
communist 	 8750.667372485217 0.4325077371063871 
dinosaur 	 21697.526099621835 0.4325077371063871 
course 	 9731.748327344203 0.4325077371063871 
relied 	 20034.71369127025 0.4325077371063871 
supporters 	 15529.304695442333 0.4325077371063871 
carried 	 12686.708107965997 0.4325077371063871 
crimes 	 5163.5698748582445 0.7112129273157106 
proven 	 15097.221220729587 0.4325077371063871 
principle 	 6127.312316626625 0.7112129273157106 
conquer 	 20034.71369127025 0.4325077371063871 
account 	 7888.245900847302 0.4325077371063871 
deeds 	 21697.526099621835 0.4325077371063871 
start 	 4423.590820722168 0.4325077371063871 
head 	 9115.441012638868 0.4325077371063871 
sustain 	 21697.526099621835 0.4325077371063871 
system 	 1105.897705180542 1.0492911422045494 
direct 	 9115.441012638868 0.4325077371063871 
contradiction 	 21697.526099621835 0.4325077371063871 
basic 	 2832.3054472791137 0.9057704734915503 
values 	 9211.939582518075 0.4325077371063871 
western 	 1808.9803970427383 1.0492911422045494 
civilisation 	 12270.061343549085 0.7112129273157106 
murderous 	 24540.12268709817 0.4325077371063871 
prepotent 	 24540.12268709817 0.4325077371063871 
serbia 	 8596.058551896956 0.7112129273157106 
resorts 	 21697.526099621835 0.4325077371063871 
ethnic 	 2353.0070114442287 1.0492911422045494 
cleansing 	 24540.12268709817 0.4325077371063871 
serb 	 14706.35417335205 0.4325077371063871 
euphemism 	 24540.12268709817 0.4325077371063871 
synonymous 	 21697.526099621835 0.4325077371063871 
nazi 	 15097.221220729587 0.4325077371063871 
extermination 	 20034.71369127025 0.4325077371063871 
jews 	 13434.408812378004 0.4325077371063871 
gypsies 	 20034.71369127025 0.4325077371063871 
political 	 970.8950161499687 1.0492911422045494 
opponents 	 17939.817808205924 0.4325077371063871 
genocides 	 24540.12268709817 0.4325077371063871 
nineties 	 24540.12268709817 0.4325077371063871 
manifestations 	 16012.332924669161 0.4325077371063871 
megalomanic 	 24540.12268709817 0.4325077371063871 
fantasies 	 21697.526099621835 0.4325077371063871 
military 	 7420.96049325616 0.4325077371063871 
