term 	 tf-idf weight 	 BM25 ranking 
 law 	 42.58882851390447 1.9138814416418575 
injuring 	 5969.865918247317 0.9615738620066696 
animal 	 3924.266716422734 0.9615738620066696 
stink 	 7312.370134999747 0.9615738620066696 
bomb 	 4178.002020181749 0.9615738620066696 
offensive 	 5122.840063603064 0.9615738620066696 
smelling 	 7312.370134999747 0.9615738620066696 
compound 	 5969.865918247317 0.9615738620066696 
equals 	 6465.3442803554935 0.9615738620066696 
defacement 	 7312.370134999747 0.9615738620066696 
paint 	 5618.318425711241 0.9615738620066696 
etching 	 7312.370134999747 0.9615738620066696 
tool 	 3284.8574847424566 0.9615738620066696 
writing 	 2607.489765710055 0.9615738620066696 
instrument 	 3850.1834285630503 0.9615738620066696 
device 	 4003.1327892528457 0.9615738620066696 
severity 	 4771.292571066987 0.9615738620066696 
level 	 1813.602717856163 0.9615738620066696 
exceeds 	 5618.318425711241 0.9615738620066696 
contrast 	 3116.0377711188976 0.9615738620066696 
person's 	 1334.3775964176152 1.4706158365451345 
arson 	 5969.865918247317 0.9615738620066696 
human 	 1883.45029956858 0.9615738620066696 
act 	 1115.1075035671138 1.2987335880323272 
forbids 	 5618.318425711241 0.9615738620066696 
discrimination 	 3330.976165537496 0.9615738620066696 
employment 	 3116.0377711188976 0.9615738620066696 
housing 	 3651.58529671677 0.9615738620066696 
financial 	 2052.8025911042514 0.9615738620066696 
credit 	 2933.3099922063802 0.9615738620066696 
accommodations 	 5618.318425711241 0.9615738620066696 
basis 	 2415.408982645667 0.9615738620066696 
age 	 263.5290539673251 1.785727851483723 
ancestry 	 4771.292571066987 0.9615738620066696 
citizenship 	 4275.814208958811 0.9615738620066696 
color 	 3714.2657024583564 0.9615738620066696 
disability 	 2001.5663946264228 1.2987335880323272 
marital 	 5122.840063603064 0.9615738620066696 
status 	 1010.1069965849251 1.2987335880323272 
national 	 1392.7735153473482 0.9615738620066696 
origin 	 3591.9637161017235 0.9615738620066696 
race 	 3116.0377711188976 0.9615738620066696 
religion 	 1557.3242289960742 0.9615738620066696 
unfavorable 	 5122.840063603064 0.9615738620066696 
military 	 2211.2688911872783 0.9615738620066696 
discharge 	 5122.840063603064 0.9615738620066696 
violation 	 3850.1834285630503 0.9615738620066696 
subject 	 1080.3333601985762 0.9615738620066696 
violator 	 7312.370134999747 0.9615738620066696 
prosecution 	 4498.611151361023 0.9615738620066696 
actions 	 2633.7703484900726 0.9615738620066696 
involving 	 3240.4162235656477 0.9615738620066696 
illegal 	 1665.488082768748 1.2987335880323272 
previous 	 2774.385069487083 0.9615738620066696 
child 	 1330.314286250208 1.2987335880323272 
involved 	 2288.8822729799604 0.9615738620066696 
prostitution 	 5618.318425711241 0.9615738620066696 
pimping 	 7312.370134999747 0.9615738620066696 
solicitation 	 5969.865918247317 0.9615738620066696 
sexual 	 563.1506461684676 1.6949335862065062 
called 	 712.7639954606319 1.4706158365451345 
statutory 	 4627.361701494887 0.9615738620066696 
rape 	 4178.002020181749 0.9615738620066696 
penetration 	 2809.1592128556204 1.2987335880323272 
victim 	 392.79069522176496 1.785727851483723 
force 	 2688.0904023516314 0.9615738620066696 
unable 	 1795.9818580508618 1.2987335880323272 
consent 	 3924.266716422734 0.9615738620066696 
commonly 	 4498.611151361023 0.9615738620066696 
known 	 2230.2150071342276 0.9615738620066696 
frequently 	 3156.1069346085924 0.9615738620066696 
prosecuted 	 2385.6462855334935 1.2987335880323272 
blood 	 3780.3358468506335 0.9615738620066696 
concentration 	 4498.611151361023 0.9615738620066696 
bac 	 1462.4740269999495 1.6447575572514612 
physical 	 2309.0810799643396 0.9615738620066696 
control 	 1722.0733192686127 0.9615738620066696 
motor 	 3651.58529671677 0.9615738620066696 
considered 	 2531.878022366552 0.9615738620066696 
charges 	 1038.6792570396326 1.4706158365451345 
evidence 	 924.7950231623608 1.4706158365451345 
alcoholic 	 2672.818503002638 1.2987335880323272 
beverages 	 2437.456711666582 1.4706158365451345 
sealed 	 5969.865918247317 0.9615738620066696 
original 	 3003.157573918798 0.9615738620066696 
containers 	 5122.840063603064 0.9615738620066696 
held 	 2309.0810799643396 0.9615738620066696 
serving 	 3924.266716422734 0.9615738620066696 
commits 	 2809.1592128556204 1.2987335880323272 
mandatory 	 1000.7831973132114 1.5748268884084249 
sentence 	 4934.467932854154 0.9615738620066696 
losing 	 3924.266716422734 0.9615738620066696 
car 	 3156.1069346085924 0.9615738620066696 
arrest 	 1825.792648358385 1.2987335880323272 
add 	 3714.2657024583564 0.9615738620066696 
days 	 1290.881249835152 1.2987335880323272 
community 	 941.72514978429 1.2987335880323272 
service 	 927.5152070019226 1.2987335880323272 
subsequent 	 1065.8448769187585 1.4706158365451345 
convictions 	 1707.6133545343544 1.4706158365451345 
increased 	 2967.7348038596833 0.9615738620066696 
loss 	 966.6094819161681 1.4706158365451345 
zero 	 2249.3055756805115 1.2987335880323272 
tolerance 	 2809.1592128556204 1.2987335880323272 
campaign 	 2716.1835936222133 0.9615738620066696 
address 	 1303.7448828550275 1.2987335880323272 
especially 	 2120.70894921543 0.9615738620066696 
drivers 	 2984.9329591236583 1.2987335880323272 
automatically 	 2043.7210391049505 1.2987335880323272 
loses 	 1644.8226442847179 1.4706158365451345 
drive 	 3714.2657024583564 0.9615738620066696 
consider 	 1740.3981015671627 1.2987335880323272 
intoxicated 	 2984.9329591236583 1.2987335880323272 
driver 	 4934.467932854154 0.9615738620066696 
months 	 2660.628572500416 0.9615738620066696 
refusing 	 5122.840063603064 0.9615738620066696 
submit 	 3780.3358468506335 0.9615738620066696 
chemical 	 3850.1834285630503 0.9615738620066696 
testing 	 3535.1162569958847 0.9615738620066696 
carries 	 2313.6808507474434 1.2987335880323272 
suspension 	 5122.840063603064 0.9615738620066696 
include 	 695.4280458540424 1.4706158365451345 
reckless 	 2984.9329591236583 1.2987335880323272 
homicide 	 3232.6721401777468 1.2987335880323272 
discussed 	 1207.7044913228335 1.2987335880323272 
aggravated 	 1872.7728085704134 1.4706158365451345 
offender 	 2385.6462855334935 1.2987335880323272 
school 	 2269.0119164746447 0.9615738620066696 
bus 	 1557.3242289960742 0.9615738620066696 
full 	 2103.375325255259 0.9615738620066696 
children 	 1154.5405399821698 1.2987335880323272 
collision 	 5122.840063603064 0.9615738620066696 
caused 	 1689.4519385054027 1.2987335880323272 
bodily 	 2672.818503002638 1.2987335880323272 
permanent 	 3197.534630756276 0.9615738620066696 
disfigurement 	 5969.865918247317 0.9615738620066696 
conviction 	 2313.6808507474434 1.2987335880323272 
minimum 	 3240.4162235656477 0.9615738620066696 
numerous 	 3039.6378948877077 0.9615738620066696 
falsifying 	 6465.3442803554935 0.9615738620066696 
failing 	 3850.1834285630503 0.9615738620066696 
valid 	 3714.2657024583564 0.9615738620066696 
automobile 	 4275.814208958811 0.9615738620066696 
insurance 	 2835.497803429319 0.9615738620066696 
allowing 	 1795.9818580508618 1.2987335880323272 
drink 	 5345.637006005276 0.9615738620066696 
selling 	 3428.788354314557 0.9615738620066696 
hotel 	 4934.467932854154 0.9615738620066696 
motel 	 7312.370134999747 0.9615738620066696 
drinking 	 4498.611151361023 0.9615738620066696 
operate 	 3714.2657024583564 0.9615738620066696 
court 	 249.93994437214374 1.785727851483723 
minors 	 986.8935865708308 1.6447575572514612 
operates 	 4087.442078209901 0.9615738620066696 
separately 	 5345.637006005276 0.9615738620066696 
courts 	 883.7790642489712 1.5748268884084249 
purpose 	 2309.0810799643396 0.9615738620066696 
separate 	 1578.0534673042962 1.2987335880323272 
help 	 2103.375325255259 0.9615738620066696 
serve 	 3116.0377711188976 0.9615738620066696 
simply 	 3240.4162235656477 0.9615738620066696 
punish 	 4498.611151361023 0.9615738620066696 
run 	 2804.5594420725165 0.9615738620066696 
afoul 	 7312.370134999747 0.9615738620066696 
delinquent 	 994.9776530412194 1.6949335862065062 
distinction 	 1925.0917142815251 1.2987335880323272 
words 	 3284.8574847424566 0.9615738620066696 
adult 	 1308.0889054742447 1.4706158365451345 
ages 	 3714.2657024583564 0.9615738620066696 
degree 	 3240.4162235656477 0.9615738620066696 
murder 	 3535.1162569958847 0.9615738620066696 
adults 	 3850.1834285630503 0.9615738620066696 
significant 	 2607.489765710055 0.9615738620066696 
courtroom 	 2984.9329591236583 1.2987335880323272 
procedures 	 2633.7703484900726 0.9615738620066696 
formal 	 3780.3358468506335 0.9615738620066696 
adjudicated 	 7312.370134999747 0.9615738620066696 
giving 	 2835.497803429319 0.9615738620066696 
testimony 	 2089.0010100908744 1.2987335880323272 
supportive 	 5969.865918247317 0.9615738620066696 
heard 	 2137.9071044794055 1.2987335880323272 
adjudication 	 5969.865918247317 0.9615738620066696 
hearing 	 3535.1162569958847 0.9615738620066696 
determines 	 4498.611151361023 0.9615738620066696 
guilt 	 4627.361701494887 0.9615738620066696 
innocence 	 4771.292571066987 0.9615738620066696 
hearings 	 2313.6808507474434 1.2987335880323272 
closed 	 3850.1834285630503 0.9615738620066696 
records 	 1238.0885674861188 1.4706158365451345 
enforcement 	 3428.788354314557 0.9615738620066696 
officers 	 3284.8574847424566 0.9615738620066696 
kept 	 4178.002020181749 0.9615738620066696 
confidential 	 4627.361701494887 0.9615738620066696 
circumstances 	 2633.7703484900726 0.9615738620066696 
legal 	 2086.2841375621274 0.9615738620066696 
proceedings 	 2043.7210391049505 1.2987335880323272 
strict 	 4003.1327892528457 0.9615738620066696 
seek 	 1767.5581284979423 1.2987335880323272 
gang 	 1872.7728085704134 1.4706158365451345 
violence 	 2967.7348038596833 0.9615738620066696 
seeks 	 4178.002020181749 0.9615738620066696 
try 	 3378.9038770108054 0.9615738620066696 
violent 	 2043.7210391049505 1.2987335880323272 
petition 	 4627.361701494887 0.9615738620066696 
activity 	 1230.3367083195271 1.2987335880323272 
tried 	 3780.3358468506335 0.9615738620066696 
allegedly 	 4498.611151361023 0.9615738620066696 
forcible 	 5969.865918247317 0.9615738620066696 
declared 	 4003.1327892528457 0.9615738620066696 
compensation 	 513.1376737288177 1.7326896883085972 
receive 	 693.5962673717708 1.5748268884084249 
expenses 	 1767.5581284979423 1.2987335880323272 
losses 	 4003.1327892528457 0.9615738620066696 
medical 	 2329.6193785469577 0.9615738620066696 
support 	 848.566839067639 1.2987335880323272 
dependents 	 5122.840063603064 0.9615738620066696 
requirements 	 2688.0904023516314 0.9615738620066696 
met 	 2660.628572500416 0.9615738620066696 
reimbursement 	 5345.637006005276 0.9615738620066696 
file 	 3428.788354314557 0.9615738620066696 
application 	 2103.375325255259 0.9615738620066696 
consideration 	 3591.9637161017235 0.9615738620066696 
claims 	 1013.2126316292358 1.4706158365451345 
amount 	 2899.8284457485042 0.9615738620066696 
restitution 	 1872.7728085704134 1.4706158365451345 
stolen 	 5345.637006005276 0.9615738620066696 
able 	 2507.6792118106205 0.9615738620066696 
arranges 	 5969.865918247317 0.9615738620066696 
collect 	 3924.266716422734 0.9615738620066696 
sends 	 4771.292571066987 0.9615738620066696 
check 	 3240.4162235656477 0.9615738620066696 
constitutional 	 3197.534630756276 0.9615738620066696 
amendment 	 3428.788354314557 0.9615738620066696 
treated 	 4498.611151361023 0.9615738620066696 
fairness 	 5122.840063603064 0.9615738620066696 
privacy 	 4003.1327892528457 0.9615738620066696 
statement 	 2774.385069487083 0.9615738620066696 
sentencing 	 5969.865918247317 0.9615738620066696 
protection 	 2460.6734166390543 0.9615738620066696 
notified 	 5618.318425711241 0.9615738620066696 
investigation 	 2483.9503108932427 0.9615738620066696 
indictment 	 5969.865918247317 0.9615738620066696 
brought 	 3197.534630756276 0.9615738620066696 
defendant 	 4771.292571066987 0.9615738620066696 
released 	 3480.7962031343254 0.9615738620066696 
custody 	 4934.467932854154 0.9615738620066696 
press 	 1988.4719487850655 0.9615738620066696 
option 	 1642.4287423712283 1.2987335880323272 
directly 	 2933.3099922063802 0.9615738620066696 
suing 	 5969.865918247317 0.9615738620066696 
fully 	 3156.1069346085924 0.9615738620066696 
mothers 	 4771.292571066987 0.9615738620066696 
drunk 	 7312.370134999747 0.9615738620066696 
madd 	 2437.456711666582 1.4706158365451345 
call 	 1154.5405399821698 1.2987335880323272 
information 	 507.5239032617303 1.2987335880323272 
local 	 1912.546912272304 0.9615738620066696 
bar 	 1175.2543880560113 1.2987335880323272 
association 	 2371.7614857059266 0.9615738620066696 
center 	 1897.9120068132174 0.9615738620066696 
springfield 	 1260.1119489502112 1.4706158365451345 
free 	 515.4548380923803 1.4706158365451345 
pamphlet 	 2249.3055756805115 1.2987335880323272 
secretary 	 3003.157573918798 0.9615738620066696 
safety 	 1387.1925347435415 1.2987335880323272 
division 	 1558.0188855594488 1.2987335880323272 
dirksen 	 7312.370134999747 0.9615738620066696 
parkway 	 7312.370134999747 0.9615738620066696 
south 	 2174.235754103986 0.9615738620066696 
phone 	 924.7950231623608 1.4706158365451345 
tty 	 5969.865918247317 0.9615738620066696 
contact 	 1972.9048592850465 0.9615738620066696 
progress 	 3077.240861778481 0.9615738620066696 
getting 	 3428.788354314557 0.9615738620066696 
results 	 2120.70894921543 0.9615738620066696 
booklet 	 5969.865918247317 0.9615738620066696 
book 	 1972.9048592850465 0.9615738620066696 
wish 	 3780.3358468506335 0.9615738620066696 
capitol 	 4934.467932854154 0.9615738620066696 
reparation 	 6465.3442803554935 0.9615738620066696 
board 	 2688.0904023516314 0.9615738620066696 
randolph 	 3850.1834285630503 0.9615738620066696 
street 	 2607.489765710055 0.9615738620066696 
west 	 2174.235754103986 0.9615738620066696 
chicago 	 3039.6378948877077 0.9615738620066696 
logo 	 3039.6378948877077 0.9615738620066696 
llalogo 	 3651.58529671677 0.9615738620066696 
home 	 545.747660703095 0.9615738620066696 
page 	 599.8490512375964 0.9615738620066696 
index 	 531.3991592577881 0.9615738620066696 
contents 	 3003.157573918798 0.9615738620066696 
copyright 	 953.0739633919026 0.9615738620066696 
weblocator 	 1825.792648358385 1.2987335880323272 
http 	 536.1632978457213 0.9615738620066696 
www 	 531.3991592577881 0.9615738620066696 
com 	 589.8326017140902 0.9615738620066696 
american 	 1354.8790060479396 0.9615738620066696 
research 	 1402.4336447050405 0.9615738620066696 
corporation 	 2716.1835936222133 0.9615738620066696 
common 	 2192.612040243455 0.9615738620066696 
credits 	 3240.4162235656477 0.9615738620066696 
reserved 	 1354.8790060479396 0.9615738620066696 
