term 	 tf-idf weight 	 BM25 ranking 
 law 	 65.31216418580766 1.87089876723765 
paid 	 2484.672668969731 1.094056518419569 
income 	 2249.1910496705223 1.094056518419569 
lost 	 2451.7921023065715 1.094056518419569 
attorney's 	 3548.14886603986 1.094056518419569 
difficult 	 388.4534516516342 1.7574540265615255 
impossible 	 3134.1515771544 1.094056518419569 
speculative 	 4307.99047863456 1.094056518419569 
happened 	 1774.07443301993 1.4143975869948342 
hired 	 3548.14886603986 1.094056518419569 
emotional 	 2359.5537540805535 1.094056518419569 
expenses 	 2710.6415162071557 1.094056518419569 
incurred 	 4577.548580521879 1.094056518419569 
hiring 	 3658.511570449891 1.094056518419569 
sue 	 887.037216509965 1.6569805372194037 
previous 	 2127.3312685019614 1.094056518419569 
finally 	 1259.3745757789204 1.4143975869948342 
thorny 	 5606.948295003897 1.094056518419569 
concept 	 1886.7847720055595 1.094056518419569 
essentially 	 2952.227391623223 1.094056518419569 
sufficiently 	 4957.469386819229 1.094056518419569 
responsible 	 1041.3518932995146 1.4143975869948342 
held 	 1770.547440201789 1.094056518419569 
easiest 	 5606.948295003897 1.094056518419569 
advice 	 984.0757972077408 1.5673739110613085 
wrong 	 1534.7526282855633 1.4143975869948342 
exactly 	 3069.5052565711267 1.094056518419569 
met 	 2040.1055420891078 1.094056518419569 
correct 	 2590.8616471023934 1.094056518419569 
pursues 	 5606.948295003897 1.094056518419569 
disadvantage 	 4577.548580521879 1.094056518419569 
jury's 	 4577.548580521879 1.094056518419569 
satisfaction 	 3203.5907470624375 1.094056518419569 
underlying 	 2754.23077085705 1.094056518419569 
reacted 	 4577.548580521879 1.094056518419569 
argue 	 3449.4260628684765 1.094056518419569 
successfully 	 2952.227391623223 1.094056518419569 
outcome 	 2898.669957855191 1.094056518419569 
try 	 2590.8616471023934 1.094056518419569 
increasing 	 2223.518210856259 1.094056518419569 
success 	 1151.3742417192773 1.4143975869948342 
theories 	 1922.827677141204 1.094056518419569 
liability 	 1377.115385428525 1.4143975869948342 
trend 	 1399.973577341904 1.4143975869948342 
focuses 	 1869.2702433731722 1.094056518419569 
investments 	 3360.1204243918246 1.094056518419569 
dealings 	 4098.904971053145 1.094056518419569 
courts 	 2710.6415162071557 1.094056518419569 
found 	 1755.0594842735047 1.094056518419569 
breached 	 4957.469386819229 1.094056518419569 
failing 	 2952.227391623223 1.094056518419569 
reveal 	 3548.14886603986 1.094056518419569 
stock 	 1259.3745757789204 1.4143975869948342 
ownership 	 3134.1515771544 1.094056518419569 
opposing 	 3278.5907641525414 1.094056518419569 
corporate 	 2330.7207099098055 1.094056518419569 
insider 	 4098.904971053145 1.094056518419569 
information 	 778.3140709594784 1.094056518419569 
learned 	 3278.5907641525414 1.094056518419569 
profits 	 3069.5052565711267 1.094056518419569 
market 	 1770.547440201789 1.094056518419569 
growing 	 1960.3126756742404 1.094056518419569 
court 	 1724.8310563750313 1.094056518419569 
allow 	 568.8967903470792 1.6569805372194037 
persons 	 1137.7935806941584 1.4143975869948342 
clients 	 2518.749151557841 1.094056518419569 
beneficiaries 	 1891.8152426695344 1.4143975869948342 
bring 	 449.8382099341045 1.7158370888635017 
incorrectly 	 4957.469386819229 1.094056518419569 
drafted 	 3658.511570449891 1.094056518419569 
deceased 	 4098.904971053145 1.094056518419569 
dissatisfied 	 4307.99047863456 1.094056518419569 
share 	 2302.7484834385546 1.094056518419569 
estate 	 2848.008971524943 1.094056518419569 
depositors 	 4957.469386819229 1.094056518419569 
failed 	 2451.7921023065715 1.094056518419569 
savings 	 1355.3207581035779 1.4143975869948342 
loan 	 1601.7953735312187 1.4143975869948342 
company 	 1739.8233762166467 1.094056518419569 
includes 	 1282.580370723637 1.094056518419569 
producing 	 3203.5907470624375 1.094056518419569 
occur 	 2710.6415162071557 1.094056518419569 
rendering 	 4577.548580521879 1.094056518419569 
apply 	 2484.672668969731 1.094056518419569 
solely 	 3928.06967233721 1.094056518419569 
psychiatrists 	 5606.948295003897 1.094056518419569 
dentists 	 5606.948295003897 1.094056518419569 
nurses 	 3360.1204243918246 1.094056518419569 
hospitals 	 1424.0044857624714 1.4143975869948342 
sued 	 3658.511570449891 1.094056518419569 
wrongful 	 4098.904971053145 1.094056518419569 
health 	 1500.9893383144704 1.094056518419569 
care 	 370.41542008821443 1.7158370888635017 
professionals 	 2710.6415162071557 1.094056518419569 
rise 	 2150.4682464991392 1.094056518419569 
patient 	 202.2393735359902 1.8802349460614727 
contract 	 1314.5559279839363 1.4143975869948342 
doctor 	 200.60217748434818 1.895368204410445 
agreed 	 1277.0559194388845 1.4143975869948342 
fraud 	 3069.5052565711267 1.094056518419569 
charges 	 2389.3022844013153 1.094056518419569 
misrepresenting 	 5606.948295003897 1.094056518419569 
expertise 	 3928.06967233721 1.094056518419569 
treat 	 1774.07443301993 1.4143975869948342 
level 	 347.6566584761098 1.6569805372194037 
reasonably 	 1044.7171923848 1.5673739110613085 
condition 	 1111.7591054281295 1.4143975869948342 
circumstances 	 1009.7556532468076 1.4143975869948342 
determining 	 2668.9902146782842 1.094056518419569 
average 	 2848.008971524943 1.094056518419569 
juror 	 4957.469386819229 1.094056518419569 
determine 	 2174.191032580419 1.094056518419569 
require 	 2554.111838877769 1.094056518419569 
expert 	 1680.0602121959123 1.4143975869948342 
testimony 	 1067.8635823541458 1.5673739110613085 
standard 	 1999.3599922015726 1.094056518419569 
affidavit 	 4577.548580521879 1.094056518419569 
starting 	 2754.23077085705 1.094056518419569 
complex 	 2127.3312685019614 1.094056518419569 
deciding 	 3548.14886603986 1.094056518419569 
decide 	 2799.947154683808 1.094056518419569 
doctor's 	 4577.548580521879 1.094056518419569 
judged 	 4307.99047863456 1.094056518419569 
specializing 	 4577.548580521879 1.094056518419569 
type 	 2302.7484834385546 1.094056518419569 
practice 	 2302.7484834385546 1.094056518419569 
judges 	 1724.7130314342382 1.4143975869948342 
evidence 	 2127.3312685019614 1.094056518419569 
region 	 2150.4682464991392 1.094056518419569 
country 	 1524.71212439575 1.094056518419569 
depends 	 3203.5907470624375 1.094056518419569 
person 	 600.7710647073009 1.5673739110613085 
breaches 	 4577.548580521879 1.094056518419569 
medicine 	 1152.8342859372337 1.094056518419569 
exercised 	 4098.904971053145 1.094056518419569 
defendant's 	 4577.548580521879 1.094056518419569 
fell 	 3449.4260628684765 1.094056518419569 
short 	 1852.077100441072 1.094056518419569 
dies 	 3928.06967233721 1.094056518419569 
suffers 	 4307.99047863456 1.094056518419569 
permanent 	 1225.8960511532857 1.4143975869948342 
disability 	 3069.5052565711267 1.094056518419569 
chronic 	 3548.14886603986 1.094056518419569 
pain 	 1424.0044857624714 1.4143975869948342 
obviously 	 3783.630485339069 1.094056518419569 
trouble 	 3360.1204243918246 1.094056518419569 
disproving 	 5606.948295003897 1.094056518419569 
legitimate 	 3203.5907470624375 1.094056518419569 
whiplash 	 5606.948295003897 1.094056518419569 
quantifiable 	 5606.948295003897 1.094056518419569 
manifestations 	 3658.511570449891 1.094056518419569 
sufferers 	 4577.548580521879 1.094056518419569 
feel 	 3009.0326622652224 1.094056518419569 
compensable 	 5606.948295003897 1.094056518419569 
necessarily 	 3449.4260628684765 1.094056518419569 
equal 	 2754.23077085705 1.094056518419569 
excellent 	 3203.5907470624375 1.094056518419569 
treatment 	 512.2675382423319 1.5673739110613085 
totally 	 3449.4260628684765 1.094056518419569 
seeks 	 3203.5907470624375 1.094056518419569 
accused 	 2451.7921023065715 1.094056518419569 
followed 	 2668.9902146782842 1.094056518419569 
suffered 	 3203.5907470624375 1.094056518419569 
identical 	 4307.99047863456 1.094056518419569 
infectious 	 4577.548580521879 1.094056518419569 
disease 	 1225.8960511532857 1.4143975869948342 
friend 	 2898.669957855191 1.094056518419569 
friend's 	 5606.948295003897 1.094056518419569 
treating 	 3548.14886603986 1.094056518419569 
automobile 	 3278.5907641525414 1.094056518419569 
accident 	 3134.1515771544 1.094056518419569 
driver's 	 4098.904971053145 1.094056518419569 
medicated 	 4957.469386819229 1.094056518419569 
telling 	 3203.5907470624375 1.094056518419569 
operate 	 2848.008971524943 1.094056518419569 
vehicle 	 2518.749151557841 1.094056518419569 
effect 	 1477.8523603172923 1.094056518419569 
medication 	 4307.99047863456 1.094056518419569 
required 	 1941.3827389177245 1.094056518419569 
typically 	 2952.227391623223 1.094056518419569 
warnings 	 4098.904971053145 1.094056518419569 
patients 	 2898.669957855191 1.094056518419569 
assume 	 3449.4260628684765 1.094056518419569 
risks 	 1449.3349789275956 1.4143975869948342 
surgical 	 3658.511570449891 1.094056518419569 
procedures 	 2019.5113064936152 1.094056518419569 
signing 	 3203.5907470624375 1.094056518419569 
rights 	 431.64837452881477 1.4143975869948342 
agreement 	 1941.3827389177245 1.094056518419569 
valid 	 1424.0044857624714 1.4143975869948342 
fully 	 2420.026348386458 1.094056518419569 
inform 	 3449.4260628684765 1.094056518419569 
associated 	 2302.7484834385546 1.094056518419569 
procedure 	 1277.0559194388845 1.4143975869948342 
form 	 1444.184067672471 1.094056518419569 
protection 	 1886.7847720055595 1.094056518419569 
performs 	 4098.904971053145 1.094056518419569 
surgery 	 3278.5907641525414 1.094056518419569 
goes 	 2484.672668969731 1.094056518419569 
perform 	 2799.947154683808 1.094056518419569 
accepted 	 3009.0326622652224 1.094056518419569 
standards 	 2019.5113064936152 1.094056518419569 
general's 	 3928.06967233721 1.094056518419569 
office 	 1536.8026147269954 1.094056518419569 
south 	 833.5756553172811 1.4143975869948342 
street 	 666.4533307338575 1.5673739110613085 
springfield 	 1449.3349789275956 1.4143975869948342 
phone 	 709.1104228339871 1.5673739110613085 
west 	 1667.1513106345622 1.094056518419569 
randolph 	 2952.227391623223 1.094056518419569 
chicago 	 2330.7207099098055 1.094056518419569 
bar 	 901.1565970609513 1.4143975869948342 
association 	 1818.609257042924 1.094056518419569 
center 	 1455.2729544877125 1.094056518419569 
logo 	 2330.7207099098055 1.094056518419569 
llalogo 	 2799.947154683808 1.094056518419569 
home 	 418.46608680752865 1.094056518419569 
page 	 459.94972259380353 1.094056518419569 
index 	 407.4640034570765 1.094056518419569 
contents 	 2302.7484834385546 1.094056518419569 
copyright 	 730.79402921294 1.094056518419569 
weblocator 	 1399.973577341904 1.4143975869948342 
http 	 411.1170295265474 1.094056518419569 
www 	 407.4640034570765 1.094056518419569 
com 	 452.26935172348817 1.094056518419569 
american 	 1038.8884031644184 1.094056518419569 
corporation 	 2082.703786599029 1.094056518419569 
credits 	 2484.672668969731 1.094056518419569 
reserved 	 1038.8884031644184 1.094056518419569 
