term 	 tf-idf weight 	 BM25 ranking 
 shared 	 220.31560018385662 1.8581236190124806 
break 	 624.865066703037 1.6794209898650796 
exactly 	 1415.1827863807114 1.4474154790941047 
alas 	 2585.0604732568663 1.4474154790941047 
world 	 478.9752296339688 1.4474154790941047 
appears 	 1444.9877068630747 1.4474154790941047 
unavoidably 	 2585.0604732568663 1.4474154790941047 
chaotic 	 517.0120946513733 1.8581236190124806 
negotiated 	 2285.62089125497 1.4474154790941047 
perspective 	 475.1452757020887 1.6794209898650796 
based 	 531.5095106989168 1.4474154790941047 
paradigm 	 2285.62089125497 1.4474154790941047 
science 	 472.4296498650686 1.4474154790941047 
systems 	 681.357758438709 1.4474154790941047 
theory 	 838.4623255523406 1.4474154790941047 
tell 	 1313.062834256964 1.4474154790941047 
element 	 1361.112308624581 1.4474154790941047 
randomness 	 2285.62089125497 1.4474154790941047 
understanding 	 1061.6727266226846 1.4474154790941047 
level 	 641.1426956741918 1.4474154790941047 
complexity 	 1511.5808005484503 1.4474154790941047 
linear 	 1811.0203825503465 1.4474154790941047 
universe 	 387.29242885199255 1.8257448598472685 
call 	 408.15181118845936 1.6794209898650796 
freedom 	 276.98303090027105 1.7742171177611288 
movement 	 143.98112164183604 1.8581236190124806 
latitude 	 1511.5808005484503 1.4474154790941047 
elements 	 475.1452757020887 1.6794209898650796 
system 	 51.77575210794052 1.9186138385516542 
able 	 886.5117999199575 1.4474154790941047 
evolve 	 662.0604364176912 1.7742171177611288 
self 	 60.132705589380855 1.9429413054392135 
organization 	 78.9559759964601 1.9089039407820374 
look 	 692.0249670777495 1.4474154790941047 
spontaneous 	 761.8736304183233 1.7742171177611288 
concentration 	 1590.3437130834386 1.4474154790941047 
gases 	 2110.459964552243 1.4474154790941047 
denser 	 2585.0604732568663 1.4474154790941047 
clouds 	 1744.427288864971 1.4474154790941047 
shortly 	 1889.7832950853349 1.4474154790941047 
bang 	 2110.459964552243 1.4474154790941047 
evolution 	 247.86613726991143 1.8257448598472685 
chemical 	 1361.112308624581 1.4474154790941047 
soup 	 1986.1813092530736 1.4474154790941047 
life 	 535.2497938039422 1.4474154790941047 
form 	 332.9175652265248 1.6794209898650796 
gathering 	 1549.1697154079702 1.4474154790941047 
hunter 	 1744.427288864971 1.4474154790941047 
tribe 	 1986.1813092530736 1.4474154790941047 
apes 	 2585.0604732568663 1.4474154790941047 
community 	 665.8351304530496 1.4474154790941047 
humankind 	 2285.62089125497 1.4474154790941047 
constantly 	 1744.427288864971 1.4474154790941047 
changing 	 886.5117999199575 1.4474154790941047 
somewhat 	 1336.419873845723 1.4474154790941047 
predictable 	 2285.62089125497 1.4474154790941047 
weather 	 1269.8267801603474 1.4474154790941047 
patterns 	 1025.1439349945613 1.4474154790941047 
bee 	 2110.459964552243 1.4474154790941047 
hive 	 1811.0203825503465 1.4474154790941047 
creation 	 1002.401842128859 1.4474154790941047 
political 	 409.09694901417845 1.4474154790941047 
movements 	 1130.3886747027095 1.4474154790941047 
communism 	 1415.1827863807114 1.4474154790941047 
reform 	 878.1231868296898 1.4474154790941047 
party 	 788.422981245488 1.4474154790941047 
ross 	 1889.7832950853349 1.4474154790941047 
perot 	 2110.459964552243 1.4474154790941047 
expressions 	 2110.459964552243 1.4474154790941047 
essential 	 1061.6727266226846 1.4474154790941047 
mechanism 	 377.89520013711257 1.8257448598472685 
initial 	 1230.5269719754735 1.4474154790941047 
condition 	 1025.1439349945613 1.4474154790941047 
rise 	 991.4645490796457 1.4474154790941047 
created 	 802.1384189173867 1.4474154790941047 
civil 	 737.5407098419304 1.4474154790941047 
rights 	 398.0194189892166 1.4474154790941047 
feminist 	 1889.7832950853349 1.4474154790941047 
environmental 	 970.3871981584513 1.4474154790941047 
triggered 	 1686.741727251177 1.4474154790941047 
fall 	 895.0665349119072 1.4474154790941047 
berlin 	 1744.427288864971 1.4474154790941047 
wall 	 1444.9877068630747 1.4474154790941047 
collapse 	 1444.9877068630747 1.4474154790941047 
communist 	 921.796709318121 1.4474154790941047 
bloc 	 1511.5808005484503 1.4474154790941047 
nelson 	 1635.8594558476195 1.4474154790941047 
mandela 	 2585.0604732568663 1.4474154790941047 
brought 	 1130.3886747027095 1.4474154790941047 
downfall 	 2285.62089125497 1.4474154790941047 
mainframe 	 2285.62089125497 1.4474154790941047 
computer 	 1002.401842128859 1.4474154790941047 
favour 	 703.4866548507476 1.7742171177611288 
resurgence 	 2110.459964552243 1.4474154790941047 
alternative 	 960.2220232772472 1.4474154790941047 
healing 	 1477.0023508334823 1.4474154790941047 
institutional 	 1511.5808005484503 1.4474154790941047 
medical 	 823.5642974895954 1.4474154790941047 
structures 	 1087.8625632473843 1.4474154790941047 
embracing 	 1986.1813092530736 1.4474154790941047 
spirituality 	 2110.459964552243 1.4474154790941047 
reaction 	 1087.8625632473843 1.4474154790941047 
rationalistic 	 2585.0604732568663 1.4474154790941047 
materialism 	 1811.0203825503465 1.4474154790941047 
previous 	 980.7973404406054 1.4474154790941047 
era 	 1036.9802918438268 1.4474154790941047 
reached 	 1161.258947142996 1.4474154790941047 
static 	 2285.62089125497 1.4474154790941047 
equilibrium 	 2110.459964552243 1.4474154790941047 
grow 	 1415.1827863807114 1.4474154790941047 
fertile 	 2110.459964552243 1.4474154790941047 
ground 	 1290.9041310815421 1.4474154790941047 
environment 	 788.422981245488 1.4474154790941047 
ideas 	 878.1231868296898 1.4474154790941047 
flourish 	 944.8916475426674 1.6794209898650796 
limitations 	 1415.1827863807114 1.4474154790941047 
boundaries 	 1986.1813092530736 1.4474154790941047 
dissolve 	 1811.0203825503465 1.4474154790941047 
risks 	 1336.419873845723 1.4474154790941047 
opportunities 	 1087.8625632473843 1.4474154790941047 
arise 	 1635.8594558476195 1.4474154790941047 
attempts 	 451.8970522365378 1.6794209898650796 
lead 	 530.8363633113423 1.6794209898650796 
failure 	 950.2905514041774 1.4474154790941047 
trials 	 1549.1697154079702 1.4474154790941047 
eventually 	 1387.3021452492808 1.4474154790941047 
succeed 	 905.5101912751733 1.6794209898650796 
spontaneously 	 1292.5302366284332 1.6794209898650796 
decide 	 1290.9041310815421 1.4474154790941047 
alternatives 	 1161.258947142996 1.4474154790941047 
determination 	 1336.419873845723 1.4474154790941047 
organize 	 1889.7832950853349 1.4474154790941047 
chosen 	 1415.1827863807114 1.4474154790941047 
paths 	 1635.8594558476195 1.4474154790941047 
exercise 	 1313.062834256964 1.4474154790941047 
choice 	 1002.401842128859 1.4474154790941047 
evolves 	 2285.62089125497 1.4474154790941047 
noticed 	 1744.427288864971 1.4474154790941047 
light 	 869.8943666023497 1.4474154790941047 
congestion 	 2110.459964552243 1.4474154790941047 
cars 	 1511.5808005484503 1.4474154790941047 
move 	 1087.8625632473843 1.4474154790941047 
quickly 	 1336.419873845723 1.4474154790941047 
easily 	 1313.062834256964 1.4474154790941047 
mind 	 279.4874418507802 1.7742171177611288 
organizing 	 516.3899051359901 1.7742171177611288 
takes 	 1074.5692067033467 1.4474154790941047 
pushes 	 1986.1813092530736 1.4474154790941047 
imposed 	 668.2099369228615 1.6794209898650796 
rules 	 501.2009210644295 1.6794209898650796 
aside 	 1590.3437130834386 1.4474154790941047 
voting 	 1415.1827863807114 1.4474154790941047 
regulation 	 1177.562768831586 1.4474154790941047 
following 	 636.369166441587 1.4474154790941047 
model 	 903.7941044730755 1.4474154790941047 
forward 	 1269.8267801603474 1.4474154790941047 
thinking 	 1415.1827863807114 1.4474154790941047 
corporations 	 1361.112308624581 1.4474154790941047 
structured 	 1889.7832950853349 1.4474154790941047 
hierarchical 	 2285.62089125497 1.4474154790941047 
management 	 719.9056082091802 1.4474154790941047 
flat 	 1811.0203825503465 1.4474154790941047 
functional 	 1744.427288864971 1.4474154790941047 
regulating 	 1444.9877068630747 1.4474154790941047 
individuals 	 980.7973404406054 1.4474154790941047 
foresight 	 2585.0604732568663 1.4474154790941047 
insight 	 1477.0023508334823 1.4474154790941047 
grasp 	 1744.427288864971 1.4474154790941047 
bigger 	 993.0906546265368 1.6794209898650796 
picture 	 645.4520655407711 1.6794209898650796 
involved 	 809.1629639339958 1.4474154790941047 
finding 	 1269.8267801603474 1.4474154790941047 
mess 	 2585.0604732568663 1.4474154790941047 
preoccupied 	 2285.62089125497 1.4474154790941047 
answering 	 1811.0203825503465 1.4474154790941047 
avoiding 	 795.1718565417193 1.6794209898650796 
driver 	 1744.427288864971 1.4474154790941047 
particularly 	 768.6332616799689 1.4474154790941047 
onset 	 1811.0203825503465 1.4474154790941047 
fragile 	 2585.0604732568663 1.4474154790941047 
energy 	 460.8983546590605 1.6794209898650796 
wasted 	 2285.62089125497 1.4474154790941047 
keep 	 1013.6232522550677 1.4474154790941047 
forth 	 1511.5808005484503 1.4474154790941047 
spinning 	 2585.0604732568663 1.4474154790941047 
wheels 	 2285.62089125497 1.4474154790941047 
undesirable 	 2285.62089125497 1.4474154790941047 
situations 	 1212.1412185465538 1.4474154790941047 
trying 	 1249.730133406074 1.4474154790941047 
restore 	 1635.8594558476195 1.4474154790941047 
status 	 714.1836702531713 1.4474154790941047 
quo 	 1744.427288864971 1.4474154790941047 
busy 	 2285.62089125497 1.4474154790941047 
addressing 	 1444.9877068630747 1.4474154790941047 
fears 	 1055.2299822761215 1.6794209898650796 
merely 	 707.5913931903557 1.6794209898650796 
perception 	 1177.562768831586 1.4474154790941047 
simply 	 572.7740624305891 1.6794209898650796 
usefulness 	 1811.0203825503465 1.4474154790941047 
deal 	 960.2220232772472 1.4474154790941047 
appropriately 	 1889.7832950853349 1.4474154790941047 
fearing 	 2110.459964552243 1.4474154790941047 
create 	 921.796709318121 1.4474154790941047 
trust 	 707.5913931903557 1.6794209898650796 
effort 	 1130.3886747027095 1.4474154790941047 
billions 	 1811.0203825503465 1.4474154790941047 
help 	 743.5827663750181 1.4474154790941047 
direction 	 1212.1412185465538 1.4474154790941047 
recognize 	 722.4938534315373 1.6794209898650796 
god 	 1313.062834256964 1.4474154790941047 
creator 	 1986.1813092530736 1.4474154790941047 
nature 	 731.5819946807613 1.4474154790941047 
capability 	 1336.419873845723 1.4474154790941047 
try 	 1194.5061169138035 1.4474154790941047 
dominate 	 2110.459964552243 1.4474154790941047 
subjugate 	 2585.0604732568663 1.4474154790941047 
growth 	 795.2262714557241 1.4474154790941047 
proceed 	 1590.3437130834386 1.4474154790941047 
wasting 	 2285.62089125497 1.4474154790941047 
gaia 	 2585.0604732568663 1.4474154790941047 
humanity 	 1549.1697154079702 1.4474154790941047 
country 	 702.9622601269626 1.4474154790941047 
family 	 737.5407098419304 1.4474154790941047 
masc 	 2585.0604732568663 1.4474154790941047 
human 	 665.8351304530496 1.4474154790941047 
imagination 	 1744.427288864971 1.4474154790941047 
consultant 	 1744.427288864971 1.4474154790941047 
author 	 1115.743204378815 1.4474154790941047 
spake 	 2585.0604732568663 1.4474154790941047 
real 	 861.8193651410998 1.4474154790941047 
zarathushtra 	 2585.0604732568663 1.4474154790941047 
emerging 	 1415.1827863807114 1.4474154790941047 
paragidm 	 2585.0604732568663 1.4474154790941047 
century 	 861.8193651410998 1.4474154790941047 
details 	 1145.5481248611782 1.4474154790941047 
workshops 	 1811.0203825503465 1.4474154790941047 
obtain 	 1161.258947142996 1.4474154790941047 
books 	 1013.6232522550677 1.4474154790941047 
tapes 	 1986.1813092530736 1.4474154790941047 
contact 	 697.459000991113 1.4474154790941047 
transformations 	 2110.459964552243 1.4474154790941047 
unlimited 	 1635.8594558476195 1.4474154790941047 
issue 	 613.262054542761 1.4474154790941047 
july96 	 2285.62089125497 1.4474154790941047 
htm 	 141.70898416988362 1.6794209898650796 
vision's 	 722.4938534315373 1.6794209898650796 
library 	 565.1943373513548 1.6794209898650796 
http 	 94.77190862084764 1.6794209898650796 
www 	 93.92980229106567 1.6794209898650796 
com 	 104.25846315077209 1.6794209898650796 
village 	 1074.5692067033467 1.4474154790941047 
index 	 187.85960458213134 1.4474154790941047 
html 	 169.75409767617614 1.4474154790941047 
top 	 403.52267812506625 1.4474154790941047 
page 	 212.05792973374932 1.4474154790941047 
