term 	 tf-idf weight 	 BM25 ranking 
 law 	 71.89914339131334 1.8587976705549083 
complex 	 2341.8806867233434 1.0462592963723987 
month 	 5010.177496205013 0.7084300223695653 
applied 	 5010.177496205013 0.7084300223695653 
considers 	 5623.407389119357 0.7084300223695653 
applicant's 	 9024.590133706126 0.7084300223695653 
unique 	 5131.565447752325 0.7084300223695653 
situation 	 2002.0228907574983 1.0462592963723987 
count 	 8648.460762040197 0.7084300223695653 
including 	 226.41187930009704 1.6288064110934177 
homestead 	 9024.590133706126 0.7084300223695653 
automobile 	 7218.498128545029 0.7084300223695653 
employment 	 5260.544944204817 0.7084300223695653 
produce 	 6064.010758034252 0.7084300223695653 
essential 	 5069.978784774533 0.7084300223695653 
transporting 	 8330.447909556562 0.7084300223695653 
producing 	 7053.370022614523 0.7084300223695653 
property 	 2341.8806867233434 1.0462592963723987 
household 	 3797.313750105479 1.0462592963723987 
personal 	 983.4041732285859 1.2440018258172214 
effects 	 3228.792373173292 0.7084300223695653 
counted 	 10078.423395535363 0.7084300223695653 
jointly 	 9024.590133706126 0.7084300223695653 
held 	 3898.22771519348 0.7084300223695653 
real 	 4115.586458995575 0.7084300223695653 
estate 	 6270.482933037308 0.7084300223695653 
joint 	 5195.047379581838 0.7084300223695653 
owner 	 3312.5050065385026 1.0462592963723987 
refuses 	 7398.002599274636 0.7084300223695653 
sell 	 5876.335979595838 0.7084300223695653 
tied 	 7811.986244013054 0.7084300223695653 
probate 	 4165.223954778281 1.0462592963723987 
transfers 	 7811.986244013054 0.7084300223695653 
compensated 	 10078.423395535363 0.7084300223695653 
restructure 	 9484.93528006734 0.7084300223695653 
intent 	 3609.2490642725147 1.0462592963723987 
qualifying 	 9024.590133706126 0.7084300223695653 
limits 	 3191.0118052589432 1.0462592963723987 
able 	 1411.1680889157965 1.2440018258172214 
qualify 	 2406.1660428483433 1.2440018258172214 
spend 	 2300.1617586871316 1.2440018258172214 
provision 	 2208.3366710256682 1.2440018258172214 
equal 	 6064.010758034252 0.7084300223695653 
person's 	 1126.358830363969 1.533910142610768 
occasionally 	 7811.986244013054 0.7084300223695653 
agrees 	 7398.002599274636 0.7084300223695653 
cover 	 1631.8456310908796 1.2440018258172214 
bills 	 3312.5050065385026 1.0462592963723987 
exceed 	 7594.627500210958 0.7084300223695653 
patient's 	 617.7471972885854 1.7695598243782453 
senior 	 5545.549092490743 0.7084300223695653 
citizens 	 5195.047379581838 0.7084300223695653 
restructuring 	 8648.460762040197 0.7084300223695653 
especially 	 3580.2148627098463 0.7084300223695653 
attractive 	 8648.460762040197 0.7084300223695653 
option 	 2772.7745462453713 1.0462592963723987 
wider 	 8330.447909556562 0.7084300223695653 
variety 	 2158.0176360277255 1.0462592963723987 
period 	 3968.166616300411 0.7084300223695653 
time 	 655.6890384083598 1.2440018258172214 
social 	 378.25279320398846 1.5867359669352845 
security 	 596.7024771183077 1.533910142610768 
administration 	 1761.049171763776 1.0462592963723987 
designed 	 1949.11385759674 1.0462592963723987 
basic 	 2137.1785434297044 1.0462592963723987 
eligible 	 2603.995414671018 1.2440018258172214 
individuals 	 2341.8806867233434 1.0462592963723987 
age 	 800.8091563029994 1.4656000125278899 
enormous 	 3699.001299637318 1.0462592963723987 
providing 	 2116.752133373695 1.0462592963723987 
billions 	 8648.460762040197 0.7084300223695653 
dollars 	 7218.498128545029 0.7084300223695653 
divisions 	 7594.627500210958 0.7084300223695653 
commonly 	 3797.313750105479 1.0462592963723987 
known 	 470.63559326083384 1.6288064110934177 
hospital 	 472.27703450743974 1.715647887932748 
medically 	 4512.295066853063 1.0462592963723987 
related 	 1639.5559704842162 1.0462592963723987 
included 	 4734.702233220623 0.7084300223695653 
expenses 	 5968.039965779469 0.7084300223695653 
inpatient 	 4742.46764003367 1.0462592963723987 
necessitated 	 9484.93528006734 0.7084300223695653 
acute 	 7053.370022614523 0.7084300223695653 
illness 	 3249.97070913485 1.0462592963723987 
skilled 	 3699.001299637318 1.0462592963723987 
home 	 153.55665903307215 1.533910142610768 
certified 	 4324.230381020098 1.0462592963723987 
hospice 	 10078.423395535363 0.7084300223695653 
terminally 	 8648.460762040197 0.7084300223695653 
ill 	 6625.010013077005 0.7084300223695653 
psychiatric 	 7594.627500210958 0.7084300223695653 
provider 	 1518.9255000421917 1.4656000125278899 
voluntary 	 7594.627500210958 0.7084300223695653 
outpatient 	 4512.295066853063 1.0462592963723987 
physical 	 974.55692879837 1.3738282852261774 
therapy 	 5968.039965779469 0.7084300223695653 
speech 	 5131.565447752325 0.7084300223695653 
pathology 	 8648.460762040197 0.7084300223695653 
ambulance 	 9484.93528006734 0.7084300223695653 
service 	 1043.897366091089 1.2440018258172214 
equipment 	 5131.565447752325 0.7084300223695653 
paid 	 5470.522642566229 0.7084300223695653 
taxes 	 6164.664866715791 0.7084300223695653 
free 	 290.06637506398823 1.663102692036599 
qualifies 	 4742.46764003367 1.0462592963723987 
optional 	 6625.010013077005 0.7084300223695653 
carries 	 7811.986244013054 0.7084300223695653 
monthly 	 3249.97070913485 1.0462592963723987 
premium 	 3797.313750105479 1.0462592963723987 
railroad 	 3526.6850113072614 1.0462592963723987 
retirement 	 3609.2490642725147 1.0462592963723987 
available 	 1614.396186586646 1.0462592963723987 
automatically 	 3450.242638030698 1.0462592963723987 
applicants 	 8330.447909556562 0.7084300223695653 
enrolled 	 8648.460762040197 0.7084300223695653 
opt 	 9024.590133706126 0.7084300223695653 
contracts 	 6270.482933037308 0.7084300223695653 
private 	 992.0416540751028 1.3738282852261774 
companies 	 1497.2386102205014 1.2440018258172214 
handle 	 6758.152982183814 0.7084300223695653 
routine 	 2531.542500070319 1.2440018258172214 
claims 	 5131.565447752325 0.7084300223695653 
processing 	 5876.335979595838 0.7084300223695653 
functions 	 5131.565447752325 0.7084300223695653 
medicare_ 	 12344.860547057675 0.7084300223695653 
intended 	 1595.5059026294716 1.3738282852261774 
comprehensive 	 1544.682708179695 1.2440018258172214 
america's 	 5968.039965779469 0.7084300223695653 
population 	 4274.357086859409 0.7084300223695653 
supplement 	 4027.486323286086 1.0462592963723987 
example 	 1213.3387170931217 1.2440018258172214 
custodial 	 8648.460762040197 0.7084300223695653 
help 	 887.73799018036 1.3738282852261774 
patient 	 206.7334105374951 1.8777362947623395 
daily 	 4683.761373446687 0.7084300223695653 
living 	 4538.0773322843015 0.7084300223695653 
bathing 	 9484.93528006734 0.7084300223695653 
walking 	 7594.627500210958 0.7084300223695653 
exercising 	 9024.590133706126 0.7084300223695653 
training 	 4446.3733461006705 0.7084300223695653 
dentures 	 10078.423395535363 0.7084300223695653 
dental 	 8330.447909556562 0.7084300223695653 
eyeglasses 	 10078.423395535363 0.7084300223695653 
hearing 	 5968.039965779469 0.7084300223695653 
aids 	 1516.002689508563 1.3738282852261774 
examinations 	 8648.460762040197 0.7084300223695653 
prescribe 	 10078.423395535363 0.7084300223695653 
fit 	 6382.0236105178865 0.7084300223695653 
prescription 	 7811.986244013054 0.7084300223695653 
drugs 	 6499.9414182697 0.7084300223695653 
checkups 	 10078.423395535363 0.7084300223695653 
tests 	 6164.664866715791 0.7084300223695653 
look 	 3304.739599725456 0.7084300223695653 
form 	 1589.8355024590755 1.0462592963723987 
insured 	 8648.460762040197 0.7084300223695653 
jobs 	 6625.010013077005 0.7084300223695653 
retire 	 9484.93528006734 0.7084300223695653 
continuation 	 9024.590133706126 0.7084300223695653 
conversion 	 8648.460762040197 0.7084300223695653 
policies 	 1288.0425884227109 1.2440018258172214 
join 	 5398.129249795578 0.7084300223695653 
maintenance 	 5260.544944204817 0.7084300223695653 
organizations 	 4446.3733461006705 0.7084300223695653 
popular 	 4683.761373446687 0.7084300223695653 
plan 	 1866.5498046314872 1.0462592963723987 
alternative 	 4585.5047083818545 0.7084300223695653 
traditional 	 4358.572861554695 0.7084300223695653 
refused 	 6625.010013077005 0.7084300223695653 
obtain 	 1386.3872731226857 1.3738282852261774 
excessive 	 7398.002599274636 0.7084300223695653 
rate 	 4446.3733461006705 0.7084300223695653 
provides 	 734.1159346508222 1.4656000125278899 
additional 	 5131.565447752325 0.7084300223695653 
live 	 5260.544944204817 0.7084300223695653 
qualified 	 7811.986244013054 0.7084300223695653 
beneficiary 	 4742.46764003367 1.0462592963723987 
qmb 	 10078.423395535363 0.7084300223695653 
assists 	 8054.972646572172 0.7084300223695653 
percent 	 1901.4399067848585 1.2440018258172214 
poverty 	 3032.005379017126 1.0462592963723987 
level 	 1020.5843990554457 1.2440018258172214 
specified 	 7594.627500210958 0.7084300223695653 
slmb 	 10078.423395535363 0.7084300223695653 
incomes 	 8648.460762040197 0.7084300223695653 
run 	 4734.702233220623 0.7084300223695653 
hospitals 	 627.0482933037308 1.6915974229338104 
rarely 	 5039.2116977676815 1.0462592963723987 
treat 	 1562.3972488026109 1.4656000125278899 
admit 	 2371.233820016835 1.3738282852261774 
laws 	 815.5464371846173 1.4656000125278899 
governing 	 2984.0199828897344 1.0462592963723987 
industry 	 3253.79873995152 0.7084300223695653 
forbid 	 10914.897913562507 0.7084300223695653 
discriminating 	 9024.590133706126 0.7084300223695653 
deciding 	 7811.986244013054 0.7084300223695653 
internal 	 4585.5047083818545 0.7084300223695653 
revenue 	 6758.152982183814 0.7084300223695653 
requires 	 1315.1362360512042 1.3738282852261774 
communities 	 5704.319720354576 0.7084300223695653 
enjoy 	 6900.485276061396 0.7084300223695653 
tax 	 4895.536893272639 0.7084300223695653 
exempt 	 8648.460762040197 0.7084300223695653 
status 	 1705.2788330234866 1.0462592963723987 
hill 	 7811.986244013054 0.7084300223695653 
burton 	 10078.423395535363 0.7084300223695653 
act 	 418.34274956518567 1.663102692036599 
construction 	 4952.060977022719 0.7084300223695653 
grants 	 3797.313750105479 1.0462592963723987 
projects 	 5545.549092490743 0.7084300223695653 
require 	 2811.7036945596783 1.0462592963723987 
participating 	 8054.972646572172 0.7084300223695653 
fortunately 	 10078.423395535363 0.7084300223695653 
guaranteeing 	 9484.93528006734 0.7084300223695653 
invoked 	 10914.897913562507 0.7084300223695653 
infrequently 	 12344.860547057675 0.7084300223695653 
eager 	 9484.93528006734 0.7084300223695653 
prejudices 	 8648.460762040197 0.7084300223695653 
hospital's 	 10914.897913562507 0.7084300223695653 
concern 	 2317.024062269543 1.0462592963723987 
reimbursed 	 12344.860547057675 0.7084300223695653 
recipients 	 3797.313750105479 1.0462592963723987 
difficulty 	 7218.498128545029 0.7084300223695653 
accessing 	 9484.93528006734 0.7084300223695653 
epidemic 	 10914.897913562507 0.7084300223695653 
accessibility 	 10078.423395535363 0.7084300223695653 
decision 	 1835.2898366270554 1.0462592963723987 
makers 	 6758.152982183814 0.7084300223695653 
concerned 	 2476.0304885113596 1.0462592963723987 
potentially 	 8054.972646572172 0.7084300223695653 
fighting 	 6499.9414182697 0.7084300223695653 
disease 	 2699.064624897789 1.0462592963723987 
worried 	 10078.423395535363 0.7084300223695653 
spreading 	 8648.460762040197 0.7084300223695653 
objected 	 10078.423395535363 0.7084300223695653 
lifestyles 	 9484.93528006734 0.7084300223695653 
assumed 	 5260.544944204817 0.7084300223695653 
sufferers 	 10078.423395535363 0.7084300223695653 
led 	 4734.702233220623 0.7084300223695653 
know 	 1282.8913619380812 1.3738282852261774 
refusing 	 8648.460762040197 0.7084300223695653 
bias 	 10914.897913562507 0.7084300223695653 
illegal 	 5623.407389119357 0.7084300223695653 
formed 	 5876.335979595838 0.7084300223695653 
relationship 	 3038.9573851134123 0.7084300223695653 
inside 	 7218.498128545029 0.7084300223695653 
guarantees 	 7811.986244013054 0.7084300223695653 
rights 	 271.5324277032916 1.5867359669352845 
duties 	 6625.010013077005 0.7084300223695653 
addition 	 2292.7523541909272 1.0462592963723987 
includes 	 705.9667302035389 1.3738282852261774 
informed 	 862.5606595076745 1.6288064110934177 
treating 	 3905.993122006527 1.0462592963723987 
recipient 	 2603.995414671018 1.2440018258172214 
exercise 	 6270.482933037308 0.7084300223695653 
writing 	 1467.3353482432742 1.2440018258172214 
records 	 1045.0804888395512 1.533910142610768 
treated 	 7594.627500210958 0.7084300223695653 
confidentially 	 12344.860547057675 0.7084300223695653 
involved 	 3864.127765268133 0.7084300223695653 
preventing 	 7811.986244013054 0.7084300223695653 
penalizes 	 10914.897913562507 0.7084300223695653 
violate 	 7811.986244013054 0.7084300223695653 
patients' 	 6172.4302735288375 1.0462592963723987 
doctor 	 602.2736375524549 1.715647887932748 
diagnose 	 12344.860547057675 0.7084300223695653 
obtaining 	 7594.627500210958 0.7084300223695653 
means 	 1850.801407128579 1.0462592963723987 
relevant 	 5968.039965779469 0.7084300223695653 
risks 	 2127.341203505962 1.2440018258172214 
failure 	 1134.5193330710754 1.3738282852261774 
subject 	 1823.8361064563526 0.7084300223695653 
charges 	 5260.544944204817 0.7084300223695653 
battery 	 7811.986244013054 0.7084300223695653 
invasion 	 6164.664866715791 0.7084300223695653 
privacy 	 6758.152982183814 0.7084300223695653 
circumstances 	 4446.3733461006705 0.7084300223695653 
required 	 610.6224409799155 1.5867359669352845 
guardian 	 1441.4101270066992 1.533910142610768 
close 	 2420.26014977107 1.0462592963723987 
relative 	 5010.177496205013 0.7084300223695653 
permission 	 1631.8456310908796 1.2440018258172214 
emergency 	 1929.5118316832873 1.2440018258172214 
head 	 4585.5047083818545 0.7084300223695653 
facility 	 5788.535495049862 0.7084300223695653 
relatives 	 7594.627500210958 0.7084300223695653 
reached 	 5545.549092490743 0.7084300223695653 
implied 	 9484.93528006734 0.7084300223695653 
unable 	 2021.3369193447504 1.2440018258172214 
sufficient 	 2300.1617586871316 1.2440018258172214 
properly 	 6625.010013077005 0.7084300223695653 
inform 	 7594.627500210958 0.7084300223695653 
alternatives 	 2772.7745462453713 1.0462592963723987 
client's 	 9024.590133706126 0.7084300223695653 
mental 	 1848.5163641635809 1.2440018258172214 
retardation 	 10078.423395535363 0.7084300223695653 
chemical 	 6499.9414182697 0.7084300223695653 
dependency 	 8054.972646572172 0.7084300223695653 
minors 	 8330.447909556562 0.7084300223695653 
approval 	 6758.152982183814 0.7084300223695653 
parent 	 2054.8882889052634 1.2440018258172214 
undergo 	 10914.897913562507 0.7084300223695653 
surgical 	 8054.972646572172 0.7084300223695653 
procedure 	 1874.4691297064521 1.2440018258172214 
exceptions 	 7218.498128545029 0.7084300223695653 
rule 	 2158.0176360277255 1.0462592963723987 
emergencies 	 8648.460762040197 0.7084300223695653 
reproductive 	 10078.423395535363 0.7084300223695653 
matters 	 7053.370022614523 0.7084300223695653 
sexually 	 8330.447909556562 0.7084300223695653 
transmitted 	 7218.498128545029 0.7084300223695653 
diseases 	 6758.152982183814 0.7084300223695653 
doctors 	 1804.6245321362574 1.3738282852261774 
disputes 	 2351.1233408715075 1.2440018258172214 
center 	 1602.0427455219588 1.0462592963723987 
disclosed 	 9024.590133706126 0.7084300223695653 
went 	 6499.9414182697 0.7084300223695653 
consented 	 12344.860547057675 0.7084300223695653 
actions 	 2223.1866730503352 1.0462592963723987 
foreseeable 	 9024.590133706126 0.7084300223695653 
results 	 1790.1074313549232 1.0462592963723987 
particular 	 1949.11385759674 1.0462592963723987 
reasonable 	 6382.0236105178865 0.7084300223695653 
physician 	 1233.0004332124392 1.533910142610768 
disclose 	 9024.590133706126 0.7084300223695653 
risk 	 815.9228155454398 1.533910142610768 
tell 	 6270.482933037308 0.7084300223695653 
communicated 	 10914.897913562507 0.7084300223695653 
language 	 4446.3733461006705 0.7084300223695653 
understand 	 2534.9893923872664 1.0462592963723987 
experimental 	 3609.2490642725147 1.0462592963723987 
procedures 	 2223.1866730503352 1.0462592963723987 
research 	 591.9027432541936 1.3738282852261774 
performed 	 6900.485276061396 0.7084300223695653 
prior 	 2420.26014977107 1.0462592963723987 
refusal 	 3450.242638030698 1.0462592963723987 
participate 	 6064.010758034252 0.7084300223695653 
recorded 	 3526.6850113072614 1.0462592963723987 
permanent 	 1799.376416598526 1.2440018258172214 
record 	 936.7522746893375 1.4656000125278899 
medication 	 9484.93528006734 0.7084300223695653 
recommended 	 6900.485276061396 0.7084300223695653 
treatments 	 7594.627500210958 0.7084300223695653 
psychological 	 4734.702233220623 0.7084300223695653 
documentation 	 7398.002599274636 0.7084300223695653 
placed 	 5704.319720354576 0.7084300223695653 
parents 	 2984.0199828897344 1.0462592963723987 
children 	 779.645543038696 1.4656000125278899 
bill 	 2317.024062269543 1.0462592963723987 
understandable 	 10078.423395535363 0.7084300223695653 
explanation 	 5398.129249795578 0.7084300223695653 
admitted 	 6499.9414182697 0.7084300223695653 
copy 	 3312.5050065385026 1.0462592963723987 
statement 	 1561.2537911488957 1.2440018258172214 
summarizing 	 10078.423395535363 0.7084300223695653 
minor 	 6164.664866715791 0.7084300223695653 
read 	 5623.407389119357 0.7084300223695653 
representative 	 5260.544944204817 0.7084300223695653 
clinics 	 4165.223954778281 1.0462592963723987 
test 	 1252.5443740512533 1.3738282852261774 
virus 	 10078.423395535363 0.7084300223695653 
causes 	 4538.0773322843015 0.7084300223695653 
discrimination 	 5623.407389119357 0.7084300223695653 
positive 	 1776.0634495628822 1.2440018258172214 
anonymity 	 12344.860547057675 0.7084300223695653 
respect 	 4895.536893272639 0.7084300223695653 
committed 	 6499.9414182697 0.7084300223695653 
anonymous 	 3008.196711235375 1.2440018258172214 
sites 	 5623.407389119357 0.7084300223695653 
fictitious 	 10914.897913562507 0.7084300223695653 
code 	 4634.048124539086 0.7084300223695653 
hide 	 9484.93528006734 0.7084300223695653 
identity 	 3032.005379017126 1.0462592963723987 
distinction 	 6499.9414182697 0.7084300223695653 
confidential 	 1562.3972488026109 1.4656000125278899 
departments 	 7218.498128545029 0.7084300223695653 
learn 	 5623.407389119357 0.7084300223695653 
tested 	 7053.370022614523 0.7084300223695653 
site 	 4115.586458995575 0.7084300223695653 
knows 	 7594.627500210958 0.7084300223695653 
true 	 5470.522642566229 0.7084300223695653 
keep 	 2420.26014977107 1.0462592963723987 
rules 	 4786.932871092214 0.7084300223695653 
evidence 	 2341.8806867233434 1.0462592963723987 
prohibit 	 7811.986244013054 0.7084300223695653 
introduction 	 4233.50426674739 0.7084300223695653 
court 	 1898.7868032559709 1.0462592963723987 
communications 	 2210.0535177841984 0.7084300223695653 
policy 	 3279.1119409684325 0.7084300223695653 
promotion 	 6625.010013077005 0.7084300223695653 
complete 	 4585.5047083818545 0.7084300223695653 
communication 	 5069.978784774533 0.7084300223695653 
release 	 2597.523689790919 1.0462592963723987 
third 	 4193.444755624189 0.7084300223695653 
prevent 	 2597.523689790919 1.0462592963723987 
releasing 	 9024.590133706126 0.7084300223695653 
purpose 	 3898.22771519348 0.7084300223695653 
protections 	 10078.423395535363 0.7084300223695653 
set 	 3061.7531971663375 0.7084300223695653 
aside 	 7594.627500210958 0.7084300223695653 
conflict 	 4316.035272055451 0.7084300223695653 
told 	 5010.177496205013 0.7084300223695653 
kill 	 7811.986244013054 0.7084300223695653 
obligation 	 3699.001299637318 1.0462592963723987 
warn 	 8648.460762040197 0.7084300223695653 
report 	 325.379873995152 1.6915974229338104 
police 	 5069.978784774533 0.7084300223695653 
comes 	 5968.039965779469 0.7084300223695653 
suspicious 	 10078.423395535363 0.7084300223695653 
wound 	 5039.2116977676815 1.0462592963723987 
stab 	 10914.897913562507 0.7084300223695653 
gunshot 	 10914.897913562507 0.7084300223695653 
relinquished 	 12344.860547057675 0.7084300223695653 
diagnosis 	 6758.152982183814 0.7084300223695653 
reported 	 1411.1680889157965 1.2440018258172214 
donate 	 4114.953515685891 1.2440018258172214 
bodies 	 2166.647139423233 1.2440018258172214 
science 	 2256.0702955361958 0.7084300223695653 
die 	 6382.0236105178865 0.7084300223695653 
human 	 3179.671004918151 0.7084300223695653 
organs 	 4324.230381020098 1.0462592963723987 
transplanted 	 10914.897913562507 0.7084300223695653 
giving 	 4786.932871092214 0.7084300223695653 
chance 	 6164.664866715791 0.7084300223695653 
productive 	 7811.986244013054 0.7084300223695653 
life 	 2556.065566244289 0.7084300223695653 
scientific 	 1848.5163641635809 1.2440018258172214 
educational 	 2137.1785434297044 1.0462592963723987 
purposes 	 2505.0887481025065 1.0462592963723987 
unfortunately 	 7398.002599274636 0.7084300223695653 
potential 	 4233.50426674739 0.7084300223695653 
transplant 	 3638.2993045208354 1.2440018258172214 
donations 	 5039.2116977676815 1.0462592963723987 
willing 	 8648.460762040197 0.7084300223695653 
wishes 	 3609.2490642725147 1.0462592963723987 
solve 	 7811.986244013054 0.7084300223695653 
adopted 	 6900.485276061396 0.7084300223695653 
gift 	 1518.9255000421917 1.4656000125278899 
govern 	 8054.972646572172 0.7084300223695653 
donation 	 1002.7322370784584 1.663102692036599 
body 	 1100.5015111824557 1.3738282852261774 
