term 	 tf-idf weight 	 BM25 ranking 
 law 	 93.7860372593428 1.8196893175076438 
purposes 	 4356.887265240812 0.7735688554287408 
letter 	 4960.518457739267 0.7735688554287408 
carriers 	 6433.3575681525435 0.7735688554287408 
children 	 1694.9637714631854 1.1156295671760588 
swimming 	 7847.850072646044 0.7735688554287408 
pool 	 6793.360795811643 0.7735688554287408 
adults 	 5652.396948315967 0.7735688554287408 
sufficient 	 6000.712838223046 0.7735688554287408 
prevent 	 4517.65147793011 0.7735688554287408 
landowners 	 10735.18168755282 0.7735688554287408 
scenario 	 7520.765199757689 0.7735688554287408 
attractive 	 3760.3825998788443 1.1156295671760588 
nuisance 	 5367.59084377641 1.1156295671760588 
doctrine 	 5273.308434276999 0.7735688554287408 
recognize 	 6000.712838223046 0.7735688554287408 
illinois' 	 7244.218880147588 0.7735688554287408 
system 	 645.039578344759 1.3084953308594365 
compensates 	 10735.18168755282 0.7735688554287408 
workplace 	 6133.662540266822 0.7735688554287408 
employers' 	 9491.675645628278 0.7735688554287408 
led 	 4117.331946872418 0.7735688554287408 
proving 	 6604.344030721501 0.7735688554287408 
worker 	 1258.4382789771514 1.4323006546471337 
chance 	 5360.8379887969595 0.7735688554287408 
file 	 5033.753115908606 0.7735688554287408 
filing 	 6277.259157833148 0.7735688554287408 
notifies 	 8764.27124168223 0.7735688554287408 
contacts 	 3302.1720153607507 1.1156295671760588 
carrier 	 3502.331780889597 1.1156295671760588 
handles 	 8764.27124168223 0.7735688554287408 
payment 	 5876.939626775455 0.7735688554287408 
bill 	 4029.8023923524574 0.7735688554287408 
demonstrate 	 5652.396948315967 0.7735688554287408 
financial 	 3013.688910344539 0.7735688554287408 
cover 	 4257.194952269081 0.7735688554287408 
reasonably 	 6000.712838223046 0.7735688554287408 
anticipated 	 6433.3575681525435 0.7735688554287408 
trade 	 3828.0168900849744 0.7735688554287408 
relatively 	 5549.8547538871 0.7735688554287408 
route 	 6604.344030721501 0.7735688554287408 
limit 	 5273.308434276999 0.7735688554287408 
awarded 	 6277.259157833148 0.7735688554287408 
exceptions 	 6277.259157833148 0.7735688554287408 
insurers 	 8248.169603703736 0.7735688554287408 
expenses 	 5189.851526228002 0.7735688554287408 
permanent 	 4694.252968557085 0.7735688554287408 
emotional 	 4517.65147793011 0.7735688554287408 
distress 	 9491.675645628278 0.7735688554287408 
attorney 	 1677.9177053028684 1.3084953308594365 
refuses 	 6433.3575681525435 0.7735688554287408 
maintaining 	 5360.8379887969595 0.7735688554287408 
benefits 	 3790.2470739840633 0.7735688554287408 
demanded 	 6277.259157833148 0.7735688554287408 
exceed 	 3302.1720153607507 1.1156295671760588 
dispute 	 807.4852783308525 1.6306716296396935 
arises 	 8248.169603703736 0.7735688554287408 
stops 	 8764.27124168223 0.7735688554287408 
payments 	 4960.518457739267 0.7735688554287408 
disputes 	 2044.554180088941 1.3084953308594365 
arise 	 6793.360795811643 0.7735688554287408 
options 	 5360.8379887969595 0.7735688554287408 
administrative 	 2555.0525320879624 1.1156295671760588 
conference 	 671.6337320587429 1.5819823817246048 
final 	 4257.194952269081 0.7735688554287408 
option 	 4822.450349941053 0.7735688554287408 
hearing 	 5189.851526228002 0.7735688554287408 
resolve 	 1533.4156350667056 1.4323006546471337 
semi 	 7847.850072646044 0.7735688554287408 
formal 	 5549.8547538871 0.7735688554287408 
established 	 4306.348711962558 0.7735688554287408 
department 	 690.1493853265088 1.518506149336391 
labor 	 3866.599022251383 0.7735688554287408 
representative 	 1524.8695475688223 1.3084953308594365 
informal 	 6793.360795811643 0.7735688554287408 
mediator 	 8764.27124168223 0.7735688554287408 
referee 	 10735.18168755282 0.7735688554287408 
decides 	 6277.259157833148 0.7735688554287408 
kind 	 4574.608642706467 0.7735688554287408 
considered 	 3717.0124158147255 0.7735688554287408 
attending 	 6793.360795811643 0.7735688554287408 
investigator 	 8248.169603703736 0.7735688554287408 
insured 	 7520.765199757689 0.7735688554287408 
employee's 	 7520.765199757689 0.7735688554287408 
attend 	 6133.662540266822 0.7735688554287408 
goal 	 4822.450349941053 0.7735688554287408 
reach 	 4822.450349941053 0.7735688554287408 
voluntary 	 6604.344030721501 0.7735688554287408 
resolution 	 4574.608642706467 0.7735688554287408 
parties 	 3946.345484303459 0.7735688554287408 
issues 	 1245.7683382056828 1.1156295671760588 
judgment 	 3760.3825998788443 1.1156295671760588 
obligated 	 7520.765199757689 0.7735688554287408 
follow 	 2347.1264842785426 1.1156295671760588 
appealed 	 7244.218880147588 0.7735688554287408 
involved 	 3360.2739752258994 0.7735688554287408 
agree 	 5273.308434276999 0.7735688554287408 
conciliation 	 9491.675645628278 0.7735688554287408 
decide 	 5360.8379887969595 0.7735688554287408 
represented 	 5652.396948315967 0.7735688554287408 
proceeding 	 7520.765199757689 0.7735688554287408 
finally 	 4822.450349941053 0.7735688554287408 
special 	 2965.846075079142 0.7735688554287408 
formally 	 7004.663561779194 0.7735688554287408 
hear 	 7244.218880147588 0.7735688554287408 
written 	 1975.4350384328707 0.7735688554287408 
decision 	 1595.9815641827133 1.1156295671760588 
disagreeing 	 10735.18168755282 0.7735688554287408 
appeal 	 4757.206796298504 0.7735688554287408 
appeals 	 5876.939626775455 0.7735688554287408 
unsatisfied 	 9491.675645628278 0.7735688554287408 
supreme 	 4890.156498342281 0.7735688554287408 
industrial 	 3546.0259532457667 0.7735688554287408 
commission 	 4029.8023923524574 0.7735688554287408 
randolph 	 5652.396948315967 0.7735688554287408 
west 	 3191.9631283654267 0.7735688554287408 
eighth 	 9491.675645628278 0.7735688554287408 
floor 	 5761.157519854652 0.7735688554287408 
chicago 	 2231.223561140977 1.1156295671760588 
phone 	 4073.0333998852916 0.7735688554287408 
information 	 1490.176567023804 0.7735688554287408 
resource 	 4960.518457739267 0.7735688554287408 
manual 	 6133.662540266822 0.7735688554287408 
attorney's 	 6793.360795811643 0.7735688554287408 
guide 	 5110.105064175925 0.7735688554287408 
analyzing 	 5549.8547538871 0.7735688554287408 
developing 	 4209.352117003684 0.7735688554287408 
strategies 	 4633.433584850913 0.7735688554287408 
winning 	 5652.396948315967 0.7735688554287408 
james 	 4517.65147793011 0.7735688554287408 
reilly 	 10735.18168755282 0.7735688554287408 
nancy 	 8248.169603703736 0.7735688554287408 
cody 	 10735.18168755282 0.7735688554287408 
american 	 994.5388448649769 1.1156295671760588 
bar 	 3450.7469266325434 0.7735688554287408 
association 	 3481.9477130576365 0.7735688554287408 
section 	 4574.608642706467 0.7735688554287408 
logo 	 4462.447122281954 0.7735688554287408 
llalogo 	 5360.8379887969595 0.7735688554287408 
page 	 880.6294581998757 0.7735688554287408 
index 	 780.1391912507954 0.7735688554287408 
contents 	 4408.890906391426 0.7735688554287408 
copyright 	 1399.1936909370486 0.7735688554287408 
weblocator 	 2680.4189943984798 1.1156295671760588 
http 	 787.1333521564845 0.7735688554287408 
www 	 780.1391912507954 0.7735688554287408 
com 	 865.9244578355792 0.7735688554287408 
research 	 2058.8919464818678 0.7735688554287408 
corporation 	 3987.5886799985683 0.7735688554287408 
credits 	 4757.206796298504 0.7735688554287408 
rights 	 1652.8861983024412 0.7735688554287408 
reserved 	 1989.0776897299538 0.7735688554287408 
